isin,issuer_name,position_holder,net_short_position,position_date,source
NL0000360618,SBM Offshore N.V.,Marshall Wace LLP,1.5,2020-04-22,archive
NL0011821392,Signify N.V.,Sandbar Assets Management LLP,0.71,2020-04-22,archive
NL0000888691,AMG Critical Materials N.V.,Systematica Investments Limited,0.7,2020-04-22,archive
NL0000888691,AMG Critical Materials N.V.,Voleon Capital Management LP,0.67,2020-04-22,archive
NL0000352565,Fugro N.V.,Voleon Capital Management LP,0.58,2020-04-22,archive
NL0009739416,PostNL N.V.,Voleon Capital Management LP,0.9,2020-04-22,archive
NL0000352565,Fugro N.V.,Whitebox Advisors LLC,1.29,2020-04-22,archive
NL0012817175,Alfen N.V.,"WorldQuant, LLC",0.71,2020-04-22,archive
NL0000337319,Koninklijke BAM Groep N.V.,AKO Capital LLP,0.63,2020-04-21,archive
NL0000289213,Wereldhave N.V.,"Athanor Capital, LP",0.62,2020-04-21,archive
NL0000888691,AMG Critical Materials N.V.,Citadel Advisors LLC,0.54,2020-04-21,archive
NL0000352565,Fugro N.V.,HBK Investments LP,1.4,2020-04-21,archive
NL0010391025,Pharming Group N.V.,Linden Advisors LP,1.18,2020-04-21,archive
NL0012969182,Adyen N.V.,Marshall Wace LLP,0.44,2020-04-21,archive
NL0000352565,Fugro N.V.,Marshall Wace LLP,1.72,2020-04-21,archive
BE0003818359,Lakefront Biotherapeutics NV,Numeric Investors LLC,0.47,2020-04-21,archive
NL0011821392,Signify N.V.,Sandbar Assets Management LLP,0.91,2020-04-21,archive
NL0011279492,Flow Traders Ltd.,Voleon Capital Management LP,1.54,2020-04-21,archive
NL0000352565,Fugro N.V.,Voleon Capital Management LP,0.63,2020-04-21,archive
NL0000352565,Fugro N.V.,Whitebox Advisors LLC,1.18,2020-04-21,archive
NL0012817175,Alfen N.V.,"WorldQuant, LLC",0.63,2020-04-21,archive
NL0000337319,Koninklijke BAM Groep N.V.,AKO Capital LLP,0.94,2020-04-20,archive
NL0009432491,Koninklijke Vopak N.V.,"AQR Capital Management, LLC",0.88,2020-04-20,archive
NL0000288876,Eurocommercial Properties N.V.,Clearance Capital Limited,0.82,2020-04-20,archive
NL0000888691,AMG Critical Materials N.V.,Marshall Wace LLP,1.67,2020-04-20,archive
NL0006237562,ARCADIS N.V.,Marshall Wace LLP,2.39,2020-04-20,archive
NL0000352565,Fugro N.V.,Marshall Wace LLP,1.66,2020-04-20,archive
NL0000352565,Fugro N.V.,Systematica Investments Limited,0.8,2020-04-20,archive
NL0000888691,AMG Critical Materials N.V.,Voleon Capital Management LP,0.74,2020-04-20,archive
NL0000352565,Fugro N.V.,Whitebox Advisors LLC,1.0,2020-04-20,archive
NL0010391025,Pharming Group N.V.,Woodline Partners,0.48,2020-04-20,archive
NL0000337319,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",1.11,2020-04-20,archive
NL0006237562,ARCADIS N.V.,AKO Capital LLP,1.09,2020-04-17,archive
NL0000337319,Koninklijke BAM Groep N.V.,BlueCrest Capital Management Limited,0.63,2020-04-17,archive
NL0000337319,Koninklijke BAM Groep N.V.,Citadel Advisors LLC,1.1,2020-04-17,archive
NL0010391025,Pharming Group N.V.,Citadel Advisors LLC,0.7,2020-04-17,archive
NL0000352565,Fugro N.V.,HBK Investments LP,1.2,2020-04-17,archive
NL0006237562,ARCADIS N.V.,Kuvari Partners LLP,0.45,2020-04-17,archive
NL0000888691,AMG Critical Materials N.V.,Marshall Wace LLP,1.84,2020-04-17,archive
NL0000352565,Fugro N.V.,Marshall Wace LLP,1.55,2020-04-17,archive
NL0000352565,Fugro N.V.,Sculptor Capital Management Europe Limited,3.2,2020-04-17,archive
NL0006237562,ARCADIS N.V.,SFM UK Management LLP,0.72,2020-04-17,archive
NL0000852523,TKH Group N.V.,SFM UK Management LLP,0.84,2020-04-17,archive
NL0011821392,Signify N.V.,Tybourne Capital Management (HK) Limited,0.0,2020-04-17,archive
NL0000337319,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",1.07,2020-04-17,archive
NL0006237562,ARCADIS N.V.,AKO Capital LLP,0.98,2020-04-16,archive
NL0000888691,AMG Critical Materials N.V.,"Arrowstreet Capital, Limited Partnership",0.48,2020-04-16,archive
NL0010391025,Pharming Group N.V.,Citadel Advisors LLC,0.62,2020-04-16,archive
NL0000303709,AEGON Ltd.,Citadel Europe LLP,0.49,2020-04-16,archive
NL0012866412,BE Semiconductor Industries N.V.,CQS (UK) LLP,0.71,2020-04-16,archive
NL0000289213,Wereldhave N.V.,GLG Partners LP,0.69,2020-04-16,archive
NL0000352565,Fugro N.V.,HBK Investments LP,0.73,2020-04-16,archive
NL0000337319,Koninklijke BAM Groep N.V.,HBK Investments LP,1.05,2020-04-16,archive
NL0011279492,Flow Traders Ltd.,"Lakewood Capital Management, LP",0.49,2020-04-16,archive
NL0000888691,AMG Critical Materials N.V.,Marshall Wace LLP,1.98,2020-04-16,archive
BE0003818359,Lakefront Biotherapeutics NV,Marshall Wace LLP,0.73,2020-04-16,archive
NL0011821392,Signify N.V.,Sandbar Assets Management LLP,0.87,2020-04-16,archive
NL0006237562,ARCADIS N.V.,SFM UK Management LLP,0.66,2020-04-16,archive
NL0000852523,TKH Group N.V.,SFM UK Management LLP,0.73,2020-04-16,archive
NL0011279492,Flow Traders Ltd.,Voleon Capital Management LP,1.37,2020-04-16,archive
NL0000352565,Fugro N.V.,Voleon Capital Management LP,0.79,2020-04-16,archive
NL0012817175,Alfen N.V.,"WorldQuant, LLC",0.5,2020-04-16,archive
NL0000337319,Koninklijke BAM Groep N.V.,BlueCrest Capital Management Limited,0.51,2020-04-15,archive
NL0000337319,Koninklijke BAM Groep N.V.,Citadel Advisors LLC,1.01,2020-04-15,archive
NL0010391025,Pharming Group N.V.,Citadel Advisors LLC,0.56,2020-04-15,archive
NL0009739416,PostNL N.V.,Citadel Advisors LLC,0.61,2020-04-15,archive
BE0003818359,Lakefront Biotherapeutics NV,"D. E. Shaw & Co., L.P.",0.99,2020-04-15,archive
NL0000289213,Wereldhave N.V.,GLG Partners LP,0.7,2020-04-15,archive
NL0000352565,Fugro N.V.,HBK Investments LP,0.68,2020-04-15,archive
NL0000888691,AMG Critical Materials N.V.,Marshall Wace LLP,2.03,2020-04-15,archive
NL0000352565,Fugro N.V.,Marshall Wace LLP,1.03,2020-04-15,archive
BE0003818359,Lakefront Biotherapeutics NV,Marshall Wace LLP,0.69,2020-04-15,archive
NL0000289213,Wereldhave N.V.,Marshall Wace LLP,0.45,2020-04-15,archive
NL0011821392,Signify N.V.,Sandbar Assets Management LLP,0.79,2020-04-15,archive
NL0000352565,Fugro N.V.,Sculptor Capital Management Europe Limited,3.1,2020-04-15,archive
NL0000289213,Wereldhave N.V.,Toscafund Asset Management LLP,0.82,2020-04-15,archive
NL0000289213,Wereldhave N.V.,Wellington Management Company LLP,0.64,2020-04-15,archive
NL0000337319,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",0.9,2020-04-15,archive
NL0010558797,OCI N.V.,"BlackRock Institutional Trust Company, National Association",0.58,2020-04-14,archive
NL0000289213,Wereldhave N.V.,"Connor, Clark & Lunn Investment Management Ltd.",1.29,2020-04-14,archive
NL0000337319,Koninklijke BAM Groep N.V.,HBK Investments LP,1.57,2020-04-14,archive
NL0011279492,Flow Traders Ltd.,Marshall Wace LLP,2.08,2020-04-14,archive
NL0000352565,Fugro N.V.,Marshall Wace LLP,0.99,2020-04-14,archive
NL0011821392,Signify N.V.,Sandbar Assets Management LLP,0.69,2020-04-14,archive
NL0000352565,Fugro N.V.,Sculptor Capital Management Europe Limited,2.99,2020-04-14,archive
NL0011279492,Flow Traders Ltd.,Voleon Capital Management LP,1.41,2020-04-14,archive
NL0000289213,Wereldhave N.V.,Wellington Management Company LLP,0.52,2020-04-14,archive
NL0000288876,Eurocommercial Properties N.V.,"WorldQuant, LLC",0.49,2020-04-14,archive
NL0000352565,Fugro N.V.,Capital Fund Management S.A.,0.49,2020-04-09,archive
NL0000352565,Fugro N.V.,Caxton Associates LLP,0.49,2020-04-09,archive
NL0012866412,BE Semiconductor Industries N.V.,Citadel Europe LLP,1.67,2020-04-09,archive
NL0000289213,Wereldhave N.V.,"D. E. Shaw & Co., L.P.",0.46,2020-04-09,archive
NL0000352565,Fugro N.V.,Marshall Wace LLP,0.88,2020-04-09,archive
NL0000289213,Wereldhave N.V.,Marshall Wace LLP,0.58,2020-04-09,archive
NL0011821392,Signify N.V.,Sandbar Assets Management LLP,0.54,2020-04-09,archive
NL0012866412,BE Semiconductor Industries N.V.,Scopia Capital Management LP,0.91,2020-04-09,archive
NL0000352565,Fugro N.V.,Sculptor Capital Management Europe Limited,2.89,2020-04-09,archive
NL0000888691,AMG Critical Materials N.V.,Voleon Capital Management LP,0.88,2020-04-09,archive
NL0000337319,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",0.82,2020-04-09,archive
NL0000352565,Fugro N.V.,Capital Fund Management S.A.,0.56,2020-04-08,archive
NL0000337319,Koninklijke BAM Groep N.V.,Citadel Advisors LLC,0.92,2020-04-08,archive
NL0000289213,Wereldhave N.V.,Citadel Advisors LLC,0.53,2020-04-08,archive
NL0000288876,Eurocommercial Properties N.V.,Clearance Capital Limited,0.77,2020-04-08,archive
NL0000352565,Fugro N.V.,Marshall Wace LLP,0.72,2020-04-08,archive
NL0000289213,Wereldhave N.V.,Marshall Wace LLP,0.66,2020-04-08,archive
NL0012866412,BE Semiconductor Industries N.V.,Scopia Capital Management LP,0.85,2020-04-08,archive
NL0000352565,Fugro N.V.,Sculptor Capital Management Europe Limited,2.99,2020-04-08,archive
NL0006237562,ARCADIS N.V.,SFM UK Management LLP,0.5,2020-04-08,archive
NL0000888691,AMG Critical Materials N.V.,Systematica Investments Limited,0.6,2020-04-08,archive
NL0000289213,Wereldhave N.V.,Toscafund Asset Management LLP,0.7,2020-04-08,archive
NL0000288876,Eurocommercial Properties N.V.,"WorldQuant, LLC",0.55,2020-04-08,archive
NL0000352565,Fugro N.V.,B&G Master Fund Plc,0.67,2020-04-07,archive
NL0000352565,Fugro N.V.,Capital Fund Management S.A.,0.66,2020-04-07,archive
NL0000337319,Koninklijke BAM Groep N.V.,Citadel Advisors LLC,0.89,2020-04-07,archive
NL0000289213,Wereldhave N.V.,Citadel Advisors LLC,0.45,2020-04-07,archive
NL0012866412,BE Semiconductor Industries N.V.,Citadel Europe LLP,1.5,2020-04-07,archive
NL0000288876,Eurocommercial Properties N.V.,Clearance Capital Limited,0.62,2020-04-07,archive
LU1598757687,ArcelorMittal S.A.,"D. E. Shaw & Co., L.P.",0.47,2020-04-07,archive
BE0003818359,Lakefront Biotherapeutics NV,"D. E. Shaw & Co., L.P.",1.0,2020-04-07,archive
NL0000289213,Wereldhave N.V.,"D. E. Shaw & Co., L.P.",0.55,2020-04-07,archive
NL0000289213,Wereldhave N.V.,Eleva Capital SAS,0.0,2020-04-07,archive
NL0000289213,Wereldhave N.V.,GLG Partners LP,0.61,2020-04-07,archive
NL0000337319,Koninklijke BAM Groep N.V.,HBK Investments LP,1.47,2020-04-07,archive
NL0012969182,Adyen N.V.,Marshall Wace LLP,0.58,2020-04-07,archive
NL0000888691,AMG Critical Materials N.V.,Marshall Wace LLP,2.19,2020-04-07,archive
NL0011279492,Flow Traders Ltd.,Marshall Wace LLP,2.16,2020-04-07,archive
NL0000352565,Fugro N.V.,Marshall Wace LLP,0.53,2020-04-07,archive
BE0003818359,Lakefront Biotherapeutics NV,Marshall Wace LLP,0.73,2020-04-07,archive
NL0000289213,Wereldhave N.V.,Marshall Wace LLP,0.74,2020-04-07,archive
BE0003818359,Lakefront Biotherapeutics NV,Numeric Investors LLC,0.51,2020-04-07,archive
NL0000352565,Fugro N.V.,Sculptor Capital Management Europe Limited,3.03,2020-04-07,archive
NL0011279492,Flow Traders Ltd.,Voleon Capital Management LP,1.35,2020-04-07,archive
NL0009739416,PostNL N.V.,Voleon Capital Management LP,0.89,2020-04-07,archive
NL0012866412,BE Semiconductor Industries N.V.,"WorldQuant, LLC",0.49,2020-04-07,archive
NL0000888691,AMG Critical Materials N.V.,"Arrowstreet Capital, Limited Partnership",0.59,2020-04-06,archive
NL0000289213,Wereldhave N.V.,Carmignac Gestion SA,0.53,2020-04-06,archive
NL0000289213,Wereldhave N.V.,Citadel Advisors LLC,0.59,2020-04-06,archive
NL0000289213,Wereldhave N.V.,Eleva Capital SAS,0.55,2020-04-06,archive
BE0003818359,Lakefront Biotherapeutics NV,Marshall Wace LLP,0.69,2020-04-06,archive
NL0000289213,Wereldhave N.V.,Marshall Wace LLP,0.89,2020-04-06,archive
NL0000352565,Fugro N.V.,Sculptor Capital Management Europe Limited,3.11,2020-04-06,archive
NL0011821392,Signify N.V.,Tybourne Capital Management (HK) Limited,0.51,2020-04-06,archive
NL0000352565,Fugro N.V.,"WorldQuant, LLC",2.47,2020-04-06,archive
NL0006237562,ARCADIS N.V.,AKO Capital LLP,0.88,2020-04-03,archive
NL0011821392,Signify N.V.,BlackRock Investment Management (UK) Limited,1.74,2020-04-03,archive
NL0000337319,Koninklijke BAM Groep N.V.,Citadel Advisors LLC,0.91,2020-04-03,archive
NL0000289213,Wereldhave N.V.,Citadel Advisors LLC,0.61,2020-04-03,archive
NL0000289213,Wereldhave N.V.,"D. E. Shaw & Co., L.P.",0.69,2020-04-03,archive
NL0011279492,Flow Traders Ltd.,Marshall Wace LLP,2.24,2020-04-03,archive
NL0000289213,Wereldhave N.V.,Marshall Wace LLP,0.96,2020-04-03,archive
NL0011279492,Flow Traders Ltd.,"PDT Partners, LLC",0.49,2020-04-03,archive
NL0000289213,Wereldhave N.V.,"Woodson Capital Master Fund, LP",4.07,2020-04-03,archive
NL0000288876,Eurocommercial Properties N.V.,"WorldQuant, LLC",0.6,2020-04-03,archive
NL0000352565,Fugro N.V.,"WorldQuant, LLC",2.29,2020-04-03,archive
NL0000337319,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",0.9,2020-04-03,archive
NL0000888691,AMG Critical Materials N.V.,"Arrowstreet Capital, Limited Partnership",0.67,2020-04-02,archive
NL0000352565,Fugro N.V.,Capital Fund Management S.A.,0.55,2020-04-02,archive
NL0009739416,PostNL N.V.,Citadel Advisors LLC,0.51,2020-04-02,archive
NL0012969182,Adyen N.V.,Marshall Wace LLP,0.6,2020-04-02,archive
NL0011279492,Flow Traders Ltd.,Marshall Wace LLP,2.3,2020-04-02,archive
NL0000289213,Wereldhave N.V.,Marshall Wace LLP,1.05,2020-04-02,archive
NL0012866412,BE Semiconductor Industries N.V.,"WorldQuant, LLC",0.54,2020-04-02,archive
NL0000352565,Fugro N.V.,"WorldQuant, LLC",2.01,2020-04-02,archive
NL0010558797,OCI N.V.,"AQR Capital Management, LLC",1.9,2020-04-01,archive
NL0000303709,AEGON Ltd.,Citadel Europe LLP,0.58,2020-04-01,archive
NL0012866412,BE Semiconductor Industries N.V.,Citadel Europe LLP,1.41,2020-04-01,archive
NL0000289213,Wereldhave N.V.,"D. E. Shaw & Co., L.P.",0.78,2020-04-01,archive
NL0011872650,Basic-Fit N.V.,Marshall Wace LLP,0.44,2020-04-01,archive
NL0000360618,SBM Offshore N.V.,Marshall Wace LLP,1.47,2020-04-01,archive
NL0011821392,Signify N.V.,Marshall Wace LLP,0.47,2020-04-01,archive
NL0000888691,AMG Critical Materials N.V.,Voleon Capital Management LP,0.98,2020-04-01,archive
NL0000352565,Fugro N.V.,"WorldQuant, LLC",1.86,2020-04-01,archive
NL0000337319,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",0.82,2020-04-01,archive
LU1598757687,ArcelorMittal S.A.,Adage Capital Management L.P.,0.86,2020-03-31,archive
NL0000360618,SBM Offshore N.V.,"AQR Capital Management, LLC",2.71,2020-03-31,archive
NL0000888691,AMG Critical Materials N.V.,"Arrowstreet Capital, Limited Partnership",0.79,2020-03-31,archive
NL0000289213,Wereldhave N.V.,"Athanor Capital, LP",0.54,2020-03-31,archive
NL0011821392,Signify N.V.,BlackRock Investment Management (UK) Limited,1.47,2020-03-31,archive
NL0000888691,AMG Critical Materials N.V.,Bogle Investment Management LP,0.68,2020-03-31,archive
NL0011279492,Flow Traders Ltd.,Capital Fund Management S.A.,0.59,2020-03-31,archive
NL0000337319,Koninklijke BAM Groep N.V.,Citadel Advisors LLC,0.81,2020-03-31,archive
NL0000289213,Wereldhave N.V.,Marshall Wace LLP,1.17,2020-03-31,archive
NL0009739416,PostNL N.V.,Voleon Capital Management LP,0.99,2020-03-31,archive
NL0000288876,Eurocommercial Properties N.V.,"WorldQuant, LLC",0.5,2020-03-31,archive
NL0000352565,Fugro N.V.,"WorldQuant, LLC",1.58,2020-03-31,archive
NL0000337319,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",0.78,2020-03-31,archive
LU1598757687,ArcelorMittal S.A.,"AQR Capital Management, LLC",0.78,2020-03-30,archive
NL0010558797,OCI N.V.,"BlackRock Institutional Trust Company, National Association",0.61,2020-03-30,archive
NL0011821392,Signify N.V.,BlackRock Investment Management (UK) Limited,1.3,2020-03-30,archive
NL0000352565,Fugro N.V.,Capital Fund Management S.A.,0.69,2020-03-30,archive
NL0012866412,BE Semiconductor Industries N.V.,Citadel Europe LLP,1.17,2020-03-30,archive
NL0000337319,Koninklijke BAM Groep N.V.,HBK Investments LP,1.52,2020-03-30,archive
NL0011279492,Flow Traders Ltd.,Marshall Wace LLP,2.29,2020-03-30,archive
NL0000352565,Fugro N.V.,Sculptor Capital Management Europe Limited,3.03,2020-03-30,archive
NL0011279492,Flow Traders Ltd.,Voleon Capital Management LP,1.43,2020-03-30,archive
NL0000352565,Fugro N.V.,"WorldQuant, LLC",1.36,2020-03-30,archive
NL0000337319,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",0.64,2020-03-30,archive
NL0010558797,OCI N.V.,AHL Partners LLP,0.49,2020-03-27,archive
NL0000888691,AMG Critical Materials N.V.,"Arrowstreet Capital, Limited Partnership",0.88,2020-03-27,archive
NL0011821392,Signify N.V.,BlackRock Investment Management (UK) Limited,1.26,2020-03-27,archive
NL0000352565,Fugro N.V.,Capital Fund Management S.A.,0.7,2020-03-27,archive
NL0000352565,Fugro N.V.,Caxton Associates LLP,0.5,2020-03-27,archive
NL0012866412,BE Semiconductor Industries N.V.,Citadel Europe LLP,0.93,2020-03-27,archive
NL0012866412,BE Semiconductor Industries N.V.,CQS (UK) LLP,0.6,2020-03-27,archive
NL0000337319,Koninklijke BAM Groep N.V.,HBK Investments LP,1.69,2020-03-27,archive
NL0000888691,AMG Critical Materials N.V.,Jupiter Investment Management Limited,0.89,2020-03-27,archive
NL0000888691,AMG Critical Materials N.V.,Marshall Wace LLP,2.22,2020-03-27,archive
NL0011872650,Basic-Fit N.V.,Marshall Wace LLP,0.59,2020-03-27,archive
NL0000289213,Wereldhave N.V.,Marshall Wace LLP,1.29,2020-03-27,archive
BE0003818359,Lakefront Biotherapeutics NV,Numeric Investors LLC,0.49,2020-03-27,archive
NL0000289213,Wereldhave N.V.,"Woodson Capital Master Fund, LP",3.61,2020-03-27,archive
NL0000352565,Fugro N.V.,"WorldQuant, LLC",1.03,2020-03-27,archive
NL0000337319,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",0.51,2020-03-27,archive
NL0011279492,Flow Traders Ltd.,Capital Fund Management S.A.,0.61,2020-03-26,archive
NL0012866412,BE Semiconductor Industries N.V.,"Davidson Kempner European Partners, LLP",0.7,2020-03-26,archive
NL0006237562,ARCADIS N.V.,Kuvari Partners LLP,0.59,2020-03-26,archive
NL0000888691,AMG Critical Materials N.V.,Marshall Wace LLP,2.13,2020-03-26,archive
NL0011872650,Basic-Fit N.V.,Marshall Wace LLP,0.6,2020-03-26,archive
BE0003818359,Lakefront Biotherapeutics NV,Marshall Wace LLP,0.78,2020-03-26,archive
NL0000289213,Wereldhave N.V.,Marshall Wace LLP,1.34,2020-03-26,archive
NL0000352565,Fugro N.V.,Systematica Investments Limited,0.78,2020-03-26,archive
NL0000289213,Wereldhave N.V.,UBS Asset Management (UK) Ltd.,0.6,2020-03-26,archive
NL0011279492,Flow Traders Ltd.,Voleon Capital Management LP,1.31,2020-03-26,archive
NL0000360618,SBM Offshore N.V.,AHL Partners LLP,0.54,2020-03-25,archive
NL0000337319,Koninklijke BAM Groep N.V.,AKO Capital LLP,1.0,2020-03-25,archive
NL0000352565,Fugro N.V.,Capital Fund Management S.A.,0.64,2020-03-25,archive
NL0000289213,Wereldhave N.V.,"D. E. Shaw & Co., L.P.",0.88,2020-03-25,archive
NL0000352565,Fugro N.V.,HBK Investments LP,0.39,2020-03-25,archive
NL0000888691,AMG Critical Materials N.V.,Marshall Wace LLP,1.97,2020-03-25,archive
NL0010391025,Pharming Group N.V.,"Point72 Asset Management, L.P.",0.44,2020-03-25,archive
NL0012866412,BE Semiconductor Industries N.V.,Scopia Capital Management LP,0.69,2020-03-25,archive
NL0000352565,Fugro N.V.,Sculptor Capital Management Europe Limited,2.93,2020-03-25,archive
NL0011279492,Flow Traders Ltd.,Voleon Capital Management LP,1.21,2020-03-25,archive
NL0000352565,Fugro N.V.,Voleon Capital Management LP,0.83,2020-03-25,archive
NL0009739416,PostNL N.V.,Voleon Capital Management LP,1.04,2020-03-25,archive
NL0000352565,Fugro N.V.,"WorldQuant, LLC",0.91,2020-03-25,archive
LU1598757687,ArcelorMittal S.A.,"AQR Capital Management, LLC",0.89,2020-03-24,archive
NL0010273215,ASML Holding N.V.,"Bridgewater Associates, LP",0.43,2020-03-24,archive
NL0011821202,ING Groep N.V.,"Bridgewater Associates, LP",0.43,2020-03-24,archive
NL0011794037,Koninklijke Ahold Delhaize N.V.,"Bridgewater Associates, LP",0.43,2020-03-24,archive
NL0000009538,Koninklijke Philips N.V.,"Bridgewater Associates, LP",0.43,2020-03-24,archive
NL0000337319,Koninklijke BAM Groep N.V.,Citadel Advisors LLC,0.71,2020-03-24,archive
NL0009739416,PostNL N.V.,Citadel Advisors LLC,0.42,2020-03-24,archive
NL0000303709,AEGON Ltd.,Citadel Europe LLP,0.61,2020-03-24,archive
NL0000352565,Fugro N.V.,HBK Investments LP,0.62,2020-03-24,archive
NL0000337319,Koninklijke BAM Groep N.V.,HBK Investments LP,1.47,2020-03-24,archive
NL0000289213,Wereldhave N.V.,"Lucerne Capital Management, L.P.",0.87,2020-03-24,archive
NL0000888691,AMG Critical Materials N.V.,Marshall Wace LLP,1.82,2020-03-24,archive
NL0000289213,Wereldhave N.V.,Marshall Wace LLP,1.49,2020-03-24,archive
BE0003818359,Lakefront Biotherapeutics NV,Numeric Investors LLC,0.59,2020-03-24,archive
NL0000352565,Fugro N.V.,Sculptor Capital Management Europe Limited,3.03,2020-03-24,archive
NL0000888691,AMG Critical Materials N.V.,Voleon Capital Management LP,1.09,2020-03-24,archive
NL0010391025,Pharming Group N.V.,Woodline Partners,0.58,2020-03-24,archive
NL0010558797,OCI N.V.,"AQR Capital Management, LLC",1.89,2020-03-23,archive
NL0000360618,SBM Offshore N.V.,"AQR Capital Management, LLC",2.6,2020-03-23,archive
NL0010273215,ASML Holding N.V.,"Bridgewater Associates, LP",0.55,2020-03-23,archive
NL0011821202,ING Groep N.V.,"Bridgewater Associates, LP",0.55,2020-03-23,archive
NL0011794037,Koninklijke Ahold Delhaize N.V.,"Bridgewater Associates, LP",0.55,2020-03-23,archive
NL0000009538,Koninklijke Philips N.V.,"Bridgewater Associates, LP",0.55,2020-03-23,archive
NL0000337319,Koninklijke BAM Groep N.V.,Citadel Advisors LLC,0.66,2020-03-23,archive
NL0000337319,Koninklijke BAM Groep N.V.,HBK Investments LP,1.52,2020-03-23,archive
NL0000888691,AMG Critical Materials N.V.,"Hound Partners, LLC",0.34,2020-03-23,archive
FR0013326246,Unibail-Rodamco-Westfield SE,Lone Pine Capital LLC,0.38,2020-03-23,archive
NL0000888691,AMG Critical Materials N.V.,Marshall Wace LLP,1.52,2020-03-23,archive
BE0003818359,Lakefront Biotherapeutics NV,Marshall Wace LLP,0.84,2020-03-23,archive
NL0000289213,Wereldhave N.V.,Marshall Wace LLP,1.56,2020-03-23,archive
NL0010391025,Pharming Group N.V.,"Point72 Asset Management, L.P.",0.6,2020-03-23,archive
NL0000352565,Fugro N.V.,Sculptor Capital Management Europe Limited,3.11,2020-03-23,archive
NL0011821392,Signify N.V.,Sylebra Capital Limited,0.45,2020-03-23,archive
NL0011279492,Flow Traders Ltd.,Voleon Capital Management LP,1.1,2020-03-23,archive
NL0000888691,AMG Critical Materials N.V.,Bogle Investment Management LP,0.7,2020-03-20,archive
NL0006237562,ARCADIS N.V.,Boldhaven Management LLP,0.49,2020-03-20,archive
NL0000009538,Koninklijke Philips N.V.,"Bridgewater Associates, LP",0.65,2020-03-20,archive
BE0003818359,Lakefront Biotherapeutics NV,Citadel Advisors LLC,0.45,2020-03-20,archive
NL0000352565,Fugro N.V.,Citadel Europe LLP,0.3,2020-03-20,archive
NL0000888691,AMG Critical Materials N.V.,"Connor, Clark & Lunn Investment Management Ltd.",1.19,2020-03-20,archive
LU1598757687,ArcelorMittal S.A.,"D. E. Shaw & Co., L.P.",0.51,2020-03-20,archive
NL0000289213,Wereldhave N.V.,"D. E. Shaw & Co., L.P.",0.91,2020-03-20,archive
NL0000289213,Wereldhave N.V.,GLG Partners LP,0.53,2020-03-20,archive
NL0000888691,AMG Critical Materials N.V.,"Hound Partners, LLC",0.7,2020-03-20,archive
NL0000888691,AMG Critical Materials N.V.,Jupiter Investment Management Limited,0.98,2020-03-20,archive
NL0000888691,AMG Critical Materials N.V.,Marshall Wace LLP,1.28,2020-03-20,archive
NL0011872650,Basic-Fit N.V.,Marshall Wace LLP,0.5,2020-03-20,archive
BE0003818359,Lakefront Biotherapeutics NV,Marshall Wace LLP,0.9,2020-03-20,archive
NL0000289213,Wereldhave N.V.,Marshall Wace LLP,1.62,2020-03-20,archive
NL0010391025,Pharming Group N.V.,Pictet Asset Management Limited,0.88,2020-03-20,archive
NL0000352565,Fugro N.V.,Sculptor Capital Management Europe Limited,2.72,2020-03-20,archive
NL0011821392,Signify N.V.,Sylebra Capital Limited,0.52,2020-03-20,archive
NL0000352565,Fugro N.V.,Voleon Capital Management LP,0.73,2020-03-20,archive
NL0000352565,Fugro N.V.,"WorldQuant, LLC",0.81,2020-03-20,archive
NL0010273215,ASML Holding N.V.,"Bridgewater Associates, LP",0.69,2020-03-19,archive
NL0011821202,ING Groep N.V.,"Bridgewater Associates, LP",0.69,2020-03-19,archive
NL0011794037,Koninklijke Ahold Delhaize N.V.,"Bridgewater Associates, LP",0.69,2020-03-19,archive
NL0000352565,Fugro N.V.,Capital Fund Management S.A.,0.52,2020-03-19,archive
NL0012866412,BE Semiconductor Industries N.V.,Citadel Europe LLP,0.78,2020-03-19,archive
LU1598757687,ArcelorMittal S.A.,"D. E. Shaw & Co., L.P.",0.49,2020-03-19,archive
NL0000337319,Koninklijke BAM Groep N.V.,HBK Investments LP,1.35,2020-03-19,archive
NL0000888691,AMG Critical Materials N.V.,"Hound Partners, LLC",1.49,2020-03-19,archive
NL0000888691,AMG Critical Materials N.V.,Jupiter Investment Management Limited,1.06,2020-03-19,archive
NL0000888691,AMG Critical Materials N.V.,Marshall Wace LLP,0.91,2020-03-19,archive
BE0003818359,Lakefront Biotherapeutics NV,Marshall Wace LLP,1.04,2020-03-19,archive
NL0000360618,SBM Offshore N.V.,Marshall Wace LLP,1.54,2020-03-19,archive
NL0011821392,Signify N.V.,Marshall Wace LLP,0.51,2020-03-19,archive
NL0000289213,Wereldhave N.V.,Marshall Wace LLP,1.74,2020-03-19,archive
BE0003818359,Lakefront Biotherapeutics NV,Numeric Investors LLC,0.69,2020-03-19,archive
