isin,issuer_name,position_holder,net_short_position,position_date,source
NL0000888691,AMG Critical Materials N.V.,Systematica Investments Limited,0.56,2020-03-19,archive
NL0010391025,Pharming Group N.V.,Woodline Partners,0.76,2020-03-19,archive
NL0009432491,Koninklijke Vopak N.V.,"AQR Capital Management, LLC",0.98,2020-03-18,archive
NL0011821392,Signify N.V.,BlackRock Investment Management (UK) Limited,1.46,2020-03-18,archive
NL0000888691,AMG Critical Materials N.V.,Bogle Investment Management LP,0.53,2020-03-18,archive
BE0003818359,Lakefront Biotherapeutics NV,Citadel Advisors LLC,0.57,2020-03-18,archive
NL0000289213,Wereldhave N.V.,Citadel Advisors LLC,0.48,2020-03-18,archive
NL0000337319,Koninklijke BAM Groep N.V.,HBK Investments LP,1.44,2020-03-18,archive
NL0000888691,AMG Critical Materials N.V.,"Hound Partners, LLC",1.65,2020-03-18,archive
NL0000888691,AMG Critical Materials N.V.,JPMorgan Asset Management (UK) Ltd.,1.73,2020-03-18,archive
NL0000888691,AMG Critical Materials N.V.,Jupiter Investment Management Limited,1.17,2020-03-18,archive
NL0006237562,ARCADIS N.V.,Kuvari Partners LLP,0.68,2020-03-18,archive
NL0000888691,AMG Critical Materials N.V.,Marshall Wace LLP,0.72,2020-03-18,archive
NL0000360618,SBM Offshore N.V.,Marshall Wace LLP,1.64,2020-03-18,archive
NL0011821392,Signify N.V.,Millennium Capital Partners LLP,0.46,2020-03-18,archive
NL0011821392,Signify N.V.,Millennium International Management LP,0.41,2020-03-18,archive
NL0010391025,Pharming Group N.V.,Pictet Asset Management Limited,0.99,2020-03-18,archive
NL0010391025,Pharming Group N.V.,"Point72 Asset Management, L.P.",0.76,2020-03-18,archive
NL0000888691,AMG Critical Materials N.V.,Voleon Capital Management LP,1.19,2020-03-18,archive
NL0000352565,Fugro N.V.,"WorldQuant, LLC",0.65,2020-03-18,archive
LU1598757687,ArcelorMittal S.A.,"AQR Capital Management, LLC",0.98,2020-03-17,archive
NL0010273215,ASML Holding N.V.,"Bridgewater Associates, LP",0.77,2020-03-17,archive
NL0011821202,ING Groep N.V.,"Bridgewater Associates, LP",0.77,2020-03-17,archive
NL0011794037,Koninklijke Ahold Delhaize N.V.,"Bridgewater Associates, LP",0.77,2020-03-17,archive
NL0000009538,Koninklijke Philips N.V.,"Bridgewater Associates, LP",0.77,2020-03-17,archive
LU1598757687,ArcelorMittal S.A.,"D. E. Shaw & Co., L.P.",0.5,2020-03-17,archive
BE0003818359,Lakefront Biotherapeutics NV,"D. E. Shaw & Co., L.P.",0.9,2020-03-17,archive
NL0000352565,Fugro N.V.,HBK Investments LP,0.7,2020-03-17,archive
NL0000888691,AMG Critical Materials N.V.,"Hound Partners, LLC",2.17,2020-03-17,archive
NL0010391025,Pharming Group N.V.,Kingdon Capital Management LLC,0.31,2020-03-17,archive
FR0013326246,Unibail-Rodamco-Westfield SE,Lone Pine Capital LLC,0.61,2020-03-17,archive
NL0012969182,Adyen N.V.,Marshall Wace LLP,0.51,2020-03-17,archive
NL0011279492,Flow Traders Ltd.,Marshall Wace LLP,2.32,2020-03-17,archive
BE0003818359,Lakefront Biotherapeutics NV,Marshall Wace LLP,1.25,2020-03-17,archive
NL0011821392,Signify N.V.,Millennium Capital Partners LLP,0.91,2020-03-17,archive
NL0011821392,Signify N.V.,Millennium International Management LP,0.57,2020-03-17,archive
BE0003818359,Lakefront Biotherapeutics NV,Numeric Investors LLC,0.71,2020-03-17,archive
NL0012866412,BE Semiconductor Industries N.V.,Paloma Partners Management Company,0.48,2020-03-17,archive
NL0000352565,Fugro N.V.,Sculptor Capital Management Europe Limited,2.62,2020-03-17,archive
NL0000289213,Wereldhave N.V.,Toscafund Asset Management LLP,0.57,2020-03-17,archive
NL0011279492,Flow Traders Ltd.,Voleon Capital Management LP,0.95,2020-03-17,archive
NL0000352565,Fugro N.V.,Voleon Capital Management LP,0.68,2020-03-17,archive
NL0009739416,PostNL N.V.,Voleon Capital Management LP,1.14,2020-03-17,archive
NL0010391025,Pharming Group N.V.,Woodline Partners,0.81,2020-03-17,archive
NL0000888691,AMG Critical Materials N.V.,"WorldQuant, LLC",0.26,2020-03-17,archive
NL0011279492,Flow Traders Ltd.,"WorldQuant, LLC",0.26,2020-03-17,archive
NL0000337319,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",0.4,2020-03-17,archive
NL0000289213,Wereldhave N.V.,"WorldQuant, LLC",0.43,2020-03-17,archive
LU1598757687,ArcelorMittal S.A.,Adage Capital Management L.P.,0.76,2020-03-16,archive
NL0010558797,OCI N.V.,"AQR Capital Management, LLC",1.91,2020-03-16,archive
NL0000352565,Fugro N.V.,Citadel Advisors LLC,0.31,2020-03-16,archive
BE0003818359,Lakefront Biotherapeutics NV,Citadel Advisors LLC,0.69,2020-03-16,archive
NL0000303709,AEGON Ltd.,Citadel Europe LLP,0.5,2020-03-16,archive
NL0000352565,Fugro N.V.,Citadel Europe LLP,0.63,2020-03-16,archive
NL0012866412,BE Semiconductor Industries N.V.,CQS (UK) LLP,0.56,2020-03-16,archive
NL0000289213,Wereldhave N.V.,"D. E. Shaw & Co., L.P.",0.87,2020-03-16,archive
NL0000352565,Fugro N.V.,HBK Investments LP,0.86,2020-03-16,archive
NL0000337319,Koninklijke BAM Groep N.V.,HBK Investments LP,1.28,2020-03-16,archive
NL0000888691,AMG Critical Materials N.V.,"Hound Partners, LLC",2.35,2020-03-16,archive
NL0011279492,Flow Traders Ltd.,"Lakewood Capital Management, LP",0.59,2020-03-16,archive
NL0011279492,Flow Traders Ltd.,Marshall Wace LLP,2.22,2020-03-16,archive
NL0000352565,Fugro N.V.,Marshall Wace LLP,0.29,2020-03-16,archive
NL0000360618,SBM Offshore N.V.,Marshall Wace LLP,1.72,2020-03-16,archive
NL0011821392,Signify N.V.,Millennium Capital Partners LLP,1.23,2020-03-16,archive
NL0010391025,Pharming Group N.V.,"Point72 Asset Management, L.P.",0.88,2020-03-16,archive
NL0012866412,BE Semiconductor Industries N.V.,Scopia Capital Management LP,0.7,2020-03-16,archive
NL0000352565,Fugro N.V.,Sculptor Capital Management Europe Limited,2.55,2020-03-16,archive
NL0000352565,Fugro N.V.,The Mangrove Partners Master Fund Limited,0.91,2020-03-16,archive
NL0012866412,BE Semiconductor Industries N.V.,Verde Serviços Internacionais S.A.,0.45,2020-03-16,archive
NL0000888691,AMG Critical Materials N.V.,Voleon Capital Management LP,1.27,2020-03-16,archive
NL0011279492,Flow Traders Ltd.,Voleon Capital Management LP,1.23,2020-03-16,archive
NL0000888691,AMG Critical Materials N.V.,"WorldQuant, LLC",0.6,2020-03-16,archive
NL0011279492,Flow Traders Ltd.,"WorldQuant, LLC",0.51,2020-03-16,archive
NL0000289213,Wereldhave N.V.,"WorldQuant, LLC",0.58,2020-03-16,archive
NL0000360618,SBM Offshore N.V.,AHL Partners LLP,0.65,2020-03-13,archive
NL0000009082,Koninklijke KPN N.V.,"AQR Capital Management, LLC",0.46,2020-03-13,archive
NL0000888691,AMG Critical Materials N.V.,"Arrowstreet Capital, Limited Partnership",0.99,2020-03-13,archive
NL0000289213,Wereldhave N.V.,"Athanor Capital, LP",0.46,2020-03-13,archive
NL0000009538,Koninklijke Philips N.V.,"Bridgewater Associates, LP",0.89,2020-03-13,archive
NL0011279492,Flow Traders Ltd.,Capital Fund Management S.A.,0.5,2020-03-13,archive
NL0000352565,Fugro N.V.,Citadel Advisors LLC,0.53,2020-03-13,archive
NL0000352565,Fugro N.V.,Citadel Europe LLP,1.06,2020-03-13,archive
LU1598757687,ArcelorMittal S.A.,"D. E. Shaw & Co., L.P.",0.49,2020-03-13,archive
NL0012866412,BE Semiconductor Industries N.V.,"Davidson Kempner European Partners, LLP",0.69,2020-03-13,archive
NL0010391025,Pharming Group N.V.,"Great Point Partners, LLC",1.9,2020-03-13,archive
NL0000352565,Fugro N.V.,HBK Investments LP,0.73,2020-03-13,archive
NL0010391025,Pharming Group N.V.,Kingdon Capital Management LLC,0.68,2020-03-13,archive
NL0011279492,Flow Traders Ltd.,Marshall Wace LLP,2.03,2020-03-13,archive
NL0000352565,Fugro N.V.,Marshall Wace LLP,0.62,2020-03-13,archive
NL0011821392,Signify N.V.,Millennium Capital Partners LLP,1.38,2020-03-13,archive
NL0011821392,Signify N.V.,Millennium International Management LP,0.67,2020-03-13,archive
NL0011279492,Flow Traders Ltd.,"PDT Partners, LLC",0.51,2020-03-13,archive
NL0010391025,Pharming Group N.V.,"Point72 Asset Management, L.P.",0.94,2020-03-13,archive
NL0000888691,AMG Critical Materials N.V.,"Public Equity Partners Management, L.P.",0.48,2020-03-13,archive
NL0000352565,Fugro N.V.,Sculptor Capital Management Europe Limited,2.39,2020-03-13,archive
NL0009739416,PostNL N.V.,UBS Asset Management (UK) Ltd.,0.47,2020-03-13,archive
NL0009739416,PostNL N.V.,Voleon Capital Management LP,1.28,2020-03-13,archive
NL0010391025,Pharming Group N.V.,Woodline Partners,0.93,2020-03-13,archive
NL0011279492,Flow Traders Ltd.,"WorldQuant, LLC",0.68,2020-03-13,archive
NL0000337319,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",0.56,2020-03-13,archive
NL0000360618,SBM Offshore N.V.,AHL Partners LLP,0.7,2020-03-12,archive
NL0000337319,Koninklijke BAM Groep N.V.,AKO Capital LLP,1.12,2020-03-12,archive
NL0012969182,Adyen N.V.,"AQR Capital Management, LLC",0.49,2020-03-12,archive
NL0010558797,OCI N.V.,"AQR Capital Management, LLC",1.89,2020-03-12,archive
NL0000360618,SBM Offshore N.V.,"AQR Capital Management, LLC",2.53,2020-03-12,archive
NL0012866412,BE Semiconductor Industries N.V.,BFAM Partners (Hong Kong) Limited,0.47,2020-03-12,archive
NL0010273215,ASML Holding N.V.,"Bridgewater Associates, LP",0.89,2020-03-12,archive
NL0011821202,ING Groep N.V.,"Bridgewater Associates, LP",0.89,2020-03-12,archive
NL0011794037,Koninklijke Ahold Delhaize N.V.,"Bridgewater Associates, LP",0.89,2020-03-12,archive
NL0000009538,Koninklijke Philips N.V.,"Bridgewater Associates, LP",0.9,2020-03-12,archive
NL0000352565,Fugro N.V.,Citadel Advisors LLC,0.61,2020-03-12,archive
NL0000337319,Koninklijke BAM Groep N.V.,Citadel Advisors LLC,0.56,2020-03-12,archive
NL0012866412,BE Semiconductor Industries N.V.,Citadel Europe LLP,0.83,2020-03-12,archive
NL0000352565,Fugro N.V.,Citadel Europe LLP,1.24,2020-03-12,archive
NL0012866412,BE Semiconductor Industries N.V.,CQS (UK) LLP,0.6,2020-03-12,archive
LU1598757687,ArcelorMittal S.A.,"D. E. Shaw & Co., L.P.",0.5,2020-03-12,archive
BE0003818359,Lakefront Biotherapeutics NV,"D. E. Shaw & Co., L.P.",0.87,2020-03-12,archive
NL0000289213,Wereldhave N.V.,"D. E. Shaw & Co., L.P.",0.93,2020-03-12,archive
NL0000337319,Koninklijke BAM Groep N.V.,HBK Investments LP,1.19,2020-03-12,archive
NL0006237562,ARCADIS N.V.,Kuvari Partners LLP,0.75,2020-03-12,archive
NL0011279492,Flow Traders Ltd.,"Lakewood Capital Management, LP",0.61,2020-03-12,archive
FR0013326246,Unibail-Rodamco-Westfield SE,Lone Pine Capital LLC,0.79,2020-03-12,archive
NL0011279492,Flow Traders Ltd.,Marshall Wace LLP,1.91,2020-03-12,archive
NL0000352565,Fugro N.V.,Marshall Wace LLP,1.05,2020-03-12,archive
BE0003818359,Lakefront Biotherapeutics NV,Marshall Wace LLP,1.39,2020-03-12,archive
NL0009739416,PostNL N.V.,Marshall Wace LLP,0.43,2020-03-12,archive
NL0000360618,SBM Offshore N.V.,Marshall Wace LLP,1.5,2020-03-12,archive
NL0000289213,Wereldhave N.V.,Millennium International Management LP,0.34,2020-03-12,archive
BE0003818359,Lakefront Biotherapeutics NV,Numeric Investors LLC,0.53,2020-03-12,archive
NL0010391025,Pharming Group N.V.,Pictet Asset Management Limited,1.07,2020-03-12,archive
NL0000888691,AMG Critical Materials N.V.,"Public Equity Partners Management, L.P.",0.74,2020-03-12,archive
NL0000352565,Fugro N.V.,Sculptor Capital Management Europe Limited,2.46,2020-03-12,archive
NL0000888691,AMG Critical Materials N.V.,Systematica Investments Limited,0.61,2020-03-12,archive
NL0009739416,PostNL N.V.,UBS Asset Management (UK) Ltd.,0.77,2020-03-12,archive
NL0000888691,AMG Critical Materials N.V.,Voleon Capital Management LP,1.34,2020-03-12,archive
NL0011279492,Flow Traders Ltd.,Voleon Capital Management LP,1.11,2020-03-12,archive
NL0009739416,PostNL N.V.,Voleon Capital Management LP,1.33,2020-03-12,archive
NL0000352565,Fugro N.V.,Whitebox Advisors LLC,0.9,2020-03-12,archive
NL0000888691,AMG Critical Materials N.V.,"WorldQuant, LLC",0.78,2020-03-12,archive
NL0011279492,Flow Traders Ltd.,"WorldQuant, LLC",0.74,2020-03-12,archive
NL0006237562,ARCADIS N.V.,Boldhaven Management LLP,0.51,2020-03-11,archive
NL0000352565,Fugro N.V.,Citadel Advisors LLC,0.52,2020-03-11,archive
NL0000337319,Koninklijke BAM Groep N.V.,Citadel Advisors LLC,0.69,2020-03-11,archive
NL0000352565,Fugro N.V.,Citadel Europe LLP,1.05,2020-03-11,archive
NL0000352565,Fugro N.V.,HBK Investments LP,0.98,2020-03-11,archive
NL0006237562,ARCADIS N.V.,Kuvari Partners LLP,0.87,2020-03-11,archive
NL0011279492,Flow Traders Ltd.,Marshall Wace LLP,1.74,2020-03-11,archive
NL0000352565,Fugro N.V.,Marshall Wace LLP,1.38,2020-03-11,archive
BE0003818359,Lakefront Biotherapeutics NV,Marshall Wace LLP,1.4,2020-03-11,archive
NL0009739416,PostNL N.V.,Marshall Wace LLP,0.64,2020-03-11,archive
NL0000289213,Wereldhave N.V.,Millennium International Management LP,0.64,2020-03-11,archive
NL0000888691,AMG Critical Materials N.V.,"Public Equity Partners Management, L.P.",1.08,2020-03-11,archive
NL0000352565,Fugro N.V.,Sculptor Capital Management Europe Limited,2.29,2020-03-11,archive
NL0011279492,Flow Traders Ltd.,Voleon Capital Management LP,0.92,2020-03-11,archive
NL0000352565,Fugro N.V.,Whitebox Advisors LLC,0.64,2020-03-11,archive
NL0010391025,Pharming Group N.V.,Woodline Partners,1.01,2020-03-11,archive
NL0000888691,AMG Critical Materials N.V.,"WorldQuant, LLC",0.9,2020-03-11,archive
NL0011279492,Flow Traders Ltd.,"WorldQuant, LLC",0.8,2020-03-11,archive
NL0000352565,Fugro N.V.,"WorldQuant, LLC",0.79,2020-03-11,archive
NL0000360618,SBM Offshore N.V.,AHL Partners LLP,0.66,2020-03-10,archive
NL0006237562,ARCADIS N.V.,AKO Capital LLP,0.78,2020-03-10,archive
LU1598757687,ArcelorMittal S.A.,"AQR Capital Management, LLC",1.09,2020-03-10,archive
NL0010273215,ASML Holding N.V.,"Bridgewater Associates, LP",0.7,2020-03-10,archive
NL0011821202,ING Groep N.V.,"Bridgewater Associates, LP",0.7,2020-03-10,archive
NL0011794037,Koninklijke Ahold Delhaize N.V.,"Bridgewater Associates, LP",0.7,2020-03-10,archive
NL0000009538,Koninklijke Philips N.V.,"Bridgewater Associates, LP",0.7,2020-03-10,archive
NL0011279492,Flow Traders Ltd.,Citadel Advisors LLC,0.47,2020-03-10,archive
LU1598757687,ArcelorMittal S.A.,Citadel Europe LLP,0.46,2020-03-10,archive
NL0000352565,Fugro N.V.,Citadel Europe LLP,0.91,2020-03-10,archive
NL0000352565,Fugro N.V.,HBK Investments LP,0.86,2020-03-10,archive
NL0011279492,Flow Traders Ltd.,Marshall Wace LLP,1.63,2020-03-10,archive
NL0000352565,Fugro N.V.,Marshall Wace LLP,1.49,2020-03-10,archive
BE0003818359,Lakefront Biotherapeutics NV,Marshall Wace LLP,1.38,2020-03-10,archive
NL0009739416,PostNL N.V.,Marshall Wace LLP,0.73,2020-03-10,archive
FR0013326246,Unibail-Rodamco-Westfield SE,Marshall Wace LLP,0.46,2020-03-10,archive
NL0011821392,Signify N.V.,Millennium International Management LP,0.89,2020-03-10,archive
NL0000289213,Wereldhave N.V.,Millennium International Management LP,0.81,2020-03-10,archive
NL0000888691,AMG Critical Materials N.V.,"Public Equity Partners Management, L.P.",1.33,2020-03-10,archive
NL0011279492,Flow Traders Ltd.,Voleon Capital Management LP,0.77,2020-03-10,archive
NL0009739416,PostNL N.V.,Voleon Capital Management LP,1.22,2020-03-10,archive
NL0000888691,AMG Critical Materials N.V.,"WorldQuant, LLC",0.85,2020-03-10,archive
NL0011279492,Flow Traders Ltd.,"WorldQuant, LLC",0.91,2020-03-10,archive
NL0000352565,Fugro N.V.,"WorldQuant, LLC",0.84,2020-03-10,archive
NL0010558797,OCI N.V.,"BlackRock Institutional Trust Company, National Association",0.56,2020-03-09,archive
NL0010273215,ASML Holding N.V.,"Bridgewater Associates, LP",0.67,2020-03-09,archive
NL0011821202,ING Groep N.V.,"Bridgewater Associates, LP",0.67,2020-03-09,archive
NL0011794037,Koninklijke Ahold Delhaize N.V.,"Bridgewater Associates, LP",0.67,2020-03-09,archive
NL0000009538,Koninklijke Philips N.V.,"Bridgewater Associates, LP",0.67,2020-03-09,archive
NL0000289213,Wereldhave N.V.,Citadel Advisors LLC,0.51,2020-03-09,archive
NL0000352565,Fugro N.V.,Citadel Europe LLP,0.77,2020-03-09,archive
NL0012866412,BE Semiconductor Industries N.V.,CQS (UK) LLP,0.78,2020-03-09,archive
BE0003818359,Lakefront Biotherapeutics NV,"D. E. Shaw & Co., L.P.",0.96,2020-03-09,archive
NL0000289213,Wereldhave N.V.,"D. E. Shaw & Co., L.P.",0.86,2020-03-09,archive
NL0000352565,Fugro N.V.,HBK Investments LP,0.75,2020-03-09,archive
NL0000337319,Koninklijke BAM Groep N.V.,HBK Investments LP,0.81,2020-03-09,archive
FR0013326246,Unibail-Rodamco-Westfield SE,Lone Pine Capital LLC,0.68,2020-03-09,archive
NL0006237562,ARCADIS N.V.,Marshall Wace LLP,2.4,2020-03-09,archive
NL0011279492,Flow Traders Ltd.,Marshall Wace LLP,1.54,2020-03-09,archive
NL0000352565,Fugro N.V.,Marshall Wace LLP,1.28,2020-03-09,archive
BE0003818359,Lakefront Biotherapeutics NV,Marshall Wace LLP,1.4,2020-03-09,archive
NL0009739416,PostNL N.V.,Marshall Wace LLP,0.86,2020-03-09,archive
NL0000289213,Wereldhave N.V.,Marshall Wace LLP,1.81,2020-03-09,archive
NL0000337319,Koninklijke BAM Groep N.V.,"PDT Partners, LLC",0.44,2020-03-09,archive
NL0000888691,AMG Critical Materials N.V.,"Public Equity Partners Management, L.P.",1.56,2020-03-09,archive
NL0000352565,Fugro N.V.,Sculptor Capital Management Europe Limited,2.71,2020-03-09,archive
NL0000352565,Fugro N.V.,Systematica Investments Limited,0.88,2020-03-09,archive
NL0011821392,Signify N.V.,Tybourne Capital Management (HK) Limited,0.97,2020-03-09,archive
NL0000888691,AMG Critical Materials N.V.,Voleon Capital Management LP,1.25,2020-03-09,archive
NL0009739416,PostNL N.V.,Voleon Capital Management LP,1.15,2020-03-09,archive
NL0000352565,Fugro N.V.,Whitebox Advisors LLC,0.55,2020-03-09,archive
NL0000888691,AMG Critical Materials N.V.,"WorldQuant, LLC",0.96,2020-03-09,archive
NL0000352565,Fugro N.V.,"WorldQuant, LLC",0.77,2020-03-09,archive
LU1598757687,ArcelorMittal S.A.,Adage Capital Management L.P.,0.81,2020-03-06,archive
NL0009739416,PostNL N.V.,AHL Partners LLP,0.41,2020-03-06,archive
NL0000888691,AMG Critical Materials N.V.,"Arrowstreet Capital, Limited Partnership",1.02,2020-03-06,archive
NL0011821392,Signify N.V.,BlackRock Investment Management (UK) Limited,1.68,2020-03-06,archive
NL0011279492,Flow Traders Ltd.,Citadel Advisors LLC,0.52,2020-03-06,archive
NL0000337319,Koninklijke BAM Groep N.V.,Citadel Advisors LLC,0.79,2020-03-06,archive
NL0000289213,Wereldhave N.V.,Clearance Capital Limited,0.42,2020-03-06,archive
NL0012866412,BE Semiconductor Industries N.V.,"Davidson Kempner European Partners, LLP",0.78,2020-03-06,archive
NL0000288876,Eurocommercial Properties N.V.,Eleva Capital SAS,0.49,2020-03-06,archive
NL0000888691,AMG Critical Materials N.V.,"Eminence Capital, LP",0.0,2020-03-06,archive
NL0000337319,Koninklijke BAM Groep N.V.,HBK Investments LP,0.63,2020-03-06,archive
NL0006237562,ARCADIS N.V.,Kuvari Partners LLP,0.98,2020-03-06,archive
NL0009739416,PostNL N.V.,Kuvari Partners LLP,0.3,2020-03-06,archive
NL0006237562,ARCADIS N.V.,Marshall Wace LLP,2.39,2020-03-06,archive
NL0011279492,Flow Traders Ltd.,Marshall Wace LLP,1.3,2020-03-06,archive
NL0000360618,SBM Offshore N.V.,Marshall Wace LLP,1.42,2020-03-06,archive
NL0000289213,Wereldhave N.V.,Millennium International Management LP,0.98,2020-03-06,archive
NL0010391025,Pharming Group N.V.,Pictet Asset Management Limited,1.19,2020-03-06,archive
NL0000852523,TKH Group N.V.,SFM UK Management LLP,0.67,2020-03-06,archive
NL0012817175,Alfen N.V.,Voleon Capital Management LP,0.47,2020-03-06,archive
NL0000888691,AMG Critical Materials N.V.,Voleon Capital Management LP,1.18,2020-03-06,archive
NL0011279492,Flow Traders Ltd.,Voleon Capital Management LP,0.6,2020-03-06,archive
NL0009739416,PostNL N.V.,Voleon Capital Management LP,0.9,2020-03-06,archive
NL0000888691,AMG Critical Materials N.V.,"WorldQuant, LLC",0.88,2020-03-06,archive
NL0011279492,Flow Traders Ltd.,"WorldQuant, LLC",0.81,2020-03-06,archive
NL0000352565,Fugro N.V.,"WorldQuant, LLC",0.65,2020-03-06,archive
NL0009739416,PostNL N.V.,AHL Partners LLP,0.56,2020-03-05,archive
LU1598757687,ArcelorMittal S.A.,Citadel Europe LLP,0.52,2020-03-05,archive
NL0000888691,AMG Critical Materials N.V.,"Eminence Capital, LP",0.84,2020-03-05,archive
NL0000888691,AMG Critical Materials N.V.,Jupiter Investment Management Limited,1.29,2020-03-05,archive
NL0006237562,ARCADIS N.V.,Kuvari Partners LLP,0.88,2020-03-05,archive
NL0010391025,Pharming Group N.V.,Linden Advisors LP,1.26,2020-03-05,archive
NL0011279492,Flow Traders Ltd.,Marshall Wace LLP,1.14,2020-03-05,archive
FR0013326246,Unibail-Rodamco-Westfield SE,Marshall Wace LLP,0.58,2020-03-05,archive
NL0009739416,PostNL N.V.,"PDT Partners, LLC",0.58,2020-03-05,archive
NL0011279492,Flow Traders Ltd.,Voleon Capital Management LP,0.51,2020-03-05,archive
NL0009739416,PostNL N.V.,Voleon Capital Management LP,0.72,2020-03-05,archive
