isin,position_date,position_holder,issuer_name,net_short_position,source
NL0012817175,2022-02-28,Marshall Wace LLP,Alfen N.V.,0.73,archive
BE0003818359,2022-02-28,Qube Research & Technologies Ltd.,Lakefront Biotherapeutics NV,0.49,archive
NL0000337319,2022-02-25,Citadel Advisors LLC,Koninklijke BAM Groep N.V.,0.56,archive
LU2290522684,2022-02-25,Kuvari Partners LLP,InPost S.A.,0.5,archive
NL0000009538,2022-02-25,Marshall Wace LLP,Koninklijke Philips N.V.,0.49,archive
NL0009739416,2022-02-25,Millennium Capital Partners LLP,PostNL N.V.,0.67,archive
NL0012817175,2022-02-25,Rye Bay Capital LLP,Alfen N.V.,0.8,archive
NL0011872650,2022-02-24,Citadel Advisors Europe Limited,Basic-Fit N.V.,1.19,archive
NL0011540547,2022-02-24,Marshall Wace LLP,ABN AMRO Bank NV,1.15,archive
NL0009739416,2022-02-24,Marshall Wace LLP,PostNL N.V.,1.67,archive
NL0013332471,2022-02-24,Marshall Wace LLP,TomTom N.V.,0.59,archive
NL0009739416,2022-02-24,Millennium International Management LP,PostNL N.V.,0.51,archive
NL0012866412,2022-02-24,Renaissance Technologies LLC,BE Semiconductor Industries N.V.,0.49,archive
NL0012817175,2022-02-24,Voleon Capital Management LP,Alfen N.V.,0.91,archive
NL0012747059,2022-02-24,Whitebox Advisors LLC,CM.com N.V.,0.67,archive
NL0000289213,2022-02-23,Adelphi Capital LLP,Wereldhave N.V.,0.74,archive
NL0011279492,2022-02-23,"D. E. Shaw & Co., L.P.",Flow Traders Ltd.,0.5,archive
NL0000009538,2022-02-23,Marshall Wace LLP,Koninklijke Philips N.V.,0.59,archive
BE0003818359,2022-02-23,Marshall Wace LLP,Lakefront Biotherapeutics NV,0.71,archive
NL0012817175,2022-02-23,Millennium Capital Partners LLP,Alfen N.V.,0.5,archive
NL0009739416,2022-02-23,Millennium Capital Partners LLP,PostNL N.V.,0.7,archive
NL0012866412,2022-02-23,"Point72 Europe (London), LLP",BE Semiconductor Industries N.V.,0.63,archive
NL0012866412,2022-02-23,Renaissance Technologies LLC,BE Semiconductor Industries N.V.,0.5,archive
NL0000289213,2022-02-23,"Woodson Capital Master Fund, LP",Wereldhave N.V.,3.89,archive
NL0000289213,2022-02-22,Adelphi Capital LLP,Wereldhave N.V.,0.89,archive
NL0012817175,2022-02-22,"BlackRock Institutional Trust Company, National Association",Alfen N.V.,0.51,archive
NL0000888691,2022-02-22,Capital Fund Management S.A.,AMG Critical Materials N.V.,0.93,archive
NL0012866412,2022-02-22,"Point72 Europe (London), LLP",BE Semiconductor Industries N.V.,0.58,archive
NL0012866412,2022-02-22,Renaissance Technologies LLC,BE Semiconductor Industries N.V.,0.49,archive
NL0012817175,2022-02-22,Voleon Capital Management LP,Alfen N.V.,0.83,archive
NL0011279492,2022-02-22,"WorldQuant, LLC",Flow Traders Ltd.,1.12,archive
NL0009739416,2022-02-22,"WorldQuant, LLC",PostNL N.V.,0.68,archive
NL0013332471,2022-02-22,"WorldQuant, LLC",TomTom N.V.,0.72,archive
NL0000289213,2022-02-21,Adelphi Capital LLP,Wereldhave N.V.,0.99,archive
NL0012866412,2022-02-21,"D. E. Shaw & Co., L.P.",BE Semiconductor Industries N.V.,0.5,archive
NL0009739416,2022-02-21,Marshall Wace LLP,PostNL N.V.,1.78,archive
LU0569974404,2022-02-21,Millennium Capital Partners LLP,Aperam S.A.,0.88,archive
NL0009739416,2022-02-21,Millennium Capital Partners LLP,PostNL N.V.,0.67,archive
NL0012866412,2022-02-21,"Point72 Europe (London), LLP",BE Semiconductor Industries N.V.,0.64,archive
NL0000888691,2022-02-21,Qube Research & Technologies Ltd.,AMG Critical Materials N.V.,0.39,archive
NL0012817175,2022-02-21,Voleon Capital Management LP,Alfen N.V.,0.79,archive
NL0000289213,2022-02-18,Adelphi Capital LLP,Wereldhave N.V.,1.15,archive
NL0000360618,2022-02-18,Marshall Wace LLP,SBM Offshore N.V.,0.98,archive
NL0009739416,2022-02-18,Millennium Capital Partners LLP,PostNL N.V.,0.7,archive
NL0012866412,2022-02-18,"Point72 Europe (London), LLP",BE Semiconductor Industries N.V.,0.7,archive
NL0012866412,2022-02-18,Renaissance Technologies LLC,BE Semiconductor Industries N.V.,0.5,archive
NL0012817175,2022-02-18,Voleon Capital Management LP,Alfen N.V.,0.62,archive
NL0000289213,2022-02-17,Adelphi Capital LLP,Wereldhave N.V.,1.3,archive
NL0000337319,2022-02-17,Citadel Advisors LLC,Koninklijke BAM Groep N.V.,0.67,archive
NL0012817175,2022-02-17,"D. E. Shaw & Co., L.P.",Alfen N.V.,0.46,archive
NL0000009538,2022-02-17,Marshall Wace LLP,Koninklijke Philips N.V.,0.6,archive
NL0009739416,2022-02-17,Marshall Wace LLP,PostNL N.V.,1.85,archive
NL0009739416,2022-02-17,Millennium Capital Partners LLP,PostNL N.V.,0.69,archive
LU0569974404,2022-02-17,Millennium International Management LP,Aperam S.A.,0.48,archive
NL0012866412,2022-02-17,"Point72 Europe (London), LLP",BE Semiconductor Industries N.V.,0.57,archive
NL00150003E1,2022-02-17,"WorldQuant, LLC",Fugro N.V.,0.49,archive
NL0000289213,2022-02-16,Adelphi Capital LLP,Wereldhave N.V.,1.48,archive
NL0000888691,2022-02-16,Capital Fund Management S.A.,AMG Critical Materials N.V.,0.88,archive
NL0000337319,2022-02-16,Citadel Advisors LLC,Koninklijke BAM Groep N.V.,0.45,archive
NL0011540547,2022-02-16,Marshall Wace LLP,ABN AMRO Bank NV,1.2,archive
NL0012817175,2022-02-16,Marshall Wace LLP,Alfen N.V.,0.67,archive
LU0569974404,2022-02-16,Millennium Capital Partners LLP,Aperam S.A.,0.98,archive
NL0000289213,2022-02-16,"Woodson Capital Master Fund, LP",Wereldhave N.V.,3.92,archive
NL0011279492,2022-02-16,"WorldQuant, LLC",Flow Traders Ltd.,1.01,archive
NL0009739416,2022-02-16,"WorldQuant, LLC",PostNL N.V.,0.74,archive
NL0000289213,2022-02-15,Adelphi Capital LLP,Wereldhave N.V.,1.63,archive
NL0000337319,2022-02-15,Citadel Advisors LLC,Koninklijke BAM Groep N.V.,0.5,archive
NL0000888691,2022-02-15,"Connor, Clark & Lunn Investment Management Ltd.",AMG Critical Materials N.V.,0.49,archive
NL0013332471,2022-02-15,"WorldQuant, LLC",TomTom N.V.,0.68,archive
NL0000289213,2022-02-14,Adelphi Capital LLP,Wereldhave N.V.,1.72,archive
NL0011872643,2022-02-14,Citadel Advisors LLC,ASR Nederland N.V.,0.35,archive
NL0013332471,2022-02-14,Marshall Wace LLP,TomTom N.V.,0.65,archive
LU0569974404,2022-02-14,Millennium Capital Partners LLP,Aperam S.A.,1.05,archive
NL0012866412,2022-02-14,"Point72 Europe (London), LLP",BE Semiconductor Industries N.V.,0.66,archive
NL0000888691,2022-02-14,Qube Research & Technologies Ltd.,AMG Critical Materials N.V.,0.53,archive
NL0012817175,2022-02-14,Rye Bay Capital LLP,Alfen N.V.,0.94,archive
NL0011279492,2022-02-14,"WorldQuant, LLC",Flow Traders Ltd.,0.91,archive
NL0009739416,2022-02-14,"WorldQuant, LLC",PostNL N.V.,0.88,archive
NL0013332471,2022-02-14,"WorldQuant, LLC",TomTom N.V.,0.7,archive
NL0015000K93,2022-02-11,Adelphi Capital LLP,Eurocommercial Properties N.V.,0.44,archive
NL0011872650,2022-02-11,CapeView Capital LLP,Basic-Fit N.V.,0.52,archive
NL0011540547,2022-02-11,Marshall Wace LLP,ABN AMRO Bank NV,1.11,archive
NL0009739416,2022-02-11,Marshall Wace LLP,PostNL N.V.,1.98,archive
LU0569974404,2022-02-11,Millennium Capital Partners LLP,Aperam S.A.,0.89,archive
NL0015000K93,2022-02-10,Adelphi Capital LLP,Eurocommercial Properties N.V.,0.76,archive
NL0000289213,2022-02-10,Adelphi Capital LLP,Wereldhave N.V.,1.83,archive
NL0011540547,2022-02-10,Marshall Wace LLP,ABN AMRO Bank NV,1.05,archive
NL0012817175,2022-02-10,Marshall Wace LLP,Alfen N.V.,0.88,archive
BE0003818359,2022-02-10,Marshall Wace LLP,Lakefront Biotherapeutics NV,0.63,archive
NL0000360618,2022-02-10,Marshall Wace LLP,SBM Offshore N.V.,1.02,archive
NL0012817175,2022-02-10,Rye Bay Capital LLP,Alfen N.V.,0.75,archive
NL0000289213,2022-02-10,"Woodson Capital Master Fund, LP",Wereldhave N.V.,4.04,archive
NL0011279492,2022-02-10,"WorldQuant, LLC",Flow Traders Ltd.,0.82,archive
NL0009739416,2022-02-10,"WorldQuant, LLC",PostNL N.V.,0.92,archive
NL0013332471,2022-02-10,"WorldQuant, LLC",TomTom N.V.,0.69,archive
NL0000289213,2022-02-09,Adelphi Capital LLP,Wereldhave N.V.,2.02,archive
NL0010801007,2022-02-09,"AQR Capital Management, LLC",IMCD N.V.,0.49,archive
NL0013332471,2022-02-09,Citadel Advisors LLC,TomTom N.V.,0.49,archive
NL0011540547,2022-02-09,Marshall Wace LLP,ABN AMRO Bank NV,0.89,archive
NL0013332471,2022-02-09,Marshall Wace LLP,TomTom N.V.,0.74,archive
NL0012817175,2022-02-09,Rye Bay Capital LLP,Alfen N.V.,0.56,archive
NL0009739416,2022-02-09,"WorldQuant, LLC",PostNL N.V.,1.0,archive
NL0015000K93,2022-02-08,Adelphi Capital LLP,Eurocommercial Properties N.V.,0.97,archive
NL0012747059,2022-02-08,Highbridge Capital Management LLC,CM.com N.V.,0.84,archive
NL0000009538,2022-02-08,Marshall Wace LLP,Koninklijke Philips N.V.,0.52,archive
NL0011279492,2022-02-08,"WorldQuant, LLC",Flow Traders Ltd.,0.7,archive
NL0000888691,2022-02-07,Capital Fund Management S.A.,AMG Critical Materials N.V.,0.91,archive
NL0013332471,2022-02-07,Citadel Advisors LLC,TomTom N.V.,0.54,archive
NL0012817175,2022-02-07,Marshall Wace LLP,Alfen N.V.,0.99,archive
BE0003818359,2022-02-07,Marshall Wace LLP,Lakefront Biotherapeutics NV,0.51,archive
NL0009739416,2022-02-07,Marshall Wace LLP,PostNL N.V.,2.0,archive
NL0013332471,2022-02-07,Marshall Wace LLP,TomTom N.V.,0.86,archive
NL0009739416,2022-02-07,Millennium Capital Partners LLP,PostNL N.V.,0.71,archive
NL0012866412,2022-02-07,"Point72 Europe (London), LLP",BE Semiconductor Industries N.V.,0.92,archive
NL0009739416,2022-02-07,"WorldQuant, LLC",PostNL N.V.,1.16,archive
NL0013332471,2022-02-07,"WorldQuant, LLC",TomTom N.V.,0.72,archive
NL0015000K93,2022-02-04,Adelphi Capital LLP,Eurocommercial Properties N.V.,1.02,archive
NL0000289213,2022-02-04,Adelphi Capital LLP,Wereldhave N.V.,2.25,archive
NL0013332471,2022-02-04,Citadel Advisors LLC,TomTom N.V.,0.72,archive
NL0013332471,2022-02-04,Marshall Wace LLP,TomTom N.V.,0.97,archive
LU0569974404,2022-02-04,Millennium Capital Partners LLP,Aperam S.A.,0.99,archive
NL0009739416,2022-02-04,Millennium Capital Partners LLP,PostNL N.V.,0.69,archive
NL0012866412,2022-02-04,"Point72 Europe (London), LLP",BE Semiconductor Industries N.V.,0.88,archive
NL00150003E1,2022-02-04,"WorldQuant, LLC",Fugro N.V.,0.59,archive
NL0013332471,2022-02-04,"WorldQuant, LLC",TomTom N.V.,0.62,archive
NL0015000K93,2022-02-03,Adelphi Capital LLP,Eurocommercial Properties N.V.,1.58,archive
NL0000289213,2022-02-03,Adelphi Capital LLP,Wereldhave N.V.,2.47,archive
NL0012817175,2022-02-03,AllianceBernstein L.P.,Alfen N.V.,0.83,archive
NL0000888691,2022-02-03,Capital Fund Management S.A.,AMG Critical Materials N.V.,0.86,archive
NL0011540547,2022-02-03,Marshall Wace LLP,ABN AMRO Bank NV,0.92,archive
NL0012817175,2022-02-03,Marshall Wace LLP,Alfen N.V.,1.0,archive
NL0009739416,2022-02-03,Marshall Wace LLP,PostNL N.V.,1.9,archive
NL0009739416,2022-02-03,Millennium Capital Partners LLP,PostNL N.V.,0.72,archive
LU0569974404,2022-02-03,Millennium International Management LP,Aperam S.A.,0.52,archive
NL0015000CZ2,2022-02-03,Otus Capital Management Ltd.,Ebusco Holding N.V.,0.5,archive
BE0003818359,2022-02-03,Qube Research & Technologies Ltd.,Lakefront Biotherapeutics NV,0.53,archive
NL0011279492,2022-02-03,"WorldQuant, LLC",Flow Traders Ltd.,0.61,archive
NL0009739416,2022-02-03,"WorldQuant, LLC",PostNL N.V.,1.29,archive
NL0015000K93,2022-02-02,Adelphi Capital LLP,Eurocommercial Properties N.V.,1.65,archive
NL0000289213,2022-02-02,Adelphi Capital LLP,Wereldhave N.V.,2.65,archive
NL0012817175,2022-02-02,AllianceBernstein L.P.,Alfen N.V.,0.78,archive
LU1598757687,2022-02-01,"D. E. Shaw & Co. (London), LLP",ArcelorMittal S.A.,0.5,archive
NL0012817175,2022-02-01,Marshall Wace LLP,Alfen N.V.,0.99,archive
NL0013332471,2022-02-01,Marshall Wace LLP,TomTom N.V.,1.11,archive
NL0009739416,2022-02-01,Millennium Capital Partners LLP,PostNL N.V.,0.67,archive
NL0009739416,2022-02-01,Millennium International Management LP,PostNL N.V.,0.49,archive
NL0012866412,2022-02-01,"Point72 Europe (London), LLP",BE Semiconductor Industries N.V.,0.9,archive
BE0003818359,2022-02-01,Qube Research & Technologies Ltd.,Lakefront Biotherapeutics NV,0.45,archive
NL0015000K93,2022-01-31,Adelphi Capital LLP,Eurocommercial Properties N.V.,1.88,archive
NL0009739416,2022-01-31,Millennium Capital Partners LLP,PostNL N.V.,0.71,archive
BE0003818359,2022-01-31,Qube Research & Technologies Ltd.,Lakefront Biotherapeutics NV,0.7,archive
NL0013332471,2022-01-31,"WorldQuant, LLC",TomTom N.V.,0.58,archive
NL0011872643,2022-01-28,Citadel Advisors LLC,ASR Nederland N.V.,0.53,archive
NL0011540547,2022-01-28,Marshall Wace LLP,ABN AMRO Bank NV,0.8,archive
NL0013332471,2022-01-28,Marshall Wace LLP,TomTom N.V.,1.02,archive
NL0009739416,2022-01-28,Millennium International Management LP,PostNL N.V.,0.5,archive
NL0012866412,2022-01-28,"Point72 Europe (London), LLP",BE Semiconductor Industries N.V.,0.83,archive
NL00150003E1,2022-01-28,"WorldQuant, LLC",Fugro N.V.,0.6,archive
NL0009739416,2022-01-28,"WorldQuant, LLC",PostNL N.V.,1.38,archive
NL0015000K93,2022-01-27,Adelphi Capital LLP,Eurocommercial Properties N.V.,1.93,archive
BE0003818359,2022-01-27,Canada Pension Plan Investment Board,Lakefront Biotherapeutics NV,0.44,archive
FR0013326246,2022-01-27,Kintbury Capital LLP,Unibail-Rodamco-Westfield SE,0.46,archive
NL0006237562,2022-01-27,Pelham Capital Ltd.,ARCADIS N.V.,0.47,archive
BE0003818359,2022-01-27,Qube Research & Technologies Ltd.,Lakefront Biotherapeutics NV,0.69,archive
NL0000888691,2022-01-27,Systematica Investments Limited,AMG Critical Materials N.V.,0.89,archive
NL0011279492,2022-01-27,"WorldQuant, LLC",Flow Traders Ltd.,0.59,archive
NL0000888691,2022-01-26,Citadel Advisors LLC,AMG Critical Materials N.V.,0.43,archive
NL0009739416,2022-01-26,Citadel Advisors LLC,PostNL N.V.,0.43,archive
NL0012747059,2022-01-26,Highbridge Capital Management LLC,CM.com N.V.,0.7,archive
FR0013326246,2022-01-26,Kintbury Capital LLP,Unibail-Rodamco-Westfield SE,0.52,archive
LU0569974404,2022-01-26,Millennium Capital Partners LLP,Aperam S.A.,1.01,archive
NL0000289213,2022-01-26,Millennium International Management LP,Wereldhave N.V.,0.29,archive
NL0012817175,2022-01-26,Odey Asset Management LLP,Alfen N.V.,0.66,archive
NL0000888691,2022-01-26,Qube Research & Technologies Ltd.,AMG Critical Materials N.V.,0.49,archive
NL00150003E1,2022-01-26,"WorldQuant, LLC",Fugro N.V.,0.59,archive
NL0012817175,2022-01-25,AllianceBernstein L.P.,Alfen N.V.,0.6,archive
NL0012747059,2022-01-25,Highbridge Capital Management LLC,CM.com N.V.,0.59,archive
NL0009739416,2022-01-25,Kuvari Partners LLP,PostNL N.V.,0.47,archive
NL0009739416,2022-01-25,Marshall Wace LLP,PostNL N.V.,1.88,archive
LU0569974404,2022-01-25,Millennium Capital Partners LLP,Aperam S.A.,0.99,archive
NL0009739416,2022-01-25,Millennium Capital Partners LLP,PostNL N.V.,0.68,archive
NL0012817175,2022-01-25,Odey Asset Management LLP,Alfen N.V.,0.55,archive
BE0003818359,2022-01-25,Qube Research & Technologies Ltd.,Lakefront Biotherapeutics NV,0.77,archive
NL0000888691,2022-01-25,Systematica Investments Limited,AMG Critical Materials N.V.,0.93,archive
NL0012817175,2022-01-24,AllianceBernstein L.P.,Alfen N.V.,0.5,archive
NL0000888691,2022-01-24,Citadel Advisors LLC,AMG Critical Materials N.V.,0.51,archive
NL0013332471,2022-01-24,Citadel Advisors LLC,TomTom N.V.,0.52,archive
NL0000888691,2022-01-24,"Connor, Clark & Lunn Investment Management Ltd.",AMG Critical Materials N.V.,0.58,archive
FR0013326246,2022-01-24,Kintbury Capital LLP,Unibail-Rodamco-Westfield SE,0.61,archive
NL0011540547,2022-01-24,Marshall Wace LLP,ABN AMRO Bank NV,0.71,archive
NL0012817175,2022-01-24,Marshall Wace LLP,Alfen N.V.,1.04,archive
LU0569974404,2022-01-24,Millennium International Management LP,Aperam S.A.,0.47,archive
NL0000888691,2022-01-24,Qube Research & Technologies Ltd.,AMG Critical Materials N.V.,0.58,archive
NL0009739416,2022-01-24,"WorldQuant, LLC",PostNL N.V.,1.57,archive
NL0000888691,2022-01-21,Capital Fund Management S.A.,AMG Critical Materials N.V.,0.72,archive
NL0000888691,2022-01-21,Citadel Advisors LLC,AMG Critical Materials N.V.,0.49,archive
NL0009739416,2022-01-21,Citadel Advisors LLC,PostNL N.V.,0.5,archive
FR0013326246,2022-01-21,Kintbury Capital LLP,Unibail-Rodamco-Westfield SE,0.58,archive
NL0012817175,2022-01-21,Marshall Wace LLP,Alfen N.V.,0.99,archive
NL0009739416,2022-01-21,Marshall Wace LLP,PostNL N.V.,1.92,archive
NL0000888691,2022-01-21,Qube Research & Technologies Ltd.,AMG Critical Materials N.V.,0.66,archive
NL00150003E1,2022-01-21,"WorldQuant, LLC",Fugro N.V.,0.6,archive
NL0009739416,2022-01-21,"WorldQuant, LLC",PostNL N.V.,1.44,archive
FR0013326246,2022-01-20,Marshall Wace LLP,Unibail-Rodamco-Westfield SE,0.49,archive
LU0569974404,2022-01-20,Millennium Capital Partners LLP,Aperam S.A.,1.08,archive
NL0000888691,2022-01-19,Citadel Advisors LLC,AMG Critical Materials N.V.,0.52,archive
NL0010391025,2022-01-19,Citadel Advisors LLC,Pharming Group N.V.,0.49,archive
NL0012817175,2022-01-19,Marshall Wace LLP,Alfen N.V.,0.82,archive
NL0000888691,2022-01-19,Qube Research & Technologies Ltd.,AMG Critical Materials N.V.,0.79,archive
NL0000888691,2022-01-18,Citadel Advisors LLC,AMG Critical Materials N.V.,0.46,archive
NL0012866412,2022-01-18,Lone Pine Capital LLC,BE Semiconductor Industries N.V.,0.41,archive
NL0012817175,2022-01-18,Marshall Wace LLP,Alfen N.V.,0.75,archive
NL0009739416,2022-01-18,"WorldQuant, LLC",PostNL N.V.,1.35,archive
NL0012817175,2022-01-17,Marshall Wace LLP,Alfen N.V.,0.88,archive
NL0000888691,2022-01-17,Systematica Investments Limited,AMG Critical Materials N.V.,1.09,archive
NL0009739416,2022-01-17,"WorldQuant, LLC",PostNL N.V.,1.27,archive
NL0012817175,2022-01-14,Marshall Wace LLP,Alfen N.V.,0.92,archive
NL0009739416,2022-01-14,Marshall Wace LLP,PostNL N.V.,1.87,archive
BE0003818359,2022-01-14,Qube Research & Technologies Ltd.,Lakefront Biotherapeutics NV,0.89,archive
NL00150003E1,2022-01-14,"WorldQuant, LLC",Fugro N.V.,0.57,archive
NL0009739416,2022-01-14,"WorldQuant, LLC",PostNL N.V.,1.09,archive
NL0013332471,2022-01-14,"WorldQuant, LLC",TomTom N.V.,0.69,archive
NL0000888691,2022-01-13,Citadel Advisors LLC,AMG Critical Materials N.V.,0.54,archive
NL0012866412,2022-01-13,Lone Pine Capital LLC,BE Semiconductor Industries N.V.,0.57,archive
NL0009739416,2022-01-13,Marshall Wace LLP,PostNL N.V.,1.91,archive
LU0569974404,2022-01-13,Millennium Capital Partners LLP,Aperam S.A.,1.19,archive
NL0009739416,2022-01-13,Millennium Capital Partners LLP,PostNL N.V.,0.55,archive
NL0000888691,2022-01-13,Qube Research & Technologies Ltd.,AMG Critical Materials N.V.,0.84,archive
NL0009739416,2022-01-13,"WorldQuant, LLC",PostNL N.V.,0.93,archive
NL0010801007,2022-01-12,"AQR Capital Management, LLC",IMCD N.V.,0.5,archive
NL0011872650,2022-01-12,Citadel Advisors Europe Limited,Basic-Fit N.V.,1.23,archive
NL0012817175,2022-01-12,Marshall Wace LLP,Alfen N.V.,0.69,archive
NL0009739416,2022-01-12,Marshall Wace LLP,PostNL N.V.,2.06,archive
LU0569974404,2022-01-12,Millennium Capital Partners LLP,Aperam S.A.,1.2,archive
NL0010391025,2022-01-12,Pictet Asset Management Limited,Pharming Group N.V.,1.25,archive
NL00150003E1,2022-01-12,"WorldQuant, LLC",Fugro N.V.,0.67,archive
NL0000888691,2022-01-11,Capital Fund Management S.A.,AMG Critical Materials N.V.,0.65,archive
NL0011872650,2022-01-11,Citadel Advisors Europe Limited,Basic-Fit N.V.,1.17,archive
NL0000888691,2022-01-11,Systematica Investments Limited,AMG Critical Materials N.V.,1.18,archive
NL0012817175,2022-01-11,Voleon Capital Management LP,Alfen N.V.,0.48,archive
NL0013332471,2022-01-11,"WorldQuant, LLC",TomTom N.V.,0.71,archive
NL0011872650,2022-01-10,Citadel Advisors Europe Limited,Basic-Fit N.V.,1.21,archive
NL0000888691,2022-01-10,Citadel Advisors LLC,AMG Critical Materials N.V.,0.64,archive
NL0011872650,2022-01-10,"D. E. Shaw & Co. (London), LLP",Basic-Fit N.V.,0.39,archive
NL0009739416,2022-01-10,Marshall Wace LLP,PostNL N.V.,2.19,archive
NL0000888691,2022-01-10,Qube Research & Technologies Ltd.,AMG Critical Materials N.V.,0.79,archive
NL0009739416,2022-01-10,"WorldQuant, LLC",PostNL N.V.,0.8,archive
NL0000337319,2022-01-07,Citadel Advisors LLC,Koninklijke BAM Groep N.V.,0.48,archive
NL0010391025,2022-01-07,Citadel Advisors LLC,Pharming Group N.V.,0.53,archive
NL0006237562,2022-01-07,Lansdowne Partners (UK) LLP,ARCADIS N.V.,0.49,archive
NL0011540547,2022-01-07,Marshall Wace LLP,ABN AMRO Bank NV,0.63,archive
NL0009739416,2022-01-07,Marshall Wace LLP,PostNL N.V.,2.26,archive
LU0569974404,2022-01-07,Millennium Capital Partners LLP,Aperam S.A.,1.1,archive
NL0000888691,2022-01-07,Qube Research & Technologies Ltd.,AMG Critical Materials N.V.,0.85,archive
NL0000888691,2022-01-06,Citadel Advisors LLC,AMG Critical Materials N.V.,0.56,archive
