issuer_name,position_date,net_short_position,position_holder,isin,source
Fugro N.V.,2025-09-01,0.7,"PDT Partners, LLC",NL00150003E1,archive
Alfen N.V.,2025-09-01,1.13,Qube Research & Technologies Ltd.,NL0012817175,archive
Aalberts N.V.,2025-08-29,0.73,"BlackRock Advisors, LLC",NL0000852564,archive
Fugro N.V.,2025-08-29,0.56,BlackRock Investment Management (UK) Limited,NL00150003E1,archive
Signify N.V.,2025-08-29,0.51,Citadel Advisors Europe Limited,NL0011821392,archive
Alfen N.V.,2025-08-29,0.7,GSA Capital Partners LLP,NL0012817175,archive
InPost S.A.,2025-08-29,0.9,Marshall Wace LLP,LU2290522684,archive
Randstad N.V.,2025-08-29,0.7,Marshall Wace LLP,NL0000379121,archive
Alfen N.V.,2025-08-29,0.83,Millennium International Management LP,NL0012817175,archive
Pharming Group N.V.,2025-08-29,1.47,Millennium International Management LP,NL0010391025,archive
OCI N.V.,2025-08-29,0.54,Numeric Investors LLC,NL0010558797,archive
Alfen N.V.,2025-08-29,1.04,Qube Research & Technologies Ltd.,NL0012817175,archive
MFE-MEDIAFOREUROPE N.V.,2025-08-29,2.26,Syquant Capital,NL0015001OJ9,archive
Avantium N.V.,2025-08-29,1.41,Voleon Capital Management LP,NL0015002IE0,archive
Fugro N.V.,2025-08-29,0.56,"WorldQuant, LLC",NL00150003E1,archive
IMCD N.V.,2025-08-28,0.6,"AQR Capital Management, LLC",NL0010801007,archive
Fugro N.V.,2025-08-28,0.68,BlackRock Investment Management (UK) Limited,NL00150003E1,archive
AMG Critical Materials N.V.,2025-08-28,0.62,Citadel Advisors LLC,NL0000888691,archive
Havas N.V.,2025-08-28,0.59,Citadel Advisors LLC,NL0015002AH0,archive
Signify N.V.,2025-08-28,0.9,Citadel Advisors LLC,NL0011821392,archive
Pharming Group N.V.,2025-08-28,1.22,Highbridge Capital Management LLC,NL0010391025,archive
Alfen N.V.,2025-08-28,0.94,Millennium International Management LP,NL0012817175,archive
Fugro N.V.,2025-08-28,1.0,Millennium International Management LP,NL00150003E1,archive
Pharming Group N.V.,2025-08-28,1.51,Millennium International Management LP,NL0010391025,archive
Fugro N.V.,2025-08-28,0.69,"PDT Partners, LLC",NL00150003E1,archive
PostNL N.V.,2025-08-28,0.49,"PDT Partners, LLC",NL0009739416,archive
Alfen N.V.,2025-08-28,1.15,Qube Research & Technologies Ltd.,NL0012817175,archive
MFE-MEDIAFOREUROPE N.V.,2025-08-28,2.19,Syquant Capital,NL0015001OJ9,archive
Koninklijke Philips N.V.,2025-08-27,0.6,"AQR Capital Management, LLC",NL0000009538,archive
Pharming Group N.V.,2025-08-27,0.41,Balyasny Asset Management (UK) LLP,NL0010391025,archive
Havas N.V.,2025-08-27,0.6,Citadel Advisors LLC,NL0015002AH0,archive
Ebusco Holding N.V.,2025-08-27,0.7,Citadel Securities (Europe) Limited,NL0015002AG2,archive
Basic-Fit N.V.,2025-08-27,0.64,Marchant MC Ltd.,NL0011872650,archive
Alfen N.V.,2025-08-27,0.6,Millennium Capital (DIFC) Limited,NL0012817175,archive
Signify N.V.,2025-08-27,0.5,Millennium Capital (DIFC) Limited,NL0011821392,archive
Alfen N.V.,2025-08-27,0.8,Millennium International Management LP,NL0012817175,archive
MFE-MEDIAFOREUROPE N.V.,2025-08-27,1.04,Syquant Capital,NL0015001OJ9,archive
AMG Critical Materials N.V.,2025-08-26,0.54,Citadel Advisors LLC,NL0000888691,archive
Havas N.V.,2025-08-26,0.59,Citadel Advisors LLC,NL0015002AH0,archive
Ebusco Holding N.V.,2025-08-26,0.57,Citadel Securities (Europe) Limited,NL0015002AG2,archive
Alfen N.V.,2025-08-26,0.6,GSA Capital Partners LLP,NL0012817175,archive
BE Semiconductor Industries N.V.,2025-08-26,0.2,Millennium International Management LP,NL0012866412,archive
Galapagos NV,2025-08-26,0.29,Millennium International Management LP,BE0003818359,archive
Alfen N.V.,2025-08-26,0.5,Qube Research & Technologies Ltd.,NL0012817175,archive
Alfen N.V.,2025-08-25,0.56,"AQR Capital Management, LLC",NL0012817175,archive
Signify N.V.,2025-08-25,0.86,Citadel Advisors LLC,NL0011821392,archive
Avantium N.V.,2025-08-25,0.58,"Connor, Clark & Lunn Investment Management Ltd.",NL0015002IE0,archive
Fugro N.V.,2025-08-25,0.93,Millennium International Management LP,NL00150003E1,archive
Galapagos NV,2025-08-25,0.59,Qube Research & Technologies Ltd.,BE0003818359,archive
MFE-MEDIAFOREUROPE N.V.,2025-08-25,0.95,Syquant Capital,NL0015001OJ9,archive
Fugro N.V.,2025-08-25,0.47,"WorldQuant, LLC",NL00150003E1,archive
PostNL N.V.,2025-08-25,0.6,"WorldQuant, LLC",NL0009739416,archive
Pharming Group N.V.,2025-08-22,0.54,Balyasny Asset Management (UK) LLP,NL0010391025,archive
BE Semiconductor Industries N.V.,2025-08-22,1.02,Canada Pension Plan Investment Board,NL0012866412,archive
Havas N.V.,2025-08-22,0.6,Citadel Advisors LLC,NL0015002AH0,archive
OCI N.V.,2025-08-22,0.5,Citadel Advisors LLC,NL0010558797,archive
Pharming Group N.V.,2025-08-22,0.32,"D. E. Shaw & Co., L.P.",NL0010391025,archive
Signify N.V.,2025-08-22,0.48,"D. E. Shaw & Co., L.P.",NL0011821392,archive
Alfen N.V.,2025-08-22,0.7,Millennium International Management LP,NL0012817175,archive
BE Semiconductor Industries N.V.,2025-08-22,0.51,Millennium International Management LP,NL0012866412,archive
Galapagos NV,2025-08-22,0.5,Millennium International Management LP,BE0003818359,archive
Pharming Group N.V.,2025-08-22,1.45,Millennium International Management LP,NL0010391025,archive
OCI N.V.,2025-08-22,0.69,Numeric Investors LLC,NL0010558797,archive
Alfen N.V.,2025-08-22,2.06,"PDT Partners, LLC",NL0012817175,archive
Brunel International N.V.,2025-08-21,0.49,Citadel Advisors LLC,NL0010776944,archive
Havas N.V.,2025-08-21,0.59,Citadel Advisors LLC,NL0015002AH0,archive
Koninklijke KPN N.V.,2025-08-21,0.69,Marshall Wace LLP,NL0000009082,archive
Alfen N.V.,2025-08-21,0.63,Millennium International Management LP,NL0012817175,archive
Aalberts N.V.,2025-08-20,0.62,"BlackRock Advisors, LLC",NL0000852564,archive
Ebusco Holding N.V.,2025-08-20,0.34,Citadel Securities (Europe) Limited,NL0015002AG2,archive
Alfen N.V.,2025-08-20,0.5,Millennium Capital (DIFC) Limited,NL0012817175,archive
PostNL N.V.,2025-08-20,0.51,"WorldQuant, LLC",NL0009739416,archive
Galapagos NV,2025-08-19,1.69,"Arrowstreet Capital, Limited Partnership",BE0003818359,archive
IMCD N.V.,2025-08-19,0.6,"BlackRock Institutional Trust Company, National Association",NL0010801007,archive
Ebusco Holding N.V.,2025-08-19,0.68,Citadel Securities (Europe) Limited,NL0015002AG2,archive
Randstad N.V.,2025-08-19,0.69,Marshall Wace LLP,NL0000379121,archive
Fugro N.V.,2025-08-19,0.7,"PDT Partners, LLC",NL00150003E1,archive
AMG Critical Materials N.V.,2025-08-18,0.49,Citadel Advisors LLC,NL0000888691,archive
Pharming Group N.V.,2025-08-18,0.48,Citadel Advisors LLC,NL0010391025,archive
Ebusco Holding N.V.,2025-08-18,0.92,Citadel Securities (Europe) Limited,NL0015002AG2,archive
Pharming Group N.V.,2025-08-18,1.51,Millennium International Management LP,NL0010391025,archive
Avantium N.V.,2025-08-18,1.6,Voleon Capital Management LP,NL0015002IE0,archive
Ebusco Holding N.V.,2025-08-15,0.43,Citadel Securities (Europe) Limited,NL0015002AG2,archive
Pharming Group N.V.,2025-08-15,0.59,"D. E. Shaw & Co., L.P.",NL0010391025,archive
Fugro N.V.,2025-08-15,0.81,Millennium International Management LP,NL00150003E1,archive
Pharming Group N.V.,2025-08-15,1.49,Millennium International Management LP,NL0010391025,archive
Alfen N.V.,2025-08-15,2.18,"PDT Partners, LLC",NL0012817175,archive
Ebusco Holding N.V.,2025-08-14,0.7,Citadel Securities (Europe) Limited,NL0015002AG2,archive
Akzo Nobel N.V.,2025-08-14,0.5,Kintbury Capital LLP,NL0013267909,archive
InPost S.A.,2025-08-14,0.63,Kintbury Capital LLP,LU2290522684,archive
Pharming Group N.V.,2025-08-14,1.5,Millennium International Management LP,NL0010391025,archive
Fugro N.V.,2025-08-14,0.68,"PDT Partners, LLC",NL00150003E1,archive
MFE-MEDIAFOREUROPE N.V.,2025-08-14,0.81,Syquant Capital,NL0015001OJ9,archive
Aalberts N.V.,2025-08-13,0.5,"BlackRock Advisors, LLC",NL0000852564,archive
Pharming Group N.V.,2025-08-13,0.6,"D. E. Shaw & Co., L.P.",NL0010391025,archive
InPost S.A.,2025-08-13,0.86,Marshall Wace LLP,LU2290522684,archive
Koninklijke KPN N.V.,2025-08-13,0.78,Marshall Wace LLP,NL0000009082,archive
Brunel International N.V.,2025-08-13,0.5,Qube Research & Technologies Ltd.,NL0010776944,archive
MFE-MEDIAFOREUROPE N.V.,2025-08-13,0.79,Syquant Capital,NL0015001OJ9,archive
Avantium N.V.,2025-08-13,1.51,Voleon Capital Management LP,NL0015002IE0,archive
Pharming Group N.V.,2025-08-12,0.95,Balyasny Asset Management (UK) LLP,NL0010391025,archive
TKH Group N.V.,2025-08-12,0.46,Capital Fund Management S.A.,NL0000852523,archive
Pharming Group N.V.,2025-08-12,0.58,Citadel Advisors LLC,NL0010391025,archive
Ebusco Holding N.V.,2025-08-12,0.87,Citadel Securities (Europe) Limited,NL0015002AG2,archive
Pharming Group N.V.,2025-08-12,0.57,"D. E. Shaw & Co., L.P.",NL0010391025,archive
Fugro N.V.,2025-08-12,0.7,"PDT Partners, LLC",NL00150003E1,archive
MFE-MEDIAFOREUROPE N.V.,2025-08-12,0.69,Syquant Capital,NL0015001OJ9,archive
Basic-Fit N.V.,2025-08-12,0.71,Wellington Management International Ltd.,NL0011872650,archive
AMG Critical Materials N.V.,2025-08-11,0.55,Citadel Advisors LLC,NL0000888691,archive
PostNL N.V.,2025-08-11,0.77,Citadel Advisors LLC,NL0009739416,archive
Randstad N.V.,2025-08-11,0.7,Marshall Wace LLP,NL0000379121,archive
Fugro N.V.,2025-08-11,0.72,Millennium International Management LP,NL00150003E1,archive
Pharming Group N.V.,2025-08-11,1.48,Millennium International Management LP,NL0010391025,archive
Signify N.V.,2025-08-11,0.5,Squarepoint Ops LLC,NL0011821392,archive
MFE-MEDIAFOREUROPE N.V.,2025-08-11,0.55,Syquant Capital,NL0015001OJ9,archive
Fugro N.V.,2025-08-11,0.5,"WorldQuant, LLC",NL00150003E1,archive
Pharming Group N.V.,2025-08-08,0.6,Balyasny Asset Management (UK) LLP,NL0010391025,archive
Ebusco Holding N.V.,2025-08-08,0.6,Citadel Securities (Europe) Limited,NL0015002AG2,archive
AMG Critical Materials N.V.,2025-08-08,0.49,"D. E. Shaw & Co., L.P.",NL0000888691,archive
Pharming Group N.V.,2025-08-08,0.48,"D. E. Shaw & Co., L.P.",NL0010391025,archive
ARCADIS N.V.,2025-08-08,0.51,Eleva Capital SAS,NL0006237562,archive
InPost S.A.,2025-08-08,0.9,Marshall Wace LLP,LU2290522684,archive
Signify N.V.,2025-08-08,0.49,Squarepoint Ops LLC,NL0011821392,archive
Signify N.V.,2025-08-07,0.7,"BlackRock Advisors, LLC",NL0011821392,archive
IMCD N.V.,2025-08-07,0.5,"BlackRock Institutional Trust Company, National Association",NL0010801007,archive
AMG Critical Materials N.V.,2025-08-06,0.61,Citadel Advisors LLC,NL0000888691,archive
Ebusco Holding N.V.,2025-08-06,0.59,Citadel Securities (Europe) Limited,NL0015002AG2,archive
Avantium N.V.,2025-08-06,0.68,"Connor, Clark & Lunn Investment Management Ltd.",NL0015002IE0,archive
BE Semiconductor Industries N.V.,2025-08-06,0.49,"Connor, Clark & Lunn Investment Management Ltd.",NL0012866412,archive
Alfen N.V.,2025-08-06,0.5,GSA Capital Partners LLP,NL0012817175,archive
ArcelorMittal S.A.,2025-08-06,0.49,Marshall Wace LLP,LU1598757687,archive
Avantium N.V.,2025-08-06,1.48,Voleon Capital Management LP,NL0015002IE0,archive
Universal Music Group N.V.,2025-08-05,0.48,Canada Pension Plan Investment Board,NL0015000IY2,archive
Havas N.V.,2025-08-05,0.61,Citadel Advisors LLC,NL0015002AH0,archive
Ebusco Holding N.V.,2025-08-05,0.75,Citadel Securities (Europe) Limited,NL0015002AG2,archive
Pharming Group N.V.,2025-08-05,0.56,"D. E. Shaw & Co., L.P.",NL0010391025,archive
Pharming Group N.V.,2025-08-05,1.53,Millennium International Management LP,NL0010391025,archive
Ebusco Holding N.V.,2025-08-04,0.82,Citadel Securities (Europe) Limited,NL0015002AG2,archive
Pharming Group N.V.,2025-08-04,0.69,"D. E. Shaw & Co., L.P.",NL0010391025,archive
ArcelorMittal S.A.,2025-08-04,0.5,Marshall Wace LLP,LU1598757687,archive
Alfen N.V.,2025-08-04,2.28,"PDT Partners, LLC",NL0012817175,archive
PostNL N.V.,2025-08-04,0.5,"PDT Partners, LLC",NL0009739416,archive
SBM Offshore N.V.,2025-08-01,0.7,"AQR Capital Management, LLC",NL0000360618,archive
Brunel International N.V.,2025-08-01,0.54,Citadel Advisors LLC,NL0010776944,archive
BE Semiconductor Industries N.V.,2025-08-01,0.68,"D. E. Shaw & Co., L.P.",NL0012866412,archive
Pharming Group N.V.,2025-08-01,0.86,"D. E. Shaw & Co., L.P.",NL0010391025,archive
Brunel International N.V.,2025-08-01,0.52,Marshall Wace LLP,NL0010776944,archive
Fugro N.V.,2025-08-01,0.6,Millennium International Management LP,NL00150003E1,archive
Fugro N.V.,2025-08-01,0.65,"PDT Partners, LLC",NL00150003E1,archive
Alfen N.V.,2025-08-01,0.49,Qube Research & Technologies Ltd.,NL0012817175,archive
Avantium N.V.,2025-08-01,1.59,Voleon Capital Management LP,NL0015002IE0,archive
Galapagos NV,2025-07-31,1.79,"Arrowstreet Capital, Limited Partnership",BE0003818359,archive
Signify N.V.,2025-07-31,0.99,Citadel Advisors LLC,NL0011821392,archive
Ebusco Holding N.V.,2025-07-31,0.94,Citadel Securities (Europe) Limited,NL0015002AG2,archive
Pharming Group N.V.,2025-07-31,0.98,"D. E. Shaw & Co., L.P.",NL0010391025,archive
InPost S.A.,2025-07-31,0.82,Marshall Wace LLP,LU2290522684,archive
Aperam S.A.,2025-07-31,0.47,Millennium International Management LP,LU0569974404,archive
Fugro N.V.,2025-07-31,0.55,Millennium International Management LP,NL00150003E1,archive
MFE-MEDIAFOREUROPE N.V.,2025-07-30,0.0,Amber Capital UK LLP,NL0015001OI1,archive
Akzo Nobel N.V.,2025-07-30,0.49,"BlackRock Financial Management, Inc.",NL0013267909,archive
Ebusco Holding N.V.,2025-07-30,0.86,Citadel Securities (Europe) Limited,NL0015002AG2,archive
Pharming Group N.V.,2025-07-30,1.32,"D. E. Shaw & Co., L.P.",NL0010391025,archive
Pharming Group N.V.,2025-07-30,1.64,Millennium International Management LP,NL0010391025,archive
Alfen N.V.,2025-07-30,0.5,Qube Research & Technologies Ltd.,NL0012817175,archive
Avantium N.V.,2025-07-30,1.6,Voleon Capital Management LP,NL0015002IE0,archive
Universal Music Group N.V.,2025-07-29,0.5,Canada Pension Plan Investment Board,NL0015000IY2,archive
Havas N.V.,2025-07-29,0.5,Citadel Advisors LLC,NL0015002AH0,archive
Signify N.V.,2025-07-29,0.89,Citadel Advisors LLC,NL0011821392,archive
Signify N.V.,2025-07-29,0.51,"D. E. Shaw & Co., L.P.",NL0011821392,archive
Koninklijke KPN N.V.,2025-07-29,0.88,Marshall Wace LLP,NL0000009082,archive
Basic-Fit N.V.,2025-07-29,0.53,"PDT Partners, LLC",NL0011872650,archive
Basic-Fit N.V.,2025-07-28,0.59,Acadian Asset Management LLC.,NL0011872650,archive
MFE-MEDIAFOREUROPE N.V.,2025-07-28,0.79,Amber Capital UK LLP,NL0015001OI1,archive
BE Semiconductor Industries N.V.,2025-07-28,0.5,"AQR Capital Management, LLC",NL0012866412,archive
Basic-Fit N.V.,2025-07-28,0.44,BlackRock Investment Management (UK) Limited,NL0011872650,archive
Signify N.V.,2025-07-28,0.98,Citadel Advisors LLC,NL0011821392,archive
Randstad N.V.,2025-07-28,0.6,Marshall Wace LLP,NL0000379121,archive
Aperam S.A.,2025-07-28,0.51,Millennium International Management LP,LU0569974404,archive
Pharming Group N.V.,2025-07-25,0.49,Citadel Advisors LLC,NL0010391025,archive
Signify N.V.,2025-07-25,1.06,Citadel Advisors LLC,NL0011821392,archive
Ebusco Holding N.V.,2025-07-25,0.76,Citadel Securities (Europe) Limited,NL0015002AG2,archive
BE Semiconductor Industries N.V.,2025-07-25,0.75,"D. E. Shaw & Co., L.P.",NL0012866412,archive
Signify N.V.,2025-07-25,0.52,Squarepoint Ops LLC,NL0011821392,archive
IMCD N.V.,2025-07-24,0.5,"AQR Capital Management, LLC",NL0010801007,archive
Basic-Fit N.V.,2025-07-24,0.56,BlackRock Investment Management (UK) Limited,NL0011872650,archive
TKH Group N.V.,2025-07-24,0.58,Capital Fund Management S.A.,NL0000852523,archive
Ebusco Holding N.V.,2025-07-24,0.85,Citadel Securities (Europe) Limited,NL0015002AG2,archive
Koninklijke KPN N.V.,2025-07-24,0.97,Marshall Wace LLP,NL0000009082,archive
Alfen N.V.,2025-07-24,0.02,Millennium Capital (DIFC) Limited,NL0012817175,archive
Alfen N.V.,2025-07-24,0.46,Millennium International Management LP,NL0012817175,archive
Basic-Fit N.V.,2025-07-24,0.49,"PDT Partners, LLC",NL0011872650,archive
Alfen N.V.,2025-07-24,0.49,Qube Research & Technologies Ltd.,NL0012817175,archive
Galapagos NV,2025-07-24,0.67,Qube Research & Technologies Ltd.,BE0003818359,archive
Basic-Fit N.V.,2025-07-24,0.65,Wellington Management International Ltd.,NL0011872650,archive
PostNL N.V.,2025-07-23,0.87,Citadel Advisors LLC,NL0009739416,archive
Signify N.V.,2025-07-23,1.18,Citadel Advisors LLC,NL0011821392,archive
Ebusco Holding N.V.,2025-07-23,0.9,Citadel Securities (Europe) Limited,NL0015002AG2,archive
TKH Group N.V.,2025-07-23,0.49,Marshall Wace LLP,NL0000852523,archive
Alfen N.V.,2025-07-23,0.65,Qube Research & Technologies Ltd.,NL0012817175,archive
PostNL N.V.,2025-07-23,0.49,Voleon Capital Management LP,NL0009739416,archive
AMG Critical Materials N.V.,2025-07-23,0.48,Winton Capital Management Limited,NL0000888691,archive
Signify N.V.,2025-07-22,0.6,"BlackRock Advisors, LLC",NL0011821392,archive
ArcelorMittal S.A.,2025-07-22,0.49,Citadel Advisors LLC,LU1598757687,archive
Pharming Group N.V.,2025-07-22,0.59,Citadel Advisors LLC,NL0010391025,archive
Signify N.V.,2025-07-22,1.2,Citadel Advisors LLC,NL0011821392,archive
Ebusco Holding N.V.,2025-07-22,0.88,Citadel Securities (Europe) Limited,NL0015002AG2,archive
BE Semiconductor Industries N.V.,2025-07-22,0.88,"D. E. Shaw & Co., L.P.",NL0012866412,archive
Pharming Group N.V.,2025-07-22,1.2,"D. E. Shaw & Co., L.P.",NL0010391025,archive
Pharming Group N.V.,2025-07-22,1.56,Millennium International Management LP,NL0010391025,archive
OCI N.V.,2025-07-22,0.76,Numeric Investors LLC,NL0010558797,archive
AMG Critical Materials N.V.,2025-07-21,0.58,Citadel Advisors LLC,NL0000888691,archive
ArcelorMittal S.A.,2025-07-21,0.5,Citadel Advisors LLC,LU1598757687,archive
Signify N.V.,2025-07-21,1.18,Citadel Advisors LLC,NL0011821392,archive
Ebusco Holding N.V.,2025-07-21,0.5,Citadel Securities (Europe) Limited,NL0015002AG2,archive
Avantium N.V.,2025-07-21,0.78,"Connor, Clark & Lunn Investment Management Ltd.",NL0015002IE0,archive
BE Semiconductor Industries N.V.,2025-07-21,0.9,"D. E. Shaw & Co., L.P.",NL0012866412,archive
Pharming Group N.V.,2025-07-21,1.16,"D. E. Shaw & Co., L.P.",NL0010391025,archive
BE Semiconductor Industries N.V.,2025-07-18,0.48,"AQR Capital Management, LLC",NL0012866412,archive
AMG Critical Materials N.V.,2025-07-18,0.66,Citadel Advisors LLC,NL0000888691,archive
Signify N.V.,2025-07-18,1.2,Citadel Advisors LLC,NL0011821392,archive
Heineken N.V.,2025-07-18,0.48,Marshall Wace LLP,NL0000009165,archive
InPost S.A.,2025-07-18,0.7,Marshall Wace LLP,LU2290522684,archive
Randstad N.V.,2025-07-18,0.52,Marshall Wace LLP,NL0000379121,archive
Pharming Group N.V.,2025-07-18,1.68,Millennium International Management LP,NL0010391025,archive
Basic-Fit N.V.,2025-07-18,0.5,"PDT Partners, LLC",NL0011872650,archive
Akzo Nobel N.V.,2025-07-17,0.5,"BlackRock Advisors, LLC",NL0013267909,archive
Signify N.V.,2025-07-17,0.5,"BlackRock Advisors, LLC",NL0011821392,archive
Galapagos NV,2025-07-17,0.48,Citadel Advisors LLC,BE0003818359,archive
PostNL N.V.,2025-07-17,0.9,Citadel Advisors LLC,NL0009739416,archive
Signify N.V.,2025-07-17,1.19,Citadel Advisors LLC,NL0011821392,archive
TKH Group N.V.,2025-07-17,0.58,Marshall Wace LLP,NL0000852523,archive
Alfen N.V.,2025-07-17,0.84,Millennium International Management LP,NL0012817175,archive
Alfen N.V.,2025-07-17,2.39,"PDT Partners, LLC",NL0012817175,archive
Avantium N.V.,2025-07-17,1.51,Voleon Capital Management LP,NL0015002IE0,archive
AMG Critical Materials N.V.,2025-07-17,0.5,Winton Capital Management Limited,NL0000888691,archive
IMCD N.V.,2025-07-16,0.49,"AQR Capital Management, LLC",NL0010801007,archive
Fugro N.V.,2025-07-16,0.7,BlackRock Investment Management (UK) Limited,NL00150003E1,archive
Fugro N.V.,2025-07-16,0.45,Marshall Wace LLP,NL00150003E1,archive
PostNL N.V.,2025-07-16,0.59,Marshall Wace LLP,NL0009739416,archive
BE Semiconductor Industries N.V.,2025-07-16,0.47,"PDT Partners, LLC",NL0012866412,archive
