issuer_name,position_date,net_short_position,position_holder,isin,source
BE Semiconductor Industries N.V.,2022-02-23,0.63,"Point72 Europe (London), LLP",NL0012866412,archive
BE Semiconductor Industries N.V.,2022-02-23,0.5,Renaissance Technologies LLC,NL0012866412,archive
Wereldhave N.V.,2022-02-23,3.89,"Woodson Capital Master Fund, LP",NL0000289213,archive
Wereldhave N.V.,2022-02-22,0.89,Adelphi Capital LLP,NL0000289213,archive
Alfen N.V.,2022-02-22,0.51,"BlackRock Institutional Trust Company, National Association",NL0012817175,archive
AMG Critical Materials N.V.,2022-02-22,0.93,Capital Fund Management S.A.,NL0000888691,archive
BE Semiconductor Industries N.V.,2022-02-22,0.58,"Point72 Europe (London), LLP",NL0012866412,archive
BE Semiconductor Industries N.V.,2022-02-22,0.49,Renaissance Technologies LLC,NL0012866412,archive
Alfen N.V.,2022-02-22,0.83,Voleon Capital Management LP,NL0012817175,archive
Flow Traders Ltd.,2022-02-22,1.12,"WorldQuant, LLC",NL0011279492,archive
PostNL N.V.,2022-02-22,0.68,"WorldQuant, LLC",NL0009739416,archive
TomTom N.V.,2022-02-22,0.72,"WorldQuant, LLC",NL0013332471,archive
Wereldhave N.V.,2022-02-21,0.99,Adelphi Capital LLP,NL0000289213,archive
BE Semiconductor Industries N.V.,2022-02-21,0.5,"D. E. Shaw & Co., L.P.",NL0012866412,archive
PostNL N.V.,2022-02-21,1.78,Marshall Wace LLP,NL0009739416,archive
Aperam S.A.,2022-02-21,0.88,Millennium Capital Partners LLP,LU0569974404,archive
PostNL N.V.,2022-02-21,0.67,Millennium Capital Partners LLP,NL0009739416,archive
BE Semiconductor Industries N.V.,2022-02-21,0.64,"Point72 Europe (London), LLP",NL0012866412,archive
AMG Critical Materials N.V.,2022-02-21,0.39,Qube Research & Technologies Ltd.,NL0000888691,archive
Alfen N.V.,2022-02-21,0.79,Voleon Capital Management LP,NL0012817175,archive
Wereldhave N.V.,2022-02-18,1.15,Adelphi Capital LLP,NL0000289213,archive
SBM Offshore N.V.,2022-02-18,0.98,Marshall Wace LLP,NL0000360618,archive
PostNL N.V.,2022-02-18,0.7,Millennium Capital Partners LLP,NL0009739416,archive
BE Semiconductor Industries N.V.,2022-02-18,0.7,"Point72 Europe (London), LLP",NL0012866412,archive
BE Semiconductor Industries N.V.,2022-02-18,0.5,Renaissance Technologies LLC,NL0012866412,archive
Alfen N.V.,2022-02-18,0.62,Voleon Capital Management LP,NL0012817175,archive
Wereldhave N.V.,2022-02-17,1.3,Adelphi Capital LLP,NL0000289213,archive
Koninklijke BAM Groep N.V.,2022-02-17,0.67,Citadel Advisors LLC,NL0000337319,archive
Alfen N.V.,2022-02-17,0.46,"D. E. Shaw & Co., L.P.",NL0012817175,archive
Koninklijke Philips N.V.,2022-02-17,0.6,Marshall Wace LLP,NL0000009538,archive
PostNL N.V.,2022-02-17,1.85,Marshall Wace LLP,NL0009739416,archive
PostNL N.V.,2022-02-17,0.69,Millennium Capital Partners LLP,NL0009739416,archive
Aperam S.A.,2022-02-17,0.48,Millennium International Management LP,LU0569974404,archive
BE Semiconductor Industries N.V.,2022-02-17,0.57,"Point72 Europe (London), LLP",NL0012866412,archive
Fugro N.V.,2022-02-17,0.49,"WorldQuant, LLC",NL00150003E1,archive
Wereldhave N.V.,2022-02-16,1.48,Adelphi Capital LLP,NL0000289213,archive
AMG Critical Materials N.V.,2022-02-16,0.88,Capital Fund Management S.A.,NL0000888691,archive
Koninklijke BAM Groep N.V.,2022-02-16,0.45,Citadel Advisors LLC,NL0000337319,archive
ABN AMRO Bank NV,2022-02-16,1.2,Marshall Wace LLP,NL0011540547,archive
Alfen N.V.,2022-02-16,0.67,Marshall Wace LLP,NL0012817175,archive
Aperam S.A.,2022-02-16,0.98,Millennium Capital Partners LLP,LU0569974404,archive
Wereldhave N.V.,2022-02-16,3.92,"Woodson Capital Master Fund, LP",NL0000289213,archive
Flow Traders Ltd.,2022-02-16,1.01,"WorldQuant, LLC",NL0011279492,archive
PostNL N.V.,2022-02-16,0.74,"WorldQuant, LLC",NL0009739416,archive
Wereldhave N.V.,2022-02-15,1.63,Adelphi Capital LLP,NL0000289213,archive
Koninklijke BAM Groep N.V.,2022-02-15,0.5,Citadel Advisors LLC,NL0000337319,archive
AMG Critical Materials N.V.,2022-02-15,0.49,"Connor, Clark & Lunn Investment Management Ltd.",NL0000888691,archive
TomTom N.V.,2022-02-15,0.68,"WorldQuant, LLC",NL0013332471,archive
Wereldhave N.V.,2022-02-14,1.72,Adelphi Capital LLP,NL0000289213,archive
ASR Nederland N.V.,2022-02-14,0.35,Citadel Advisors LLC,NL0011872643,archive
TomTom N.V.,2022-02-14,0.65,Marshall Wace LLP,NL0013332471,archive
Aperam S.A.,2022-02-14,1.05,Millennium Capital Partners LLP,LU0569974404,archive
BE Semiconductor Industries N.V.,2022-02-14,0.66,"Point72 Europe (London), LLP",NL0012866412,archive
AMG Critical Materials N.V.,2022-02-14,0.53,Qube Research & Technologies Ltd.,NL0000888691,archive
Alfen N.V.,2022-02-14,0.94,Rye Bay Capital LLP,NL0012817175,archive
Flow Traders Ltd.,2022-02-14,0.91,"WorldQuant, LLC",NL0011279492,archive
PostNL N.V.,2022-02-14,0.88,"WorldQuant, LLC",NL0009739416,archive
TomTom N.V.,2022-02-14,0.7,"WorldQuant, LLC",NL0013332471,archive
Eurocommercial Properties N.V.,2022-02-11,0.44,Adelphi Capital LLP,NL0015000K93,archive
Basic-Fit N.V.,2022-02-11,0.52,CapeView Capital LLP,NL0011872650,archive
ABN AMRO Bank NV,2022-02-11,1.11,Marshall Wace LLP,NL0011540547,archive
PostNL N.V.,2022-02-11,1.98,Marshall Wace LLP,NL0009739416,archive
Aperam S.A.,2022-02-11,0.89,Millennium Capital Partners LLP,LU0569974404,archive
Eurocommercial Properties N.V.,2022-02-10,0.76,Adelphi Capital LLP,NL0015000K93,archive
Wereldhave N.V.,2022-02-10,1.83,Adelphi Capital LLP,NL0000289213,archive
ABN AMRO Bank NV,2022-02-10,1.05,Marshall Wace LLP,NL0011540547,archive
Alfen N.V.,2022-02-10,0.88,Marshall Wace LLP,NL0012817175,archive
Galapagos NV,2022-02-10,0.63,Marshall Wace LLP,BE0003818359,archive
SBM Offshore N.V.,2022-02-10,1.02,Marshall Wace LLP,NL0000360618,archive
Alfen N.V.,2022-02-10,0.75,Rye Bay Capital LLP,NL0012817175,archive
Wereldhave N.V.,2022-02-10,4.04,"Woodson Capital Master Fund, LP",NL0000289213,archive
Flow Traders Ltd.,2022-02-10,0.82,"WorldQuant, LLC",NL0011279492,archive
PostNL N.V.,2022-02-10,0.92,"WorldQuant, LLC",NL0009739416,archive
TomTom N.V.,2022-02-10,0.69,"WorldQuant, LLC",NL0013332471,archive
Wereldhave N.V.,2022-02-09,2.02,Adelphi Capital LLP,NL0000289213,archive
IMCD N.V.,2022-02-09,0.49,"AQR Capital Management, LLC",NL0010801007,archive
TomTom N.V.,2022-02-09,0.49,Citadel Advisors LLC,NL0013332471,archive
ABN AMRO Bank NV,2022-02-09,0.89,Marshall Wace LLP,NL0011540547,archive
TomTom N.V.,2022-02-09,0.74,Marshall Wace LLP,NL0013332471,archive
Alfen N.V.,2022-02-09,0.56,Rye Bay Capital LLP,NL0012817175,archive
PostNL N.V.,2022-02-09,1.0,"WorldQuant, LLC",NL0009739416,archive
Eurocommercial Properties N.V.,2022-02-08,0.97,Adelphi Capital LLP,NL0015000K93,archive
CM.com N.V.,2022-02-08,0.84,Highbridge Capital Management LLC,NL0012747059,archive
Koninklijke Philips N.V.,2022-02-08,0.52,Marshall Wace LLP,NL0000009538,archive
Flow Traders Ltd.,2022-02-08,0.7,"WorldQuant, LLC",NL0011279492,archive
AMG Critical Materials N.V.,2022-02-07,0.91,Capital Fund Management S.A.,NL0000888691,archive
TomTom N.V.,2022-02-07,0.54,Citadel Advisors LLC,NL0013332471,archive
Alfen N.V.,2022-02-07,0.99,Marshall Wace LLP,NL0012817175,archive
Galapagos NV,2022-02-07,0.51,Marshall Wace LLP,BE0003818359,archive
PostNL N.V.,2022-02-07,2.0,Marshall Wace LLP,NL0009739416,archive
TomTom N.V.,2022-02-07,0.86,Marshall Wace LLP,NL0013332471,archive
PostNL N.V.,2022-02-07,0.71,Millennium Capital Partners LLP,NL0009739416,archive
BE Semiconductor Industries N.V.,2022-02-07,0.92,"Point72 Europe (London), LLP",NL0012866412,archive
PostNL N.V.,2022-02-07,1.16,"WorldQuant, LLC",NL0009739416,archive
TomTom N.V.,2022-02-07,0.72,"WorldQuant, LLC",NL0013332471,archive
Eurocommercial Properties N.V.,2022-02-04,1.02,Adelphi Capital LLP,NL0015000K93,archive
Wereldhave N.V.,2022-02-04,2.25,Adelphi Capital LLP,NL0000289213,archive
TomTom N.V.,2022-02-04,0.72,Citadel Advisors LLC,NL0013332471,archive
TomTom N.V.,2022-02-04,0.97,Marshall Wace LLP,NL0013332471,archive
Aperam S.A.,2022-02-04,0.99,Millennium Capital Partners LLP,LU0569974404,archive
PostNL N.V.,2022-02-04,0.69,Millennium Capital Partners LLP,NL0009739416,archive
BE Semiconductor Industries N.V.,2022-02-04,0.88,"Point72 Europe (London), LLP",NL0012866412,archive
Fugro N.V.,2022-02-04,0.59,"WorldQuant, LLC",NL00150003E1,archive
TomTom N.V.,2022-02-04,0.62,"WorldQuant, LLC",NL0013332471,archive
Eurocommercial Properties N.V.,2022-02-03,1.58,Adelphi Capital LLP,NL0015000K93,archive
Wereldhave N.V.,2022-02-03,2.47,Adelphi Capital LLP,NL0000289213,archive
Alfen N.V.,2022-02-03,0.83,AllianceBernstein L.P.,NL0012817175,archive
AMG Critical Materials N.V.,2022-02-03,0.86,Capital Fund Management S.A.,NL0000888691,archive
ABN AMRO Bank NV,2022-02-03,0.92,Marshall Wace LLP,NL0011540547,archive
Alfen N.V.,2022-02-03,1.0,Marshall Wace LLP,NL0012817175,archive
PostNL N.V.,2022-02-03,1.9,Marshall Wace LLP,NL0009739416,archive
PostNL N.V.,2022-02-03,0.72,Millennium Capital Partners LLP,NL0009739416,archive
Aperam S.A.,2022-02-03,0.52,Millennium International Management LP,LU0569974404,archive
Ebusco Holding N.V.,2022-02-03,0.5,Otus Capital Management Ltd.,NL0015000CZ2,archive
Galapagos NV,2022-02-03,0.53,Qube Research & Technologies Ltd.,BE0003818359,archive
Flow Traders Ltd.,2022-02-03,0.61,"WorldQuant, LLC",NL0011279492,archive
PostNL N.V.,2022-02-03,1.29,"WorldQuant, LLC",NL0009739416,archive
Eurocommercial Properties N.V.,2022-02-02,1.65,Adelphi Capital LLP,NL0015000K93,archive
Wereldhave N.V.,2022-02-02,2.65,Adelphi Capital LLP,NL0000289213,archive
Alfen N.V.,2022-02-02,0.78,AllianceBernstein L.P.,NL0012817175,archive
ArcelorMittal S.A.,2022-02-01,0.5,"D. E. Shaw & Co. (London), LLP",LU1598757687,archive
Alfen N.V.,2022-02-01,0.99,Marshall Wace LLP,NL0012817175,archive
TomTom N.V.,2022-02-01,1.11,Marshall Wace LLP,NL0013332471,archive
PostNL N.V.,2022-02-01,0.67,Millennium Capital Partners LLP,NL0009739416,archive
PostNL N.V.,2022-02-01,0.49,Millennium International Management LP,NL0009739416,archive
BE Semiconductor Industries N.V.,2022-02-01,0.9,"Point72 Europe (London), LLP",NL0012866412,archive
Galapagos NV,2022-02-01,0.45,Qube Research & Technologies Ltd.,BE0003818359,archive
Eurocommercial Properties N.V.,2022-01-31,1.88,Adelphi Capital LLP,NL0015000K93,archive
PostNL N.V.,2022-01-31,0.71,Millennium Capital Partners LLP,NL0009739416,archive
Galapagos NV,2022-01-31,0.7,Qube Research & Technologies Ltd.,BE0003818359,archive
TomTom N.V.,2022-01-31,0.58,"WorldQuant, LLC",NL0013332471,archive
ASR Nederland N.V.,2022-01-28,0.53,Citadel Advisors LLC,NL0011872643,archive
ABN AMRO Bank NV,2022-01-28,0.8,Marshall Wace LLP,NL0011540547,archive
TomTom N.V.,2022-01-28,1.02,Marshall Wace LLP,NL0013332471,archive
PostNL N.V.,2022-01-28,0.5,Millennium International Management LP,NL0009739416,archive
BE Semiconductor Industries N.V.,2022-01-28,0.83,"Point72 Europe (London), LLP",NL0012866412,archive
Fugro N.V.,2022-01-28,0.6,"WorldQuant, LLC",NL00150003E1,archive
PostNL N.V.,2022-01-28,1.38,"WorldQuant, LLC",NL0009739416,archive
Eurocommercial Properties N.V.,2022-01-27,1.93,Adelphi Capital LLP,NL0015000K93,archive
Galapagos NV,2022-01-27,0.44,Canada Pension Plan Investment Board,BE0003818359,archive
Unibail-Rodamco-Westfield SE,2022-01-27,0.46,Kintbury Capital LLP,FR0013326246,archive
ARCADIS N.V.,2022-01-27,0.47,Pelham Capital Ltd.,NL0006237562,archive
Galapagos NV,2022-01-27,0.69,Qube Research & Technologies Ltd.,BE0003818359,archive
AMG Critical Materials N.V.,2022-01-27,0.89,Systematica Investments Limited,NL0000888691,archive
Flow Traders Ltd.,2022-01-27,0.59,"WorldQuant, LLC",NL0011279492,archive
AMG Critical Materials N.V.,2022-01-26,0.43,Citadel Advisors LLC,NL0000888691,archive
PostNL N.V.,2022-01-26,0.43,Citadel Advisors LLC,NL0009739416,archive
CM.com N.V.,2022-01-26,0.7,Highbridge Capital Management LLC,NL0012747059,archive
Unibail-Rodamco-Westfield SE,2022-01-26,0.52,Kintbury Capital LLP,FR0013326246,archive
Aperam S.A.,2022-01-26,1.01,Millennium Capital Partners LLP,LU0569974404,archive
Wereldhave N.V.,2022-01-26,0.29,Millennium International Management LP,NL0000289213,archive
Alfen N.V.,2022-01-26,0.66,Odey Asset Management LLP,NL0012817175,archive
AMG Critical Materials N.V.,2022-01-26,0.49,Qube Research & Technologies Ltd.,NL0000888691,archive
Fugro N.V.,2022-01-26,0.59,"WorldQuant, LLC",NL00150003E1,archive
Alfen N.V.,2022-01-25,0.6,AllianceBernstein L.P.,NL0012817175,archive
CM.com N.V.,2022-01-25,0.59,Highbridge Capital Management LLC,NL0012747059,archive
PostNL N.V.,2022-01-25,0.47,Kuvari Partners LLP,NL0009739416,archive
PostNL N.V.,2022-01-25,1.88,Marshall Wace LLP,NL0009739416,archive
Aperam S.A.,2022-01-25,0.99,Millennium Capital Partners LLP,LU0569974404,archive
PostNL N.V.,2022-01-25,0.68,Millennium Capital Partners LLP,NL0009739416,archive
Alfen N.V.,2022-01-25,0.55,Odey Asset Management LLP,NL0012817175,archive
Galapagos NV,2022-01-25,0.77,Qube Research & Technologies Ltd.,BE0003818359,archive
AMG Critical Materials N.V.,2022-01-25,0.93,Systematica Investments Limited,NL0000888691,archive
Alfen N.V.,2022-01-24,0.5,AllianceBernstein L.P.,NL0012817175,archive
AMG Critical Materials N.V.,2022-01-24,0.51,Citadel Advisors LLC,NL0000888691,archive
TomTom N.V.,2022-01-24,0.52,Citadel Advisors LLC,NL0013332471,archive
AMG Critical Materials N.V.,2022-01-24,0.58,"Connor, Clark & Lunn Investment Management Ltd.",NL0000888691,archive
Unibail-Rodamco-Westfield SE,2022-01-24,0.61,Kintbury Capital LLP,FR0013326246,archive
ABN AMRO Bank NV,2022-01-24,0.71,Marshall Wace LLP,NL0011540547,archive
Alfen N.V.,2022-01-24,1.04,Marshall Wace LLP,NL0012817175,archive
Aperam S.A.,2022-01-24,0.47,Millennium International Management LP,LU0569974404,archive
AMG Critical Materials N.V.,2022-01-24,0.58,Qube Research & Technologies Ltd.,NL0000888691,archive
PostNL N.V.,2022-01-24,1.57,"WorldQuant, LLC",NL0009739416,archive
AMG Critical Materials N.V.,2022-01-21,0.72,Capital Fund Management S.A.,NL0000888691,archive
AMG Critical Materials N.V.,2022-01-21,0.49,Citadel Advisors LLC,NL0000888691,archive
PostNL N.V.,2022-01-21,0.5,Citadel Advisors LLC,NL0009739416,archive
Unibail-Rodamco-Westfield SE,2022-01-21,0.58,Kintbury Capital LLP,FR0013326246,archive
Alfen N.V.,2022-01-21,0.99,Marshall Wace LLP,NL0012817175,archive
PostNL N.V.,2022-01-21,1.92,Marshall Wace LLP,NL0009739416,archive
AMG Critical Materials N.V.,2022-01-21,0.66,Qube Research & Technologies Ltd.,NL0000888691,archive
Fugro N.V.,2022-01-21,0.6,"WorldQuant, LLC",NL00150003E1,archive
PostNL N.V.,2022-01-21,1.44,"WorldQuant, LLC",NL0009739416,archive
Unibail-Rodamco-Westfield SE,2022-01-20,0.49,Marshall Wace LLP,FR0013326246,archive
Aperam S.A.,2022-01-20,1.08,Millennium Capital Partners LLP,LU0569974404,archive
AMG Critical Materials N.V.,2022-01-19,0.52,Citadel Advisors LLC,NL0000888691,archive
Pharming Group N.V.,2022-01-19,0.49,Citadel Advisors LLC,NL0010391025,archive
Alfen N.V.,2022-01-19,0.82,Marshall Wace LLP,NL0012817175,archive
AMG Critical Materials N.V.,2022-01-19,0.79,Qube Research & Technologies Ltd.,NL0000888691,archive
AMG Critical Materials N.V.,2022-01-18,0.46,Citadel Advisors LLC,NL0000888691,archive
BE Semiconductor Industries N.V.,2022-01-18,0.41,Lone Pine Capital LLC,NL0012866412,archive
Alfen N.V.,2022-01-18,0.75,Marshall Wace LLP,NL0012817175,archive
PostNL N.V.,2022-01-18,1.35,"WorldQuant, LLC",NL0009739416,archive
Alfen N.V.,2022-01-17,0.88,Marshall Wace LLP,NL0012817175,archive
AMG Critical Materials N.V.,2022-01-17,1.09,Systematica Investments Limited,NL0000888691,archive
PostNL N.V.,2022-01-17,1.27,"WorldQuant, LLC",NL0009739416,archive
Alfen N.V.,2022-01-14,0.92,Marshall Wace LLP,NL0012817175,archive
PostNL N.V.,2022-01-14,1.87,Marshall Wace LLP,NL0009739416,archive
Galapagos NV,2022-01-14,0.89,Qube Research & Technologies Ltd.,BE0003818359,archive
Fugro N.V.,2022-01-14,0.57,"WorldQuant, LLC",NL00150003E1,archive
PostNL N.V.,2022-01-14,1.09,"WorldQuant, LLC",NL0009739416,archive
TomTom N.V.,2022-01-14,0.69,"WorldQuant, LLC",NL0013332471,archive
AMG Critical Materials N.V.,2022-01-13,0.54,Citadel Advisors LLC,NL0000888691,archive
BE Semiconductor Industries N.V.,2022-01-13,0.57,Lone Pine Capital LLC,NL0012866412,archive
PostNL N.V.,2022-01-13,1.91,Marshall Wace LLP,NL0009739416,archive
Aperam S.A.,2022-01-13,1.19,Millennium Capital Partners LLP,LU0569974404,archive
PostNL N.V.,2022-01-13,0.55,Millennium Capital Partners LLP,NL0009739416,archive
AMG Critical Materials N.V.,2022-01-13,0.84,Qube Research & Technologies Ltd.,NL0000888691,archive
PostNL N.V.,2022-01-13,0.93,"WorldQuant, LLC",NL0009739416,archive
IMCD N.V.,2022-01-12,0.5,"AQR Capital Management, LLC",NL0010801007,archive
Basic-Fit N.V.,2022-01-12,1.23,Citadel Advisors Europe Limited,NL0011872650,archive
Alfen N.V.,2022-01-12,0.69,Marshall Wace LLP,NL0012817175,archive
PostNL N.V.,2022-01-12,2.06,Marshall Wace LLP,NL0009739416,archive
Aperam S.A.,2022-01-12,1.2,Millennium Capital Partners LLP,LU0569974404,archive
Pharming Group N.V.,2022-01-12,1.25,Pictet Asset Management Limited,NL0010391025,archive
Fugro N.V.,2022-01-12,0.67,"WorldQuant, LLC",NL00150003E1,archive
AMG Critical Materials N.V.,2022-01-11,0.65,Capital Fund Management S.A.,NL0000888691,archive
Basic-Fit N.V.,2022-01-11,1.17,Citadel Advisors Europe Limited,NL0011872650,archive
AMG Critical Materials N.V.,2022-01-11,1.18,Systematica Investments Limited,NL0000888691,archive
Alfen N.V.,2022-01-11,0.48,Voleon Capital Management LP,NL0012817175,archive
TomTom N.V.,2022-01-11,0.71,"WorldQuant, LLC",NL0013332471,archive
Basic-Fit N.V.,2022-01-10,1.21,Citadel Advisors Europe Limited,NL0011872650,archive
AMG Critical Materials N.V.,2022-01-10,0.64,Citadel Advisors LLC,NL0000888691,archive
Basic-Fit N.V.,2022-01-10,0.39,"D. E. Shaw & Co. (London), LLP",NL0011872650,archive
PostNL N.V.,2022-01-10,2.19,Marshall Wace LLP,NL0009739416,archive
AMG Critical Materials N.V.,2022-01-10,0.79,Qube Research & Technologies Ltd.,NL0000888691,archive
PostNL N.V.,2022-01-10,0.8,"WorldQuant, LLC",NL0009739416,archive
Koninklijke BAM Groep N.V.,2022-01-07,0.48,Citadel Advisors LLC,NL0000337319,archive
Pharming Group N.V.,2022-01-07,0.53,Citadel Advisors LLC,NL0010391025,archive
ARCADIS N.V.,2022-01-07,0.49,Lansdowne Partners (UK) LLP,NL0006237562,archive
ABN AMRO Bank NV,2022-01-07,0.63,Marshall Wace LLP,NL0011540547,archive
PostNL N.V.,2022-01-07,2.26,Marshall Wace LLP,NL0009739416,archive
Aperam S.A.,2022-01-07,1.1,Millennium Capital Partners LLP,LU0569974404,archive
AMG Critical Materials N.V.,2022-01-07,0.85,Qube Research & Technologies Ltd.,NL0000888691,archive
AMG Critical Materials N.V.,2022-01-06,0.56,Citadel Advisors LLC,NL0000888691,archive
Alfen N.V.,2022-01-06,0.7,Marshall Wace LLP,NL0012817175,archive
Galapagos NV,2022-01-06,0.98,Qube Research & Technologies Ltd.,BE0003818359,archive
AMG Critical Materials N.V.,2022-01-05,0.56,Capital Fund Management S.A.,NL0000888691,archive
Basic-Fit N.V.,2022-01-05,1.08,Citadel Advisors Europe Limited,NL0011872650,archive
AMG Critical Materials N.V.,2022-01-05,0.48,Citadel Advisors LLC,NL0000888691,archive
TomTom N.V.,2022-01-05,0.47,Citadel Advisors LLC,NL0013332471,archive
PostNL N.V.,2022-01-05,0.66,Kuvari Partners LLP,NL0009739416,archive
BE Semiconductor Industries N.V.,2022-01-05,0.66,Lone Pine Capital LLC,NL0012866412,archive
ABN AMRO Bank NV,2022-01-05,0.54,Marshall Wace LLP,NL0011540547,archive
PostNL N.V.,2022-01-05,2.35,Marshall Wace LLP,NL0009739416,archive
Galapagos NV,2022-01-05,1.0,Qube Research & Technologies Ltd.,BE0003818359,archive
Alfen N.V.,2022-01-05,0.5,Voleon Capital Management LP,NL0012817175,archive
Unibail-Rodamco-Westfield SE,2022-01-04,0.68,Kintbury Capital LLP,FR0013326246,archive
BE Semiconductor Industries N.V.,2022-01-04,0.76,Lone Pine Capital LLC,NL0012866412,archive
PostNL N.V.,2022-01-04,0.61,Millennium Capital Partners LLP,NL0009739416,archive
AMG Critical Materials N.V.,2022-01-04,0.92,Qube Research & Technologies Ltd.,NL0000888691,archive
Galapagos NV,2022-01-04,0.99,Qube Research & Technologies Ltd.,BE0003818359,archive
Alfen N.V.,2022-01-04,0.49,Voleon Capital Management LP,NL0012817175,archive
Fugro N.V.,2022-01-04,0.78,"WorldQuant, LLC",NL00150003E1,archive
TomTom N.V.,2022-01-04,0.63,"WorldQuant, LLC",NL0013332471,archive
Basic-Fit N.V.,2022-01-03,0.98,Citadel Advisors Europe Limited,NL0011872650,archive
Basic-Fit N.V.,2022-01-03,0.0,Citadel Europe LLP,NL0011872650,archive
TomTom N.V.,2022-01-03,0.47,HRTEU Limited,NL0013332471,archive
BE Semiconductor Industries N.V.,2022-01-03,0.87,Lone Pine Capital LLC,NL0012866412,archive
PostNL N.V.,2022-01-03,2.46,Marshall Wace LLP,NL0009739416,archive
PostNL N.V.,2022-01-03,0.59,Millennium Capital Partners LLP,NL0009739416,archive
AMG Critical Materials N.V.,2022-01-03,0.82,Qube Research & Technologies Ltd.,NL0000888691,archive
PostNL N.V.,2022-01-03,0.75,"WorldQuant, LLC",NL0009739416,archive
AMG Critical Materials N.V.,2021-12-31,0.68,"Connor, Clark & Lunn Investment Management Ltd.",NL0000888691,archive
BE Semiconductor Industries N.V.,2021-12-31,0.97,Lone Pine Capital LLC,NL0012866412,archive
PostNL N.V.,2021-12-31,0.6,Millennium Capital Partners LLP,NL0009739416,archive
Galapagos NV,2021-12-30,0.49,"AQR Capital Management, LLC",BE0003818359,archive
AMG Critical Materials N.V.,2021-12-30,0.58,Citadel Advisors LLC,NL0000888691,archive
AMG Critical Materials N.V.,2021-12-30,0.72,Qube Research & Technologies Ltd.,NL0000888691,archive
Fugro N.V.,2021-12-30,0.81,"WorldQuant, LLC",NL00150003E1,archive
PostNL N.V.,2021-12-29,0.62,"WorldQuant, LLC",NL0009739416,archive
Wereldhave N.V.,2021-12-28,0.5,Millennium International Management LP,NL0000289213,archive
Alfen N.V.,2021-12-27,0.69,Marshall Wace LLP,NL0012817175,archive
PostNL N.V.,2021-12-27,2.59,Marshall Wace LLP,NL0009739416,archive
Galapagos NV,2021-12-27,1.09,Qube Research & Technologies Ltd.,BE0003818359,archive
TomTom N.V.,2021-12-23,0.51,Citadel Advisors LLC,NL0013332471,archive
TomTom N.V.,2021-12-23,0.9,Marshall Wace LLP,NL0013332471,archive
AMG Critical Materials N.V.,2021-12-23,0.49,"PDT Partners, LLC",NL0000888691,archive
PostNL N.V.,2021-12-23,0.51,"WorldQuant, LLC",NL0009739416,archive
PostNL N.V.,2021-12-22,2.61,Marshall Wace LLP,NL0009739416,archive
AMG Critical Materials N.V.,2021-12-22,0.61,Qube Research & Technologies Ltd.,NL0000888691,archive
Wereldhave N.V.,2021-12-22,1.03,Toscafund Asset Management LLP,NL0000289213,archive
TomTom N.V.,2021-12-22,0.58,"WorldQuant, LLC",NL0013332471,archive
ArcelorMittal S.A.,2021-12-21,0.31,B&G Master Fund Plc,LU1598757687,archive
Koninklijke BAM Groep N.V.,2021-12-21,0.52,Citadel Advisors LLC,NL0000337319,archive
PostNL N.V.,2021-12-21,0.52,Millennium Capital Partners LLP,NL0009739416,archive
TomTom N.V.,2021-12-21,0.6,"WorldQuant, LLC",NL0013332471,archive
ArcelorMittal S.A.,2021-12-20,0.62,B&G Master Fund Plc,LU1598757687,archive
AMG Critical Materials N.V.,2021-12-20,0.62,Citadel Advisors LLC,NL0000888691,archive
PostNL N.V.,2021-12-20,2.57,Marshall Wace LLP,NL0009739416,archive
Aperam S.A.,2021-12-20,1.01,Millennium Capital Partners LLP,LU0569974404,archive
Galapagos NV,2021-12-20,1.14,Qube Research & Technologies Ltd.,BE0003818359,archive
Alfen N.V.,2021-12-20,0.51,Voleon Capital Management LP,NL0012817175,archive
Galapagos NV,2021-12-17,0.78,AHL Partners LLP,BE0003818359,archive
ArcelorMittal S.A.,2021-12-17,0.94,B&G Master Fund Plc,LU1598757687,archive
Basic-Fit N.V.,2021-12-17,0.92,Citadel Europe LLP,NL0011872650,archive
Alfen N.V.,2021-12-17,0.5,"D. E. Shaw & Co., L.P.",NL0012817175,archive
Basic-Fit N.V.,2021-12-17,0.46,Highbridge Capital Management LLC,NL0011872650,archive
TomTom N.V.,2021-12-17,0.5,HRTEU Limited,NL0013332471,archive
PostNL N.V.,2021-12-17,2.61,Marshall Wace LLP,NL0009739416,archive
Unibail-Rodamco-Westfield SE,2021-12-17,0.0,Millennium International Management LP,FR0013326246,archive
Fugro N.V.,2021-12-17,0.7,"WorldQuant, LLC",NL00150003E1,archive
TomTom N.V.,2021-12-17,0.58,"WorldQuant, LLC",NL0013332471,archive
ArcelorMittal S.A.,2021-12-16,1.25,B&G Master Fund Plc,LU1598757687,archive
Basic-Fit N.V.,2021-12-16,0.83,Citadel Europe LLP,NL0011872650,archive
PostNL N.V.,2021-12-16,0.59,Kuvari Partners LLP,NL0009739416,archive
TomTom N.V.,2021-12-16,0.81,Marshall Wace LLP,NL0013332471,archive
PostNL N.V.,2021-12-16,0.48,Millennium Capital Partners LLP,NL0009739416,archive
Unibail-Rodamco-Westfield SE,2021-12-16,0.55,Millennium International Management LP,FR0013326246,archive
Galapagos NV,2021-12-16,0.88,Qube Research & Technologies Ltd.,BE0003818359,archive
Flow Traders Ltd.,2021-12-16,0.6,"WorldQuant, LLC",NL0011279492,archive
