issuer_name,position_date,isin,net_short_position,position_holder,source
AMG Critical Materials N.V.,2019-05-23,NL0000888691,1.41,"Connor, Clark & Lunn Investment Management Ltd.",archive
BE Semiconductor Industries N.V.,2019-05-23,NL0012866412,1.06,"Davidson Kempner European Partners, LLP",archive
Fugro N.V.,2019-05-23,NL0000352565,1.76,HBK Investments LP,archive
Koninklijke BAM Groep N.V.,2019-05-23,NL0000337319,0.6,Marshall Wace LLP,archive
PostNL N.V.,2019-05-23,NL0009739416,4.05,Marshall Wace LLP,archive
Signify N.V.,2019-05-23,NL0011821392,0.94,Marshall Wace LLP,archive
Wereldhave N.V.,2019-05-23,NL0000289213,1.71,Marshall Wace LLP,archive
AMG Critical Materials N.V.,2019-05-23,NL0000888691,0.74,Millennium Capital Partners LLP,archive
Signify N.V.,2019-05-23,NL0011821392,0.67,Millennium Capital Partners LLP,archive
PostNL N.V.,2019-05-23,NL0009739416,0.56,"PDT Partners, LLC",archive
Fugro N.V.,2019-05-22,NL0000352565,0.87,AHL Partners LLP,archive
BE Semiconductor Industries N.V.,2019-05-22,NL0012866412,1.23,Marshall Wace LLP,archive
PostNL N.V.,2019-05-22,NL0009739416,3.87,Marshall Wace LLP,archive
Fugro N.V.,2019-05-22,NL0000352565,1.22,"WorldQuant, LLC",archive
AMG Critical Materials N.V.,2019-05-21,NL0000888691,2.03,AHL Partners LLP,archive
OCI N.V.,2019-05-21,NL0010558797,0.9,"AQR Capital Management, LLC",archive
PostNL N.V.,2019-05-21,NL0009739416,3.73,Marshall Wace LLP,archive
AMG Critical Materials N.V.,2019-05-21,NL0000888691,0.64,Millennium Capital Partners LLP,archive
Signify N.V.,2019-05-21,NL0011821392,0.71,Millennium Capital Partners LLP,archive
AMG Critical Materials N.V.,2019-05-21,NL0000888691,1.0,Millennium International Management LP,archive
Signify N.V.,2019-05-21,NL0011821392,0.71,Millennium International Management LP,archive
AMG Critical Materials N.V.,2019-05-21,NL0000888691,1.24,"PDT Partners, LLC",archive
Signify N.V.,2019-05-21,NL0011821392,0.45,Pictet Asset Management Limited,archive
AMG Critical Materials N.V.,2019-05-21,NL0000888691,3.7,"Public Equity Partners Management, L.P.",archive
PostNL N.V.,2019-05-21,NL0009739416,0.52,Systematica Investments Limited,archive
Signify N.V.,2019-05-21,NL0011821392,2.46,Tybourne Capital Management (HK) Limited,archive
Pharming Group N.V.,2019-05-21,NL0010391025,0.48,Voleon Capital Management LP,archive
PostNL N.V.,2019-05-21,NL0009739416,0.95,"WorldQuant, LLC",archive
Fugro N.V.,2019-05-20,NL0000352565,0.95,AHL Partners LLP,archive
Koninklijke Vopak N.V.,2019-05-20,NL0009432491,1.2,"AQR Capital Management, LLC",archive
AMG Critical Materials N.V.,2019-05-20,NL0000888691,0.51,"Arrowstreet Capital, Limited Partnership",archive
Koninklijke BAM Groep N.V.,2019-05-20,NL0000337319,0.43,Canada Pension Plan Investment Board,archive
Fugro N.V.,2019-05-20,NL0000352565,0.57,Citadel Advisors LLC,archive
Fugro N.V.,2019-05-20,NL0000352565,1.96,Citadel Europe LLP,archive
AMG Critical Materials N.V.,2019-05-20,NL0000888691,1.3,"Connor, Clark & Lunn Investment Management Ltd.",archive
BE Semiconductor Industries N.V.,2019-05-20,NL0012866412,0.68,CQS (UK) LLP,archive
Koninklijke Ahold Delhaize N.V.,2019-05-20,NL0011794037,0.59,Lansdowne Partners (UK) LLP,archive
BE Semiconductor Industries N.V.,2019-05-20,NL0012866412,1.12,Marshall Wace LLP,archive
Fugro N.V.,2019-05-20,NL0000352565,4.5,Marshall Wace LLP,archive
Galapagos NV,2019-05-20,BE0003818359,0.51,Marshall Wace LLP,archive
Koninklijke BAM Groep N.V.,2019-05-20,NL0000337319,0.5,Marshall Wace LLP,archive
PostNL N.V.,2019-05-20,NL0009739416,3.62,Marshall Wace LLP,archive
Signify N.V.,2019-05-20,NL0011821392,0.59,Millennium Capital Partners LLP,archive
AMG Critical Materials N.V.,2019-05-20,NL0000888691,0.73,Numeric Investors LLC,archive
AMG Critical Materials N.V.,2019-05-20,NL0000888691,1.31,"PDT Partners, LLC",archive
Signify N.V.,2019-05-20,NL0011821392,0.51,Pictet Asset Management Limited,archive
AMG Critical Materials N.V.,2019-05-20,NL0000888691,3.54,"Public Equity Partners Management, L.P.",archive
PostNL N.V.,2019-05-20,NL0009739416,0.52,Voleon Capital Management LP,archive
PostNL N.V.,2019-05-20,NL0009739416,0.84,"WorldQuant, LLC",archive
AMG Critical Materials N.V.,2019-05-17,NL0000888691,2.11,AHL Partners LLP,archive
Fugro N.V.,2019-05-17,NL0000352565,1.63,HBK Investments LP,archive
AMG Critical Materials N.V.,2019-05-17,NL0000888691,4.04,"Hound Partners, LLC",archive
ARCADIS N.V.,2019-05-17,NL0006237562,0.5,Kuvari Partners LLP,archive
BE Semiconductor Industries N.V.,2019-05-17,NL0012866412,1.02,Marshall Wace LLP,archive
AMG Critical Materials N.V.,2019-05-17,NL0000888691,0.55,Millennium Capital Partners LLP,archive
AMG Critical Materials N.V.,2019-05-17,NL0000888691,0.94,Millennium International Management LP,archive
AMG Critical Materials N.V.,2019-05-17,NL0000888691,0.64,Numeric Investors LLC,archive
AMG Critical Materials N.V.,2019-05-17,NL0000888691,1.29,"PDT Partners, LLC",archive
Pharming Group N.V.,2019-05-17,NL0010391025,0.63,Pictet Asset Management Limited,archive
AMG Critical Materials N.V.,2019-05-17,NL0000888691,3.44,"Public Equity Partners Management, L.P.",archive
Fugro N.V.,2019-05-17,NL0000352565,0.51,UBS Asset Management (UK) Ltd.,archive
Fugro N.V.,2019-05-17,NL0000352565,1.11,"WorldQuant, LLC",archive
Fugro N.V.,2019-05-16,NL0000352565,1.09,AHL Partners LLP,archive
SBM Offshore N.V.,2019-05-16,NL0000360618,1.5,"AQR Capital Management, LLC",archive
Fugro N.V.,2019-05-16,NL0000352565,2.09,Citadel Europe LLP,archive
AMG Critical Materials N.V.,2019-05-16,NL0000888691,1.23,"Connor, Clark & Lunn Investment Management Ltd.",archive
ARCADIS N.V.,2019-05-16,NL0006237562,0.54,Engadine Partners LLP,archive
Pharming Group N.V.,2019-05-16,NL0010391025,1.6,"Great Point Partners, LLC",archive
Fugro N.V.,2019-05-16,NL0000352565,1.58,HBK Investments LP,archive
Fugro N.V.,2019-05-16,NL0000352565,4.43,Marshall Wace LLP,archive
PostNL N.V.,2019-05-16,NL0009739416,3.42,Marshall Wace LLP,archive
AMG Critical Materials N.V.,2019-05-16,NL0000888691,0.88,Millennium International Management LP,archive
PostNL N.V.,2019-05-16,NL0009739416,0.69,"PDT Partners, LLC",archive
Pharming Group N.V.,2019-05-16,NL0010391025,0.54,Pictet Asset Management Limited,archive
AMG Critical Materials N.V.,2019-05-16,NL0000888691,3.35,"Public Equity Partners Management, L.P.",archive
Pharming Group N.V.,2019-05-16,NL0010391025,0.86,TT International,archive
Fugro N.V.,2019-05-15,NL0000352565,1.24,AHL Partners LLP,archive
Galapagos NV,2019-05-15,BE0003818359,1.92,"AQR Capital Management, LLC",archive
Galapagos NV,2019-05-15,BE0003818359,0.79,Citadel Advisors LLC,archive
Pharming Group N.V.,2019-05-15,NL0010391025,1.44,"Great Point Partners, LLC",archive
AMG Critical Materials N.V.,2019-05-15,NL0000888691,4.27,"Hound Partners, LLC",archive
AMG Critical Materials N.V.,2019-05-15,NL0000888691,2.47,Jupiter Investment Management Limited,archive
Flow Traders Ltd.,2019-05-15,NL0011279492,0.58,Marshall Wace LLP,archive
PostNL N.V.,2019-05-15,NL0009739416,3.37,Marshall Wace LLP,archive
Wereldhave N.V.,2019-05-15,NL0000289213,1.68,Marshall Wace LLP,archive
AMG Critical Materials N.V.,2019-05-15,NL0000888691,0.75,Millennium International Management LP,archive
AMG Critical Materials N.V.,2019-05-15,NL0000888691,0.52,Numeric Investors LLC,archive
AMG Critical Materials N.V.,2019-05-15,NL0000888691,3.2,"Public Equity Partners Management, L.P.",archive
BE Semiconductor Industries N.V.,2019-05-15,NL0012866412,3.23,Scopia Capital Management LP,archive
Pharming Group N.V.,2019-05-15,NL0010391025,0.57,Voleon Capital Management LP,archive
Fugro N.V.,2019-05-15,NL0000352565,1.0,"WorldQuant, LLC",archive
PostNL N.V.,2019-05-15,NL0009739416,0.7,"WorldQuant, LLC",archive
Fugro N.V.,2019-05-14,NL0000352565,1.35,AHL Partners LLP,archive
PostNL N.V.,2019-05-14,NL0009739416,1.53,AHL Partners LLP,archive
Koninklijke Vopak N.V.,2019-05-14,NL0009432491,1.12,"AQR Capital Management, LLC",archive
Fugro N.V.,2019-05-14,NL0000352565,0.66,Citadel Advisors LLC,archive
Fugro N.V.,2019-05-14,NL0000352565,2.15,Citadel Europe LLP,archive
AMG Critical Materials N.V.,2019-05-14,NL0000888691,1.14,"Connor, Clark & Lunn Investment Management Ltd.",archive
Fugro N.V.,2019-05-14,NL0000352565,1.65,HBK Investments LP,archive
AMG Critical Materials N.V.,2019-05-14,NL0000888691,4.43,"Hound Partners, LLC",archive
AMG Critical Materials N.V.,2019-05-14,NL0000888691,2.38,Jupiter Investment Management Limited,archive
BE Semiconductor Industries N.V.,2019-05-14,NL0012866412,1.59,Jupiter Investment Management Limited,archive
Signify N.V.,2019-05-14,NL0011821392,0.8,Marshall Wace LLP,archive
Signify N.V.,2019-05-14,NL0011821392,0.6,Millennium Capital Partners LLP,archive
AMG Critical Materials N.V.,2019-05-14,NL0000888691,1.35,"PDT Partners, LLC",archive
Koninklijke Heijmans N.V.,2019-05-14,NL0009269109,0.35,Susquehanna International Holdings LLC,archive
Pharming Group N.V.,2019-05-14,NL0010391025,0.49,Voleon Capital Management LP,archive
PostNL N.V.,2019-05-14,NL0009739416,0.62,"WorldQuant, LLC",archive
Fugro N.V.,2019-05-13,NL0000352565,1.46,AHL Partners LLP,archive
Signify N.V.,2019-05-13,NL0011821392,1.72,BlackRock Investment Management (UK) Limited,archive
Koninklijke BAM Groep N.V.,2019-05-13,NL0000337319,0.53,Boldhaven Management LLP,archive
Fugro N.V.,2019-05-13,NL0000352565,1.81,HBK Investments LP,archive
AMG Critical Materials N.V.,2019-05-13,NL0000888691,4.52,"Hound Partners, LLC",archive
AMG Critical Materials N.V.,2019-05-13,NL0000888691,2.26,Jupiter Investment Management Limited,archive
BE Semiconductor Industries N.V.,2019-05-13,NL0012866412,0.96,Marshall Wace LLP,archive
Fugro N.V.,2019-05-13,NL0000352565,4.33,Marshall Wace LLP,archive
PostNL N.V.,2019-05-13,NL0009739416,3.22,Marshall Wace LLP,archive
Signify N.V.,2019-05-13,NL0011821392,0.59,Millennium Capital Partners LLP,archive
Wereldhave N.V.,2019-05-13,NL0000289213,0.8,Millennium International Management LP,archive
AMG Critical Materials N.V.,2019-05-13,NL0000888691,1.41,"PDT Partners, LLC",archive
BE Semiconductor Industries N.V.,2019-05-13,NL0012866412,3.01,Scopia Capital Management LP,archive
Koninklijke Heijmans N.V.,2019-05-13,NL0009269109,0.54,Susquehanna International Holdings LLC,archive
Pharming Group N.V.,2019-05-13,NL0010391025,0.51,Voleon Capital Management LP,archive
BE Semiconductor Industries N.V.,2019-05-13,NL0012866412,0.9,"WorldQuant, LLC",archive
Fugro N.V.,2019-05-13,NL0000352565,0.97,"WorldQuant, LLC",archive
argenx SE,2019-05-10,NL0010832176,0.48,AHL Partners LLP,archive
AMG Critical Materials N.V.,2019-05-10,NL0000888691,1.02,"Connor, Clark & Lunn Investment Management Ltd.",archive
AMG Critical Materials N.V.,2019-05-10,NL0000888691,4.68,"Hound Partners, LLC",archive
AMG Critical Materials N.V.,2019-05-10,NL0000888691,2.16,Jupiter Investment Management Limited,archive
Wereldhave N.V.,2019-05-10,NL0000289213,0.79,Millennium International Management LP,archive
AMG Critical Materials N.V.,2019-05-09,NL0000888691,2.04,AHL Partners LLP,archive
Fugro N.V.,2019-05-09,NL0000352565,1.55,AHL Partners LLP,archive
PostNL N.V.,2019-05-09,NL0009739416,1.61,AHL Partners LLP,archive
Koninklijke BAM Groep N.V.,2019-05-09,NL0000337319,1.1,AKO Capital LLP,archive
SBM Offshore N.V.,2019-05-09,NL0000360618,1.4,"AQR Capital Management, LLC",archive
AMG Critical Materials N.V.,2019-05-09,NL0000888691,0.97,"Connor, Clark & Lunn Investment Management Ltd.",archive
Fugro N.V.,2019-05-09,NL0000352565,0.6,"Connor, Clark & Lunn Investment Management Ltd.",archive
ARCADIS N.V.,2019-05-09,NL0006237562,0.47,Dalton Strategic Partnership LLP,archive
AMG Critical Materials N.V.,2019-05-09,NL0000888691,5.0,"Hound Partners, LLC",archive
AMG Critical Materials N.V.,2019-05-09,NL0000888691,2.01,Jupiter Investment Management Limited,archive
Fugro N.V.,2019-05-09,NL0000352565,4.25,Marshall Wace LLP,archive
Koninklijke BAM Groep N.V.,2019-05-09,NL0000337319,0.49,Marshall Wace LLP,archive
PostNL N.V.,2019-05-09,NL0009739416,2.89,Marshall Wace LLP,archive
Fugro N.V.,2019-05-08,NL0000352565,1.77,AHL Partners LLP,archive
PostNL N.V.,2019-05-08,NL0009739416,1.57,AHL Partners LLP,archive
Signify N.V.,2019-05-08,NL0011821392,1.66,BlackRock Investment Management (UK) Limited,archive
Fugro N.V.,2019-05-08,NL0000352565,0.81,Citadel Advisors LLC,archive
Fugro N.V.,2019-05-08,NL0000352565,2.46,Citadel Europe LLP,archive
Wereldhave N.V.,2019-05-08,NL0000289213,0.8,"D. E. Shaw & Co., L.P.",archive
ARCADIS N.V.,2019-05-08,NL0006237562,0.51,Dalton Strategic Partnership LLP,archive
Fugro N.V.,2019-05-08,NL0000352565,1.7,HBK Investments LP,archive
AMG Critical Materials N.V.,2019-05-08,NL0000888691,5.69,"Hound Partners, LLC",archive
AMG Critical Materials N.V.,2019-05-08,NL0000888691,1.87,Jupiter Investment Management Limited,archive
BE Semiconductor Industries N.V.,2019-05-08,NL0012866412,0.8,Marshall Wace LLP,archive
Fugro N.V.,2019-05-08,NL0000352565,4.16,Marshall Wace LLP,archive
PostNL N.V.,2019-05-08,NL0009739416,2.76,Marshall Wace LLP,archive
Signify N.V.,2019-05-08,NL0011821392,0.6,Millennium Capital Partners LLP,archive
Signify N.V.,2019-05-08,NL0011821392,0.6,Millennium International Management LP,archive
PostNL N.V.,2019-05-08,NL0009739416,0.73,"PDT Partners, LLC",archive
PostNL N.V.,2019-05-08,NL0009739416,0.52,RAM Active Investments SA,archive
AMG Critical Materials N.V.,2019-05-07,NL0000888691,1.9,AHL Partners LLP,archive
Fugro N.V.,2019-05-07,NL0000352565,0.71,"BlackRock Institutional Trust Company, National Association",archive
AMG Critical Materials N.V.,2019-05-07,NL0000888691,0.86,"Connor, Clark & Lunn Investment Management Ltd.",archive
BE Semiconductor Industries N.V.,2019-05-07,NL0012866412,0.74,CQS (UK) LLP,archive
Fugro N.V.,2019-05-07,NL0000352565,1.83,HBK Investments LP,archive
AMG Critical Materials N.V.,2019-05-07,NL0000888691,1.74,Jupiter Investment Management Limited,archive
BE Semiconductor Industries N.V.,2019-05-07,NL0012866412,1.68,Jupiter Investment Management Limited,archive
Fugro N.V.,2019-05-07,NL0000352565,4.07,Marshall Wace LLP,archive
Koninklijke BAM Groep N.V.,2019-05-07,NL0000337319,0.51,Marshall Wace LLP,archive
PostNL N.V.,2019-05-07,NL0009739416,2.36,Marshall Wace LLP,archive
AMG Critical Materials N.V.,2019-05-07,NL0000888691,0.5,Millennium International Management LP,archive
AMG Critical Materials N.V.,2019-05-07,NL0000888691,1.31,"PDT Partners, LLC",archive
PostNL N.V.,2019-05-07,NL0009739416,0.61,"PDT Partners, LLC",archive
BE Semiconductor Industries N.V.,2019-05-07,NL0012866412,0.8,"WorldQuant, LLC",archive
Signify N.V.,2019-05-06,NL0011821392,1.51,BlackRock Investment Management (UK) Limited,archive
BE Semiconductor Industries N.V.,2019-05-06,NL0012866412,0.96,"Davidson Kempner European Partners, LLP",archive
Fugro N.V.,2019-05-06,NL0000352565,1.72,HBK Investments LP,archive
AMG Critical Materials N.V.,2019-05-06,NL0000888691,0.49,Millennium International Management LP,archive
AMG Critical Materials N.V.,2019-05-06,NL0000888691,1.19,"PDT Partners, LLC",archive
BE Semiconductor Industries N.V.,2019-05-06,NL0012866412,0.71,"WorldQuant, LLC",archive
AMG Critical Materials N.V.,2019-05-03,NL0000888691,1.81,AHL Partners LLP,archive
Fugro N.V.,2019-05-03,NL0000352565,1.18,Capital Fund Management S.A.,archive
AMG Critical Materials N.V.,2019-05-03,NL0000888691,0.75,"Connor, Clark & Lunn Investment Management Ltd.",archive
Pharming Group N.V.,2019-05-03,NL0010391025,0.9,"Connor, Clark & Lunn Investment Management Ltd.",archive
Wereldhave N.V.,2019-05-03,NL0000289213,0.9,"Connor, Clark & Lunn Investment Management Ltd.",archive
Wereldhave N.V.,2019-05-03,NL0000289213,0.4,GSA Capital Partners LLP,archive
Fugro N.V.,2019-05-03,NL0000352565,1.66,HBK Investments LP,archive
AMG Critical Materials N.V.,2019-05-03,NL0000888691,1.62,Jupiter Investment Management Limited,archive
Fugro N.V.,2019-05-03,NL0000352565,3.94,Marshall Wace LLP,archive
AMG Critical Materials N.V.,2019-05-03,NL0000888691,0.54,Millennium International Management LP,archive
AMG Critical Materials N.V.,2019-05-03,NL0000888691,1.09,"PDT Partners, LLC",archive
AMG Critical Materials N.V.,2019-05-03,NL0000888691,0.25,Susquehanna International Holdings LLC,archive
Fugro N.V.,2019-05-03,NL0000352565,0.43,Voleon Capital Management LP,archive
Wereldhave N.V.,2019-05-03,NL0000289213,1.72,"Woodson Capital Master Fund, LP",archive
Fugro N.V.,2019-05-03,NL0000352565,1.04,"WorldQuant, LLC",archive
AMG Critical Materials N.V.,2019-05-02,NL0000888691,1.66,AHL Partners LLP,archive
PostNL N.V.,2019-05-02,NL0009739416,1.48,AHL Partners LLP,archive
Fugro N.V.,2019-05-02,NL0000352565,0.62,"BlackRock Institutional Trust Company, National Association",archive
Signify N.V.,2019-05-02,NL0011821392,1.41,BlackRock Investment Management (UK) Limited,archive
PostNL N.V.,2019-05-02,NL0009739416,1.6,Capital Fund Management S.A.,archive
Fugro N.V.,2019-05-02,NL0000352565,0.51,"Connor, Clark & Lunn Investment Management Ltd.",archive
Wereldhave N.V.,2019-05-02,NL0000289213,0.78,"D. E. Shaw & Co., L.P.",archive
AMG Critical Materials N.V.,2019-05-02,NL0000888691,3.85,"Eminence Capital, LP",archive
Fugro N.V.,2019-05-02,NL0000352565,1.76,HBK Investments LP,archive
AMG Critical Materials N.V.,2019-05-02,NL0000888691,1.51,Jupiter Investment Management Limited,archive
Fugro N.V.,2019-05-02,NL0000352565,3.85,Marshall Wace LLP,archive
Wereldhave N.V.,2019-05-02,NL0000289213,1.77,Marshall Wace LLP,archive
Signify N.V.,2019-05-02,NL0011821392,0.55,Millennium Capital Partners LLP,archive
Signify N.V.,2019-05-02,NL0011821392,0.52,Millennium International Management LP,archive
AMG Critical Materials N.V.,2019-05-02,NL0000888691,1.2,"PDT Partners, LLC",archive
Fugro N.V.,2019-05-02,NL0000352565,1.73,Sculptor Capital Management Europe Limited,archive
AMG Critical Materials N.V.,2019-05-02,NL0000888691,1.81,Susquehanna International Holdings LLC,archive
BE Semiconductor Industries N.V.,2019-05-02,NL0012866412,0.69,"WorldQuant, LLC",archive
Fugro N.V.,2019-05-02,NL0000352565,0.99,"WorldQuant, LLC",archive
Signify N.V.,2019-04-30,NL0011821392,1.35,BlackRock Investment Management (UK) Limited,archive
AMG Critical Materials N.V.,2019-04-30,NL0000888691,0.6,"Connor, Clark & Lunn Investment Management Ltd.",archive
Wereldhave N.V.,2019-04-30,NL0000289213,0.8,"D. E. Shaw & Co., L.P.",archive
Signify N.V.,2019-04-30,NL0011821392,1.24,ENA Investment Capital LLP,archive
AMG Critical Materials N.V.,2019-04-30,NL0000888691,5.72,"Hound Partners, LLC",archive
AMG Critical Materials N.V.,2019-04-30,NL0000888691,1.43,Jupiter Investment Management Limited,archive
Flow Traders Ltd.,2019-04-30,NL0011279492,0.6,Marshall Wace LLP,archive
Fugro N.V.,2019-04-30,NL0000352565,3.76,Marshall Wace LLP,archive
Fugro N.V.,2019-04-30,NL0000352565,1.2,Systematica Investments Limited,archive
Fugro N.V.,2019-04-30,NL0000352565,1.0,"WorldQuant, LLC",archive
Eurocommercial Properties N.V.,2019-04-29,NL0000288876,0.74,Adelphi Capital LLP,archive
SBM Offshore N.V.,2019-04-29,NL0000360618,1.39,"AQR Capital Management, LLC",archive
Fugro N.V.,2019-04-29,NL0000352565,0.54,"BlackRock Institutional Trust Company, National Association",archive
Signify N.V.,2019-04-29,NL0011821392,1.28,BlackRock Investment Management (UK) Limited,archive
Wereldhave N.V.,2019-04-29,NL0000289213,0.76,"D. E. Shaw & Co., L.P.",archive
Signify N.V.,2019-04-29,NL0011821392,0.94,ENA Investment Capital LLP,archive
ARCADIS N.V.,2019-04-29,NL0006237562,0.69,Engadine Partners LLP,archive
Fugro N.V.,2019-04-29,NL0000352565,1.6,HBK Investments LP,archive
AMG Critical Materials N.V.,2019-04-29,NL0000888691,5.33,"Hound Partners, LLC",archive
AMG Critical Materials N.V.,2019-04-29,NL0000888691,1.35,Jupiter Investment Management Limited,archive
