net_short_position,position_date,issuer_name,isin,position_holder,source
0.48,2020-10-14,SBM Offshore N.V.,NL0000360618,Renaissance Technologies LLC,archive
1.7,2020-10-14,Unibail-Rodamco-Westfield SE,FR0013326246,"Samlyn Capital, LLC",archive
0.56,2020-10-14,STMicroelectronics N.V.,NL0000226223,Sculptor Capital Management Europe Limited,archive
1.63,2020-10-14,Fugro N.V.,NL0000352565,Voleon Capital Management LP,archive
0.78,2020-10-14,Koninklijke BAM Groep N.V.,NL0000337319,Voleon Capital Management LP,archive
0.61,2020-10-14,Pharming Group N.V.,NL0010391025,Voleon Capital Management LP,archive
1.23,2020-10-13,Fugro N.V.,NL0000352565,HBK Investments LP,archive
0.5,2020-10-13,Koninklijke BAM Groep N.V.,NL0000337319,HBK Investments LP,archive
1.42,2020-10-13,SBM Offshore N.V.,NL0000360618,Marshall Wace LLP,archive
0.46,2020-10-13,Unibail-Rodamco-Westfield SE,FR0013326246,Moore Capital Management LP,archive
0.5,2020-10-13,SBM Offshore N.V.,NL0000360618,Renaissance Technologies LLC,archive
0.49,2020-10-13,ARCADIS N.V.,NL0006237562,SFM UK Management LLP,archive
0.0,2020-10-13,Fugro N.V.,NL0000352565,Susquehanna International Securities Limited,archive
0.65,2020-10-13,BE Semiconductor Industries N.V.,NL0012866412,Verde Serviços Internacionais S.A.,archive
1.53,2020-10-13,Fugro N.V.,NL0000352565,Voleon Capital Management LP,archive
0.62,2020-10-13,Koninklijke BAM Groep N.V.,NL0000337319,Voleon Capital Management LP,archive
1.73,2020-10-12,SBM Offshore N.V.,NL0000360618,"AQR Capital Management, LLC",archive
1.28,2020-10-12,AMG Critical Materials N.V.,NL0000888691,Capital Fund Management S.A.,archive
0.89,2020-10-12,Wereldhave N.V.,NL0000289213,"Connor, Clark & Lunn Investment Management Ltd.",archive
0.29,2020-10-12,ARCADIS N.V.,NL0006237562,Oceanwood Capital Management LLP,archive
1.05,2020-10-12,Pharming Group N.V.,NL0010391025,Pictet Asset Management Limited,archive
0.93,2020-10-12,AEGON Ltd.,NL0000303709,"Samlyn Capital, LLC",archive
1.64,2020-10-12,Unibail-Rodamco-Westfield SE,FR0013326246,"Samlyn Capital, LLC",archive
0.6,2020-10-12,STMicroelectronics N.V.,NL0000226223,Sculptor Capital Management Europe Limited,archive
0.53,2020-10-12,Koninklijke BAM Groep N.V.,NL0000337319,Voleon Capital Management LP,archive
0.81,2020-10-09,Fugro N.V.,NL0000352565,Susquehanna International Securities Limited,archive
0.46,2020-10-09,AMG Critical Materials N.V.,NL0000888691,"WorldQuant, LLC",archive
0.38,2020-10-08,Koninklijke BAM Groep N.V.,NL0000337319,Citadel Advisors LLC,archive
6.1,2020-10-08,Unibail-Rodamco-Westfield SE,FR0013326246,D1 Capital Partners LP,archive
1.04,2020-10-08,Unibail-Rodamco-Westfield SE,FR0013326246,Gladstone Capital Management LLP,archive
0.97,2020-10-08,Unibail-Rodamco-Westfield SE,FR0013326246,Marshall Wace LLP,archive
0.8,2020-10-08,Signify N.V.,NL0011821392,Millennium Capital Partners LLP,archive
1.48,2020-10-08,Fugro N.V.,NL0000352565,Voleon Capital Management LP,archive
0.5,2020-10-08,AMG Critical Materials N.V.,NL0000888691,"WorldQuant, LLC",archive
1.59,2020-10-08,Fugro N.V.,NL0000352565,"WorldQuant, LLC",archive
1.1,2020-10-07,Fugro N.V.,NL0000352565,HBK Investments LP,archive
1.56,2020-10-07,Fugro N.V.,NL0000352565,Voleon Capital Management LP,archive
0.49,2020-10-07,Koninklijke BAM Groep N.V.,NL0000337319,Voleon Capital Management LP,archive
0.5,2020-10-07,Pharming Group N.V.,NL0010391025,Voleon Capital Management LP,archive
2.2,2020-10-06,BE Semiconductor Industries N.V.,NL0012866412,Citadel Europe LLP,archive
1.07,2020-10-06,Fugro N.V.,NL0000352565,HBK Investments LP,archive
0.91,2020-10-06,Flow Traders Ltd.,NL0011279492,Marshall Wace LLP,archive
1.5,2020-10-06,Unibail-Rodamco-Westfield SE,FR0013326246,"Samlyn Capital, LLC",archive
1.06,2020-10-06,BE Semiconductor Industries N.V.,NL0012866412,Scopia Capital Management LP,archive
0.73,2020-10-06,Fugro N.V.,NL0000352565,Susquehanna International Securities Limited,archive
1.68,2020-10-06,Fugro N.V.,NL0000352565,Voleon Capital Management LP,archive
0.57,2020-10-05,Koninklijke BAM Groep N.V.,NL0000337319,Citadel Advisors LLC,archive
5.94,2020-10-05,Unibail-Rodamco-Westfield SE,FR0013326246,D1 Capital Partners LP,archive
1.22,2020-10-05,Fugro N.V.,NL0000352565,Marshall Wace LLP,archive
1.07,2020-10-05,Unibail-Rodamco-Westfield SE,FR0013326246,Marshall Wace LLP,archive
1.96,2020-10-05,Fugro N.V.,NL0000352565,Voleon Capital Management LP,archive
0.78,2020-10-05,Pharming Group N.V.,NL0010391025,Woodline Partners,archive
1.6,2020-10-05,Fugro N.V.,NL0000352565,"WorldQuant, LLC",archive
0.62,2020-10-02,Koninklijke BAM Groep N.V.,NL0000337319,Citadel Advisors LLC,archive
0.89,2020-10-02,Lakefront Biotherapeutics NV,BE0003818359,"D. E. Shaw & Co., L.P.",archive
5.83,2020-10-02,Unibail-Rodamco-Westfield SE,FR0013326246,D1 Capital Partners LP,archive
0.49,2020-10-02,Koninklijke BAM Groep N.V.,NL0000337319,HBK Investments LP,archive
0.97,2020-10-02,Unibail-Rodamco-Westfield SE,FR0013326246,Marshall Wace LLP,archive
0.89,2020-10-02,Fugro N.V.,NL0000352565,Susquehanna International Securities Limited,archive
2.07,2020-10-02,Fugro N.V.,NL0000352565,Voleon Capital Management LP,archive
0.59,2020-10-02,Koninklijke BAM Groep N.V.,NL0000337319,Voleon Capital Management LP,archive
1.73,2020-10-02,Fugro N.V.,NL0000352565,"WorldQuant, LLC",archive
1.69,2020-10-01,SBM Offshore N.V.,NL0000360618,"AQR Capital Management, LLC",archive
0.0,2020-10-01,STMicroelectronics N.V.,NL0000226223,BNP Paribas S.A.,archive
0.94,2020-10-01,Unibail-Rodamco-Westfield SE,FR0013326246,Gladstone Capital Management LLP,archive
0.8,2020-10-01,Flow Traders Ltd.,NL0011279492,Marshall Wace LLP,archive
1.13,2020-10-01,Fugro N.V.,NL0000352565,Marshall Wace LLP,archive
0.86,2020-10-01,Unibail-Rodamco-Westfield SE,FR0013326246,Marshall Wace LLP,archive
1.85,2020-10-01,Fugro N.V.,NL0000352565,"WorldQuant, LLC",archive
5.63,2020-09-30,Unibail-Rodamco-Westfield SE,FR0013326246,D1 Capital Partners LP,archive
0.51,2020-09-30,Koninklijke BAM Groep N.V.,NL0000337319,HBK Investments LP,archive
1.64,2020-09-30,Koninklijke BAM Groep N.V.,NL0000337319,"Lucerne Capital Management, L.P.",archive
0.74,2020-09-30,Flow Traders Ltd.,NL0011279492,Marshall Wace LLP,archive
1.97,2020-09-30,Fugro N.V.,NL0000352565,"WorldQuant, LLC",archive
0.63,2020-09-29,Koninklijke BAM Groep N.V.,NL0000337319,HBK Investments LP,archive
0.43,2020-09-29,Unibail-Rodamco-Westfield SE,FR0013326246,Oceanwood Capital Management LLP,archive
0.98,2020-09-29,Fugro N.V.,NL0000352565,Susquehanna International Securities Limited,archive
2.1,2020-09-29,Fugro N.V.,NL0000352565,"WorldQuant, LLC",archive
1.5,2020-09-28,Koninklijke BAM Groep N.V.,NL0000337319,"Lucerne Capital Management, L.P.",archive
1.41,2020-09-28,Unibail-Rodamco-Westfield SE,FR0013326246,"Samlyn Capital, LLC",archive
0.54,2020-09-28,STMicroelectronics N.V.,NL0000226223,Sculptor Capital Management Europe Limited,archive
2.13,2020-09-28,Fugro N.V.,NL0000352565,Voleon Capital Management LP,archive
0.48,2020-09-28,Pharming Group N.V.,NL0010391025,Voleon Capital Management LP,archive
0.82,2020-09-25,STMicroelectronics N.V.,NL0000226223,BNP Paribas S.A.,archive
5.43,2020-09-25,Unibail-Rodamco-Westfield SE,FR0013326246,D1 Capital Partners LP,archive
0.61,2020-09-25,Flow Traders Ltd.,NL0011279492,Marshall Wace LLP,archive
0.42,2020-09-25,Unibail-Rodamco-Westfield SE,FR0013326246,Tiger Global Management LLC,archive
2.07,2020-09-25,Fugro N.V.,NL0000352565,Voleon Capital Management LP,archive
0.62,2020-09-25,Koninklijke BAM Groep N.V.,NL0000337319,Voleon Capital Management LP,archive
2.22,2020-09-25,Fugro N.V.,NL0000352565,"WorldQuant, LLC",archive
1.03,2020-09-24,Fugro N.V.,NL0000352565,Marshall Wace LLP,archive
0.72,2020-09-24,Signify N.V.,NL0011821392,Millennium Capital Partners LLP,archive
1.37,2020-09-24,Unibail-Rodamco-Westfield SE,FR0013326246,"Samlyn Capital, LLC",archive
0.0,2020-09-24,Fugro N.V.,NL0000352565,Susquehanna International Securities Limited,archive
0.57,2020-09-24,Unibail-Rodamco-Westfield SE,FR0013326246,Tiger Global Management LLC,archive
2.35,2020-09-24,Fugro N.V.,NL0000352565,"WorldQuant, LLC",archive
0.95,2020-09-23,STMicroelectronics N.V.,NL0000226223,BNP Paribas S.A.,archive
1.32,2020-09-23,AMG Critical Materials N.V.,NL0000888691,Capital Fund Management S.A.,archive
0.49,2020-09-23,Sif Holding N.V.,NL0011660485,JPMorgan Asset Management (UK) Ltd.,archive
2.01,2020-09-23,Unibail-Rodamco-Westfield SE,FR0013326246,Lone Pine Capital LLC,archive
1.34,2020-09-23,Koninklijke BAM Groep N.V.,NL0000337319,"Lucerne Capital Management, L.P.",archive
0.53,2020-09-23,Flow Traders Ltd.,NL0011279492,Marshall Wace LLP,archive
0.72,2020-09-23,Unibail-Rodamco-Westfield SE,FR0013326246,Marshall Wace LLP,archive
1.27,2020-09-23,Unibail-Rodamco-Westfield SE,FR0013326246,"Samlyn Capital, LLC",archive
1.91,2020-09-23,Fugro N.V.,NL0000352565,Voleon Capital Management LP,archive
0.56,2020-09-23,Pharming Group N.V.,NL0010391025,Voleon Capital Management LP,archive
0.89,2020-09-23,Pharming Group N.V.,NL0010391025,Woodline Partners,archive
1.14,2020-09-22,BE Semiconductor Industries N.V.,NL0012866412,"Davidson Kempner European Partners, LLP",archive
1.24,2020-09-22,Koninklijke BAM Groep N.V.,NL0000337319,"Lucerne Capital Management, L.P.",archive
1.39,2020-09-22,SBM Offshore N.V.,NL0000360618,Marshall Wace LLP,archive
0.68,2020-09-22,Unibail-Rodamco-Westfield SE,FR0013326246,Marshall Wace LLP,archive
1.16,2020-09-22,Unibail-Rodamco-Westfield SE,FR0013326246,"Samlyn Capital, LLC",archive
1.84,2020-09-22,Fugro N.V.,NL0000352565,Voleon Capital Management LP,archive
1.27,2020-09-21,ARCADIS N.V.,NL0006237562,AKO Capital LLP,archive
1.12,2020-09-21,Fugro N.V.,NL0000352565,HBK Investments LP,archive
1.6,2020-09-21,Unibail-Rodamco-Westfield SE,FR0013326246,Lone Pine Capital LLC,archive
1.4,2020-09-21,SBM Offshore N.V.,NL0000360618,Marshall Wace LLP,archive
0.51,2020-09-21,Unibail-Rodamco-Westfield SE,FR0013326246,Oceanwood Capital Management LLP,archive
1.02,2020-09-21,Unibail-Rodamco-Westfield SE,FR0013326246,"Samlyn Capital, LLC",archive
0.91,2020-09-21,Fugro N.V.,NL0000352565,Susquehanna International Securities Limited,archive
1.02,2020-09-21,Unibail-Rodamco-Westfield SE,FR0013326246,"Woodson Capital Master Fund, LP",archive
4.42,2020-09-21,Wereldhave N.V.,NL0000289213,"Woodson Capital Master Fund, LP",archive
1.41,2020-09-18,Wereldhave N.V.,NL0000289213,"Athanor Capital, LP",archive
1.02,2020-09-18,STMicroelectronics N.V.,NL0000226223,BNP Paribas S.A.,archive
1.01,2020-09-18,Koninklijke BAM Groep N.V.,NL0000337319,HBK Investments LP,archive
1.59,2020-09-18,Unibail-Rodamco-Westfield SE,FR0013326246,Lone Pine Capital LLC,archive
0.49,2020-09-18,Lakefront Biotherapeutics NV,BE0003818359,Marshall Wace LLP,archive
1.39,2020-09-18,SBM Offshore N.V.,NL0000360618,Marshall Wace LLP,archive
2.24,2020-09-18,Unibail-Rodamco-Westfield SE,FR0013326246,"Maverick Capital, Ltd.",archive
0.5,2020-09-18,Unibail-Rodamco-Westfield SE,FR0013326246,Moore Capital Management LP,archive
0.95,2020-09-18,Unibail-Rodamco-Westfield SE,FR0013326246,"Samlyn Capital, LLC",archive
0.84,2020-09-18,Fugro N.V.,NL0000352565,Susquehanna International Securities Limited,archive
0.5,2020-09-18,Koninklijke BAM Groep N.V.,NL0000337319,Voleon Capital Management LP,archive
1.9,2020-09-17,ArcelorMittal S.A.,LU1598757687,B&G Master Fund Plc,archive
0.58,2020-09-17,Aperam S.A.,LU0569974404,Citadel Advisors LLC,archive
0.67,2020-09-17,ArcelorMittal S.A.,LU1598757687,Citadel Europe LLP,archive
0.81,2020-09-17,Unibail-Rodamco-Westfield SE,FR0013326246,Gladstone Capital Management LLP,archive
0.89,2020-09-17,Fugro N.V.,NL0000352565,Marshall Wace LLP,archive
0.47,2020-09-17,Unibail-Rodamco-Westfield SE,FR0013326246,Moore Capital Management LP,archive
0.79,2020-09-17,Unibail-Rodamco-Westfield SE,FR0013326246,"Samlyn Capital, LLC",archive
0.72,2020-09-17,Fugro N.V.,NL0000352565,Susquehanna International Securities Limited,archive
1.78,2020-09-17,Fugro N.V.,NL0000352565,Voleon Capital Management LP,archive
0.9,2020-09-16,Lakefront Biotherapeutics NV,BE0003818359,"D. E. Shaw & Co., L.P.",archive
0.61,2020-09-16,BE Semiconductor Industries N.V.,NL0012866412,GLG Partners LP,archive
0.54,2020-09-16,Koninklijke BAM Groep N.V.,NL0000337319,GSA Capital Partners LLP,archive
0.61,2020-09-16,Signify N.V.,NL0011821392,Millennium Capital Partners LLP,archive
0.47,2020-09-16,Eurocommercial Properties N.V.,NL0000288876,Parian GP LLC,archive
0.48,2020-09-16,Wereldhave N.V.,NL0000289213,Parian GP LLC,archive
0.8,2020-09-16,Fugro N.V.,NL0000352565,Susquehanna International Securities Limited,archive
1.41,2020-09-16,Fugro N.V.,NL0000352565,Systematica Investments Limited,archive
1.96,2020-09-16,Fugro N.V.,NL0000352565,Voleon Capital Management LP,archive
0.68,2020-09-16,Pharming Group N.V.,NL0010391025,Voleon Capital Management LP,archive
1.39,2020-09-15,ARCADIS N.V.,NL0006237562,AKO Capital LLP,archive
1.79,2020-09-15,SBM Offshore N.V.,NL0000360618,"AQR Capital Management, LLC",archive
1.3,2020-09-15,Wereldhave N.V.,NL0000289213,"Athanor Capital, LP",archive
0.71,2020-09-15,Unibail-Rodamco-Westfield SE,FR0013326246,Gladstone Capital Management LLP,archive
1.09,2020-09-15,Fugro N.V.,NL0000352565,HBK Investments LP,archive
0.58,2020-09-15,Wereldhave N.V.,NL0000289213,Parian GP LLC,archive
0.69,2020-09-15,STMicroelectronics N.V.,NL0000226223,Sculptor Capital Management Europe Limited,archive
2.08,2020-09-15,Fugro N.V.,NL0000352565,Voleon Capital Management LP,archive
1.1,2020-09-14,Fugro N.V.,NL0000352565,HBK Investments LP,archive
0.59,2020-09-14,Sif Holding N.V.,NL0011660485,JPMorgan Asset Management (UK) Ltd.,archive
0.53,2020-09-14,Lakefront Biotherapeutics NV,BE0003818359,Marshall Wace LLP,archive
1.09,2020-09-14,AMG Critical Materials N.V.,NL0000888691,Systematica Investments Limited,archive
1.47,2020-09-11,ARCADIS N.V.,NL0006237562,AKO Capital LLP,archive
1.59,2020-09-11,OCI N.V.,NL0010558797,"AQR Capital Management, LLC",archive
1.25,2020-09-11,STMicroelectronics N.V.,NL0000226223,BNP Paribas S.A.,archive
5.23,2020-09-11,Unibail-Rodamco-Westfield SE,FR0013326246,D1 Capital Partners LP,archive
0.65,2020-09-11,Unibail-Rodamco-Westfield SE,FR0013326246,Gladstone Capital Management LLP,archive
0.48,2020-09-11,Lakefront Biotherapeutics NV,BE0003818359,Marshall Wace LLP,archive
0.78,2020-09-11,Unibail-Rodamco-Westfield SE,FR0013326246,Marshall Wace LLP,archive
1.6,2020-09-10,OCI N.V.,NL0010558797,"AQR Capital Management, LLC",archive
5.18,2020-09-10,Unibail-Rodamco-Westfield SE,FR0013326246,D1 Capital Partners LP,archive
0.44,2020-09-10,Koninklijke BAM Groep N.V.,NL0000337319,"WorldQuant, LLC",archive
1.09,2020-09-09,Fugro N.V.,NL0000352565,HBK Investments LP,archive
0.8,2020-09-09,AEGON Ltd.,NL0000303709,"Samlyn Capital, LLC",archive
1.1,2020-09-09,AMG Critical Materials N.V.,NL0000888691,Systematica Investments Limited,archive
0.53,2020-09-09,Koninklijke BAM Groep N.V.,NL0000337319,"WorldQuant, LLC",archive
0.53,2020-09-08,Unibail-Rodamco-Westfield SE,FR0013326246,Gladstone Capital Management LLP,archive
0.64,2020-09-08,Koninklijke BAM Groep N.V.,NL0000337319,GSA Capital Partners LLP,archive
1.1,2020-09-08,Fugro N.V.,NL0000352565,HBK Investments LP,archive
0.54,2020-09-08,Unibail-Rodamco-Westfield SE,FR0013326246,Kintbury Capital LLP,archive
1.41,2020-09-08,SBM Offshore N.V.,NL0000360618,Marshall Wace LLP,archive
0.92,2020-09-08,Fugro N.V.,NL0000352565,Susquehanna International Securities Limited,archive
1.09,2020-09-08,AMG Critical Materials N.V.,NL0000888691,Systematica Investments Limited,archive
1.31,2020-09-08,Fugro N.V.,NL0000352565,Systematica Investments Limited,archive
0.61,2020-09-08,Koninklijke BAM Groep N.V.,NL0000337319,"WorldQuant, LLC",archive
0.58,2020-09-07,Lakefront Biotherapeutics NV,BE0003818359,Marshall Wace LLP,archive
2.1,2020-09-07,Fugro N.V.,NL0000352565,Voleon Capital Management LP,archive
0.46,2020-09-07,Lakefront Biotherapeutics NV,BE0003818359,"WorldQuant, LLC",archive
1.59,2020-09-04,OCI N.V.,NL0010558797,"AQR Capital Management, LLC",archive
0.78,2020-09-04,Koninklijke BAM Groep N.V.,NL0000337319,BlueCrest Capital Management Limited,archive
1.17,2020-09-04,STMicroelectronics N.V.,NL0000226223,BNP Paribas S.A.,archive
0.98,2020-09-04,Koninklijke BAM Groep N.V.,NL0000337319,HBK Investments LP,archive
1.63,2020-09-04,Unibail-Rodamco-Westfield SE,FR0013326246,Lone Pine Capital LLC,archive
0.6,2020-09-04,Lakefront Biotherapeutics NV,BE0003818359,Marshall Wace LLP,archive
0.87,2020-09-04,Unibail-Rodamco-Westfield SE,FR0013326246,Marshall Wace LLP,archive
0.46,2020-09-04,AMG Critical Materials N.V.,NL0000888691,"WorldQuant, LLC",archive
0.79,2020-09-04,Koninklijke BAM Groep N.V.,NL0000337319,"WorldQuant, LLC",archive
0.47,2020-09-03,Pharming Group N.V.,NL0010391025,Citadel Advisors LLC,archive
0.89,2020-09-03,Lakefront Biotherapeutics NV,BE0003818359,"D. E. Shaw & Co., L.P.",archive
1.54,2020-09-03,Unibail-Rodamco-Westfield SE,FR0013326246,Lone Pine Capital LLC,archive
0.79,2020-09-03,Koninklijke BAM Groep N.V.,NL0000337319,"Lucerne Capital Management, L.P.",archive
0.89,2020-09-03,Koninklijke BAM Groep N.V.,NL0000337319,"WorldQuant, LLC",archive
0.72,2020-09-02,Koninklijke BAM Groep N.V.,NL0000337319,Citadel Advisors LLC,archive
1.0,2020-09-02,Fugro N.V.,NL0000352565,Marshall Wace LLP,archive
1.32,2020-09-02,ARCADIS N.V.,NL0006237562,Pelham Capital Ltd.,archive
0.58,2020-09-02,AMG Critical Materials N.V.,NL0000888691,"WorldQuant, LLC",archive
0.98,2020-09-02,Koninklijke BAM Groep N.V.,NL0000337319,"WorldQuant, LLC",archive
0.59,2020-09-02,Lakefront Biotherapeutics NV,BE0003818359,"WorldQuant, LLC",archive
0.71,2020-09-01,Koninklijke BAM Groep N.V.,NL0000337319,HBK Investments LP,archive
0.94,2020-09-01,Unibail-Rodamco-Westfield SE,FR0013326246,Marshall Wace LLP,archive
1.08,2020-09-01,Koninklijke BAM Groep N.V.,NL0000337319,"WorldQuant, LLC",archive
0.4,2020-08-31,AMG Critical Materials N.V.,NL0000888691,Canada Pension Plan Investment Board,archive
0.69,2020-08-31,Koninklijke BAM Groep N.V.,NL0000337319,HBK Investments LP,archive
0.53,2020-08-31,Unibail-Rodamco-Westfield SE,FR0013326246,Moore Capital Management LP,archive
2.05,2020-08-31,Fugro N.V.,NL0000352565,Voleon Capital Management LP,archive
1.17,2020-08-31,Koninklijke BAM Groep N.V.,NL0000337319,"WorldQuant, LLC",archive
0.57,2020-08-28,AMG Critical Materials N.V.,NL0000888691,Canada Pension Plan Investment Board,archive
5.03,2020-08-28,Unibail-Rodamco-Westfield SE,FR0013326246,D1 Capital Partners LP,archive
1.0,2020-08-28,Fugro N.V.,NL0000352565,HBK Investments LP,archive
0.7,2020-08-28,Koninklijke BAM Groep N.V.,NL0000337319,HBK Investments LP,archive
0.53,2020-08-28,Flow Traders Ltd.,NL0011279492,JPMorgan Asset Management (UK) Ltd.,archive
1.2,2020-08-28,Koninklijke BAM Groep N.V.,NL0000337319,Marshall Wace LLP,archive
0.51,2020-08-28,Eurocommercial Properties N.V.,NL0000288876,Parian GP LLC,archive
0.75,2020-08-28,AEGON Ltd.,NL0000303709,"Samlyn Capital, LLC",archive
0.62,2020-08-28,Unibail-Rodamco-Westfield SE,FR0013326246,"Samlyn Capital, LLC",archive
0.79,2020-08-28,STMicroelectronics N.V.,NL0000226223,Sculptor Capital Management Europe Limited,archive
2.1,2020-08-28,Fugro N.V.,NL0000352565,Voleon Capital Management LP,archive
1.27,2020-08-28,Koninklijke BAM Groep N.V.,NL0000337319,"WorldQuant, LLC",archive
0.67,2020-08-27,AMG Critical Materials N.V.,NL0000888691,Canada Pension Plan Investment Board,archive
0.92,2020-08-27,Fugro N.V.,NL0000352565,Marshall Wace LLP,archive
0.81,2020-08-27,Fugro N.V.,NL0000352565,Susquehanna International Securities Limited,archive
1.38,2020-08-27,Koninklijke BAM Groep N.V.,NL0000337319,"WorldQuant, LLC",archive
0.69,2020-08-26,Aperam S.A.,LU0569974404,Citadel Advisors LLC,archive
2.02,2020-08-26,Fugro N.V.,NL0000352565,Voleon Capital Management LP,archive
0.91,2020-08-26,Pharming Group N.V.,NL0010391025,Woodline Partners,archive
1.48,2020-08-26,Koninklijke BAM Groep N.V.,NL0000337319,"WorldQuant, LLC",archive
1.89,2020-08-25,SBM Offshore N.V.,NL0000360618,"AQR Capital Management, LLC",archive
1.44,2020-08-25,STMicroelectronics N.V.,NL0000226223,BNP Paribas S.A.,archive
2.11,2020-08-25,BE Semiconductor Industries N.V.,NL0012866412,Citadel Europe LLP,archive
4.97,2020-08-25,Unibail-Rodamco-Westfield SE,FR0013326246,D1 Capital Partners LP,archive
0.5,2020-08-25,Eurocommercial Properties N.V.,NL0000288876,Eleva Capital SAS,archive
0.92,2020-08-25,Wereldhave N.V.,NL0000289213,Eleva Capital SAS,archive
0.94,2020-08-25,Fugro N.V.,NL0000352565,HBK Investments LP,archive
1.46,2020-08-25,Unibail-Rodamco-Westfield SE,FR0013326246,Lone Pine Capital LLC,archive
0.86,2020-08-25,Fugro N.V.,NL0000352565,Marshall Wace LLP,archive
1.47,2020-08-25,ARCADIS N.V.,NL0006237562,Pelham Capital Ltd.,archive
0.77,2020-08-25,Fugro N.V.,NL0000352565,Susquehanna International Securities Limited,archive
0.43,2020-08-25,Unibail-Rodamco-Westfield SE,FR0013326246,Viking Global Investors LP,archive
1.99,2020-08-25,Fugro N.V.,NL0000352565,Voleon Capital Management LP,archive
0.6,2020-08-25,AMG Critical Materials N.V.,NL0000888691,"WorldQuant, LLC",archive
0.61,2020-08-25,Lakefront Biotherapeutics NV,BE0003818359,"WorldQuant, LLC",archive
1.35,2020-08-24,STMicroelectronics N.V.,NL0000226223,BNP Paribas S.A.,archive
0.58,2020-08-24,Pharming Group N.V.,NL0010391025,Citadel Advisors LLC,archive
1.3,2020-08-24,SBM Offshore N.V.,NL0000360618,Marshall Wace LLP,archive
1.07,2020-08-24,Unibail-Rodamco-Westfield SE,FR0013326246,Marshall Wace LLP,archive
2.03,2020-08-24,Fugro N.V.,NL0000352565,Voleon Capital Management LP,archive
0.68,2020-08-21,Koninklijke BAM Groep N.V.,NL0000337319,Citadel Advisors LLC,archive
4.82,2020-08-21,Unibail-Rodamco-Westfield SE,FR0013326246,D1 Capital Partners LP,archive
0.7,2020-08-21,Koninklijke BAM Groep N.V.,NL0000337319,GSA Capital Partners LLP,archive
1.11,2020-08-21,Fugro N.V.,NL0000352565,Marshall Wace LLP,archive
0.42,2020-08-21,Unibail-Rodamco-Westfield SE,FR0013326246,Moore Capital Management LP,archive
1.9,2020-08-21,Fugro N.V.,NL0000352565,Voleon Capital Management LP,archive
0.55,2020-08-21,Lakefront Biotherapeutics NV,BE0003818359,"WorldQuant, LLC",archive
0.48,2020-08-20,Qiagen N.V.,NL0012169213,Cigogne Management S.A.,archive
0.76,2020-08-20,Koninklijke BAM Groep N.V.,NL0000337319,Citadel Advisors LLC,archive
0.93,2020-08-20,Lakefront Biotherapeutics NV,BE0003818359,"D. E. Shaw & Co., L.P.",archive
0.49,2020-08-20,Flow Traders Ltd.,NL0011279492,Marshall Wace LLP,archive
1.33,2020-08-20,Fugro N.V.,NL0000352565,TFG Asset Management UK LLP,archive
0.51,2020-08-20,AMG Critical Materials N.V.,NL0000888691,"WorldQuant, LLC",archive
0.67,2020-08-19,Pharming Group N.V.,NL0010391025,Citadel Advisors LLC,archive
0.89,2020-08-19,Lakefront Biotherapeutics NV,BE0003818359,"D. E. Shaw & Co., L.P.",archive
0.6,2020-08-19,Koninklijke BAM Groep N.V.,NL0000337319,GSA Capital Partners LLP,archive
1.01,2020-08-19,Fugro N.V.,NL0000352565,HBK Investments LP,archive
0.62,2020-08-19,Koninklijke BAM Groep N.V.,NL0000337319,"Lucerne Capital Management, L.P.",archive
1.95,2020-08-19,Unibail-Rodamco-Westfield SE,FR0013326246,"Maverick Capital, Ltd.",archive
0.65,2020-08-19,Wereldhave N.V.,NL0000289213,Parian GP LLC,archive
1.19,2020-08-19,AMG Critical Materials N.V.,NL0000888691,Systematica Investments Limited,archive
1.11,2020-08-19,Fugro N.V.,NL0000352565,TFG Asset Management UK LLP,archive
1.8,2020-08-19,Fugro N.V.,NL0000352565,Voleon Capital Management LP,archive
0.88,2020-08-18,Koninklijke BAM Groep N.V.,NL0000337319,Citadel Advisors LLC,archive
2.39,2020-08-18,ARCADIS N.V.,NL0006237562,Marshall Wace LLP,archive
1.13,2020-08-18,Unibail-Rodamco-Westfield SE,FR0013326246,Marshall Wace LLP,archive
1.81,2020-08-18,Unibail-Rodamco-Westfield SE,FR0013326246,"Maverick Capital, Ltd.",archive
0.82,2020-08-18,Fugro N.V.,NL0000352565,Susquehanna International Securities Limited,archive
1.65,2020-08-18,Fugro N.V.,NL0000352565,Voleon Capital Management LP,archive
0.59,2020-08-17,Flow Traders Ltd.,NL0011279492,Marshall Wace LLP,archive
0.55,2020-08-17,Lakefront Biotherapeutics NV,BE0003818359,Marshall Wace LLP,archive
0.52,2020-08-17,Unibail-Rodamco-Westfield SE,FR0013326246,Moore Capital Management LP,archive
0.4,2020-08-17,Unibail-Rodamco-Westfield SE,FR0013326246,Pictet Asset Management S.A.,archive
0.6,2020-08-17,AEGON Ltd.,NL0000303709,"Samlyn Capital, LLC",archive
1.5,2020-08-17,Fugro N.V.,NL0000352565,Voleon Capital Management LP,archive
0.49,2020-08-17,Pharming Group N.V.,NL0010391025,"WorldQuant, LLC",archive
1.46,2020-08-14,STMicroelectronics N.V.,NL0000226223,BNP Paribas S.A.,archive
1.2,2020-08-14,AMG Critical Materials N.V.,NL0000888691,Capital Fund Management S.A.,archive
0.46,2020-08-14,Lakefront Biotherapeutics NV,BE0003818359,Citadel Advisors LLC,archive
