net_short_position,position_date,issuer_name,isin,position_holder,source
2.31,2016-02-23,SBM Offshore N.V.,NL0000360618,"AQR Capital Management, LLC",archive
0.8,2016-02-23,TomTom N.V.,NL0000387058,JPMorgan Asset Management (UK) Ltd.,archive
0.61,2016-02-23,ArcelorMittal S.A.,LU0323134006,Marshall Wace LLP,archive
0.53,2016-02-23,Lakefront Biotherapeutics NV,BE0003818359,Millennium International Management LP,archive
1.43,2016-02-22,ArcelorMittal S.A.,LU0323134006,"AQR Capital Management, LLC",archive
0.7,2016-02-22,Aperam S.A.,LU0569974404,BlackRock Investment Management (UK) Limited,archive
0.5,2016-02-22,ARCADIS N.V.,NL0006237562,Canada Pension Plan Investment Board,archive
0.99,2016-02-22,PostNL N.V.,NL0009739416,Capital Fund Management S.A.,archive
0.57,2016-02-22,TomTom N.V.,NL0000387058,Marshall Wace LLP,archive
0.79,2016-02-22,PostNL N.V.,NL0009739416,"WorldQuant, LLC",archive
0.79,2016-02-22,SBM Offshore N.V.,NL0000360618,"WorldQuant, LLC",archive
1.45,2016-02-19,Fugro N.V.,NL0000352565,"Lucerne Capital Management, LP",archive
0.6,2016-02-19,SBM Offshore N.V.,NL0000360618,Oxford Asset Management,archive
0.49,2016-02-19,Koninklijke Heijmans N.V.,NL0009269109,"WorldQuant, LLC",archive
0.8,2016-02-19,SBM Offshore N.V.,NL0000360618,"WorldQuant, LLC",archive
1.6,2016-02-18,ArcelorMittal S.A.,LU0323134006,"AQR Capital Management, LLC",archive
0.5,2016-02-18,Koninklijke KPN N.V.,NL0000009082,"AQR Capital Management, LLC",archive
0.67,2016-02-18,Fugro N.V.,NL0000352565,Capital Fund Management S.A.,archive
0.54,2016-02-18,ArcelorMittal S.A.,LU0323134006,Marshall Wace LLP,archive
0.97,2016-02-18,SBM Offshore N.V.,NL0000360618,Marshall Wace LLP,archive
0.68,2016-02-18,Lakefront Biotherapeutics NV,BE0003818359,Millennium International Management LP,archive
1.73,2016-02-18,ArcelorMittal S.A.,LU0323134006,Odey Asset Management LLP,archive
1.04,2016-02-18,PostNL N.V.,NL0009739416,Oxford Asset Management,archive
0.85,2016-02-18,PostNL N.V.,NL0009739416,"WorldQuant, LLC",archive
0.69,2016-02-17,ArcelorMittal S.A.,LU0323134006,Marshall Wace LLP,archive
2.3,2016-02-17,Fugro N.V.,NL0000352565,Marshall Wace LLP,archive
0.69,2016-02-17,TomTom N.V.,NL0000387058,Marshall Wace LLP,archive
0.7,2016-02-17,Lakefront Biotherapeutics NV,BE0003818359,Millennium International Management LP,archive
0.53,2016-02-17,SBM Offshore N.V.,NL0000360618,Oxford Asset Management,archive
0.94,2016-02-17,PostNL N.V.,NL0009739416,"WorldQuant, LLC",archive
0.77,2016-02-17,SBM Offshore N.V.,NL0000360618,"WorldQuant, LLC",archive
0.59,2016-02-16,Koninklijke Vopak N.V.,NL0009432491,"AQR Capital Management, LLC",archive
0.5,2016-02-16,Koninklijke BAM Groep N.V.,NL0000337319,BlackRock Investment Management (UK) Limited,archive
0.36,2016-02-16,Koninklijke BAM Groep N.V.,NL0000337319,Man Investments Limited,archive
1.08,2016-02-16,SBM Offshore N.V.,NL0000360618,Marshall Wace LLP,archive
0.8,2016-02-16,Lakefront Biotherapeutics NV,BE0003818359,Millennium International Management LP,archive
0.68,2016-02-15,Aperam S.A.,LU0569974404,BlackRock Investment Management (UK) Limited,archive
0.49,2016-02-15,SBM Offshore N.V.,NL0000360618,BlackRock Investment Management (UK) Limited,archive
0.75,2016-02-15,Fugro N.V.,NL0000352565,Capital Fund Management S.A.,archive
0.0,2016-02-15,Shell plc,GB00B03MLX29,"Davidson Kempner European Partners, LLP",archive
0.48,2016-02-15,Koninklijke Heijmans N.V.,NL0009269109,Oxford Asset Management,archive
1.09,2016-02-15,PostNL N.V.,NL0009739416,"WorldQuant, LLC",archive
0.8,2016-02-12,Aperam S.A.,LU0569974404,"Angelo, Gordon & Co. L.P.",archive
0.62,2016-02-12,ARCADIS N.V.,NL0006237562,Capital Fund Management S.A.,archive
0.8,2016-02-12,Fugro N.V.,NL0000352565,Capital Fund Management S.A.,archive
2.2,2016-02-12,Fugro N.V.,NL0000352565,Marshall Wace LLP,archive
1.16,2016-02-12,SBM Offshore N.V.,NL0000360618,Marshall Wace LLP,archive
0.57,2016-02-12,Koninklijke Heijmans N.V.,NL0009269109,"WorldQuant, LLC",archive
4.82,2016-02-11,Aperam S.A.,LU0569974404,Adage Capital Management L.P.,archive
1.12,2016-02-11,TKH Group N.V.,NL0000852523,AKO Capital LLP,archive
2.12,2016-02-11,Fugro N.V.,NL0000352565,Marshall Wace LLP,archive
1.24,2016-02-11,SBM Offshore N.V.,NL0000360618,Marshall Wace LLP,archive
0.77,2016-02-11,TomTom N.V.,NL0000387058,Marshall Wace LLP,archive
0.77,2016-02-11,Lakefront Biotherapeutics NV,BE0003818359,Millennium International Management LP,archive
0.29,2016-02-10,ArcelorMittal S.A.,LU0323134006,Adage Capital Management L.P.,archive
0.5,2016-02-10,Wereldhave N.V.,NL0000289213,Capital Fund Management S.A.,archive
2.05,2016-02-10,Fugro N.V.,NL0000352565,Marshall Wace LLP,archive
0.86,2016-02-10,TomTom N.V.,NL0000387058,Marshall Wace LLP,archive
0.5,2016-02-10,Lakefront Biotherapeutics NV,BE0003818359,Oxford Asset Management,archive
0.46,2016-02-10,TomTom N.V.,NL0000387058,"PDT Partners, LLC",archive
0.71,2016-02-10,Koninklijke Ahold Delhaize N.V.,NL0010672325,Pine River Capital Management L.P.,archive
1.17,2016-02-10,PostNL N.V.,NL0009739416,"WorldQuant, LLC",archive
0.51,2016-02-09,ArcelorMittal S.A.,LU0323134006,Adage Capital Management L.P.,archive
0.79,2016-02-09,Aperam S.A.,LU0569974404,"Angelo, Gordon & Co. L.P.",archive
2.2,2016-02-09,SBM Offshore N.V.,NL0000360618,"AQR Capital Management, LLC",archive
1.35,2016-02-09,Fugro N.V.,NL0000352565,"Lucerne Capital Management, LP",archive
1.01,2016-02-09,TomTom N.V.,NL0000387058,Marshall Wace LLP,archive
0.5,2016-02-09,TomTom N.V.,NL0000387058,"PDT Partners, LLC",archive
0.65,2016-02-09,Koninklijke Heijmans N.V.,NL0009269109,"WorldQuant, LLC",archive
0.86,2016-02-09,SBM Offshore N.V.,NL0000360618,"WorldQuant, LLC",archive
1.75,2016-02-08,ArcelorMittal S.A.,LU0323134006,"AQR Capital Management, LLC",archive
2.29,2016-02-08,Fugro N.V.,NL0000352565,"AQR Capital Management, LLC",archive
0.7,2016-02-08,Aperam S.A.,LU0569974404,BlackRock Investment Management (UK) Limited,archive
0.5,2016-02-08,SBM Offshore N.V.,NL0000360618,BlackRock Investment Management (UK) Limited,archive
0.5,2016-02-08,ARCADIS N.V.,NL0006237562,Capital Fund Management S.A.,archive
0.49,2016-02-08,Wereldhave N.V.,NL0000289213,JPMorgan Asset Management (UK) Ltd.,archive
1.24,2016-02-08,Fugro N.V.,NL0000352565,"Lucerne Capital Management, LP",archive
0.77,2016-02-08,ArcelorMittal S.A.,LU0323134006,Marshall Wace LLP,archive
1.0,2016-02-08,Lakefront Biotherapeutics NV,BE0003818359,Millennium International Management LP,archive
1.62,2016-02-08,ArcelorMittal S.A.,LU0323134006,Odey Asset Management LLP,archive
0.65,2016-02-05,ArcelorMittal S.A.,LU0323134006,Adage Capital Management L.P.,archive
0.49,2016-02-05,SBM Offshore N.V.,NL0000360618,BlackRock Investment Management (UK) Limited,archive
0.8,2016-02-05,ArcelorMittal S.A.,LU0323134006,Marshall Wace LLP,archive
1.39,2016-02-05,SBM Offshore N.V.,NL0000360618,Marshall Wace LLP,archive
0.93,2016-02-05,Lakefront Biotherapeutics NV,BE0003818359,Millennium International Management LP,archive
0.57,2016-02-05,Wereldhave N.V.,NL0000289213,Millennium International Management LP,archive
1.29,2016-02-05,PostNL N.V.,NL0009739416,"WorldQuant, LLC",archive
2.19,2016-02-04,SBM Offshore N.V.,NL0000360618,"AQR Capital Management, LLC",archive
0.64,2016-02-04,Aperam S.A.,LU0569974404,BlackRock Investment Management (UK) Limited,archive
1.64,2016-02-04,Koninklijke Ahold Delhaize N.V.,NL0010672325,"Davidson Kempner European Partners, LLP",archive
0.86,2016-02-04,Lakefront Biotherapeutics NV,BE0003818359,Millennium International Management LP,archive
0.61,2016-02-04,Wereldhave N.V.,NL0000289213,Millennium International Management LP,archive
0.64,2016-02-04,Koninklijke Ahold Delhaize N.V.,NL0010672325,Pine River Capital Management L.P.,archive
0.77,2016-02-04,Koninklijke Heijmans N.V.,NL0009269109,"WorldQuant, LLC",archive
1.34,2016-02-04,PostNL N.V.,NL0009739416,"WorldQuant, LLC",archive
0.8,2016-02-03,Aperam S.A.,LU0569974404,"Angelo, Gordon & Co. L.P.",archive
0.48,2016-02-03,SBM Offshore N.V.,NL0000360618,"BlackRock Institutional Trust Company, National Association",archive
1.7,2016-02-03,SBM Offshore N.V.,NL0000360618,"D.E. Shaw & Co., L.P.",archive
0.75,2016-02-03,ArcelorMittal S.A.,LU0323134006,Marshall Wace LLP,archive
0.91,2016-02-03,Lakefront Biotherapeutics NV,BE0003818359,Millennium International Management LP,archive
1.41,2016-02-03,PostNL N.V.,NL0009739416,"WorldQuant, LLC",archive
0.5,2016-02-02,SBM Offshore N.V.,NL0000360618,BlackRock Investment Management (UK) Limited,archive
1.02,2016-02-02,Fugro N.V.,NL0000352565,"Lucerne Capital Management, LP",archive
1.41,2016-02-02,SBM Offshore N.V.,NL0000360618,Marshall Wace LLP,archive
0.56,2016-02-02,Wereldhave N.V.,NL0000289213,Millennium International Management LP,archive
1.55,2016-02-02,PostNL N.V.,NL0009739416,"WorldQuant, LLC",archive
0.97,2016-02-02,SBM Offshore N.V.,NL0000360618,"WorldQuant, LLC",archive
0.51,2016-02-01,Aperam S.A.,LU0569974404,BlackRock Investment Management (UK) Limited,archive
1.79,2016-02-01,Koninklijke Ahold Delhaize N.V.,NL0010672325,"Davidson Kempner European Partners, LLP",archive
0.82,2016-02-01,Lakefront Biotherapeutics NV,BE0003818359,Millennium International Management LP,archive
1.41,2016-02-01,ArcelorMittal S.A.,LU0323134006,Odey Asset Management LLP,archive
1.67,2016-02-01,PostNL N.V.,NL0009739416,"WorldQuant, LLC",archive
0.5,2016-01-29,ASML Holding N.V.,NL0010273215,"AQR Capital Management, LLC",archive
2.39,2016-01-29,Fugro N.V.,NL0000352565,"AQR Capital Management, LLC",archive
0.82,2016-01-29,ArcelorMittal S.A.,LU0323134006,Marshall Wace LLP,archive
1.92,2016-01-29,Fugro N.V.,NL0000352565,Marshall Wace LLP,archive
0.78,2016-01-29,Lakefront Biotherapeutics NV,BE0003818359,Millennium International Management LP,archive
0.59,2016-01-29,Koninklijke Heijmans N.V.,NL0009269109,Oxford Asset Management,archive
0.56,2016-01-29,SBM Offshore N.V.,NL0000360618,"Valiant Capital Management, LP",archive
1.07,2016-01-29,SBM Offshore N.V.,NL0000360618,"WorldQuant, LLC",archive
0.47,2016-01-28,SBM Offshore N.V.,NL0000360618,Man Investments Limited,archive
1.82,2016-01-28,Fugro N.V.,NL0000352565,Marshall Wace LLP,archive
0.61,2016-01-28,Lakefront Biotherapeutics NV,BE0003818359,Millennium International Management LP,archive
0.59,2016-01-28,Koninklijke Ahold Delhaize N.V.,NL0010672325,Pine River Capital Management L.P.,archive
0.56,2016-01-27,ArcelorMittal S.A.,LU0323134006,Adage Capital Management L.P.,archive
0.51,2016-01-27,Koninklijke Heijmans N.V.,NL0009269109,Macquarie Funds Management Hong Kong Limited,archive
0.94,2016-01-27,ArcelorMittal S.A.,LU0323134006,Marshall Wace LLP,archive
0.51,2016-01-27,Lakefront Biotherapeutics NV,BE0003818359,Millennium International Management LP,archive
0.82,2016-01-27,Koninklijke Heijmans N.V.,NL0009269109,"WorldQuant, LLC",archive
1.79,2016-01-27,PostNL N.V.,NL0009739416,"WorldQuant, LLC",archive
1.1,2016-01-27,SBM Offshore N.V.,NL0000360618,"WorldQuant, LLC",archive
0.72,2016-01-26,Aperam S.A.,LU0569974404,"Angelo, Gordon & Co. L.P.",archive
1.0,2016-01-26,PostNL N.V.,NL0009739416,Capital Fund Management S.A.,archive
0.91,2016-01-26,Fugro N.V.,NL0000352565,"Lucerne Capital Management, LP",archive
0.68,2016-01-26,ArcelorMittal S.A.,LU0323134006,"Luminus Management, LLC",archive
1.3,2016-01-26,SBM Offshore N.V.,NL0000360618,Marshall Wace LLP,archive
0.46,2016-01-26,Koninklijke Heijmans N.V.,NL0009269109,Rotella Acrospire LLC,archive
1.82,2016-01-26,PostNL N.V.,NL0009739416,"WorldQuant, LLC",archive
1.06,2016-01-26,SBM Offshore N.V.,NL0000360618,"WorldQuant, LLC",archive
0.49,2016-01-26,TomTom N.V.,NL0000387058,"WorldQuant, LLC",archive
4.91,2016-01-25,Aperam S.A.,LU0569974404,Adage Capital Management L.P.,archive
0.57,2016-01-25,Aperam S.A.,LU0569974404,"Basso Capital Management, L.P",archive
1.78,2016-01-25,PostNL N.V.,NL0009739416,"WorldQuant, LLC",archive
4.78,2016-01-22,Aperam S.A.,LU0569974404,Adage Capital Management L.P.,archive
0.81,2016-01-22,Aperam S.A.,LU0569974404,"Angelo, Gordon & Co. L.P.",archive
0.47,2016-01-22,ArcelorMittal S.A.,LU0323134006,Capital Fund Management S.A.,archive
1.6,2016-01-22,SBM Offshore N.V.,NL0000360618,"D.E. Shaw & Co., L.P.",archive
0.25,2016-01-22,SBM Offshore N.V.,NL0000360618,"Discovery Capital Management, LLC",archive
0.58,2016-01-22,SBM Offshore N.V.,NL0000360618,Man Investments Limited,archive
1.05,2016-01-22,ArcelorMittal S.A.,LU0323134006,Marshall Wace LLP,archive
1.64,2016-01-22,PostNL N.V.,NL0009739416,"WorldQuant, LLC",archive
0.91,2016-01-22,SBM Offshore N.V.,NL0000360618,"WorldQuant, LLC",archive
4.66,2016-01-21,Aperam S.A.,LU0569974404,Adage Capital Management L.P.,archive
1.19,2016-01-21,ArcelorMittal S.A.,LU0323134006,Marshall Wace LLP,archive
0.85,2016-01-21,SBM Offshore N.V.,NL0000360618,"WorldQuant, LLC",archive
1.85,2016-01-20,ArcelorMittal S.A.,LU0323134006,"AQR Capital Management, LLC",archive
0.58,2016-01-20,ArcelorMittal S.A.,LU0323134006,Capital Fund Management S.A.,archive
0.7,2016-01-20,SBM Offshore N.V.,NL0000360618,"Discovery Capital Management, LLC",archive
1.32,2016-01-20,ArcelorMittal S.A.,LU0323134006,Marshall Wace LLP,archive
0.42,2016-01-20,PostNL N.V.,NL0009739416,Marshall Wace LLP,archive
0.46,2016-01-20,Wereldhave N.V.,NL0000289213,Millennium International Management LP,archive
1.39,2016-01-20,ArcelorMittal S.A.,LU0323134006,Odey Asset Management LLP,archive
0.91,2016-01-20,PostNL N.V.,NL0009739416,Oxford Asset Management,archive
0.74,2016-01-20,Koninklijke Heijmans N.V.,NL0009269109,"WorldQuant, LLC",archive
1.52,2016-01-20,PostNL N.V.,NL0009739416,"WorldQuant, LLC",archive
0.7,2016-01-19,Aperam S.A.,LU0569974404,"Angelo, Gordon & Co. L.P.",archive
0.91,2016-01-19,PostNL N.V.,NL0009739416,Capital Fund Management S.A.,archive
1.83,2016-01-19,Koninklijke Ahold Delhaize N.V.,NL0010672325,"Davidson Kempner European Partners, LLP",archive
1.01,2016-01-19,SBM Offshore N.V.,NL0000360618,"Discovery Capital Management, LLC",archive
0.33,2016-01-19,ArcelorMittal S.A.,LU0323134006,"Luminus Management, LLC",archive
0.54,2016-01-19,PostNL N.V.,NL0009739416,Marshall Wace LLP,archive
1.21,2016-01-19,TomTom N.V.,NL0000387058,Marshall Wace LLP,archive
1.11,2016-01-19,ArcelorMittal S.A.,LU0323134006,Odey Asset Management LLP,archive
0.59,2016-01-19,Koninklijke Heijmans N.V.,NL0009269109,Rotella Acrospire LLC,archive
1.46,2016-01-19,PostNL N.V.,NL0009739416,"WorldQuant, LLC",archive
0.71,2016-01-19,SBM Offshore N.V.,NL0000360618,"WorldQuant, LLC",archive
0.5,2016-01-19,TomTom N.V.,NL0000387058,"WorldQuant, LLC",archive
1.34,2016-01-18,SBM Offshore N.V.,NL0000360618,AKO Capital LLP,archive
0.67,2016-01-18,PostNL N.V.,NL0009739416,Marshall Wace LLP,archive
0.5,2016-01-18,Wereldhave N.V.,NL0000289213,Millennium International Management LP,archive
0.82,2016-01-18,PostNL N.V.,NL0009739416,Oxford Asset Management,archive
0.69,2016-01-18,Koninklijke Heijmans N.V.,NL0009269109,"WorldQuant, LLC",archive
1.42,2016-01-15,SBM Offshore N.V.,NL0000360618,AKO Capital LLP,archive
0.59,2016-01-15,SBM Offshore N.V.,NL0000360618,"BlackRock Institutional Trust Company, National Association",archive
0.5,2016-01-15,Shell plc,GB00B03MLX29,"Davidson Kempner European Partners, LLP",archive
1.34,2016-01-15,SBM Offshore N.V.,NL0000360618,"Discovery Capital Management, LLC",archive
0.0,2016-01-15,ArcelorMittal S.A.,LU0323134006,HBK Investments LP,archive
0.67,2016-01-15,Fugro N.V.,NL0000352565,"Lucerne Capital Management, LP",archive
1.23,2016-01-15,ArcelorMittal S.A.,LU0323134006,Marshall Wace LLP,archive
0.77,2016-01-15,PostNL N.V.,NL0009739416,Marshall Wace LLP,archive
0.48,2016-01-15,Wereldhave N.V.,NL0000289213,Millennium International Management LP,archive
1.35,2016-01-15,ArcelorMittal S.A.,LU0323134006,Odey Asset Management LLP,archive
0.0,2016-01-15,ArcelorMittal S.A.,LU0323134006,Sculptor Capital LP,archive
1.31,2016-01-15,PostNL N.V.,NL0009739416,"WorldQuant, LLC",archive
0.6,2016-01-15,SBM Offshore N.V.,NL0000360618,"WorldQuant, LLC",archive
0.7,2016-01-14,ArcelorMittal S.A.,LU0323134006,"AQR Capital Management, LLC",archive
1.72,2016-01-14,Koninklijke Ahold Delhaize N.V.,NL0010672325,"Davidson Kempner European Partners, LLP",archive
0.52,2016-01-14,Koninklijke BAM Groep N.V.,NL0000337319,Man Investments Limited,archive
0.6,2016-01-14,SBM Offshore N.V.,NL0000360618,Man Investments Limited,archive
1.31,2016-01-14,ArcelorMittal S.A.,LU0323134006,Marshall Wace LLP,archive
0.96,2016-01-14,PostNL N.V.,NL0009739416,Marshall Wace LLP,archive
1.3,2016-01-14,TomTom N.V.,NL0000387058,Marshall Wace LLP,archive
0.52,2016-01-14,Fugro N.V.,NL0000352565,UBS Asset Management (UK) Ltd.,archive
0.53,2016-01-14,SBM Offshore N.V.,NL0000360618,"WorldQuant, LLC",archive
2.49,2016-01-13,Fugro N.V.,NL0000352565,"AQR Capital Management, LLC",archive
0.81,2016-01-13,PostNL N.V.,NL0009739416,Capital Fund Management S.A.,archive
0.68,2016-01-13,ArcelorMittal S.A.,LU0323134006,"Luminus Management, LLC",archive
1.28,2016-01-13,PostNL N.V.,NL0009739416,Marshall Wace LLP,archive
0.52,2016-01-13,Wereldhave N.V.,NL0000289213,Millennium International Management LP,archive
1.45,2016-01-13,ArcelorMittal S.A.,LU0323134006,Odey Asset Management LLP,archive
0.6,2016-01-13,Fugro N.V.,NL0000352565,UBS Asset Management (UK) Ltd.,archive
1.23,2016-01-13,PostNL N.V.,NL0009739416,"WorldQuant, LLC",archive
1.62,2016-01-12,Koninklijke Ahold Delhaize N.V.,NL0010672325,"Davidson Kempner European Partners, LLP",archive
0.54,2016-01-12,SBM Offshore N.V.,NL0000360618,Man Investments Limited,archive
1.21,2016-01-12,ArcelorMittal S.A.,LU0323134006,Marshall Wace LLP,archive
1.56,2016-01-12,PostNL N.V.,NL0009739416,Marshall Wace LLP,archive
1.29,2016-01-12,SBM Offshore N.V.,NL0000360618,Marshall Wace LLP,archive
1.26,2016-01-12,TomTom N.V.,NL0000387058,Marshall Wace LLP,archive
4.53,2016-01-11,Aperam S.A.,LU0569974404,Adage Capital Management L.P.,archive
0.62,2016-01-11,ArcelorMittal S.A.,LU0323134006,Adage Capital Management L.P.,archive
0.61,2016-01-11,Koninklijke Vopak N.V.,NL0009432491,"AQR Capital Management, LLC",archive
0.7,2016-01-11,Fugro N.V.,NL0000352565,Capital Fund Management S.A.,archive
1.43,2016-01-11,TomTom N.V.,NL0000387058,Marshall Wace LLP,archive
0.59,2016-01-08,Koninklijke Vopak N.V.,NL0009432491,"AQR Capital Management, LLC",archive
0.67,2016-01-08,ArcelorMittal S.A.,LU0323134006,Capital Fund Management S.A.,archive
0.71,2016-01-08,PostNL N.V.,NL0009739416,Capital Fund Management S.A.,archive
0.7,2016-01-08,TomTom N.V.,NL0000387058,JPMorgan Asset Management (UK) Ltd.,archive
0.58,2016-01-08,Koninklijke Heijmans N.V.,NL0009269109,"WorldQuant, LLC",archive
1.03,2016-01-07,TKH Group N.V.,NL0000852523,AKO Capital LLP,archive
2.5,2016-01-07,Fugro N.V.,NL0000352565,"AQR Capital Management, LLC",archive
0.6,2016-01-07,Koninklijke Vopak N.V.,NL0009432491,"AQR Capital Management, LLC",archive
0.63,2016-01-07,TomTom N.V.,NL0000387058,JPMorgan Asset Management (UK) Ltd.,archive
0.48,2016-01-07,SBM Offshore N.V.,NL0000360618,Man Investments Limited,archive
1.69,2016-01-07,PostNL N.V.,NL0009739416,Marshall Wace LLP,archive
0.6,2016-01-07,Koninklijke Heijmans N.V.,NL0009269109,Rotella Acrospire LLC,archive
0.49,2016-01-07,Lakefront Biotherapeutics NV,BE0003818359,"WorldQuant, LLC",archive
1.1,2016-01-07,PostNL N.V.,NL0009739416,"WorldQuant, LLC",archive
0.45,2016-01-07,SBM Offshore N.V.,NL0000360618,"WorldQuant, LLC",archive
2.49,2016-01-06,Fugro N.V.,NL0000352565,"AQR Capital Management, LLC",archive
0.51,2016-01-06,TomTom N.V.,NL0000387058,JPMorgan Asset Management (UK) Ltd.,archive
1.42,2016-01-06,SBM Offshore N.V.,NL0000360618,Marshall Wace LLP,archive
1.07,2016-01-06,PostNL N.V.,NL0009739416,"WorldQuant, LLC",archive
0.5,2016-01-06,SBM Offshore N.V.,NL0000360618,"WorldQuant, LLC",archive
1.35,2016-01-05,TomTom N.V.,NL0000387058,Marshall Wace LLP,archive
1.5,2016-01-05,ArcelorMittal S.A.,LU0323134006,Odey Asset Management LLP,archive
0.48,2016-01-05,SBM Offshore N.V.,NL0000360618,"WorldQuant, LLC",archive
1.11,2016-01-04,ArcelorMittal S.A.,LU0323134006,Marshall Wace LLP,archive
1.77,2016-01-04,PostNL N.V.,NL0009739416,Marshall Wace LLP,archive
1.4,2016-01-04,TomTom N.V.,NL0000387058,Marshall Wace LLP,archive
0.5,2016-01-04,SBM Offshore N.V.,NL0000360618,"WorldQuant, LLC",archive
0.6,2015-12-31,SBM Offshore N.V.,NL0000360618,"Sophos Capital Management, L.P.",archive
