position_date,isin,issuer_name,net_short_position,position_holder,source
2019-06-13,NL0009739416,PostNL N.V.,0.7,Canada Pension Plan Investment Board,archive
2019-06-13,NL0009739416,PostNL N.V.,1.7,Capital Fund Management S.A.,archive
2019-06-13,BE0003818359,Galapagos NV,0.8,Citadel Advisors LLC,archive
2019-06-13,NL0000352565,Fugro N.V.,3.96,Marshall Wace LLP,archive
2019-06-13,NL0009739416,PostNL N.V.,4.65,Marshall Wace LLP,archive
2019-06-13,NL0011821392,Signify N.V.,1.06,Marshall Wace LLP,archive
2019-06-13,NL0000289213,Wereldhave N.V.,1.5,Marshall Wace LLP,archive
2019-06-13,NL0010391025,Pharming Group N.V.,1.17,Pictet Asset Management Limited,archive
2019-06-13,NL0000888691,AMG Critical Materials N.V.,0.0,Susquehanna International Securities Limited,archive
2019-06-13,NL0000888691,AMG Critical Materials N.V.,0.63,"WorldQuant, LLC",archive
2019-06-13,NL0000337319,Koninklijke BAM Groep N.V.,0.48,"WorldQuant, LLC",archive
2019-06-12,NL0000352565,Fugro N.V.,1.65,HBK Investments LP,archive
2019-06-12,NL0011821392,Signify N.V.,0.54,Lansdowne Partners (UK) LLP,archive
2019-06-12,NL0000352565,Fugro N.V.,4.03,Marshall Wace LLP,archive
2019-06-12,NL0013332471,TomTom N.V.,0.51,Marshall Wace LLP,archive
2019-06-12,NL0011821392,Signify N.V.,0.61,Millennium Capital Partners LLP,archive
2019-06-12,NL0000888691,AMG Critical Materials N.V.,1.24,Millennium International Management LP,archive
2019-06-12,NL0000888691,AMG Critical Materials N.V.,0.79,Numeric Investors LLC,archive
2019-06-12,NL0000888691,AMG Critical Materials N.V.,0.51,Susquehanna International Securities Limited,archive
2019-06-12,NL0000352565,Fugro N.V.,1.18,Systematica Investments Limited,archive
2019-06-12,NL0000888691,AMG Critical Materials N.V.,0.55,"WorldQuant, LLC",archive
2019-06-12,NL0012866412,BE Semiconductor Industries N.V.,0.88,"WorldQuant, LLC",archive
2019-06-11,NL0000888691,AMG Critical Materials N.V.,1.94,AHL Partners LLP,archive
2019-06-11,NL0009739416,PostNL N.V.,1.9,AHL Partners LLP,archive
2019-06-11,NL0000337319,Koninklijke BAM Groep N.V.,1.83,AKO Capital LLP,archive
2019-06-11,NL0010558797,OCI N.V.,1.0,"AQR Capital Management, LLC",archive
2019-06-11,NL0000888691,AMG Critical Materials N.V.,0.9,"Arrowstreet Capital, Limited Partnership",archive
2019-06-11,BE0003818359,Galapagos NV,0.79,Citadel Advisors LLC,archive
2019-06-11,NL0000352565,Fugro N.V.,0.8,"Connor, Clark & Lunn Investment Management Ltd.",archive
2019-06-11,NL0012866412,BE Semiconductor Industries N.V.,0.56,CQS (UK) LLP,archive
2019-06-11,NL0000352565,Fugro N.V.,1.59,HBK Investments LP,archive
2019-06-11,NL0000352565,Fugro N.V.,4.13,Marshall Wace LLP,archive
2019-06-11,BE0003818359,Galapagos NV,0.8,Marshall Wace LLP,archive
2019-06-11,NL0000888691,AMG Critical Materials N.V.,0.84,"PDT Partners, LLC",archive
2019-06-11,NL0010391025,Pharming Group N.V.,1.05,Pictet Asset Management Limited,archive
2019-06-11,NL0009739416,PostNL N.V.,0.99,"WorldQuant, LLC",archive
2019-06-10,NL0000337319,Koninklijke BAM Groep N.V.,1.79,AKO Capital LLP,archive
2019-06-10,BE0003818359,Galapagos NV,1.98,"AQR Capital Management, LLC",archive
2019-06-10,NL0009432491,Koninklijke Vopak N.V.,1.3,"AQR Capital Management, LLC",archive
2019-06-10,NL0000352565,Fugro N.V.,0.71,Canada Pension Plan Investment Board,archive
2019-06-10,NL0009739416,PostNL N.V.,1.68,Capital Fund Management S.A.,archive
2019-06-10,NL0009739416,PostNL N.V.,0.6,"Connor, Clark & Lunn Investment Management Ltd.",archive
2019-06-10,NL0006237562,ARCADIS N.V.,2.51,Lansdowne Partners (UK) LLP,archive
2019-06-10,NL0011794037,Koninklijke Ahold Delhaize N.V.,0.49,Lansdowne Partners (UK) LLP,archive
2019-06-10,NL0011794037,Koninklijke Ahold Delhaize N.V.,0.6,Marshall Wace LLP,archive
2019-06-10,NL0009739416,PostNL N.V.,4.73,Marshall Wace LLP,archive
2019-06-10,NL0011821392,Signify N.V.,0.53,Millennium Capital Partners LLP,archive
2019-06-10,NL0000289213,Wereldhave N.V.,1.01,Millennium International Management LP,archive
2019-06-10,NL0000289213,Wereldhave N.V.,0.49,Odey Asset Management LLP,archive
2019-06-10,NL0000888691,AMG Critical Materials N.V.,0.49,Susquehanna International Securities Limited,archive
2019-06-07,NL0009739416,PostNL N.V.,1.84,AHL Partners LLP,archive
2019-06-07,NL0000337319,Koninklijke BAM Groep N.V.,1.63,AKO Capital LLP,archive
2019-06-07,NL0000352565,Fugro N.V.,0.6,B&G Master Fund Plc,archive
2019-06-07,NL0000352565,Fugro N.V.,1.02,"BlackRock Institutional Trust Company, National Association",archive
2019-06-07,BE0003818359,Galapagos NV,0.8,Citadel Advisors LLC,archive
2019-06-07,NL0000352565,Fugro N.V.,0.88,Citadel Europe LLP,archive
2019-06-07,NL0010391025,Pharming Group N.V.,1.0,"Connor, Clark & Lunn Investment Management Ltd.",archive
2019-06-07,NL0006237562,ARCADIS N.V.,2.46,Lansdowne Partners (UK) LLP,archive
2019-06-07,NL0000352565,Fugro N.V.,4.23,Marshall Wace LLP,archive
2019-06-07,BE0003818359,Galapagos NV,0.71,Marshall Wace LLP,archive
2019-06-07,NL0000289213,Wereldhave N.V.,1.47,Marshall Wace LLP,archive
2019-06-07,NL0010391025,Pharming Group N.V.,0.9,Pictet Asset Management Limited,archive
2019-06-07,NL0000888691,AMG Critical Materials N.V.,0.52,Susquehanna International Securities Limited,archive
2019-06-07,NL0000888691,AMG Critical Materials N.V.,0.46,"WorldQuant, LLC",archive
2019-06-07,NL0009739416,PostNL N.V.,1.01,"WorldQuant, LLC",archive
2019-06-06,NL0000289213,Wereldhave N.V.,0.79,"D. E. Shaw & Co., L.P.",archive
2019-06-06,NL0000289213,Wereldhave N.V.,0.37,GAM Investment Management (Switzerland) Ltd. ? Lugano Branch,archive
2019-06-06,NL0011821392,Signify N.V.,0.47,Millennium Capital Partners LLP,archive
2019-06-06,NL0009739416,PostNL N.V.,0.63,"PDT Partners, LLC",archive
2019-06-06,NL0011279492,Flow Traders Ltd.,0.47,"Philadelphia Financial Management of San Francisco, LLC",archive
2019-06-06,NL0000888691,AMG Critical Materials N.V.,0.6,Susquehanna International Securities Limited,archive
2019-06-06,NL0009269109,Koninklijke Heijmans N.V.,0.69,Voleon Capital Management LP,archive
2019-06-06,NL0009739416,PostNL N.V.,0.99,"WorldQuant, LLC",archive
2019-06-05,NL0000360618,SBM Offshore N.V.,1.61,"AQR Capital Management, LLC",archive
2019-06-05,NL0000289213,Wereldhave N.V.,0.8,"D. E. Shaw & Co., L.P.",archive
2019-06-05,NL0000352565,Fugro N.V.,1.6,HBK Investments LP,archive
2019-06-05,NL0006237562,ARCADIS N.V.,2.37,Lansdowne Partners (UK) LLP,archive
2019-06-05,NL0000888691,AMG Critical Materials N.V.,0.5,Marshall Wace LLP,archive
2019-06-05,NL0009739416,PostNL N.V.,4.66,Marshall Wace LLP,archive
2019-06-05,NL0000289213,Wereldhave N.V.,1.55,Marshall Wace LLP,archive
2019-06-05,NL0011821392,Signify N.V.,0.51,Millennium Capital Partners LLP,archive
2019-06-05,NL0000289213,Wereldhave N.V.,0.9,Millennium International Management LP,archive
2019-06-05,NL0010391025,Pharming Group N.V.,0.81,Pictet Asset Management Limited,archive
2019-06-05,NL0011821392,Signify N.V.,0.58,Tower House Partners LLP,archive
2019-06-05,NL0009739416,PostNL N.V.,0.71,Voleon Capital Management LP,archive
2019-06-05,NL0000352565,Fugro N.V.,1.46,"WorldQuant, LLC",archive
2019-06-04,NL0009739416,PostNL N.V.,0.51,"Connor, Clark & Lunn Investment Management Ltd.",archive
2019-06-04,NL0000289213,Wereldhave N.V.,0.79,"D. E. Shaw & Co., L.P.",archive
2019-06-04,NL0000888691,AMG Critical Materials N.V.,3.9,"Eminence Capital, LP",archive
2019-06-04,NL0000352565,Fugro N.V.,1.57,HBK Investments LP,archive
2019-06-04,NL0006237562,ARCADIS N.V.,2.25,Lansdowne Partners (UK) LLP,archive
2019-06-04,NL0012866412,BE Semiconductor Industries N.V.,1.6,Marshall Wace LLP,archive
2019-06-04,NL0009739416,PostNL N.V.,4.57,Marshall Wace LLP,archive
2019-06-04,NL0011821392,Signify N.V.,0.66,Millennium International Management LP,archive
2019-06-04,NL0000888691,AMG Critical Materials N.V.,0.99,"PDT Partners, LLC",archive
2019-06-04,NL0009739416,PostNL N.V.,0.54,"PDT Partners, LLC",archive
2019-06-04,NL0012866412,BE Semiconductor Industries N.V.,3.61,Scopia Capital Management LP,archive
2019-06-04,NL0009269109,Koninklijke Heijmans N.V.,0.47,Susquehanna International Holdings LLC,archive
2019-06-04,NL0009739416,PostNL N.V.,0.7,Systematica Investments Limited,archive
2019-06-04,NL0000352565,Fugro N.V.,1.5,"WorldQuant, LLC",archive
2019-06-04,NL0009739416,PostNL N.V.,1.08,"WorldQuant, LLC",archive
2019-06-03,NL0000352565,Fugro N.V.,0.4,AHL Partners LLP,archive
2019-06-03,NL0000337319,Koninklijke BAM Groep N.V.,1.41,AKO Capital LLP,archive
2019-06-03,BE0003818359,Galapagos NV,2.0,"AQR Capital Management, LLC",archive
2019-06-03,NL0000360618,SBM Offshore N.V.,1.59,"AQR Capital Management, LLC",archive
2019-06-03,NL0000352565,Fugro N.V.,1.67,HBK Investments LP,archive
2019-06-03,NL0006237562,ARCADIS N.V.,2.16,Lansdowne Partners (UK) LLP,archive
2019-06-03,NL0000352565,Fugro N.V.,4.42,Marshall Wace LLP,archive
2019-06-03,NL0000337319,Koninklijke BAM Groep N.V.,0.59,Marshall Wace LLP,archive
2019-06-03,NL0011821392,Signify N.V.,0.47,Millennium Capital Partners LLP,archive
2019-06-03,NL0000888691,AMG Critical Materials N.V.,1.05,"PDT Partners, LLC",archive
2019-06-03,NL0011279492,Flow Traders Ltd.,0.6,"Philadelphia Financial Management of San Francisco, LLC",archive
2019-06-03,NL0010391025,Pharming Group N.V.,0.73,Pictet Asset Management Limited,archive
2019-06-03,NL0000888691,AMG Critical Materials N.V.,0.58,"WorldQuant, LLC",archive
2019-06-03,NL0000337319,Koninklijke BAM Groep N.V.,0.51,"WorldQuant, LLC",archive
2019-05-31,NL0000288876,Eurocommercial Properties N.V.,0.92,Adelphi Capital LLP,archive
2019-05-31,NL0000352565,Fugro N.V.,0.54,AHL Partners LLP,archive
2019-05-31,NL0009739416,PostNL N.V.,1.7,AHL Partners LLP,archive
2019-05-31,NL0000289213,Wereldhave N.V.,0.49,Capital Fund Management S.A.,archive
2019-05-31,NL0000352565,Fugro N.V.,1.36,Citadel Europe LLP,archive
2019-05-31,NL0012866412,BE Semiconductor Industries N.V.,0.58,"Connor, Clark & Lunn Investment Management Ltd.",archive
2019-05-31,NL0011821392,Signify N.V.,1.31,ENA Investment Capital LLP,archive
2019-05-31,NL0012866412,BE Semiconductor Industries N.V.,1.53,Marshall Wace LLP,archive
2019-05-31,NL0000352565,Fugro N.V.,4.54,Marshall Wace LLP,archive
2019-05-31,BE0003818359,Galapagos NV,0.6,Marshall Wace LLP,archive
2019-05-31,NL0009739416,PostNL N.V.,4.42,Marshall Wace LLP,archive
2019-05-31,NL0011821392,Signify N.V.,1.1,Marshall Wace LLP,archive
2019-05-31,NL0012866412,BE Semiconductor Industries N.V.,3.51,Scopia Capital Management LP,archive
2019-05-31,NL0000352565,Fugro N.V.,1.81,Sculptor Capital Management Europe Limited,archive
2019-05-31,NL0009269109,Koninklijke Heijmans N.V.,0.5,Susquehanna International Holdings LLC,archive
2019-05-31,NL0009739416,PostNL N.V.,1.1,"WorldQuant, LLC",archive
2019-05-30,NL0000337319,Koninklijke BAM Groep N.V.,1.35,AKO Capital LLP,archive
2019-05-30,NL0009739416,PostNL N.V.,0.51,AXA Investment Managers Chorus Limited,archive
2019-05-30,NL0000352565,Fugro N.V.,0.93,"BlackRock Institutional Trust Company, National Association",archive
2019-05-30,NL0000888691,AMG Critical Materials N.V.,1.53,"Connor, Clark & Lunn Investment Management Ltd.",archive
2019-05-30,NL0000289213,Wereldhave N.V.,1.01,"Connor, Clark & Lunn Investment Management Ltd.",archive
2019-05-30,NL0000337319,Koninklijke BAM Groep N.V.,0.51,"Davidson Kempner European Partners, LLP",archive
2019-05-30,NL0011821392,Signify N.V.,1.23,ENA Investment Capital LLP,archive
2019-05-30,NL0011794037,Koninklijke Ahold Delhaize N.V.,0.5,Marshall Wace LLP,archive
2019-05-30,NL0000289213,Wereldhave N.V.,0.8,Millennium International Management LP,archive
2019-05-30,NL0012866412,BE Semiconductor Industries N.V.,3.42,Scopia Capital Management LP,archive
2019-05-30,NL0009269109,Koninklijke Heijmans N.V.,0.47,Susquehanna International Holdings LLC,archive
2019-05-30,NL0000888691,AMG Critical Materials N.V.,0.6,"WorldQuant, LLC",archive
2019-05-30,NL0000352565,Fugro N.V.,1.43,"WorldQuant, LLC",archive
2019-05-29,NL0000352565,Fugro N.V.,0.66,AHL Partners LLP,archive
2019-05-29,NL0009739416,PostNL N.V.,1.6,AHL Partners LLP,archive
2019-05-29,NL0000888691,AMG Critical Materials N.V.,0.81,"Arrowstreet Capital, Limited Partnership",archive
2019-05-29,NL0000337319,Koninklijke BAM Groep N.V.,0.61,Boldhaven Management LLP,archive
2019-05-29,NL0009739416,PostNL N.V.,1.7,Capital Fund Management S.A.,archive
2019-05-29,NL0000352565,Fugro N.V.,1.52,Citadel Europe LLP,archive
2019-05-29,NL0012866412,BE Semiconductor Industries N.V.,1.43,Marshall Wace LLP,archive
2019-05-29,NL0009739416,PostNL N.V.,4.33,Marshall Wace LLP,archive
2019-05-29,NL0000888691,AMG Critical Materials N.V.,0.8,Numeric Investors LLC,archive
2019-05-29,NL0009269109,Koninklijke Heijmans N.V.,0.5,Susquehanna International Holdings LLC,archive
2019-05-29,NL0009739416,PostNL N.V.,0.61,Voleon Capital Management LP,archive
2019-05-28,NL0009739416,PostNL N.V.,1.53,AHL Partners LLP,archive
2019-05-28,NL0000352565,Fugro N.V.,0.42,Citadel Advisors LLC,archive
2019-05-28,NL0000352565,Fugro N.V.,1.64,Citadel Europe LLP,archive
2019-05-28,NL0000352565,Fugro N.V.,0.72,"Connor, Clark & Lunn Investment Management Ltd.",archive
2019-05-28,NL0011279492,Flow Traders Ltd.,0.46,Marshall Wace LLP,archive
2019-05-28,NL0000352565,Fugro N.V.,4.6,Marshall Wace LLP,archive
2019-05-28,NL0009739416,PostNL N.V.,4.26,Marshall Wace LLP,archive
2019-05-28,NL0011821392,Signify N.V.,0.73,Millennium Capital Partners LLP,archive
2019-05-28,NL0000289213,Wereldhave N.V.,0.78,Millennium International Management LP,archive
2019-05-28,NL0009739416,PostNL N.V.,0.61,Systematica Investments Limited,archive
2019-05-28,NL0000888691,AMG Critical Materials N.V.,0.52,"WorldQuant, LLC",archive
2019-05-27,NL0009739416,PostNL N.V.,4.15,Marshall Wace LLP,archive
2019-05-27,NL0011821392,Signify N.V.,1.03,Marshall Wace LLP,archive
2019-05-27,NL0011821392,Signify N.V.,0.67,Millennium Capital Partners LLP,archive
2019-05-27,NL0009739416,PostNL N.V.,0.61,"PDT Partners, LLC",archive
2019-05-27,NL0009739416,PostNL N.V.,1.01,"WorldQuant, LLC",archive
2019-05-24,NL0000289213,Wereldhave N.V.,1.31,Adelphi Capital LLP,archive
2019-05-24,NL0000352565,Fugro N.V.,0.76,AHL Partners LLP,archive
2019-05-24,NL0009739416,PostNL N.V.,1.47,AHL Partners LLP,archive
2019-05-24,NL0011821392,Signify N.V.,1.13,ENA Investment Capital LLP,archive
2019-05-24,NL0012866412,BE Semiconductor Industries N.V.,1.31,Marshall Wace LLP,archive
2019-05-24,NL0000289213,Wereldhave N.V.,1.68,Marshall Wace LLP,archive
2019-05-24,NL0011821392,Signify N.V.,0.71,Millennium Capital Partners LLP,archive
2019-05-24,NL0000888691,AMG Critical Materials N.V.,1.1,Millennium International Management LP,archive
2019-05-24,NL0000888691,AMG Critical Materials N.V.,1.19,"PDT Partners, LLC",archive
2019-05-24,NL0000352565,Fugro N.V.,1.3,"WorldQuant, LLC",archive
2019-05-23,NL0000337319,Koninklijke BAM Groep N.V.,1.21,AKO Capital LLP,archive
2019-05-23,NL0000360618,SBM Offshore N.V.,1.6,"AQR Capital Management, LLC",archive
2019-05-23,NL0000888691,AMG Critical Materials N.V.,0.73,"Arrowstreet Capital, Limited Partnership",archive
2019-05-23,NL0000352565,Fugro N.V.,0.82,"BlackRock Institutional Trust Company, National Association",archive
2019-05-23,NL0000352565,Fugro N.V.,1.85,Citadel Europe LLP,archive
2019-05-23,NL0000888691,AMG Critical Materials N.V.,1.41,"Connor, Clark & Lunn Investment Management Ltd.",archive
2019-05-23,NL0012866412,BE Semiconductor Industries N.V.,1.06,"Davidson Kempner European Partners, LLP",archive
2019-05-23,NL0000352565,Fugro N.V.,1.76,HBK Investments LP,archive
2019-05-23,NL0000337319,Koninklijke BAM Groep N.V.,0.6,Marshall Wace LLP,archive
2019-05-23,NL0009739416,PostNL N.V.,4.05,Marshall Wace LLP,archive
2019-05-23,NL0011821392,Signify N.V.,0.94,Marshall Wace LLP,archive
2019-05-23,NL0000289213,Wereldhave N.V.,1.71,Marshall Wace LLP,archive
2019-05-23,NL0000888691,AMG Critical Materials N.V.,0.74,Millennium Capital Partners LLP,archive
2019-05-23,NL0011821392,Signify N.V.,0.67,Millennium Capital Partners LLP,archive
2019-05-23,NL0009739416,PostNL N.V.,0.56,"PDT Partners, LLC",archive
2019-05-22,NL0000352565,Fugro N.V.,0.87,AHL Partners LLP,archive
2019-05-22,NL0012866412,BE Semiconductor Industries N.V.,1.23,Marshall Wace LLP,archive
2019-05-22,NL0009739416,PostNL N.V.,3.87,Marshall Wace LLP,archive
2019-05-22,NL0000352565,Fugro N.V.,1.22,"WorldQuant, LLC",archive
2019-05-21,NL0000888691,AMG Critical Materials N.V.,2.03,AHL Partners LLP,archive
2019-05-21,NL0010558797,OCI N.V.,0.9,"AQR Capital Management, LLC",archive
2019-05-21,NL0009739416,PostNL N.V.,3.73,Marshall Wace LLP,archive
2019-05-21,NL0000888691,AMG Critical Materials N.V.,0.64,Millennium Capital Partners LLP,archive
2019-05-21,NL0011821392,Signify N.V.,0.71,Millennium Capital Partners LLP,archive
2019-05-21,NL0000888691,AMG Critical Materials N.V.,1.0,Millennium International Management LP,archive
2019-05-21,NL0011821392,Signify N.V.,0.71,Millennium International Management LP,archive
2019-05-21,NL0000888691,AMG Critical Materials N.V.,1.24,"PDT Partners, LLC",archive
2019-05-21,NL0011821392,Signify N.V.,0.45,Pictet Asset Management Limited,archive
2019-05-21,NL0000888691,AMG Critical Materials N.V.,3.7,"Public Equity Partners Management, L.P.",archive
2019-05-21,NL0009739416,PostNL N.V.,0.52,Systematica Investments Limited,archive
2019-05-21,NL0011821392,Signify N.V.,2.46,Tybourne Capital Management (HK) Limited,archive
2019-05-21,NL0010391025,Pharming Group N.V.,0.48,Voleon Capital Management LP,archive
2019-05-21,NL0009739416,PostNL N.V.,0.95,"WorldQuant, LLC",archive
2019-05-20,NL0000352565,Fugro N.V.,0.95,AHL Partners LLP,archive
2019-05-20,NL0009432491,Koninklijke Vopak N.V.,1.2,"AQR Capital Management, LLC",archive
2019-05-20,NL0000888691,AMG Critical Materials N.V.,0.51,"Arrowstreet Capital, Limited Partnership",archive
2019-05-20,NL0000337319,Koninklijke BAM Groep N.V.,0.43,Canada Pension Plan Investment Board,archive
2019-05-20,NL0000352565,Fugro N.V.,0.57,Citadel Advisors LLC,archive
2019-05-20,NL0000352565,Fugro N.V.,1.96,Citadel Europe LLP,archive
2019-05-20,NL0000888691,AMG Critical Materials N.V.,1.3,"Connor, Clark & Lunn Investment Management Ltd.",archive
2019-05-20,NL0012866412,BE Semiconductor Industries N.V.,0.68,CQS (UK) LLP,archive
2019-05-20,NL0011794037,Koninklijke Ahold Delhaize N.V.,0.59,Lansdowne Partners (UK) LLP,archive
2019-05-20,NL0012866412,BE Semiconductor Industries N.V.,1.12,Marshall Wace LLP,archive
2019-05-20,NL0000352565,Fugro N.V.,4.5,Marshall Wace LLP,archive
2019-05-20,BE0003818359,Galapagos NV,0.51,Marshall Wace LLP,archive
2019-05-20,NL0000337319,Koninklijke BAM Groep N.V.,0.5,Marshall Wace LLP,archive
2019-05-20,NL0009739416,PostNL N.V.,3.62,Marshall Wace LLP,archive
2019-05-20,NL0011821392,Signify N.V.,0.59,Millennium Capital Partners LLP,archive
2019-05-20,NL0000888691,AMG Critical Materials N.V.,0.73,Numeric Investors LLC,archive
2019-05-20,NL0000888691,AMG Critical Materials N.V.,1.31,"PDT Partners, LLC",archive
2019-05-20,NL0011821392,Signify N.V.,0.51,Pictet Asset Management Limited,archive
2019-05-20,NL0000888691,AMG Critical Materials N.V.,3.54,"Public Equity Partners Management, L.P.",archive
2019-05-20,NL0009739416,PostNL N.V.,0.52,Voleon Capital Management LP,archive
2019-05-20,NL0009739416,PostNL N.V.,0.84,"WorldQuant, LLC",archive
2019-05-17,NL0000888691,AMG Critical Materials N.V.,2.11,AHL Partners LLP,archive
2019-05-17,NL0000352565,Fugro N.V.,1.63,HBK Investments LP,archive
2019-05-17,NL0000888691,AMG Critical Materials N.V.,4.04,"Hound Partners, LLC",archive
2019-05-17,NL0006237562,ARCADIS N.V.,0.5,Kuvari Partners LLP,archive
