isin,net_short_position,position_date,issuer_name,position_holder,source
NL0011821392,0.78,2026-02-26,Signify N.V.,"PDT Partners, LLC",current
NL0013267909,1.14,2026-02-25,Akzo Nobel N.V.,AKO Capital LLP,current
CH1216478797,1.12,2026-02-25,DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,current
NL0010801007,1.29,2026-02-24,IMCD N.V.,"BlackRock Financial Management, Inc.",current
NL0006237562,0.7,2026-02-24,ARCADIS N.V.,"D. E. Shaw & Co., L.P.",current
NL0013267909,1.31,2026-02-24,Akzo Nobel N.V.,Davidson Kempner Capital Management LP,current
NL0009739416,0.61,2026-02-23,PostNL N.V.,Citadel Advisors LLC,current
NL0011821392,1.63,2026-02-23,Signify N.V.,Citadel Advisors LLC,current
NL0015002MS2,0.91,2026-02-23,The Magnum Ice Cream Company N.V.,Marshall Wace LLP,current
NL0011821392,0.8,2026-02-23,Signify N.V.,"PDT Partners, LLC",current
NL0011821392,1.58,2026-02-20,Signify N.V.,Citadel Advisors LLC,current
NL0000395903,0.6,2026-02-20,Wolters Kluwer N.V.,"D. E. Shaw & Co., L.P.",current
GB00BP6MXD84,0.7,2026-02-20,Shell plc,"Elliott Investment Management, L.P",current
NL0011821392,1.84,2026-02-20,Signify N.V.,Marshall Wace LLP,current
NL0006237562,1.17,2026-02-20,ARCADIS N.V.,Squarepoint Ops LLC,current
NL0012817175,1.48,2026-02-19,Alfen N.V.,"D. E. Shaw & Co., L.P.",current
NL0006237562,0.62,2026-02-19,ARCADIS N.V.,"D. E. Shaw & Co., L.P.",current
LU2290522684,0.7,2026-02-19,InPost S.A.,"Two Sigma Investments, LP",current
NL0012817175,1.84,2026-02-19,Alfen N.V.,Voleon Capital Management LP,current
NL0010801007,1.39,2026-02-18,IMCD N.V.,"BlackRock Financial Management, Inc.",current
NL0011821392,1.62,2026-02-18,Signify N.V.,Citadel Advisors LLC,current
NL0013267909,1.23,2026-02-18,Akzo Nobel N.V.,Davidson Kempner Capital Management LP,current
NL0010801007,0.72,2026-02-18,IMCD N.V.,JPMorgan Asset Management (UK) Ltd.,current
NL0015002MS2,0.81,2026-02-18,The Magnum Ice Cream Company N.V.,Marshall Wace LLP,current
NL0010801007,0.63,2026-02-18,IMCD N.V.,"PDT Partners, LLC",current
NL0012817175,1.77,2026-02-18,Alfen N.V.,Voleon Capital Management LP,current
NL0012817175,3.25,2026-02-18,Alfen N.V.,"WorldQuant, LLC",current
NL0000289213,0.58,2026-02-17,Wereldhave N.V.,Citadel Advisors LLC,current
NL0000395903,0.59,2026-02-17,Wolters Kluwer N.V.,"D. E. Shaw & Co., L.P.",current
NL0011821392,0.92,2026-02-17,Signify N.V.,Eleva Capital SAS,current
CH1216478797,1.07,2026-02-17,DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,current
NL0012817175,1.68,2026-02-17,Alfen N.V.,Voleon Capital Management LP,current
NL0012817175,3.11,2026-02-17,Alfen N.V.,"WorldQuant, LLC",current
NL0000289213,0.6,2026-02-16,Wereldhave N.V.,Citadel Advisors LLC,current
NL0000395903,0.6,2026-02-16,Wolters Kluwer N.V.,"D. E. Shaw & Co., L.P.",current
CH1216478797,1.12,2026-02-16,DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,current
NL0015002MS2,0.7,2026-02-16,The Magnum Ice Cream Company N.V.,Marshall Wace LLP,current
NL0000395903,0.59,2026-02-13,Wolters Kluwer N.V.,"D. E. Shaw & Co., L.P.",current
NL0009739416,0.79,2026-02-13,PostNL N.V.,Marshall Wace LLP,current
NL0011821392,1.71,2026-02-13,Signify N.V.,Marshall Wace LLP,current
NL0015002MS2,0.68,2026-02-13,The Magnum Ice Cream Company N.V.,Marshall Wace LLP,current
CY0200751713,0.61,2026-02-13,Theon International Plc,"Two Sigma Investments, LP",current
NL0012817175,1.51,2026-02-13,Alfen N.V.,Voleon Capital Management LP,current
NL0012817175,3.01,2026-02-13,Alfen N.V.,"WorldQuant, LLC",current
NL0010801007,0.73,2026-02-12,IMCD N.V.,"BlackRock Advisors, LLC",current
NL0010801007,1.45,2026-02-12,IMCD N.V.,"BlackRock Financial Management, Inc.",current
NL0011821392,1.58,2026-02-12,Signify N.V.,Citadel Advisors LLC,current
CH1216478797,1.38,2026-02-12,DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,current
NL0015002MS2,0.5,2026-02-12,The Magnum Ice Cream Company N.V.,Marshall Wace LLP,current
NL0011821392,0.78,2026-02-12,Signify N.V.,"PDT Partners, LLC",current
LU2290522684,0.6,2026-02-12,InPost S.A.,"Two Sigma Investments, LP",current
NL0012817175,1.43,2026-02-12,Alfen N.V.,Voleon Capital Management LP,current
NL0012817175,2.9,2026-02-12,Alfen N.V.,"WorldQuant, LLC",current
NL0010801007,0.5,2026-02-11,IMCD N.V.,Acadian Asset Management LLC.,current
NL0013267909,1.08,2026-02-11,Akzo Nobel N.V.,AKO Capital LLP,current
NL0010801007,0.9,2026-02-11,IMCD N.V.,"BlackRock Advisors, LLC",current
NL0012817175,1.57,2026-02-11,Alfen N.V.,"D. E. Shaw & Co., L.P.",current
NL0010801007,0.6,2026-02-11,IMCD N.V.,"Two Sigma Investments, LP",current
NL0012817175,1.39,2026-02-11,Alfen N.V.,Voleon Capital Management LP,current
NL0000289213,0.58,2026-02-10,Wereldhave N.V.,Citadel Advisors LLC,current
NL0009739416,0.79,2026-02-10,PostNL N.V.,"D. E. Shaw & Co., L.P.",current
NL0013267909,1.1,2026-02-10,Akzo Nobel N.V.,Davidson Kempner Capital Management LP,current
NL0011821392,1.64,2026-02-10,Signify N.V.,Marshall Wace LLP,current
CY0200751713,0.5,2026-02-10,Theon International Plc,Qube Research & Technologies Ltd.,current
NL0006237562,1.09,2026-02-10,ARCADIS N.V.,Squarepoint Ops LLC,current
NL0012817175,1.41,2026-02-10,Alfen N.V.,Voleon Capital Management LP,current
NL0009739416,0.59,2026-02-06,PostNL N.V.,Citadel Advisors LLC,current
NL0010391025,0.6,2026-02-06,Pharming Group N.V.,"D. E. Shaw & Co., L.P.",current
NL0011872650,1.59,2026-02-06,Basic-Fit N.V.,JPMorgan Asset Management (UK) Ltd.,current
NL0010801007,0.5,2026-02-06,IMCD N.V.,"PDT Partners, LLC",current
NL0006237562,0.6,2026-02-05,ARCADIS N.V.,"AQR Capital Management, LLC",current
NL0010801007,1.05,2026-02-05,IMCD N.V.,"BlackRock Advisors, LLC",current
NL0011821392,0.93,2026-02-05,Signify N.V.,Citadel Advisors Europe Limited,current
NL0011821392,1.6,2026-02-05,Signify N.V.,Citadel Advisors LLC,current
NL0013267909,1.02,2026-02-05,Akzo Nobel N.V.,Davidson Kempner Capital Management LP,current
NL0010801007,1.5,2026-02-04,IMCD N.V.,"BlackRock Financial Management, Inc.",current
NL0010801007,0.66,2026-02-04,IMCD N.V.,Caisse de dépôt et placement du Québec,current
NL0010391025,0.59,2026-02-04,Pharming Group N.V.,"D. E. Shaw & Co., L.P.",current
NL0010391025,0.89,2026-02-04,Pharming Group N.V.,Lazard Asset Management LLC,current
NL0009739416,0.82,2026-02-04,PostNL N.V.,Marshall Wace LLP,current
NL0011821392,1.51,2026-02-04,Signify N.V.,Marshall Wace LLP,current
NL0012817175,1.38,2026-02-04,Alfen N.V.,Voleon Capital Management LP,current
NL0013267909,1.12,2026-02-03,Akzo Nobel N.V.,AKO Capital LLP,current
NL0010801007,0.9,2026-02-03,IMCD N.V.,"Arrowstreet Capital, Limited Partnership",current
NL0011821392,0.8,2026-02-03,Signify N.V.,Citadel Advisors Europe Limited,current
NL0011821392,1.5,2026-02-03,Signify N.V.,Citadel Advisors LLC,current
CH1216478797,1.41,2026-02-03,DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,current
NL0010391025,0.9,2026-02-03,Pharming Group N.V.,Lazard Asset Management LLC,current
JE00BRX98089,0.5,2026-02-03,CVC Capital Partners plc,Qube Research & Technologies Ltd.,current
NL0012817175,1.46,2026-02-03,Alfen N.V.,Voleon Capital Management LP,current
NL0011821392,0.91,2026-02-02,Signify N.V.,"AQR Capital Management, LLC",current
NL0010391025,0.66,2026-02-02,Pharming Group N.V.,Capstone Volatility Master (Cayman) Limited,current
NL0011821392,0.74,2026-02-02,Signify N.V.,Citadel Advisors Europe Limited,current
NL0011821392,1.42,2026-02-02,Signify N.V.,Citadel Advisors LLC,current
NL0006237562,0.5,2026-02-02,ARCADIS N.V.,"D. E. Shaw & Co., L.P.",current
NL0013267909,0.93,2026-02-02,Akzo Nobel N.V.,Davidson Kempner Capital Management LP,current
NL0010391025,0.89,2026-02-02,Pharming Group N.V.,Lazard Asset Management LLC,current
NL0009739416,0.78,2026-02-02,PostNL N.V.,Marshall Wace LLP,current
NL0011821392,1.45,2026-02-02,Signify N.V.,Marshall Wace LLP,current
NL0011821392,0.8,2026-02-02,Signify N.V.,"PDT Partners, LLC",current
NL0015000IY2,0.5,2026-01-30,Universal Music Group N.V.,"AQR Capital Management, LLC",current
NL0011821392,0.63,2026-01-30,Signify N.V.,Citadel Advisors Europe Limited,current
NL0011821392,1.25,2026-01-30,Signify N.V.,Citadel Advisors LLC,current
NL0011872650,0.9,2026-01-30,Basic-Fit N.V.,"D. E. Shaw & Co., L.P.",current
NL0011821392,1.39,2026-01-30,Signify N.V.,Marshall Wace LLP,current
NL0011821392,0.76,2026-01-30,Signify N.V.,"PDT Partners, LLC",current
NL0006237562,1.19,2026-01-30,ARCADIS N.V.,Squarepoint Ops LLC,current
NL0010391025,0.72,2026-01-29,Pharming Group N.V.,Capstone Volatility Master (Cayman) Limited,current
NL0011821392,1.1,2026-01-29,Signify N.V.,Citadel Advisors LLC,current
NL0013267909,0.8,2026-01-29,Akzo Nobel N.V.,Davidson Kempner Capital Management LP,current
NL0011872650,1.68,2026-01-29,Basic-Fit N.V.,JPMorgan Asset Management (UK) Ltd.,current
NL0010801007,1.1,2026-01-28,IMCD N.V.,"BlackRock Advisors, LLC",current
NL0011821392,1.03,2026-01-28,Signify N.V.,Citadel Advisors LLC,current
NL0000395903,0.61,2026-01-28,Wolters Kluwer N.V.,"D. E. Shaw & Co., L.P.",current
NL0013267909,0.67,2026-01-28,Akzo Nobel N.V.,Davidson Kempner Capital Management LP,current
NL0013267909,1.07,2026-01-27,Akzo Nobel N.V.,AKO Capital LLP,current
NL0010801007,0.57,2026-01-27,IMCD N.V.,Caisse de dépôt et placement du Québec,current
NL0011821392,0.9,2026-01-27,Signify N.V.,Citadel Advisors LLC,current
NL0011821392,0.78,2026-01-27,Signify N.V.,Eleva Capital SAS,current
NL0011872650,1.72,2026-01-27,Basic-Fit N.V.,JPMorgan Asset Management (UK) Ltd.,current
NL0009739416,0.62,2026-01-26,PostNL N.V.,Citadel Advisors LLC,current
NL0013267909,0.51,2026-01-26,Akzo Nobel N.V.,Davidson Kempner Capital Management LP,current
NL0011821392,1.49,2026-01-26,Signify N.V.,Marshall Wace LLP,current
NL0012817175,1.5,2026-01-26,Alfen N.V.,Voleon Capital Management LP,current
NL0012817175,2.72,2026-01-26,Alfen N.V.,"WorldQuant, LLC",current
NL0006237562,0.5,2026-01-22,ARCADIS N.V.,"AQR Capital Management, LLC",current
NL0012817175,1.69,2026-01-22,Alfen N.V.,"D. E. Shaw & Co., L.P.",current
NL0009739416,0.89,2026-01-22,PostNL N.V.,"D. E. Shaw & Co., L.P.",current
NL0010391025,0.91,2026-01-22,Pharming Group N.V.,Lazard Asset Management LLC,current
NL0012817175,1.49,2026-01-22,Alfen N.V.,Voleon Capital Management LP,current
NL0010801007,1.02,2026-01-21,IMCD N.V.,"BlackRock Advisors, LLC",current
NL0010391025,0.87,2026-01-21,Pharming Group N.V.,Capstone Volatility Master (Cayman) Limited,current
NL0009739416,0.89,2026-01-21,PostNL N.V.,Marshall Wace LLP,current
NL0010801007,0.51,2026-01-21,IMCD N.V.,"Two Sigma Investments, LP",current
NL0012817175,2.61,2026-01-21,Alfen N.V.,"WorldQuant, LLC",current
NL0011821392,0.81,2026-01-20,Signify N.V.,Citadel Advisors LLC,current
NL0000289213,0.6,2026-01-20,Wereldhave N.V.,Citadel Advisors LLC,current
NL0009739416,0.9,2026-01-20,PostNL N.V.,"D. E. Shaw & Co., L.P.",current
NL0011821392,0.77,2026-01-19,Signify N.V.,Citadel Advisors LLC,current
NL0012817175,1.55,2026-01-19,Alfen N.V.,Voleon Capital Management LP,current
NL0012817175,2.53,2026-01-19,Alfen N.V.,"WorldQuant, LLC",current
NL0010801007,1.4,2026-01-16,IMCD N.V.,"BlackRock Financial Management, Inc.",current
CH1216478797,1.38,2026-01-16,DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,current
NL0009739416,0.9,2026-01-16,PostNL N.V.,Marshall Wace LLP,current
NL0009739416,0.59,2026-01-15,PostNL N.V.,Citadel Advisors LLC,current
NL0000395903,0.51,2026-01-15,Wolters Kluwer N.V.,"D. E. Shaw & Co., L.P.",current
NL0011821392,1.59,2026-01-14,Signify N.V.,Marshall Wace LLP,current
NL0006237562,1.28,2026-01-14,ARCADIS N.V.,Squarepoint Ops LLC,current
NL0009739416,0.81,2026-01-13,PostNL N.V.,Marshall Wace LLP,current
NL0006237562,1.3,2026-01-13,ARCADIS N.V.,Squarepoint Ops LLC,current
NL0012817175,2.41,2026-01-13,Alfen N.V.,"WorldQuant, LLC",current
NL0012817175,1.7,2026-01-12,Alfen N.V.,"D. E. Shaw & Co., L.P.",current
NL0011872650,0.89,2026-01-12,Basic-Fit N.V.,"D. E. Shaw & Co., L.P.",current
NL0012817175,1.42,2026-01-12,Alfen N.V.,Voleon Capital Management LP,current
NL0012817175,2.37,2026-01-12,Alfen N.V.,"WorldQuant, LLC",current
NL0010391025,0.91,2026-01-09,Pharming Group N.V.,Capstone Volatility Master (Cayman) Limited,current
NL0011821392,0.6,2026-01-09,Signify N.V.,Citadel Advisors LLC,current
NL0012817175,1.69,2026-01-09,Alfen N.V.,"D. E. Shaw & Co., L.P.",current
NL0009739416,0.88,2026-01-09,PostNL N.V.,"D. E. Shaw & Co., L.P.",current
GB00BP6MXD84,0.6,2026-01-09,Shell plc,"Elliott Investment Management, L.P",current
NL0011821392,0.69,2026-01-09,Signify N.V.,"PDT Partners, LLC",current
NL0006237562,1.29,2026-01-09,ARCADIS N.V.,Squarepoint Ops LLC,current
NL0010801007,1.39,2026-01-08,IMCD N.V.,"BlackRock Financial Management, Inc.",current
NL0011821392,0.57,2026-01-08,Signify N.V.,Citadel Advisors LLC,current
NL0012817175,1.7,2026-01-08,Alfen N.V.,"D. E. Shaw & Co., L.P.",current
NL0009739416,0.9,2026-01-08,PostNL N.V.,"D. E. Shaw & Co., L.P.",current
NL0011821392,0.7,2026-01-08,Signify N.V.,"PDT Partners, LLC",current
CY0200751713,0.59,2026-01-08,Theon International Plc,"Two Sigma Investments, LP",current
NL0012817175,1.33,2026-01-08,Alfen N.V.,Voleon Capital Management LP,current
NL0012817175,2.23,2026-01-08,Alfen N.V.,"WorldQuant, LLC",current
NL0009739416,0.61,2026-01-07,PostNL N.V.,Citadel Advisors LLC,current
NL0011821392,0.6,2026-01-07,Signify N.V.,Citadel Advisors LLC,current
NL0009739416,0.89,2026-01-07,PostNL N.V.,"D. E. Shaw & Co., L.P.",current
NL0010801007,1.41,2026-01-06,IMCD N.V.,"BlackRock Financial Management, Inc.",current
NL0011821392,1.67,2026-01-06,Signify N.V.,Marshall Wace LLP,current
CY0200751713,0.6,2026-01-06,Theon International Plc,"Two Sigma Investments, LP",current
NL0010801007,1.39,2026-01-05,IMCD N.V.,"BlackRock Financial Management, Inc.",current
CH1216478797,1.4,2026-01-05,DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,current
CY0200751713,0.59,2026-01-05,Theon International Plc,"Two Sigma Investments, LP",current
NL0012817175,1.22,2026-01-05,Alfen N.V.,Voleon Capital Management LP,current
NL0012817175,2.14,2026-01-05,Alfen N.V.,"WorldQuant, LLC",current
NL0012817175,1.68,2026-01-02,Alfen N.V.,"D. E. Shaw & Co., L.P.",current
NL0009739416,0.78,2026-01-02,PostNL N.V.,Marshall Wace LLP,current
NL0011821392,1.78,2026-01-02,Signify N.V.,Marshall Wace LLP,current
LU2290522684,0.54,2026-01-02,InPost S.A.,"Two Sigma Investments, LP",current
CY0200751713,0.6,2026-01-02,Theon International Plc,"Two Sigma Investments, LP",current
NL0012817175,2.08,2026-01-02,Alfen N.V.,"WorldQuant, LLC",current
NL0011821392,0.5,2025-12-30,Signify N.V.,Citadel Advisors LLC,current
NL0012817175,1.18,2025-12-30,Alfen N.V.,Voleon Capital Management LP,current
NL0012817175,2.11,2025-12-30,Alfen N.V.,"WorldQuant, LLC",current
NL0012817175,1.77,2025-12-29,Alfen N.V.,"D. E. Shaw & Co., L.P.",current
NL0012817175,1.02,2025-12-24,Alfen N.V.,Voleon Capital Management LP,current
NL0010801007,0.8,2025-12-23,IMCD N.V.,"Arrowstreet Capital, Limited Partnership",current
NL0010801007,1.4,2025-12-23,IMCD N.V.,"BlackRock Financial Management, Inc.",current
NL0013267909,0.62,2025-12-22,Akzo Nobel N.V.,LMR Partners LLP,current
NL0011821392,1.88,2025-12-22,Signify N.V.,Marshall Wace LLP,current
LU1598757687,0.5,2025-12-19,ArcelorMittal S.A.,"AQR Capital Management, LLC",current
NL0012817175,0.99,2025-12-19,Alfen N.V.,Voleon Capital Management LP,current
NL00150003E1,0.68,2025-12-18,Fugro N.V.,JPMorgan Asset Management (UK) Ltd.,current
NL0009739416,0.5,2025-12-17,PostNL N.V.,Citadel Advisors LLC,current
NL0011872650,1.88,2025-12-17,Basic-Fit N.V.,JPMorgan Asset Management (UK) Ltd.,current
NL0010801007,0.7,2025-12-16,IMCD N.V.,"Arrowstreet Capital, Limited Partnership",current
NL0012817175,2.0,2025-12-16,Alfen N.V.,"WorldQuant, LLC",current
CH1216478797,1.3,2025-12-15,DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,current
NL0010801007,1.39,2025-12-12,IMCD N.V.,"BlackRock Financial Management, Inc.",current
NL0000289213,0.59,2025-12-12,Wereldhave N.V.,Citadel Advisors LLC,current
NL0009739416,0.99,2025-12-12,PostNL N.V.,"D. E. Shaw & Co., L.P.",current
NL0006237562,1.3,2025-12-12,ARCADIS N.V.,Squarepoint Ops LLC,current
NL0006237562,1.29,2025-12-11,ARCADIS N.V.,Squarepoint Ops LLC,current
NL0012817175,1.93,2025-12-11,Alfen N.V.,"WorldQuant, LLC",current
NL0013267909,0.51,2025-12-10,Akzo Nobel N.V.,LMR Partners LLP,current
NL0010801007,1.4,2025-12-09,IMCD N.V.,"BlackRock Financial Management, Inc.",current
NL0006237562,1.3,2025-12-09,ARCADIS N.V.,Squarepoint Ops LLC,current
NL0012817175,1.8,2025-12-08,Alfen N.V.,"WorldQuant, LLC",current
NL0010801007,1.39,2025-12-05,IMCD N.V.,"BlackRock Financial Management, Inc.",current
NL0011821392,1.9,2025-12-05,Signify N.V.,Marshall Wace LLP,current
NL0011821392,0.81,2025-12-04,Signify N.V.,"AQR Capital Management, LLC",current
NL0011821392,1.89,2025-12-04,Signify N.V.,Marshall Wace LLP,current
NL0012817175,1.08,2025-12-04,Alfen N.V.,Voleon Capital Management LP,current
NL0010801007,1.4,2025-12-03,IMCD N.V.,"BlackRock Financial Management, Inc.",current
NL0010391025,0.83,2025-12-03,Pharming Group N.V.,Lazard Asset Management LLC,current
NL0012817175,1.74,2025-12-02,Alfen N.V.,"WorldQuant, LLC",current
NL0011872650,0.99,2025-12-01,Basic-Fit N.V.,"D. E. Shaw & Co., L.P.",current
NL0012817175,1.19,2025-12-01,Alfen N.V.,Voleon Capital Management LP,current
NL0012817175,1.69,2025-12-01,Alfen N.V.,"WorldQuant, LLC",current
NL0010801007,0.9,2025-11-28,IMCD N.V.,"BlackRock Advisors, LLC",current
NL0000289213,0.6,2025-11-28,Wereldhave N.V.,Citadel Advisors LLC,current
CH1216478797,1.2,2025-11-28,DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,current
NL0012817175,1.78,2025-11-28,Alfen N.V.,"WorldQuant, LLC",current
NL0011821392,1.71,2025-11-27,Signify N.V.,Marshall Wace LLP,current
NL0012817175,1.27,2025-11-27,Alfen N.V.,Voleon Capital Management LP,current
NL0012817175,1.84,2025-11-27,Alfen N.V.,"WorldQuant, LLC",current
NL0010801007,0.89,2025-11-25,IMCD N.V.,"BlackRock Advisors, LLC",current
NL0006237562,1.2,2025-11-25,ARCADIS N.V.,Squarepoint Ops LLC,current
NL0012817175,1.36,2025-11-25,Alfen N.V.,Voleon Capital Management LP,current
NL0012817175,1.93,2025-11-25,Alfen N.V.,"WorldQuant, LLC",current
NL0012817175,1.82,2025-11-24,Alfen N.V.,"D. E. Shaw & Co., L.P.",current
NL0011872650,1.0,2025-11-24,Basic-Fit N.V.,"D. E. Shaw & Co., L.P.",current
NL0011821392,1.62,2025-11-24,Signify N.V.,Marshall Wace LLP,current
NL0012817175,1.41,2025-11-24,Alfen N.V.,Voleon Capital Management LP,current
NL0011821392,0.61,2025-11-21,Signify N.V.,Eleva Capital SAS,current
GB00BP6MXD84,0.59,2025-11-21,Shell plc,"Elliott Investment Management, L.P",current
NL0009739416,0.89,2025-11-21,PostNL N.V.,Marshall Wace LLP,current
NL0012817175,1.51,2025-11-21,Alfen N.V.,Voleon Capital Management LP,current
NL0012817175,1.85,2025-11-21,Alfen N.V.,"WorldQuant, LLC",current
NL0011872650,1.9,2025-11-20,Basic-Fit N.V.,JPMorgan Asset Management (UK) Ltd.,current
NL0011821392,1.5,2025-11-20,Signify N.V.,Marshall Wace LLP,current
NL0012817175,1.61,2025-11-20,Alfen N.V.,"WorldQuant, LLC",current
NL0011821392,1.37,2025-11-19,Signify N.V.,Marshall Wace LLP,current
NL0012817175,1.55,2025-11-19,Alfen N.V.,"WorldQuant, LLC",current
NL0011821392,0.7,2025-11-18,Signify N.V.,"AQR Capital Management, LLC",current
NL0010391025,1.02,2025-11-18,Pharming Group N.V.,Capstone Volatility Master (Cayman) Limited,current
NL0012817175,1.44,2025-11-18,Alfen N.V.,Voleon Capital Management LP,current
NL0013267909,1.11,2025-11-17,Akzo Nobel N.V.,AKO Capital LLP,current
NL0011821392,1.24,2025-11-17,Signify N.V.,Marshall Wace LLP,current
NL0012817175,1.41,2025-11-17,Alfen N.V.,"WorldQuant, LLC",current
NL0012817175,1.31,2025-11-14,Alfen N.V.,Voleon Capital Management LP,current
NL0012817175,1.74,2025-11-13,Alfen N.V.,"D. E. Shaw & Co., L.P.",current
NL0009739416,1.0,2025-11-13,PostNL N.V.,"D. E. Shaw & Co., L.P.",current
NL0000289213,0.59,2025-11-12,Wereldhave N.V.,Citadel Advisors LLC,current
CH1216478797,1.11,2025-11-12,DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,current
NL0012817175,1.27,2025-11-12,Alfen N.V.,Voleon Capital Management LP,current
NL0010801007,0.99,2025-11-11,IMCD N.V.,"BlackRock Advisors, LLC",current
NL0011821392,1.11,2025-11-11,Signify N.V.,Marshall Wace LLP,current
NL0006237562,1.11,2025-11-11,ARCADIS N.V.,Squarepoint Ops LLC,current
NL0012817175,1.69,2025-11-10,Alfen N.V.,"D. E. Shaw & Co., L.P.",current
NL0011872650,0.9,2025-11-10,Basic-Fit N.V.,"D. E. Shaw & Co., L.P.",current
NL0011821392,1.09,2025-11-10,Signify N.V.,Marshall Wace LLP,current
NL0012817175,1.3,2025-11-10,Alfen N.V.,Voleon Capital Management LP,current
NL0012817175,1.37,2025-11-10,Alfen N.V.,"WorldQuant, LLC",current
NL0010801007,1.3,2025-11-07,IMCD N.V.,"BlackRock Financial Management, Inc.",current
NL0012817175,1.2,2025-11-07,Alfen N.V.,Voleon Capital Management LP,current
NL0012817175,1.44,2025-11-07,Alfen N.V.,"WorldQuant, LLC",current
NL0010391025,1.14,2025-11-06,Pharming Group N.V.,Capstone Volatility Master (Cayman) Limited,current
NL0010391025,0.64,2025-11-06,Pharming Group N.V.,Lazard Asset Management LLC,current
NL0012817175,1.58,2025-11-06,Alfen N.V.,"WorldQuant, LLC",current
NL0000289213,0.62,2025-11-05,Wereldhave N.V.,Citadel Advisors LLC,current
