isin,net_short_position,position_date,issuer_name,position_holder,source
LU1598757687,0.49,2020-05-19,ArcelorMittal S.A.,Citadel Europe LLP,archive
FR0013326246,0.78,2020-05-19,Unibail-Rodamco-Westfield SE,D1 Capital Partners LP,archive
NL0012866412,0.51,2020-05-19,BE Semiconductor Industries N.V.,GLG Partners LP,archive
NL0000888691,0.78,2020-05-19,AMG Critical Materials N.V.,Jupiter Investment Management Limited,archive
NL0006237562,1.99,2020-05-19,ARCADIS N.V.,Lansdowne Partners (UK) LLP,archive
NL0011279492,1.71,2020-05-19,Flow Traders Ltd.,Marshall Wace LLP,archive
NL0000352565,3.64,2020-05-19,Fugro N.V.,Marshall Wace LLP,archive
NL0011821392,0.43,2020-05-19,Signify N.V.,Sandbar Assets Management LLP,archive
NL0000852523,0.95,2020-05-19,TKH Group N.V.,SFM UK Management LLP,archive
LU1598757687,1.35,2020-05-18,ArcelorMittal S.A.,B&G Master Fund Plc,archive
NL0000888691,0.87,2020-05-18,AMG Critical Materials N.V.,Citadel Advisors LLC,archive
NL0000337319,1.28,2020-05-18,Koninklijke BAM Groep N.V.,Citadel Advisors LLC,archive
LU1598757687,0.54,2020-05-18,ArcelorMittal S.A.,Citadel Europe LLP,archive
NL0000337319,0.85,2020-05-18,Koninklijke BAM Groep N.V.,HBK Investments LP,archive
NL0000352565,3.52,2020-05-18,Fugro N.V.,Marshall Wace LLP,archive
BE0003818359,0.57,2020-05-18,Galapagos NV,Marshall Wace LLP,archive
FR0013326246,0.52,2020-05-18,Unibail-Rodamco-Westfield SE,Oceanwood Capital Management LLP,archive
NL0000289213,0.54,2020-05-18,Wereldhave N.V.,Parian GP LLC,archive
NL0009739416,0.59,2020-05-18,PostNL N.V.,"PDT Partners, LLC",archive
NL0000352565,2.67,2020-05-18,Fugro N.V.,Sculptor Capital Management Europe Limited,archive
NL0011279492,0.86,2020-05-18,Flow Traders Ltd.,Voleon Capital Management LP,archive
FR0013326246,0.88,2020-05-18,Unibail-Rodamco-Westfield SE,"Woodson Capital Master Fund, LP",archive
NL0000337319,1.93,2020-05-18,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",archive
NL0000360618,0.48,2020-05-15,SBM Offshore N.V.,AHL Partners LLP,archive
NL0006237562,0.69,2020-05-15,ARCADIS N.V.,AKO Capital LLP,archive
NL0000888691,0.48,2020-05-15,AMG Critical Materials N.V.,Bogle Investment Management LP,archive
LU0569974404,0.54,2020-05-15,Aperam S.A.,Citadel Advisors LLC,archive
NL0000289213,0.48,2020-05-15,Wereldhave N.V.,Citadel Advisors LLC,archive
NL0012866412,0.68,2020-05-15,BE Semiconductor Industries N.V.,CQS (UK) LLP,archive
NL0000337319,0.93,2020-05-15,Koninklijke BAM Groep N.V.,HBK Investments LP,archive
NL0000888691,0.43,2020-05-15,AMG Critical Materials N.V.,Marshall Wace LLP,archive
NL0000352565,3.39,2020-05-15,Fugro N.V.,Marshall Wace LLP,archive
NL0009739416,0.6,2020-05-15,PostNL N.V.,"PDT Partners, LLC",archive
NL0011821392,0.72,2020-05-15,Signify N.V.,Sandbar Assets Management LLP,archive
NL0000337319,1.83,2020-05-15,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",archive
NL0006237562,0.73,2020-05-14,ARCADIS N.V.,AKO Capital LLP,archive
NL0000888691,0.54,2020-05-14,AMG Critical Materials N.V.,Marshall Wace LLP,archive
NL0000352565,3.26,2020-05-14,Fugro N.V.,Marshall Wace LLP,archive
NL0006237562,0.74,2020-05-14,ARCADIS N.V.,Oceanwood Capital Management LLP,archive
NL0000852523,1.0,2020-05-14,TKH Group N.V.,SFM UK Management LLP,archive
NL0009269109,0.48,2020-05-14,Koninklijke Heijmans N.V.,Susquehanna International Securities Limited,archive
FR0013326246,0.9,2020-05-14,Unibail-Rodamco-Westfield SE,"Woodson Capital Master Fund, LP",archive
NL0000337319,1.74,2020-05-14,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",archive
LU1598757687,1.21,2020-05-13,ArcelorMittal S.A.,B&G Master Fund Plc,archive
NL0000337319,1.35,2020-05-13,Koninklijke BAM Groep N.V.,Citadel Advisors LLC,archive
NL0000352565,0.62,2020-05-13,Fugro N.V.,GSA Capital Partners LLP,archive
NL0011872650,0.56,2020-05-13,Basic-Fit N.V.,JPMorgan Asset Management (UK) Ltd.,archive
NL0000888691,0.61,2020-05-13,AMG Critical Materials N.V.,Marshall Wace LLP,archive
NL0011279492,1.66,2020-05-13,Flow Traders Ltd.,Marshall Wace LLP,archive
NL0000352565,3.18,2020-05-13,Fugro N.V.,Marshall Wace LLP,archive
BE0003818359,0.68,2020-05-13,Galapagos NV,Marshall Wace LLP,archive
FR0013326246,0.7,2020-05-13,Unibail-Rodamco-Westfield SE,Marshall Wace LLP,archive
NL0012866412,1.12,2020-05-13,BE Semiconductor Industries N.V.,Scopia Capital Management LP,archive
NL0000352565,2.75,2020-05-13,Fugro N.V.,Sculptor Capital Management Europe Limited,archive
NL0000888691,0.4,2020-05-13,AMG Critical Materials N.V.,Susquehanna International Securities Limited,archive
NL0009269109,0.51,2020-05-13,Koninklijke Heijmans N.V.,Susquehanna International Securities Limited,archive
NL0000888691,0.9,2020-05-13,AMG Critical Materials N.V.,Systematica Investments Limited,archive
NL0000289213,1.01,2020-05-13,Wereldhave N.V.,Toscafund Asset Management LLP,archive
NL0000337319,1.55,2020-05-13,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",archive
LU1598757687,1.1,2020-05-12,ArcelorMittal S.A.,B&G Master Fund Plc,archive
NL0000888691,0.9,2020-05-12,AMG Critical Materials N.V.,Citadel Advisors LLC,archive
NL0000337319,1.22,2020-05-12,Koninklijke BAM Groep N.V.,Citadel Advisors LLC,archive
NL0000289213,0.52,2020-05-12,Wereldhave N.V.,Citadel Advisors LLC,archive
NL0000352565,3.05,2020-05-12,Fugro N.V.,Marshall Wace LLP,archive
NL0011821392,0.9,2020-05-12,Signify N.V.,Sandbar Assets Management LLP,archive
NL0000888691,0.51,2020-05-12,AMG Critical Materials N.V.,Susquehanna International Securities Limited,archive
NL0011279492,0.99,2020-05-12,Flow Traders Ltd.,Voleon Capital Management LP,archive
NL0009739416,0.79,2020-05-12,PostNL N.V.,Voleon Capital Management LP,archive
FR0013326246,0.8,2020-05-12,Unibail-Rodamco-Westfield SE,"Woodson Capital Master Fund, LP",archive
LU1598757687,0.45,2020-05-11,ArcelorMittal S.A.,Adage Capital Management L.P.,archive
NL0000289213,0.7,2020-05-11,Wereldhave N.V.,"Athanor Capital, LP",archive
NL0000289213,0.49,2020-05-11,Wereldhave N.V.,Citadel Advisors LLC,archive
BE0003818359,0.89,2020-05-11,Galapagos NV,"D. E. Shaw & Co., L.P.",archive
NL0000352565,0.52,2020-05-11,Fugro N.V.,GSA Capital Partners LLP,archive
NL0000352565,0.5,2020-05-11,Fugro N.V.,HBK Investments LP,archive
NL0000888691,0.76,2020-05-11,AMG Critical Materials N.V.,Marshall Wace LLP,archive
FR0013326246,0.67,2020-05-11,Unibail-Rodamco-Westfield SE,Marshall Wace LLP,archive
NL0012866412,1.01,2020-05-11,BE Semiconductor Industries N.V.,Scopia Capital Management LP,archive
NL0000352565,2.87,2020-05-11,Fugro N.V.,Sculptor Capital Management Europe Limited,archive
NL0000289213,4.2,2020-05-11,Wereldhave N.V.,"Woodson Capital Master Fund, LP",archive
NL0000337319,1.31,2020-05-11,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",archive
NL0000888691,1.11,2020-05-08,AMG Critical Materials N.V.,Canada Pension Plan Investment Board,archive
NL0000337319,0.99,2020-05-08,Koninklijke BAM Groep N.V.,Citadel Advisors LLC,archive
NL0000352565,0.97,2020-05-08,Fugro N.V.,HBK Investments LP,archive
NL0000888691,0.85,2020-05-08,AMG Critical Materials N.V.,Marshall Wace LLP,archive
NL0011279492,1.79,2020-05-08,Flow Traders Ltd.,Marshall Wace LLP,archive
NL0000352565,2.97,2020-05-08,Fugro N.V.,Marshall Wace LLP,archive
BE0003818359,0.71,2020-05-08,Galapagos NV,Marshall Wace LLP,archive
NL0000360618,1.5,2020-05-08,SBM Offshore N.V.,Marshall Wace LLP,archive
FR0013326246,0.59,2020-05-08,Unibail-Rodamco-Westfield SE,Marshall Wace LLP,archive
NL0000352565,2.91,2020-05-08,Fugro N.V.,Sculptor Capital Management Europe Limited,archive
NL0000888691,0.48,2020-05-08,AMG Critical Materials N.V.,Susquehanna International Securities Limited,archive
NL0012866412,0.55,2020-05-08,BE Semiconductor Industries N.V.,Verde Serviços Internacionais S.A.,archive
NL0011279492,1.09,2020-05-08,Flow Traders Ltd.,Voleon Capital Management LP,archive
NL0012817175,0.89,2020-05-08,Alfen N.V.,"WorldQuant, LLC",archive
LU1598757687,0.74,2020-05-07,ArcelorMittal S.A.,Adage Capital Management L.P.,archive
NL0000337319,1.02,2020-05-07,Koninklijke BAM Groep N.V.,BlueCrest Capital Management Limited,archive
NL0000888691,0.59,2020-05-07,AMG Critical Materials N.V.,Bogle Investment Management LP,archive
NL0000888691,0.76,2020-05-07,AMG Critical Materials N.V.,Canada Pension Plan Investment Board,archive
NL0000288876,0.66,2020-05-07,Eurocommercial Properties N.V.,Clearance Capital Limited,archive
NL0000352565,1.44,2020-05-07,Fugro N.V.,HBK Investments LP,archive
NL0000888691,0.95,2020-05-07,AMG Critical Materials N.V.,Marshall Wace LLP,archive
FR0013326246,0.61,2020-05-07,Unibail-Rodamco-Westfield SE,Marshall Wace LLP,archive
NL0000352565,2.89,2020-05-07,Fugro N.V.,Sculptor Capital Management Europe Limited,archive
NL0000352565,1.39,2020-05-07,Fugro N.V.,Whitebox Advisors LLC,archive
LU1598757687,0.84,2020-05-06,ArcelorMittal S.A.,Adage Capital Management L.P.,archive
NL0006237562,0.88,2020-05-06,ARCADIS N.V.,AKO Capital LLP,archive
NL0000888691,0.64,2020-05-06,AMG Critical Materials N.V.,Canada Pension Plan Investment Board,archive
NL0000888691,1.04,2020-05-06,AMG Critical Materials N.V.,Marshall Wace LLP,archive
NL0011821392,0.86,2020-05-06,Signify N.V.,Sandbar Assets Management LLP,archive
NL0000352565,3.06,2020-05-06,Fugro N.V.,Sculptor Capital Management Europe Limited,archive
NL0000888691,0.55,2020-05-06,AMG Critical Materials N.V.,Susquehanna International Securities Limited,archive
NL0009739416,0.88,2020-05-06,PostNL N.V.,Voleon Capital Management LP,archive
FR0013326246,0.73,2020-05-06,Unibail-Rodamco-Westfield SE,"Woodson Capital Master Fund, LP",archive
NL0000289213,4.11,2020-05-06,Wereldhave N.V.,"Woodson Capital Master Fund, LP",archive
NL0000888691,0.52,2020-05-05,AMG Critical Materials N.V.,Canada Pension Plan Investment Board,archive
NL0000337319,1.07,2020-05-05,Koninklijke BAM Groep N.V.,Citadel Advisors LLC,archive
NL0000337319,0.88,2020-05-05,Koninklijke BAM Groep N.V.,HBK Investments LP,archive
NL0000352565,3.12,2020-05-05,Fugro N.V.,Sculptor Capital Management Europe Limited,archive
NL0000888691,0.44,2020-05-05,AMG Critical Materials N.V.,Susquehanna International Securities Limited,archive
NL0009739416,0.98,2020-05-05,PostNL N.V.,Voleon Capital Management LP,archive
NL0000352565,1.44,2020-05-05,Fugro N.V.,Whitebox Advisors LLC,archive
NL0000289213,0.54,2020-05-04,Wereldhave N.V.,Citadel Advisors LLC,archive
NL0000352565,1.8,2020-05-04,Fugro N.V.,HBK Investments LP,archive
NL0000337319,0.9,2020-05-04,Koninklijke BAM Groep N.V.,HBK Investments LP,archive
NL0000888691,1.17,2020-05-04,AMG Critical Materials N.V.,Marshall Wace LLP,archive
NL0011279492,1.89,2020-05-04,Flow Traders Ltd.,Marshall Wace LLP,archive
NL0011872643,0.49,2020-05-04,ASR Nederland N.V.,Renaissance Technologies LLC,archive
NL0000888691,0.51,2020-05-04,AMG Critical Materials N.V.,Susquehanna International Securities Limited,archive
NL0000289213,0.95,2020-05-04,Wereldhave N.V.,Toscafund Asset Management LLP,archive
NL0006237562,0.0,2020-05-01,ARCADIS N.V.,Oceanwood Capital Management Limited,archive
NL0006237562,0.6,2020-05-01,ARCADIS N.V.,Oceanwood Capital Management LLP,archive
NL0000888691,0.45,2020-05-01,AMG Critical Materials N.V.,Susquehanna International Securities Limited,archive
NL0009432491,0.79,2020-04-30,Koninklijke Vopak N.V.,"AQR Capital Management, LLC",archive
NL0000337319,0.98,2020-04-30,Koninklijke BAM Groep N.V.,BlueCrest Capital Management Limited,archive
NL0000337319,1.16,2020-04-30,Koninklijke BAM Groep N.V.,Citadel Advisors LLC,archive
NL0010391025,0.37,2020-04-30,Pharming Group N.V.,Citadel Advisors LLC,archive
NL0000289213,0.49,2020-04-30,Wereldhave N.V.,Citadel Advisors LLC,archive
NL0000288876,0.77,2020-04-30,Eurocommercial Properties N.V.,Clearance Capital Limited,archive
NL0012866412,0.76,2020-04-30,BE Semiconductor Industries N.V.,CQS (UK) LLP,archive
NL0000352565,1.63,2020-04-30,Fugro N.V.,HBK Investments LP,archive
NL0010391025,1.26,2020-04-30,Pharming Group N.V.,Linden Advisors LP,archive
NL0000888691,1.22,2020-04-30,AMG Critical Materials N.V.,Marshall Wace LLP,archive
FR0013326246,0.5,2020-04-30,Unibail-Rodamco-Westfield SE,Marshall Wace LLP,archive
NL0006237562,0.6,2020-04-30,ARCADIS N.V.,Oceanwood Capital Management Limited,archive
NL0011872643,0.5,2020-04-30,ASR Nederland N.V.,Renaissance Technologies LLC,archive
NL0000352565,3.23,2020-04-30,Fugro N.V.,Sculptor Capital Management Europe Limited,archive
NL0000888691,0.57,2020-04-30,AMG Critical Materials N.V.,Susquehanna International Securities Limited,archive
NL0000888691,0.8,2020-04-30,AMG Critical Materials N.V.,Systematica Investments Limited,archive
NL0011279492,1.19,2020-04-30,Flow Traders Ltd.,Voleon Capital Management LP,archive
NL0000352565,0.48,2020-04-30,Fugro N.V.,Voleon Capital Management LP,archive
LU1598757687,0.69,2020-04-29,ArcelorMittal S.A.,"AQR Capital Management, LLC",archive
NL0010391025,0.59,2020-04-29,Pharming Group N.V.,Citadel Advisors LLC,archive
NL0000352565,1.55,2020-04-29,Fugro N.V.,HBK Investments LP,archive
NL0000337319,0.84,2020-04-29,Koninklijke BAM Groep N.V.,HBK Investments LP,archive
NL0000352565,3.01,2020-04-29,Fugro N.V.,Marshall Wace LLP,archive
BE0003818359,0.69,2020-04-29,Galapagos NV,Marshall Wace LLP,archive
NL0011821392,0.7,2020-04-29,Signify N.V.,Sandbar Assets Management LLP,archive
NL0000352565,3.18,2020-04-29,Fugro N.V.,Sculptor Capital Management Europe Limited,archive
NL0010558797,0.49,2020-04-28,OCI N.V.,"BlackRock Institutional Trust Company, National Association",archive
NL0000888691,0.82,2020-04-28,AMG Critical Materials N.V.,Citadel Advisors LLC,archive
NL0000337319,1.25,2020-04-28,Koninklijke BAM Groep N.V.,Citadel Advisors LLC,archive
NL0010391025,0.67,2020-04-28,Pharming Group N.V.,Citadel Advisors LLC,archive
NL0009739416,0.42,2020-04-28,PostNL N.V.,Citadel Advisors LLC,archive
NL0012866412,0.68,2020-04-28,BE Semiconductor Industries N.V.,CQS (UK) LLP,archive
NL0000289213,0.47,2020-04-28,Wereldhave N.V.,GLG Partners LP,archive
NL0000352565,1.6,2020-04-28,Fugro N.V.,HBK Investments LP,archive
NL0000888691,1.38,2020-04-28,AMG Critical Materials N.V.,Marshall Wace LLP,archive
NL0011279492,1.26,2020-04-28,Flow Traders Ltd.,Voleon Capital Management LP,archive
NL0009739416,1.0,2020-04-28,PostNL N.V.,Voleon Capital Management LP,archive
NL0000352565,1.34,2020-04-28,Fugro N.V.,Whitebox Advisors LLC,archive
NL0012817175,0.93,2020-04-28,Alfen N.V.,"WorldQuant, LLC",archive
NL0000360618,2.69,2020-04-27,SBM Offshore N.V.,"AQR Capital Management, LLC",archive
NL0000337319,1.31,2020-04-27,Koninklijke BAM Groep N.V.,Citadel Advisors LLC,archive
NL0000352565,1.58,2020-04-27,Fugro N.V.,HBK Investments LP,archive
NL0011279492,1.98,2020-04-27,Flow Traders Ltd.,Marshall Wace LLP,archive
NL0000352565,2.98,2020-04-27,Fugro N.V.,Marshall Wace LLP,archive
NL0000360618,1.47,2020-04-27,SBM Offshore N.V.,Marshall Wace LLP,archive
NL0000352565,0.77,2020-04-27,Fugro N.V.,The Mangrove Partners Master Fund Limited,archive
NL0000888691,0.48,2020-04-27,AMG Critical Materials N.V.,Voleon Capital Management LP,archive
NL0011279492,1.35,2020-04-27,Flow Traders Ltd.,Voleon Capital Management LP,archive
NL0011821392,0.39,2020-04-24,Signify N.V.,BlackRock Investment Management (UK) Limited,archive
NL0000888691,0.74,2020-04-24,AMG Critical Materials N.V.,Citadel Advisors LLC,archive
NL0000352565,1.41,2020-04-24,Fugro N.V.,HBK Investments LP,archive
NL0000888691,1.46,2020-04-24,AMG Critical Materials N.V.,Marshall Wace LLP,archive
NL0000352565,2.89,2020-04-24,Fugro N.V.,Marshall Wace LLP,archive
NL0006237562,0.5,2020-04-24,ARCADIS N.V.,Oceanwood Capital Management Limited,archive
NL0000888691,0.56,2020-04-24,AMG Critical Materials N.V.,Voleon Capital Management LP,archive
NL0011279492,1.44,2020-04-24,Flow Traders Ltd.,Voleon Capital Management LP,archive
NL0012817175,0.83,2020-04-24,Alfen N.V.,"WorldQuant, LLC",archive
NL0000337319,1.29,2020-04-24,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",archive
LU1598757687,0.91,2020-04-23,ArcelorMittal S.A.,Adage Capital Management L.P.,archive
NL0009739416,0.57,2020-04-23,PostNL N.V.,Citadel Advisors LLC,archive
NL0000289213,0.54,2020-04-23,Wereldhave N.V.,GLG Partners LP,archive
NL0000352565,1.39,2020-04-23,Fugro N.V.,HBK Investments LP,archive
NL0000337319,0.93,2020-04-23,Koninklijke BAM Groep N.V.,HBK Investments LP,archive
NL0000352565,2.34,2020-04-23,Fugro N.V.,Marshall Wace LLP,archive
NL0011821392,0.84,2020-04-23,Signify N.V.,Sandbar Assets Management LLP,archive
NL0000337319,0.45,2020-04-22,Koninklijke BAM Groep N.V.,AKO Capital LLP,archive
NL0011821392,0.53,2020-04-22,Signify N.V.,"Atalan Capital Partners, LP",archive
NL0000888691,0.62,2020-04-22,AMG Critical Materials N.V.,Citadel Advisors LLC,archive
NL0000888691,1.57,2020-04-22,AMG Critical Materials N.V.,Marshall Wace LLP,archive
NL0000352565,1.97,2020-04-22,Fugro N.V.,Marshall Wace LLP,archive
NL0000360618,1.5,2020-04-22,SBM Offshore N.V.,Marshall Wace LLP,archive
NL0011821392,0.71,2020-04-22,Signify N.V.,Sandbar Assets Management LLP,archive
NL0000888691,0.7,2020-04-22,AMG Critical Materials N.V.,Systematica Investments Limited,archive
NL0000888691,0.67,2020-04-22,AMG Critical Materials N.V.,Voleon Capital Management LP,archive
NL0000352565,0.58,2020-04-22,Fugro N.V.,Voleon Capital Management LP,archive
NL0009739416,0.9,2020-04-22,PostNL N.V.,Voleon Capital Management LP,archive
NL0000352565,1.29,2020-04-22,Fugro N.V.,Whitebox Advisors LLC,archive
NL0012817175,0.71,2020-04-22,Alfen N.V.,"WorldQuant, LLC",archive
NL0000337319,0.63,2020-04-21,Koninklijke BAM Groep N.V.,AKO Capital LLP,archive
NL0000289213,0.62,2020-04-21,Wereldhave N.V.,"Athanor Capital, LP",archive
NL0000888691,0.54,2020-04-21,AMG Critical Materials N.V.,Citadel Advisors LLC,archive
NL0000352565,1.4,2020-04-21,Fugro N.V.,HBK Investments LP,archive
NL0010391025,1.18,2020-04-21,Pharming Group N.V.,Linden Advisors LP,archive
NL0012969182,0.44,2020-04-21,Adyen N.V.,Marshall Wace LLP,archive
NL0000352565,1.72,2020-04-21,Fugro N.V.,Marshall Wace LLP,archive
BE0003818359,0.47,2020-04-21,Galapagos NV,Numeric Investors LLC,archive
NL0011821392,0.91,2020-04-21,Signify N.V.,Sandbar Assets Management LLP,archive
NL0011279492,1.54,2020-04-21,Flow Traders Ltd.,Voleon Capital Management LP,archive
NL0000352565,0.63,2020-04-21,Fugro N.V.,Voleon Capital Management LP,archive
NL0000352565,1.18,2020-04-21,Fugro N.V.,Whitebox Advisors LLC,archive
NL0012817175,0.63,2020-04-21,Alfen N.V.,"WorldQuant, LLC",archive
NL0000337319,0.94,2020-04-20,Koninklijke BAM Groep N.V.,AKO Capital LLP,archive
NL0009432491,0.88,2020-04-20,Koninklijke Vopak N.V.,"AQR Capital Management, LLC",archive
NL0000288876,0.82,2020-04-20,Eurocommercial Properties N.V.,Clearance Capital Limited,archive
NL0000888691,1.67,2020-04-20,AMG Critical Materials N.V.,Marshall Wace LLP,archive
NL0006237562,2.39,2020-04-20,ARCADIS N.V.,Marshall Wace LLP,archive
NL0000352565,1.66,2020-04-20,Fugro N.V.,Marshall Wace LLP,archive
NL0000352565,0.8,2020-04-20,Fugro N.V.,Systematica Investments Limited,archive
NL0000888691,0.74,2020-04-20,AMG Critical Materials N.V.,Voleon Capital Management LP,archive
NL0000352565,1.0,2020-04-20,Fugro N.V.,Whitebox Advisors LLC,archive
NL0010391025,0.48,2020-04-20,Pharming Group N.V.,Woodline Partners,archive
NL0000337319,1.11,2020-04-20,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",archive
NL0006237562,1.09,2020-04-17,ARCADIS N.V.,AKO Capital LLP,archive
NL0000337319,0.63,2020-04-17,Koninklijke BAM Groep N.V.,BlueCrest Capital Management Limited,archive
NL0000337319,1.1,2020-04-17,Koninklijke BAM Groep N.V.,Citadel Advisors LLC,archive
NL0010391025,0.7,2020-04-17,Pharming Group N.V.,Citadel Advisors LLC,archive
NL0000352565,1.2,2020-04-17,Fugro N.V.,HBK Investments LP,archive
NL0006237562,0.45,2020-04-17,ARCADIS N.V.,Kuvari Partners LLP,archive
NL0000888691,1.84,2020-04-17,AMG Critical Materials N.V.,Marshall Wace LLP,archive
NL0000352565,1.55,2020-04-17,Fugro N.V.,Marshall Wace LLP,archive
NL0000352565,3.2,2020-04-17,Fugro N.V.,Sculptor Capital Management Europe Limited,archive
NL0006237562,0.72,2020-04-17,ARCADIS N.V.,SFM UK Management LLP,archive
NL0000852523,0.84,2020-04-17,TKH Group N.V.,SFM UK Management LLP,archive
NL0011821392,0.0,2020-04-17,Signify N.V.,Tybourne Capital Management (HK) Limited,archive
NL0000337319,1.07,2020-04-17,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",archive
NL0006237562,0.98,2020-04-16,ARCADIS N.V.,AKO Capital LLP,archive
NL0000888691,0.48,2020-04-16,AMG Critical Materials N.V.,"Arrowstreet Capital, Limited Partnership",archive
NL0010391025,0.62,2020-04-16,Pharming Group N.V.,Citadel Advisors LLC,archive
NL0000303709,0.49,2020-04-16,AEGON Ltd.,Citadel Europe LLP,archive
NL0012866412,0.71,2020-04-16,BE Semiconductor Industries N.V.,CQS (UK) LLP,archive
NL0000289213,0.69,2020-04-16,Wereldhave N.V.,GLG Partners LP,archive
NL0000352565,0.73,2020-04-16,Fugro N.V.,HBK Investments LP,archive
NL0000337319,1.05,2020-04-16,Koninklijke BAM Groep N.V.,HBK Investments LP,archive
NL0011279492,0.49,2020-04-16,Flow Traders Ltd.,"Lakewood Capital Management, LP",archive
NL0000888691,1.98,2020-04-16,AMG Critical Materials N.V.,Marshall Wace LLP,archive
BE0003818359,0.73,2020-04-16,Galapagos NV,Marshall Wace LLP,archive
NL0011821392,0.87,2020-04-16,Signify N.V.,Sandbar Assets Management LLP,archive
NL0006237562,0.66,2020-04-16,ARCADIS N.V.,SFM UK Management LLP,archive
NL0000852523,0.73,2020-04-16,TKH Group N.V.,SFM UK Management LLP,archive
NL0011279492,1.37,2020-04-16,Flow Traders Ltd.,Voleon Capital Management LP,archive
NL0000352565,0.79,2020-04-16,Fugro N.V.,Voleon Capital Management LP,archive
NL0012817175,0.5,2020-04-16,Alfen N.V.,"WorldQuant, LLC",archive
NL0000337319,0.51,2020-04-15,Koninklijke BAM Groep N.V.,BlueCrest Capital Management Limited,archive
NL0000337319,1.01,2020-04-15,Koninklijke BAM Groep N.V.,Citadel Advisors LLC,archive
NL0010391025,0.56,2020-04-15,Pharming Group N.V.,Citadel Advisors LLC,archive
NL0009739416,0.61,2020-04-15,PostNL N.V.,Citadel Advisors LLC,archive
BE0003818359,0.99,2020-04-15,Galapagos NV,"D. E. Shaw & Co., L.P.",archive
NL0000289213,0.7,2020-04-15,Wereldhave N.V.,GLG Partners LP,archive
NL0000352565,0.68,2020-04-15,Fugro N.V.,HBK Investments LP,archive
NL0000888691,2.03,2020-04-15,AMG Critical Materials N.V.,Marshall Wace LLP,archive
NL0000352565,1.03,2020-04-15,Fugro N.V.,Marshall Wace LLP,archive
BE0003818359,0.69,2020-04-15,Galapagos NV,Marshall Wace LLP,archive
NL0000289213,0.45,2020-04-15,Wereldhave N.V.,Marshall Wace LLP,archive
NL0011821392,0.79,2020-04-15,Signify N.V.,Sandbar Assets Management LLP,archive
NL0000352565,3.1,2020-04-15,Fugro N.V.,Sculptor Capital Management Europe Limited,archive
NL0000289213,0.82,2020-04-15,Wereldhave N.V.,Toscafund Asset Management LLP,archive
NL0000289213,0.64,2020-04-15,Wereldhave N.V.,Wellington Management Company LLP,archive
NL0000337319,0.9,2020-04-15,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",archive
NL0010558797,0.58,2020-04-14,OCI N.V.,"BlackRock Institutional Trust Company, National Association",archive
NL0000289213,1.29,2020-04-14,Wereldhave N.V.,"Connor, Clark & Lunn Investment Management Ltd.",archive
NL0000337319,1.57,2020-04-14,Koninklijke BAM Groep N.V.,HBK Investments LP,archive
NL0011279492,2.08,2020-04-14,Flow Traders Ltd.,Marshall Wace LLP,archive
NL0000352565,0.99,2020-04-14,Fugro N.V.,Marshall Wace LLP,archive
NL0011821392,0.69,2020-04-14,Signify N.V.,Sandbar Assets Management LLP,archive
NL0000352565,2.99,2020-04-14,Fugro N.V.,Sculptor Capital Management Europe Limited,archive
NL0011279492,1.41,2020-04-14,Flow Traders Ltd.,Voleon Capital Management LP,archive
NL0000289213,0.52,2020-04-14,Wereldhave N.V.,Wellington Management Company LLP,archive
NL0000288876,0.49,2020-04-14,Eurocommercial Properties N.V.,"WorldQuant, LLC",archive
NL0000352565,0.49,2020-04-09,Fugro N.V.,Capital Fund Management S.A.,archive
NL0000352565,0.49,2020-04-09,Fugro N.V.,Caxton Associates LLP,archive
NL0012866412,1.67,2020-04-09,BE Semiconductor Industries N.V.,Citadel Europe LLP,archive
NL0000289213,0.46,2020-04-09,Wereldhave N.V.,"D. E. Shaw & Co., L.P.",archive
NL0000352565,0.88,2020-04-09,Fugro N.V.,Marshall Wace LLP,archive
NL0000289213,0.58,2020-04-09,Wereldhave N.V.,Marshall Wace LLP,archive
NL0011821392,0.54,2020-04-09,Signify N.V.,Sandbar Assets Management LLP,archive
NL0012866412,0.91,2020-04-09,BE Semiconductor Industries N.V.,Scopia Capital Management LP,archive
NL0000352565,2.89,2020-04-09,Fugro N.V.,Sculptor Capital Management Europe Limited,archive
NL0000888691,0.88,2020-04-09,AMG Critical Materials N.V.,Voleon Capital Management LP,archive
NL0000337319,0.82,2020-04-09,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",archive
NL0000352565,0.56,2020-04-08,Fugro N.V.,Capital Fund Management S.A.,archive
NL0000337319,0.92,2020-04-08,Koninklijke BAM Groep N.V.,Citadel Advisors LLC,archive
NL0000289213,0.53,2020-04-08,Wereldhave N.V.,Citadel Advisors LLC,archive
NL0000288876,0.77,2020-04-08,Eurocommercial Properties N.V.,Clearance Capital Limited,archive
NL0000352565,0.72,2020-04-08,Fugro N.V.,Marshall Wace LLP,archive
