isin,position_holder,position_date,issuer_name,net_short_position,source
NL0000226223,Sculptor Capital Management Europe Limited,2020-10-14,STMicroelectronics N.V.,0.56,archive
NL0000352565,Voleon Capital Management LP,2020-10-14,Fugro N.V.,1.63,archive
NL0000337319,Voleon Capital Management LP,2020-10-14,Koninklijke BAM Groep N.V.,0.78,archive
NL0010391025,Voleon Capital Management LP,2020-10-14,Pharming Group N.V.,0.61,archive
NL0000352565,HBK Investments LP,2020-10-13,Fugro N.V.,1.23,archive
NL0000337319,HBK Investments LP,2020-10-13,Koninklijke BAM Groep N.V.,0.5,archive
NL0000360618,Marshall Wace LLP,2020-10-13,SBM Offshore N.V.,1.42,archive
FR0013326246,Moore Capital Management LP,2020-10-13,Unibail-Rodamco-Westfield SE,0.46,archive
NL0000360618,Renaissance Technologies LLC,2020-10-13,SBM Offshore N.V.,0.5,archive
NL0006237562,SFM UK Management LLP,2020-10-13,ARCADIS N.V.,0.49,archive
NL0000352565,Susquehanna International Securities Limited,2020-10-13,Fugro N.V.,0.0,archive
NL0012866412,Verde Serviços Internacionais S.A.,2020-10-13,BE Semiconductor Industries N.V.,0.65,archive
NL0000352565,Voleon Capital Management LP,2020-10-13,Fugro N.V.,1.53,archive
NL0000337319,Voleon Capital Management LP,2020-10-13,Koninklijke BAM Groep N.V.,0.62,archive
NL0000360618,"AQR Capital Management, LLC",2020-10-12,SBM Offshore N.V.,1.73,archive
NL0000888691,Capital Fund Management S.A.,2020-10-12,AMG Critical Materials N.V.,1.28,archive
NL0000289213,"Connor, Clark & Lunn Investment Management Ltd.",2020-10-12,Wereldhave N.V.,0.89,archive
NL0006237562,Oceanwood Capital Management LLP,2020-10-12,ARCADIS N.V.,0.29,archive
NL0010391025,Pictet Asset Management Limited,2020-10-12,Pharming Group N.V.,1.05,archive
NL0000303709,"Samlyn Capital, LLC",2020-10-12,AEGON Ltd.,0.93,archive
FR0013326246,"Samlyn Capital, LLC",2020-10-12,Unibail-Rodamco-Westfield SE,1.64,archive
NL0000226223,Sculptor Capital Management Europe Limited,2020-10-12,STMicroelectronics N.V.,0.6,archive
NL0000337319,Voleon Capital Management LP,2020-10-12,Koninklijke BAM Groep N.V.,0.53,archive
NL0000352565,Susquehanna International Securities Limited,2020-10-09,Fugro N.V.,0.81,archive
NL0000888691,"WorldQuant, LLC",2020-10-09,AMG Critical Materials N.V.,0.46,archive
NL0000337319,Citadel Advisors LLC,2020-10-08,Koninklijke BAM Groep N.V.,0.38,archive
FR0013326246,D1 Capital Partners LP,2020-10-08,Unibail-Rodamco-Westfield SE,6.1,archive
FR0013326246,Gladstone Capital Management LLP,2020-10-08,Unibail-Rodamco-Westfield SE,1.04,archive
FR0013326246,Marshall Wace LLP,2020-10-08,Unibail-Rodamco-Westfield SE,0.97,archive
NL0011821392,Millennium Capital Partners LLP,2020-10-08,Signify N.V.,0.8,archive
NL0000352565,Voleon Capital Management LP,2020-10-08,Fugro N.V.,1.48,archive
NL0000888691,"WorldQuant, LLC",2020-10-08,AMG Critical Materials N.V.,0.5,archive
NL0000352565,"WorldQuant, LLC",2020-10-08,Fugro N.V.,1.59,archive
NL0000352565,HBK Investments LP,2020-10-07,Fugro N.V.,1.1,archive
NL0000352565,Voleon Capital Management LP,2020-10-07,Fugro N.V.,1.56,archive
NL0000337319,Voleon Capital Management LP,2020-10-07,Koninklijke BAM Groep N.V.,0.49,archive
NL0010391025,Voleon Capital Management LP,2020-10-07,Pharming Group N.V.,0.5,archive
NL0012866412,Citadel Europe LLP,2020-10-06,BE Semiconductor Industries N.V.,2.2,archive
NL0000352565,HBK Investments LP,2020-10-06,Fugro N.V.,1.07,archive
NL0011279492,Marshall Wace LLP,2020-10-06,Flow Traders Ltd.,0.91,archive
FR0013326246,"Samlyn Capital, LLC",2020-10-06,Unibail-Rodamco-Westfield SE,1.5,archive
NL0012866412,Scopia Capital Management LP,2020-10-06,BE Semiconductor Industries N.V.,1.06,archive
NL0000352565,Susquehanna International Securities Limited,2020-10-06,Fugro N.V.,0.73,archive
NL0000352565,Voleon Capital Management LP,2020-10-06,Fugro N.V.,1.68,archive
NL0000337319,Citadel Advisors LLC,2020-10-05,Koninklijke BAM Groep N.V.,0.57,archive
FR0013326246,D1 Capital Partners LP,2020-10-05,Unibail-Rodamco-Westfield SE,5.94,archive
NL0000352565,Marshall Wace LLP,2020-10-05,Fugro N.V.,1.22,archive
FR0013326246,Marshall Wace LLP,2020-10-05,Unibail-Rodamco-Westfield SE,1.07,archive
NL0000352565,Voleon Capital Management LP,2020-10-05,Fugro N.V.,1.96,archive
NL0010391025,Woodline Partners,2020-10-05,Pharming Group N.V.,0.78,archive
NL0000352565,"WorldQuant, LLC",2020-10-05,Fugro N.V.,1.6,archive
NL0000337319,Citadel Advisors LLC,2020-10-02,Koninklijke BAM Groep N.V.,0.62,archive
BE0003818359,"D. E. Shaw & Co., L.P.",2020-10-02,Galapagos NV,0.89,archive
FR0013326246,D1 Capital Partners LP,2020-10-02,Unibail-Rodamco-Westfield SE,5.83,archive
NL0000337319,HBK Investments LP,2020-10-02,Koninklijke BAM Groep N.V.,0.49,archive
FR0013326246,Marshall Wace LLP,2020-10-02,Unibail-Rodamco-Westfield SE,0.97,archive
NL0000352565,Susquehanna International Securities Limited,2020-10-02,Fugro N.V.,0.89,archive
NL0000352565,Voleon Capital Management LP,2020-10-02,Fugro N.V.,2.07,archive
NL0000337319,Voleon Capital Management LP,2020-10-02,Koninklijke BAM Groep N.V.,0.59,archive
NL0000352565,"WorldQuant, LLC",2020-10-02,Fugro N.V.,1.73,archive
NL0000360618,"AQR Capital Management, LLC",2020-10-01,SBM Offshore N.V.,1.69,archive
NL0000226223,BNP Paribas S.A.,2020-10-01,STMicroelectronics N.V.,0.0,archive
FR0013326246,Gladstone Capital Management LLP,2020-10-01,Unibail-Rodamco-Westfield SE,0.94,archive
NL0011279492,Marshall Wace LLP,2020-10-01,Flow Traders Ltd.,0.8,archive
NL0000352565,Marshall Wace LLP,2020-10-01,Fugro N.V.,1.13,archive
FR0013326246,Marshall Wace LLP,2020-10-01,Unibail-Rodamco-Westfield SE,0.86,archive
NL0000352565,"WorldQuant, LLC",2020-10-01,Fugro N.V.,1.85,archive
FR0013326246,D1 Capital Partners LP,2020-09-30,Unibail-Rodamco-Westfield SE,5.63,archive
NL0000337319,HBK Investments LP,2020-09-30,Koninklijke BAM Groep N.V.,0.51,archive
NL0000337319,"Lucerne Capital Management, L.P.",2020-09-30,Koninklijke BAM Groep N.V.,1.64,archive
NL0011279492,Marshall Wace LLP,2020-09-30,Flow Traders Ltd.,0.74,archive
NL0000352565,"WorldQuant, LLC",2020-09-30,Fugro N.V.,1.97,archive
NL0000337319,HBK Investments LP,2020-09-29,Koninklijke BAM Groep N.V.,0.63,archive
FR0013326246,Oceanwood Capital Management LLP,2020-09-29,Unibail-Rodamco-Westfield SE,0.43,archive
NL0000352565,Susquehanna International Securities Limited,2020-09-29,Fugro N.V.,0.98,archive
NL0000352565,"WorldQuant, LLC",2020-09-29,Fugro N.V.,2.1,archive
NL0000337319,"Lucerne Capital Management, L.P.",2020-09-28,Koninklijke BAM Groep N.V.,1.5,archive
FR0013326246,"Samlyn Capital, LLC",2020-09-28,Unibail-Rodamco-Westfield SE,1.41,archive
NL0000226223,Sculptor Capital Management Europe Limited,2020-09-28,STMicroelectronics N.V.,0.54,archive
NL0000352565,Voleon Capital Management LP,2020-09-28,Fugro N.V.,2.13,archive
NL0010391025,Voleon Capital Management LP,2020-09-28,Pharming Group N.V.,0.48,archive
NL0000226223,BNP Paribas S.A.,2020-09-25,STMicroelectronics N.V.,0.82,archive
FR0013326246,D1 Capital Partners LP,2020-09-25,Unibail-Rodamco-Westfield SE,5.43,archive
NL0011279492,Marshall Wace LLP,2020-09-25,Flow Traders Ltd.,0.61,archive
FR0013326246,Tiger Global Management LLC,2020-09-25,Unibail-Rodamco-Westfield SE,0.42,archive
NL0000352565,Voleon Capital Management LP,2020-09-25,Fugro N.V.,2.07,archive
NL0000337319,Voleon Capital Management LP,2020-09-25,Koninklijke BAM Groep N.V.,0.62,archive
NL0000352565,"WorldQuant, LLC",2020-09-25,Fugro N.V.,2.22,archive
NL0000352565,Marshall Wace LLP,2020-09-24,Fugro N.V.,1.03,archive
NL0011821392,Millennium Capital Partners LLP,2020-09-24,Signify N.V.,0.72,archive
FR0013326246,"Samlyn Capital, LLC",2020-09-24,Unibail-Rodamco-Westfield SE,1.37,archive
NL0000352565,Susquehanna International Securities Limited,2020-09-24,Fugro N.V.,0.0,archive
FR0013326246,Tiger Global Management LLC,2020-09-24,Unibail-Rodamco-Westfield SE,0.57,archive
NL0000352565,"WorldQuant, LLC",2020-09-24,Fugro N.V.,2.35,archive
NL0000226223,BNP Paribas S.A.,2020-09-23,STMicroelectronics N.V.,0.95,archive
NL0000888691,Capital Fund Management S.A.,2020-09-23,AMG Critical Materials N.V.,1.32,archive
NL0011660485,JPMorgan Asset Management (UK) Ltd.,2020-09-23,Sif Holding N.V.,0.49,archive
FR0013326246,Lone Pine Capital LLC,2020-09-23,Unibail-Rodamco-Westfield SE,2.01,archive
NL0000337319,"Lucerne Capital Management, L.P.",2020-09-23,Koninklijke BAM Groep N.V.,1.34,archive
NL0011279492,Marshall Wace LLP,2020-09-23,Flow Traders Ltd.,0.53,archive
FR0013326246,Marshall Wace LLP,2020-09-23,Unibail-Rodamco-Westfield SE,0.72,archive
FR0013326246,"Samlyn Capital, LLC",2020-09-23,Unibail-Rodamco-Westfield SE,1.27,archive
NL0000352565,Voleon Capital Management LP,2020-09-23,Fugro N.V.,1.91,archive
NL0010391025,Voleon Capital Management LP,2020-09-23,Pharming Group N.V.,0.56,archive
NL0010391025,Woodline Partners,2020-09-23,Pharming Group N.V.,0.89,archive
NL0012866412,"Davidson Kempner European Partners, LLP",2020-09-22,BE Semiconductor Industries N.V.,1.14,archive
NL0000337319,"Lucerne Capital Management, L.P.",2020-09-22,Koninklijke BAM Groep N.V.,1.24,archive
NL0000360618,Marshall Wace LLP,2020-09-22,SBM Offshore N.V.,1.39,archive
FR0013326246,Marshall Wace LLP,2020-09-22,Unibail-Rodamco-Westfield SE,0.68,archive
FR0013326246,"Samlyn Capital, LLC",2020-09-22,Unibail-Rodamco-Westfield SE,1.16,archive
NL0000352565,Voleon Capital Management LP,2020-09-22,Fugro N.V.,1.84,archive
NL0006237562,AKO Capital LLP,2020-09-21,ARCADIS N.V.,1.27,archive
NL0000352565,HBK Investments LP,2020-09-21,Fugro N.V.,1.12,archive
FR0013326246,Lone Pine Capital LLC,2020-09-21,Unibail-Rodamco-Westfield SE,1.6,archive
NL0000360618,Marshall Wace LLP,2020-09-21,SBM Offshore N.V.,1.4,archive
FR0013326246,Oceanwood Capital Management LLP,2020-09-21,Unibail-Rodamco-Westfield SE,0.51,archive
FR0013326246,"Samlyn Capital, LLC",2020-09-21,Unibail-Rodamco-Westfield SE,1.02,archive
NL0000352565,Susquehanna International Securities Limited,2020-09-21,Fugro N.V.,0.91,archive
FR0013326246,"Woodson Capital Master Fund, LP",2020-09-21,Unibail-Rodamco-Westfield SE,1.02,archive
NL0000289213,"Woodson Capital Master Fund, LP",2020-09-21,Wereldhave N.V.,4.42,archive
NL0000289213,"Athanor Capital, LP",2020-09-18,Wereldhave N.V.,1.41,archive
NL0000226223,BNP Paribas S.A.,2020-09-18,STMicroelectronics N.V.,1.02,archive
NL0000337319,HBK Investments LP,2020-09-18,Koninklijke BAM Groep N.V.,1.01,archive
FR0013326246,Lone Pine Capital LLC,2020-09-18,Unibail-Rodamco-Westfield SE,1.59,archive
BE0003818359,Marshall Wace LLP,2020-09-18,Galapagos NV,0.49,archive
NL0000360618,Marshall Wace LLP,2020-09-18,SBM Offshore N.V.,1.39,archive
FR0013326246,"Maverick Capital, Ltd.",2020-09-18,Unibail-Rodamco-Westfield SE,2.24,archive
FR0013326246,Moore Capital Management LP,2020-09-18,Unibail-Rodamco-Westfield SE,0.5,archive
FR0013326246,"Samlyn Capital, LLC",2020-09-18,Unibail-Rodamco-Westfield SE,0.95,archive
NL0000352565,Susquehanna International Securities Limited,2020-09-18,Fugro N.V.,0.84,archive
NL0000337319,Voleon Capital Management LP,2020-09-18,Koninklijke BAM Groep N.V.,0.5,archive
LU1598757687,B&G Master Fund Plc,2020-09-17,ArcelorMittal S.A.,1.9,archive
LU0569974404,Citadel Advisors LLC,2020-09-17,Aperam S.A.,0.58,archive
LU1598757687,Citadel Europe LLP,2020-09-17,ArcelorMittal S.A.,0.67,archive
FR0013326246,Gladstone Capital Management LLP,2020-09-17,Unibail-Rodamco-Westfield SE,0.81,archive
NL0000352565,Marshall Wace LLP,2020-09-17,Fugro N.V.,0.89,archive
FR0013326246,Moore Capital Management LP,2020-09-17,Unibail-Rodamco-Westfield SE,0.47,archive
FR0013326246,"Samlyn Capital, LLC",2020-09-17,Unibail-Rodamco-Westfield SE,0.79,archive
NL0000352565,Susquehanna International Securities Limited,2020-09-17,Fugro N.V.,0.72,archive
NL0000352565,Voleon Capital Management LP,2020-09-17,Fugro N.V.,1.78,archive
BE0003818359,"D. E. Shaw & Co., L.P.",2020-09-16,Galapagos NV,0.9,archive
NL0012866412,GLG Partners LP,2020-09-16,BE Semiconductor Industries N.V.,0.61,archive
NL0000337319,GSA Capital Partners LLP,2020-09-16,Koninklijke BAM Groep N.V.,0.54,archive
NL0011821392,Millennium Capital Partners LLP,2020-09-16,Signify N.V.,0.61,archive
NL0000288876,Parian GP LLC,2020-09-16,Eurocommercial Properties N.V.,0.47,archive
NL0000289213,Parian GP LLC,2020-09-16,Wereldhave N.V.,0.48,archive
NL0000352565,Susquehanna International Securities Limited,2020-09-16,Fugro N.V.,0.8,archive
NL0000352565,Systematica Investments Limited,2020-09-16,Fugro N.V.,1.41,archive
NL0000352565,Voleon Capital Management LP,2020-09-16,Fugro N.V.,1.96,archive
NL0010391025,Voleon Capital Management LP,2020-09-16,Pharming Group N.V.,0.68,archive
NL0006237562,AKO Capital LLP,2020-09-15,ARCADIS N.V.,1.39,archive
NL0000360618,"AQR Capital Management, LLC",2020-09-15,SBM Offshore N.V.,1.79,archive
NL0000289213,"Athanor Capital, LP",2020-09-15,Wereldhave N.V.,1.3,archive
FR0013326246,Gladstone Capital Management LLP,2020-09-15,Unibail-Rodamco-Westfield SE,0.71,archive
NL0000352565,HBK Investments LP,2020-09-15,Fugro N.V.,1.09,archive
NL0000289213,Parian GP LLC,2020-09-15,Wereldhave N.V.,0.58,archive
NL0000226223,Sculptor Capital Management Europe Limited,2020-09-15,STMicroelectronics N.V.,0.69,archive
NL0000352565,Voleon Capital Management LP,2020-09-15,Fugro N.V.,2.08,archive
NL0000352565,HBK Investments LP,2020-09-14,Fugro N.V.,1.1,archive
NL0011660485,JPMorgan Asset Management (UK) Ltd.,2020-09-14,Sif Holding N.V.,0.59,archive
BE0003818359,Marshall Wace LLP,2020-09-14,Galapagos NV,0.53,archive
NL0000888691,Systematica Investments Limited,2020-09-14,AMG Critical Materials N.V.,1.09,archive
NL0006237562,AKO Capital LLP,2020-09-11,ARCADIS N.V.,1.47,archive
NL0010558797,"AQR Capital Management, LLC",2020-09-11,OCI N.V.,1.59,archive
NL0000226223,BNP Paribas S.A.,2020-09-11,STMicroelectronics N.V.,1.25,archive
FR0013326246,D1 Capital Partners LP,2020-09-11,Unibail-Rodamco-Westfield SE,5.23,archive
FR0013326246,Gladstone Capital Management LLP,2020-09-11,Unibail-Rodamco-Westfield SE,0.65,archive
BE0003818359,Marshall Wace LLP,2020-09-11,Galapagos NV,0.48,archive
FR0013326246,Marshall Wace LLP,2020-09-11,Unibail-Rodamco-Westfield SE,0.78,archive
NL0010558797,"AQR Capital Management, LLC",2020-09-10,OCI N.V.,1.6,archive
FR0013326246,D1 Capital Partners LP,2020-09-10,Unibail-Rodamco-Westfield SE,5.18,archive
NL0000337319,"WorldQuant, LLC",2020-09-10,Koninklijke BAM Groep N.V.,0.44,archive
NL0000352565,HBK Investments LP,2020-09-09,Fugro N.V.,1.09,archive
NL0000303709,"Samlyn Capital, LLC",2020-09-09,AEGON Ltd.,0.8,archive
NL0000888691,Systematica Investments Limited,2020-09-09,AMG Critical Materials N.V.,1.1,archive
NL0000337319,"WorldQuant, LLC",2020-09-09,Koninklijke BAM Groep N.V.,0.53,archive
FR0013326246,Gladstone Capital Management LLP,2020-09-08,Unibail-Rodamco-Westfield SE,0.53,archive
NL0000337319,GSA Capital Partners LLP,2020-09-08,Koninklijke BAM Groep N.V.,0.64,archive
NL0000352565,HBK Investments LP,2020-09-08,Fugro N.V.,1.1,archive
FR0013326246,Kintbury Capital LLP,2020-09-08,Unibail-Rodamco-Westfield SE,0.54,archive
NL0000360618,Marshall Wace LLP,2020-09-08,SBM Offshore N.V.,1.41,archive
NL0000352565,Susquehanna International Securities Limited,2020-09-08,Fugro N.V.,0.92,archive
NL0000888691,Systematica Investments Limited,2020-09-08,AMG Critical Materials N.V.,1.09,archive
NL0000352565,Systematica Investments Limited,2020-09-08,Fugro N.V.,1.31,archive
NL0000337319,"WorldQuant, LLC",2020-09-08,Koninklijke BAM Groep N.V.,0.61,archive
BE0003818359,Marshall Wace LLP,2020-09-07,Galapagos NV,0.58,archive
NL0000352565,Voleon Capital Management LP,2020-09-07,Fugro N.V.,2.1,archive
BE0003818359,"WorldQuant, LLC",2020-09-07,Galapagos NV,0.46,archive
NL0010558797,"AQR Capital Management, LLC",2020-09-04,OCI N.V.,1.59,archive
NL0000337319,BlueCrest Capital Management Limited,2020-09-04,Koninklijke BAM Groep N.V.,0.78,archive
NL0000226223,BNP Paribas S.A.,2020-09-04,STMicroelectronics N.V.,1.17,archive
NL0000337319,HBK Investments LP,2020-09-04,Koninklijke BAM Groep N.V.,0.98,archive
FR0013326246,Lone Pine Capital LLC,2020-09-04,Unibail-Rodamco-Westfield SE,1.63,archive
BE0003818359,Marshall Wace LLP,2020-09-04,Galapagos NV,0.6,archive
FR0013326246,Marshall Wace LLP,2020-09-04,Unibail-Rodamco-Westfield SE,0.87,archive
NL0000888691,"WorldQuant, LLC",2020-09-04,AMG Critical Materials N.V.,0.46,archive
NL0000337319,"WorldQuant, LLC",2020-09-04,Koninklijke BAM Groep N.V.,0.79,archive
NL0010391025,Citadel Advisors LLC,2020-09-03,Pharming Group N.V.,0.47,archive
BE0003818359,"D. E. Shaw & Co., L.P.",2020-09-03,Galapagos NV,0.89,archive
FR0013326246,Lone Pine Capital LLC,2020-09-03,Unibail-Rodamco-Westfield SE,1.54,archive
NL0000337319,"Lucerne Capital Management, L.P.",2020-09-03,Koninklijke BAM Groep N.V.,0.79,archive
NL0000337319,"WorldQuant, LLC",2020-09-03,Koninklijke BAM Groep N.V.,0.89,archive
NL0000337319,Citadel Advisors LLC,2020-09-02,Koninklijke BAM Groep N.V.,0.72,archive
NL0000352565,Marshall Wace LLP,2020-09-02,Fugro N.V.,1.0,archive
NL0006237562,Pelham Capital Ltd.,2020-09-02,ARCADIS N.V.,1.32,archive
NL0000888691,"WorldQuant, LLC",2020-09-02,AMG Critical Materials N.V.,0.58,archive
BE0003818359,"WorldQuant, LLC",2020-09-02,Galapagos NV,0.59,archive
NL0000337319,"WorldQuant, LLC",2020-09-02,Koninklijke BAM Groep N.V.,0.98,archive
NL0000337319,HBK Investments LP,2020-09-01,Koninklijke BAM Groep N.V.,0.71,archive
FR0013326246,Marshall Wace LLP,2020-09-01,Unibail-Rodamco-Westfield SE,0.94,archive
NL0000337319,"WorldQuant, LLC",2020-09-01,Koninklijke BAM Groep N.V.,1.08,archive
NL0000888691,Canada Pension Plan Investment Board,2020-08-31,AMG Critical Materials N.V.,0.4,archive
NL0000337319,HBK Investments LP,2020-08-31,Koninklijke BAM Groep N.V.,0.69,archive
FR0013326246,Moore Capital Management LP,2020-08-31,Unibail-Rodamco-Westfield SE,0.53,archive
NL0000352565,Voleon Capital Management LP,2020-08-31,Fugro N.V.,2.05,archive
NL0000337319,"WorldQuant, LLC",2020-08-31,Koninklijke BAM Groep N.V.,1.17,archive
NL0000888691,Canada Pension Plan Investment Board,2020-08-28,AMG Critical Materials N.V.,0.57,archive
FR0013326246,D1 Capital Partners LP,2020-08-28,Unibail-Rodamco-Westfield SE,5.03,archive
NL0000352565,HBK Investments LP,2020-08-28,Fugro N.V.,1.0,archive
NL0000337319,HBK Investments LP,2020-08-28,Koninklijke BAM Groep N.V.,0.7,archive
NL0011279492,JPMorgan Asset Management (UK) Ltd.,2020-08-28,Flow Traders Ltd.,0.53,archive
NL0000337319,Marshall Wace LLP,2020-08-28,Koninklijke BAM Groep N.V.,1.2,archive
NL0000288876,Parian GP LLC,2020-08-28,Eurocommercial Properties N.V.,0.51,archive
NL0000303709,"Samlyn Capital, LLC",2020-08-28,AEGON Ltd.,0.75,archive
FR0013326246,"Samlyn Capital, LLC",2020-08-28,Unibail-Rodamco-Westfield SE,0.62,archive
NL0000226223,Sculptor Capital Management Europe Limited,2020-08-28,STMicroelectronics N.V.,0.79,archive
NL0000352565,Voleon Capital Management LP,2020-08-28,Fugro N.V.,2.1,archive
NL0000337319,"WorldQuant, LLC",2020-08-28,Koninklijke BAM Groep N.V.,1.27,archive
NL0000888691,Canada Pension Plan Investment Board,2020-08-27,AMG Critical Materials N.V.,0.67,archive
NL0000352565,Marshall Wace LLP,2020-08-27,Fugro N.V.,0.92,archive
NL0000352565,Susquehanna International Securities Limited,2020-08-27,Fugro N.V.,0.81,archive
NL0000337319,"WorldQuant, LLC",2020-08-27,Koninklijke BAM Groep N.V.,1.38,archive
LU0569974404,Citadel Advisors LLC,2020-08-26,Aperam S.A.,0.69,archive
NL0000352565,Voleon Capital Management LP,2020-08-26,Fugro N.V.,2.02,archive
NL0010391025,Woodline Partners,2020-08-26,Pharming Group N.V.,0.91,archive
NL0000337319,"WorldQuant, LLC",2020-08-26,Koninklijke BAM Groep N.V.,1.48,archive
NL0000360618,"AQR Capital Management, LLC",2020-08-25,SBM Offshore N.V.,1.89,archive
NL0000226223,BNP Paribas S.A.,2020-08-25,STMicroelectronics N.V.,1.44,archive
NL0012866412,Citadel Europe LLP,2020-08-25,BE Semiconductor Industries N.V.,2.11,archive
FR0013326246,D1 Capital Partners LP,2020-08-25,Unibail-Rodamco-Westfield SE,4.97,archive
NL0000288876,Eleva Capital SAS,2020-08-25,Eurocommercial Properties N.V.,0.5,archive
NL0000289213,Eleva Capital SAS,2020-08-25,Wereldhave N.V.,0.92,archive
NL0000352565,HBK Investments LP,2020-08-25,Fugro N.V.,0.94,archive
FR0013326246,Lone Pine Capital LLC,2020-08-25,Unibail-Rodamco-Westfield SE,1.46,archive
NL0000352565,Marshall Wace LLP,2020-08-25,Fugro N.V.,0.86,archive
NL0006237562,Pelham Capital Ltd.,2020-08-25,ARCADIS N.V.,1.47,archive
NL0000352565,Susquehanna International Securities Limited,2020-08-25,Fugro N.V.,0.77,archive
FR0013326246,Viking Global Investors LP,2020-08-25,Unibail-Rodamco-Westfield SE,0.43,archive
NL0000352565,Voleon Capital Management LP,2020-08-25,Fugro N.V.,1.99,archive
NL0000888691,"WorldQuant, LLC",2020-08-25,AMG Critical Materials N.V.,0.6,archive
BE0003818359,"WorldQuant, LLC",2020-08-25,Galapagos NV,0.61,archive
NL0000226223,BNP Paribas S.A.,2020-08-24,STMicroelectronics N.V.,1.35,archive
NL0010391025,Citadel Advisors LLC,2020-08-24,Pharming Group N.V.,0.58,archive
NL0000360618,Marshall Wace LLP,2020-08-24,SBM Offshore N.V.,1.3,archive
FR0013326246,Marshall Wace LLP,2020-08-24,Unibail-Rodamco-Westfield SE,1.07,archive
NL0000352565,Voleon Capital Management LP,2020-08-24,Fugro N.V.,2.03,archive
NL0000337319,Citadel Advisors LLC,2020-08-21,Koninklijke BAM Groep N.V.,0.68,archive
FR0013326246,D1 Capital Partners LP,2020-08-21,Unibail-Rodamco-Westfield SE,4.82,archive
NL0000337319,GSA Capital Partners LLP,2020-08-21,Koninklijke BAM Groep N.V.,0.7,archive
NL0000352565,Marshall Wace LLP,2020-08-21,Fugro N.V.,1.11,archive
FR0013326246,Moore Capital Management LP,2020-08-21,Unibail-Rodamco-Westfield SE,0.42,archive
NL0000352565,Voleon Capital Management LP,2020-08-21,Fugro N.V.,1.9,archive
BE0003818359,"WorldQuant, LLC",2020-08-21,Galapagos NV,0.55,archive
NL0012169213,Cigogne Management S.A.,2020-08-20,Qiagen N.V.,0.48,archive
NL0000337319,Citadel Advisors LLC,2020-08-20,Koninklijke BAM Groep N.V.,0.76,archive
BE0003818359,"D. E. Shaw & Co., L.P.",2020-08-20,Galapagos NV,0.93,archive
NL0011279492,Marshall Wace LLP,2020-08-20,Flow Traders Ltd.,0.49,archive
NL0000352565,TFG Asset Management UK LLP,2020-08-20,Fugro N.V.,1.33,archive
NL0000888691,"WorldQuant, LLC",2020-08-20,AMG Critical Materials N.V.,0.51,archive
NL0010391025,Citadel Advisors LLC,2020-08-19,Pharming Group N.V.,0.67,archive
BE0003818359,"D. E. Shaw & Co., L.P.",2020-08-19,Galapagos NV,0.89,archive
NL0000337319,GSA Capital Partners LLP,2020-08-19,Koninklijke BAM Groep N.V.,0.6,archive
NL0000352565,HBK Investments LP,2020-08-19,Fugro N.V.,1.01,archive
NL0000337319,"Lucerne Capital Management, L.P.",2020-08-19,Koninklijke BAM Groep N.V.,0.62,archive
FR0013326246,"Maverick Capital, Ltd.",2020-08-19,Unibail-Rodamco-Westfield SE,1.95,archive
NL0000289213,Parian GP LLC,2020-08-19,Wereldhave N.V.,0.65,archive
NL0000888691,Systematica Investments Limited,2020-08-19,AMG Critical Materials N.V.,1.19,archive
NL0000352565,TFG Asset Management UK LLP,2020-08-19,Fugro N.V.,1.11,archive
NL0000352565,Voleon Capital Management LP,2020-08-19,Fugro N.V.,1.8,archive
NL0000337319,Citadel Advisors LLC,2020-08-18,Koninklijke BAM Groep N.V.,0.88,archive
NL0006237562,Marshall Wace LLP,2020-08-18,ARCADIS N.V.,2.39,archive
FR0013326246,Marshall Wace LLP,2020-08-18,Unibail-Rodamco-Westfield SE,1.13,archive
FR0013326246,"Maverick Capital, Ltd.",2020-08-18,Unibail-Rodamco-Westfield SE,1.81,archive
NL0000352565,Susquehanna International Securities Limited,2020-08-18,Fugro N.V.,0.82,archive
NL0000352565,Voleon Capital Management LP,2020-08-18,Fugro N.V.,1.65,archive
NL0011279492,Marshall Wace LLP,2020-08-17,Flow Traders Ltd.,0.59,archive
BE0003818359,Marshall Wace LLP,2020-08-17,Galapagos NV,0.55,archive
FR0013326246,Moore Capital Management LP,2020-08-17,Unibail-Rodamco-Westfield SE,0.52,archive
FR0013326246,Pictet Asset Management S.A.,2020-08-17,Unibail-Rodamco-Westfield SE,0.4,archive
NL0000303709,"Samlyn Capital, LLC",2020-08-17,AEGON Ltd.,0.6,archive
NL0000352565,Voleon Capital Management LP,2020-08-17,Fugro N.V.,1.5,archive
NL0010391025,"WorldQuant, LLC",2020-08-17,Pharming Group N.V.,0.49,archive
NL0000226223,BNP Paribas S.A.,2020-08-14,STMicroelectronics N.V.,1.46,archive
NL0000888691,Capital Fund Management S.A.,2020-08-14,AMG Critical Materials N.V.,1.2,archive
BE0003818359,Citadel Advisors LLC,2020-08-14,Galapagos NV,0.46,archive
FR0013326246,D1 Capital Partners LP,2020-08-14,Unibail-Rodamco-Westfield SE,4.72,archive
BE0003818359,Marshall Wace LLP,2020-08-14,Galapagos NV,0.7,archive
NL0000303709,"Samlyn Capital, LLC",2020-08-14,AEGON Ltd.,0.58,archive
NL0000352565,Voleon Capital Management LP,2020-08-14,Fugro N.V.,1.41,archive
NL0000337319,"WorldQuant, LLC",2020-08-14,Koninklijke BAM Groep N.V.,1.58,archive
