isin,position_holder,position_date,issuer_name,net_short_position,source
CH1216478797,Ilex Capital Partners (UK) LLP,2026-03-18,DSM-Firmenich AG,0.87,current
LU2290522684,"Two Sigma Investments, LP",2026-03-18,InPost S.A.,1.11,current
NL0015002MS2,Marshall Wace LLP,2026-03-16,The Magnum Ice Cream Company N.V.,1.3,current
NL0010801007,"PDT Partners, LLC",2026-03-16,IMCD N.V.,0.8,current
NL0012969182,"AQR Capital Management, LLC",2026-03-13,Adyen N.V.,0.52,current
CH1216478797,Ilex Capital Partners (UK) LLP,2026-03-13,DSM-Firmenich AG,0.98,current
JE00BRX98089,Marshall Wace LLP,2026-03-13,CVC Capital Partners plc,0.52,current
NL0011821392,Canada Pension Plan Investment Board,2026-03-12,Signify N.V.,0.65,current
NL0010801007,JPMorgan Asset Management (UK) Ltd.,2026-03-12,IMCD N.V.,0.64,current
NL0011821392,Canada Pension Plan Investment Board,2026-03-11,Signify N.V.,0.57,current
NL0011821392,Citadel Advisors LLC,2026-03-11,Signify N.V.,2.24,current
NL0011821392,Marshall Wace LLP,2026-03-11,Signify N.V.,1.91,current
NL0011821392,Citadel Advisors LLC,2026-03-10,Signify N.V.,2.17,current
NL0010391025,Lazard Asset Management LLC,2026-03-10,Pharming Group N.V.,0.96,current
NL0015002MS2,Marshall Wace LLP,2026-03-10,The Magnum Ice Cream Company N.V.,1.21,current
LU2290522684,"Two Sigma Investments, LP",2026-03-10,InPost S.A.,1.03,current
NL0013332471,Winton Capital Management Limited,2026-03-10,TomTom N.V.,0.52,current
NL0010801007,Acadian Asset Management LLC.,2026-03-09,IMCD N.V.,0.72,current
NL0011821392,Citadel Advisors LLC,2026-03-09,Signify N.V.,2.06,current
NL0010801007,"Two Sigma Investments, LP",2026-03-09,IMCD N.V.,0.71,current
NL0010801007,"BlackRock Advisors, LLC",2026-03-06,IMCD N.V.,0.7,current
NL0011821392,Citadel Advisors LLC,2026-03-06,Signify N.V.,1.88,current
NL00150003E1,JPMorgan Asset Management (UK) Ltd.,2026-03-06,Fugro N.V.,0.81,current
NL0010801007,"BlackRock Financial Management, Inc.",2026-03-05,IMCD N.V.,1.1,current
NL0000289213,Citadel Advisors LLC,2026-03-05,Wereldhave N.V.,0.63,current
NL0015002MS2,Marshall Wace LLP,2026-03-05,The Magnum Ice Cream Company N.V.,1.11,current
NL0010801007,Acadian Asset Management LLC.,2026-03-04,IMCD N.V.,0.61,current
NL0000852564,"AQR Capital Management, LLC",2026-03-04,Aalberts N.V.,0.52,current
NL0011821392,"AQR Capital Management, LLC",2026-03-04,Signify N.V.,1.03,current
NL0010801007,"BlackRock Financial Management, Inc.",2026-03-04,IMCD N.V.,1.06,current
NL0011821392,Marshall Wace LLP,2026-03-04,Signify N.V.,1.87,current
NL0010801007,"PDT Partners, LLC",2026-03-04,IMCD N.V.,0.71,current
NL0011821392,"PDT Partners, LLC",2026-03-04,Signify N.V.,0.8,current
LU2290522684,"Two Sigma Investments, LP",2026-03-04,InPost S.A.,0.9,current
CH1216478797,Ilex Capital Partners (UK) LLP,2026-03-03,DSM-Firmenich AG,1.03,current
NL0010391025,Lazard Asset Management LLC,2026-03-03,Pharming Group N.V.,0.77,current
NL0009739416,Marshall Wace LLP,2026-03-03,PostNL N.V.,0.69,current
NL0011821392,Marshall Wace LLP,2026-03-03,Signify N.V.,1.92,current
NL0012365084,Numeric Investors LLC,2026-03-03,NSI N.V.,0.52,current
NL0011821392,Citadel Advisors LLC,2026-03-02,Signify N.V.,1.7,current
NL0000395903,"D. E. Shaw & Co., L.P.",2026-03-02,Wolters Kluwer N.V.,0.7,current
CY0200751713,"Two Sigma Investments, LP",2026-03-02,Theon International Plc,0.59,current
NL0010801007,"BlackRock Advisors, LLC",2026-02-27,IMCD N.V.,0.69,current
NL0010801007,"BlackRock Financial Management, Inc.",2026-02-27,IMCD N.V.,1.18,current
NL0011821392,Marshall Wace LLP,2026-02-27,Signify N.V.,1.88,current
LU2290522684,"Two Sigma Investments, LP",2026-02-27,InPost S.A.,0.81,current
NL0006237562,"AQR Capital Management, LLC",2026-02-26,ARCADIS N.V.,0.71,current
NL0011821392,Marshall Wace LLP,2026-02-26,Signify N.V.,1.9,current
NL0015002MS2,Marshall Wace LLP,2026-02-26,The Magnum Ice Cream Company N.V.,1.01,current
NL0011821392,"PDT Partners, LLC",2026-02-26,Signify N.V.,0.78,current
CH1216478797,Ilex Capital Partners (UK) LLP,2026-02-25,DSM-Firmenich AG,1.12,current
NL0010801007,"BlackRock Financial Management, Inc.",2026-02-24,IMCD N.V.,1.29,current
NL0006237562,"D. E. Shaw & Co., L.P.",2026-02-24,ARCADIS N.V.,0.7,current
NL0013267909,Davidson Kempner Capital Management LP,2026-02-24,Akzo Nobel N.V.,1.31,current
NL0011821392,Citadel Advisors LLC,2026-02-23,Signify N.V.,1.63,current
NL0015002MS2,Marshall Wace LLP,2026-02-23,The Magnum Ice Cream Company N.V.,0.91,current
NL0011821392,"PDT Partners, LLC",2026-02-23,Signify N.V.,0.8,current
NL0011821392,Citadel Advisors LLC,2026-02-20,Signify N.V.,1.58,current
NL0000395903,"D. E. Shaw & Co., L.P.",2026-02-20,Wolters Kluwer N.V.,0.6,current
GB00BP6MXD84,"Elliott Investment Management, L.P",2026-02-20,Shell plc,0.7,current
NL0011821392,Marshall Wace LLP,2026-02-20,Signify N.V.,1.84,current
NL0006237562,"D. E. Shaw & Co., L.P.",2026-02-19,ARCADIS N.V.,0.62,current
LU2290522684,"Two Sigma Investments, LP",2026-02-19,InPost S.A.,0.7,current
NL0010801007,"BlackRock Financial Management, Inc.",2026-02-18,IMCD N.V.,1.39,current
NL0011821392,Citadel Advisors LLC,2026-02-18,Signify N.V.,1.62,current
NL0013267909,Davidson Kempner Capital Management LP,2026-02-18,Akzo Nobel N.V.,1.23,current
NL0010801007,JPMorgan Asset Management (UK) Ltd.,2026-02-18,IMCD N.V.,0.72,current
NL0015002MS2,Marshall Wace LLP,2026-02-18,The Magnum Ice Cream Company N.V.,0.81,current
NL0010801007,"PDT Partners, LLC",2026-02-18,IMCD N.V.,0.63,current
NL0000289213,Citadel Advisors LLC,2026-02-17,Wereldhave N.V.,0.58,current
NL0000395903,"D. E. Shaw & Co., L.P.",2026-02-17,Wolters Kluwer N.V.,0.59,current
NL0011821392,Eleva Capital SAS,2026-02-17,Signify N.V.,0.92,current
CH1216478797,Ilex Capital Partners (UK) LLP,2026-02-17,DSM-Firmenich AG,1.07,current
NL0000289213,Citadel Advisors LLC,2026-02-16,Wereldhave N.V.,0.6,current
NL0000395903,"D. E. Shaw & Co., L.P.",2026-02-16,Wolters Kluwer N.V.,0.6,current
CH1216478797,Ilex Capital Partners (UK) LLP,2026-02-16,DSM-Firmenich AG,1.12,current
NL0015002MS2,Marshall Wace LLP,2026-02-16,The Magnum Ice Cream Company N.V.,0.7,current
NL0000395903,"D. E. Shaw & Co., L.P.",2026-02-13,Wolters Kluwer N.V.,0.59,current
NL0009739416,Marshall Wace LLP,2026-02-13,PostNL N.V.,0.79,current
NL0011821392,Marshall Wace LLP,2026-02-13,Signify N.V.,1.71,current
NL0015002MS2,Marshall Wace LLP,2026-02-13,The Magnum Ice Cream Company N.V.,0.68,current
CY0200751713,"Two Sigma Investments, LP",2026-02-13,Theon International Plc,0.61,current
NL0010801007,"BlackRock Advisors, LLC",2026-02-12,IMCD N.V.,0.73,current
NL0010801007,"BlackRock Financial Management, Inc.",2026-02-12,IMCD N.V.,1.45,current
NL0011821392,Citadel Advisors LLC,2026-02-12,Signify N.V.,1.58,current
CH1216478797,Ilex Capital Partners (UK) LLP,2026-02-12,DSM-Firmenich AG,1.38,current
NL0015002MS2,Marshall Wace LLP,2026-02-12,The Magnum Ice Cream Company N.V.,0.5,current
NL0011821392,"PDT Partners, LLC",2026-02-12,Signify N.V.,0.78,current
LU2290522684,"Two Sigma Investments, LP",2026-02-12,InPost S.A.,0.6,current
NL0010801007,Acadian Asset Management LLC.,2026-02-11,IMCD N.V.,0.5,current
NL0010801007,"BlackRock Advisors, LLC",2026-02-11,IMCD N.V.,0.9,current
NL0010801007,"Two Sigma Investments, LP",2026-02-11,IMCD N.V.,0.6,current
NL0000289213,Citadel Advisors LLC,2026-02-10,Wereldhave N.V.,0.58,current
NL0009739416,"D. E. Shaw & Co., L.P.",2026-02-10,PostNL N.V.,0.79,current
NL0013267909,Davidson Kempner Capital Management LP,2026-02-10,Akzo Nobel N.V.,1.1,current
NL0011821392,Marshall Wace LLP,2026-02-10,Signify N.V.,1.64,current
NL0010801007,"PDT Partners, LLC",2026-02-06,IMCD N.V.,0.5,current
NL0006237562,"AQR Capital Management, LLC",2026-02-05,ARCADIS N.V.,0.6,current
NL0010801007,"BlackRock Advisors, LLC",2026-02-05,IMCD N.V.,1.05,current
NL0011821392,Citadel Advisors LLC,2026-02-05,Signify N.V.,1.6,current
NL0013267909,Davidson Kempner Capital Management LP,2026-02-05,Akzo Nobel N.V.,1.02,current
NL0010801007,"BlackRock Financial Management, Inc.",2026-02-04,IMCD N.V.,1.5,current
NL0010801007,Caisse de dépôt et placement du Québec,2026-02-04,IMCD N.V.,0.66,current
NL0010391025,Lazard Asset Management LLC,2026-02-04,Pharming Group N.V.,0.89,current
NL0009739416,Marshall Wace LLP,2026-02-04,PostNL N.V.,0.82,current
NL0011821392,Marshall Wace LLP,2026-02-04,Signify N.V.,1.51,current
NL0010801007,"Arrowstreet Capital, Limited Partnership",2026-02-03,IMCD N.V.,0.9,current
NL0011821392,Citadel Advisors LLC,2026-02-03,Signify N.V.,1.5,current
CH1216478797,Ilex Capital Partners (UK) LLP,2026-02-03,DSM-Firmenich AG,1.41,current
NL0010391025,Lazard Asset Management LLC,2026-02-03,Pharming Group N.V.,0.9,current
NL0011821392,"AQR Capital Management, LLC",2026-02-02,Signify N.V.,0.91,current
NL0010391025,Capstone Volatility Master (Cayman) Limited,2026-02-02,Pharming Group N.V.,0.66,current
NL0011821392,Citadel Advisors LLC,2026-02-02,Signify N.V.,1.42,current
NL0006237562,"D. E. Shaw & Co., L.P.",2026-02-02,ARCADIS N.V.,0.5,current
NL0013267909,Davidson Kempner Capital Management LP,2026-02-02,Akzo Nobel N.V.,0.93,current
NL0010391025,Lazard Asset Management LLC,2026-02-02,Pharming Group N.V.,0.89,current
NL0009739416,Marshall Wace LLP,2026-02-02,PostNL N.V.,0.78,current
NL0011821392,Marshall Wace LLP,2026-02-02,Signify N.V.,1.45,current
NL0011821392,"PDT Partners, LLC",2026-02-02,Signify N.V.,0.8,current
NL0011821392,Citadel Advisors LLC,2026-01-30,Signify N.V.,1.25,current
NL0011872650,"D. E. Shaw & Co., L.P.",2026-01-30,Basic-Fit N.V.,0.9,current
NL0011821392,Marshall Wace LLP,2026-01-30,Signify N.V.,1.39,current
NL0011821392,"PDT Partners, LLC",2026-01-30,Signify N.V.,0.76,current
NL0010391025,Capstone Volatility Master (Cayman) Limited,2026-01-29,Pharming Group N.V.,0.72,current
NL0011821392,Citadel Advisors LLC,2026-01-29,Signify N.V.,1.1,current
NL0013267909,Davidson Kempner Capital Management LP,2026-01-29,Akzo Nobel N.V.,0.8,current
NL0010801007,"BlackRock Advisors, LLC",2026-01-28,IMCD N.V.,1.1,current
NL0011821392,Citadel Advisors LLC,2026-01-28,Signify N.V.,1.03,current
NL0000395903,"D. E. Shaw & Co., L.P.",2026-01-28,Wolters Kluwer N.V.,0.61,current
NL0013267909,Davidson Kempner Capital Management LP,2026-01-28,Akzo Nobel N.V.,0.67,current
NL0010801007,Caisse de dépôt et placement du Québec,2026-01-27,IMCD N.V.,0.57,current
NL0011821392,Citadel Advisors LLC,2026-01-27,Signify N.V.,0.9,current
NL0011821392,Eleva Capital SAS,2026-01-27,Signify N.V.,0.78,current
NL0013267909,Davidson Kempner Capital Management LP,2026-01-26,Akzo Nobel N.V.,0.51,current
NL0011821392,Marshall Wace LLP,2026-01-26,Signify N.V.,1.49,current
NL0006237562,"AQR Capital Management, LLC",2026-01-22,ARCADIS N.V.,0.5,current
NL0009739416,"D. E. Shaw & Co., L.P.",2026-01-22,PostNL N.V.,0.89,current
NL0010391025,Lazard Asset Management LLC,2026-01-22,Pharming Group N.V.,0.91,current
NL0010801007,"BlackRock Advisors, LLC",2026-01-21,IMCD N.V.,1.02,current
NL0010391025,Capstone Volatility Master (Cayman) Limited,2026-01-21,Pharming Group N.V.,0.87,current
NL0009739416,Marshall Wace LLP,2026-01-21,PostNL N.V.,0.89,current
NL0010801007,"Two Sigma Investments, LP",2026-01-21,IMCD N.V.,0.51,current
NL0011821392,Citadel Advisors LLC,2026-01-20,Signify N.V.,0.81,current
NL0000289213,Citadel Advisors LLC,2026-01-20,Wereldhave N.V.,0.6,current
NL0009739416,"D. E. Shaw & Co., L.P.",2026-01-20,PostNL N.V.,0.9,current
NL0011821392,Citadel Advisors LLC,2026-01-19,Signify N.V.,0.77,current
NL0010801007,"BlackRock Financial Management, Inc.",2026-01-16,IMCD N.V.,1.4,current
CH1216478797,Ilex Capital Partners (UK) LLP,2026-01-16,DSM-Firmenich AG,1.38,current
NL0009739416,Marshall Wace LLP,2026-01-16,PostNL N.V.,0.9,current
NL0000395903,"D. E. Shaw & Co., L.P.",2026-01-15,Wolters Kluwer N.V.,0.51,current
NL0011821392,Marshall Wace LLP,2026-01-14,Signify N.V.,1.59,current
NL0009739416,Marshall Wace LLP,2026-01-13,PostNL N.V.,0.81,current
NL0011872650,"D. E. Shaw & Co., L.P.",2026-01-12,Basic-Fit N.V.,0.89,current
NL0010391025,Capstone Volatility Master (Cayman) Limited,2026-01-09,Pharming Group N.V.,0.91,current
NL0011821392,Citadel Advisors LLC,2026-01-09,Signify N.V.,0.6,current
NL0009739416,"D. E. Shaw & Co., L.P.",2026-01-09,PostNL N.V.,0.88,current
GB00BP6MXD84,"Elliott Investment Management, L.P",2026-01-09,Shell plc,0.6,current
NL0011821392,"PDT Partners, LLC",2026-01-09,Signify N.V.,0.69,current
NL0010801007,"BlackRock Financial Management, Inc.",2026-01-08,IMCD N.V.,1.39,current
NL0011821392,Citadel Advisors LLC,2026-01-08,Signify N.V.,0.57,current
NL0009739416,"D. E. Shaw & Co., L.P.",2026-01-08,PostNL N.V.,0.9,current
NL0011821392,"PDT Partners, LLC",2026-01-08,Signify N.V.,0.7,current
CY0200751713,"Two Sigma Investments, LP",2026-01-08,Theon International Plc,0.59,current
NL0011821392,Citadel Advisors LLC,2026-01-07,Signify N.V.,0.6,current
NL0009739416,"D. E. Shaw & Co., L.P.",2026-01-07,PostNL N.V.,0.89,current
NL0010801007,"BlackRock Financial Management, Inc.",2026-01-06,IMCD N.V.,1.41,current
NL0011821392,Marshall Wace LLP,2026-01-06,Signify N.V.,1.67,current
CY0200751713,"Two Sigma Investments, LP",2026-01-06,Theon International Plc,0.6,current
NL0010801007,"BlackRock Financial Management, Inc.",2026-01-05,IMCD N.V.,1.39,current
CH1216478797,Ilex Capital Partners (UK) LLP,2026-01-05,DSM-Firmenich AG,1.4,current
CY0200751713,"Two Sigma Investments, LP",2026-01-05,Theon International Plc,0.59,current
NL0009739416,Marshall Wace LLP,2026-01-02,PostNL N.V.,0.78,current
NL0011821392,Marshall Wace LLP,2026-01-02,Signify N.V.,1.78,current
LU2290522684,"Two Sigma Investments, LP",2026-01-02,InPost S.A.,0.54,current
CY0200751713,"Two Sigma Investments, LP",2026-01-02,Theon International Plc,0.6,current
NL0011821392,Citadel Advisors LLC,2025-12-30,Signify N.V.,0.5,current
NL0010801007,"Arrowstreet Capital, Limited Partnership",2025-12-23,IMCD N.V.,0.8,current
NL0010801007,"BlackRock Financial Management, Inc.",2025-12-23,IMCD N.V.,1.4,current
NL0013267909,LMR Partners LLP,2025-12-22,Akzo Nobel N.V.,0.62,current
NL0011821392,Marshall Wace LLP,2025-12-22,Signify N.V.,1.88,current
NL00150003E1,JPMorgan Asset Management (UK) Ltd.,2025-12-18,Fugro N.V.,0.68,current
NL0010801007,"Arrowstreet Capital, Limited Partnership",2025-12-16,IMCD N.V.,0.7,current
CH1216478797,Ilex Capital Partners (UK) LLP,2025-12-15,DSM-Firmenich AG,1.3,current
NL0010801007,"BlackRock Financial Management, Inc.",2025-12-12,IMCD N.V.,1.39,current
NL0000289213,Citadel Advisors LLC,2025-12-12,Wereldhave N.V.,0.59,current
NL0009739416,"D. E. Shaw & Co., L.P.",2025-12-12,PostNL N.V.,0.99,current
NL0013267909,LMR Partners LLP,2025-12-10,Akzo Nobel N.V.,0.51,current
NL0010801007,"BlackRock Financial Management, Inc.",2025-12-09,IMCD N.V.,1.4,current
NL0010801007,"BlackRock Financial Management, Inc.",2025-12-05,IMCD N.V.,1.39,current
NL0011821392,Marshall Wace LLP,2025-12-05,Signify N.V.,1.9,current
NL0011821392,"AQR Capital Management, LLC",2025-12-04,Signify N.V.,0.81,current
NL0011821392,Marshall Wace LLP,2025-12-04,Signify N.V.,1.89,current
NL0010801007,"BlackRock Financial Management, Inc.",2025-12-03,IMCD N.V.,1.4,current
NL0010391025,Lazard Asset Management LLC,2025-12-03,Pharming Group N.V.,0.83,current
NL0011872650,"D. E. Shaw & Co., L.P.",2025-12-01,Basic-Fit N.V.,0.99,current
NL0010801007,"BlackRock Advisors, LLC",2025-11-28,IMCD N.V.,0.9,current
NL0000289213,Citadel Advisors LLC,2025-11-28,Wereldhave N.V.,0.6,current
CH1216478797,Ilex Capital Partners (UK) LLP,2025-11-28,DSM-Firmenich AG,1.2,current
NL0011821392,Marshall Wace LLP,2025-11-27,Signify N.V.,1.71,current
NL0010801007,"BlackRock Advisors, LLC",2025-11-25,IMCD N.V.,0.89,current
NL0011872650,"D. E. Shaw & Co., L.P.",2025-11-24,Basic-Fit N.V.,1.0,current
NL0011821392,Marshall Wace LLP,2025-11-24,Signify N.V.,1.62,current
NL0011821392,Eleva Capital SAS,2025-11-21,Signify N.V.,0.61,current
GB00BP6MXD84,"Elliott Investment Management, L.P",2025-11-21,Shell plc,0.59,current
NL0009739416,Marshall Wace LLP,2025-11-21,PostNL N.V.,0.89,current
NL0011821392,Marshall Wace LLP,2025-11-20,Signify N.V.,1.5,current
NL0011821392,Marshall Wace LLP,2025-11-19,Signify N.V.,1.37,current
NL0011821392,"AQR Capital Management, LLC",2025-11-18,Signify N.V.,0.7,current
NL0010391025,Capstone Volatility Master (Cayman) Limited,2025-11-18,Pharming Group N.V.,1.02,current
NL0011821392,Marshall Wace LLP,2025-11-17,Signify N.V.,1.24,current
NL0009739416,"D. E. Shaw & Co., L.P.",2025-11-13,PostNL N.V.,1.0,current
NL0000289213,Citadel Advisors LLC,2025-11-12,Wereldhave N.V.,0.59,current
CH1216478797,Ilex Capital Partners (UK) LLP,2025-11-12,DSM-Firmenich AG,1.11,current
NL0010801007,"BlackRock Advisors, LLC",2025-11-11,IMCD N.V.,0.99,current
NL0011821392,Marshall Wace LLP,2025-11-11,Signify N.V.,1.11,current
NL0011872650,"D. E. Shaw & Co., L.P.",2025-11-10,Basic-Fit N.V.,0.9,current
NL0011821392,Marshall Wace LLP,2025-11-10,Signify N.V.,1.09,current
NL0010801007,"BlackRock Financial Management, Inc.",2025-11-07,IMCD N.V.,1.3,current
NL0010391025,Capstone Volatility Master (Cayman) Limited,2025-11-06,Pharming Group N.V.,1.14,current
NL0010391025,Lazard Asset Management LLC,2025-11-06,Pharming Group N.V.,0.64,current
NL0000289213,Citadel Advisors LLC,2025-11-05,Wereldhave N.V.,0.62,current
NL0010801007,"BlackRock Advisors, LLC",2025-11-03,IMCD N.V.,1.0,current
NL0011821392,Marshall Wace LLP,2025-11-03,Signify N.V.,1.1,current
NL0010801007,"BlackRock Financial Management, Inc.",2025-10-31,IMCD N.V.,1.26,current
NL0011821392,Marshall Wace LLP,2025-10-28,Signify N.V.,1.0,current
NL0010801007,"BlackRock Financial Management, Inc.",2025-10-24,IMCD N.V.,1.19,current
NL0010391025,Capstone Volatility Master (Cayman) Limited,2025-10-24,Pharming Group N.V.,0.95,current
NL0011821392,"PDT Partners, LLC",2025-10-24,Signify N.V.,0.67,current
NL0010801007,"BlackRock Advisors, LLC",2025-10-23,IMCD N.V.,0.98,current
NL0009739416,Marshall Wace LLP,2025-10-23,PostNL N.V.,0.9,current
NL0011821392,"AQR Capital Management, LLC",2025-10-22,Signify N.V.,0.6,current
CH1216478797,Ilex Capital Partners (UK) LLP,2025-10-22,DSM-Firmenich AG,1.0,current
NL0010391025,Lazard Asset Management LLC,2025-10-21,Pharming Group N.V.,0.58,current
NL0000289213,Citadel Advisors LLC,2025-10-20,Wereldhave N.V.,0.59,current
CH1216478797,Ilex Capital Partners (UK) LLP,2025-10-20,DSM-Firmenich AG,0.94,current
NL0009739416,Marshall Wace LLP,2025-10-16,PostNL N.V.,0.8,current
NL0009739416,"D. E. Shaw & Co., L.P.",2025-10-14,PostNL N.V.,0.9,current
NL0011872650,"D. E. Shaw & Co., L.P.",2025-10-09,Basic-Fit N.V.,0.89,current
NL0011872650,"D. E. Shaw & Co., L.P.",2025-10-08,Basic-Fit N.V.,0.9,current
NL0011821392,Marshall Wace LLP,2025-10-07,Signify N.V.,0.9,current
NL0011872650,"D. E. Shaw & Co., L.P.",2025-10-06,Basic-Fit N.V.,0.89,current
NL0009739416,Marshall Wace LLP,2025-10-06,PostNL N.V.,0.74,current
NL0010801007,"BlackRock Advisors, LLC",2025-10-03,IMCD N.V.,1.06,current
NL0009739416,Marshall Wace LLP,2025-10-03,PostNL N.V.,0.69,current
NL0011872650,"D. E. Shaw & Co., L.P.",2025-10-02,Basic-Fit N.V.,0.9,current
NL0009739416,Marshall Wace LLP,2025-10-02,PostNL N.V.,0.51,current
NL0010391025,Whitebox Advisors LLC,2025-10-01,Pharming Group N.V.,0.6,current
NL0010801007,"BlackRock Advisors, LLC",2025-09-30,IMCD N.V.,1.1,current
NL0010391025,Capstone Volatility Master (Cayman) Limited,2025-09-29,Pharming Group N.V.,1.03,current
NL0010391025,Lazard Asset Management LLC,2025-09-29,Pharming Group N.V.,0.6,current
NL0010391025,Capstone Volatility Master (Cayman) Limited,2025-09-26,Pharming Group N.V.,0.97,current
CH1216478797,Ilex Capital Partners (UK) LLP,2025-09-25,DSM-Firmenich AG,0.84,current
NL0011821392,Marshall Wace LLP,2025-09-25,Signify N.V.,0.8,current
NL0010801007,"Arrowstreet Capital, Limited Partnership",2025-09-24,IMCD N.V.,0.69,current
NL0000289213,Citadel Advisors LLC,2025-09-24,Wereldhave N.V.,0.69,current
NL0011821392,"PDT Partners, LLC",2025-09-24,Signify N.V.,0.7,current
NL0010801007,"BlackRock Financial Management, Inc.",2025-09-23,IMCD N.V.,1.2,current
CH1216478797,Ilex Capital Partners (UK) LLP,2025-09-23,DSM-Firmenich AG,0.93,current
NL0010801007,"BlackRock Advisors, LLC",2025-09-22,IMCD N.V.,1.0,current
NL0013332471,JPMorgan Asset Management (UK) Ltd.,2025-09-19,TomTom N.V.,1.38,current
NL0009739416,"D. E. Shaw & Co., L.P.",2025-09-18,PostNL N.V.,0.81,current
NL0013332471,JPMorgan Asset Management (UK) Ltd.,2025-09-18,TomTom N.V.,1.48,current
CH1216478797,Ilex Capital Partners (UK) LLP,2025-09-17,DSM-Firmenich AG,0.83,current
NL0011821392,Marshall Wace LLP,2025-09-17,Signify N.V.,0.7,current
