position_holder,net_short_position,issuer_name,isin,position_date,source
Marshall Wace LLP,0.52,Koninklijke Philips N.V.,NL0000009538,2022-02-08,archive
"WorldQuant, LLC",0.7,Flow Traders Ltd.,NL0011279492,2022-02-08,archive
Capital Fund Management S.A.,0.91,AMG Critical Materials N.V.,NL0000888691,2022-02-07,archive
Citadel Advisors LLC,0.54,TomTom N.V.,NL0013332471,2022-02-07,archive
Marshall Wace LLP,0.99,Alfen N.V.,NL0012817175,2022-02-07,archive
Marshall Wace LLP,0.51,Lakefront Biotherapeutics NV,BE0003818359,2022-02-07,archive
Marshall Wace LLP,2.0,PostNL N.V.,NL0009739416,2022-02-07,archive
Marshall Wace LLP,0.86,TomTom N.V.,NL0013332471,2022-02-07,archive
Millennium Capital Partners LLP,0.71,PostNL N.V.,NL0009739416,2022-02-07,archive
"Point72 Europe (London), LLP",0.92,BE Semiconductor Industries N.V.,NL0012866412,2022-02-07,archive
"WorldQuant, LLC",1.16,PostNL N.V.,NL0009739416,2022-02-07,archive
"WorldQuant, LLC",0.72,TomTom N.V.,NL0013332471,2022-02-07,archive
Adelphi Capital LLP,1.02,Eurocommercial Properties N.V.,NL0015000K93,2022-02-04,archive
Adelphi Capital LLP,2.25,Wereldhave N.V.,NL0000289213,2022-02-04,archive
Citadel Advisors LLC,0.72,TomTom N.V.,NL0013332471,2022-02-04,archive
Marshall Wace LLP,0.97,TomTom N.V.,NL0013332471,2022-02-04,archive
Millennium Capital Partners LLP,0.99,Aperam S.A.,LU0569974404,2022-02-04,archive
Millennium Capital Partners LLP,0.69,PostNL N.V.,NL0009739416,2022-02-04,archive
"Point72 Europe (London), LLP",0.88,BE Semiconductor Industries N.V.,NL0012866412,2022-02-04,archive
"WorldQuant, LLC",0.59,Fugro N.V.,NL00150003E1,2022-02-04,archive
"WorldQuant, LLC",0.62,TomTom N.V.,NL0013332471,2022-02-04,archive
Adelphi Capital LLP,1.58,Eurocommercial Properties N.V.,NL0015000K93,2022-02-03,archive
Adelphi Capital LLP,2.47,Wereldhave N.V.,NL0000289213,2022-02-03,archive
AllianceBernstein L.P.,0.83,Alfen N.V.,NL0012817175,2022-02-03,archive
Capital Fund Management S.A.,0.86,AMG Critical Materials N.V.,NL0000888691,2022-02-03,archive
Marshall Wace LLP,0.92,ABN AMRO Bank NV,NL0011540547,2022-02-03,archive
Marshall Wace LLP,1.0,Alfen N.V.,NL0012817175,2022-02-03,archive
Marshall Wace LLP,1.9,PostNL N.V.,NL0009739416,2022-02-03,archive
Millennium Capital Partners LLP,0.72,PostNL N.V.,NL0009739416,2022-02-03,archive
Millennium International Management LP,0.52,Aperam S.A.,LU0569974404,2022-02-03,archive
Otus Capital Management Ltd.,0.5,Ebusco Holding N.V.,NL0015000CZ2,2022-02-03,archive
Qube Research & Technologies Ltd.,0.53,Lakefront Biotherapeutics NV,BE0003818359,2022-02-03,archive
"WorldQuant, LLC",0.61,Flow Traders Ltd.,NL0011279492,2022-02-03,archive
"WorldQuant, LLC",1.29,PostNL N.V.,NL0009739416,2022-02-03,archive
Adelphi Capital LLP,1.65,Eurocommercial Properties N.V.,NL0015000K93,2022-02-02,archive
Adelphi Capital LLP,2.65,Wereldhave N.V.,NL0000289213,2022-02-02,archive
AllianceBernstein L.P.,0.78,Alfen N.V.,NL0012817175,2022-02-02,archive
"D. E. Shaw & Co. (London), LLP",0.5,ArcelorMittal S.A.,LU1598757687,2022-02-01,archive
Marshall Wace LLP,0.99,Alfen N.V.,NL0012817175,2022-02-01,archive
Marshall Wace LLP,1.11,TomTom N.V.,NL0013332471,2022-02-01,archive
Millennium Capital Partners LLP,0.67,PostNL N.V.,NL0009739416,2022-02-01,archive
Millennium International Management LP,0.49,PostNL N.V.,NL0009739416,2022-02-01,archive
"Point72 Europe (London), LLP",0.9,BE Semiconductor Industries N.V.,NL0012866412,2022-02-01,archive
Qube Research & Technologies Ltd.,0.45,Lakefront Biotherapeutics NV,BE0003818359,2022-02-01,archive
Adelphi Capital LLP,1.88,Eurocommercial Properties N.V.,NL0015000K93,2022-01-31,archive
Millennium Capital Partners LLP,0.71,PostNL N.V.,NL0009739416,2022-01-31,archive
Qube Research & Technologies Ltd.,0.7,Lakefront Biotherapeutics NV,BE0003818359,2022-01-31,archive
"WorldQuant, LLC",0.58,TomTom N.V.,NL0013332471,2022-01-31,archive
Citadel Advisors LLC,0.53,ASR Nederland N.V.,NL0011872643,2022-01-28,archive
Marshall Wace LLP,0.8,ABN AMRO Bank NV,NL0011540547,2022-01-28,archive
Marshall Wace LLP,1.02,TomTom N.V.,NL0013332471,2022-01-28,archive
Millennium International Management LP,0.5,PostNL N.V.,NL0009739416,2022-01-28,archive
"Point72 Europe (London), LLP",0.83,BE Semiconductor Industries N.V.,NL0012866412,2022-01-28,archive
"WorldQuant, LLC",0.6,Fugro N.V.,NL00150003E1,2022-01-28,archive
"WorldQuant, LLC",1.38,PostNL N.V.,NL0009739416,2022-01-28,archive
Adelphi Capital LLP,1.93,Eurocommercial Properties N.V.,NL0015000K93,2022-01-27,archive
Canada Pension Plan Investment Board,0.44,Lakefront Biotherapeutics NV,BE0003818359,2022-01-27,archive
Kintbury Capital LLP,0.46,Unibail-Rodamco-Westfield SE,FR0013326246,2022-01-27,archive
Pelham Capital Ltd.,0.47,ARCADIS N.V.,NL0006237562,2022-01-27,archive
Qube Research & Technologies Ltd.,0.69,Lakefront Biotherapeutics NV,BE0003818359,2022-01-27,archive
Systematica Investments Limited,0.89,AMG Critical Materials N.V.,NL0000888691,2022-01-27,archive
"WorldQuant, LLC",0.59,Flow Traders Ltd.,NL0011279492,2022-01-27,archive
Citadel Advisors LLC,0.43,AMG Critical Materials N.V.,NL0000888691,2022-01-26,archive
Citadel Advisors LLC,0.43,PostNL N.V.,NL0009739416,2022-01-26,archive
Highbridge Capital Management LLC,0.7,CM.com N.V.,NL0012747059,2022-01-26,archive
Kintbury Capital LLP,0.52,Unibail-Rodamco-Westfield SE,FR0013326246,2022-01-26,archive
Millennium Capital Partners LLP,1.01,Aperam S.A.,LU0569974404,2022-01-26,archive
Millennium International Management LP,0.29,Wereldhave N.V.,NL0000289213,2022-01-26,archive
Odey Asset Management LLP,0.66,Alfen N.V.,NL0012817175,2022-01-26,archive
Qube Research & Technologies Ltd.,0.49,AMG Critical Materials N.V.,NL0000888691,2022-01-26,archive
"WorldQuant, LLC",0.59,Fugro N.V.,NL00150003E1,2022-01-26,archive
AllianceBernstein L.P.,0.6,Alfen N.V.,NL0012817175,2022-01-25,archive
Highbridge Capital Management LLC,0.59,CM.com N.V.,NL0012747059,2022-01-25,archive
Kuvari Partners LLP,0.47,PostNL N.V.,NL0009739416,2022-01-25,archive
Marshall Wace LLP,1.88,PostNL N.V.,NL0009739416,2022-01-25,archive
Millennium Capital Partners LLP,0.99,Aperam S.A.,LU0569974404,2022-01-25,archive
Millennium Capital Partners LLP,0.68,PostNL N.V.,NL0009739416,2022-01-25,archive
Odey Asset Management LLP,0.55,Alfen N.V.,NL0012817175,2022-01-25,archive
Qube Research & Technologies Ltd.,0.77,Lakefront Biotherapeutics NV,BE0003818359,2022-01-25,archive
Systematica Investments Limited,0.93,AMG Critical Materials N.V.,NL0000888691,2022-01-25,archive
AllianceBernstein L.P.,0.5,Alfen N.V.,NL0012817175,2022-01-24,archive
Citadel Advisors LLC,0.51,AMG Critical Materials N.V.,NL0000888691,2022-01-24,archive
Citadel Advisors LLC,0.52,TomTom N.V.,NL0013332471,2022-01-24,archive
"Connor, Clark & Lunn Investment Management Ltd.",0.58,AMG Critical Materials N.V.,NL0000888691,2022-01-24,archive
Kintbury Capital LLP,0.61,Unibail-Rodamco-Westfield SE,FR0013326246,2022-01-24,archive
Marshall Wace LLP,0.71,ABN AMRO Bank NV,NL0011540547,2022-01-24,archive
Marshall Wace LLP,1.04,Alfen N.V.,NL0012817175,2022-01-24,archive
Millennium International Management LP,0.47,Aperam S.A.,LU0569974404,2022-01-24,archive
Qube Research & Technologies Ltd.,0.58,AMG Critical Materials N.V.,NL0000888691,2022-01-24,archive
"WorldQuant, LLC",1.57,PostNL N.V.,NL0009739416,2022-01-24,archive
Capital Fund Management S.A.,0.72,AMG Critical Materials N.V.,NL0000888691,2022-01-21,archive
Citadel Advisors LLC,0.49,AMG Critical Materials N.V.,NL0000888691,2022-01-21,archive
Citadel Advisors LLC,0.5,PostNL N.V.,NL0009739416,2022-01-21,archive
Kintbury Capital LLP,0.58,Unibail-Rodamco-Westfield SE,FR0013326246,2022-01-21,archive
Marshall Wace LLP,0.99,Alfen N.V.,NL0012817175,2022-01-21,archive
Marshall Wace LLP,1.92,PostNL N.V.,NL0009739416,2022-01-21,archive
Qube Research & Technologies Ltd.,0.66,AMG Critical Materials N.V.,NL0000888691,2022-01-21,archive
"WorldQuant, LLC",0.6,Fugro N.V.,NL00150003E1,2022-01-21,archive
"WorldQuant, LLC",1.44,PostNL N.V.,NL0009739416,2022-01-21,archive
Marshall Wace LLP,0.49,Unibail-Rodamco-Westfield SE,FR0013326246,2022-01-20,archive
Millennium Capital Partners LLP,1.08,Aperam S.A.,LU0569974404,2022-01-20,archive
Citadel Advisors LLC,0.52,AMG Critical Materials N.V.,NL0000888691,2022-01-19,archive
Citadel Advisors LLC,0.49,Pharming Group N.V.,NL0010391025,2022-01-19,archive
Marshall Wace LLP,0.82,Alfen N.V.,NL0012817175,2022-01-19,archive
Qube Research & Technologies Ltd.,0.79,AMG Critical Materials N.V.,NL0000888691,2022-01-19,archive
Citadel Advisors LLC,0.46,AMG Critical Materials N.V.,NL0000888691,2022-01-18,archive
Lone Pine Capital LLC,0.41,BE Semiconductor Industries N.V.,NL0012866412,2022-01-18,archive
Marshall Wace LLP,0.75,Alfen N.V.,NL0012817175,2022-01-18,archive
"WorldQuant, LLC",1.35,PostNL N.V.,NL0009739416,2022-01-18,archive
Marshall Wace LLP,0.88,Alfen N.V.,NL0012817175,2022-01-17,archive
Systematica Investments Limited,1.09,AMG Critical Materials N.V.,NL0000888691,2022-01-17,archive
"WorldQuant, LLC",1.27,PostNL N.V.,NL0009739416,2022-01-17,archive
Marshall Wace LLP,0.92,Alfen N.V.,NL0012817175,2022-01-14,archive
Marshall Wace LLP,1.87,PostNL N.V.,NL0009739416,2022-01-14,archive
Qube Research & Technologies Ltd.,0.89,Lakefront Biotherapeutics NV,BE0003818359,2022-01-14,archive
"WorldQuant, LLC",0.57,Fugro N.V.,NL00150003E1,2022-01-14,archive
"WorldQuant, LLC",1.09,PostNL N.V.,NL0009739416,2022-01-14,archive
"WorldQuant, LLC",0.69,TomTom N.V.,NL0013332471,2022-01-14,archive
Citadel Advisors LLC,0.54,AMG Critical Materials N.V.,NL0000888691,2022-01-13,archive
Lone Pine Capital LLC,0.57,BE Semiconductor Industries N.V.,NL0012866412,2022-01-13,archive
Marshall Wace LLP,1.91,PostNL N.V.,NL0009739416,2022-01-13,archive
Millennium Capital Partners LLP,1.19,Aperam S.A.,LU0569974404,2022-01-13,archive
Millennium Capital Partners LLP,0.55,PostNL N.V.,NL0009739416,2022-01-13,archive
Qube Research & Technologies Ltd.,0.84,AMG Critical Materials N.V.,NL0000888691,2022-01-13,archive
"WorldQuant, LLC",0.93,PostNL N.V.,NL0009739416,2022-01-13,archive
"AQR Capital Management, LLC",0.5,IMCD N.V.,NL0010801007,2022-01-12,archive
Citadel Advisors Europe Limited,1.23,Basic-Fit N.V.,NL0011872650,2022-01-12,archive
Marshall Wace LLP,0.69,Alfen N.V.,NL0012817175,2022-01-12,archive
Marshall Wace LLP,2.06,PostNL N.V.,NL0009739416,2022-01-12,archive
Millennium Capital Partners LLP,1.2,Aperam S.A.,LU0569974404,2022-01-12,archive
Pictet Asset Management Limited,1.25,Pharming Group N.V.,NL0010391025,2022-01-12,archive
"WorldQuant, LLC",0.67,Fugro N.V.,NL00150003E1,2022-01-12,archive
Capital Fund Management S.A.,0.65,AMG Critical Materials N.V.,NL0000888691,2022-01-11,archive
Citadel Advisors Europe Limited,1.17,Basic-Fit N.V.,NL0011872650,2022-01-11,archive
Systematica Investments Limited,1.18,AMG Critical Materials N.V.,NL0000888691,2022-01-11,archive
Voleon Capital Management LP,0.48,Alfen N.V.,NL0012817175,2022-01-11,archive
"WorldQuant, LLC",0.71,TomTom N.V.,NL0013332471,2022-01-11,archive
Citadel Advisors Europe Limited,1.21,Basic-Fit N.V.,NL0011872650,2022-01-10,archive
Citadel Advisors LLC,0.64,AMG Critical Materials N.V.,NL0000888691,2022-01-10,archive
"D. E. Shaw & Co. (London), LLP",0.39,Basic-Fit N.V.,NL0011872650,2022-01-10,archive
Marshall Wace LLP,2.19,PostNL N.V.,NL0009739416,2022-01-10,archive
Qube Research & Technologies Ltd.,0.79,AMG Critical Materials N.V.,NL0000888691,2022-01-10,archive
"WorldQuant, LLC",0.8,PostNL N.V.,NL0009739416,2022-01-10,archive
Citadel Advisors LLC,0.48,Koninklijke BAM Groep N.V.,NL0000337319,2022-01-07,archive
Citadel Advisors LLC,0.53,Pharming Group N.V.,NL0010391025,2022-01-07,archive
Lansdowne Partners (UK) LLP,0.49,ARCADIS N.V.,NL0006237562,2022-01-07,archive
Marshall Wace LLP,0.63,ABN AMRO Bank NV,NL0011540547,2022-01-07,archive
Marshall Wace LLP,2.26,PostNL N.V.,NL0009739416,2022-01-07,archive
Millennium Capital Partners LLP,1.1,Aperam S.A.,LU0569974404,2022-01-07,archive
Qube Research & Technologies Ltd.,0.85,AMG Critical Materials N.V.,NL0000888691,2022-01-07,archive
Citadel Advisors LLC,0.56,AMG Critical Materials N.V.,NL0000888691,2022-01-06,archive
Marshall Wace LLP,0.7,Alfen N.V.,NL0012817175,2022-01-06,archive
Qube Research & Technologies Ltd.,0.98,Lakefront Biotherapeutics NV,BE0003818359,2022-01-06,archive
Capital Fund Management S.A.,0.56,AMG Critical Materials N.V.,NL0000888691,2022-01-05,archive
Citadel Advisors Europe Limited,1.08,Basic-Fit N.V.,NL0011872650,2022-01-05,archive
Citadel Advisors LLC,0.48,AMG Critical Materials N.V.,NL0000888691,2022-01-05,archive
Citadel Advisors LLC,0.47,TomTom N.V.,NL0013332471,2022-01-05,archive
Kuvari Partners LLP,0.66,PostNL N.V.,NL0009739416,2022-01-05,archive
Lone Pine Capital LLC,0.66,BE Semiconductor Industries N.V.,NL0012866412,2022-01-05,archive
Marshall Wace LLP,0.54,ABN AMRO Bank NV,NL0011540547,2022-01-05,archive
Marshall Wace LLP,2.35,PostNL N.V.,NL0009739416,2022-01-05,archive
Qube Research & Technologies Ltd.,1.0,Lakefront Biotherapeutics NV,BE0003818359,2022-01-05,archive
Voleon Capital Management LP,0.5,Alfen N.V.,NL0012817175,2022-01-05,archive
Kintbury Capital LLP,0.68,Unibail-Rodamco-Westfield SE,FR0013326246,2022-01-04,archive
Lone Pine Capital LLC,0.76,BE Semiconductor Industries N.V.,NL0012866412,2022-01-04,archive
Millennium Capital Partners LLP,0.61,PostNL N.V.,NL0009739416,2022-01-04,archive
Qube Research & Technologies Ltd.,0.92,AMG Critical Materials N.V.,NL0000888691,2022-01-04,archive
Qube Research & Technologies Ltd.,0.99,Lakefront Biotherapeutics NV,BE0003818359,2022-01-04,archive
Voleon Capital Management LP,0.49,Alfen N.V.,NL0012817175,2022-01-04,archive
"WorldQuant, LLC",0.78,Fugro N.V.,NL00150003E1,2022-01-04,archive
"WorldQuant, LLC",0.63,TomTom N.V.,NL0013332471,2022-01-04,archive
Citadel Advisors Europe Limited,0.98,Basic-Fit N.V.,NL0011872650,2022-01-03,archive
Citadel Europe LLP,0.0,Basic-Fit N.V.,NL0011872650,2022-01-03,archive
HRTEU Limited,0.47,TomTom N.V.,NL0013332471,2022-01-03,archive
Lone Pine Capital LLC,0.87,BE Semiconductor Industries N.V.,NL0012866412,2022-01-03,archive
Marshall Wace LLP,2.46,PostNL N.V.,NL0009739416,2022-01-03,archive
Millennium Capital Partners LLP,0.59,PostNL N.V.,NL0009739416,2022-01-03,archive
Qube Research & Technologies Ltd.,0.82,AMG Critical Materials N.V.,NL0000888691,2022-01-03,archive
"WorldQuant, LLC",0.75,PostNL N.V.,NL0009739416,2022-01-03,archive
"Connor, Clark & Lunn Investment Management Ltd.",0.68,AMG Critical Materials N.V.,NL0000888691,2021-12-31,archive
Lone Pine Capital LLC,0.97,BE Semiconductor Industries N.V.,NL0012866412,2021-12-31,archive
Millennium Capital Partners LLP,0.6,PostNL N.V.,NL0009739416,2021-12-31,archive
"AQR Capital Management, LLC",0.49,Lakefront Biotherapeutics NV,BE0003818359,2021-12-30,archive
Citadel Advisors LLC,0.58,AMG Critical Materials N.V.,NL0000888691,2021-12-30,archive
Qube Research & Technologies Ltd.,0.72,AMG Critical Materials N.V.,NL0000888691,2021-12-30,archive
"WorldQuant, LLC",0.81,Fugro N.V.,NL00150003E1,2021-12-30,archive
"WorldQuant, LLC",0.62,PostNL N.V.,NL0009739416,2021-12-29,archive
Millennium International Management LP,0.5,Wereldhave N.V.,NL0000289213,2021-12-28,archive
Marshall Wace LLP,0.69,Alfen N.V.,NL0012817175,2021-12-27,archive
Marshall Wace LLP,2.59,PostNL N.V.,NL0009739416,2021-12-27,archive
Qube Research & Technologies Ltd.,1.09,Lakefront Biotherapeutics NV,BE0003818359,2021-12-27,archive
Citadel Advisors LLC,0.51,TomTom N.V.,NL0013332471,2021-12-23,archive
Marshall Wace LLP,0.9,TomTom N.V.,NL0013332471,2021-12-23,archive
"PDT Partners, LLC",0.49,AMG Critical Materials N.V.,NL0000888691,2021-12-23,archive
"WorldQuant, LLC",0.51,PostNL N.V.,NL0009739416,2021-12-23,archive
Marshall Wace LLP,2.61,PostNL N.V.,NL0009739416,2021-12-22,archive
Qube Research & Technologies Ltd.,0.61,AMG Critical Materials N.V.,NL0000888691,2021-12-22,archive
Toscafund Asset Management LLP,1.03,Wereldhave N.V.,NL0000289213,2021-12-22,archive
"WorldQuant, LLC",0.58,TomTom N.V.,NL0013332471,2021-12-22,archive
B&G Master Fund Plc,0.31,ArcelorMittal S.A.,LU1598757687,2021-12-21,archive
Citadel Advisors LLC,0.52,Koninklijke BAM Groep N.V.,NL0000337319,2021-12-21,archive
Millennium Capital Partners LLP,0.52,PostNL N.V.,NL0009739416,2021-12-21,archive
"WorldQuant, LLC",0.6,TomTom N.V.,NL0013332471,2021-12-21,archive
B&G Master Fund Plc,0.62,ArcelorMittal S.A.,LU1598757687,2021-12-20,archive
Citadel Advisors LLC,0.62,AMG Critical Materials N.V.,NL0000888691,2021-12-20,archive
Marshall Wace LLP,2.57,PostNL N.V.,NL0009739416,2021-12-20,archive
Millennium Capital Partners LLP,1.01,Aperam S.A.,LU0569974404,2021-12-20,archive
Qube Research & Technologies Ltd.,1.14,Lakefront Biotherapeutics NV,BE0003818359,2021-12-20,archive
Voleon Capital Management LP,0.51,Alfen N.V.,NL0012817175,2021-12-20,archive
AHL Partners LLP,0.78,Lakefront Biotherapeutics NV,BE0003818359,2021-12-17,archive
B&G Master Fund Plc,0.94,ArcelorMittal S.A.,LU1598757687,2021-12-17,archive
Citadel Europe LLP,0.92,Basic-Fit N.V.,NL0011872650,2021-12-17,archive
"D. E. Shaw & Co., L.P.",0.5,Alfen N.V.,NL0012817175,2021-12-17,archive
Highbridge Capital Management LLC,0.46,Basic-Fit N.V.,NL0011872650,2021-12-17,archive
HRTEU Limited,0.5,TomTom N.V.,NL0013332471,2021-12-17,archive
Marshall Wace LLP,2.61,PostNL N.V.,NL0009739416,2021-12-17,archive
Millennium International Management LP,0.0,Unibail-Rodamco-Westfield SE,FR0013326246,2021-12-17,archive
"WorldQuant, LLC",0.7,Fugro N.V.,NL00150003E1,2021-12-17,archive
"WorldQuant, LLC",0.58,TomTom N.V.,NL0013332471,2021-12-17,archive
B&G Master Fund Plc,1.25,ArcelorMittal S.A.,LU1598757687,2021-12-16,archive
Citadel Europe LLP,0.83,Basic-Fit N.V.,NL0011872650,2021-12-16,archive
Kuvari Partners LLP,0.59,PostNL N.V.,NL0009739416,2021-12-16,archive
Marshall Wace LLP,0.81,TomTom N.V.,NL0013332471,2021-12-16,archive
Millennium Capital Partners LLP,0.48,PostNL N.V.,NL0009739416,2021-12-16,archive
Millennium International Management LP,0.55,Unibail-Rodamco-Westfield SE,FR0013326246,2021-12-16,archive
Qube Research & Technologies Ltd.,0.88,Lakefront Biotherapeutics NV,BE0003818359,2021-12-16,archive
"WorldQuant, LLC",0.6,Flow Traders Ltd.,NL0011279492,2021-12-16,archive
"Arrowstreet Capital, Limited Partnership",1.0,Alfen N.V.,NL0012817175,2021-12-15,archive
B&G Master Fund Plc,1.56,ArcelorMittal S.A.,LU1598757687,2021-12-15,archive
Citadel Europe LLP,0.78,Basic-Fit N.V.,NL0011872650,2021-12-15,archive
Kintbury Capital LLP,0.71,Unibail-Rodamco-Westfield SE,FR0013326246,2021-12-15,archive
Marshall Wace LLP,0.99,SBM Offshore N.V.,NL0000360618,2021-12-15,archive
Millennium Capital Partners LLP,0.9,Aperam S.A.,LU0569974404,2021-12-15,archive
Millennium International Management LP,0.51,Aperam S.A.,LU0569974404,2021-12-15,archive
B&G Master Fund Plc,1.87,ArcelorMittal S.A.,LU1598757687,2021-12-14,archive
Citadel Advisors LLC,0.5,AMG Critical Materials N.V.,NL0000888691,2021-12-14,archive
Citadel Europe LLP,0.84,Basic-Fit N.V.,NL0011872650,2021-12-14,archive
"D. E. Shaw & Co., L.P.",0.49,Alfen N.V.,NL0012817175,2021-12-14,archive
Marshall Wace LLP,0.79,TomTom N.V.,NL0013332471,2021-12-14,archive
Qube Research & Technologies Ltd.,0.52,AMG Critical Materials N.V.,NL0000888691,2021-12-14,archive
Qube Research & Technologies Ltd.,0.93,Lakefront Biotherapeutics NV,BE0003818359,2021-12-14,archive
"D. E. Shaw & Co., L.P.",0.5,Alfen N.V.,NL0012817175,2021-12-13,archive
Marshall Wace LLP,2.5,PostNL N.V.,NL0009739416,2021-12-13,archive
Millennium Capital Partners LLP,0.81,Aperam S.A.,LU0569974404,2021-12-13,archive
"WorldQuant, LLC",0.47,AMG Critical Materials N.V.,NL0000888691,2021-12-13,archive
"WorldQuant, LLC",0.51,Flow Traders Ltd.,NL0011279492,2021-12-13,archive
"WorldQuant, LLC",0.46,TomTom N.V.,NL0013332471,2021-12-13,archive
Citadel Advisors LLC,0.45,AMG Critical Materials N.V.,NL0000888691,2021-12-10,archive
Citadel Europe LLP,0.77,Basic-Fit N.V.,NL0011872650,2021-12-10,archive
"WorldQuant, LLC",0.59,AMG Critical Materials N.V.,NL0000888691,2021-12-10,archive
"WorldQuant, LLC",0.49,PostNL N.V.,NL0009739416,2021-12-10,archive
"WorldQuant, LLC",0.5,TomTom N.V.,NL0013332471,2021-12-10,archive
Citadel Europe LLP,0.81,Basic-Fit N.V.,NL0011872650,2021-12-09,archive
Kintbury Capital LLP,0.61,Unibail-Rodamco-Westfield SE,FR0013326246,2021-12-09,archive
Citadel Advisors LLC,0.5,AMG Critical Materials N.V.,NL0000888691,2021-12-08,archive
