position_date,isin,issuer_name,position_holder,net_short_position,source
2022-07-07,NL00150003E1,Fugro N.V.,Citadel Advisors Europe Limited,1.01,archive
2022-07-07,NL0000009538,Koninklijke Philips N.V.,Citadel Advisors LLC,1.08,archive
2022-07-07,LU1598757687,ArcelorMittal S.A.,Marshall Wace LLP,0.5,archive
2022-07-07,NL0009739416,PostNL N.V.,Marshall Wace LLP,1.72,archive
2022-07-07,NL0013332471,TomTom N.V.,Qube Research & Technologies Ltd.,0.5,archive
2022-07-07,NL0009269109,Koninklijke Heijmans N.V.,SIH Partners LLLP,0.45,archive
2022-07-07,NL0009739416,PostNL N.V.,Voleon Capital Management LP,0.55,archive
2022-07-06,NL0011821202,ING Groep N.V.,"Bridgewater Associates, LP",0.7,archive
2022-07-06,NL0012817175,Alfen N.V.,Marshall Wace LLP,0.61,archive
2022-07-06,NL0011794037,Koninklijke Ahold Delhaize N.V.,Marshall Wace LLP,0.99,archive
2022-07-06,FR0013326246,Unibail-Rodamco-Westfield SE,Marshall Wace LLP,0.91,archive
2022-07-06,NL0013332471,TomTom N.V.,Qube Research & Technologies Ltd.,0.49,archive
2022-07-05,NL00150003E1,Fugro N.V.,Citadel Advisors Europe Limited,0.93,archive
2022-07-05,NL00150003E1,Fugro N.V.,Citadel Advisors LLC,0.61,archive
2022-07-05,NL0011794037,Koninklijke Ahold Delhaize N.V.,Marshall Wace LLP,1.0,archive
2022-07-05,NL0000009538,Koninklijke Philips N.V.,Marshall Wace LLP,1.12,archive
2022-07-05,NL0009269109,Koninklijke Heijmans N.V.,SIH Partners LLLP,0.56,archive
2022-07-04,NL0011794037,Koninklijke Ahold Delhaize N.V.,Marshall Wace LLP,0.99,archive
2022-07-04,FR0013326246,Unibail-Rodamco-Westfield SE,Marshall Wace LLP,0.88,archive
2022-07-04,NL0009269109,Koninklijke Heijmans N.V.,SIH Partners LLLP,0.47,archive
2022-07-04,NL0000888691,AMG Critical Materials N.V.,Systematica Investments Limited,0.91,archive
2022-07-01,LU0569974404,Aperam S.A.,BlackRock Investment Management (UK) Limited,0.63,archive
2022-07-01,NL0011872650,Basic-Fit N.V.,CapeView Capital LLP,0.82,archive
2022-07-01,NL00150003E1,Fugro N.V.,Citadel Advisors Europe Limited,0.81,archive
2022-07-01,NL0011794037,Koninklijke Ahold Delhaize N.V.,Marshall Wace LLP,1.0,archive
2022-07-01,NL0009269109,Koninklijke Heijmans N.V.,SIH Partners LLLP,0.51,archive
2022-07-01,NL0009739416,PostNL N.V.,TT International Asset Management Limited,0.55,archive
2022-07-01,NL0012866412,BE Semiconductor Industries N.V.,"WorldQuant, LLC",0.6,archive
2022-06-30,NL00150003E1,Fugro N.V.,Citadel Advisors LLC,0.51,archive
2022-06-30,NL0011540547,ABN AMRO Bank NV,Marshall Wace LLP,0.59,archive
2022-06-30,NL0009739416,PostNL N.V.,Marshall Wace LLP,1.88,archive
2022-06-30,LU2290522684,InPost S.A.,Qube Research & Technologies Ltd.,0.49,archive
2022-06-30,NL0011821392,Signify N.V.,Sandbar Assets Management LLP,0.68,archive
2022-06-29,NL0012817175,Alfen N.V.,"Arrowstreet Capital, Limited Partnership",0.69,archive
2022-06-29,NL00150003E1,Fugro N.V.,Citadel Advisors Europe Limited,0.7,archive
2022-06-29,NL0012866412,BE Semiconductor Industries N.V.,"WorldQuant, LLC",0.56,archive
2022-06-28,NL0009432491,Koninklijke Vopak N.V.,JPMorgan Asset Management (UK) Ltd.,0.5,archive
2022-06-28,NL0000009538,Koninklijke Philips N.V.,Marshall Wace LLP,1.08,archive
2022-06-27,NL0011821392,Signify N.V.,AKO Capital LLP,1.2,archive
2022-06-27,NL0011872650,Basic-Fit N.V.,Citadel Advisors Europe Limited,1.29,archive
2022-06-27,NL00150003E1,Fugro N.V.,Citadel Advisors Europe Limited,0.62,archive
2022-06-27,NL0012817175,Alfen N.V.,Marshall Wace LLP,0.59,archive
2022-06-27,FR0013326246,Unibail-Rodamco-Westfield SE,Marshall Wace LLP,0.97,archive
2022-06-27,NL0011821392,Signify N.V.,Sandbar Assets Management LLP,0.86,archive
2022-06-27,NL0012866412,BE Semiconductor Industries N.V.,"WorldQuant, LLC",0.65,archive
2022-06-24,NL0012747059,CM.com N.V.,Citadel Advisors LLC,0.46,archive
2022-06-24,NL0000337319,Koninklijke BAM Groep N.V.,Citadel Advisors LLC,0.49,archive
2022-06-24,NL0009739416,PostNL N.V.,Marshall Wace LLP,1.99,archive
2022-06-24,NL0009269109,Koninklijke Heijmans N.V.,SIH Partners LLLP,0.48,archive
2022-06-23,NL0011821392,Signify N.V.,AKO Capital LLP,1.16,archive
2022-06-23,NL0010801007,IMCD N.V.,"AQR Capital Management, LLC",0.6,archive
2022-06-23,BE0003818359,Lakefront Biotherapeutics NV,"AQR Capital Management, LLC",0.5,archive
2022-06-23,NL0012817175,Alfen N.V.,"Arrowstreet Capital, Limited Partnership",0.78,archive
2022-06-23,NL0012747059,CM.com N.V.,"Arrowstreet Capital, Limited Partnership",0.47,archive
2022-06-23,LU0569974404,Aperam S.A.,BlackRock Investment Management (UK) Limited,0.5,archive
2022-06-23,NL00150003E1,Fugro N.V.,Citadel Advisors Europe Limited,0.52,archive
2022-06-23,NL0011821392,Signify N.V.,Sandbar Assets Management LLP,0.93,archive
2022-06-23,NL0009269109,Koninklijke Heijmans N.V.,SIH Partners LLLP,0.53,archive
2022-06-22,NL0009739416,PostNL N.V.,TT International Asset Management Limited,0.6,archive
2022-06-21,NL0012969182,Adyen N.V.,"Bridgewater Associates, LP",0.61,archive
2022-06-21,NL0000337319,Koninklijke BAM Groep N.V.,Citadel Advisors LLC,0.5,archive
2022-06-21,FR0013326246,Unibail-Rodamco-Westfield SE,Kintbury Capital LLP,0.73,archive
2022-06-21,NL0011540547,ABN AMRO Bank NV,Marshall Wace LLP,0.68,archive
2022-06-21,NL0009739416,PostNL N.V.,Marshall Wace LLP,2.08,archive
2022-06-20,NL0012747059,CM.com N.V.,JPMorgan Asset Management (UK) Ltd.,0.0,archive
2022-06-20,FR0013326246,Unibail-Rodamco-Westfield SE,Marshall Wace LLP,1.09,archive
2022-06-20,NL0000888691,AMG Critical Materials N.V.,Systematica Investments Limited,0.8,archive
2022-06-20,NL0012866412,BE Semiconductor Industries N.V.,"WorldQuant, LLC",0.79,archive
2022-06-17,NL0010273215,ASML Holding N.V.,"Bridgewater Associates, LP",0.63,archive
2022-06-17,NL0011821202,ING Groep N.V.,"Bridgewater Associates, LP",0.62,archive
2022-06-17,NL0011540547,ABN AMRO Bank NV,Marshall Wace LLP,0.78,archive
2022-06-17,NL0000009538,Koninklijke Philips N.V.,Marshall Wace LLP,1.1,archive
2022-06-17,FR0013326246,Unibail-Rodamco-Westfield SE,Marshall Wace LLP,1.11,archive
2022-06-17,NL0000888691,AMG Critical Materials N.V.,Millennium International Management LP,0.11,archive
2022-06-17,NL0009739416,PostNL N.V.,"PDT Partners, LLC",0.49,archive
2022-06-17,NL0009739416,PostNL N.V.,Qube Research & Technologies Ltd.,0.48,archive
2022-06-17,NL0012866412,BE Semiconductor Industries N.V.,"WorldQuant, LLC",0.8,archive
2022-06-16,NL0000009538,Koninklijke Philips N.V.,Citadel Advisors LLC,1.11,archive
2022-06-16,NL0012866412,BE Semiconductor Industries N.V.,"Davidson Kempner European Partners, LLP",0.49,archive
2022-06-16,NL0012866412,BE Semiconductor Industries N.V.,LMR Partners LLP,0.48,archive
2022-06-16,NL0000009538,Koninklijke Philips N.V.,Marshall Wace LLP,1.08,archive
2022-06-16,NL0009739416,PostNL N.V.,Marshall Wace LLP,2.19,archive
2022-06-16,NL0000888691,AMG Critical Materials N.V.,Millennium International Management LP,0.51,archive
2022-06-16,NL0009739416,PostNL N.V.,Squarepoint Ops LLC,0.48,archive
2022-06-16,NL0012866412,BE Semiconductor Industries N.V.,"WorldQuant, LLC",0.79,archive
2022-06-15,NL0011872650,Basic-Fit N.V.,CapeView Capital LLP,0.71,archive
2022-06-15,NL0013332471,TomTom N.V.,Citadel Advisors LLC,0.48,archive
2022-06-14,NL0012969182,Adyen N.V.,"Bridgewater Associates, LP",0.5,archive
2022-06-14,NL0011872650,Basic-Fit N.V.,CapeView Capital LLP,0.84,archive
2022-06-14,NL0011872650,Basic-Fit N.V.,Citadel Advisors Europe Limited,1.35,archive
2022-06-14,NL0009432491,Koninklijke Vopak N.V.,Citadel Advisors LLC,0.49,archive
2022-06-14,FR0013326246,Unibail-Rodamco-Westfield SE,Marshall Wace LLP,1.06,archive
2022-06-14,NL0009739416,PostNL N.V.,Voleon Capital Management LP,0.68,archive
2022-06-14,NL0012866412,BE Semiconductor Industries N.V.,"WorldQuant, LLC",0.8,archive
2022-06-13,NL0012817175,Alfen N.V.,AHL Partners LLP,0.5,archive
2022-06-13,NL0010273215,ASML Holding N.V.,"Bridgewater Associates, LP",0.52,archive
2022-06-13,NL0011821202,ING Groep N.V.,"Bridgewater Associates, LP",0.5,archive
2022-06-13,NL0011872650,Basic-Fit N.V.,CapeView Capital LLP,0.78,archive
2022-06-13,NL0000888691,AMG Critical Materials N.V.,Capital Fund Management S.A.,0.47,archive
2022-06-13,NL0011872650,Basic-Fit N.V.,Citadel Advisors Europe Limited,1.17,archive
2022-06-13,NL0000009538,Koninklijke Philips N.V.,Citadel Advisors LLC,1.0,archive
2022-06-13,NL0009432491,Koninklijke Vopak N.V.,Citadel Advisors LLC,0.5,archive
2022-06-13,NL0013332471,TomTom N.V.,Citadel Advisors LLC,0.5,archive
2022-06-13,NL0012817175,Alfen N.V.,Marshall Wace LLP,0.62,archive
2022-06-13,NL0011821392,Signify N.V.,Sandbar Assets Management LLP,1.24,archive
2022-06-13,NL0009739416,PostNL N.V.,Squarepoint Ops LLC,0.55,archive
2022-06-13,NL0009739416,PostNL N.V.,"WorldQuant, LLC",0.46,archive
2022-06-10,NL0009739416,PostNL N.V.,Capital Fund Management S.A.,1.01,archive
2022-06-10,NL0012747059,CM.com N.V.,Citadel Advisors LLC,0.51,archive
2022-06-10,NL0000009538,Koninklijke Philips N.V.,Citadel Advisors LLC,0.99,archive
2022-06-10,NL0012866412,BE Semiconductor Industries N.V.,LMR Partners LLP,0.54,archive
2022-06-10,NL0011540547,ABN AMRO Bank NV,Marshall Wace LLP,0.85,archive
2022-06-10,NL0012866412,BE Semiconductor Industries N.V.,"WorldQuant, LLC",0.7,archive
2022-06-09,NL0009739416,PostNL N.V.,Voleon Capital Management LP,0.76,archive
2022-06-09,NL0012866412,BE Semiconductor Industries N.V.,"WorldQuant, LLC",0.61,archive
2022-06-09,NL0009739416,PostNL N.V.,"WorldQuant, LLC",0.56,archive
2022-06-08,NL0012817175,Alfen N.V.,"Arrowstreet Capital, Limited Partnership",0.89,archive
2022-06-08,NL0009739416,PostNL N.V.,Citadel Advisors LLC,0.49,archive
2022-06-08,NL0013332471,TomTom N.V.,Citadel Advisors LLC,0.48,archive
2022-06-08,NL0013332471,TomTom N.V.,JPMorgan Asset Management (UK) Ltd.,1.3,archive
2022-06-08,NL0009739416,PostNL N.V.,Marshall Wace LLP,2.2,archive
2022-06-08,NL0013332471,TomTom N.V.,Qube Research & Technologies Ltd.,0.58,archive
2022-06-08,NL0009739416,PostNL N.V.,Squarepoint Ops LLC,0.69,archive
2022-06-08,NL0009739416,PostNL N.V.,"WorldQuant, LLC",0.68,archive
2022-06-07,NL0013332471,TomTom N.V.,Citadel Advisors LLC,0.5,archive
2022-06-07,NL0012817175,Alfen N.V.,Marshall Wace LLP,0.51,archive
2022-06-07,NL0009739416,PostNL N.V.,Voleon Capital Management LP,0.88,archive
2022-06-06,NL0000009538,Koninklijke Philips N.V.,Citadel Advisors LLC,1.01,archive
2022-06-06,NL0013332471,TomTom N.V.,Citadel Advisors LLC,0.49,archive
2022-06-06,NL0012866412,BE Semiconductor Industries N.V.,LMR Partners LLP,0.47,archive
2022-06-06,NL0013332471,TomTom N.V.,Qube Research & Technologies Ltd.,0.62,archive
2022-06-03,LU0569974404,Aperam S.A.,BlackRock Investment Management (UK) Limited,0.43,archive
2022-06-03,NL0000888691,AMG Critical Materials N.V.,Capital Fund Management S.A.,0.53,archive
2022-06-03,NL0013332471,TomTom N.V.,JPMorgan Asset Management (UK) Ltd.,1.22,archive
2022-06-03,NL0009739416,PostNL N.V.,TT International Asset Management Limited,0.5,archive
2022-06-03,NL0000337319,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",0.45,archive
2022-06-02,NL0011821392,Signify N.V.,AKO Capital LLP,0.97,archive
2022-06-02,NL0011872650,Basic-Fit N.V.,CapeView Capital LLP,0.69,archive
2022-06-02,NL0009739416,PostNL N.V.,Voleon Capital Management LP,0.98,archive
2022-06-01,NL0011821392,Signify N.V.,AKO Capital LLP,0.8,archive
2022-06-01,NL0012817175,Alfen N.V.,"Arrowstreet Capital, Limited Partnership",0.99,archive
2022-06-01,NL0000009538,Koninklijke Philips N.V.,Citadel Advisors LLC,0.98,archive
2022-06-01,NL0009739416,PostNL N.V.,Citadel Advisors LLC,0.59,archive
2022-06-01,NL0013332471,TomTom N.V.,Citadel Advisors LLC,0.5,archive
2022-06-01,NL0011540547,ABN AMRO Bank NV,Marshall Wace LLP,0.93,archive
2022-06-01,NL0011794037,Koninklijke Ahold Delhaize N.V.,Marshall Wace LLP,0.9,archive
2022-05-31,NL0011821392,Signify N.V.,AKO Capital LLP,0.69,archive
2022-05-31,NL0011872650,Basic-Fit N.V.,Citadel Advisors Europe Limited,1.29,archive
2022-05-31,FR0013326246,Unibail-Rodamco-Westfield SE,Kintbury Capital LLP,0.66,archive
2022-05-31,NL0009739416,PostNL N.V.,Marshall Wace LLP,2.15,archive
2022-05-31,LU2290522684,InPost S.A.,Millennium International Management LP,0.0,archive
2022-05-31,NL0009739416,PostNL N.V.,"PDT Partners, LLC",0.59,archive
2022-05-31,NL0011821392,Signify N.V.,Sandbar Assets Management LLP,1.11,archive
2022-05-31,NL0012866412,BE Semiconductor Industries N.V.,"WorldQuant, LLC",0.51,archive
2022-05-30,NL0011821392,Signify N.V.,AKO Capital LLP,0.54,archive
2022-05-30,NL0009739416,PostNL N.V.,Capital Fund Management S.A.,0.92,archive
2022-05-30,NL0011872650,Basic-Fit N.V.,Citadel Advisors Europe Limited,1.3,archive
2022-05-30,NL0012866412,BE Semiconductor Industries N.V.,"Davidson Kempner European Partners, LLP",0.5,archive
2022-05-30,NL0009739416,PostNL N.V.,Marshall Wace LLP,2.37,archive
2022-05-27,NL0009739416,PostNL N.V.,Marshall Wace LLP,2.44,archive
2022-05-27,NL0012817175,Alfen N.V.,Odey Asset Management LLP,0.41,archive
2022-05-26,NL0011872650,Basic-Fit N.V.,Citadel Advisors Europe Limited,1.28,archive
2022-05-26,NL0009739416,PostNL N.V.,Citadel Advisors LLC,0.68,archive
2022-05-26,NL0000009538,Koninklijke Philips N.V.,Marshall Wace LLP,0.9,archive
2022-05-26,NL0000360618,SBM Offshore N.V.,Marshall Wace LLP,1.0,archive
2022-05-26,LU2290522684,InPost S.A.,Millennium International Management LP,0.72,archive
2022-05-26,NL0000337319,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",0.57,archive
2022-05-25,NL0011872650,Basic-Fit N.V.,Citadel Advisors Europe Limited,1.3,archive
2022-05-25,NL0013332471,TomTom N.V.,Citadel Advisors LLC,0.46,archive
2022-05-25,NL0012866412,BE Semiconductor Industries N.V.,LMR Partners LLP,0.5,archive
2022-05-25,NL0009739416,PostNL N.V.,Marshall Wace LLP,2.56,archive
2022-05-25,FR0013326246,Unibail-Rodamco-Westfield SE,Marshall Wace LLP,1.11,archive
2022-05-25,NL0009739416,PostNL N.V.,"PDT Partners, LLC",0.6,archive
2022-05-24,NL0012817175,Alfen N.V.,"Arrowstreet Capital, Limited Partnership",1.06,archive
2022-05-24,NL0011872650,Basic-Fit N.V.,CapeView Capital LLP,0.71,archive
2022-05-24,NL0000888691,AMG Critical Materials N.V.,Citadel Advisors LLC,0.48,archive
2022-05-24,NL0009739416,PostNL N.V.,Citadel Advisors LLC,0.7,archive
2022-05-24,NL0013332471,TomTom N.V.,Citadel Advisors LLC,0.5,archive
2022-05-24,FR0013326246,Unibail-Rodamco-Westfield SE,Kintbury Capital LLP,0.7,archive
2022-05-24,NL0011794037,Koninklijke Ahold Delhaize N.V.,Marshall Wace LLP,0.82,archive
2022-05-24,NL0009739416,PostNL N.V.,Marshall Wace LLP,2.64,archive
2022-05-24,NL0009739416,PostNL N.V.,Voleon Capital Management LP,1.08,archive
2022-05-23,NL0011872650,Basic-Fit N.V.,Citadel Advisors Europe Limited,1.28,archive
2022-05-23,NL0009739416,PostNL N.V.,Marshall Wace LLP,2.74,archive
2022-05-23,LU2290522684,InPost S.A.,Millennium International Management LP,0.6,archive
2022-05-23,NL0011279492,Flow Traders Ltd.,Voleon Capital Management LP,0.5,archive
2022-05-23,NL0000289213,Wereldhave N.V.,"Woodson Capital Master Fund, LP",3.18,archive
2022-05-20,NL0011872650,Basic-Fit N.V.,CapeView Capital LLP,0.67,archive
2022-05-20,NL0011872650,Basic-Fit N.V.,Citadel Advisors Europe Limited,1.3,archive
2022-05-20,NL0011540547,ABN AMRO Bank NV,Marshall Wace LLP,0.83,archive
2022-05-20,NL0012817175,Alfen N.V.,Marshall Wace LLP,0.45,archive
2022-05-20,NL0009739416,PostNL N.V.,Marshall Wace LLP,2.92,archive
2022-05-20,FR0013326246,Unibail-Rodamco-Westfield SE,Marshall Wace LLP,1.01,archive
2022-05-20,NL0009739416,PostNL N.V.,Millennium Capital Partners LLP,0.07,archive
2022-05-20,NL0009739416,PostNL N.V.,Millennium International Management LP,0.23,archive
2022-05-20,NL0009739416,PostNL N.V.,"PDT Partners, LLC",0.55,archive
2022-05-20,NL0009739416,PostNL N.V.,Squarepoint Ops LLC,0.73,archive
2022-05-20,NL0009739416,PostNL N.V.,"WorldQuant, LLC",0.81,archive
2022-05-19,NL0000888691,AMG Critical Materials N.V.,Capital Fund Management S.A.,0.47,archive
2022-05-19,NL0009739416,PostNL N.V.,Capital Fund Management S.A.,0.82,archive
2022-05-19,NL0000289213,Wereldhave N.V.,Eleva Capital SAS,1.0,archive
2022-05-19,NL0000009538,Koninklijke Philips N.V.,Marshall Wace LLP,0.8,archive
2022-05-19,NL0009739416,PostNL N.V.,Marshall Wace LLP,3.11,archive
2022-05-19,FR0013326246,Unibail-Rodamco-Westfield SE,Marshall Wace LLP,0.93,archive
2022-05-19,NL0009739416,PostNL N.V.,Millennium Capital Partners LLP,0.62,archive
2022-05-19,NL0009739416,PostNL N.V.,Squarepoint Ops LLC,0.62,archive
2022-05-19,NL0013332471,TomTom N.V.,"WorldQuant, LLC",0.48,archive
2022-05-18,NL0012747059,CM.com N.V.,"Arrowstreet Capital, Limited Partnership",0.5,archive
2022-05-18,NL0011872650,Basic-Fit N.V.,CapeView Capital LLP,0.7,archive
2022-05-18,NL0012747059,CM.com N.V.,JPMorgan Asset Management (UK) Ltd.,0.5,archive
2022-05-18,NL0011540547,ABN AMRO Bank NV,Marshall Wace LLP,0.71,archive
2022-05-18,LU0569974404,Aperam S.A.,Millennium Capital Partners LLP,0.48,archive
2022-05-18,LU2290522684,InPost S.A.,Millennium International Management LP,0.51,archive
2022-05-18,NL0009739416,PostNL N.V.,Qube Research & Technologies Ltd.,0.52,archive
2022-05-18,NL0012747059,CM.com N.V.,"WorldQuant, LLC",0.48,archive
2022-05-18,NL0000337319,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",0.67,archive
2022-05-17,NL0000009538,Koninklijke Philips N.V.,Citadel Advisors LLC,1.0,archive
2022-05-17,NL0009739416,PostNL N.V.,Citadel Advisors LLC,0.61,archive
2022-05-17,NL0013332471,TomTom N.V.,Citadel Advisors LLC,0.49,archive
2022-05-17,NL0012817175,Alfen N.V.,Marshall Wace LLP,0.59,archive
2022-05-17,NL0009739416,PostNL N.V.,Marshall Wace LLP,2.94,archive
2022-05-17,NL0009739416,PostNL N.V.,Millennium Capital Partners LLP,0.71,archive
2022-05-17,NL0009739416,PostNL N.V.,Millennium International Management LP,0.52,archive
2022-05-17,NL0015000CZ2,Ebusco Holding N.V.,Otus Capital Management Ltd.,0.5,archive
2022-05-17,NL0009739416,PostNL N.V.,Voleon Capital Management LP,1.16,archive
2022-05-17,NL0012747059,CM.com N.V.,"WorldQuant, LLC",0.5,archive
2022-05-17,NL0009739416,PostNL N.V.,"WorldQuant, LLC",0.75,archive
2022-05-16,NL0011872650,Basic-Fit N.V.,Citadel Advisors Europe Limited,1.28,archive
2022-05-16,NL0009739416,PostNL N.V.,Citadel Advisors LLC,0.7,archive
2022-05-16,NL0011794037,Koninklijke Ahold Delhaize N.V.,Marshall Wace LLP,0.7,archive
2022-05-16,NL0009739416,PostNL N.V.,Marshall Wace LLP,2.7,archive
2022-05-16,NL0000337319,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",0.78,archive
2022-05-16,NL0013332471,TomTom N.V.,"WorldQuant, LLC",0.58,archive
2022-05-13,NL0011872650,Basic-Fit N.V.,CapeView Capital LLP,0.63,archive
2022-05-13,NL0009739416,PostNL N.V.,Capital Fund Management S.A.,0.72,archive
2022-05-13,NL0000009538,Koninklijke Philips N.V.,Citadel Advisors LLC,0.92,archive
2022-05-13,NL0009739416,PostNL N.V.,Citadel Advisors LLC,0.68,archive
2022-05-13,NL0009739416,PostNL N.V.,Eleva Capital SAS,0.82,archive
2022-05-13,NL0000289213,Wereldhave N.V.,Franklin Templeton Investment Management Limited,0.84,archive
2022-05-13,FR0013326246,Unibail-Rodamco-Westfield SE,Kintbury Capital LLP,0.62,archive
2022-05-13,NL0012817175,Alfen N.V.,Marshall Wace LLP,0.6,archive
2022-05-13,NL0009739416,PostNL N.V.,Marshall Wace LLP,2.65,archive
2022-05-13,NL0009739416,PostNL N.V.,Millennium Capital Partners LLP,0.69,archive
2022-05-13,NL0009739416,PostNL N.V.,Qube Research & Technologies Ltd.,0.47,archive
2022-05-13,NL0013332471,TomTom N.V.,Qube Research & Technologies Ltd.,0.51,archive
2022-05-13,NL0012747059,CM.com N.V.,Whitebox Advisors LLC,0.73,archive
2022-05-12,NL0011872650,Basic-Fit N.V.,CapeView Capital LLP,0.7,archive
2022-05-12,NL0000009538,Koninklijke Philips N.V.,Citadel Advisors LLC,0.89,archive
2022-05-12,NL0000009538,Koninklijke Philips N.V.,Marshall Wace LLP,0.71,archive
2022-05-12,NL0009739416,PostNL N.V.,Marshall Wace LLP,2.56,archive
2022-05-12,NL0009739416,PostNL N.V.,Millennium Capital Partners LLP,0.7,archive
2022-05-12,NL0009739416,PostNL N.V.,Qube Research & Technologies Ltd.,0.53,archive
2022-05-12,NL0009739416,PostNL N.V.,Voleon Capital Management LP,1.28,archive
2022-05-12,NL0009739416,PostNL N.V.,"WorldQuant, LLC",0.97,archive
2022-05-11,NL0011872650,Basic-Fit N.V.,Citadel Advisors Europe Limited,1.3,archive
2022-05-11,NL0000888691,AMG Critical Materials N.V.,Citadel Advisors LLC,0.59,archive
2022-05-11,NL0009739416,PostNL N.V.,Citadel Advisors LLC,0.71,archive
2022-05-11,NL0013332471,TomTom N.V.,JPMorgan Asset Management (UK) Ltd.,1.17,archive
2022-05-11,NL0011540547,ABN AMRO Bank NV,Marshall Wace LLP,0.65,archive
2022-05-11,NL0000009538,Koninklijke Philips N.V.,Marshall Wace LLP,0.69,archive
2022-05-11,LU2290522684,InPost S.A.,Millennium International Management LP,0.47,archive
2022-05-11,NL0000888691,AMG Critical Materials N.V.,"PDT Partners, LLC",0.49,archive
2022-05-11,NL0012817175,Alfen N.V.,Rye Bay Capital LLP,0.04,archive
2022-05-11,NL0009739416,PostNL N.V.,Squarepoint Ops LLC,0.51,archive
2022-05-11,NL0009739416,PostNL N.V.,Voleon Capital Management LP,1.3,archive
2022-05-10,NL0009739416,PostNL N.V.,Capital Fund Management S.A.,0.6,archive
2022-05-10,NL0000888691,AMG Critical Materials N.V.,Citadel Advisors LLC,0.61,archive
2022-05-10,NL0009739416,PostNL N.V.,Citadel Advisors LLC,0.67,archive
2022-05-10,NL0012747059,CM.com N.V.,Jupiter Investment Management Limited,0.51,archive
2022-05-10,NL0009739416,PostNL N.V.,Marshall Wace LLP,2.42,archive
2022-05-10,LU0569974404,Aperam S.A.,Millennium Capital Partners LLP,0.54,archive
2022-05-10,NL0009739416,PostNL N.V.,Millennium Capital Partners LLP,0.53,archive
2022-05-10,LU2290522684,InPost S.A.,Millennium International Management LP,0.5,archive
2022-05-10,NL0009739416,PostNL N.V.,Millennium International Management LP,0.48,archive
2022-05-10,NL0009739416,PostNL N.V.,"PDT Partners, LLC",0.4,archive
2022-05-10,LU2290522684,InPost S.A.,Qube Research & Technologies Ltd.,0.5,archive
2022-05-10,NL0009739416,PostNL N.V.,Voleon Capital Management LP,1.28,archive
2022-05-10,NL0009739416,PostNL N.V.,"WorldQuant, LLC",0.83,archive
2022-05-09,NL0000888691,AMG Critical Materials N.V.,Capital Fund Management S.A.,0.53,archive
2022-05-09,NL0000009538,Koninklijke Philips N.V.,Citadel Advisors LLC,0.9,archive
2022-05-09,NL0009739416,PostNL N.V.,Citadel Advisors LLC,0.86,archive
2022-05-09,NL0012817175,Alfen N.V.,Marshall Wace LLP,0.5,archive
2022-05-09,NL0011794037,Koninklijke Ahold Delhaize N.V.,Marshall Wace LLP,0.68,archive
2022-05-09,NL0009739416,PostNL N.V.,Marshall Wace LLP,2.16,archive
2022-05-09,NL0009739416,PostNL N.V.,Millennium Capital Partners LLP,1.04,archive
2022-05-09,NL0009739416,PostNL N.V.,Millennium International Management LP,0.84,archive
2022-05-09,NL0009739416,PostNL N.V.,"PDT Partners, LLC",0.52,archive
2022-05-09,NL0009739416,PostNL N.V.,Voleon Capital Management LP,1.05,archive
2022-05-09,NL0009739416,PostNL N.V.,"WorldQuant, LLC",0.58,archive
2022-05-06,NL0011872650,Basic-Fit N.V.,CapeView Capital LLP,0.6,archive
2022-05-06,NL0000009538,Koninklijke Philips N.V.,Citadel Advisors LLC,0.87,archive
2022-05-06,NL0012866412,BE Semiconductor Industries N.V.,"Davidson Kempner European Partners, LLP",0.48,archive
2022-05-06,NL0000289213,Wereldhave N.V.,Franklin Templeton Investment Management Limited,0.76,archive
2022-05-06,NL0011794037,Koninklijke Ahold Delhaize N.V.,Marshall Wace LLP,0.72,archive
2022-05-06,LU0569974404,Aperam S.A.,Millennium Capital Partners LLP,0.42,archive
2022-05-06,NL0009739416,PostNL N.V.,Millennium Capital Partners LLP,1.53,archive
2022-05-06,NL0009739416,PostNL N.V.,Voleon Capital Management LP,0.93,archive
2022-05-05,NL0010801007,IMCD N.V.,"AQR Capital Management, LLC",0.51,archive
2022-05-05,NL0011872650,Basic-Fit N.V.,CapeView Capital LLP,0.54,archive
2022-05-05,NL0000888691,AMG Critical Materials N.V.,Citadel Advisors LLC,0.55,archive
2022-05-05,NL0000009538,Koninklijke Philips N.V.,Citadel Advisors LLC,0.71,archive
2022-05-05,NL0011540547,ABN AMRO Bank NV,Marshall Wace LLP,0.74,archive
2022-05-05,NL0000009538,Koninklijke Philips N.V.,Marshall Wace LLP,0.7,archive
2022-05-05,NL0000888691,AMG Critical Materials N.V.,"PDT Partners, LLC",0.58,archive
2022-05-05,NL0011540547,ABN AMRO Bank NV,Qube Research & Technologies Ltd.,0.44,archive
2022-05-05,NL0013332471,TomTom N.V.,Qube Research & Technologies Ltd.,0.46,archive
2022-05-04,NL0000009538,Koninklijke Philips N.V.,Citadel Advisors LLC,0.63,archive
2022-05-04,NL0011540547,ABN AMRO Bank NV,Marshall Wace LLP,0.82,archive
2022-05-04,LU0569974404,Aperam S.A.,Millennium Capital Partners LLP,0.58,archive
