isin,position_holder,issuer_name,net_short_position,position_date,source
NL0011821392,Citadel Advisors Europe Limited,Signify N.V.,0.97,2026-05-07,current
NL0010391025,Citadel Securities (Europe) Limited,Pharming Group N.V.,0.79,2026-05-07,current
NL0009739416,"D. E. Shaw & Co., L.P.",PostNL N.V.,0.69,2026-05-07,current
NL0011872650,JPMorgan Asset Management (UK) Ltd.,Basic-Fit N.V.,0.88,2026-05-07,current
NL0010391025,Lazard Asset Management LLC,Pharming Group N.V.,0.76,2026-05-07,current
NL0010801007,Marshall Wace LLP,IMCD N.V.,0.79,2026-05-07,current
NL0011821392,Marshall Wace LLP,Signify N.V.,1.69,2026-05-07,current
NL0013267909,Millennium International Management LP,Akzo Nobel N.V.,0.55,2026-05-07,current
NL0010391025,Qube Research & Technologies Ltd.,Pharming Group N.V.,0.76,2026-05-07,current
CY0200751713,Qube Research & Technologies Ltd.,Theon International Plc,1.43,2026-05-07,current
NL0012817175,"WorldQuant, LLC",Alfen N.V.,1.56,2026-05-07,current
NL0010801007,Capital Fund Management S.A.,IMCD N.V.,0.79,2026-05-06,current
NL0010801007,Citadel Advisors LLC,IMCD N.V.,0.82,2026-05-06,current
NL0011821392,Citadel Advisors LLC,Signify N.V.,1.41,2026-05-06,current
CH1216478797,Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,1.4,2026-05-06,current
NL0011872650,JPMorgan Asset Management (UK) Ltd.,Basic-Fit N.V.,0.91,2026-05-06,current
JE00BRX98089,Marshall Wace LLP,CVC Capital Partners plc,0.69,2026-05-06,current
NL0010801007,Marshall Wace LLP,IMCD N.V.,0.83,2026-05-06,current
NL0010801007,"PDT Partners, LLC",IMCD N.V.,0.77,2026-05-06,current
NL0011821392,"PDT Partners, LLC",Signify N.V.,0.9,2026-05-06,current
NL0012817175,Voleon Capital Management LP,Alfen N.V.,0.85,2026-05-06,current
NL0012969182,Capital Fund Management S.A.,Adyen N.V.,0.6,2026-05-05,current
NL0015002MS2,Capital Fund Management S.A.,The Magnum Ice Cream Company N.V.,0.5,2026-05-05,current
NL0011821392,Citadel Advisors Europe Limited,Signify N.V.,0.8,2026-05-05,current
NL0010801007,Citadel Advisors LLC,IMCD N.V.,0.9,2026-05-05,current
NL0011821392,Citadel Advisors LLC,Signify N.V.,1.36,2026-05-05,current
NL0011872650,"D. E. Shaw & Co., L.P.",Basic-Fit N.V.,0.98,2026-05-05,current
NL0009739416,"D. E. Shaw & Co., L.P.",PostNL N.V.,0.7,2026-05-05,current
NL0013332471,JPMorgan Asset Management (UK) Ltd.,TomTom N.V.,1.09,2026-05-05,current
NL0011821392,Marshall Wace LLP,Signify N.V.,1.76,2026-05-05,current
CY0200751713,Qube Research & Technologies Ltd.,Theon International Plc,1.3,2026-05-05,current
NL0011872650,Sculptor Capital Management Europe Limited,Basic-Fit N.V.,0.65,2026-05-05,current
NL0006237562,Squarepoint Ops LLC,ARCADIS N.V.,0.68,2026-05-05,current
NL0012817175,"WorldQuant, LLC",Alfen N.V.,1.65,2026-05-05,current
NL0010801007,Capital Fund Management S.A.,IMCD N.V.,0.81,2026-05-04,current
NL0011821392,Citadel Advisors Europe Limited,Signify N.V.,0.7,2026-05-04,current
NL0009739416,"D. E. Shaw & Co., L.P.",PostNL N.V.,0.69,2026-05-04,current
NL0013267909,Davidson Kempner Capital Management LP,Akzo Nobel N.V.,1.61,2026-05-04,current
NL0012817175,Voleon Capital Management LP,Alfen N.V.,0.92,2026-05-04,current
NL0015002MS2,Walleye Capital LLC,The Magnum Ice Cream Company N.V.,0.67,2026-05-04,current
NL0011821392,Citadel Advisors Europe Limited,Signify N.V.,0.55,2026-04-30,current
NL0006237562,"D. E. Shaw & Co., L.P.",ARCADIS N.V.,0.57,2026-04-30,current
NL0009739416,"D. E. Shaw & Co., L.P.",PostNL N.V.,0.7,2026-04-30,current
NL0010391025,Jupiter Asset Management Ltd.,Pharming Group N.V.,0.5,2026-04-30,current
NL0009739416,Marshall Wace LLP,PostNL N.V.,0.89,2026-04-30,current
NL0015002MS2,Marshall Wace LLP,The Magnum Ice Cream Company N.V.,0.86,2026-04-30,current
NL0011821392,"PDT Partners, LLC",Signify N.V.,0.89,2026-04-30,current
NL0015002MS2,Qube Research & Technologies Ltd.,The Magnum Ice Cream Company N.V.,0.6,2026-04-30,current
NL0011872650,Sculptor Capital Management Europe Limited,Basic-Fit N.V.,0.59,2026-04-30,current
NL0012817175,Squarepoint Ops LLC,Alfen N.V.,0.73,2026-04-30,current
NL0006237562,White Creek Capital LLP,ARCADIS N.V.,0.56,2026-04-30,current
NL0012817175,"WorldQuant, LLC",Alfen N.V.,1.71,2026-04-30,current
NL0010801007,Citadel Advisors LLC,IMCD N.V.,0.83,2026-04-29,current
NL0011821392,Citadel Advisors LLC,Signify N.V.,1.29,2026-04-29,current
NL0000817179,Citadel Advisors LLC,Sligro Food Group N.V.,0.9,2026-04-29,current
NL0000395903,"D. E. Shaw & Co., L.P.",Wolters Kluwer N.V.,0.79,2026-04-29,current
NL0015002MS2,GLG Partners LP,The Magnum Ice Cream Company N.V.,0.59,2026-04-29,current
JE00BRX98089,Marshall Wace LLP,CVC Capital Partners plc,0.71,2026-04-29,current
NL0010801007,Marshall Wace LLP,IMCD N.V.,0.74,2026-04-29,current
NL0011794037,Marshall Wace LLP,Koninklijke Ahold Delhaize N.V.,0.51,2026-04-29,current
NL0009739416,Marshall Wace LLP,PostNL N.V.,0.9,2026-04-29,current
NL0013267909,Millennium International Management LP,Akzo Nobel N.V.,0.6,2026-04-29,current
NL0011821392,"PDT Partners, LLC",Signify N.V.,0.9,2026-04-29,current
CY0200751713,Qube Research & Technologies Ltd.,Theon International Plc,1.2,2026-04-29,current
NL0015002MS2,Walleye Capital LLC,The Magnum Ice Cream Company N.V.,0.7,2026-04-29,current
NL0015002MS2,"AQR Capital Management, LLC",The Magnum Ice Cream Company N.V.,0.51,2026-04-28,current
NL0010801007,Citadel Advisors LLC,IMCD N.V.,0.75,2026-04-28,current
NL0011821392,Citadel Advisors LLC,Signify N.V.,1.32,2026-04-28,current
NL0013332471,JPMorgan Asset Management (UK) Ltd.,TomTom N.V.,1.17,2026-04-28,current
NL0000379121,Marshall Wace LLP,Randstad N.V.,0.6,2026-04-28,current
NL0011821392,Marshall Wace LLP,Signify N.V.,1.8,2026-04-28,current
NL0015002MS2,Marshall Wace LLP,The Magnum Ice Cream Company N.V.,0.98,2026-04-28,current
NL0012817175,Squarepoint Ops LLC,Alfen N.V.,0.62,2026-04-28,current
NL0012817175,Voleon Capital Management LP,Alfen N.V.,1.19,2026-04-28,current
NL0012817175,"WorldQuant, LLC",Alfen N.V.,1.87,2026-04-28,current
NL0012969182,"AQR Capital Management, LLC",Adyen N.V.,1.27,2026-04-27,current
NL0000379121,Citadel Advisors LLC,Randstad N.V.,0.69,2026-04-27,current
NL0011821392,Citadel Advisors LLC,Signify N.V.,1.43,2026-04-27,current
CH1216478797,Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,1.3,2026-04-27,current
NL00150003E1,JPMorgan Asset Management (UK) Ltd.,Fugro N.V.,2.15,2026-04-27,current
NL0012817175,"WorldQuant, LLC",Alfen N.V.,1.96,2026-04-27,current
NL0012969182,Capital Fund Management S.A.,Adyen N.V.,0.57,2026-04-24,current
NL0000379121,Citadel Advisors LLC,Randstad N.V.,0.7,2026-04-24,current
NL00150003E1,JPMorgan Asset Management (UK) Ltd.,Fugro N.V.,2.06,2026-04-24,current
NL0011872650,Linden Advisors LP,Basic-Fit N.V.,0.82,2026-04-24,current
NL0010801007,Marshall Wace LLP,IMCD N.V.,0.61,2026-04-24,current
NL0015002MS2,Marshall Wace LLP,The Magnum Ice Cream Company N.V.,1.04,2026-04-24,current
JE00BRX98089,Qube Research & Technologies Ltd.,CVC Capital Partners plc,1.11,2026-04-24,current
CY0200751713,Qube Research & Technologies Ltd.,Theon International Plc,1.12,2026-04-24,current
NL0006237562,Squarepoint Ops LLC,ARCADIS N.V.,0.79,2026-04-24,current
NL0012817175,"WorldQuant, LLC",Alfen N.V.,2.08,2026-04-24,current
NL0012969182,Capital Fund Management S.A.,Adyen N.V.,0.6,2026-04-23,current
NL0011821392,Citadel Advisors LLC,Signify N.V.,1.68,2026-04-23,current
NL0000817179,Citadel Advisors LLC,Sligro Food Group N.V.,0.8,2026-04-23,current
NL0011872650,Eleva Capital SAS,Basic-Fit N.V.,0.84,2026-04-23,current
NL0000379121,Marshall Wace LLP,Randstad N.V.,0.58,2026-04-23,current
NL0015002MS2,Marshall Wace LLP,The Magnum Ice Cream Company N.V.,1.11,2026-04-23,current
NL0012817175,Squarepoint Ops LLC,Alfen N.V.,0.5,2026-04-23,current
NL0012817175,"WorldQuant, LLC",Alfen N.V.,2.21,2026-04-23,current
NL0010391025,Capstone Volatility Master (Cayman) Limited,Pharming Group N.V.,0.77,2026-04-22,current
NL0010801007,Citadel Advisors LLC,IMCD N.V.,0.62,2026-04-22,current
NL0000379121,Citadel Advisors LLC,Randstad N.V.,0.66,2026-04-22,current
NL0011821392,Citadel Advisors LLC,Signify N.V.,1.71,2026-04-22,current
NL0000289213,Citadel Advisors LLC,Wereldhave N.V.,0.68,2026-04-22,current
NL0013267909,Davidson Kempner Capital Management LP,Akzo Nobel N.V.,1.55,2026-04-22,current
NL00150003E1,JPMorgan Asset Management (UK) Ltd.,Fugro N.V.,1.73,2026-04-22,current
NL0010801007,Marshall Wace LLP,IMCD N.V.,0.56,2026-04-22,current
NL0011821392,Marshall Wace LLP,Signify N.V.,1.76,2026-04-22,current
NL0015002MS2,Marshall Wace LLP,The Magnum Ice Cream Company N.V.,1.09,2026-04-22,current
NL0012817175,Voleon Capital Management LP,Alfen N.V.,1.29,2026-04-22,current
NL0012817175,"WorldQuant, LLC",Alfen N.V.,2.37,2026-04-22,current
NL0012969182,"AQR Capital Management, LLC",Adyen N.V.,1.3,2026-04-21,current
NL0011821392,"BlackRock Advisors, LLC",Signify N.V.,0.5,2026-04-21,current
NL0011821392,Canada Pension Plan Investment Board,Signify N.V.,0.91,2026-04-21,current
NL0012969182,Capital Fund Management S.A.,Adyen N.V.,0.57,2026-04-21,current
NL0011821392,Citadel Advisors LLC,Signify N.V.,1.82,2026-04-21,current
NL0000289213,Citadel Advisors LLC,Wereldhave N.V.,0.7,2026-04-21,current
NL0013267909,"Empyrean Capital Overseas Master Fund, Ltd",Akzo Nobel N.V.,0.65,2026-04-21,current
NL00150003E1,JPMorgan Asset Management (UK) Ltd.,Fugro N.V.,1.56,2026-04-21,current
NL0000379121,Marshall Wace LLP,Randstad N.V.,0.67,2026-04-21,current
NL0013267909,Millennium International Management LP,Akzo Nobel N.V.,0.57,2026-04-21,current
NL0011821392,"PDT Partners, LLC",Signify N.V.,0.88,2026-04-21,current
CY0200751713,Qube Research & Technologies Ltd.,Theon International Plc,1.03,2026-04-21,current
NL0012817175,Voleon Capital Management LP,Alfen N.V.,1.48,2026-04-21,current
NL0006237562,White Creek Capital LLP,ARCADIS N.V.,0.61,2026-04-21,current
NL0012817175,"WorldQuant, LLC",Alfen N.V.,2.54,2026-04-21,current
NL0012969182,"AQR Capital Management, LLC",Adyen N.V.,1.29,2026-04-20,current
NL0011821392,Canada Pension Plan Investment Board,Signify N.V.,0.87,2026-04-20,current
NL0011821392,Citadel Advisors LLC,Signify N.V.,2.0,2026-04-20,current
NL0011872650,"D. E. Shaw & Co., L.P.",Basic-Fit N.V.,1.06,2026-04-20,current
NL00150003E1,JPMorgan Asset Management (UK) Ltd.,Fugro N.V.,1.45,2026-04-20,current
NL0011872650,Linden Advisors LP,Basic-Fit N.V.,0.7,2026-04-20,current
NL0013267909,"O'Connor Alternative Investments, LLC",Akzo Nobel N.V.,1.16,2026-04-20,current
JE00BRX98089,Qube Research & Technologies Ltd.,CVC Capital Partners plc,1.01,2026-04-20,current
NL0012817175,Voleon Capital Management LP,Alfen N.V.,1.58,2026-04-20,current
NL0006237562,White Creek Capital LLP,ARCADIS N.V.,0.57,2026-04-20,current
NL0012817175,"WorldQuant, LLC",Alfen N.V.,2.67,2026-04-20,current
NL0010801007,"BlackRock Financial Management, Inc.",IMCD N.V.,0.89,2026-04-17,current
NL0010801007,Citadel Advisors LLC,IMCD N.V.,0.53,2026-04-17,current
NL0000379121,Citadel Advisors LLC,Randstad N.V.,0.5,2026-04-17,current
NL0011821392,Citadel Advisors LLC,Signify N.V.,2.22,2026-04-17,current
NL0000817179,Citadel Advisors LLC,Sligro Food Group N.V.,0.71,2026-04-17,current
NL0011872650,"D. E. Shaw & Co., L.P.",Basic-Fit N.V.,1.12,2026-04-17,current
NL0013267909,Davidson Kempner Capital Management LP,Akzo Nobel N.V.,1.41,2026-04-17,current
NL0011872650,Fosse Capital Partners LLP,Basic-Fit N.V.,1.02,2026-04-17,current
NL00150003E1,JPMorgan Asset Management (UK) Ltd.,Fugro N.V.,1.06,2026-04-17,current
NL0010801007,JPMorgan Asset Management (UK) Ltd.,IMCD N.V.,0.91,2026-04-17,current
NL0013332471,JPMorgan Asset Management (UK) Ltd.,TomTom N.V.,1.22,2026-04-17,current
NL0011872650,Linden Advisors LP,Basic-Fit N.V.,0.59,2026-04-17,current
NL0010801007,Marshall Wace LLP,IMCD N.V.,0.65,2026-04-17,current
NL0009739416,Marshall Wace LLP,PostNL N.V.,0.81,2026-04-17,current
NL0011821392,"PDT Partners, LLC",Signify N.V.,0.9,2026-04-17,current
NL0011872650,Sculptor Capital Management Europe Limited,Basic-Fit N.V.,0.6,2026-04-17,current
LU2290522684,"Two Sigma Investments, LP",InPost S.A.,1.47,2026-04-17,current
NL0015002MS2,Walleye Capital LLC,The Magnum Ice Cream Company N.V.,0.62,2026-04-17,current
NL0010801007,Acadian Asset Management LLC.,IMCD N.V.,0.69,2026-04-16,current
NL0013267909,AKO Capital LLP,Akzo Nobel N.V.,1.07,2026-04-16,current
NL0012969182,"AQR Capital Management, LLC",Adyen N.V.,1.3,2026-04-16,current
NL0011821392,Citadel Advisors LLC,Signify N.V.,2.32,2026-04-16,current
NL0010801007,JPMorgan Asset Management (UK) Ltd.,IMCD N.V.,0.85,2026-04-16,current
NL0015002MS2,JPMorgan Asset Management (UK) Ltd.,The Magnum Ice Cream Company N.V.,0.58,2026-04-16,current
NL0010391025,Lazard Asset Management LLC,Pharming Group N.V.,1.18,2026-04-16,current
NL0010801007,Marshall Wace LLP,IMCD N.V.,0.52,2026-04-16,current
NL0012817175,Voleon Capital Management LP,Alfen N.V.,1.79,2026-04-16,current
NL0012817175,"WorldQuant, LLC",Alfen N.V.,2.75,2026-04-16,current
NL0013267909,AKO Capital LLP,Akzo Nobel N.V.,1.41,2026-04-15,current
NL0012969182,Capital Fund Management S.A.,Adyen N.V.,0.68,2026-04-15,current
CH1216478797,Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,1.23,2026-04-15,current
NL0010801007,JPMorgan Asset Management (UK) Ltd.,IMCD N.V.,0.76,2026-04-15,current
NL0010391025,Lazard Asset Management LLC,Pharming Group N.V.,1.2,2026-04-15,current
NL0011821392,Marshall Wace LLP,Signify N.V.,1.82,2026-04-15,current
NL0015002MS2,Marshall Wace LLP,The Magnum Ice Cream Company N.V.,1.15,2026-04-15,current
CY0200751713,Qube Research & Technologies Ltd.,Theon International Plc,1.16,2026-04-15,current
NL0006237562,Squarepoint Ops LLC,ARCADIS N.V.,0.88,2026-04-15,current
NL0012817175,Voleon Capital Management LP,Alfen N.V.,1.89,2026-04-15,current
NL0010801007,"BlackRock Financial Management, Inc.",IMCD N.V.,0.97,2026-04-14,current
NL0015002K83,Citadel Advisors LLC,Havas N.V.,0.51,2026-04-14,current
NL0011872650,Fosse Capital Partners LLP,Basic-Fit N.V.,1.23,2026-04-14,current
NL0010801007,JPMorgan Asset Management (UK) Ltd.,IMCD N.V.,0.66,2026-04-14,current
NL0015002MS2,Marshall Wace LLP,The Magnum Ice Cream Company N.V.,1.22,2026-04-14,current
NL0009739416,"PDT Partners, LLC",PostNL N.V.,0.5,2026-04-14,current
NL0012817175,"WorldQuant, LLC",Alfen N.V.,2.84,2026-04-14,current
NL0012969182,"AQR Capital Management, LLC",Adyen N.V.,1.21,2026-04-13,current
NL0006237562,"AQR Capital Management, LLC",ARCADIS N.V.,1.01,2026-04-13,current
JE00BRX98089,"AQR Capital Management, LLC",CVC Capital Partners plc,0.71,2026-04-13,current
NL0000817179,Citadel Advisors LLC,Sligro Food Group N.V.,0.61,2026-04-13,current
NL0010801007,"PDT Partners, LLC",IMCD N.V.,0.89,2026-04-13,current
NL0015002MS2,Walleye Capital LLC,The Magnum Ice Cream Company N.V.,0.5,2026-04-13,current
LU1598757687,"AQR Capital Management, LLC",ArcelorMittal S.A.,0.58,2026-04-10,current
NL0000395903,"D. E. Shaw & Co., L.P.",Wolters Kluwer N.V.,0.8,2026-04-10,current
NL0015002MS2,Marshall Wace LLP,The Magnum Ice Cream Company N.V.,1.38,2026-04-10,current
NL0010801007,"PDT Partners, LLC",IMCD N.V.,0.9,2026-04-10,current
CY0200751713,Qube Research & Technologies Ltd.,Theon International Plc,1.22,2026-04-10,current
NL0012969182,"AQR Capital Management, LLC",Adyen N.V.,1.13,2026-04-09,current
NL0011821392,Citadel Advisors LLC,Signify N.V.,2.42,2026-04-09,current
CH1216478797,Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,1.0,2026-04-09,current
NL0012365084,Numeric Investors LLC,NSI N.V.,0.71,2026-04-09,current
NL0010801007,"PDT Partners, LLC",IMCD N.V.,0.89,2026-04-09,current
NL0000852564,"AQR Capital Management, LLC",Aalberts N.V.,0.61,2026-04-08,current
NL0011821392,"AQR Capital Management, LLC",Signify N.V.,1.22,2026-04-08,current
NL0011821392,Citadel Advisors LLC,Signify N.V.,2.39,2026-04-08,current
NL0015002MS2,Qube Research & Technologies Ltd.,The Magnum Ice Cream Company N.V.,0.5,2026-04-08,current
NL0010801007,"Two Sigma Investments, LP",IMCD N.V.,0.79,2026-04-08,current
NL0010801007,"BlackRock Advisors, LLC",IMCD N.V.,0.66,2026-04-07,current
NL0010801007,"BlackRock Financial Management, Inc.",IMCD N.V.,1.0,2026-04-07,current
NL0010801007,Capital Fund Management S.A.,IMCD N.V.,0.76,2026-04-07,current
NL0011821392,Citadel Advisors LLC,Signify N.V.,2.41,2026-04-07,current
NL0006237562,"D. E. Shaw & Co., L.P.",ARCADIS N.V.,0.69,2026-04-07,current
NL0015002MS2,Marshall Wace LLP,The Magnum Ice Cream Company N.V.,1.46,2026-04-07,current
NL0012817175,Voleon Capital Management LP,Alfen N.V.,1.98,2026-04-07,current
NL0012817175,"WorldQuant, LLC",Alfen N.V.,2.77,2026-04-07,current
NL0012969182,"AQR Capital Management, LLC",Adyen N.V.,1.0,2026-04-02,current
JE00BRX98089,"AQR Capital Management, LLC",CVC Capital Partners plc,0.61,2026-04-02,current
NL0010801007,"BlackRock Financial Management, Inc.",IMCD N.V.,0.99,2026-04-02,current
NL0000817179,Citadel Advisors LLC,Sligro Food Group N.V.,0.5,2026-04-02,current
NL0006237562,"D. E. Shaw & Co., L.P.",ARCADIS N.V.,0.7,2026-04-02,current
NL0011872650,Eleva Capital SAS,Basic-Fit N.V.,0.62,2026-04-02,current
NL0000379121,Marshall Wace LLP,Randstad N.V.,0.78,2026-04-02,current
LU1598757687,"AQR Capital Management, LLC",ArcelorMittal S.A.,0.61,2026-04-01,current
NL0011821392,"AQR Capital Management, LLC",Signify N.V.,1.1,2026-04-01,current
NL0010801007,"Arrowstreet Capital, Limited Partnership",IMCD N.V.,1.21,2026-04-01,current
NL0011821392,Canada Pension Plan Investment Board,Signify N.V.,0.74,2026-04-01,current
NL0011821392,Citadel Advisors LLC,Signify N.V.,2.36,2026-04-01,current
NL0006237562,"D. E. Shaw & Co., L.P.",ARCADIS N.V.,0.69,2026-04-01,current
NL0011872650,Eleva Capital SAS,Basic-Fit N.V.,0.5,2026-04-01,current
NL0011821392,Marshall Wace LLP,Signify N.V.,1.79,2026-04-01,current
NL0012817175,"WorldQuant, LLC",Alfen N.V.,2.86,2026-04-01,current
NL0010801007,Capital Fund Management S.A.,IMCD N.V.,0.62,2026-03-31,current
NL0011821392,Citadel Advisors LLC,Signify N.V.,2.4,2026-03-31,current
NL0011821392,Eleva Capital SAS,Signify N.V.,1.21,2026-03-31,current
JE00BRX98089,Qube Research & Technologies Ltd.,CVC Capital Partners plc,0.9,2026-03-31,current
NL0012969182,"AQR Capital Management, LLC",Adyen N.V.,0.9,2026-03-30,current
NL0011821392,Eleva Capital SAS,Signify N.V.,1.05,2026-03-30,current
NL0015002MS2,GLG Partners LP,The Magnum Ice Cream Company N.V.,0.64,2026-03-30,current
CH1216478797,Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,0.91,2026-03-30,current
NL0011821392,Marshall Wace LLP,Signify N.V.,1.87,2026-03-30,current
NL0015002MS2,Marshall Wace LLP,The Magnum Ice Cream Company N.V.,1.59,2026-03-30,current
NL0012365084,Numeric Investors LLC,NSI N.V.,0.61,2026-03-30,current
NL0006237562,Squarepoint Ops LLC,ARCADIS N.V.,0.99,2026-03-30,current
CY0200751713,"Two Sigma Investments, LP",Theon International Plc,0.7,2026-03-30,current
NL0006237562,"AQR Capital Management, LLC",ARCADIS N.V.,0.9,2026-03-27,current
NL0010801007,"Arrowstreet Capital, Limited Partnership",IMCD N.V.,1.12,2026-03-27,current
NL0010801007,"BlackRock Financial Management, Inc.",IMCD N.V.,1.09,2026-03-27,current
NL0010801007,Capital Fund Management S.A.,IMCD N.V.,0.51,2026-03-27,current
NL0006237562,"D. E. Shaw & Co., L.P.",ARCADIS N.V.,0.7,2026-03-27,current
NL0015002MS2,GLG Partners LP,The Magnum Ice Cream Company N.V.,0.59,2026-03-27,current
NL0000379121,Marshall Wace LLP,Randstad N.V.,0.86,2026-03-27,current
NL0006237562,"D. E. Shaw & Co., L.P.",ARCADIS N.V.,0.69,2026-03-26,current
NL0011821392,Marshall Wace LLP,Signify N.V.,1.96,2026-03-26,current
CY0200751713,Qube Research & Technologies Ltd.,Theon International Plc,1.14,2026-03-26,current
LU2290522684,"Two Sigma Investments, LP",InPost S.A.,1.5,2026-03-26,current
NL0010801007,Voleon Capital Management LP,IMCD N.V.,0.5,2026-03-26,current
NL0012817175,"WorldQuant, LLC",Alfen N.V.,2.92,2026-03-26,current
NL0012969182,"AQR Capital Management, LLC",Adyen N.V.,0.8,2026-03-25,current
JE00BRX98089,"AQR Capital Management, LLC",CVC Capital Partners plc,0.5,2026-03-25,current
NL0015002MS2,GLG Partners LP,The Magnum Ice Cream Company N.V.,0.6,2026-03-25,current
CH1216478797,Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,0.82,2026-03-25,current
NL0010801007,JPMorgan Asset Management (UK) Ltd.,IMCD N.V.,0.56,2026-03-24,current
NL0010391025,Lazard Asset Management LLC,Pharming Group N.V.,1.14,2026-03-24,current
NL0000379121,Marshall Wace LLP,Randstad N.V.,0.91,2026-03-24,current
NL0011821392,Marshall Wace LLP,Signify N.V.,2.0,2026-03-24,current
NL0015002MS2,Marshall Wace LLP,The Magnum Ice Cream Company N.V.,1.6,2026-03-24,current
NL0010801007,"PDT Partners, LLC",IMCD N.V.,0.9,2026-03-24,current
JE00BRX98089,Qube Research & Technologies Ltd.,CVC Capital Partners plc,0.81,2026-03-24,current
LU2290522684,"Two Sigma Investments, LP",InPost S.A.,1.44,2026-03-24,current
CY0200751713,"Two Sigma Investments, LP",Theon International Plc,0.6,2026-03-24,current
NL0012817175,Voleon Capital Management LP,Alfen N.V.,2.0,2026-03-24,current
NL0012969182,"AQR Capital Management, LLC",Adyen N.V.,0.72,2026-03-23,current
NL0010801007,"Arrowstreet Capital, Limited Partnership",IMCD N.V.,1.01,2026-03-23,current
NL0011821392,"BlackRock Financial Management, Inc.",Signify N.V.,0.6,2026-03-23,current
NL0011821392,Citadel Advisors LLC,Signify N.V.,2.3,2026-03-23,current
NL0009739416,"D. E. Shaw & Co., L.P.",PostNL N.V.,0.69,2026-03-23,current
NL0015002MS2,GLG Partners LP,The Magnum Ice Cream Company N.V.,0.51,2026-03-23,current
NL0009739416,Marshall Wace LLP,PostNL N.V.,0.7,2026-03-23,current
CY0200751713,Qube Research & Technologies Ltd.,Theon International Plc,1.01,2026-03-23,current
NL0006237562,Squarepoint Ops LLC,ARCADIS N.V.,1.05,2026-03-23,current
LU2290522684,"Two Sigma Investments, LP",InPost S.A.,1.36,2026-03-23,current
NL0011821392,"BlackRock Financial Management, Inc.",Signify N.V.,0.58,2026-03-20,current
NL0012969182,Capital Fund Management S.A.,Adyen N.V.,0.7,2026-03-20,current
CH1216478797,Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,0.75,2026-03-20,current
NL0000379121,Marshall Wace LLP,Randstad N.V.,0.83,2026-03-20,current
NL0015002MS2,Marshall Wace LLP,The Magnum Ice Cream Company N.V.,1.52,2026-03-20,current
CY0200751713,Qube Research & Technologies Ltd.,Theon International Plc,0.99,2026-03-20,current
NL0010801007,"Two Sigma Investments, LP",IMCD N.V.,0.81,2026-03-20,current
LU2290522684,"Two Sigma Investments, LP",InPost S.A.,1.26,2026-03-20,current
NL0013267909,AKO Capital LLP,Akzo Nobel N.V.,1.31,2026-03-19,current
NL0006237562,"AQR Capital Management, LLC",ARCADIS N.V.,0.8,2026-03-19,current
JE00BRX98089,Marshall Wace LLP,CVC Capital Partners plc,0.6,2026-03-19,current
NL0000379121,Marshall Wace LLP,Randstad N.V.,0.73,2026-03-19,current
NL0015002MS2,Marshall Wace LLP,The Magnum Ice Cream Company N.V.,1.43,2026-03-19,current
NL0013332471,Winton Capital Management Limited,TomTom N.V.,0.61,2026-03-19,current
NL0012817175,"WorldQuant, LLC",Alfen N.V.,2.83,2026-03-19,current
NL0012969182,"AQR Capital Management, LLC",Adyen N.V.,0.6,2026-03-18,current
NL0013267909,"Empyrean Capital Overseas Master Fund, Ltd",Akzo Nobel N.V.,0.52,2026-03-18,current
CH1216478797,Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,0.87,2026-03-18,current
CY0200751713,Qube Research & Technologies Ltd.,Theon International Plc,0.57,2026-03-18,current
LU2290522684,"Two Sigma Investments, LP",InPost S.A.,1.11,2026-03-18,current
NL0012817175,Voleon Capital Management LP,Alfen N.V.,1.97,2026-03-18,current
NL0012817175,"WorldQuant, LLC",Alfen N.V.,2.98,2026-03-18,current
JE00BRX98089,Qube Research & Technologies Ltd.,CVC Capital Partners plc,0.71,2026-03-17,current
NL0015002MS2,Marshall Wace LLP,The Magnum Ice Cream Company N.V.,1.3,2026-03-16,current
NL0010801007,"PDT Partners, LLC",IMCD N.V.,0.8,2026-03-16,current
NL0012817175,"WorldQuant, LLC",Alfen N.V.,3.08,2026-03-16,current
NL0012969182,"AQR Capital Management, LLC",Adyen N.V.,0.52,2026-03-13,current
CH1216478797,Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,0.98,2026-03-13,current
JE00BRX98089,Marshall Wace LLP,CVC Capital Partners plc,0.52,2026-03-13,current
NL0000379121,Marshall Wace LLP,Randstad N.V.,0.61,2026-03-13,current
NL0012817175,"WorldQuant, LLC",Alfen N.V.,3.14,2026-03-13,current
NL0011821392,Canada Pension Plan Investment Board,Signify N.V.,0.65,2026-03-12,current
NL0010801007,JPMorgan Asset Management (UK) Ltd.,IMCD N.V.,0.64,2026-03-12,current
NL0006237562,Squarepoint Ops LLC,ARCADIS N.V.,1.1,2026-03-12,current
NL0011821392,Canada Pension Plan Investment Board,Signify N.V.,0.57,2026-03-11,current
NL0012969182,Capital Fund Management S.A.,Adyen N.V.,0.6,2026-03-11,current
NL0011821392,Citadel Advisors LLC,Signify N.V.,2.24,2026-03-11,current
