isin,position_holder,issuer_name,position_date,net_short_position,source
NL0000352565,Systematica Investments Limited,Fugro N.V.,2019-02-25,1.17,archive
NL0000334118,"WorldQuant, LLC",ASM International N.V.,2019-02-25,0.44,archive
NL0000337319,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,2019-02-25,0.45,archive
BE0003818359,"AQR Capital Management, LLC",Galapagos NV,2019-02-22,1.7,archive
NL0000360618,"AQR Capital Management, LLC",SBM Offshore N.V.,2019-02-22,2.37,archive
NL0010391025,Canada Pension Plan Investment Board,Pharming Group N.V.,2019-02-22,0.69,archive
NL0000352565,Citadel Advisors LLC,Fugro N.V.,2019-02-22,1.01,archive
NL0000352565,Citadel Europe LLP,Fugro N.V.,2019-02-22,2.84,archive
NL0000289213,"D. E. Shaw & Co., L.P.",Wereldhave N.V.,2019-02-22,0.89,archive
NL0006237562,Engadine Partners LLP,ARCADIS N.V.,2019-02-22,1.03,archive
NL0000289213,GAM Investment Management (Switzerland) Ltd. ? Lugano Branch,Wereldhave N.V.,2019-02-22,0.53,archive
NL0000337319,JPMorgan Asset Management (UK) Ltd.,Koninklijke BAM Groep N.V.,2019-02-22,0.46,archive
NL0000888691,Millennium International Management LP,AMG Critical Materials N.V.,2019-02-22,1.3,archive
NL0000289213,Millennium International Management LP,Wereldhave N.V.,2019-02-22,0.99,archive
NL0012866412,"WorldQuant, LLC",BE Semiconductor Industries N.V.,2019-02-22,0.51,archive
NL0000352565,"WorldQuant, LLC",Fugro N.V.,2019-02-22,0.53,archive
NL0000888691,AHL Partners LLP,AMG Critical Materials N.V.,2019-02-21,1.67,archive
BE0003818359,"AQR Capital Management, LLC",Galapagos NV,2019-02-21,1.69,archive
NL0010558797,"AQR Capital Management, LLC",OCI N.V.,2019-02-21,0.8,archive
NL0009739416,AXA Investment Managers Chorus Limited,PostNL N.V.,2019-02-21,0.58,archive
NL0010391025,Canada Pension Plan Investment Board,Pharming Group N.V.,2019-02-21,0.77,archive
NL0009739416,Capital Fund Management S.A.,PostNL N.V.,2019-02-21,1.11,archive
NL0000289213,"D. E. Shaw & Co., L.P.",Wereldhave N.V.,2019-02-21,0.9,archive
NL0000337319,Gladstone Capital Management LLP,Koninklijke BAM Groep N.V.,2019-02-21,1.3,archive
NL0010391025,"Great Point Partners, LLC",Pharming Group N.V.,2019-02-21,0.8,archive
NL0012866412,Jupiter Investment Management Limited,BE Semiconductor Industries N.V.,2019-02-21,1.68,archive
NL0011821392,Marshall Wace LLP,Signify N.V.,2019-02-21,1.19,archive
NL0000888691,Millennium Capital Partners LLP,AMG Critical Materials N.V.,2019-02-21,0.8,archive
NL0000352565,Voleon Capital Management LP,Fugro N.V.,2019-02-21,0.82,archive
NL0000334118,"WorldQuant, LLC",ASM International N.V.,2019-02-21,0.52,archive
BE0003818359,"AQR Capital Management, LLC",Galapagos NV,2019-02-20,1.7,archive
NL0006237562,BlackRock Investment Management (UK) Limited,ARCADIS N.V.,2019-02-20,0.47,archive
NL0010391025,Canada Pension Plan Investment Board,Pharming Group N.V.,2019-02-20,0.91,archive
NL0000352565,Citadel Europe LLP,Fugro N.V.,2019-02-20,2.7,archive
NL0000337319,Gladstone Capital Management LLP,Koninklijke BAM Groep N.V.,2019-02-20,1.48,archive
NL0000352565,HBK Investments LP,Fugro N.V.,2019-02-20,1.56,archive
NL0000337319,JPMorgan Asset Management (UK) Ltd.,Koninklijke BAM Groep N.V.,2019-02-20,0.57,archive
NL0000337319,Linden Advisors LP,Koninklijke BAM Groep N.V.,2019-02-20,0.35,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,2019-02-20,0.98,archive
NL0000888691,Millennium International Management LP,AMG Critical Materials N.V.,2019-02-20,1.1,archive
NL0000352565,Numeric Investors LLC,Fugro N.V.,2019-02-20,0.78,archive
NL0006237562,Polar Capital LLP,ARCADIS N.V.,2019-02-20,0.81,archive
NL0000337319,SFM UK Management LLP,Koninklijke BAM Groep N.V.,2019-02-20,1.11,archive
NL0000352565,Systematica Investments Limited,Fugro N.V.,2019-02-20,1.2,archive
NL0012866412,"WorldQuant, LLC",BE Semiconductor Industries N.V.,2019-02-20,0.44,archive
NL0000337319,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,2019-02-20,0.53,archive
NL0006237562,BlackRock Investment Management (UK) Limited,ARCADIS N.V.,2019-02-19,0.59,archive
NL0012866412,Jupiter Investment Management Limited,BE Semiconductor Industries N.V.,2019-02-19,1.77,archive
NL0009739416,Marshall Wace LLP,PostNL N.V.,2019-02-19,2.11,archive
NL0000888691,"PDT Partners, LLC",AMG Critical Materials N.V.,2019-02-19,0.51,archive
NL0000337319,SFM UK Management LLP,Koninklijke BAM Groep N.V.,2019-02-19,1.21,archive
NL0012866412,"WorldQuant, LLC",BE Semiconductor Industries N.V.,2019-02-19,0.56,archive
NL0009739416,"WorldQuant, LLC",PostNL N.V.,2019-02-19,0.45,archive
NL0006237562,BlackRock Investment Management (UK) Limited,ARCADIS N.V.,2019-02-18,0.6,archive
NL0000289213,Millennium International Management LP,Wereldhave N.V.,2019-02-18,1.09,archive
NL0000337319,SFM UK Management LLP,Koninklijke BAM Groep N.V.,2019-02-18,1.41,archive
NL0006237562,BlackRock Investment Management (UK) Limited,ARCADIS N.V.,2019-02-15,0.73,archive
NL0000352565,Citadel Advisors LLC,Fugro N.V.,2019-02-15,0.9,archive
NL0000352565,Citadel Europe LLP,Fugro N.V.,2019-02-15,2.61,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,2019-02-15,1.09,archive
NL0000289213,Marshall Wace LLP,Wereldhave N.V.,2019-02-15,1.6,archive
NL0000352565,Numeric Investors LLC,Fugro N.V.,2019-02-15,0.81,archive
NL0000352565,Sculptor Capital Management Europe Limited,Fugro N.V.,2019-02-15,1.57,archive
NL0009739416,"WorldQuant, LLC",PostNL N.V.,2019-02-15,0.55,archive
NL0006237562,AKO Capital LLP,ARCADIS N.V.,2019-02-14,0.3,archive
NL0006237562,BlackRock Investment Management (UK) Limited,ARCADIS N.V.,2019-02-14,0.89,archive
NL0000337319,Boldhaven Management LLP,Koninklijke BAM Groep N.V.,2019-02-14,0.49,archive
NL0012866412,"Connor, Clark & Lunn Investment Management Ltd.",BE Semiconductor Industries N.V.,2019-02-14,0.77,archive
NL0006237562,Engadine Partners LLP,ARCADIS N.V.,2019-02-14,0.91,archive
NL0011821392,Marshall Wace LLP,Signify N.V.,2019-02-14,1.28,archive
NL0006237562,Pelham Capital Ltd.,ARCADIS N.V.,2019-02-14,1.56,archive
NL0006237562,Polar Capital LLP,ARCADIS N.V.,2019-02-14,0.7,archive
LU0569974404,"Arrowstreet Capital, Limited Partnership",Aperam S.A.,2019-02-13,0.46,archive
NL0012866412,"Connor, Clark & Lunn Investment Management Ltd.",BE Semiconductor Industries N.V.,2019-02-13,0.8,archive
NL0000352565,HBK Investments LP,Fugro N.V.,2019-02-13,1.67,archive
NL0000352565,Jupiter Investment Management Limited,Fugro N.V.,2019-02-13,0.47,archive
NL0011279492,Marshall Wace LLP,Flow Traders Ltd.,2019-02-13,0.73,archive
NL0011821392,Marshall Wace LLP,Signify N.V.,2019-02-13,1.3,archive
NL0000352565,Systematica Investments Limited,Fugro N.V.,2019-02-13,1.1,archive
NL0000352565,Citadel Europe LLP,Fugro N.V.,2019-02-12,2.56,archive
NL0012866412,"Connor, Clark & Lunn Investment Management Ltd.",BE Semiconductor Industries N.V.,2019-02-12,0.79,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,2019-02-12,1.15,archive
NL0000888691,Millennium Capital Partners LLP,AMG Critical Materials N.V.,2019-02-12,0.72,archive
NL0000888691,Millennium International Management LP,AMG Critical Materials N.V.,2019-02-12,1.01,archive
NL0009739416,"WorldQuant, LLC",PostNL N.V.,2019-02-12,0.68,archive
NL0006237562,AKO Capital LLP,ARCADIS N.V.,2019-02-11,0.85,archive
NL0000289213,"D. E. Shaw & Co., L.P.",Wereldhave N.V.,2019-02-11,0.8,archive
NL0011821392,Lansdowne Partners (UK) LLP,Signify N.V.,2019-02-11,0.54,archive
NL0006237562,Marshall Wace Asia Limited,ARCADIS N.V.,2019-02-11,1.3,archive
NL0011279492,Marshall Wace LLP,Flow Traders Ltd.,2019-02-11,0.63,archive
NL0000289213,Marshall Wace LLP,Wereldhave N.V.,2019-02-11,1.53,archive
NL0000289213,Millennium International Management LP,Wereldhave N.V.,2019-02-11,1.12,archive
NL0006237562,ShadowFall Fund Limited,ARCADIS N.V.,2019-02-11,0.5,archive
NL0000289213,Wellington Management Company LLP,Wereldhave N.V.,2019-02-11,0.76,archive
NL0012866412,Jupiter Investment Management Limited,BE Semiconductor Industries N.V.,2019-02-09,1.88,archive
NL0000352565,Jupiter Investment Management Limited,Fugro N.V.,2019-02-09,0.57,archive
LU0569974404,"Arrowstreet Capital, Limited Partnership",Aperam S.A.,2019-02-08,0.57,archive
NL0000289213,"D. E. Shaw & Co., L.P.",Wereldhave N.V.,2019-02-08,0.92,archive
NL0011279492,Marshall Wace LLP,Flow Traders Ltd.,2019-02-08,0.54,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,2019-02-08,1.25,archive
NL0000352565,Systematica Investments Limited,Fugro N.V.,2019-02-08,1.01,archive
NL0006237562,TT International,ARCADIS N.V.,2019-02-08,0.49,archive
NL0000289213,Wellington Management Company LLP,Wereldhave N.V.,2019-02-08,0.67,archive
NL0000352565,Capital Fund Management S.A.,Fugro N.V.,2019-02-07,1.29,archive
NL0000352565,Citadel Europe LLP,Fugro N.V.,2019-02-07,2.64,archive
NL0000352565,HBK Investments LP,Fugro N.V.,2019-02-07,1.74,archive
NL0000888691,Millennium International Management LP,AMG Critical Materials N.V.,2019-02-07,0.94,archive
NL0006237562,TT International,ARCADIS N.V.,2019-02-07,0.5,archive
NL0009739416,"WorldQuant, LLC",PostNL N.V.,2019-02-07,0.79,archive
NL0010391025,"Connor, Clark & Lunn Investment Management Ltd.",Pharming Group N.V.,2019-02-06,0.61,archive
NL0000352565,Jupiter Investment Management Limited,Fugro N.V.,2019-02-06,0.66,archive
NL0000888691,Millennium Capital Partners LLP,AMG Critical Materials N.V.,2019-02-06,0.64,archive
NL0000352565,Numeric Investors LLC,Fugro N.V.,2019-02-06,0.7,archive
NL0011279492,Abaco Asset Management LLP,Flow Traders Ltd.,2019-02-05,0.49,archive
NL0009739416,AHL Partners LLP,PostNL N.V.,2019-02-05,1.03,archive
NL0009432491,"AQR Capital Management, LLC",Koninklijke Vopak N.V.,2019-02-05,1.28,archive
NL0000360618,"AQR Capital Management, LLC",SBM Offshore N.V.,2019-02-05,2.4,archive
LU0569974404,"Arrowstreet Capital, Limited Partnership",Aperam S.A.,2019-02-05,0.69,archive
NL0012866412,Jupiter Investment Management Limited,BE Semiconductor Industries N.V.,2019-02-05,1.97,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,2019-02-05,1.39,archive
NL0000888691,Millennium International Management LP,AMG Critical Materials N.V.,2019-02-05,0.89,archive
NL0012866412,"WorldQuant, LLC",BE Semiconductor Industries N.V.,2019-02-05,0.6,archive
NL0000888691,AHL Partners LLP,AMG Critical Materials N.V.,2019-02-04,1.79,archive
NL0009432491,"AQR Capital Management, LLC",Koninklijke Vopak N.V.,2019-02-04,1.3,archive
NL0000289213,Balyasny Asset Management LP,Wereldhave N.V.,2019-02-04,0.44,archive
NL0012866412,"Connor, Clark & Lunn Investment Management Ltd.",BE Semiconductor Industries N.V.,2019-02-04,0.89,archive
NL0000289213,GAM Investment Management (Switzerland) Ltd. ? Lugano Branch,Wereldhave N.V.,2019-02-04,0.61,archive
NL0011821392,Marshall Wace LLP,Signify N.V.,2019-02-04,1.25,archive
NL0000352565,Systematica Investments Limited,Fugro N.V.,2019-02-04,0.9,archive
NL0000352565,Voleon Capital Management LP,Fugro N.V.,2019-02-04,0.71,archive
NL0000352565,Citadel Europe LLP,Fugro N.V.,2019-02-01,2.51,archive
NL0000289213,GAM Investment Management (Switzerland) Ltd. ? Lugano Branch,Wereldhave N.V.,2019-02-01,0.57,archive
NL0006237562,Marshall Wace Asia Limited,ARCADIS N.V.,2019-02-01,1.28,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,2019-02-01,1.48,archive
NL0009739416,Marshall Wace LLP,PostNL N.V.,2019-02-01,2.08,archive
NL0000289213,Marshall Wace LLP,Wereldhave N.V.,2019-02-01,1.61,archive
NL0000337319,SFM UK Management LLP,Koninklijke BAM Groep N.V.,2019-02-01,1.51,archive
NL0000289213,"WorldQuant, LLC",Wereldhave N.V.,2019-02-01,0.48,archive
NL0000888691,AHL Partners LLP,AMG Critical Materials N.V.,2019-01-31,1.88,archive
NL0009432491,"AQR Capital Management, LLC",Koninklijke Vopak N.V.,2019-01-31,1.29,archive
NL0000289213,Balyasny Asset Management LP,Wereldhave N.V.,2019-01-31,0.56,archive
NL0000352565,Citadel Advisors LLC,Fugro N.V.,2019-01-31,0.8,archive
NL0000289213,"D. E. Shaw & Co., L.P.",Wereldhave N.V.,2019-01-31,0.64,archive
NL0000352565,JPMorgan Asset Management (UK) Ltd.,Fugro N.V.,2019-01-31,1.81,archive
NL0012866412,Jupiter Investment Management Limited,BE Semiconductor Industries N.V.,2019-01-31,2.05,archive
NL0000352565,Jupiter Investment Management Limited,Fugro N.V.,2019-01-31,0.78,archive
NL0000337319,SFM UK Management LLP,Koninklijke BAM Groep N.V.,2019-01-31,1.45,archive
NL0009739416,AHL Partners LLP,PostNL N.V.,2019-01-30,0.91,archive
NL0000289213,Balyasny Asset Management LP,Wereldhave N.V.,2019-01-30,0.71,archive
NL0009739416,Capital Fund Management S.A.,PostNL N.V.,2019-01-30,1.0,archive
NL0000289213,"D. E. Shaw & Co., L.P.",Wereldhave N.V.,2019-01-30,0.55,archive
NL0000352565,HBK Investments LP,Fugro N.V.,2019-01-30,1.68,archive
NL0012866412,Jupiter Investment Management Limited,BE Semiconductor Industries N.V.,2019-01-30,1.92,archive
NL0009739416,Marshall Wace LLP,PostNL N.V.,2019-01-30,2.1,archive
LU0569974404,"Arrowstreet Capital, Limited Partnership",Aperam S.A.,2019-01-29,0.78,archive
NL0000888691,"BlueMountain Capital Management, LLC",AMG Critical Materials N.V.,2019-01-29,0.49,archive
NL0000289213,"D. E. Shaw & Co., L.P.",Wereldhave N.V.,2019-01-29,0.6,archive
NL0000352565,Jupiter Investment Management Limited,Fugro N.V.,2019-01-29,0.86,archive
NL0011794037,Lansdowne Partners (UK) LLP,Koninklijke Ahold Delhaize N.V.,2019-01-29,0.78,archive
NL0009269109,Voleon Capital Management LP,Koninklijke Heijmans N.V.,2019-01-29,0.7,archive
NL0009739416,"WorldQuant, LLC",PostNL N.V.,2019-01-29,0.82,archive
NL0000289213,"WorldQuant, LLC",Wereldhave N.V.,2019-01-29,0.56,archive
NL0012866412,"Connor, Clark & Lunn Investment Management Ltd.",BE Semiconductor Industries N.V.,2019-01-28,0.99,archive
NL0000289213,"D. E. Shaw & Co., L.P.",Wereldhave N.V.,2019-01-28,0.58,archive
NL0011279492,"Lakewood Capital Management, LP",Flow Traders Ltd.,2019-01-28,0.9,archive
NL0011794037,Lansdowne Partners (UK) LLP,Koninklijke Ahold Delhaize N.V.,2019-01-28,0.8,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,2019-01-28,1.59,archive
NL0000888691,Millennium Capital Partners LLP,AMG Critical Materials N.V.,2019-01-28,0.51,archive
NL0009739416,"PDT Partners, LLC",PostNL N.V.,2019-01-28,0.5,archive
NL0012866412,Scopia Capital Management LP,BE Semiconductor Industries N.V.,2019-01-28,3.57,archive
NL0000352565,Systematica Investments Limited,Fugro N.V.,2019-01-28,0.81,archive
NL0000352565,Capital Fund Management S.A.,Fugro N.V.,2019-01-25,1.38,archive
NL0000289213,"D. E. Shaw & Co., L.P.",Wereldhave N.V.,2019-01-25,0.67,archive
NL0011821392,Engadine Partners LLP,Signify N.V.,2019-01-25,0.64,archive
NL0012866412,Jupiter Investment Management Limited,BE Semiconductor Industries N.V.,2019-01-25,1.88,archive
NL0011821392,Marshall Wace LLP,Signify N.V.,2019-01-25,1.39,archive
NL0000888691,Millennium International Management LP,AMG Critical Materials N.V.,2019-01-25,0.93,archive
NL0012866412,Scopia Capital Management LP,BE Semiconductor Industries N.V.,2019-01-25,3.46,archive
NL0006237562,TT International,ARCADIS N.V.,2019-01-25,0.64,archive
NL0010391025,TT International,Pharming Group N.V.,2019-01-25,0.48,archive
NL0009739416,AHL Partners LLP,PostNL N.V.,2019-01-24,0.8,archive
NL0000360618,"AQR Capital Management, LLC",SBM Offshore N.V.,2019-01-24,2.31,archive
NL0010391025,"Connor, Clark & Lunn Investment Management Ltd.",Pharming Group N.V.,2019-01-24,0.51,archive
NL0000352565,HBK Investments LP,Fugro N.V.,2019-01-24,1.79,archive
NL0000352565,Jupiter Investment Management Limited,Fugro N.V.,2019-01-24,0.99,archive
NL0009739416,Marshall Wace LLP,PostNL N.V.,2019-01-24,2.09,archive
NL0010391025,TT International,Pharming Group N.V.,2019-01-24,0.69,archive
NL0000352565,Voleon Capital Management LP,Fugro N.V.,2019-01-24,0.68,archive
NL0012866412,"WorldQuant, LLC",BE Semiconductor Industries N.V.,2019-01-24,0.59,archive
NL0000352565,HBK Investments LP,Fugro N.V.,2019-01-23,1.8,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,2019-01-23,1.67,archive
NL0012866412,"WorldQuant, LLC",BE Semiconductor Industries N.V.,2019-01-23,0.6,archive
NL0000352565,JPMorgan Asset Management (UK) Ltd.,Fugro N.V.,2019-01-22,1.79,archive
NL0000352565,Jupiter Investment Management Limited,Fugro N.V.,2019-01-22,1.09,archive
NL0009739416,Jupiter Investment Management Limited,PostNL N.V.,2019-01-22,0.79,archive
NL0006237562,TT International,ARCADIS N.V.,2019-01-22,0.7,archive
NL0012866412,"WorldQuant, LLC",BE Semiconductor Industries N.V.,2019-01-22,0.59,archive
NL0000289213,Marshall Wace LLP,Wereldhave N.V.,2019-01-21,1.59,archive
NL0000888691,Millennium International Management LP,AMG Critical Materials N.V.,2019-01-21,0.82,archive
NL0000352565,Systematica Investments Limited,Fugro N.V.,2019-01-21,0.71,archive
NL0009739416,Capital Fund Management S.A.,PostNL N.V.,2019-01-18,0.9,archive
NL0000352565,Jupiter Investment Management Limited,Fugro N.V.,2019-01-18,1.15,archive
NL0009739416,Marshall Wace LLP,PostNL N.V.,2019-01-18,2.17,archive
NL0000289213,Millennium International Management LP,Wereldhave N.V.,2019-01-18,1.09,archive
NL0000352565,Numeric Investors LLC,Fugro N.V.,2019-01-18,0.6,archive
NL0010801007,TT International,IMCD N.V.,2019-01-18,0.48,archive
NL0000352565,Jupiter Investment Management Limited,Fugro N.V.,2019-01-17,1.23,archive
NL0011279492,"Lakewood Capital Management, LP",Flow Traders Ltd.,2019-01-17,0.8,archive
NL0009739416,Marshall Wace LLP,PostNL N.V.,2019-01-17,2.28,archive
NL0010558797,"AQR Capital Management, LLC",OCI N.V.,2019-01-16,0.79,archive
NL0000360618,"AQR Capital Management, LLC",SBM Offshore N.V.,2019-01-16,2.28,archive
NL0011279492,"Lakewood Capital Management, LP",Flow Traders Ltd.,2019-01-16,0.74,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,2019-01-16,1.79,archive
NL0000289213,Millennium International Management LP,Wereldhave N.V.,2019-01-16,1.1,archive
NL0000352565,Systematica Investments Limited,Fugro N.V.,2019-01-16,0.62,archive
NL0012866412,Jupiter Investment Management Limited,BE Semiconductor Industries N.V.,2019-01-15,1.99,archive
NL0011279492,"Lakewood Capital Management, LP",Flow Traders Ltd.,2019-01-15,0.68,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,2019-01-15,1.85,archive
NL0000888691,Millennium International Management LP,AMG Critical Materials N.V.,2019-01-15,0.72,archive
NL0000289213,Millennium International Management LP,Wereldhave N.V.,2019-01-15,1.09,archive
NL0012866412,"WorldQuant, LLC",BE Semiconductor Industries N.V.,2019-01-15,0.69,archive
NL0009739416,"WorldQuant, LLC",PostNL N.V.,2019-01-15,0.73,archive
LU0569974404,"Arrowstreet Capital, Limited Partnership",Aperam S.A.,2019-01-14,0.89,archive
NL0000352565,Capital Fund Management S.A.,Fugro N.V.,2019-01-14,1.49,archive
NL0012866412,Citadel Advisors II LLC,BE Semiconductor Industries N.V.,2019-01-14,0.49,archive
NL0000289213,"D. E. Shaw & Co., L.P.",Wereldhave N.V.,2019-01-14,0.77,archive
NL0011279492,"Lakewood Capital Management, LP",Flow Traders Ltd.,2019-01-14,0.58,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,2019-01-14,1.95,archive
NL0000289213,Marshall Wace LLP,Wereldhave N.V.,2019-01-14,1.61,archive
NL0000888691,Millennium International Management LP,AMG Critical Materials N.V.,2019-01-14,0.66,archive
NL0011279492,Abaco Asset Management LLP,Flow Traders Ltd.,2019-01-11,0.58,archive
BE0003818359,"AQR Capital Management, LLC",Galapagos NV,2019-01-11,1.69,archive
NL0000352565,Citadel Europe LLP,Fugro N.V.,2019-01-11,2.41,archive
NL0012866412,"Connor, Clark & Lunn Investment Management Ltd.",BE Semiconductor Industries N.V.,2019-01-11,1.09,archive
NL0006237562,Engadine Partners LLP,ARCADIS N.V.,2019-01-11,0.73,archive
NL0000352565,HBK Investments LP,Fugro N.V.,2019-01-11,1.7,archive
