isin,position_holder,issuer_name,position_date,net_short_position,source
NL0000360618,"AQR Capital Management, LLC",SBM Offshore N.V.,2019-04-23,1.48,archive
NL0011821392,ENA Investment Capital LLP,Signify N.V.,2019-04-23,0.74,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,2019-04-23,3.1,archive
NL0000888691,"Public Equity Partners Management, L.P.",AMG Critical Materials N.V.,2019-04-23,2.83,archive
NL0012866412,Scopia Capital Management LP,BE Semiconductor Industries N.V.,2019-04-23,3.15,archive
NL0010832176,AHL Partners LLP,argenx SE,2019-04-18,0.52,archive
NL0000352565,AHL Partners LLP,Fugro N.V.,2019-04-18,2.37,archive
NL0000289213,"Connor, Clark & Lunn Investment Management Ltd.",Wereldhave N.V.,2019-04-18,0.8,archive
NL0006237562,Engadine Partners LLP,ARCADIS N.V.,2019-04-18,0.87,archive
NL0000888691,"Hound Partners, LLC",AMG Critical Materials N.V.,2019-04-18,5.12,archive
NL0000888691,Jupiter Investment Management Limited,AMG Critical Materials N.V.,2019-04-18,0.91,archive
NL0011821392,Lansdowne Partners (UK) LLP,Signify N.V.,2019-04-18,0.45,archive
NL0006237562,Marshall Wace LLP,ARCADIS N.V.,2019-04-18,2.53,archive
NL0011279492,Marshall Wace LLP,Flow Traders Ltd.,2019-04-18,0.68,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,2019-04-18,2.95,archive
NL0000888691,Millennium International Management LP,AMG Critical Materials N.V.,2019-04-18,0.53,archive
NL0006237562,Polar Capital LLP,ARCADIS N.V.,2019-04-18,0.94,archive
NL0000888691,"Public Equity Partners Management, L.P.",AMG Critical Materials N.V.,2019-04-18,2.6,archive
NL0012866412,Scopia Capital Management LP,BE Semiconductor Industries N.V.,2019-04-18,3.24,archive
NL0000337319,Canada Pension Plan Investment Board,Koninklijke BAM Groep N.V.,2019-04-17,0.56,archive
BE0003818359,Citadel Advisors LLC,Galapagos NV,2019-04-17,0.82,archive
NL0000337319,Gladstone Capital Management LLP,Koninklijke BAM Groep N.V.,2019-04-17,0.68,archive
NL0000888691,"Hound Partners, LLC",AMG Critical Materials N.V.,2019-04-17,5.08,archive
NL0000888691,Jupiter Investment Management Limited,AMG Critical Materials N.V.,2019-04-17,0.85,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,2019-04-17,2.86,archive
FR0013326246,Numeric Investors LLC,Unibail-Rodamco-Westfield SE,2019-04-17,0.5,archive
NL0011279492,"Philadelphia Financial Management of San Francisco, LLC",Flow Traders Ltd.,2019-04-17,0.72,archive
NL0000888691,"Public Equity Partners Management, L.P.",AMG Critical Materials N.V.,2019-04-17,2.45,archive
NL0012866412,Scopia Capital Management LP,BE Semiconductor Industries N.V.,2019-04-17,3.34,archive
NL0000352565,Voleon Capital Management LP,Fugro N.V.,2019-04-17,0.59,archive
NL0000352565,"WorldQuant, LLC",Fugro N.V.,2019-04-17,0.93,archive
NL0009739416,AHL Partners LLP,PostNL N.V.,2019-04-16,1.51,archive
NL0010558797,"AQR Capital Management, LLC",OCI N.V.,2019-04-16,0.8,archive
NL0000289213,Capital Fund Management S.A.,Wereldhave N.V.,2019-04-16,0.5,archive
NL0010391025,"Connor, Clark & Lunn Investment Management Ltd.",Pharming Group N.V.,2019-04-16,0.82,archive
NL0012866412,CQS (UK) LLP,BE Semiconductor Industries N.V.,2019-04-16,0.8,archive
NL0000888691,"Eminence Capital, LP",AMG Critical Materials N.V.,2019-04-16,3.77,archive
NL0011821392,Engadine Partners LLP,Signify N.V.,2019-04-16,0.47,archive
NL0000289213,GSA Capital Partners LLP,Wereldhave N.V.,2019-04-16,0.5,archive
NL0000888691,"Hound Partners, LLC",AMG Critical Materials N.V.,2019-04-16,4.92,archive
NL0011821392,Marshall Wace LLP,Signify N.V.,2019-04-16,0.78,archive
NL0000888691,"Public Equity Partners Management, L.P.",AMG Critical Materials N.V.,2019-04-16,2.3,archive
NL0000352565,Sculptor Capital Management Europe Limited,Fugro N.V.,2019-04-16,1.59,archive
NL0000352565,Systematica Investments Limited,Fugro N.V.,2019-04-16,1.2,archive
NL0009269109,Voleon Capital Management LP,Koninklijke Heijmans N.V.,2019-04-16,0.75,archive
NL0009739416,AHL Partners LLP,PostNL N.V.,2019-04-15,1.49,archive
BE0003818359,"AQR Capital Management, LLC",Galapagos NV,2019-04-15,1.76,archive
NL0012866412,"Davidson Kempner European Partners, LLP",BE Semiconductor Industries N.V.,2019-04-15,1.02,archive
NL0000888691,Jupiter Investment Management Limited,AMG Critical Materials N.V.,2019-04-15,0.77,archive
NL0011821392,Lansdowne Partners (UK) LLP,Signify N.V.,2019-04-15,0.57,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,2019-04-15,2.72,archive
NL0000888691,"Public Equity Partners Management, L.P.",AMG Critical Materials N.V.,2019-04-15,2.14,archive
NL0012866412,Scopia Capital Management LP,BE Semiconductor Industries N.V.,2019-04-15,3.47,archive
NL0010391025,TT International,Pharming Group N.V.,2019-04-15,0.65,archive
NL0012866412,"WorldQuant, LLC",BE Semiconductor Industries N.V.,2019-04-15,0.81,archive
NL0000337319,Canada Pension Plan Investment Board,Koninklijke BAM Groep N.V.,2019-04-12,0.89,archive
NL0000289213,"D. E. Shaw & Co., L.P.",Wereldhave N.V.,2019-04-12,0.79,archive
NL0000888691,Jupiter Investment Management Limited,AMG Critical Materials N.V.,2019-04-12,0.68,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,2019-04-12,2.61,archive
NL0000289213,Marshall Wace LLP,Wereldhave N.V.,2019-04-12,1.67,archive
NL0000888691,"Public Equity Partners Management, L.P.",AMG Critical Materials N.V.,2019-04-12,2.06,archive
NL0012866412,Scopia Capital Management LP,BE Semiconductor Industries N.V.,2019-04-12,3.54,archive
NL0000352565,"WorldQuant, LLC",Fugro N.V.,2019-04-12,0.82,archive
NL0000289213,Adelphi Capital LLP,Wereldhave N.V.,2019-04-11,0.6,archive
NL0000352565,AHL Partners LLP,Fugro N.V.,2019-04-11,2.41,archive
NL0009432491,"AQR Capital Management, LLC",Koninklijke Vopak N.V.,2019-04-11,0.99,archive
NL0000360618,"AQR Capital Management, LLC",SBM Offshore N.V.,2019-04-11,1.57,archive
NL0006237562,Marshall Wace LLP,ARCADIS N.V.,2019-04-11,2.47,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,2019-04-11,2.51,archive
NL0009739416,Marshall Wace LLP,PostNL N.V.,2019-04-11,2.19,archive
NL0011821392,Marshall Wace LLP,Signify N.V.,2019-04-11,0.89,archive
NL0000888691,"Public Equity Partners Management, L.P.",AMG Critical Materials N.V.,2019-04-11,1.87,archive
NL0000352565,Sculptor Capital Management Europe Limited,Fugro N.V.,2019-04-11,1.6,archive
NL0011821392,Tower House Partners LLP,Signify N.V.,2019-04-11,0.71,archive
NL0000289213,Adelphi Capital LLP,Wereldhave N.V.,2019-04-10,0.53,archive
NL0009739416,AHL Partners LLP,PostNL N.V.,2019-04-10,1.5,archive
NL0000337319,Canada Pension Plan Investment Board,Koninklijke BAM Groep N.V.,2019-04-10,0.99,archive
NL0000888691,"Eminence Capital, LP",AMG Critical Materials N.V.,2019-04-10,3.52,archive
NL0000337319,Gladstone Capital Management LLP,Koninklijke BAM Groep N.V.,2019-04-10,0.87,archive
NL0000289213,GSA Capital Partners LLP,Wereldhave N.V.,2019-04-10,0.49,archive
NL0000888691,"Hound Partners, LLC",AMG Critical Materials N.V.,2019-04-10,4.63,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,2019-04-10,2.42,archive
NL0000888691,"Public Equity Partners Management, L.P.",AMG Critical Materials N.V.,2019-04-10,1.75,archive
NL0000888691,"Eminence Capital, LP",AMG Critical Materials N.V.,2019-04-09,3.36,archive
NL0000888691,"Hound Partners, LLC",AMG Critical Materials N.V.,2019-04-09,4.49,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,2019-04-09,2.35,archive
NL0011821392,Marshall Wace LLP,Signify N.V.,2019-04-09,0.97,archive
NL0000289213,Marshall Wace LLP,Wereldhave N.V.,2019-04-09,1.78,archive
NL0000888691,Millennium International Management LP,AMG Critical Materials N.V.,2019-04-09,0.49,archive
NL0000888691,"PDT Partners, LLC",AMG Critical Materials N.V.,2019-04-09,0.62,archive
NL0000888691,"Public Equity Partners Management, L.P.",AMG Critical Materials N.V.,2019-04-09,1.55,archive
NL0000352565,Voleon Capital Management LP,Fugro N.V.,2019-04-09,0.69,archive
NL0009739416,AHL Partners LLP,PostNL N.V.,2019-04-08,1.49,archive
BE0003818359,"AQR Capital Management, LLC",Galapagos NV,2019-04-08,1.69,archive
NL0000888691,"Hound Partners, LLC",AMG Critical Materials N.V.,2019-04-08,4.12,archive
NL0000888691,"Public Equity Partners Management, L.P.",AMG Critical Materials N.V.,2019-04-08,1.24,archive
NL0009739416,AHL Partners LLP,PostNL N.V.,2019-04-05,1.5,archive
NL0009739416,Capital Fund Management S.A.,PostNL N.V.,2019-04-05,1.51,archive
BE0003818359,Citadel Advisors LLC,Galapagos NV,2019-04-05,0.78,archive
NL0000337319,Gladstone Capital Management LLP,Koninklijke BAM Groep N.V.,2019-04-05,0.97,archive
NL0000352565,HBK Investments LP,Fugro N.V.,2019-04-05,1.57,archive
NL0000888691,"Hound Partners, LLC",AMG Critical Materials N.V.,2019-04-05,4.0,archive
NL0011279492,Marshall Wace LLP,Flow Traders Ltd.,2019-04-05,0.73,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,2019-04-05,2.2,archive
NL0000888691,"Public Equity Partners Management, L.P.",AMG Critical Materials N.V.,2019-04-05,0.97,archive
NL0000289213,"Woodson Capital Master Fund, LP",Wereldhave N.V.,2019-04-05,1.22,archive
NL0000360618,"AQR Capital Management, LLC",SBM Offshore N.V.,2019-04-04,1.69,archive
NL0000888691,"Hound Partners, LLC",AMG Critical Materials N.V.,2019-04-04,3.92,archive
NL0011821392,Marshall Wace LLP,Signify N.V.,2019-04-04,1.07,archive
NL0000289213,Marshall Wace LLP,Wereldhave N.V.,2019-04-04,1.89,archive
NL0000888691,Millennium International Management LP,AMG Critical Materials N.V.,2019-04-04,0.53,archive
NL0000888691,"Public Equity Partners Management, L.P.",AMG Critical Materials N.V.,2019-04-04,0.78,archive
NL0000337319,SFM UK Management LLP,Koninklijke BAM Groep N.V.,2019-04-04,0.19,archive
NL0009739416,AHL Partners LLP,PostNL N.V.,2019-04-03,1.49,archive
NL0000337319,AKO Capital LLP,Koninklijke BAM Groep N.V.,2019-04-03,1.0,archive
BE0003818359,Citadel Advisors LLC,Galapagos NV,2019-04-03,0.8,archive
NL0012866412,"Connor, Clark & Lunn Investment Management Ltd.",BE Semiconductor Industries N.V.,2019-04-03,0.79,archive
NL0012866412,"Davidson Kempner European Partners, LLP",BE Semiconductor Industries N.V.,2019-04-03,0.95,archive
NL0000888691,"Hound Partners, LLC",AMG Critical Materials N.V.,2019-04-03,3.8,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,2019-04-03,2.1,archive
NL0000888691,Millennium International Management LP,AMG Critical Materials N.V.,2019-04-03,0.48,archive
NL0000888691,"Public Equity Partners Management, L.P.",AMG Critical Materials N.V.,2019-04-03,0.65,archive
NL0000352565,Sculptor Capital Management Europe Limited,Fugro N.V.,2019-04-03,1.58,archive
NL0000352565,Voleon Capital Management LP,Fugro N.V.,2019-04-03,0.78,archive
NL0009739416,AHL Partners LLP,PostNL N.V.,2019-04-02,1.51,archive
NL0000337319,AKO Capital LLP,Koninklijke BAM Groep N.V.,2019-04-02,0.75,archive
NL0000888691,"Hound Partners, LLC",AMG Critical Materials N.V.,2019-04-02,3.21,archive
NL0000888691,Jupiter Investment Management Limited,AMG Critical Materials N.V.,2019-04-02,0.56,archive
NL0011279492,Marshall Wace LLP,Flow Traders Ltd.,2019-04-02,0.66,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,2019-04-02,2.03,archive
NL0009739416,Marshall Wace LLP,PostNL N.V.,2019-04-02,2.28,archive
NL0000888691,Millennium International Management LP,AMG Critical Materials N.V.,2019-04-02,0.55,archive
NL0000352565,"WorldQuant, LLC",Fugro N.V.,2019-04-02,0.78,archive
NL0000352565,AHL Partners LLP,Fugro N.V.,2019-04-01,2.32,archive
NL0000289213,"D. E. Shaw & Co., L.P.",Wereldhave N.V.,2019-04-01,0.89,archive
NL0000352565,HBK Investments LP,Fugro N.V.,2019-04-01,1.66,archive
NL0000888691,"Hound Partners, LLC",AMG Critical Materials N.V.,2019-04-01,3.08,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,2019-04-01,1.96,archive
NL0009739416,Marshall Wace LLP,PostNL N.V.,2019-04-01,2.3,archive
NL0000888691,Millennium Capital Partners LLP,AMG Critical Materials N.V.,2019-04-01,0.46,archive
NL0000352565,AHL Partners LLP,Fugro N.V.,2019-03-29,2.29,archive
NL0000360618,"AQR Capital Management, LLC",SBM Offshore N.V.,2019-03-29,1.77,archive
BE0003818359,Citadel Advisors LLC,Galapagos NV,2019-03-29,0.76,archive
NL0011821392,ENA Investment Capital LLP,Signify N.V.,2019-03-29,0.69,archive
NL0000289213,GAM Investment Management (Switzerland) Ltd. ? Lugano Branch,Wereldhave N.V.,2019-03-29,0.64,archive
NL0000888691,"Hound Partners, LLC",AMG Critical Materials N.V.,2019-03-29,2.7,archive
NL0011821392,Marshall Wace LLP,Signify N.V.,2019-03-29,1.19,archive
NL0012866412,Citadel Advisors II LLC,BE Semiconductor Industries N.V.,2019-03-28,0.47,archive
NL0000352565,HBK Investments LP,Fugro N.V.,2019-03-28,1.74,archive
NL0000888691,"Hound Partners, LLC",AMG Critical Materials N.V.,2019-03-28,2.37,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,2019-03-28,1.83,archive
NL0011821392,Marshall Wace LLP,Signify N.V.,2019-03-28,1.2,archive
NL0000888691,Millennium International Management LP,AMG Critical Materials N.V.,2019-03-28,0.79,archive
NL0006237562,Polar Capital LLP,ARCADIS N.V.,2019-03-28,1.03,archive
NL0009739416,Capital Fund Management S.A.,PostNL N.V.,2019-03-27,1.4,archive
NL0012866412,Citadel Advisors II LLC,BE Semiconductor Industries N.V.,2019-03-27,0.5,archive
NL0012866412,"Connor, Clark & Lunn Investment Management Ltd.",BE Semiconductor Industries N.V.,2019-03-27,0.8,archive
NL0011821392,Engadine Partners LLP,Signify N.V.,2019-03-27,0.59,archive
NL0000352565,HBK Investments LP,Fugro N.V.,2019-03-27,1.68,archive
NL0012866412,"WorldQuant, LLC",BE Semiconductor Industries N.V.,2019-03-27,0.7,archive
NL0000888691,"Hound Partners, LLC",AMG Critical Materials N.V.,2019-03-26,2.21,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,2019-03-26,1.71,archive
NL0011821392,Marshall Wace LLP,Signify N.V.,2019-03-26,1.19,archive
NL0006237562,Polar Capital LLP,ARCADIS N.V.,2019-03-26,0.94,archive
NL0012866412,Scopia Capital Management LP,BE Semiconductor Industries N.V.,2019-03-26,3.6,archive
NL0012866412,"Connor, Clark & Lunn Investment Management Ltd.",BE Semiconductor Industries N.V.,2019-03-25,0.79,archive
NL0000289213,"Connor, Clark & Lunn Investment Management Ltd.",Wereldhave N.V.,2019-03-25,0.7,archive
NL0000888691,"Eminence Capital, LP",AMG Critical Materials N.V.,2019-03-25,2.92,archive
NL0000289213,GSA Capital Partners LLP,Wereldhave N.V.,2019-03-25,0.51,archive
NL0000352565,HBK Investments LP,Fugro N.V.,2019-03-25,1.77,archive
NL0000888691,"Hound Partners, LLC",AMG Critical Materials N.V.,2019-03-25,2.11,archive
NL0011821392,Lansdowne Partners (UK) LLP,Signify N.V.,2019-03-25,0.61,archive
NL0011821392,Marshall Wace LLP,Signify N.V.,2019-03-25,1.2,archive
NL0000888691,Millennium Capital Partners LLP,AMG Critical Materials N.V.,2019-03-25,0.57,archive
NL0000888691,Millennium International Management LP,AMG Critical Materials N.V.,2019-03-25,0.89,archive
NL0011279492,"Philadelphia Financial Management of San Francisco, LLC",Flow Traders Ltd.,2019-03-25,0.88,archive
NL0000352565,Sculptor Capital Management Europe Limited,Fugro N.V.,2019-03-25,1.6,archive
NL0000352565,"WorldQuant, LLC",Fugro N.V.,2019-03-25,0.82,archive
NL0000352565,AHL Partners LLP,Fugro N.V.,2019-03-22,2.31,archive
NL0000360618,"AQR Capital Management, LLC",SBM Offshore N.V.,2019-03-22,1.87,archive
NL0000289213,"Connor, Clark & Lunn Investment Management Ltd.",Wereldhave N.V.,2019-03-22,0.69,archive
NL0000352565,HBK Investments LP,Fugro N.V.,2019-03-22,1.67,archive
NL0000888691,"Hound Partners, LLC",AMG Critical Materials N.V.,2019-03-22,2.04,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,2019-03-22,1.62,archive
NL0009432491,"AQR Capital Management, LLC",Koninklijke Vopak N.V.,2019-03-21,1.08,archive
NL0000289213,"Connor, Clark & Lunn Investment Management Ltd.",Wereldhave N.V.,2019-03-21,0.7,archive
NL0000337319,Gladstone Capital Management LLP,Koninklijke BAM Groep N.V.,2019-03-21,1.08,archive
NL0000888691,"Hound Partners, LLC",AMG Critical Materials N.V.,2019-03-21,1.9,archive
NL0000888691,Millennium International Management LP,AMG Critical Materials N.V.,2019-03-21,0.97,archive
NL0012866412,"WorldQuant, LLC",BE Semiconductor Industries N.V.,2019-03-21,0.6,archive
NL0000888691,AHL Partners LLP,AMG Critical Materials N.V.,2019-03-20,1.38,archive
NL0000337319,Gladstone Capital Management LLP,Koninklijke BAM Groep N.V.,2019-03-20,1.12,archive
NL0000888691,"Hound Partners, LLC",AMG Critical Materials N.V.,2019-03-20,1.82,archive
NL0009739416,Marshall Wace LLP,PostNL N.V.,2019-03-20,2.41,archive
NL0000289213,Millennium International Management LP,Wereldhave N.V.,2019-03-20,0.89,archive
NL0012866412,"WorldQuant, LLC",BE Semiconductor Industries N.V.,2019-03-20,0.59,archive
NL0000360618,"AQR Capital Management, LLC",SBM Offshore N.V.,2019-03-19,1.98,archive
NL0006237562,Engadine Partners LLP,ARCADIS N.V.,2019-03-19,0.99,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,2019-03-19,1.5,archive
NL0000352565,"WorldQuant, LLC",Fugro N.V.,2019-03-19,0.79,archive
NL0000888691,AHL Partners LLP,AMG Critical Materials N.V.,2019-03-18,1.46,archive
NL0009739416,Capital Fund Management S.A.,PostNL N.V.,2019-03-18,1.3,archive
NL0000888691,"Hound Partners, LLC",AMG Critical Materials N.V.,2019-03-18,1.74,archive
NL0012866412,Jupiter Investment Management Limited,BE Semiconductor Industries N.V.,2019-03-18,1.71,archive
NL0006237562,ShadowFall Fund Limited,ARCADIS N.V.,2019-03-18,0.13,archive
NL0012866412,"WorldQuant, LLC",BE Semiconductor Industries N.V.,2019-03-18,0.68,archive
NL0000888691,"Hound Partners, LLC",AMG Critical Materials N.V.,2019-03-15,1.62,archive
NL0000888691,Jupiter Investment Management Limited,AMG Critical Materials N.V.,2019-03-15,0.62,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,2019-03-15,1.42,archive
NL0000289213,Marshall Wace LLP,Wereldhave N.V.,2019-03-15,1.93,archive
NL0011279492,"Philadelphia Financial Management of San Francisco, LLC",Flow Traders Ltd.,2019-03-15,0.78,archive
NL0010391025,TT International,Pharming Group N.V.,2019-03-15,0.52,archive
NL0012866412,"WorldQuant, LLC",BE Semiconductor Industries N.V.,2019-03-15,0.75,archive
NL0000352565,"WorldQuant, LLC",Fugro N.V.,2019-03-15,0.8,archive
NL0009739416,AHL Partners LLP,PostNL N.V.,2019-03-14,1.42,archive
NL0000337319,Gladstone Capital Management LLP,Koninklijke BAM Groep N.V.,2019-03-14,1.26,archive
NL0000888691,"Hound Partners, LLC",AMG Critical Materials N.V.,2019-03-14,1.34,archive
NL0000352565,Systematica Investments Limited,Fugro N.V.,2019-03-14,1.1,archive
NL0000352565,"WorldQuant, LLC",Fugro N.V.,2019-03-14,0.79,archive
NL0000352565,AHL Partners LLP,Fugro N.V.,2019-03-13,2.2,archive
NL0000360618,"AQR Capital Management, LLC",SBM Offshore N.V.,2019-03-13,2.07,archive
NL0000337319,Gladstone Capital Management LLP,Koninklijke BAM Groep N.V.,2019-03-13,1.31,archive
NL0000888691,Jupiter Investment Management Limited,AMG Critical Materials N.V.,2019-03-13,0.54,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,2019-03-13,1.32,archive
NL0012866412,"WorldQuant, LLC",BE Semiconductor Industries N.V.,2019-03-13,0.61,archive
NL0000352565,HBK Investments LP,Fugro N.V.,2019-03-12,1.59,archive
NL0000888691,"Hound Partners, LLC",AMG Critical Materials N.V.,2019-03-12,1.2,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,2019-03-12,1.25,archive
NL0000289213,Marshall Wace LLP,Wereldhave N.V.,2019-03-12,1.82,archive
NL0012866412,"WorldQuant, LLC",BE Semiconductor Industries N.V.,2019-03-12,0.56,archive
NL0000352565,HBK Investments LP,Fugro N.V.,2019-03-11,1.62,archive
NL0000888691,"Hound Partners, LLC",AMG Critical Materials N.V.,2019-03-11,1.12,archive
NL0000888691,Millennium International Management LP,AMG Critical Materials N.V.,2019-03-11,1.09,archive
NL0000289213,Toscafund Asset Management LLP,Wereldhave N.V.,2019-03-11,0.71,archive
NL0000352565,AHL Partners LLP,Fugro N.V.,2019-03-08,2.14,archive
NL0009739416,"BlackRock Institutional Trust Company, National Association",PostNL N.V.,2019-03-08,0.48,archive
NL0009739416,Capital Fund Management S.A.,PostNL N.V.,2019-03-08,1.21,archive
NL0000352565,HBK Investments LP,Fugro N.V.,2019-03-08,1.72,archive
NL0000888691,"Hound Partners, LLC",AMG Critical Materials N.V.,2019-03-08,0.94,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,2019-03-08,1.13,archive
NL0009739416,Marshall Wace LLP,PostNL N.V.,2019-03-08,2.31,archive
NL0000337319,SFM UK Management LLP,Koninklijke BAM Groep N.V.,2019-03-08,0.57,archive
NL0000352565,AHL Partners LLP,Fugro N.V.,2019-03-07,2.04,archive
NL0000360618,"AQR Capital Management, LLC",SBM Offshore N.V.,2019-03-07,2.18,archive
NL0000888691,"Hound Partners, LLC",AMG Critical Materials N.V.,2019-03-07,0.71,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,2019-03-07,1.03,archive
NL0000888691,Millennium Capital Partners LLP,AMG Critical Materials N.V.,2019-03-07,0.64,archive
NL0011279492,"Philadelphia Financial Management of San Francisco, LLC",Flow Traders Ltd.,2019-03-07,0.67,archive
NL0000337319,SFM UK Management LLP,Koninklijke BAM Groep N.V.,2019-03-07,0.75,archive
NL0000352565,Voleon Capital Management LP,Fugro N.V.,2019-03-07,0.8,archive
NL0009739416,AHL Partners LLP,PostNL N.V.,2019-03-06,1.31,archive
NL0009739416,"BlackRock Institutional Trust Company, National Association",PostNL N.V.,2019-03-06,0.54,archive
NL0000352565,HBK Investments LP,Fugro N.V.,2019-03-06,1.6,archive
NL0000888691,"Hound Partners, LLC",AMG Critical Materials N.V.,2019-03-06,0.54,archive
NL0009739416,Jupiter Investment Management Limited,PostNL N.V.,2019-03-06,0.44,archive
NL0009739416,Marshall Wace LLP,PostNL N.V.,2019-03-06,2.22,archive
NL0000289213,"D. E. Shaw & Co., L.P.",Wereldhave N.V.,2019-03-05,0.93,archive
NL0000888691,"Eminence Capital, LP",AMG Critical Materials N.V.,2019-03-05,2.78,archive
NL0000352565,Numeric Investors LLC,Fugro N.V.,2019-03-05,0.42,archive
NL0011279492,"Philadelphia Financial Management of San Francisco, LLC",Flow Traders Ltd.,2019-03-05,0.54,archive
NL0000337319,SFM UK Management LLP,Koninklijke BAM Groep N.V.,2019-03-05,0.98,archive
NL0000352565,Systematica Investments Limited,Fugro N.V.,2019-03-05,1.06,archive
NL0012866412,"WorldQuant, LLC",BE Semiconductor Industries N.V.,2019-03-05,0.49,archive
NL0009432491,"AQR Capital Management, LLC",Koninklijke Vopak N.V.,2019-03-04,1.19,archive
NL0009739416,AXA Investment Managers Chorus Limited,PostNL N.V.,2019-03-04,0.49,archive
NL0009739416,"BlackRock Institutional Trust Company, National Association",PostNL N.V.,2019-03-04,0.61,archive
NL0000888691,"Eminence Capital, LP",AMG Critical Materials N.V.,2019-03-04,2.54,archive
NL0010391025,"Great Point Partners, LLC",Pharming Group N.V.,2019-03-04,1.31,archive
NL0000352565,HBK Investments LP,Fugro N.V.,2019-03-04,1.58,archive
NL0009739416,Jupiter Investment Management Limited,PostNL N.V.,2019-03-04,0.58,archive
NL0000888691,Millennium International Management LP,AMG Critical Materials N.V.,2019-03-04,1.17,archive
NL0000352565,Numeric Investors LLC,Fugro N.V.,2019-03-04,0.51,archive
NL0000337319,SFM UK Management LLP,Koninklijke BAM Groep N.V.,2019-03-04,1.08,archive
NL0010558797,"AQR Capital Management, LLC",OCI N.V.,2019-03-01,0.79,archive
NL0000337319,Gladstone Capital Management LLP,Koninklijke BAM Groep N.V.,2019-03-01,1.4,archive
NL0010391025,"Great Point Partners, LLC",Pharming Group N.V.,2019-03-01,1.02,archive
NL0009739416,Jupiter Investment Management Limited,PostNL N.V.,2019-03-01,0.65,archive
NL0009739416,Marshall Wace LLP,PostNL N.V.,2019-03-01,2.11,archive
NL0011821392,Marshall Wace LLP,Signify N.V.,2019-03-01,1.19,archive
NL0000289213,Marshall Wace LLP,Wereldhave N.V.,2019-03-01,1.7,archive
NL0000352565,"WorldQuant, LLC",Fugro N.V.,2019-03-01,0.84,archive
NL0009739416,AHL Partners LLP,PostNL N.V.,2019-02-28,1.29,archive
NL0000360618,"AQR Capital Management, LLC",SBM Offshore N.V.,2019-02-28,2.29,archive
NL0009739416,"BlackRock Institutional Trust Company, National Association",PostNL N.V.,2019-02-28,0.76,archive
NL0010391025,"Great Point Partners, LLC",Pharming Group N.V.,2019-02-28,0.98,archive
NL0000352565,HBK Investments LP,Fugro N.V.,2019-02-28,1.61,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,2019-02-28,0.99,archive
NL0000888691,Millennium Capital Partners LLP,AMG Critical Materials N.V.,2019-02-28,0.73,archive
NL0000888691,Millennium International Management LP,AMG Critical Materials N.V.,2019-02-28,1.27,archive
NL0000352565,"WorldQuant, LLC",Fugro N.V.,2019-02-28,0.76,archive
NL0009739416,AHL Partners LLP,PostNL N.V.,2019-02-27,1.31,archive
NL0010391025,Canada Pension Plan Investment Board,Pharming Group N.V.,2019-02-27,0.38,archive
NL0000352565,HBK Investments LP,Fugro N.V.,2019-02-27,1.57,archive
NL0011821392,Marshall Wace LLP,Signify N.V.,2019-02-27,1.21,archive
NL0000352565,"WorldQuant, LLC",Fugro N.V.,2019-02-27,0.67,archive
NL0009739416,"BlackRock Institutional Trust Company, National Association",PostNL N.V.,2019-02-26,0.86,archive
NL0010391025,Canada Pension Plan Investment Board,Pharming Group N.V.,2019-02-26,0.55,archive
NL0000352565,HBK Investments LP,Fugro N.V.,2019-02-26,1.6,archive
NL0000352565,Voleon Capital Management LP,Fugro N.V.,2019-02-26,0.79,archive
NL0009269109,Voleon Capital Management LP,Koninklijke Heijmans N.V.,2019-02-26,0.81,archive
NL0000888691,AHL Partners LLP,AMG Critical Materials N.V.,2019-02-25,1.59,archive
NL0009739416,AHL Partners LLP,PostNL N.V.,2019-02-25,1.2,archive
NL0012866412,"Connor, Clark & Lunn Investment Management Ltd.",BE Semiconductor Industries N.V.,2019-02-25,0.8,archive
NL0000352565,HBK Investments LP,Fugro N.V.,2019-02-25,1.76,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,2019-02-25,1.05,archive
NL0009739416,Marshall Wace LLP,PostNL N.V.,2019-02-25,2.23,archive
NL0000352565,Numeric Investors LLC,Fugro N.V.,2019-02-25,0.69,archive
