position_date,isin,position_holder,issuer_name,net_short_position,source
2025-04-15,LU1598757687,Marshall Wace LLP,ArcelorMittal S.A.,0.88,archive
2025-04-15,NL0012817175,"PDT Partners, LLC",Alfen N.V.,1.97,archive
2025-04-15,NL0011872650,"PDT Partners, LLC",Basic-Fit N.V.,0.48,archive
2025-04-14,NL0013267909,"AQR Capital Management, LLC",Akzo Nobel N.V.,0.61,archive
2025-04-14,BE0003818359,Citadel Advisors LLC,Lakefront Biotherapeutics NV,0.58,archive
2025-04-14,NL0011872650,JPMorgan Asset Management (UK) Ltd.,Basic-Fit N.V.,1.62,archive
2025-04-14,BE0003818359,Marshall Wace LLP,Lakefront Biotherapeutics NV,0.49,archive
2025-04-14,BE0003818359,Qube Research & Technologies Ltd.,Lakefront Biotherapeutics NV,0.48,archive
2025-04-14,NL0009739416,"WorldQuant, LLC",PostNL N.V.,0.69,archive
2025-04-11,NL0012866412,"AQR Capital Management, LLC",BE Semiconductor Industries N.V.,0.59,archive
2025-04-11,NL0010801007,"AQR Capital Management, LLC",IMCD N.V.,0.59,archive
2025-04-11,NL0012866412,"Arrowstreet Capital, Limited Partnership",BE Semiconductor Industries N.V.,0.61,archive
2025-04-11,BMG3602E1084,Canada Pension Plan Investment Board,Flow Traders Ltd.,0.59,archive
2025-04-11,NL0012817175,Citadel Advisors LLC,Alfen N.V.,0.68,archive
2025-04-11,NL0009739416,GSA Capital Partners LLP,PostNL N.V.,0.7,archive
2025-04-11,NL0011872650,JPMorgan Asset Management (UK) Ltd.,Basic-Fit N.V.,1.57,archive
2025-04-11,LU1598757687,Marshall Wace LLP,ArcelorMittal S.A.,0.91,archive
2025-04-11,NL0010558797,Numeric Investors LLC,OCI N.V.,0.6,archive
2025-04-11,NL0009739416,"WorldQuant, LLC",PostNL N.V.,0.7,archive
2025-04-10,NL0013267909,AKO Capital LLP,Akzo Nobel N.V.,1.17,archive
2025-04-10,NL0012817175,Citadel Advisors LLC,Alfen N.V.,0.7,archive
2025-04-10,LU1598757687,Citadel Advisors LLC,ArcelorMittal S.A.,0.47,archive
2025-04-10,NL0012866412,"Connor, Clark & Lunn Investment Management Ltd.",BE Semiconductor Industries N.V.,0.57,archive
2025-04-10,NL00150003E1,Marshall Wace LLP,Fugro N.V.,0.59,archive
2025-04-10,NL0000379121,Marshall Wace LLP,Randstad N.V.,0.49,archive
2025-04-10,NL0011821392,Mirabella Financial Services LLP,Signify N.V.,0.59,archive
2025-04-10,NL0011794037,"Point72 Europe (London), LLP",Koninklijke Ahold Delhaize N.V.,0.5,archive
2025-04-10,NL0012866412,"WorldQuant, LLC",BE Semiconductor Industries N.V.,0.47,archive
2025-04-09,NL0012817175,"Arrowstreet Capital, Limited Partnership",Alfen N.V.,0.59,archive
2025-04-09,NL0012817175,Citadel Advisors LLC,Alfen N.V.,0.69,archive
2025-04-09,NL0012866412,"Connor, Clark & Lunn Investment Management Ltd.",BE Semiconductor Industries N.V.,0.6,archive
2025-04-09,NL0012817175,"D. E. Shaw & Co., L.P.",Alfen N.V.,1.66,archive
2025-04-09,NL00150003E1,Eleva Capital SAS,Fugro N.V.,0.58,archive
2025-04-09,NL00150003E1,Marshall Wace LLP,Fugro N.V.,0.67,archive
2025-04-09,NL0010558797,Marshall Wace LLP,OCI N.V.,0.49,archive
2025-04-09,NL0010391025,Millennium International Management LP,Pharming Group N.V.,3.02,archive
2025-04-09,NL0011794037,"Point72 Europe (London), LLP",Koninklijke Ahold Delhaize N.V.,0.45,archive
2025-04-08,NL0010391025,"Arrowstreet Capital, Limited Partnership",Pharming Group N.V.,0.6,archive
2025-04-08,NL0012817175,Citadel Advisors LLC,Alfen N.V.,0.73,archive
2025-04-08,NL00150003E1,Eleva Capital SAS,Fugro N.V.,0.8,archive
2025-04-08,NL00150003E1,Marshall Wace LLP,Fugro N.V.,0.82,archive
2025-04-08,NL0000852523,Marshall Wace LLP,TKH Group N.V.,0.8,archive
2025-04-08,NL0010776944,Numeric Investors LLC,Brunel International N.V.,0.46,archive
2025-04-08,NL0011872650,"PDT Partners, LLC",Basic-Fit N.V.,0.5,archive
2025-04-07,NL0013267909,AKO Capital LLP,Akzo Nobel N.V.,1.08,archive
2025-04-07,NL0013267909,"AQR Capital Management, LLC",Akzo Nobel N.V.,0.59,archive
2025-04-07,NL0015000IY2,"AQR Capital Management, LLC",Universal Music Group N.V.,0.49,archive
2025-04-07,NL0012866412,"Arrowstreet Capital, Limited Partnership",BE Semiconductor Industries N.V.,0.5,archive
2025-04-07,NL0012817175,Citadel Advisors LLC,Alfen N.V.,0.65,archive
2025-04-07,NL0013332471,Citadel Advisors LLC,TomTom N.V.,0.58,archive
2025-04-07,NL0011821392,Clean Energy Transition LLP,Signify N.V.,0.4,archive
2025-04-07,LU1598757687,Marshall Wace LLP,ArcelorMittal S.A.,0.86,archive
2025-04-07,NL0010391025,Millennium International Management LP,Pharming Group N.V.,2.9,archive
2025-04-07,NL0011872650,"PDT Partners, LLC",Basic-Fit N.V.,0.49,archive
2025-04-07,BE0003818359,Qube Research & Technologies Ltd.,Lakefront Biotherapeutics NV,0.5,archive
2025-04-07,NL0011872650,Walleye Capital LLC,Basic-Fit N.V.,0.5,archive
2025-04-04,NL0013267909,AKO Capital LLP,Akzo Nobel N.V.,1.2,archive
2025-04-04,BE0003818359,"Arrowstreet Capital, Limited Partnership",Lakefront Biotherapeutics NV,0.9,archive
2025-04-04,LU1598757687,Citadel Advisors LLC,ArcelorMittal S.A.,0.52,archive
2025-04-04,NL0013332471,Citadel Advisors LLC,TomTom N.V.,0.6,archive
2025-04-04,NL0011821392,Clean Energy Transition LLP,Signify N.V.,0.63,archive
2025-04-04,NL0012817175,"D. E. Shaw & Co., L.P.",Alfen N.V.,1.5,archive
2025-04-04,NL0000888691,"D. E. Shaw & Co., L.P.",AMG Critical Materials N.V.,0.73,archive
2025-04-04,NL00150003E1,Eleva Capital SAS,Fugro N.V.,0.9,archive
2025-04-04,LU1598757687,Marshall Wace LLP,ArcelorMittal S.A.,0.92,archive
2025-04-04,NL00150003E1,Marshall Wace LLP,Fugro N.V.,0.91,archive
2025-04-04,NL0000009082,Marshall Wace LLP,Koninklijke KPN N.V.,0.77,archive
2025-04-04,NL0012866412,Numeric Investors LLC,BE Semiconductor Industries N.V.,0.52,archive
2025-04-04,NL0012817175,"PDT Partners, LLC",Alfen N.V.,2.0,archive
2025-04-03,NL0013267909,AKO Capital LLP,Akzo Nobel N.V.,1.31,archive
2025-04-03,NL0015000IY2,"AQR Capital Management, LLC",Universal Music Group N.V.,0.5,archive
2025-04-03,BE0003818359,Citadel Advisors LLC,Lakefront Biotherapeutics NV,0.6,archive
2025-04-03,NL0012817175,"D. E. Shaw & Co., L.P.",Alfen N.V.,1.39,archive
2025-04-03,NL0011821392,Mirabella Financial Services LLP,Signify N.V.,0.64,archive
2025-04-03,NL0000888691,"PDT Partners, LLC",AMG Critical Materials N.V.,0.81,archive
2025-04-03,NL0012047823,Qube Research & Technologies Ltd.,Avantium N.V.,0.0,archive
2025-04-03,BE0003818359,Qube Research & Technologies Ltd.,Lakefront Biotherapeutics NV,0.47,archive
2025-04-03,NL0000852523,Qube Research & Technologies Ltd.,TKH Group N.V.,0.02,archive
2025-04-03,NL0012866412,"WorldQuant, LLC",BE Semiconductor Industries N.V.,0.5,archive
2025-04-02,NL0011872650,Acadian Asset Management LLC.,Basic-Fit N.V.,0.73,archive
2025-04-02,NL0011872643,"AQR Capital Management, LLC",ASR Nederland N.V.,0.69,archive
2025-04-02,NL0012817175,Citadel Advisors LLC,Alfen N.V.,0.79,archive
2025-04-02,NL0011872650,JPMorgan Asset Management (UK) Ltd.,Basic-Fit N.V.,1.44,archive
2025-04-02,NL0010558797,Marshall Wace LLP,OCI N.V.,0.59,archive
2025-04-02,NL0010558797,Numeric Investors LLC,OCI N.V.,0.53,archive
2025-04-02,NL0012817175,"PDT Partners, LLC",Alfen N.V.,1.9,archive
2025-04-02,NL0011872650,"PDT Partners, LLC",Basic-Fit N.V.,0.5,archive
2025-04-02,NL0012047823,Qube Research & Technologies Ltd.,Avantium N.V.,1.43,archive
2025-04-01,NL0011872650,Acadian Asset Management LLC.,Basic-Fit N.V.,0.68,archive
2025-04-01,NL0013267909,"AQR Capital Management, LLC",Akzo Nobel N.V.,0.6,archive
2025-04-01,NL0010391025,"Arrowstreet Capital, Limited Partnership",Pharming Group N.V.,0.59,archive
2025-04-01,NL0012817175,Citadel Advisors LLC,Alfen N.V.,0.83,archive
2025-04-01,NL0000852523,GLG Partners LP,TKH Group N.V.,0.5,archive
2025-04-01,NL0010776944,Numeric Investors LLC,Brunel International N.V.,0.5,archive
2025-04-01,NL0012047823,Qube Research & Technologies Ltd.,Avantium N.V.,1.59,archive
2025-03-31,NL0011872650,Acadian Asset Management LLC.,Basic-Fit N.V.,0.56,archive
2025-03-31,NL0000888691,Actus Ray Partners Limited,AMG Critical Materials N.V.,0.91,archive
2025-03-31,NL0013332471,Citadel Advisors LLC,TomTom N.V.,0.51,archive
2025-03-31,NL0012817175,"D. E. Shaw & Co., L.P.",Alfen N.V.,1.21,archive
2025-03-31,LU1598757687,Marshall Wace LLP,ArcelorMittal S.A.,0.81,archive
2025-03-31,NL0000009082,Marshall Wace LLP,Koninklijke KPN N.V.,0.8,archive
2025-03-31,NL0000009538,Marshall Wace LLP,Koninklijke Philips N.V.,0.48,archive
2025-03-31,NL0010558797,Marshall Wace LLP,OCI N.V.,0.67,archive
2025-03-28,NL0012817175,Citadel Advisors LLC,Alfen N.V.,0.95,archive
2025-03-28,BE0003818359,Citadel Advisors LLC,Lakefront Biotherapeutics NV,0.5,archive
2025-03-28,NL0000888691,"PDT Partners, LLC",AMG Critical Materials N.V.,0.7,archive
2025-03-28,NL0012817175,Spark Investment Management LLC,Alfen N.V.,0.56,archive
2025-03-28,NL0012866412,"WorldQuant, LLC",BE Semiconductor Industries N.V.,0.49,archive
2025-03-27,NL0012817175,"D. E. Shaw & Co., L.P.",Alfen N.V.,1.11,archive
2025-03-27,NL0000009082,Marshall Wace LLP,Koninklijke KPN N.V.,0.71,archive
2025-03-27,NL0000852523,Qube Research & Technologies Ltd.,TKH Group N.V.,0.7,archive
2025-03-27,NL0012866412,"WorldQuant, LLC",BE Semiconductor Industries N.V.,0.5,archive
2025-03-27,NL0009739416,"WorldQuant, LLC",PostNL N.V.,0.6,archive
2025-03-26,NL0013267909,AKO Capital LLP,Akzo Nobel N.V.,1.41,archive
2025-03-26,LU1598757687,Marshall Wace LLP,ArcelorMittal S.A.,0.7,archive
2025-03-26,NL0000379121,Marshall Wace LLP,Randstad N.V.,0.59,archive
2025-03-26,NL0012817175,"PDT Partners, LLC",Alfen N.V.,1.88,archive
2025-03-26,NL0012047823,Qube Research & Technologies Ltd.,Avantium N.V.,1.69,archive
2025-03-26,NL0012817175,Spark Investment Management LLC,Alfen N.V.,0.68,archive
2025-03-25,NL0010391025,"Arrowstreet Capital, Limited Partnership",Pharming Group N.V.,0.69,archive
2025-03-25,LU1598757687,Marshall Wace LLP,ArcelorMittal S.A.,0.69,archive
2025-03-25,NL00150003E1,Marshall Wace LLP,Fugro N.V.,0.8,archive
2025-03-25,LU2290522684,Marshall Wace LLP,InPost S.A.,0.88,archive
2025-03-25,NL0000009082,Marshall Wace LLP,Koninklijke KPN N.V.,0.64,archive
2025-03-25,NL0000009538,Marshall Wace LLP,Koninklijke Philips N.V.,0.57,archive
2025-03-25,NL0010558797,Marshall Wace LLP,OCI N.V.,0.78,archive
2025-03-25,NL0000379121,Marshall Wace LLP,Randstad N.V.,0.61,archive
2025-03-25,NL0015002AG2,Voleon Capital Management LP,Ebusco Holding N.V.,0.44,archive
2025-03-24,NL0000888691,"D. E. Shaw & Co., L.P.",AMG Critical Materials N.V.,0.6,archive
2025-03-24,NL0009739416,"D. E. Shaw & Co., L.P.",PostNL N.V.,0.49,archive
2025-03-24,LU2290522684,Marshall Wace LLP,InPost S.A.,0.9,archive
2025-03-24,NL0012817175,Millennium Capital Partners LLP,Alfen N.V.,0.46,archive
2025-03-24,NL0010391025,Millennium International Management LP,Pharming Group N.V.,2.88,archive
2025-03-24,NL0000852523,Qube Research & Technologies Ltd.,TKH Group N.V.,0.68,archive
2025-03-21,NL0012817175,Citadel Advisors LLC,Alfen N.V.,0.82,archive
2025-03-21,NL0010558797,Citadel Advisors LLC,OCI N.V.,0.49,archive
2025-03-21,NL0011821392,Clean Energy Transition LLP,Signify N.V.,0.71,archive
2025-03-21,LU1598757687,Marshall Wace LLP,ArcelorMittal S.A.,0.72,archive
2025-03-21,BE0003818359,Marshall Wace LLP,Lakefront Biotherapeutics NV,0.59,archive
2025-03-21,NL0012817175,Millennium International Management LP,Alfen N.V.,0.0,archive
2025-03-21,NL0000888691,Millennium International Management LP,AMG Critical Materials N.V.,0.09,archive
2025-03-21,NL0010391025,Millennium International Management LP,Pharming Group N.V.,2.9,archive
2025-03-21,NL0012047823,Qube Research & Technologies Ltd.,Avantium N.V.,1.79,archive
2025-03-20,NL0011872643,"AQR Capital Management, LLC",ASR Nederland N.V.,0.77,archive
2025-03-20,NL0010391025,"Arrowstreet Capital, Limited Partnership",Pharming Group N.V.,0.76,archive
2025-03-20,NL0000852523,Capital Fund Management S.A.,TKH Group N.V.,0.46,archive
2025-03-20,NL0012817175,Citadel Advisors LLC,Alfen N.V.,0.78,archive
2025-03-20,NL0012817175,Millennium International Management LP,Alfen N.V.,0.6,archive
2025-03-20,NL0009739416,"WorldQuant, LLC",PostNL N.V.,0.59,archive
2025-03-19,NL0012817175,"D. E. Shaw & Co., L.P.",Alfen N.V.,1.07,archive
2025-03-19,NL0000009538,Marshall Wace LLP,Koninklijke Philips N.V.,0.6,archive
2025-03-19,NL0010558797,Marshall Wace LLP,OCI N.V.,0.87,archive
2025-03-19,NL0000379121,Marshall Wace LLP,Randstad N.V.,0.51,archive
2025-03-19,NL0000852523,Marshall Wace LLP,TKH Group N.V.,0.72,archive
2025-03-19,NL0000888691,Millennium International Management LP,AMG Critical Materials N.V.,0.52,archive
2025-03-19,NL0010391025,Millennium International Management LP,Pharming Group N.V.,2.86,archive
2025-03-19,NL0012047823,Qube Research & Technologies Ltd.,Avantium N.V.,1.85,archive
2025-03-19,NL0015002AG2,Voleon Capital Management LP,Ebusco Holding N.V.,0.59,archive
2025-03-18,NL0000888691,Acadian Asset Management LLC.,AMG Critical Materials N.V.,1.21,archive
2025-03-18,NL0010391025,"Arrowstreet Capital, Limited Partnership",Pharming Group N.V.,0.87,archive
2025-03-18,NL0012866412,Canada Pension Plan Investment Board,BE Semiconductor Industries N.V.,1.02,archive
2025-03-18,NL0012817175,Citadel Advisors LLC,Alfen N.V.,0.8,archive
2025-03-18,NL0012866412,"D. E. Shaw & Co., L.P.",BE Semiconductor Industries N.V.,0.5,archive
2025-03-18,LU2290522684,Marshall Wace LLP,InPost S.A.,0.89,archive
2025-03-18,NL0000852523,Qube Research & Technologies Ltd.,TKH Group N.V.,0.71,archive
2025-03-18,NL0009739416,"WorldQuant, LLC",PostNL N.V.,0.6,archive
2025-03-17,NL0013267909,"AQR Capital Management, LLC",Akzo Nobel N.V.,0.51,archive
2025-03-17,NL0000852523,Capital Fund Management S.A.,TKH Group N.V.,0.5,archive
2025-03-17,NL0012817175,Citadel Advisors LLC,Alfen N.V.,0.7,archive
2025-03-17,NL0010558797,Citadel Advisors LLC,OCI N.V.,0.51,archive
2025-03-17,NL0012817175,"D. E. Shaw & Co., L.P.",Alfen N.V.,1.19,archive
2025-03-17,NL0010391025,"D. E. Shaw & Co., L.P.",Pharming Group N.V.,0.95,archive
2025-03-17,LU2290522684,Marshall Wace LLP,InPost S.A.,0.9,archive
2025-03-17,NL0009739416,Marshall Wace LLP,PostNL N.V.,0.69,archive
2025-03-17,NL0012817175,"PDT Partners, LLC",Alfen N.V.,1.96,archive
2025-03-17,NL0000888691,"PDT Partners, LLC",AMG Critical Materials N.V.,0.65,archive
2025-03-14,NL0012817175,Citadel Advisors LLC,Alfen N.V.,0.61,archive
2025-03-14,NL0012817175,"D. E. Shaw & Co., L.P.",Alfen N.V.,1.28,archive
2025-03-14,NL0000009082,Marshall Wace LLP,Koninklijke KPN N.V.,0.5,archive
2025-03-14,NL0000379121,Marshall Wace LLP,Randstad N.V.,0.49,archive
2025-03-14,NL0012817175,"PDT Partners, LLC",Alfen N.V.,2.01,archive
2025-03-14,NL0015002AG2,Voleon Capital Management LP,Ebusco Holding N.V.,0.68,archive
2025-03-14,NL0011872650,Wellington Management International Ltd.,Basic-Fit N.V.,0.57,archive
2025-03-13,NL0011872643,"AQR Capital Management, LLC",ASR Nederland N.V.,0.8,archive
2025-03-13,NL0000009082,Marshall Wace LLP,Koninklijke KPN N.V.,0.49,archive
2025-03-13,NL0000379121,Marshall Wace LLP,Randstad N.V.,0.5,archive
2025-03-13,NL0012817175,Millennium Capital Partners LLP,Alfen N.V.,0.58,archive
2025-03-13,NL0012817175,"PDT Partners, LLC",Alfen N.V.,2.11,archive
2025-03-13,NL0012817175,Spark Investment Management LLC,Alfen N.V.,0.74,archive
2025-03-12,NL0010801007,"AQR Capital Management, LLC",IMCD N.V.,0.61,archive
2025-03-12,NL0000888691,Citadel Advisors LLC,AMG Critical Materials N.V.,0.46,archive
2025-03-12,NL0011872650,JPMorgan Asset Management (UK) Ltd.,Basic-Fit N.V.,1.39,archive
2025-03-12,NL0000009082,Marshall Wace LLP,Koninklijke KPN N.V.,0.5,archive
2025-03-12,NL0012817175,Millennium Capital Partners LLP,Alfen N.V.,0.62,archive
2025-03-12,NL0010391025,Millennium International Management LP,Pharming Group N.V.,2.77,archive
2025-03-12,NL0012817175,"PDT Partners, LLC",Alfen N.V.,2.03,archive
2025-03-12,NL0000852523,Qube Research & Technologies Ltd.,TKH Group N.V.,0.69,archive
2025-03-11,NL0013267909,AKO Capital LLP,Akzo Nobel N.V.,1.37,archive
2025-03-11,NL0011872650,BlackRock Investment Management (UK) Limited,Basic-Fit N.V.,0.64,archive
2025-03-11,NL0015002AG2,Citadel Securities (Europe) Limited,Ebusco Holding N.V.,0.49,archive
2025-03-11,NL0000888691,"D. E. Shaw & Co., L.P.",AMG Critical Materials N.V.,0.51,archive
2025-03-11,NL0000852523,JPMorgan Asset Management (UK) Ltd.,TKH Group N.V.,0.46,archive
2025-03-11,LU1598757687,Marshall Wace LLP,ArcelorMittal S.A.,0.6,archive
2025-03-11,NL0000009538,Marshall Wace LLP,Koninklijke Philips N.V.,0.51,archive
2025-03-11,NL0010558797,Marshall Wace LLP,OCI N.V.,0.96,archive
2025-03-11,NL0012817175,Millennium Capital Partners LLP,Alfen N.V.,0.54,archive
2025-03-11,LU0569974404,Millennium Capital Partners LLP,Aperam S.A.,0.11,archive
2025-03-11,NL0010391025,Millennium International Management LP,Pharming Group N.V.,2.49,archive
2025-03-11,NL0012817175,"PDT Partners, LLC",Alfen N.V.,1.99,archive
2025-03-11,NL0000852523,Qube Research & Technologies Ltd.,TKH Group N.V.,0.7,archive
2025-03-11,NL0009739416,"WorldQuant, LLC",PostNL N.V.,0.52,archive
2025-03-10,NL0010558797,Citadel Advisors LLC,OCI N.V.,0.49,archive
2025-03-10,LU1598757687,Marshall Wace LLP,ArcelorMittal S.A.,0.59,archive
2025-03-10,NL00150003E1,Marshall Wace LLP,Fugro N.V.,0.71,archive
2025-03-10,NL0000009538,Marshall Wace LLP,Koninklijke Philips N.V.,0.48,archive
2025-03-10,NL0010558797,Marshall Wace LLP,OCI N.V.,1.0,archive
2025-03-10,NL0010391025,Millennium International Management LP,Pharming Group N.V.,2.25,archive
2025-03-10,NL0012817175,"PDT Partners, LLC",Alfen N.V.,2.02,archive
2025-03-10,NL0000888691,"PDT Partners, LLC",AMG Critical Materials N.V.,0.71,archive
2025-03-10,NL0012047823,Qube Research & Technologies Ltd.,Avantium N.V.,1.75,archive
2025-03-10,BE0003818359,Qube Research & Technologies Ltd.,Lakefront Biotherapeutics NV,1.2,archive
2025-03-07,NL0000888691,Citadel Advisors LLC,AMG Critical Materials N.V.,0.52,archive
2025-03-07,NL0012866412,"Connor, Clark & Lunn Investment Management Ltd.",BE Semiconductor Industries N.V.,0.5,archive
2025-03-07,NL0010391025,"D. E. Shaw & Co., L.P.",Pharming Group N.V.,1.0,archive
2025-03-07,NL0010391025,Millennium International Management LP,Pharming Group N.V.,2.48,archive
2025-03-06,NL0015002AG2,Citadel Securities (Europe) Limited,Ebusco Holding N.V.,0.56,archive
2025-03-06,NL0012817175,"D. E. Shaw & Co., L.P.",Alfen N.V.,1.38,archive
2025-03-06,NL0000888691,"D. E. Shaw & Co., L.P.",AMG Critical Materials N.V.,0.42,archive
2025-03-06,LU1598757687,Marshall Wace LLP,ArcelorMittal S.A.,0.61,archive
2025-03-06,NL0010391025,Millennium International Management LP,Pharming Group N.V.,2.57,archive
2025-03-06,NL0010776944,Numeric Investors LLC,Brunel International N.V.,0.48,archive
2025-03-06,NL0012817175,"PDT Partners, LLC",Alfen N.V.,1.94,archive
2025-03-06,NL0000888691,"PDT Partners, LLC",AMG Critical Materials N.V.,0.69,archive
2025-03-05,NL0012866412,"AQR Capital Management, LLC",BE Semiconductor Industries N.V.,0.6,archive
2025-03-05,NL0000888691,Citadel Advisors LLC,AMG Critical Materials N.V.,0.48,archive
2025-03-05,NL0013332471,Citadel Advisors LLC,TomTom N.V.,0.49,archive
2025-03-05,NL0015002AG2,Citadel Securities (Europe) Limited,Ebusco Holding N.V.,0.7,archive
2025-03-05,NL0010391025,"D. E. Shaw & Co., L.P.",Pharming Group N.V.,0.99,archive
2025-03-05,NL0000852523,Qube Research & Technologies Ltd.,TKH Group N.V.,0.65,archive
2025-03-04,NL0012817175,"Arrowstreet Capital, Limited Partnership",Alfen N.V.,0.61,archive
2025-03-04,NL0011872650,BlackRock Investment Management (UK) Limited,Basic-Fit N.V.,0.7,archive
2025-03-04,NL0013332471,Citadel Advisors LLC,TomTom N.V.,0.51,archive
2025-03-04,NL0000888691,"D. E. Shaw & Co., L.P.",AMG Critical Materials N.V.,0.59,archive
2025-03-04,NL0000852523,Marshall Wace LLP,TKH Group N.V.,0.65,archive
2025-03-04,NL0012817175,Millennium Capital Partners LLP,Alfen N.V.,0.39,archive
2025-03-04,NL0010391025,Millennium International Management LP,Pharming Group N.V.,2.67,archive
2025-03-04,NL0011821392,Mirabella Financial Services LLP,Signify N.V.,0.51,archive
2025-03-04,NL0012817175,"PDT Partners, LLC",Alfen N.V.,2.01,archive
2025-03-04,NL0000888691,"PDT Partners, LLC",AMG Critical Materials N.V.,0.84,archive
2025-03-04,NL0011794037,"Point72 Europe (London), LLP",Koninklijke Ahold Delhaize N.V.,0.54,archive
2025-03-04,NL0000852523,Qube Research & Technologies Ltd.,TKH Group N.V.,0.7,archive
2025-03-03,NL0000888691,"AQR Capital Management, LLC",AMG Critical Materials N.V.,0.48,archive
2025-03-03,NL0010801007,"AQR Capital Management, LLC",IMCD N.V.,0.51,archive
