position_date,isin,position_holder,issuer_name,net_short_position,source
2019-04-12,NL0000352565,"WorldQuant, LLC",Fugro N.V.,0.82,archive
2019-04-11,NL0000289213,Adelphi Capital LLP,Wereldhave N.V.,0.6,archive
2019-04-11,NL0000352565,AHL Partners LLP,Fugro N.V.,2.41,archive
2019-04-11,NL0009432491,"AQR Capital Management, LLC",Koninklijke Vopak N.V.,0.99,archive
2019-04-11,NL0000360618,"AQR Capital Management, LLC",SBM Offshore N.V.,1.57,archive
2019-04-11,NL0006237562,Marshall Wace LLP,ARCADIS N.V.,2.47,archive
2019-04-11,NL0000352565,Marshall Wace LLP,Fugro N.V.,2.51,archive
2019-04-11,NL0009739416,Marshall Wace LLP,PostNL N.V.,2.19,archive
2019-04-11,NL0011821392,Marshall Wace LLP,Signify N.V.,0.89,archive
2019-04-11,NL0000888691,"Public Equity Partners Management, L.P.",AMG Critical Materials N.V.,1.87,archive
2019-04-11,NL0000352565,Sculptor Capital Management Europe Limited,Fugro N.V.,1.6,archive
2019-04-11,NL0011821392,Tower House Partners LLP,Signify N.V.,0.71,archive
2019-04-10,NL0000289213,Adelphi Capital LLP,Wereldhave N.V.,0.53,archive
2019-04-10,NL0009739416,AHL Partners LLP,PostNL N.V.,1.5,archive
2019-04-10,NL0000337319,Canada Pension Plan Investment Board,Koninklijke BAM Groep N.V.,0.99,archive
2019-04-10,NL0000888691,"Eminence Capital, LP",AMG Critical Materials N.V.,3.52,archive
2019-04-10,NL0000337319,Gladstone Capital Management LLP,Koninklijke BAM Groep N.V.,0.87,archive
2019-04-10,NL0000289213,GSA Capital Partners LLP,Wereldhave N.V.,0.49,archive
2019-04-10,NL0000888691,"Hound Partners, LLC",AMG Critical Materials N.V.,4.63,archive
2019-04-10,NL0000352565,Marshall Wace LLP,Fugro N.V.,2.42,archive
2019-04-10,NL0000888691,"Public Equity Partners Management, L.P.",AMG Critical Materials N.V.,1.75,archive
2019-04-09,NL0000888691,"Eminence Capital, LP",AMG Critical Materials N.V.,3.36,archive
2019-04-09,NL0000888691,"Hound Partners, LLC",AMG Critical Materials N.V.,4.49,archive
2019-04-09,NL0000352565,Marshall Wace LLP,Fugro N.V.,2.35,archive
2019-04-09,NL0011821392,Marshall Wace LLP,Signify N.V.,0.97,archive
2019-04-09,NL0000289213,Marshall Wace LLP,Wereldhave N.V.,1.78,archive
2019-04-09,NL0000888691,Millennium International Management LP,AMG Critical Materials N.V.,0.49,archive
2019-04-09,NL0000888691,"PDT Partners, LLC",AMG Critical Materials N.V.,0.62,archive
2019-04-09,NL0000888691,"Public Equity Partners Management, L.P.",AMG Critical Materials N.V.,1.55,archive
2019-04-09,NL0000352565,Voleon Capital Management LP,Fugro N.V.,0.69,archive
2019-04-08,NL0009739416,AHL Partners LLP,PostNL N.V.,1.49,archive
2019-04-08,BE0003818359,"AQR Capital Management, LLC",Lakefront Biotherapeutics NV,1.69,archive
2019-04-08,NL0000888691,"Hound Partners, LLC",AMG Critical Materials N.V.,4.12,archive
2019-04-08,NL0000888691,"Public Equity Partners Management, L.P.",AMG Critical Materials N.V.,1.24,archive
2019-04-05,NL0009739416,AHL Partners LLP,PostNL N.V.,1.5,archive
2019-04-05,NL0009739416,Capital Fund Management S.A.,PostNL N.V.,1.51,archive
2019-04-05,BE0003818359,Citadel Advisors LLC,Lakefront Biotherapeutics NV,0.78,archive
2019-04-05,NL0000337319,Gladstone Capital Management LLP,Koninklijke BAM Groep N.V.,0.97,archive
2019-04-05,NL0000352565,HBK Investments LP,Fugro N.V.,1.57,archive
2019-04-05,NL0000888691,"Hound Partners, LLC",AMG Critical Materials N.V.,4.0,archive
2019-04-05,NL0011279492,Marshall Wace LLP,Flow Traders Ltd.,0.73,archive
2019-04-05,NL0000352565,Marshall Wace LLP,Fugro N.V.,2.2,archive
2019-04-05,NL0000888691,"Public Equity Partners Management, L.P.",AMG Critical Materials N.V.,0.97,archive
2019-04-05,NL0000289213,"Woodson Capital Master Fund, LP",Wereldhave N.V.,1.22,archive
2019-04-04,NL0000360618,"AQR Capital Management, LLC",SBM Offshore N.V.,1.69,archive
2019-04-04,NL0000888691,"Hound Partners, LLC",AMG Critical Materials N.V.,3.92,archive
2019-04-04,NL0011821392,Marshall Wace LLP,Signify N.V.,1.07,archive
2019-04-04,NL0000289213,Marshall Wace LLP,Wereldhave N.V.,1.89,archive
2019-04-04,NL0000888691,Millennium International Management LP,AMG Critical Materials N.V.,0.53,archive
2019-04-04,NL0000888691,"Public Equity Partners Management, L.P.",AMG Critical Materials N.V.,0.78,archive
2019-04-04,NL0000337319,SFM UK Management LLP,Koninklijke BAM Groep N.V.,0.19,archive
2019-04-03,NL0009739416,AHL Partners LLP,PostNL N.V.,1.49,archive
2019-04-03,NL0000337319,AKO Capital LLP,Koninklijke BAM Groep N.V.,1.0,archive
2019-04-03,BE0003818359,Citadel Advisors LLC,Lakefront Biotherapeutics NV,0.8,archive
2019-04-03,NL0012866412,"Connor, Clark & Lunn Investment Management Ltd.",BE Semiconductor Industries N.V.,0.79,archive
2019-04-03,NL0012866412,"Davidson Kempner European Partners, LLP",BE Semiconductor Industries N.V.,0.95,archive
2019-04-03,NL0000888691,"Hound Partners, LLC",AMG Critical Materials N.V.,3.8,archive
2019-04-03,NL0000352565,Marshall Wace LLP,Fugro N.V.,2.1,archive
2019-04-03,NL0000888691,Millennium International Management LP,AMG Critical Materials N.V.,0.48,archive
2019-04-03,NL0000888691,"Public Equity Partners Management, L.P.",AMG Critical Materials N.V.,0.65,archive
2019-04-03,NL0000352565,Sculptor Capital Management Europe Limited,Fugro N.V.,1.58,archive
2019-04-03,NL0000352565,Voleon Capital Management LP,Fugro N.V.,0.78,archive
2019-04-02,NL0009739416,AHL Partners LLP,PostNL N.V.,1.51,archive
2019-04-02,NL0000337319,AKO Capital LLP,Koninklijke BAM Groep N.V.,0.75,archive
2019-04-02,NL0000888691,"Hound Partners, LLC",AMG Critical Materials N.V.,3.21,archive
2019-04-02,NL0000888691,Jupiter Investment Management Limited,AMG Critical Materials N.V.,0.56,archive
2019-04-02,NL0011279492,Marshall Wace LLP,Flow Traders Ltd.,0.66,archive
2019-04-02,NL0000352565,Marshall Wace LLP,Fugro N.V.,2.03,archive
2019-04-02,NL0009739416,Marshall Wace LLP,PostNL N.V.,2.28,archive
2019-04-02,NL0000888691,Millennium International Management LP,AMG Critical Materials N.V.,0.55,archive
2019-04-02,NL0000352565,"WorldQuant, LLC",Fugro N.V.,0.78,archive
2019-04-01,NL0000352565,AHL Partners LLP,Fugro N.V.,2.32,archive
2019-04-01,NL0000289213,"D. E. Shaw & Co., L.P.",Wereldhave N.V.,0.89,archive
2019-04-01,NL0000352565,HBK Investments LP,Fugro N.V.,1.66,archive
2019-04-01,NL0000888691,"Hound Partners, LLC",AMG Critical Materials N.V.,3.08,archive
2019-04-01,NL0000352565,Marshall Wace LLP,Fugro N.V.,1.96,archive
2019-04-01,NL0009739416,Marshall Wace LLP,PostNL N.V.,2.3,archive
2019-04-01,NL0000888691,Millennium Capital Partners LLP,AMG Critical Materials N.V.,0.46,archive
2019-03-29,NL0000352565,AHL Partners LLP,Fugro N.V.,2.29,archive
2019-03-29,NL0000360618,"AQR Capital Management, LLC",SBM Offshore N.V.,1.77,archive
2019-03-29,BE0003818359,Citadel Advisors LLC,Lakefront Biotherapeutics NV,0.76,archive
2019-03-29,NL0011821392,ENA Investment Capital LLP,Signify N.V.,0.69,archive
2019-03-29,NL0000289213,GAM Investment Management (Switzerland) Ltd. ? Lugano Branch,Wereldhave N.V.,0.64,archive
2019-03-29,NL0000888691,"Hound Partners, LLC",AMG Critical Materials N.V.,2.7,archive
2019-03-29,NL0011821392,Marshall Wace LLP,Signify N.V.,1.19,archive
2019-03-28,NL0012866412,Citadel Advisors II LLC,BE Semiconductor Industries N.V.,0.47,archive
2019-03-28,NL0000352565,HBK Investments LP,Fugro N.V.,1.74,archive
2019-03-28,NL0000888691,"Hound Partners, LLC",AMG Critical Materials N.V.,2.37,archive
2019-03-28,NL0000352565,Marshall Wace LLP,Fugro N.V.,1.83,archive
2019-03-28,NL0011821392,Marshall Wace LLP,Signify N.V.,1.2,archive
2019-03-28,NL0000888691,Millennium International Management LP,AMG Critical Materials N.V.,0.79,archive
2019-03-28,NL0006237562,Polar Capital LLP,ARCADIS N.V.,1.03,archive
2019-03-27,NL0009739416,Capital Fund Management S.A.,PostNL N.V.,1.4,archive
2019-03-27,NL0012866412,Citadel Advisors II LLC,BE Semiconductor Industries N.V.,0.5,archive
2019-03-27,NL0012866412,"Connor, Clark & Lunn Investment Management Ltd.",BE Semiconductor Industries N.V.,0.8,archive
2019-03-27,NL0011821392,Engadine Partners LLP,Signify N.V.,0.59,archive
2019-03-27,NL0000352565,HBK Investments LP,Fugro N.V.,1.68,archive
2019-03-27,NL0012866412,"WorldQuant, LLC",BE Semiconductor Industries N.V.,0.7,archive
2019-03-26,NL0000888691,"Hound Partners, LLC",AMG Critical Materials N.V.,2.21,archive
2019-03-26,NL0000352565,Marshall Wace LLP,Fugro N.V.,1.71,archive
2019-03-26,NL0011821392,Marshall Wace LLP,Signify N.V.,1.19,archive
2019-03-26,NL0006237562,Polar Capital LLP,ARCADIS N.V.,0.94,archive
2019-03-26,NL0012866412,Scopia Capital Management LP,BE Semiconductor Industries N.V.,3.6,archive
2019-03-25,NL0012866412,"Connor, Clark & Lunn Investment Management Ltd.",BE Semiconductor Industries N.V.,0.79,archive
2019-03-25,NL0000289213,"Connor, Clark & Lunn Investment Management Ltd.",Wereldhave N.V.,0.7,archive
2019-03-25,NL0000888691,"Eminence Capital, LP",AMG Critical Materials N.V.,2.92,archive
2019-03-25,NL0000289213,GSA Capital Partners LLP,Wereldhave N.V.,0.51,archive
2019-03-25,NL0000352565,HBK Investments LP,Fugro N.V.,1.77,archive
2019-03-25,NL0000888691,"Hound Partners, LLC",AMG Critical Materials N.V.,2.11,archive
2019-03-25,NL0011821392,Lansdowne Partners (UK) LLP,Signify N.V.,0.61,archive
2019-03-25,NL0011821392,Marshall Wace LLP,Signify N.V.,1.2,archive
2019-03-25,NL0000888691,Millennium Capital Partners LLP,AMG Critical Materials N.V.,0.57,archive
2019-03-25,NL0000888691,Millennium International Management LP,AMG Critical Materials N.V.,0.89,archive
2019-03-25,NL0011279492,"Philadelphia Financial Management of San Francisco, LLC",Flow Traders Ltd.,0.88,archive
2019-03-25,NL0000352565,Sculptor Capital Management Europe Limited,Fugro N.V.,1.6,archive
2019-03-25,NL0000352565,"WorldQuant, LLC",Fugro N.V.,0.82,archive
2019-03-22,NL0000352565,AHL Partners LLP,Fugro N.V.,2.31,archive
2019-03-22,NL0000360618,"AQR Capital Management, LLC",SBM Offshore N.V.,1.87,archive
2019-03-22,NL0000289213,"Connor, Clark & Lunn Investment Management Ltd.",Wereldhave N.V.,0.69,archive
2019-03-22,NL0000352565,HBK Investments LP,Fugro N.V.,1.67,archive
2019-03-22,NL0000888691,"Hound Partners, LLC",AMG Critical Materials N.V.,2.04,archive
2019-03-22,NL0000352565,Marshall Wace LLP,Fugro N.V.,1.62,archive
2019-03-21,NL0009432491,"AQR Capital Management, LLC",Koninklijke Vopak N.V.,1.08,archive
2019-03-21,NL0000289213,"Connor, Clark & Lunn Investment Management Ltd.",Wereldhave N.V.,0.7,archive
2019-03-21,NL0000337319,Gladstone Capital Management LLP,Koninklijke BAM Groep N.V.,1.08,archive
2019-03-21,NL0000888691,"Hound Partners, LLC",AMG Critical Materials N.V.,1.9,archive
2019-03-21,NL0000888691,Millennium International Management LP,AMG Critical Materials N.V.,0.97,archive
2019-03-21,NL0012866412,"WorldQuant, LLC",BE Semiconductor Industries N.V.,0.6,archive
2019-03-20,NL0000888691,AHL Partners LLP,AMG Critical Materials N.V.,1.38,archive
2019-03-20,NL0000337319,Gladstone Capital Management LLP,Koninklijke BAM Groep N.V.,1.12,archive
2019-03-20,NL0000888691,"Hound Partners, LLC",AMG Critical Materials N.V.,1.82,archive
2019-03-20,NL0009739416,Marshall Wace LLP,PostNL N.V.,2.41,archive
2019-03-20,NL0000289213,Millennium International Management LP,Wereldhave N.V.,0.89,archive
2019-03-20,NL0012866412,"WorldQuant, LLC",BE Semiconductor Industries N.V.,0.59,archive
2019-03-19,NL0000360618,"AQR Capital Management, LLC",SBM Offshore N.V.,1.98,archive
2019-03-19,NL0006237562,Engadine Partners LLP,ARCADIS N.V.,0.99,archive
2019-03-19,NL0000352565,Marshall Wace LLP,Fugro N.V.,1.5,archive
2019-03-19,NL0000352565,"WorldQuant, LLC",Fugro N.V.,0.79,archive
2019-03-18,NL0000888691,AHL Partners LLP,AMG Critical Materials N.V.,1.46,archive
2019-03-18,NL0009739416,Capital Fund Management S.A.,PostNL N.V.,1.3,archive
2019-03-18,NL0000888691,"Hound Partners, LLC",AMG Critical Materials N.V.,1.74,archive
2019-03-18,NL0012866412,Jupiter Investment Management Limited,BE Semiconductor Industries N.V.,1.71,archive
2019-03-18,NL0006237562,ShadowFall Fund Limited,ARCADIS N.V.,0.13,archive
2019-03-18,NL0012866412,"WorldQuant, LLC",BE Semiconductor Industries N.V.,0.68,archive
2019-03-15,NL0000888691,"Hound Partners, LLC",AMG Critical Materials N.V.,1.62,archive
2019-03-15,NL0000888691,Jupiter Investment Management Limited,AMG Critical Materials N.V.,0.62,archive
2019-03-15,NL0000352565,Marshall Wace LLP,Fugro N.V.,1.42,archive
2019-03-15,NL0000289213,Marshall Wace LLP,Wereldhave N.V.,1.93,archive
2019-03-15,NL0011279492,"Philadelphia Financial Management of San Francisco, LLC",Flow Traders Ltd.,0.78,archive
2019-03-15,NL0010391025,TT International,Pharming Group N.V.,0.52,archive
2019-03-15,NL0012866412,"WorldQuant, LLC",BE Semiconductor Industries N.V.,0.75,archive
2019-03-15,NL0000352565,"WorldQuant, LLC",Fugro N.V.,0.8,archive
2019-03-14,NL0009739416,AHL Partners LLP,PostNL N.V.,1.42,archive
2019-03-14,NL0000337319,Gladstone Capital Management LLP,Koninklijke BAM Groep N.V.,1.26,archive
2019-03-14,NL0000888691,"Hound Partners, LLC",AMG Critical Materials N.V.,1.34,archive
2019-03-14,NL0000352565,Systematica Investments Limited,Fugro N.V.,1.1,archive
2019-03-14,NL0000352565,"WorldQuant, LLC",Fugro N.V.,0.79,archive
2019-03-13,NL0000352565,AHL Partners LLP,Fugro N.V.,2.2,archive
2019-03-13,NL0000360618,"AQR Capital Management, LLC",SBM Offshore N.V.,2.07,archive
2019-03-13,NL0000337319,Gladstone Capital Management LLP,Koninklijke BAM Groep N.V.,1.31,archive
2019-03-13,NL0000888691,Jupiter Investment Management Limited,AMG Critical Materials N.V.,0.54,archive
2019-03-13,NL0000352565,Marshall Wace LLP,Fugro N.V.,1.32,archive
2019-03-13,NL0012866412,"WorldQuant, LLC",BE Semiconductor Industries N.V.,0.61,archive
2019-03-12,NL0000352565,HBK Investments LP,Fugro N.V.,1.59,archive
2019-03-12,NL0000888691,"Hound Partners, LLC",AMG Critical Materials N.V.,1.2,archive
2019-03-12,NL0000352565,Marshall Wace LLP,Fugro N.V.,1.25,archive
2019-03-12,NL0000289213,Marshall Wace LLP,Wereldhave N.V.,1.82,archive
2019-03-12,NL0012866412,"WorldQuant, LLC",BE Semiconductor Industries N.V.,0.56,archive
2019-03-11,NL0000352565,HBK Investments LP,Fugro N.V.,1.62,archive
2019-03-11,NL0000888691,"Hound Partners, LLC",AMG Critical Materials N.V.,1.12,archive
2019-03-11,NL0000888691,Millennium International Management LP,AMG Critical Materials N.V.,1.09,archive
2019-03-11,NL0000289213,Toscafund Asset Management LLP,Wereldhave N.V.,0.71,archive
2019-03-08,NL0000352565,AHL Partners LLP,Fugro N.V.,2.14,archive
2019-03-08,NL0009739416,"BlackRock Institutional Trust Company, National Association",PostNL N.V.,0.48,archive
2019-03-08,NL0009739416,Capital Fund Management S.A.,PostNL N.V.,1.21,archive
2019-03-08,NL0000352565,HBK Investments LP,Fugro N.V.,1.72,archive
2019-03-08,NL0000888691,"Hound Partners, LLC",AMG Critical Materials N.V.,0.94,archive
2019-03-08,NL0000352565,Marshall Wace LLP,Fugro N.V.,1.13,archive
2019-03-08,NL0009739416,Marshall Wace LLP,PostNL N.V.,2.31,archive
2019-03-08,NL0000337319,SFM UK Management LLP,Koninklijke BAM Groep N.V.,0.57,archive
2019-03-07,NL0000352565,AHL Partners LLP,Fugro N.V.,2.04,archive
2019-03-07,NL0000360618,"AQR Capital Management, LLC",SBM Offshore N.V.,2.18,archive
2019-03-07,NL0000888691,"Hound Partners, LLC",AMG Critical Materials N.V.,0.71,archive
2019-03-07,NL0000352565,Marshall Wace LLP,Fugro N.V.,1.03,archive
2019-03-07,NL0000888691,Millennium Capital Partners LLP,AMG Critical Materials N.V.,0.64,archive
2019-03-07,NL0011279492,"Philadelphia Financial Management of San Francisco, LLC",Flow Traders Ltd.,0.67,archive
2019-03-07,NL0000337319,SFM UK Management LLP,Koninklijke BAM Groep N.V.,0.75,archive
2019-03-07,NL0000352565,Voleon Capital Management LP,Fugro N.V.,0.8,archive
2019-03-06,NL0009739416,AHL Partners LLP,PostNL N.V.,1.31,archive
2019-03-06,NL0009739416,"BlackRock Institutional Trust Company, National Association",PostNL N.V.,0.54,archive
2019-03-06,NL0000352565,HBK Investments LP,Fugro N.V.,1.6,archive
2019-03-06,NL0000888691,"Hound Partners, LLC",AMG Critical Materials N.V.,0.54,archive
2019-03-06,NL0009739416,Jupiter Investment Management Limited,PostNL N.V.,0.44,archive
2019-03-06,NL0009739416,Marshall Wace LLP,PostNL N.V.,2.22,archive
2019-03-05,NL0000289213,"D. E. Shaw & Co., L.P.",Wereldhave N.V.,0.93,archive
2019-03-05,NL0000888691,"Eminence Capital, LP",AMG Critical Materials N.V.,2.78,archive
2019-03-05,NL0000352565,Numeric Investors LLC,Fugro N.V.,0.42,archive
2019-03-05,NL0011279492,"Philadelphia Financial Management of San Francisco, LLC",Flow Traders Ltd.,0.54,archive
2019-03-05,NL0000337319,SFM UK Management LLP,Koninklijke BAM Groep N.V.,0.98,archive
2019-03-05,NL0000352565,Systematica Investments Limited,Fugro N.V.,1.06,archive
2019-03-05,NL0012866412,"WorldQuant, LLC",BE Semiconductor Industries N.V.,0.49,archive
2019-03-04,NL0009432491,"AQR Capital Management, LLC",Koninklijke Vopak N.V.,1.19,archive
2019-03-04,NL0009739416,AXA Investment Managers Chorus Limited,PostNL N.V.,0.49,archive
2019-03-04,NL0009739416,"BlackRock Institutional Trust Company, National Association",PostNL N.V.,0.61,archive
2019-03-04,NL0000888691,"Eminence Capital, LP",AMG Critical Materials N.V.,2.54,archive
2019-03-04,NL0010391025,"Great Point Partners, LLC",Pharming Group N.V.,1.31,archive
2019-03-04,NL0000352565,HBK Investments LP,Fugro N.V.,1.58,archive
2019-03-04,NL0009739416,Jupiter Investment Management Limited,PostNL N.V.,0.58,archive
2019-03-04,NL0000888691,Millennium International Management LP,AMG Critical Materials N.V.,1.17,archive
2019-03-04,NL0000352565,Numeric Investors LLC,Fugro N.V.,0.51,archive
2019-03-04,NL0000337319,SFM UK Management LLP,Koninklijke BAM Groep N.V.,1.08,archive
2019-03-01,NL0010558797,"AQR Capital Management, LLC",OCI N.V.,0.79,archive
2019-03-01,NL0000337319,Gladstone Capital Management LLP,Koninklijke BAM Groep N.V.,1.4,archive
2019-03-01,NL0010391025,"Great Point Partners, LLC",Pharming Group N.V.,1.02,archive
2019-03-01,NL0009739416,Jupiter Investment Management Limited,PostNL N.V.,0.65,archive
2019-03-01,NL0009739416,Marshall Wace LLP,PostNL N.V.,2.11,archive
2019-03-01,NL0011821392,Marshall Wace LLP,Signify N.V.,1.19,archive
2019-03-01,NL0000289213,Marshall Wace LLP,Wereldhave N.V.,1.7,archive
2019-03-01,NL0000352565,"WorldQuant, LLC",Fugro N.V.,0.84,archive
2019-02-28,NL0009739416,AHL Partners LLP,PostNL N.V.,1.29,archive
2019-02-28,NL0000360618,"AQR Capital Management, LLC",SBM Offshore N.V.,2.29,archive
2019-02-28,NL0009739416,"BlackRock Institutional Trust Company, National Association",PostNL N.V.,0.76,archive
2019-02-28,NL0010391025,"Great Point Partners, LLC",Pharming Group N.V.,0.98,archive
2019-02-28,NL0000352565,HBK Investments LP,Fugro N.V.,1.61,archive
2019-02-28,NL0000352565,Marshall Wace LLP,Fugro N.V.,0.99,archive
2019-02-28,NL0000888691,Millennium Capital Partners LLP,AMG Critical Materials N.V.,0.73,archive
2019-02-28,NL0000888691,Millennium International Management LP,AMG Critical Materials N.V.,1.27,archive
2019-02-28,NL0000352565,"WorldQuant, LLC",Fugro N.V.,0.76,archive
2019-02-27,NL0009739416,AHL Partners LLP,PostNL N.V.,1.31,archive
2019-02-27,NL0010391025,Canada Pension Plan Investment Board,Pharming Group N.V.,0.38,archive
2019-02-27,NL0000352565,HBK Investments LP,Fugro N.V.,1.57,archive
2019-02-27,NL0011821392,Marshall Wace LLP,Signify N.V.,1.21,archive
2019-02-27,NL0000352565,"WorldQuant, LLC",Fugro N.V.,0.67,archive
2019-02-26,NL0009739416,"BlackRock Institutional Trust Company, National Association",PostNL N.V.,0.86,archive
2019-02-26,NL0010391025,Canada Pension Plan Investment Board,Pharming Group N.V.,0.55,archive
2019-02-26,NL0000352565,HBK Investments LP,Fugro N.V.,1.6,archive
2019-02-26,NL0000352565,Voleon Capital Management LP,Fugro N.V.,0.79,archive
2019-02-26,NL0009269109,Voleon Capital Management LP,Koninklijke Heijmans N.V.,0.81,archive
2019-02-25,NL0000888691,AHL Partners LLP,AMG Critical Materials N.V.,1.59,archive
2019-02-25,NL0009739416,AHL Partners LLP,PostNL N.V.,1.2,archive
2019-02-25,NL0012866412,"Connor, Clark & Lunn Investment Management Ltd.",BE Semiconductor Industries N.V.,0.8,archive
2019-02-25,NL0000352565,HBK Investments LP,Fugro N.V.,1.76,archive
2019-02-25,NL0000352565,Marshall Wace LLP,Fugro N.V.,1.05,archive
2019-02-25,NL0009739416,Marshall Wace LLP,PostNL N.V.,2.23,archive
2019-02-25,NL0000352565,Numeric Investors LLC,Fugro N.V.,0.69,archive
2019-02-25,NL0000352565,Systematica Investments Limited,Fugro N.V.,1.17,archive
2019-02-25,NL0000334118,"WorldQuant, LLC",ASM International N.V.,0.44,archive
2019-02-25,NL0000337319,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,0.45,archive
2019-02-22,BE0003818359,"AQR Capital Management, LLC",Lakefront Biotherapeutics NV,1.7,archive
2019-02-22,NL0000360618,"AQR Capital Management, LLC",SBM Offshore N.V.,2.37,archive
2019-02-22,NL0010391025,Canada Pension Plan Investment Board,Pharming Group N.V.,0.69,archive
2019-02-22,NL0000352565,Citadel Advisors LLC,Fugro N.V.,1.01,archive
2019-02-22,NL0000352565,Citadel Europe LLP,Fugro N.V.,2.84,archive
2019-02-22,NL0000289213,"D. E. Shaw & Co., L.P.",Wereldhave N.V.,0.89,archive
2019-02-22,NL0006237562,Engadine Partners LLP,ARCADIS N.V.,1.03,archive
2019-02-22,NL0000289213,GAM Investment Management (Switzerland) Ltd. ? Lugano Branch,Wereldhave N.V.,0.53,archive
2019-02-22,NL0000337319,JPMorgan Asset Management (UK) Ltd.,Koninklijke BAM Groep N.V.,0.46,archive
2019-02-22,NL0000888691,Millennium International Management LP,AMG Critical Materials N.V.,1.3,archive
2019-02-22,NL0000289213,Millennium International Management LP,Wereldhave N.V.,0.99,archive
2019-02-22,NL0012866412,"WorldQuant, LLC",BE Semiconductor Industries N.V.,0.51,archive
2019-02-22,NL0000352565,"WorldQuant, LLC",Fugro N.V.,0.53,archive
2019-02-21,NL0000888691,AHL Partners LLP,AMG Critical Materials N.V.,1.67,archive
2019-02-21,BE0003818359,"AQR Capital Management, LLC",Lakefront Biotherapeutics NV,1.69,archive
2019-02-21,NL0010558797,"AQR Capital Management, LLC",OCI N.V.,0.8,archive
2019-02-21,NL0009739416,AXA Investment Managers Chorus Limited,PostNL N.V.,0.58,archive
2019-02-21,NL0010391025,Canada Pension Plan Investment Board,Pharming Group N.V.,0.77,archive
2019-02-21,NL0009739416,Capital Fund Management S.A.,PostNL N.V.,1.11,archive
2019-02-21,NL0000289213,"D. E. Shaw & Co., L.P.",Wereldhave N.V.,0.9,archive
2019-02-21,NL0000337319,Gladstone Capital Management LLP,Koninklijke BAM Groep N.V.,1.3,archive
2019-02-21,NL0010391025,"Great Point Partners, LLC",Pharming Group N.V.,0.8,archive
2019-02-21,NL0012866412,Jupiter Investment Management Limited,BE Semiconductor Industries N.V.,1.68,archive
2019-02-21,NL0011821392,Marshall Wace LLP,Signify N.V.,1.19,archive
2019-02-21,NL0000888691,Millennium Capital Partners LLP,AMG Critical Materials N.V.,0.8,archive
2019-02-21,NL0000352565,Voleon Capital Management LP,Fugro N.V.,0.82,archive
2019-02-21,NL0000334118,"WorldQuant, LLC",ASM International N.V.,0.52,archive
2019-02-20,BE0003818359,"AQR Capital Management, LLC",Lakefront Biotherapeutics NV,1.7,archive
2019-02-20,NL0006237562,BlackRock Investment Management (UK) Limited,ARCADIS N.V.,0.47,archive
2019-02-20,NL0010391025,Canada Pension Plan Investment Board,Pharming Group N.V.,0.91,archive
2019-02-20,NL0000352565,Citadel Europe LLP,Fugro N.V.,2.7,archive
2019-02-20,NL0000337319,Gladstone Capital Management LLP,Koninklijke BAM Groep N.V.,1.48,archive
2019-02-20,NL0000352565,HBK Investments LP,Fugro N.V.,1.56,archive
2019-02-20,NL0000337319,JPMorgan Asset Management (UK) Ltd.,Koninklijke BAM Groep N.V.,0.57,archive
2019-02-20,NL0000337319,Linden Advisors LP,Koninklijke BAM Groep N.V.,0.35,archive
2019-02-20,NL0000352565,Marshall Wace LLP,Fugro N.V.,0.98,archive
2019-02-20,NL0000888691,Millennium International Management LP,AMG Critical Materials N.V.,1.1,archive
2019-02-20,NL0000352565,Numeric Investors LLC,Fugro N.V.,0.78,archive
2019-02-20,NL0006237562,Polar Capital LLP,ARCADIS N.V.,0.81,archive
2019-02-20,NL0000337319,SFM UK Management LLP,Koninklijke BAM Groep N.V.,1.11,archive
2019-02-20,NL0000352565,Systematica Investments Limited,Fugro N.V.,1.2,archive
2019-02-20,NL0012866412,"WorldQuant, LLC",BE Semiconductor Industries N.V.,0.44,archive
2019-02-20,NL0000337319,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,0.53,archive
2019-02-19,NL0006237562,BlackRock Investment Management (UK) Limited,ARCADIS N.V.,0.59,archive
2019-02-19,NL0012866412,Jupiter Investment Management Limited,BE Semiconductor Industries N.V.,1.77,archive
2019-02-19,NL0009739416,Marshall Wace LLP,PostNL N.V.,2.11,archive
2019-02-19,NL0000888691,"PDT Partners, LLC",AMG Critical Materials N.V.,0.51,archive
2019-02-19,NL0000337319,SFM UK Management LLP,Koninklijke BAM Groep N.V.,1.21,archive
2019-02-19,NL0012866412,"WorldQuant, LLC",BE Semiconductor Industries N.V.,0.56,archive
2019-02-19,NL0009739416,"WorldQuant, LLC",PostNL N.V.,0.45,archive
2019-02-18,NL0006237562,BlackRock Investment Management (UK) Limited,ARCADIS N.V.,0.6,archive
2019-02-18,NL0000289213,Millennium International Management LP,Wereldhave N.V.,1.09,archive
2019-02-18,NL0000337319,SFM UK Management LLP,Koninklijke BAM Groep N.V.,1.41,archive
2019-02-15,NL0006237562,BlackRock Investment Management (UK) Limited,ARCADIS N.V.,0.73,archive
2019-02-15,NL0000352565,Citadel Advisors LLC,Fugro N.V.,0.9,archive
2019-02-15,NL0000352565,Citadel Europe LLP,Fugro N.V.,2.61,archive
2019-02-15,NL0000352565,Marshall Wace LLP,Fugro N.V.,1.09,archive
2019-02-15,NL0000289213,Marshall Wace LLP,Wereldhave N.V.,1.6,archive
