issuer_name,isin,position_holder,net_short_position,position_date,source
AMG Critical Materials N.V.,NL0000888691,"D. E. Shaw & Co., L.P.",0.6,2019-08-12,archive
BE Semiconductor Industries N.V.,NL0012866412,Marshall Wace LLP,1.7,2019-08-12,archive
PostNL N.V.,NL0009739416,Marshall Wace LLP,3.24,2019-08-12,archive
Signify N.V.,NL0011821392,Marshall Wace LLP,0.6,2019-08-12,archive
Wereldhave N.V.,NL0000289213,Marshall Wace LLP,1.5,2019-08-12,archive
Flow Traders Ltd.,NL0011279492,"WorldQuant, LLC",0.61,2019-08-12,archive
Fugro N.V.,NL0000352565,"WorldQuant, LLC",0.81,2019-08-12,archive
PostNL N.V.,NL0009739416,AHL Partners LLP,1.76,2019-08-09,archive
Koninklijke Vopak N.V.,NL0009432491,"AQR Capital Management, LLC",1.6,2019-08-09,archive
Fugro N.V.,NL0000352565,"Connor, Clark & Lunn Investment Management Ltd.",0.8,2019-08-09,archive
Pharming Group N.V.,NL0010391025,"Connor, Clark & Lunn Investment Management Ltd.",0.58,2019-08-09,archive
PostNL N.V.,NL0009739416,"Connor, Clark & Lunn Investment Management Ltd.",0.98,2019-08-09,archive
Fugro N.V.,NL0000352565,HBK Investments LP,1.5,2019-08-09,archive
BE Semiconductor Industries N.V.,NL0012866412,Jupiter Investment Management Limited,1.38,2019-08-09,archive
PostNL N.V.,NL0009739416,Marshall Wace LLP,3.31,2019-08-09,archive
AMG Critical Materials N.V.,NL0000888691,"WorldQuant, LLC",1.29,2019-08-09,archive
Flow Traders Ltd.,NL0011279492,"WorldQuant, LLC",0.58,2019-08-09,archive
Fugro N.V.,NL0000352565,"WorldQuant, LLC",0.74,2019-08-09,archive
AMG Critical Materials N.V.,NL0000888691,"Arrowstreet Capital, Limited Partnership",1.4,2019-08-08,archive
PostNL N.V.,NL0009739416,Capital Fund Management S.A.,1.48,2019-08-08,archive
PostNL N.V.,NL0009739416,Marshall Wace LLP,3.4,2019-08-08,archive
AMG Critical Materials N.V.,NL0000888691,Susquehanna International Holdings LLC,0.71,2019-08-08,archive
PostNL N.V.,NL0009739416,Systematica Investments Limited,0.5,2019-08-08,archive
Wereldhave N.V.,NL0000289213,Wellington Management Company LLP,0.7,2019-08-08,archive
Flow Traders Ltd.,NL0011279492,"WorldQuant, LLC",0.6,2019-08-08,archive
Fugro N.V.,NL0000352565,"WorldQuant, LLC",0.63,2019-08-08,archive
Fugro N.V.,NL0000352565,"BlackRock Institutional Trust Company, National Association",0.97,2019-08-07,archive
Galapagos NV,BE0003818359,"D. E. Shaw & Co., L.P.",0.8,2019-08-07,archive
Wereldhave N.V.,NL0000289213,"D. E. Shaw & Co., L.P.",0.7,2019-08-07,archive
Fugro N.V.,NL0000352565,HBK Investments LP,1.46,2019-08-07,archive
AMG Critical Materials N.V.,NL0000888691,Marshall Wace LLP,0.77,2019-08-07,archive
PostNL N.V.,NL0009739416,Marshall Wace LLP,3.55,2019-08-07,archive
Signify N.V.,NL0011821392,Marshall Wace LLP,0.59,2019-08-07,archive
Wereldhave N.V.,NL0000289213,Marshall Wace LLP,1.49,2019-08-07,archive
Wereldhave N.V.,NL0000289213,Wellington Management Company LLP,0.52,2019-08-07,archive
AMG Critical Materials N.V.,NL0000888691,"WorldQuant, LLC",1.36,2019-08-07,archive
PostNL N.V.,NL0009739416,AHL Partners LLP,1.88,2019-08-06,archive
Pharming Group N.V.,NL0010391025,"Connor, Clark & Lunn Investment Management Ltd.",0.69,2019-08-06,archive
PostNL N.V.,NL0009739416,"Connor, Clark & Lunn Investment Management Ltd.",1.09,2019-08-06,archive
Fugro N.V.,NL0000352565,HBK Investments LP,1.39,2019-08-06,archive
BE Semiconductor Industries N.V.,NL0012866412,Marshall Wace LLP,1.6,2019-08-06,archive
Fugro N.V.,NL0000352565,Marshall Wace LLP,3.41,2019-08-06,archive
Wereldhave N.V.,NL0000289213,Millennium International Management LP,1.0,2019-08-06,archive
Unibail-Rodamco-Westfield SE,FR0013326246,Numeric Investors LLC,0.55,2019-08-06,archive
AMG Critical Materials N.V.,NL0000888691,"PDT Partners, LLC",0.79,2019-08-06,archive
PostNL N.V.,NL0009739416,Voleon Capital Management LP,0.37,2019-08-06,archive
AMG Critical Materials N.V.,NL0000888691,"WorldQuant, LLC",1.18,2019-08-06,archive
PostNL N.V.,NL0009739416,"WorldQuant, LLC",0.44,2019-08-06,archive
PostNL N.V.,NL0009739416,AHL Partners LLP,1.99,2019-08-05,archive
Fugro N.V.,NL0000352565,HBK Investments LP,1.41,2019-08-05,archive
BE Semiconductor Industries N.V.,NL0012866412,Jupiter Investment Management Limited,1.46,2019-08-05,archive
AMG Critical Materials N.V.,NL0000888691,Marshall Wace LLP,0.85,2019-08-05,archive
PostNL N.V.,NL0009739416,Marshall Wace LLP,3.68,2019-08-05,archive
AMG Critical Materials N.V.,NL0000888691,"Public Equity Partners Management, L.P.",2.27,2019-08-05,archive
Aperam S.A.,LU0569974404,Renaissance Technologies LLC,0.49,2019-08-05,archive
Fugro N.V.,NL0000352565,Sculptor Capital Management Europe Limited,2.03,2019-08-05,archive
AMG Critical Materials N.V.,NL0000888691,"WorldQuant, LLC",1.07,2019-08-05,archive
Flow Traders Ltd.,NL0011279492,"WorldQuant, LLC",0.51,2019-08-05,archive
PostNL N.V.,NL0009739416,AHL Partners LLP,2.01,2019-08-02,archive
AMG Critical Materials N.V.,NL0000888691,"Arrowstreet Capital, Limited Partnership",1.3,2019-08-02,archive
Signify N.V.,NL0011821392,BlackRock Investment Management (UK) Limited,1.9,2019-08-02,archive
AMG Critical Materials N.V.,NL0000888691,"D. E. Shaw & Co., L.P.",0.5,2019-08-02,archive
Fugro N.V.,NL0000352565,HBK Investments LP,1.32,2019-08-02,archive
AMG Critical Materials N.V.,NL0000888691,Marshall Wace LLP,0.92,2019-08-02,archive
Flow Traders Ltd.,NL0011279492,Marshall Wace LLP,0.81,2019-08-02,archive
Signify N.V.,NL0011821392,Marshall Wace LLP,0.68,2019-08-02,archive
Wereldhave N.V.,NL0000289213,Marshall Wace LLP,1.57,2019-08-02,archive
AMG Critical Materials N.V.,NL0000888691,"Public Equity Partners Management, L.P.",2.42,2019-08-02,archive
Aperam S.A.,LU0569974404,Renaissance Technologies LLC,0.5,2019-08-02,archive
BE Semiconductor Industries N.V.,NL0012866412,Scopia Capital Management LP,3.51,2019-08-02,archive
Fugro N.V.,NL0000352565,Sculptor Capital Management Europe Limited,1.94,2019-08-02,archive
AMG Critical Materials N.V.,NL0000888691,Susquehanna International Holdings LLC,0.85,2019-08-02,archive
AMG Critical Materials N.V.,NL0000888691,"WorldQuant, LLC",0.85,2019-08-02,archive
AMG Critical Materials N.V.,NL0000888691,"Arrowstreet Capital, Limited Partnership",1.21,2019-08-01,archive
Fugro N.V.,NL0000352565,"BlackRock Institutional Trust Company, National Association",1.06,2019-08-01,archive
Wereldhave N.V.,NL0000289213,"Bloom Tree Partners, LLC",0.57,2019-08-01,archive
PostNL N.V.,NL0009739416,Capital Fund Management S.A.,1.59,2019-08-01,archive
Fugro N.V.,NL0000352565,"Connor, Clark & Lunn Investment Management Ltd.",0.76,2019-08-01,archive
Pharming Group N.V.,NL0010391025,"Connor, Clark & Lunn Investment Management Ltd.",0.77,2019-08-01,archive
AMG Critical Materials N.V.,NL0000888691,Jupiter Investment Management Limited,2.29,2019-08-01,archive
Koninklijke BAM Groep N.V.,NL0000337319,Lancaster Investment Management LLP,0.81,2019-08-01,archive
AMG Critical Materials N.V.,NL0000888691,Marshall Wace LLP,1.07,2019-08-01,archive
ARCADIS N.V.,NL0006237562,Marshall Wace LLP,2.6,2019-08-01,archive
Fugro N.V.,NL0000352565,Marshall Wace LLP,3.37,2019-08-01,archive
Signify N.V.,NL0011821392,Marshall Wace LLP,0.72,2019-08-01,archive
Wereldhave N.V.,NL0000289213,Marshall Wace LLP,1.6,2019-08-01,archive
AMG Critical Materials N.V.,NL0000888691,"Public Equity Partners Management, L.P.",2.68,2019-08-01,archive
Aperam S.A.,LU0569974404,Renaissance Technologies LLC,0.49,2019-08-01,archive
BE Semiconductor Industries N.V.,NL0012866412,Scopia Capital Management LP,3.44,2019-08-01,archive
Fugro N.V.,NL0000352565,Sculptor Capital Management Europe Limited,1.89,2019-08-01,archive
AMG Critical Materials N.V.,NL0000888691,Susquehanna International Holdings LLC,0.97,2019-08-01,archive
Signify N.V.,NL0011821392,Tybourne Capital Management (HK) Limited,2.26,2019-08-01,archive
PostNL N.V.,NL0009739416,"WorldQuant, LLC",0.79,2019-08-01,archive
BE Semiconductor Industries N.V.,NL0012866412,Citadel Europe LLP,0.53,2019-07-31,archive
Fugro N.V.,NL0000352565,GSA Capital Partners LLP,0.31,2019-07-31,archive
Fugro N.V.,NL0000352565,HBK Investments LP,1.25,2019-07-31,archive
BE Semiconductor Industries N.V.,NL0012866412,Marshall Wace LLP,1.54,2019-07-31,archive
Flow Traders Ltd.,NL0011279492,Marshall Wace LLP,0.78,2019-07-31,archive
Signify N.V.,NL0011821392,Marshall Wace LLP,0.81,2019-07-31,archive
Flow Traders Ltd.,NL0011279492,"Philadelphia Financial Management of San Francisco, LLC",0.52,2019-07-31,archive
Fugro N.V.,NL0000352565,Sculptor Capital Management Europe Limited,1.92,2019-07-31,archive
Wereldhave N.V.,NL0000289213,"Woodson Capital Master Fund, LP",2.05,2019-07-31,archive
Pharming Group N.V.,NL0010391025,"Connor, Clark & Lunn Investment Management Ltd.",0.86,2019-07-30,archive
Wereldhave N.V.,NL0000289213,"Connor, Clark & Lunn Investment Management Ltd.",1.2,2019-07-30,archive
Koninklijke BAM Groep N.V.,NL0000337319,Dalton Strategic Partnership LLP,0.61,2019-07-30,archive
Fugro N.V.,NL0000352565,GSA Capital Partners LLP,0.57,2019-07-30,archive
PostNL N.V.,NL0009739416,Marshall Wace LLP,3.87,2019-07-30,archive
Wereldhave N.V.,NL0000289213,Marshall Wace LLP,1.58,2019-07-30,archive
Signify N.V.,NL0011821392,Millennium International Management LP,0.81,2019-07-30,archive
Unibail-Rodamco-Westfield SE,FR0013326246,Numeric Investors LLC,0.49,2019-07-30,archive
Aperam S.A.,LU0569974404,Renaissance Technologies LLC,0.5,2019-07-30,archive
PostNL N.V.,NL0009739416,Voleon Capital Management LP,0.5,2019-07-30,archive
Wereldhave N.V.,NL0000289213,"Woodson Capital Master Fund, LP",1.94,2019-07-30,archive
Eurocommercial Properties N.V.,NL0000288876,Clearance Capital Limited,0.7,2019-07-29,archive
Pharming Group N.V.,NL0010391025,"Connor, Clark & Lunn Investment Management Ltd.",0.92,2019-07-29,archive
Signify N.V.,NL0011821392,ENA Investment Capital LLP,0.72,2019-07-29,archive
Fugro N.V.,NL0000352565,HBK Investments LP,1.64,2019-07-29,archive
Wereldhave N.V.,NL0000289213,"Lucerne Capital Management, L.P.",0.53,2019-07-29,archive
AMG Critical Materials N.V.,NL0000888691,Marshall Wace LLP,1.11,2019-07-29,archive
BE Semiconductor Industries N.V.,NL0012866412,Marshall Wace LLP,1.44,2019-07-29,archive
Signify N.V.,NL0011821392,Marshall Wace LLP,0.93,2019-07-29,archive
Signify N.V.,NL0011821392,Millennium International Management LP,0.91,2019-07-29,archive
Flow Traders Ltd.,NL0011279492,"PDT Partners, LLC",0.49,2019-07-29,archive
Fugro N.V.,NL0000352565,Sculptor Capital Management Europe Limited,2.0,2019-07-29,archive
AMG Critical Materials N.V.,NL0000888691,"WorldQuant, LLC",0.78,2019-07-29,archive
BE Semiconductor Industries N.V.,NL0012866412,"WorldQuant, LLC",0.48,2019-07-29,archive
Wereldhave N.V.,NL0000289213,Adelphi Capital LLP,1.63,2019-07-26,archive
Signify N.V.,NL0011821392,BlackRock Investment Management (UK) Limited,1.8,2019-07-26,archive
Eurocommercial Properties N.V.,NL0000288876,Clearance Capital Limited,0.62,2019-07-26,archive
Fugro N.V.,NL0000352565,Marshall Wace LLP,3.51,2019-07-26,archive
PostNL N.V.,NL0009739416,Marshall Wace LLP,3.96,2019-07-26,archive
TomTom N.V.,NL0013332471,Marshall Wace LLP,0.58,2019-07-26,archive
Wereldhave N.V.,NL0000289213,Marshall Wace LLP,1.6,2019-07-26,archive
Signify N.V.,NL0011821392,Millennium Capital Partners LLP,0.49,2019-07-26,archive
Signify N.V.,NL0011821392,Millennium International Management LP,1.0,2019-07-26,archive
Wereldhave N.V.,NL0000289213,Millennium International Management LP,0.94,2019-07-26,archive
Flow Traders Ltd.,NL0011279492,"Philadelphia Financial Management of San Francisco, LLC",0.64,2019-07-26,archive
AMG Critical Materials N.V.,NL0000888691,"WorldQuant, LLC",0.92,2019-07-26,archive
BE Semiconductor Industries N.V.,NL0012866412,BlackRock Investment Management (UK) Limited,0.0,2019-07-25,archive
ARCADIS N.V.,NL0006237562,Bodenholm Capital AB,0.81,2019-07-25,archive
BE Semiconductor Industries N.V.,NL0012866412,"Davidson Kempner European Partners, LLP",1.26,2019-07-25,archive
AMG Critical Materials N.V.,NL0000888691,Marshall Wace LLP,1.02,2019-07-25,archive
BE Semiconductor Industries N.V.,NL0012866412,Marshall Wace LLP,1.39,2019-07-25,archive
PostNL N.V.,NL0009739416,Marshall Wace LLP,4.01,2019-07-25,archive
Wereldhave N.V.,NL0000289213,Marshall Wace LLP,1.59,2019-07-25,archive
Signify N.V.,NL0011821392,Millennium Capital Partners LLP,0.64,2019-07-25,archive
ARCADIS N.V.,NL0006237562,Polar Capital LLP,0.32,2019-07-25,archive
Fugro N.V.,NL0000352565,"WorldQuant, LLC",0.59,2019-07-25,archive
OCI N.V.,NL0010558797,"AQR Capital Management, LLC",1.2,2019-07-24,archive
AMG Critical Materials N.V.,NL0000888691,"Arrowstreet Capital, Limited Partnership",1.11,2019-07-24,archive
Wereldhave N.V.,NL0000289213,Capital Fund Management S.A.,0.5,2019-07-24,archive
Galapagos NV,BE0003818359,"D. E. Shaw & Co., L.P.",0.7,2019-07-24,archive
Koninklijke BAM Groep N.V.,NL0000337319,Dalton Strategic Partnership LLP,0.57,2019-07-24,archive
BE Semiconductor Industries N.V.,NL0012866412,"Davidson Kempner European Partners, LLP",1.18,2019-07-24,archive
Signify N.V.,NL0011821392,ENA Investment Capital LLP,1.0,2019-07-24,archive
AMG Critical Materials N.V.,NL0000888691,Marshall Wace LLP,0.91,2019-07-24,archive
PostNL N.V.,NL0009739416,Marshall Wace LLP,4.12,2019-07-24,archive
TomTom N.V.,NL0013332471,Marshall Wace LLP,0.61,2019-07-24,archive
AMG Critical Materials N.V.,NL0000888691,"PDT Partners, LLC",0.81,2019-07-24,archive
Flow Traders Ltd.,NL0011279492,"PDT Partners, LLC",0.5,2019-07-24,archive
Flow Traders Ltd.,NL0011279492,"Philadelphia Financial Management of San Francisco, LLC",0.77,2019-07-24,archive
Fugro N.V.,NL0000352565,Sculptor Capital Management Europe Limited,1.99,2019-07-24,archive
PostNL N.V.,NL0009739416,"WorldQuant, LLC",0.85,2019-07-24,archive
Galapagos NV,BE0003818359,"AQR Capital Management, LLC",1.84,2019-07-23,archive
Fugro N.V.,NL0000352565,B&G Master Fund Plc,0.91,2019-07-23,archive
Fugro N.V.,NL0000352565,"BlackRock Institutional Trust Company, National Association",1.17,2019-07-23,archive
ARCADIS N.V.,NL0006237562,Bodenholm Capital AB,0.53,2019-07-23,archive
Fugro N.V.,NL0000352565,HBK Investments LP,1.57,2019-07-23,archive
AMG Critical Materials N.V.,NL0000888691,Jupiter Investment Management Limited,2.38,2019-07-23,archive
AMG Critical Materials N.V.,NL0000888691,Marshall Wace LLP,0.76,2019-07-23,archive
BE Semiconductor Industries N.V.,NL0012866412,Marshall Wace LLP,1.47,2019-07-23,archive
Koninklijke BAM Groep N.V.,NL0000337319,Marshall Wace LLP,1.09,2019-07-23,archive
PostNL N.V.,NL0009739416,Marshall Wace LLP,4.2,2019-07-23,archive
Wereldhave N.V.,NL0000289213,Millennium International Management LP,1.0,2019-07-23,archive
Fugro N.V.,NL0000352565,Systematica Investments Limited,0.7,2019-07-23,archive
BE Semiconductor Industries N.V.,NL0012866412,"WorldQuant, LLC",0.57,2019-07-23,archive
Galapagos NV,BE0003818359,"D. E. Shaw & Co., L.P.",0.6,2019-07-22,archive
Koninklijke Ahold Delhaize N.V.,NL0011794037,Marshall Wace LLP,0.58,2019-07-22,archive
TomTom N.V.,NL0013332471,Marshall Wace LLP,0.59,2019-07-22,archive
AMG Critical Materials N.V.,NL0000888691,Millennium International Management LP,0.38,2019-07-22,archive
PostNL N.V.,NL0009739416,"PDT Partners, LLC",0.69,2019-07-22,archive
Fugro N.V.,NL0000352565,Sculptor Capital Management Europe Limited,2.01,2019-07-22,archive
Wereldhave N.V.,NL0000289213,"Woodson Capital Master Fund, LP",1.83,2019-07-22,archive
Fugro N.V.,NL0000352565,"WorldQuant, LLC",0.68,2019-07-22,archive
AMG Critical Materials N.V.,NL0000888691,"Arrowstreet Capital, Limited Partnership",1.04,2019-07-19,archive
PostNL N.V.,NL0009739416,"Connor, Clark & Lunn Investment Management Ltd.",1.11,2019-07-19,archive
Signify N.V.,NL0011821392,ENA Investment Capital LLP,1.21,2019-07-19,archive
BE Semiconductor Industries N.V.,NL0012866412,Marshall Wace LLP,1.55,2019-07-19,archive
Flow Traders Ltd.,NL0011279492,Marshall Wace LLP,0.89,2019-07-19,archive
Galapagos NV,BE0003818359,Marshall Wace LLP,0.56,2019-07-19,archive
PostNL N.V.,NL0009739416,Marshall Wace LLP,4.37,2019-07-19,archive
TomTom N.V.,NL0013332471,Marshall Wace LLP,0.6,2019-07-19,archive
Signify N.V.,NL0011821392,Millennium Capital Partners LLP,0.7,2019-07-19,archive
AMG Critical Materials N.V.,NL0000888691,Millennium International Management LP,0.5,2019-07-19,archive
Signify N.V.,NL0011821392,Millennium International Management LP,1.13,2019-07-19,archive
PostNL N.V.,NL0009739416,"PDT Partners, LLC",0.7,2019-07-19,archive
PostNL N.V.,NL0009739416,Systematica Investments Limited,0.48,2019-07-19,archive
AMG Critical Materials N.V.,NL0000888691,"WorldQuant, LLC",1.0,2019-07-19,archive
Fugro N.V.,NL0000352565,HBK Investments LP,1.63,2019-07-18,archive
Koninklijke BAM Groep N.V.,NL0000337319,Lancaster Investment Management LLP,0.75,2019-07-18,archive
Flow Traders Ltd.,NL0011279492,Marshall Wace LLP,0.91,2019-07-18,archive
TomTom N.V.,NL0013332471,Marshall Wace LLP,0.59,2019-07-18,archive
Wereldhave N.V.,NL0000289213,Marshall Wace LLP,1.68,2019-07-18,archive
AMG Critical Materials N.V.,NL0000888691,Millennium International Management LP,0.62,2019-07-18,archive
Koninklijke Heijmans N.V.,NL0009269109,Voleon Capital Management LP,0.49,2019-07-18,archive
AMG Critical Materials N.V.,NL0000888691,"Arrowstreet Capital, Limited Partnership",0.94,2019-07-17,archive
Fugro N.V.,NL0000352565,B&G Master Fund Plc,0.8,2019-07-17,archive
PostNL N.V.,NL0009739416,Canada Pension Plan Investment Board,0.9,2019-07-17,archive
Fugro N.V.,NL0000352565,HBK Investments LP,1.59,2019-07-17,archive
Fugro N.V.,NL0000352565,Marshall Wace LLP,3.4,2019-07-17,archive
Galapagos NV,BE0003818359,Marshall Wace LLP,0.69,2019-07-17,archive
Koninklijke Ahold Delhaize N.V.,NL0011794037,Marshall Wace LLP,0.66,2019-07-17,archive
Koninklijke BAM Groep N.V.,NL0000337319,Marshall Wace LLP,1.11,2019-07-17,archive
AMG Critical Materials N.V.,NL0000888691,Millennium International Management LP,0.78,2019-07-17,archive
PostNL N.V.,NL0009739416,Systematica Investments Limited,0.56,2019-07-17,archive
Fugro N.V.,NL0000352565,"WorldQuant, LLC",0.75,2019-07-17,archive
Signify N.V.,NL0011821392,BlackRock Investment Management (UK) Limited,1.7,2019-07-16,archive
BE Semiconductor Industries N.V.,NL0012866412,Marshall Wace LLP,1.68,2019-07-16,archive
Flow Traders Ltd.,NL0011279492,Marshall Wace LLP,0.83,2019-07-16,archive
Koninklijke Ahold Delhaize N.V.,NL0011794037,Marshall Wace LLP,0.59,2019-07-16,archive
PostNL N.V.,NL0009739416,Marshall Wace LLP,4.49,2019-07-16,archive
TomTom N.V.,NL0013332471,Marshall Wace LLP,0.6,2019-07-16,archive
AMG Critical Materials N.V.,NL0000888691,Millennium International Management LP,0.86,2019-07-16,archive
AMG Critical Materials N.V.,NL0000888691,"PDT Partners, LLC",0.79,2019-07-16,archive
Fugro N.V.,NL0000352565,B&G Master Fund Plc,0.73,2019-07-15,archive
PostNL N.V.,NL0009739416,Canada Pension Plan Investment Board,0.82,2019-07-15,archive
Fugro N.V.,NL0000352565,HBK Investments LP,1.6,2019-07-15,archive
Koninklijke BAM Groep N.V.,NL0000337319,Lancaster Investment Management LLP,0.91,2019-07-15,archive
Galapagos NV,BE0003818359,Marshall Wace LLP,0.71,2019-07-15,archive
PostNL N.V.,NL0009739416,Marshall Wace LLP,4.58,2019-07-15,archive
Wereldhave N.V.,NL0000289213,Millennium International Management LP,0.99,2019-07-15,archive
AMG Critical Materials N.V.,NL0000888691,"WorldQuant, LLC",0.91,2019-07-15,archive
Fugro N.V.,NL0000352565,B&G Master Fund Plc,0.69,2019-07-12,archive
Flow Traders Ltd.,NL0011279492,Marshall Wace LLP,0.72,2019-07-12,archive
Koninklijke BAM Groep N.V.,NL0000337319,Marshall Wace LLP,1.07,2019-07-12,archive
AMG Critical Materials N.V.,NL0000888691,Millennium International Management LP,0.98,2019-07-12,archive
Fugro N.V.,NL0000352565,"WorldQuant, LLC",0.87,2019-07-12,archive
PostNL N.V.,NL0009739416,"WorldQuant, LLC",0.9,2019-07-12,archive
BE Semiconductor Industries N.V.,NL0012866412,BlackRock Investment Management (UK) Limited,0.84,2019-07-11,archive
Fugro N.V.,NL0000352565,Citadel Europe LLP,0.76,2019-07-11,archive
Fugro N.V.,NL0000352565,HBK Investments LP,1.52,2019-07-11,archive
