isin,net_short_position,position_date,position_holder,issuer_name,source
FR0013326246,0.66,2020-11-18,"Long Pond Capital, LP",Unibail-Rodamco-Westfield SE,archive
NL0000352565,0.7,2020-11-18,Susquehanna International Securities Limited,Fugro N.V.,archive
NL0000352565,0.78,2020-11-18,Systematica Investments Limited,Fugro N.V.,archive
NL0000303709,0.8,2020-11-18,Viking Global Investors LP,AEGON Ltd.,archive
NL0010391025,0.81,2020-11-18,Voleon Capital Management LP,Pharming Group N.V.,archive
LU0569974404,0.69,2020-11-17,Citadel Advisors LLC,Aperam S.A.,archive
FR0013326246,0.45,2020-11-17,Gladstone Capital Management LLP,Unibail-Rodamco-Westfield SE,archive
FR0013326246,1.89,2020-11-17,Lone Pine Capital LLC,Unibail-Rodamco-Westfield SE,archive
NL0011872650,0.7,2020-11-17,Marshall Wace LLP,Basic-Fit N.V.,archive
NL0000352565,2.02,2020-11-17,Marshall Wace LLP,Fugro N.V.,archive
NL0000352565,0.96,2020-11-17,Systematica Investments Limited,Fugro N.V.,archive
FR0013326246,0.92,2020-11-17,Tiger Global Management LLC,Unibail-Rodamco-Westfield SE,archive
NL0000303709,0.74,2020-11-17,Viking Global Investors LP,AEGON Ltd.,archive
NL0000337319,0.86,2020-11-17,Voleon Capital Management LP,Koninklijke BAM Groep N.V.,archive
FR0013326246,0.64,2020-11-16,Gladstone Capital Management LLP,Unibail-Rodamco-Westfield SE,archive
FR0013326246,0.58,2020-11-16,"Long Pond Capital, LP",Unibail-Rodamco-Westfield SE,archive
NL0000352565,2.13,2020-11-16,Marshall Wace LLP,Fugro N.V.,archive
NL0011821392,0.48,2020-11-16,Millennium International Management LP,Signify N.V.,archive
FR0013326246,0.29,2020-11-16,"Samlyn Capital, LLC",Unibail-Rodamco-Westfield SE,archive
NL0000352565,1.14,2020-11-16,Systematica Investments Limited,Fugro N.V.,archive
FR0013326246,0.76,2020-11-16,Tiger Global Management LLC,Unibail-Rodamco-Westfield SE,archive
NL0000352565,0.58,2020-11-16,Voleon Capital Management LP,Fugro N.V.,archive
NL0000337319,0.9,2020-11-16,Voleon Capital Management LP,Koninklijke BAM Groep N.V.,archive
FR0013326246,0.82,2020-11-13,Gladstone Capital Management LLP,Unibail-Rodamco-Westfield SE,archive
NL0011279492,0.5,2020-11-13,Marshall Wace LLP,Flow Traders Ltd.,archive
NL0000888691,0.78,2020-11-13,Systematica Investments Limited,AMG Critical Materials N.V.,archive
NL0000352565,0.68,2020-11-13,Voleon Capital Management LP,Fugro N.V.,archive
NL0000289213,0.69,2020-11-13,"WorldQuant, LLC",Wereldhave N.V.,archive
NL0011279492,0.46,2020-11-12,"D. E. Shaw & Co., L.P.",Flow Traders Ltd.,archive
NL0006237562,1.58,2020-11-12,Lansdowne Partners (UK) LLP,ARCADIS N.V.,archive
NL0000352565,2.29,2020-11-12,Marshall Wace LLP,Fugro N.V.,archive
NL0000360618,1.48,2020-11-12,Marshall Wace LLP,SBM Offshore N.V.,archive
NL0000352565,1.29,2020-11-12,Systematica Investments Limited,Fugro N.V.,archive
NL0000352565,0.75,2020-11-12,Voleon Capital Management LP,Fugro N.V.,archive
NL0000337319,1.09,2020-11-12,Voleon Capital Management LP,Koninklijke BAM Groep N.V.,archive
NL0009739416,0.44,2020-11-12,Voleon Capital Management LP,PostNL N.V.,archive
NL0010558797,1.39,2020-11-11,"AQR Capital Management, LLC",OCI N.V.,archive
NL0000289213,0.76,2020-11-11,"Connor, Clark & Lunn Investment Management Ltd.",Wereldhave N.V.,archive
NL0011279492,0.51,2020-11-11,"D. E. Shaw & Co., L.P.",Flow Traders Ltd.,archive
FR0013326246,0.92,2020-11-11,Gladstone Capital Management LLP,Unibail-Rodamco-Westfield SE,archive
NL0011872650,0.65,2020-11-11,Marshall Wace LLP,Basic-Fit N.V.,archive
NL0000352565,0.65,2020-11-11,Susquehanna International Securities Limited,Fugro N.V.,archive
NL0000352565,0.84,2020-11-11,Voleon Capital Management LP,Fugro N.V.,archive
LU0569974404,0.7,2020-11-10,Citadel Advisors LLC,Aperam S.A.,archive
FR0013326246,1.03,2020-11-10,Gladstone Capital Management LLP,Unibail-Rodamco-Westfield SE,archive
NL0000337319,1.03,2020-11-10,GSA Capital Partners LLP,Koninklijke BAM Groep N.V.,archive
NL0000888691,1.19,2020-11-10,JPMorgan Asset Management (UK) Ltd.,AMG Critical Materials N.V.,archive
NL0011872650,0.56,2020-11-10,Marshall Wace LLP,Basic-Fit N.V.,archive
FR0013326246,1.47,2020-11-10,"Maverick Capital, Ltd.",Unibail-Rodamco-Westfield SE,archive
NL0000303709,1.1,2020-11-10,"Samlyn Capital, LLC",AEGON Ltd.,archive
FR0013326246,0.8,2020-11-10,"Samlyn Capital, LLC",Unibail-Rodamco-Westfield SE,archive
NL0000352565,0.74,2020-11-10,Susquehanna International Securities Limited,Fugro N.V.,archive
NL0000352565,1.39,2020-11-10,Systematica Investments Limited,Fugro N.V.,archive
FR0013326246,0.6,2020-11-10,Tiger Global Management LLC,Unibail-Rodamco-Westfield SE,archive
NL0000352565,0.95,2020-11-10,Voleon Capital Management LP,Fugro N.V.,archive
NL0000337319,1.18,2020-11-10,Voleon Capital Management LP,Koninklijke BAM Groep N.V.,archive
NL0010391025,0.71,2020-11-10,Voleon Capital Management LP,Pharming Group N.V.,archive
NL0009739416,0.59,2020-11-10,Voleon Capital Management LP,PostNL N.V.,archive
NL0000289213,0.49,2020-11-10,Wellington Management Company LLP,Wereldhave N.V.,archive
FR0013326246,0.93,2020-11-10,"Woodson Capital Master Fund, LP",Unibail-Rodamco-Westfield SE,archive
NL0011279492,0.49,2020-11-10,"WorldQuant, LLC",Flow Traders Ltd.,archive
NL0000289213,0.7,2020-11-10,"WorldQuant, LLC",Wereldhave N.V.,archive
NL0000337319,0.4,2020-11-09,Citadel Advisors LLC,Koninklijke BAM Groep N.V.,archive
FR0013326246,4.17,2020-11-09,D1 Capital Partners LP,Unibail-Rodamco-Westfield SE,archive
NL0000337319,1.1,2020-11-09,GSA Capital Partners LLP,Koninklijke BAM Groep N.V.,archive
NL0000337319,0.48,2020-11-09,HBK Investments LP,Koninklijke BAM Groep N.V.,archive
NL0011279492,0.48,2020-11-09,JPMorgan Asset Management (UK) Ltd.,Flow Traders Ltd.,archive
NL0006237562,1.69,2020-11-09,Lansdowne Partners (UK) LLP,ARCADIS N.V.,archive
FR0013326246,1.96,2020-11-09,Lone Pine Capital LLC,Unibail-Rodamco-Westfield SE,archive
LU0569974404,0.25,2020-11-09,"Luxor Capital Group, LP",Aperam S.A.,archive
NL0011872650,0.49,2020-11-09,Marshall Wace LLP,Basic-Fit N.V.,archive
NL0000226223,0.61,2020-11-09,Sculptor Capital Management Europe Limited,STMicroelectronics N.V.,archive
NL0000352565,1.08,2020-11-09,Voleon Capital Management LP,Fugro N.V.,archive
NL0009739416,0.6,2020-11-09,Voleon Capital Management LP,PostNL N.V.,archive
NL0000352565,1.0,2020-11-09,Whitebox Advisors LLC,Fugro N.V.,archive
NL0000289213,0.62,2020-11-09,"WorldQuant, LLC",Wereldhave N.V.,archive
NL0000337319,0.54,2020-11-06,Citadel Advisors LLC,Koninklijke BAM Groep N.V.,archive
NL0013332471,0.52,2020-11-06,JPMorgan Asset Management (UK) Ltd.,TomTom N.V.,archive
NL0000352565,2.3,2020-11-06,Marshall Wace LLP,Fugro N.V.,archive
NL0006237562,1.16,2020-11-06,Pelham Capital Ltd.,ARCADIS N.V.,archive
FR0013326246,2.01,2020-11-06,"Samlyn Capital, LLC",Unibail-Rodamco-Westfield SE,archive
NL0000352565,1.27,2020-11-06,Voleon Capital Management LP,Fugro N.V.,archive
NL0000289213,0.54,2020-11-06,"WorldQuant, LLC",Wereldhave N.V.,archive
FR0013326246,4.4,2020-11-05,D1 Capital Partners LP,Unibail-Rodamco-Westfield SE,archive
NL0000337319,1.07,2020-11-05,GSA Capital Partners LLP,Koninklijke BAM Groep N.V.,archive
NL0000337319,0.5,2020-11-05,HBK Investments LP,Koninklijke BAM Groep N.V.,archive
NL0000352565,1.35,2020-11-05,Voleon Capital Management LP,Fugro N.V.,archive
NL0000337319,1.29,2020-11-05,Voleon Capital Management LP,Koninklijke BAM Groep N.V.,archive
NL0009739416,0.52,2020-11-05,Voleon Capital Management LP,PostNL N.V.,archive
NL0011279492,0.59,2020-11-05,"WorldQuant, LLC",Flow Traders Ltd.,archive
NL0000360618,1.59,2020-11-04,"AQR Capital Management, LLC",SBM Offshore N.V.,archive
LU0569974404,0.6,2020-11-04,Citadel Advisors LLC,Aperam S.A.,archive
LU0569974404,0.95,2020-11-04,Citadel Europe LLP,Aperam S.A.,archive
FR0013326246,4.68,2020-11-04,D1 Capital Partners LP,Unibail-Rodamco-Westfield SE,archive
NL0000337319,0.91,2020-11-04,GSA Capital Partners LLP,Koninklijke BAM Groep N.V.,archive
NL0000337319,0.49,2020-11-04,HBK Investments LP,Koninklijke BAM Groep N.V.,archive
NL0000226223,0.59,2020-11-04,Sculptor Capital Management Europe Limited,STMicroelectronics N.V.,archive
NL0000352565,1.43,2020-11-04,Voleon Capital Management LP,Fugro N.V.,archive
NL0011279492,0.6,2020-11-04,"WorldQuant, LLC",Flow Traders Ltd.,archive
NL0006237562,1.79,2020-11-03,Lansdowne Partners (UK) LLP,ARCADIS N.V.,archive
FR0013326246,1.9,2020-11-03,"Samlyn Capital, LLC",Unibail-Rodamco-Westfield SE,archive
NL0000226223,0.6,2020-11-03,Sculptor Capital Management Europe Limited,STMicroelectronics N.V.,archive
NL0000352565,1.55,2020-11-03,Voleon Capital Management LP,Fugro N.V.,archive
NL0000352565,1.48,2020-11-03,"WorldQuant, LLC",Fugro N.V.,archive
BE0003818359,0.79,2020-11-02,"D. E. Shaw & Co., L.P.",Galapagos NV,archive
FR0013326246,4.86,2020-11-02,D1 Capital Partners LP,Unibail-Rodamco-Westfield SE,archive
FR0013326246,0.61,2020-11-02,Kintbury Capital LLP,Unibail-Rodamco-Westfield SE,archive
FR0013326246,2.0,2020-11-02,Lone Pine Capital LLC,Unibail-Rodamco-Westfield SE,archive
NL0000352565,2.2,2020-11-02,Marshall Wace LLP,Fugro N.V.,archive
NL0000352565,1.68,2020-11-02,Voleon Capital Management LP,Fugro N.V.,archive
NL0000337319,1.35,2020-11-02,Voleon Capital Management LP,Koninklijke BAM Groep N.V.,archive
NL0010391025,0.67,2020-11-02,Voleon Capital Management LP,Pharming Group N.V.,archive
NL0011279492,0.5,2020-11-02,"WorldQuant, LLC",Flow Traders Ltd.,archive
NL0011872650,0.82,2020-10-30,Marshall Wace LLP,Basic-Fit N.V.,archive
NL0000352565,2.16,2020-10-30,Marshall Wace LLP,Fugro N.V.,archive
NL0010391025,1.4,2020-10-30,Pictet Asset Management Limited,Pharming Group N.V.,archive
NL0000337319,1.4,2020-10-30,Voleon Capital Management LP,Koninklijke BAM Groep N.V.,archive
NL0006237562,0.56,2020-10-29,AKO Capital LLP,ARCADIS N.V.,archive
NL0011279492,0.48,2020-10-29,Citadel Advisors LLC,Flow Traders Ltd.,archive
FR0013326246,5.04,2020-10-29,D1 Capital Partners LP,Unibail-Rodamco-Westfield SE,archive
LU0569974404,0.5,2020-10-29,"Luxor Capital Group, LP",Aperam S.A.,archive
NL0000303709,1.22,2020-10-29,"Samlyn Capital, LLC",AEGON Ltd.,archive
FR0013326246,1.83,2020-10-29,"Samlyn Capital, LLC",Unibail-Rodamco-Westfield SE,archive
NL0000337319,1.33,2020-10-29,Voleon Capital Management LP,Koninklijke BAM Groep N.V.,archive
NL0000352565,1.27,2020-10-29,Whitebox Advisors LLC,Fugro N.V.,archive
NL0006237562,0.69,2020-10-28,AKO Capital LLP,ARCADIS N.V.,archive
LU0569974404,0.89,2020-10-28,Citadel Europe LLP,Aperam S.A.,archive
FR0013326246,5.53,2020-10-28,D1 Capital Partners LP,Unibail-Rodamco-Westfield SE,archive
FR0013326246,1.99,2020-10-28,Lone Pine Capital LLC,Unibail-Rodamco-Westfield SE,archive
NL0011872650,0.78,2020-10-28,Marshall Wace LLP,Basic-Fit N.V.,archive
NL0000352565,2.01,2020-10-28,Marshall Wace LLP,Fugro N.V.,archive
NL0000303709,1.15,2020-10-28,"Samlyn Capital, LLC",AEGON Ltd.,archive
NL0000226223,0.58,2020-10-28,Sculptor Capital Management Europe Limited,STMicroelectronics N.V.,archive
NL0000888691,0.89,2020-10-28,Systematica Investments Limited,AMG Critical Materials N.V.,archive
NL0000352565,1.79,2020-10-28,Voleon Capital Management LP,Fugro N.V.,archive
NL0000337319,1.21,2020-10-28,Voleon Capital Management LP,Koninklijke BAM Groep N.V.,archive
NL0010391025,0.71,2020-10-28,Voleon Capital Management LP,Pharming Group N.V.,archive
NL0000352565,1.35,2020-10-28,Whitebox Advisors LLC,Fugro N.V.,archive
NL0011279492,0.56,2020-10-27,Citadel Advisors LLC,Flow Traders Ltd.,archive
FR0013326246,5.9,2020-10-27,D1 Capital Partners LP,Unibail-Rodamco-Westfield SE,archive
NL0000360618,1.5,2020-10-27,Marshall Wace LLP,SBM Offshore N.V.,archive
NL0010391025,1.39,2020-10-27,Pictet Asset Management Limited,Pharming Group N.V.,archive
NL0000337319,1.1,2020-10-27,Voleon Capital Management LP,Koninklijke BAM Groep N.V.,archive
NL0010391025,0.69,2020-10-27,Voleon Capital Management LP,Pharming Group N.V.,archive
NL0006237562,0.84,2020-10-26,AKO Capital LLP,ARCADIS N.V.,archive
LU0569974404,0.9,2020-10-26,Citadel Europe LLP,Aperam S.A.,archive
NL0000337319,0.5,2020-10-26,HBK Investments LP,Koninklijke BAM Groep N.V.,archive
NL0011872650,0.62,2020-10-26,Marshall Wace LLP,Basic-Fit N.V.,archive
NL0000352565,1.91,2020-10-26,Marshall Wace LLP,Fugro N.V.,archive
NL0000360618,1.49,2020-10-26,Marshall Wace LLP,SBM Offshore N.V.,archive
NL0010391025,0.95,2020-10-26,Pictet Asset Management Limited,Pharming Group N.V.,archive
NL0000303709,0.6,2020-10-26,Viking Global Investors LP,AEGON Ltd.,archive
NL0010391025,0.59,2020-10-26,Woodline Partners,Pharming Group N.V.,archive
FR0013326246,2.0,2020-10-23,Lone Pine Capital LLC,Unibail-Rodamco-Westfield SE,archive
NL0011872650,0.5,2020-10-23,Marshall Wace LLP,Basic-Fit N.V.,archive
NL0011279492,0.45,2020-10-23,Marshall Wace LLP,Flow Traders Ltd.,archive
NL0000352565,1.83,2020-10-23,Marshall Wace LLP,Fugro N.V.,archive
NL0011821392,0.86,2020-10-23,Millennium Capital Partners LLP,Signify N.V.,archive
NL0011821392,0.52,2020-10-23,Millennium International Management LP,Signify N.V.,archive
NL0012866412,0.96,2020-10-23,Scopia Capital Management LP,BE Semiconductor Industries N.V.,archive
FR0013326246,0.7,2020-10-23,Steadfast Capital Management LP,Unibail-Rodamco-Westfield SE,archive
NL0000352565,1.86,2020-10-23,Voleon Capital Management LP,Fugro N.V.,archive
NL0000289213,4.17,2020-10-23,"Woodson Capital Master Fund, LP",Wereldhave N.V.,archive
NL0006237562,0.98,2020-10-22,AKO Capital LLP,ARCADIS N.V.,archive
NL0000337319,0.49,2020-10-22,HBK Investments LP,Koninklijke BAM Groep N.V.,archive
NL0011279492,0.53,2020-10-22,Marshall Wace LLP,Flow Traders Ltd.,archive
NL0011821392,0.79,2020-10-22,Millennium Capital Partners LLP,Signify N.V.,archive
NL0010391025,1.3,2020-10-22,Pictet Asset Management Limited,Pharming Group N.V.,archive
NL0000303709,1.03,2020-10-22,"Samlyn Capital, LLC",AEGON Ltd.,archive
NL0000226223,0.61,2020-10-22,Sculptor Capital Management Europe Limited,STMicroelectronics N.V.,archive
FR0013326246,0.6,2020-10-22,Steadfast Capital Management LP,Unibail-Rodamco-Westfield SE,archive
NL0000352565,0.44,2020-10-22,TFG Asset Management UK LLP,Fugro N.V.,archive
NL0010391025,0.7,2020-10-22,Voleon Capital Management LP,Pharming Group N.V.,archive
NL0000352565,1.7,2020-10-22,Whitebox Advisors LLC,Fugro N.V.,archive
NL0006237562,1.19,2020-10-21,AKO Capital LLP,ARCADIS N.V.,archive
NL0000352565,0.34,2020-10-21,Astaris Capital Management LLP,Fugro N.V.,archive
NL0000337319,0.8,2020-10-21,GSA Capital Partners LLP,Koninklijke BAM Groep N.V.,archive
NL0000352565,0.02,2020-10-21,HBK Investments LP,Fugro N.V.,archive
NL0000352565,1.7,2020-10-21,Marshall Wace LLP,Fugro N.V.,archive
NL0000352565,1.81,2020-10-21,Whitebox Advisors LLC,Fugro N.V.,archive
NL0000352565,0.53,2020-10-20,Astaris Capital Management LLP,Fugro N.V.,archive
NL0000337319,0.72,2020-10-20,GSA Capital Partners LLP,Koninklijke BAM Groep N.V.,archive
NL0000352565,1.06,2020-10-20,HBK Investments LP,Fugro N.V.,archive
NL0000352565,1.58,2020-10-20,Marshall Wace LLP,Fugro N.V.,archive
NL0000360618,1.5,2020-10-20,Marshall Wace LLP,SBM Offshore N.V.,archive
FR0013326246,0.46,2020-10-20,Marshall Wace LLP,Unibail-Rodamco-Westfield SE,archive
FR0013326246,0.57,2020-10-20,"SCGE Fund, LP",Unibail-Rodamco-Westfield SE,archive
NL0000352565,0.82,2020-10-20,TFG Asset Management UK LLP,Fugro N.V.,archive
NL0000352565,2.15,2020-10-20,Whitebox Advisors LLC,Fugro N.V.,archive
FR0013326246,0.59,2020-10-19,Marshall Wace LLP,Unibail-Rodamco-Westfield SE,archive
NL0000352565,0.49,2020-10-19,Susquehanna International Holdings LLC,Fugro N.V.,archive
NL0000888691,0.99,2020-10-19,Systematica Investments Limited,AMG Critical Materials N.V.,archive
NL0000352565,1.91,2020-10-19,Voleon Capital Management LP,Fugro N.V.,archive
NL0010391025,0.68,2020-10-19,Woodline Partners,Pharming Group N.V.,archive
NL0010558797,1.49,2020-10-16,"AQR Capital Management, LLC",OCI N.V.,archive
NL0000360618,1.69,2020-10-16,"AQR Capital Management, LLC",SBM Offshore N.V.,archive
NL0000352565,0.64,2020-10-16,Astaris Capital Management LLP,Fugro N.V.,archive
NL0000337319,0.65,2020-10-16,GSA Capital Partners LLP,Koninklijke BAM Groep N.V.,archive
NL0000352565,1.18,2020-10-16,HBK Investments LP,Fugro N.V.,archive
NL0000352565,1.32,2020-10-16,Marshall Wace LLP,Fugro N.V.,archive
NL0010391025,1.1,2020-10-16,Pictet Asset Management Limited,Pharming Group N.V.,archive
NL0000352565,0.52,2020-10-16,Susquehanna International Holdings LLC,Fugro N.V.,archive
NL0000352565,1.87,2020-10-16,Voleon Capital Management LP,Fugro N.V.,archive
NL0000337319,1.01,2020-10-16,Voleon Capital Management LP,Koninklijke BAM Groep N.V.,archive
NL0000352565,0.51,2020-10-15,Astaris Capital Management LLP,Fugro N.V.,archive
NL0000888691,1.16,2020-10-15,Capital Fund Management S.A.,AMG Critical Materials N.V.,archive
NL0000352565,1.3,2020-10-15,HBK Investments LP,Fugro N.V.,archive
FR0013326246,1.98,2020-10-15,Lone Pine Capital LLC,Unibail-Rodamco-Westfield SE,archive
NL0011279492,0.88,2020-10-15,Marshall Wace LLP,Flow Traders Ltd.,archive
FR0013326246,0.6,2020-10-15,Marshall Wace LLP,Unibail-Rodamco-Westfield SE,archive
NL0000352565,1.77,2020-10-15,Voleon Capital Management LP,Fugro N.V.,archive
NL0000337319,0.88,2020-10-15,Voleon Capital Management LP,Koninklijke BAM Groep N.V.,archive
NL0000352565,2.8,2020-10-15,Whitebox Advisors LLC,Fugro N.V.,archive
FR0013326246,1.1,2020-10-14,Gladstone Capital Management LLP,Unibail-Rodamco-Westfield SE,archive
NL0000337319,1.77,2020-10-14,"Lucerne Capital Management, L.P.",Koninklijke BAM Groep N.V.,archive
NL0000360618,0.48,2020-10-14,Renaissance Technologies LLC,SBM Offshore N.V.,archive
FR0013326246,1.7,2020-10-14,"Samlyn Capital, LLC",Unibail-Rodamco-Westfield SE,archive
NL0000226223,0.56,2020-10-14,Sculptor Capital Management Europe Limited,STMicroelectronics N.V.,archive
NL0000352565,1.63,2020-10-14,Voleon Capital Management LP,Fugro N.V.,archive
NL0000337319,0.78,2020-10-14,Voleon Capital Management LP,Koninklijke BAM Groep N.V.,archive
NL0010391025,0.61,2020-10-14,Voleon Capital Management LP,Pharming Group N.V.,archive
NL0000352565,1.23,2020-10-13,HBK Investments LP,Fugro N.V.,archive
NL0000337319,0.5,2020-10-13,HBK Investments LP,Koninklijke BAM Groep N.V.,archive
NL0000360618,1.42,2020-10-13,Marshall Wace LLP,SBM Offshore N.V.,archive
FR0013326246,0.46,2020-10-13,Moore Capital Management LP,Unibail-Rodamco-Westfield SE,archive
NL0000360618,0.5,2020-10-13,Renaissance Technologies LLC,SBM Offshore N.V.,archive
NL0006237562,0.49,2020-10-13,SFM UK Management LLP,ARCADIS N.V.,archive
NL0000352565,0.0,2020-10-13,Susquehanna International Securities Limited,Fugro N.V.,archive
NL0012866412,0.65,2020-10-13,Verde Serviços Internacionais S.A.,BE Semiconductor Industries N.V.,archive
NL0000352565,1.53,2020-10-13,Voleon Capital Management LP,Fugro N.V.,archive
NL0000337319,0.62,2020-10-13,Voleon Capital Management LP,Koninklijke BAM Groep N.V.,archive
NL0000360618,1.73,2020-10-12,"AQR Capital Management, LLC",SBM Offshore N.V.,archive
NL0000888691,1.28,2020-10-12,Capital Fund Management S.A.,AMG Critical Materials N.V.,archive
NL0000289213,0.89,2020-10-12,"Connor, Clark & Lunn Investment Management Ltd.",Wereldhave N.V.,archive
NL0006237562,0.29,2020-10-12,Oceanwood Capital Management LLP,ARCADIS N.V.,archive
NL0010391025,1.05,2020-10-12,Pictet Asset Management Limited,Pharming Group N.V.,archive
NL0000303709,0.93,2020-10-12,"Samlyn Capital, LLC",AEGON Ltd.,archive
FR0013326246,1.64,2020-10-12,"Samlyn Capital, LLC",Unibail-Rodamco-Westfield SE,archive
NL0000226223,0.6,2020-10-12,Sculptor Capital Management Europe Limited,STMicroelectronics N.V.,archive
NL0000337319,0.53,2020-10-12,Voleon Capital Management LP,Koninklijke BAM Groep N.V.,archive
NL0000352565,0.81,2020-10-09,Susquehanna International Securities Limited,Fugro N.V.,archive
NL0000888691,0.46,2020-10-09,"WorldQuant, LLC",AMG Critical Materials N.V.,archive
NL0000337319,0.38,2020-10-08,Citadel Advisors LLC,Koninklijke BAM Groep N.V.,archive
FR0013326246,6.1,2020-10-08,D1 Capital Partners LP,Unibail-Rodamco-Westfield SE,archive
FR0013326246,1.04,2020-10-08,Gladstone Capital Management LLP,Unibail-Rodamco-Westfield SE,archive
FR0013326246,0.97,2020-10-08,Marshall Wace LLP,Unibail-Rodamco-Westfield SE,archive
NL0011821392,0.8,2020-10-08,Millennium Capital Partners LLP,Signify N.V.,archive
NL0000352565,1.48,2020-10-08,Voleon Capital Management LP,Fugro N.V.,archive
NL0000888691,0.5,2020-10-08,"WorldQuant, LLC",AMG Critical Materials N.V.,archive
NL0000352565,1.59,2020-10-08,"WorldQuant, LLC",Fugro N.V.,archive
NL0000352565,1.1,2020-10-07,HBK Investments LP,Fugro N.V.,archive
NL0000352565,1.56,2020-10-07,Voleon Capital Management LP,Fugro N.V.,archive
NL0000337319,0.49,2020-10-07,Voleon Capital Management LP,Koninklijke BAM Groep N.V.,archive
NL0010391025,0.5,2020-10-07,Voleon Capital Management LP,Pharming Group N.V.,archive
NL0012866412,2.2,2020-10-06,Citadel Europe LLP,BE Semiconductor Industries N.V.,archive
NL0000352565,1.07,2020-10-06,HBK Investments LP,Fugro N.V.,archive
NL0011279492,0.91,2020-10-06,Marshall Wace LLP,Flow Traders Ltd.,archive
FR0013326246,1.5,2020-10-06,"Samlyn Capital, LLC",Unibail-Rodamco-Westfield SE,archive
NL0012866412,1.06,2020-10-06,Scopia Capital Management LP,BE Semiconductor Industries N.V.,archive
NL0000352565,0.73,2020-10-06,Susquehanna International Securities Limited,Fugro N.V.,archive
NL0000352565,1.68,2020-10-06,Voleon Capital Management LP,Fugro N.V.,archive
NL0000337319,0.57,2020-10-05,Citadel Advisors LLC,Koninklijke BAM Groep N.V.,archive
FR0013326246,5.94,2020-10-05,D1 Capital Partners LP,Unibail-Rodamco-Westfield SE,archive
NL0000352565,1.22,2020-10-05,Marshall Wace LLP,Fugro N.V.,archive
FR0013326246,1.07,2020-10-05,Marshall Wace LLP,Unibail-Rodamco-Westfield SE,archive
NL0000352565,1.96,2020-10-05,Voleon Capital Management LP,Fugro N.V.,archive
NL0010391025,0.78,2020-10-05,Woodline Partners,Pharming Group N.V.,archive
NL0000352565,1.6,2020-10-05,"WorldQuant, LLC",Fugro N.V.,archive
NL0000337319,0.62,2020-10-02,Citadel Advisors LLC,Koninklijke BAM Groep N.V.,archive
BE0003818359,0.89,2020-10-02,"D. E. Shaw & Co., L.P.",Galapagos NV,archive
FR0013326246,5.83,2020-10-02,D1 Capital Partners LP,Unibail-Rodamco-Westfield SE,archive
NL0000337319,0.49,2020-10-02,HBK Investments LP,Koninklijke BAM Groep N.V.,archive
FR0013326246,0.97,2020-10-02,Marshall Wace LLP,Unibail-Rodamco-Westfield SE,archive
NL0000352565,0.89,2020-10-02,Susquehanna International Securities Limited,Fugro N.V.,archive
NL0000352565,2.07,2020-10-02,Voleon Capital Management LP,Fugro N.V.,archive
NL0000337319,0.59,2020-10-02,Voleon Capital Management LP,Koninklijke BAM Groep N.V.,archive
NL0000352565,1.73,2020-10-02,"WorldQuant, LLC",Fugro N.V.,archive
NL0000360618,1.69,2020-10-01,"AQR Capital Management, LLC",SBM Offshore N.V.,archive
NL0000226223,0.0,2020-10-01,BNP Paribas S.A.,STMicroelectronics N.V.,archive
FR0013326246,0.94,2020-10-01,Gladstone Capital Management LLP,Unibail-Rodamco-Westfield SE,archive
NL0011279492,0.8,2020-10-01,Marshall Wace LLP,Flow Traders Ltd.,archive
NL0000352565,1.13,2020-10-01,Marshall Wace LLP,Fugro N.V.,archive
FR0013326246,0.86,2020-10-01,Marshall Wace LLP,Unibail-Rodamco-Westfield SE,archive
NL0000352565,1.85,2020-10-01,"WorldQuant, LLC",Fugro N.V.,archive
FR0013326246,5.63,2020-09-30,D1 Capital Partners LP,Unibail-Rodamco-Westfield SE,archive
NL0000337319,0.51,2020-09-30,HBK Investments LP,Koninklijke BAM Groep N.V.,archive
NL0000337319,1.64,2020-09-30,"Lucerne Capital Management, L.P.",Koninklijke BAM Groep N.V.,archive
NL0011279492,0.74,2020-09-30,Marshall Wace LLP,Flow Traders Ltd.,archive
NL0000352565,1.97,2020-09-30,"WorldQuant, LLC",Fugro N.V.,archive
NL0000337319,0.63,2020-09-29,HBK Investments LP,Koninklijke BAM Groep N.V.,archive
FR0013326246,0.43,2020-09-29,Oceanwood Capital Management LLP,Unibail-Rodamco-Westfield SE,archive
NL0000352565,0.98,2020-09-29,Susquehanna International Securities Limited,Fugro N.V.,archive
NL0000352565,2.1,2020-09-29,"WorldQuant, LLC",Fugro N.V.,archive
NL0000337319,1.5,2020-09-28,"Lucerne Capital Management, L.P.",Koninklijke BAM Groep N.V.,archive
FR0013326246,1.41,2020-09-28,"Samlyn Capital, LLC",Unibail-Rodamco-Westfield SE,archive
NL0000226223,0.54,2020-09-28,Sculptor Capital Management Europe Limited,STMicroelectronics N.V.,archive
NL0000352565,2.13,2020-09-28,Voleon Capital Management LP,Fugro N.V.,archive
NL0010391025,0.48,2020-09-28,Voleon Capital Management LP,Pharming Group N.V.,archive
NL0000226223,0.82,2020-09-25,BNP Paribas S.A.,STMicroelectronics N.V.,archive
FR0013326246,5.43,2020-09-25,D1 Capital Partners LP,Unibail-Rodamco-Westfield SE,archive
NL0011279492,0.61,2020-09-25,Marshall Wace LLP,Flow Traders Ltd.,archive
FR0013326246,0.42,2020-09-25,Tiger Global Management LLC,Unibail-Rodamco-Westfield SE,archive
