issuer_name,position_date,net_short_position,isin,position_holder,source
BE Semiconductor Industries N.V.,2019-10-15,3.07,NL0012866412,Scopia Capital Management LP,archive
Fugro N.V.,2019-10-15,2.12,NL0000352565,Sculptor Capital Management Europe Limited,archive
Signify N.V.,2019-10-15,1.77,NL0011821392,Tybourne Capital Management (HK) Limited,archive
Fugro N.V.,2019-10-15,0.51,NL0000352565,Whitebox Advisors LLC,archive
PostNL N.V.,2019-10-14,0.57,NL0009739416,AHL Partners LLP,archive
Wereldhave N.V.,2019-10-14,0.88,NL0000289213,Marshall Wace LLP,archive
Brunel International N.V.,2019-10-14,0.65,NL0010776944,Otus Capital Management Ltd.,archive
AMG Critical Materials N.V.,2019-10-14,0.97,NL0000888691,"WorldQuant, LLC",archive
Koninklijke BAM Groep N.V.,2019-10-11,0.43,NL0000337319,Boldhaven Management LLP,archive
Wereldhave N.V.,2019-10-11,0.49,NL0000289213,Capital Fund Management S.A.,archive
Koninklijke BAM Groep N.V.,2019-10-11,2.94,NL0000337319,Marshall Wace LLP,archive
PostNL N.V.,2019-10-11,1.36,NL0009739416,Marshall Wace LLP,archive
Signify N.V.,2019-10-11,0.79,NL0011821392,Millennium International Management LP,archive
BE Semiconductor Industries N.V.,2019-10-11,3.17,NL0012866412,Scopia Capital Management LP,archive
Wereldhave N.V.,2019-10-11,0.5,NL0000289213,"WorldQuant, LLC",archive
SBM Offshore N.V.,2019-10-10,2.6,NL0000360618,"AQR Capital Management, LLC",archive
PostNL N.V.,2019-10-10,0.59,NL0009739416,Capital Fund Management S.A.,archive
Lakefront Biotherapeutics NV,2019-10-10,1.01,BE0003818359,"D. E. Shaw & Co., L.P.",archive
Wereldhave N.V.,2019-10-10,0.49,NL0000289213,"D. E. Shaw & Co., L.P.",archive
AMG Critical Materials N.V.,2019-10-10,2.69,NL0000888691,"Eminence Capital, LP",archive
Fugro N.V.,2019-10-10,1.67,NL0000352565,HBK Investments LP,archive
AMG Critical Materials N.V.,2019-10-10,2.19,NL0000888691,Jupiter Investment Management Limited,archive
BE Semiconductor Industries N.V.,2019-10-10,0.59,NL0012866412,Marshall Wace LLP,archive
Koninklijke BAM Groep N.V.,2019-10-10,2.81,NL0000337319,Marshall Wace LLP,archive
Signify N.V.,2019-10-10,0.81,NL0011821392,Millennium International Management LP,archive
Brunel International N.V.,2019-10-10,0.51,NL0010776944,Otus Capital Management Ltd.,archive
AMG Critical Materials N.V.,2019-10-10,0.7,NL0000888691,Voleon Capital Management LP,archive
PostNL N.V.,2019-10-10,0.79,NL0009739416,Voleon Capital Management LP,archive
Wereldhave N.V.,2019-10-10,0.47,NL0000289213,Wellington Management Company LLP,archive
AMG Critical Materials N.V.,2019-10-09,0.48,NL0000888691,Citadel Advisors II LLC,archive
Lakefront Biotherapeutics NV,2019-10-09,0.79,BE0003818359,Citadel Advisors LLC,archive
Lakefront Biotherapeutics NV,2019-10-09,0.99,BE0003818359,"D. E. Shaw & Co., L.P.",archive
Fugro N.V.,2019-10-09,1.72,NL0000352565,HBK Investments LP,archive
BE Semiconductor Industries N.V.,2019-10-09,0.58,NL0012866412,Jupiter Investment Management Limited,archive
AMG Critical Materials N.V.,2019-10-09,0.67,NL0000888691,Marshall Wace LLP,archive
Fugro N.V.,2019-10-09,3.4,NL0000352565,Marshall Wace LLP,archive
Koninklijke BAM Groep N.V.,2019-10-09,2.74,NL0000337319,Marshall Wace LLP,archive
TomTom N.V.,2019-10-09,0.8,NL0013332471,Marshall Wace LLP,archive
Wereldhave N.V.,2019-10-09,0.9,NL0000289213,Marshall Wace LLP,archive
Fugro N.V.,2019-10-09,0.93,NL0000352565,Voleon Capital Management LP,archive
PostNL N.V.,2019-10-09,0.8,NL0009739416,Voleon Capital Management LP,archive
Wereldhave N.V.,2019-10-09,0.55,NL0000289213,Wellington Management Company LLP,archive
AMG Critical Materials N.V.,2019-10-08,0.5,NL0000888691,Citadel Advisors II LLC,archive
Wereldhave N.V.,2019-10-08,0.52,NL0000289213,"D. E. Shaw & Co., L.P.",archive
Koninklijke BAM Groep N.V.,2019-10-08,0.5,NL0000337319,GSA Capital Partners LLP,archive
Koninklijke BAM Groep N.V.,2019-10-08,0.54,NL0000337319,HBK Investments LP,archive
Aperam S.A.,2019-10-08,1.0,LU0569974404,Marshall Wace LLP,archive
Wereldhave N.V.,2019-10-08,2.32,NL0000289213,"Woodson Capital Master Fund, LP",archive
AMG Critical Materials N.V.,2019-10-08,1.09,NL0000888691,"WorldQuant, LLC",archive
Wereldhave N.V.,2019-10-07,0.49,NL0000289213,"D. E. Shaw & Co., L.P.",archive
Koninklijke BAM Groep N.V.,2019-10-07,0.49,NL0000337319,HBK Investments LP,archive
PostNL N.V.,2019-10-07,1.59,NL0009739416,Marshall Wace LLP,archive
Wereldhave N.V.,2019-10-07,0.89,NL0000289213,Marshall Wace LLP,archive
Signify N.V.,2019-10-07,0.55,NL0011821392,Millennium Capital Partners LLP,archive
Signify N.V.,2019-10-07,0.76,NL0011821392,Millennium International Management LP,archive
Fugro N.V.,2019-10-07,0.83,NL0000352565,Voleon Capital Management LP,archive
AMG Critical Materials N.V.,2019-10-07,1.14,NL0000888691,"WorldQuant, LLC",archive
OCI N.V.,2019-10-04,1.4,NL0010558797,"AQR Capital Management, LLC",archive
PostNL N.V.,2019-10-04,0.68,NL0009739416,Capital Fund Management S.A.,archive
Wereldhave N.V.,2019-10-04,0.81,NL0000289213,Clearance Capital Limited,archive
Lakefront Biotherapeutics NV,2019-10-04,1.01,BE0003818359,"D. E. Shaw & Co., L.P.",archive
BE Semiconductor Industries N.V.,2019-10-04,0.66,NL0012866412,Marshall Wace LLP,archive
Fugro N.V.,2019-10-04,3.33,NL0000352565,Marshall Wace LLP,archive
Pharming Group N.V.,2019-10-04,0.48,NL0010391025,"PDT Partners, LLC",archive
Fugro N.V.,2019-10-04,0.7,NL0000352565,"WorldQuant, LLC",archive
PostNL N.V.,2019-10-03,0.7,NL0009739416,Capital Fund Management S.A.,archive
Wereldhave N.V.,2019-10-03,0.72,NL0000289213,Clearance Capital Limited,archive
Fugro N.V.,2019-10-03,1.69,NL0000352565,HBK Investments LP,archive
ARCADIS N.V.,2019-10-03,0.7,NL0006237562,Kuvari Partners LLP,archive
AMG Critical Materials N.V.,2019-10-03,0.78,NL0000888691,Marshall Wace LLP,archive
Aperam S.A.,2019-10-03,0.93,LU0569974404,Marshall Wace LLP,archive
Fugro N.V.,2019-10-03,3.26,NL0000352565,Marshall Wace LLP,archive
Koninklijke BAM Groep N.V.,2019-10-03,2.51,NL0000337319,Marshall Wace LLP,archive
Signify N.V.,2019-10-03,0.62,NL0011821392,Millennium International Management LP,archive
BE Semiconductor Industries N.V.,2019-10-03,3.29,NL0012866412,Scopia Capital Management LP,archive
Fugro N.V.,2019-10-03,0.23,NL0000352565,Susquehanna International Securities Limited,archive
Fugro N.V.,2019-10-03,0.7,NL0000352565,Voleon Capital Management LP,archive
SBM Offshore N.V.,2019-10-02,0.5,NL0000360618,AHL Partners LLP,archive
Signify N.V.,2019-10-02,1.94,NL0011821392,BlackRock Investment Management (UK) Limited,archive
PostNL N.V.,2019-10-02,0.69,NL0009739416,Capital Fund Management S.A.,archive
Eurocommercial Properties N.V.,2019-10-02,0.45,NL0000288876,Clearance Capital Limited,archive
Wereldhave N.V.,2019-10-02,0.56,NL0000289213,Clearance Capital Limited,archive
Koninklijke BAM Groep N.V.,2019-10-02,0.5,NL0000337319,HBK Investments LP,archive
Sif Holding N.V.,2019-10-02,0.54,NL0011660485,JPMorgan Asset Management (UK) Ltd.,archive
BE Semiconductor Industries N.V.,2019-10-02,0.69,NL0012866412,Jupiter Investment Management Limited,archive
Signify N.V.,2019-10-02,0.14,NL0011821392,Lone Pine Capital LLC,archive
Koninklijke BAM Groep N.V.,2019-10-02,2.42,NL0000337319,Marshall Wace LLP,archive
PostNL N.V.,2019-10-02,1.64,NL0009739416,Marshall Wace LLP,archive
TomTom N.V.,2019-10-02,0.72,NL0013332471,Marshall Wace LLP,archive
Wereldhave N.V.,2019-10-02,0.49,NL0000289213,Millennium International Management LP,archive
Fugro N.V.,2019-10-02,2.22,NL0000352565,Sculptor Capital Management Europe Limited,archive
Fugro N.V.,2019-10-02,0.5,NL0000352565,Susquehanna International Securities Limited,archive
Signify N.V.,2019-10-02,0.64,NL0011821392,Tower House Partners LLP,archive
AMG Critical Materials N.V.,2019-10-02,0.62,NL0000888691,Voleon Capital Management LP,archive
PostNL N.V.,2019-10-02,0.72,NL0009739416,Voleon Capital Management LP,archive
PostNL N.V.,2019-10-01,0.69,NL0009739416,AHL Partners LLP,archive
Lakefront Biotherapeutics NV,2019-10-01,1.93,BE0003818359,"AQR Capital Management, LLC",archive
SBM Offshore N.V.,2019-10-01,2.42,NL0000360618,"AQR Capital Management, LLC",archive
Fugro N.V.,2019-10-01,1.7,NL0000352565,HBK Investments LP,archive
Signify N.V.,2019-10-01,1.02,NL0011821392,Lone Pine Capital LLC,archive
Fugro N.V.,2019-10-01,3.11,NL0000352565,Marshall Wace LLP,archive
Lakefront Biotherapeutics NV,2019-10-01,0.81,BE0003818359,Marshall Wace LLP,archive
PostNL N.V.,2019-10-01,1.7,NL0009739416,Marshall Wace LLP,archive
AMG Critical Materials N.V.,2019-10-01,2.91,NL0000888691,"Public Equity Partners Management, L.P.",archive
Fugro N.V.,2019-10-01,0.82,NL0000352565,Systematica Investments Limited,archive
Fugro N.V.,2019-10-01,0.51,NL0000352565,Voleon Capital Management LP,archive
Signify N.V.,2019-09-30,0.73,NL0011821392,ENA Investment Capital LLP,archive
ARCADIS N.V.,2019-09-30,2.72,NL0006237562,Lansdowne Partners (UK) LLP,archive
Signify N.V.,2019-09-30,1.22,NL0011821392,Lone Pine Capital LLC,archive
Fugro N.V.,2019-09-30,2.87,NL0000352565,Marshall Wace LLP,archive
Koninklijke BAM Groep N.V.,2019-09-30,2.32,NL0000337319,Marshall Wace LLP,archive
PostNL N.V.,2019-09-30,1.81,NL0009739416,Marshall Wace LLP,archive
Signify N.V.,2019-09-30,0.52,NL0011821392,Millennium International Management LP,archive
PostNL N.V.,2019-09-30,0.65,NL0009739416,"PDT Partners, LLC",archive
Fugro N.V.,2019-09-30,2.15,NL0000352565,Sculptor Capital Management Europe Limited,archive
Fugro N.V.,2019-09-30,0.68,NL0000352565,"WorldQuant, LLC",archive
OCI N.V.,2019-09-27,1.39,NL0010558797,"AQR Capital Management, LLC",archive
Fugro N.V.,2019-09-27,1.6,NL0000352565,HBK Investments LP,archive
Lakefront Biotherapeutics NV,2019-09-27,0.7,BE0003818359,Marshall Wace LLP,archive
Randstad N.V.,2019-09-27,0.5,NL0000379121,Marshall Wace LLP,archive
Wereldhave N.V.,2019-09-27,0.57,NL0000289213,Millennium International Management LP,archive
BE Semiconductor Industries N.V.,2019-09-27,3.39,NL0012866412,Scopia Capital Management LP,archive
AMG Critical Materials N.V.,2019-09-27,1.26,NL0000888691,"WorldQuant, LLC",archive
Fugro N.V.,2019-09-27,0.7,NL0000352565,"WorldQuant, LLC",archive
Koninklijke KPN N.V.,2019-09-26,0.89,NL0000009082,"AQR Capital Management, LLC",archive
AMG Critical Materials N.V.,2019-09-26,1.64,NL0000888691,"Arrowstreet Capital, Limited Partnership",archive
Signify N.V.,2019-09-26,0.58,NL0011821392,ENA Investment Capital LLP,archive
AMG Critical Materials N.V.,2019-09-26,0.89,NL0000888691,Marshall Wace LLP,archive
Aperam S.A.,2019-09-26,0.81,LU0569974404,Marshall Wace LLP,archive
Fugro N.V.,2019-09-26,2.72,NL0000352565,Marshall Wace LLP,archive
Koninklijke BAM Groep N.V.,2019-09-26,2.24,NL0000337319,Marshall Wace LLP,archive
AMG Critical Materials N.V.,2019-09-26,0.78,NL0000888691,"PDT Partners, LLC",archive
Signify N.V.,2019-09-25,1.83,NL0011821392,BlackRock Investment Management (UK) Limited,archive
Koninklijke BAM Groep N.V.,2019-09-25,0.45,NL0000337319,Citadel Advisors II LLC,archive
Signify N.V.,2019-09-25,0.64,NL0011821392,ENA Investment Capital LLP,archive
BE Semiconductor Industries N.V.,2019-09-25,0.79,NL0012866412,Jupiter Investment Management Limited,archive
ARCADIS N.V.,2019-09-25,2.62,NL0006237562,Lansdowne Partners (UK) LLP,archive
AMG Critical Materials N.V.,2019-09-25,0.92,NL0000888691,Marshall Wace LLP,archive
BE Semiconductor Industries N.V.,2019-09-25,0.79,NL0012866412,Marshall Wace LLP,archive
Fugro N.V.,2019-09-25,2.67,NL0000352565,Marshall Wace LLP,archive
Koninklijke BAM Groep N.V.,2019-09-25,2.19,NL0000337319,Marshall Wace LLP,archive
TomTom N.V.,2019-09-25,0.63,NL0013332471,Marshall Wace LLP,archive
Wereldhave N.V.,2019-09-25,0.99,NL0000289213,Marshall Wace LLP,archive
PostNL N.V.,2019-09-25,0.7,NL0009739416,"PDT Partners, LLC",archive
BE Semiconductor Industries N.V.,2019-09-25,3.46,NL0012866412,Scopia Capital Management LP,archive
PostNL N.V.,2019-09-25,0.61,NL0009739416,Voleon Capital Management LP,archive
AMG Critical Materials N.V.,2019-09-25,1.11,NL0000888691,"WorldQuant, LLC",archive
Adyen N.V.,2019-09-24,0.52,NL0012969182,"AQR Capital Management, LLC",archive
AMG Critical Materials N.V.,2019-09-24,1.54,NL0000888691,"Arrowstreet Capital, Limited Partnership",archive
PostNL N.V.,2019-09-24,0.79,NL0009739416,Capital Fund Management S.A.,archive
Eurocommercial Properties N.V.,2019-09-24,0.5,NL0000288876,Clearance Capital Limited,archive
Fugro N.V.,2019-09-24,1.52,NL0000352565,HBK Investments LP,archive
AMG Critical Materials N.V.,2019-09-24,0.89,NL0000888691,Marshall Wace LLP,archive
Aperam S.A.,2019-09-24,0.74,LU0569974404,Marshall Wace LLP,archive
Lakefront Biotherapeutics NV,2019-09-24,0.6,BE0003818359,Marshall Wace LLP,archive
PostNL N.V.,2019-09-24,2.19,NL0009739416,Marshall Wace LLP,archive
TomTom N.V.,2019-09-24,0.59,NL0013332471,Marshall Wace LLP,archive
Fugro N.V.,2019-09-24,0.68,NL0000352565,"WorldQuant, LLC",archive
Fugro N.V.,2019-09-23,1.46,NL0000352565,HBK Investments LP,archive
Fugro N.V.,2019-09-23,2.51,NL0000352565,Marshall Wace LLP,archive
Signify N.V.,2019-09-23,0.36,NL0011821392,Millennium International Management LP,archive
Fugro N.V.,2019-09-23,2.01,NL0000352565,Sculptor Capital Management Europe Limited,archive
AMG Critical Materials N.V.,2019-09-23,1.04,NL0000888691,"WorldQuant, LLC",archive
Koninklijke Vopak N.V.,2019-09-20,1.69,NL0009432491,"AQR Capital Management, LLC",archive
Lakefront Biotherapeutics NV,2019-09-20,1.89,BE0003818359,"AQR Capital Management, LLC",archive
Fugro N.V.,2019-09-20,0.54,NL0000352565,"BlackRock Institutional Trust Company, National Association",archive
BE Semiconductor Industries N.V.,2019-09-20,0.7,NL0012866412,Citadel Europe LLP,archive
ARCADIS N.V.,2019-09-20,2.39,NL0006237562,Marshall Wace LLP,archive
BE Semiconductor Industries N.V.,2019-09-20,0.88,NL0012866412,Marshall Wace LLP,archive
Fugro N.V.,2019-09-20,2.42,NL0000352565,Marshall Wace LLP,archive
Koninklijke BAM Groep N.V.,2019-09-20,2.01,NL0000337319,Marshall Wace LLP,archive
Signify N.V.,2019-09-20,0.24,NL0011821392,Marshall Wace LLP,archive
Signify N.V.,2019-09-20,0.39,NL0011821392,Millennium Capital Partners LLP,archive
Signify N.V.,2019-09-20,0.5,NL0011821392,Millennium International Management LP,archive
Unibail-Rodamco-Westfield SE,2019-09-20,0.0,FR0013326246,Millennium International Management LP,archive
Pharming Group N.V.,2019-09-20,0.5,NL0010391025,"PDT Partners, LLC",archive
Signify N.V.,2019-09-20,1.65,NL0011821392,Tybourne Capital Management (HK) Limited,archive
AMG Critical Materials N.V.,2019-09-20,0.96,NL0000888691,"WorldQuant, LLC",archive
Koninklijke Vopak N.V.,2019-09-19,1.7,NL0009432491,"AQR Capital Management, LLC",archive
SBM Offshore N.V.,2019-09-19,2.33,NL0000360618,"AQR Capital Management, LLC",archive
ARCADIS N.V.,2019-09-19,0.05,NL0006237562,Bodenholm Capital AB,archive
BE Semiconductor Industries N.V.,2019-09-19,0.89,NL0012866412,Jupiter Investment Management Limited,archive
ARCADIS N.V.,2019-09-19,2.4,NL0006237562,Marshall Wace LLP,archive
Signify N.V.,2019-09-19,0.71,NL0011821392,Millennium Capital Partners LLP,archive
AMG Critical Materials N.V.,2019-09-19,1.0,NL0000888691,"WorldQuant, LLC",archive
Koninklijke Heijmans N.V.,2019-09-19,0.49,NL0009269109,"WorldQuant, LLC",archive
Koninklijke Vopak N.V.,2019-09-18,1.69,NL0009432491,"AQR Capital Management, LLC",archive
Lakefront Biotherapeutics NV,2019-09-18,1.9,BE0003818359,"AQR Capital Management, LLC",archive
AMG Critical Materials N.V.,2019-09-18,1.48,NL0000888691,"Arrowstreet Capital, Limited Partnership",archive
ARCADIS N.V.,2019-09-18,0.58,NL0006237562,Bodenholm Capital AB,archive
Koninklijke BAM Groep N.V.,2019-09-18,0.58,NL0000337319,Citadel Advisors II LLC,archive
Fugro N.V.,2019-09-18,1.31,NL0000352565,HBK Investments LP,archive
Aperam S.A.,2019-09-18,0.6,LU0569974404,Marshall Wace LLP,archive
BE Semiconductor Industries N.V.,2019-09-18,0.96,NL0012866412,Marshall Wace LLP,archive
Signify N.V.,2019-09-18,0.58,NL0011821392,Marshall Wace LLP,archive
Wereldhave N.V.,2019-09-18,0.69,NL0000289213,Millennium International Management LP,archive
Fugro N.V.,2019-09-18,0.79,NL0000352565,Systematica Investments Limited,archive
PostNL N.V.,2019-09-18,0.5,NL0009739416,Voleon Capital Management LP,archive
ARCADIS N.V.,2019-09-17,0.79,NL0006237562,Bodenholm Capital AB,archive
Fugro N.V.,2019-09-17,0.69,NL0000352565,Citadel Europe LLP,archive
Fugro N.V.,2019-09-17,0.69,NL0000352565,"Connor, Clark & Lunn Investment Management Ltd.",archive
AMG Critical Materials N.V.,2019-09-17,0.99,NL0000888691,Marshall Wace LLP,archive
BE Semiconductor Industries N.V.,2019-09-17,1.02,NL0012866412,Marshall Wace LLP,archive
Fugro N.V.,2019-09-17,2.37,NL0000352565,Marshall Wace LLP,archive
Fugro N.V.,2019-09-17,1.9,NL0000352565,Sculptor Capital Management Europe Limited,archive
Koninklijke KPN N.V.,2019-09-16,0.98,NL0000009082,"AQR Capital Management, LLC",archive
SBM Offshore N.V.,2019-09-16,2.21,NL0000360618,"AQR Capital Management, LLC",archive
PostNL N.V.,2019-09-16,0.89,NL0009739416,Capital Fund Management S.A.,archive
ARCADIS N.V.,2019-09-16,2.59,NL0006237562,Marshall Wace LLP,archive
BE Semiconductor Industries N.V.,2019-09-16,1.11,NL0012866412,Marshall Wace LLP,archive
Fugro N.V.,2019-09-16,2.45,NL0000352565,Marshall Wace LLP,archive
Fugro N.V.,2019-09-16,1.89,NL0000352565,Sculptor Capital Management Europe Limited,archive
Koninklijke Heijmans N.V.,2019-09-16,0.57,NL0009269109,"WorldQuant, LLC",archive
AMG Critical Materials N.V.,2019-09-13,0.45,NL0000888691,AHL Partners LLP,archive
Koninklijke Vopak N.V.,2019-09-13,1.7,NL0009432491,"AQR Capital Management, LLC",archive
AMG Critical Materials N.V.,2019-09-13,1.48,NL0000888691,"Connor, Clark & Lunn Investment Management Ltd.",archive
PostNL N.V.,2019-09-13,0.49,NL0009739416,"Connor, Clark & Lunn Investment Management Ltd.",archive
Fugro N.V.,2019-09-13,1.25,NL0000352565,HBK Investments LP,archive
AMG Critical Materials N.V.,2019-09-13,1.09,NL0000888691,Marshall Wace LLP,archive
TomTom N.V.,2019-09-13,0.69,NL0013332471,Marshall Wace LLP,archive
AMG Critical Materials N.V.,2019-09-13,2.88,NL0000888691,"Public Equity Partners Management, L.P.",archive
PostNL N.V.,2019-09-13,0.49,NL0009739416,Systematica Investments Limited,archive
AMG Critical Materials N.V.,2019-09-13,0.5,NL0000888691,Voleon Capital Management LP,archive
AMG Critical Materials N.V.,2019-09-12,0.51,NL0000888691,AHL Partners LLP,archive
Koninklijke KPN N.V.,2019-09-12,1.0,NL0000009082,"AQR Capital Management, LLC",archive
Lakefront Biotherapeutics NV,2019-09-12,1.84,BE0003818359,"AQR Capital Management, LLC",archive
SBM Offshore N.V.,2019-09-12,2.19,NL0000360618,"AQR Capital Management, LLC",archive
Fugro N.V.,2019-09-12,0.76,NL0000352565,"Connor, Clark & Lunn Investment Management Ltd.",archive
Kendrion N.V.,2019-09-12,0.6,NL0000852531,JPMorgan Asset Management (UK) Ltd.,archive
BE Semiconductor Industries N.V.,2019-09-12,0.98,NL0012866412,Jupiter Investment Management Limited,archive
BE Semiconductor Industries N.V.,2019-09-12,1.29,NL0012866412,Marshall Wace LLP,archive
Fugro N.V.,2019-09-12,2.59,NL0000352565,Marshall Wace LLP,archive
PostNL N.V.,2019-09-12,2.27,NL0009739416,Marshall Wace LLP,archive
TomTom N.V.,2019-09-12,0.7,NL0013332471,Marshall Wace LLP,archive
Wereldhave N.V.,2019-09-12,0.75,NL0000289213,Millennium International Management LP,archive
AMG Critical Materials N.V.,2019-09-12,0.8,NL0000888691,"PDT Partners, LLC",archive
AMG Critical Materials N.V.,2019-09-12,2.74,NL0000888691,"Public Equity Partners Management, L.P.",archive
BE Semiconductor Industries N.V.,2019-09-12,0.5,NL0012866412,"Tenor Capital Management Company, L.P.",archive
Fugro N.V.,2019-09-12,0.79,NL0000352565,"WorldQuant, LLC",archive
Koninklijke BAM Groep N.V.,2019-09-12,0.44,NL0000337319,"WorldQuant, LLC",archive
AMG Critical Materials N.V.,2019-09-11,0.64,NL0000888691,AHL Partners LLP,archive
PostNL N.V.,2019-09-11,0.78,NL0009739416,AHL Partners LLP,archive
AMG Critical Materials N.V.,2019-09-11,1.56,NL0000888691,"Arrowstreet Capital, Limited Partnership",archive
Koninklijke BAM Groep N.V.,2019-09-11,0.52,NL0000337319,Boldhaven Management LLP,archive
PostNL N.V.,2019-09-11,0.97,NL0009739416,Capital Fund Management S.A.,archive
Eurocommercial Properties N.V.,2019-09-11,0.66,NL0000288876,Clearance Capital Limited,archive
PostNL N.V.,2019-09-11,0.55,NL0009739416,"Connor, Clark & Lunn Investment Management Ltd.",archive
BE Semiconductor Industries N.V.,2019-09-11,1.33,NL0012866412,"Davidson Kempner European Partners, LLP",archive
AMG Critical Materials N.V.,2019-09-11,1.15,NL0000888691,Marshall Wace LLP,archive
Aperam S.A.,2019-09-11,0.59,LU0569974404,Marshall Wace LLP,archive
BE Semiconductor Industries N.V.,2019-09-11,1.38,NL0012866412,Marshall Wace LLP,archive
Fugro N.V.,2019-09-11,2.68,NL0000352565,Marshall Wace LLP,archive
PostNL N.V.,2019-09-11,2.31,NL0009739416,Marshall Wace LLP,archive
Signify N.V.,2019-09-11,0.68,NL0011821392,Marshall Wace LLP,archive
Wereldhave N.V.,2019-09-11,1.08,NL0000289213,Marshall Wace LLP,archive
Signify N.V.,2019-09-11,0.65,NL0011821392,Millennium Capital Partners LLP,archive
Wereldhave N.V.,2019-09-11,0.81,NL0000289213,Millennium International Management LP,archive
AMG Critical Materials N.V.,2019-09-11,2.54,NL0000888691,"Public Equity Partners Management, L.P.",archive
Fugro N.V.,2019-09-11,1.96,NL0000352565,Sculptor Capital Management Europe Limited,archive
Wereldhave N.V.,2019-09-11,0.63,NL0000289213,Wellington Management Company LLP,archive
AMG Critical Materials N.V.,2019-09-10,0.78,NL0000888691,AHL Partners LLP,archive
Fugro N.V.,2019-09-10,0.49,NL0000352565,"BlackRock Institutional Trust Company, National Association",archive
Koninklijke BAM Groep N.V.,2019-09-10,0.49,NL0000337319,Citadel Advisors II LLC,archive
Lakefront Biotherapeutics NV,2019-09-10,0.98,BE0003818359,"D. E. Shaw & Co., L.P.",archive
Wereldhave N.V.,2019-09-10,0.56,NL0000289213,"D. E. Shaw & Co., L.P.",archive
Kendrion N.V.,2019-09-10,0.57,NL0000852531,JPMorgan Asset Management (UK) Ltd.,archive
BE Semiconductor Industries N.V.,2019-09-10,1.46,NL0012866412,Marshall Wace LLP,archive
Fugro N.V.,2019-09-10,2.76,NL0000352565,Marshall Wace LLP,archive
Koninklijke BAM Groep N.V.,2019-09-10,1.8,NL0000337319,Marshall Wace LLP,archive
PostNL N.V.,2019-09-10,2.41,NL0009739416,Marshall Wace LLP,archive
Wereldhave N.V.,2019-09-10,1.18,NL0000289213,Marshall Wace LLP,archive
Signify N.V.,2019-09-10,1.08,NL0011821392,Millennium International Management LP,archive
Unibail-Rodamco-Westfield SE,2019-09-10,0.82,FR0013326246,Millennium International Management LP,archive
Wereldhave N.V.,2019-09-10,0.98,NL0000289213,Millennium International Management LP,archive
AMG Critical Materials N.V.,2019-09-10,0.97,NL0000888691,"WorldQuant, LLC",archive
Koninklijke BAM Groep N.V.,2019-09-10,0.58,NL0000337319,"WorldQuant, LLC",archive
AMG Critical Materials N.V.,2019-09-09,0.94,NL0000888691,AHL Partners LLP,archive
PostNL N.V.,2019-09-09,0.86,NL0009739416,AHL Partners LLP,archive
Koninklijke BAM Groep N.V.,2019-09-09,1.49,NL0000337319,AKO Capital LLP,archive
Lakefront Biotherapeutics NV,2019-09-09,0.8,BE0003818359,Citadel Advisors LLC,archive
AMG Critical Materials N.V.,2019-09-09,0.48,NL0000888691,"D. E. Shaw & Co., L.P.",archive
AMG Critical Materials N.V.,2019-09-09,1.02,NL0000888691,Marshall Wace LLP,archive
Aperam S.A.,2019-09-09,0.61,LU0569974404,Marshall Wace LLP,archive
Flow Traders Ltd.,2019-09-09,0.47,NL0011279492,Marshall Wace LLP,archive
PostNL N.V.,2019-09-09,2.58,NL0009739416,Marshall Wace LLP,archive
Signify N.V.,2019-09-09,0.72,NL0011821392,Millennium Capital Partners LLP,archive
Unibail-Rodamco-Westfield SE,2019-09-09,0.72,FR0013326246,Millennium International Management LP,archive
Koninklijke Heijmans N.V.,2019-09-09,0.62,NL0009269109,"WorldQuant, LLC",archive
AMG Critical Materials N.V.,2019-09-06,1.03,NL0000888691,AHL Partners LLP,archive
Lakefront Biotherapeutics NV,2019-09-06,1.7,BE0003818359,"AQR Capital Management, LLC",archive
Fugro N.V.,2019-09-06,0.88,NL0000352565,B&G Master Fund Plc,archive
Fugro N.V.,2019-09-06,0.54,NL0000352565,"BlackRock Institutional Trust Company, National Association",archive
Koninklijke BAM Groep N.V.,2019-09-06,1.25,NL0000337319,Lancaster Investment Management LLP,archive
BE Semiconductor Industries N.V.,2019-09-06,1.58,NL0012866412,Marshall Wace LLP,archive
Fugro N.V.,2019-09-06,2.87,NL0000352565,Marshall Wace LLP,archive
Koninklijke BAM Groep N.V.,2019-09-06,1.72,NL0000337319,Marshall Wace LLP,archive
PostNL N.V.,2019-09-06,2.67,NL0009739416,Marshall Wace LLP,archive
TomTom N.V.,2019-09-06,0.65,NL0013332471,Marshall Wace LLP,archive
Wereldhave N.V.,2019-09-06,1.25,NL0000289213,Marshall Wace LLP,archive
Unibail-Rodamco-Westfield SE,2019-09-06,0.62,FR0013326246,Millennium International Management LP,archive
Wereldhave N.V.,2019-09-06,1.08,NL0000289213,Millennium International Management LP,archive
AMG Critical Materials N.V.,2019-09-06,0.49,NL0000888691,Voleon Capital Management LP,archive
Koninklijke BAM Groep N.V.,2019-09-06,0.67,NL0000337319,"WorldQuant, LLC",archive
AMG Critical Materials N.V.,2019-09-05,1.2,NL0000888691,AHL Partners LLP,archive
PostNL N.V.,2019-09-05,1.08,NL0009739416,Capital Fund Management S.A.,archive
PostNL N.V.,2019-09-05,0.69,NL0009739416,"Connor, Clark & Lunn Investment Management Ltd.",archive
