issuer_name,position_date,net_short_position,isin,position_holder,source
ASM International N.V.,2018-09-25,0.7,NL0000334118,"WorldQuant, LLC",archive
BE Semiconductor Industries N.V.,2018-09-25,0.87,NL0012866412,"WorldQuant, LLC",archive
Wereldhave N.V.,2018-09-25,0.8,NL0000289213,"WorldQuant, LLC",archive
Aperam S.A.,2018-09-24,1.29,LU0569974404,"Arrowstreet Capital, Limited Partnership",archive
PostNL N.V.,2018-09-24,0.78,NL0009739416,Capital Fund Management S.A.,archive
Wereldhave N.V.,2018-09-24,0.65,NL0000289213,"D. E. Shaw & Co., L.P.",archive
Pharming Group N.V.,2018-09-24,1.02,NL0010391025,GSA Capital Partners LLP,archive
Wereldhave N.V.,2018-09-24,0.58,NL0000289213,GSA Capital Partners LLP,archive
BE Semiconductor Industries N.V.,2018-09-24,0.63,NL0012866412,Jupiter Investment Management Limited,archive
Fugro N.V.,2018-09-24,3.47,NL0000352565,Marshall Wace LLP,archive
Pharming Group N.V.,2018-09-24,0.44,NL0010391025,Marshall Wace LLP,archive
Pharming Group N.V.,2018-09-24,0.9,NL0010391025,"PDT Partners, LLC",archive
Koninklijke BAM Groep N.V.,2018-09-24,0.57,NL0000337319,"WorldQuant, LLC",archive
PostNL N.V.,2018-09-24,1.14,NL0009739416,"WorldQuant, LLC",archive
Pharming Group N.V.,2018-09-21,0.8,NL0010391025,Citadel Advisors II LLC,archive
Wereldhave N.V.,2018-09-21,0.7,NL0000289213,"D. E. Shaw & Co., L.P.",archive
Flow Traders Ltd.,2018-09-21,0.76,NL0011279492,Millennium International Management LP,archive
Pharming Group N.V.,2018-09-21,0.87,NL0010391025,"PDT Partners, LLC",archive
ASM International N.V.,2018-09-21,0.69,NL0000334118,"WorldQuant, LLC",archive
BE Semiconductor Industries N.V.,2018-09-21,0.99,NL0012866412,"WorldQuant, LLC",archive
Pharming Group N.V.,2018-09-21,1.11,NL0010391025,"WorldQuant, LLC",archive
Wereldhave N.V.,2018-09-20,0.49,NL0000289213,"BlackRock Institutional Trust Company, National Association",archive
Koninklijke BAM Groep N.V.,2018-09-20,0.48,NL0000337319,Citadel Advisors II LLC,archive
BE Semiconductor Industries N.V.,2018-09-20,0.91,NL0012866412,"Connor, Clark & Lunn Investment Management Ltd.",archive
Aperam S.A.,2018-09-20,0.51,LU0569974404,GLG Partners LP,archive
Pharming Group N.V.,2018-09-20,0.99,NL0010391025,GSA Capital Partners LLP,archive
BE Semiconductor Industries N.V.,2018-09-20,0.53,NL0012866412,Jupiter Investment Management Limited,archive
Signify N.V.,2018-09-20,0.48,NL0011821392,Lansdowne Partners (UK) LLP,archive
Pharming Group N.V.,2018-09-20,0.52,NL0010391025,Marshall Wace LLP,archive
PostNL N.V.,2018-09-20,2.21,NL0009739416,Marshall Wace LLP,archive
AMG Critical Materials N.V.,2018-09-20,0.49,NL0000888691,Millennium International Management LP,archive
Fugro N.V.,2018-09-20,0.45,NL0000352565,"WorldQuant, LLC",archive
PostNL N.V.,2018-09-19,0.79,NL0009739416,Canada Pension Plan Investment Board,archive
Fugro N.V.,2018-09-19,2.1,NL0000352565,Capital Fund Management S.A.,archive
Pharming Group N.V.,2018-09-19,0.76,NL0010391025,Citadel Advisors II LLC,archive
Pharming Group N.V.,2018-09-19,0.56,NL0010391025,"Great Point Partners, LLC",archive
Pharming Group N.V.,2018-09-19,1.19,NL0010391025,GSA Capital Partners LLP,archive
Pharming Group N.V.,2018-09-19,0.47,NL0010391025,Kingdon Capital Management LLC,archive
Fugro N.V.,2018-09-19,3.3,NL0000352565,Marshall Wace LLP,archive
OCI N.V.,2018-09-19,0.5,NL0010558797,Marshall Wace LLP,archive
TomTom N.V.,2018-09-19,0.49,NL0000387058,Marshall Wace LLP,archive
AMG Critical Materials N.V.,2018-09-19,0.56,NL0000888691,Millennium International Management LP,archive
Pharming Group N.V.,2018-09-19,0.76,NL0010391025,"PDT Partners, LLC",archive
BE Semiconductor Industries N.V.,2018-09-19,1.09,NL0012866412,"WorldQuant, LLC",archive
Pharming Group N.V.,2018-09-19,1.27,NL0010391025,"WorldQuant, LLC",archive
PostNL N.V.,2018-09-19,1.28,NL0009739416,"WorldQuant, LLC",archive
Koninklijke KPN N.V.,2018-09-18,1.48,NL0000009082,"AQR Capital Management, LLC",archive
Lakefront Biotherapeutics NV,2018-09-18,1.85,BE0003818359,"AQR Capital Management, LLC",archive
AEGON Ltd.,2018-09-18,0.69,NL0000303709,B&G Master Fund Plc,archive
Fugro N.V.,2018-09-18,0.69,NL0000352565,Canada Pension Plan Investment Board,archive
Pharming Group N.V.,2018-09-18,1.19,NL0010391025,Canada Pension Plan Investment Board,archive
PostNL N.V.,2018-09-18,0.88,NL0009739416,Capital Fund Management S.A.,archive
Koninklijke KPN N.V.,2018-09-18,0.0,NL0000009082,"Castle Creek Arbitrage, LLC",archive
Wereldhave N.V.,2018-09-18,0.67,NL0000289213,Citadel Advisors II LLC,archive
Wereldhave N.V.,2018-09-18,0.65,NL0000289213,"D. E. Shaw & Co., L.P.",archive
AMG Critical Materials N.V.,2018-09-18,0.42,NL0000888691,GLG Partners LP,archive
Pharming Group N.V.,2018-09-18,0.77,NL0010391025,"Great Point Partners, LLC",archive
Fugro N.V.,2018-09-18,3.25,NL0000352565,Marshall Wace LLP,archive
Signify N.V.,2018-09-18,0.52,NL0011821392,Marshall Wace LLP,archive
AMG Critical Materials N.V.,2018-09-18,0.66,NL0000888691,Millennium International Management LP,archive
Pharming Group N.V.,2018-09-18,0.81,NL0010391025,"PDT Partners, LLC",archive
Fugro N.V.,2018-09-18,0.58,NL0000352565,"WorldQuant, LLC",archive
Wereldhave N.V.,2018-09-18,0.7,NL0000289213,"WorldQuant, LLC",archive
AMG Critical Materials N.V.,2018-09-17,1.91,NL0000888691,AHL Partners LLP,archive
Lakefront Biotherapeutics NV,2018-09-17,1.92,BE0003818359,"AQR Capital Management, LLC",archive
PostNL N.V.,2018-09-17,1.0,NL0009739416,Capital Fund Management S.A.,archive
Wereldhave N.V.,2018-09-17,0.7,NL0000289213,"D. E. Shaw & Co., L.P.",archive
BE Semiconductor Industries N.V.,2018-09-17,0.83,NL0012866412,Marshall Wace LLP,archive
Aperam S.A.,2018-09-14,1.3,LU0569974404,"Arrowstreet Capital, Limited Partnership",archive
PostNL N.V.,2018-09-14,0.81,NL0009739416,"BlackRock Institutional Trust Company, National Association",archive
Wereldhave N.V.,2018-09-14,0.69,NL0000289213,"BlackRock Institutional Trust Company, National Association",archive
Flow Traders Ltd.,2018-09-14,0.89,NL0011279492,Capital Fund Management S.A.,archive
ARCADIS N.V.,2018-09-14,1.11,NL0006237562,Marshall Wace Asia Limited,archive
BE Semiconductor Industries N.V.,2018-09-14,0.79,NL0012866412,Marshall Wace LLP,archive
Fugro N.V.,2018-09-14,3.11,NL0000352565,Marshall Wace LLP,archive
Koninklijke Ahold Delhaize N.V.,2018-09-14,1.1,NL0011794037,Marshall Wace LLP,archive
Flow Traders Ltd.,2018-09-13,0.5,NL0011279492,Abaco Asset Management LLP,archive
Lakefront Biotherapeutics NV,2018-09-13,2.03,BE0003818359,"AQR Capital Management, LLC",archive
OCI N.V.,2018-09-13,1.09,NL0010558797,"AQR Capital Management, LLC",archive
AEGON Ltd.,2018-09-13,0.7,NL0000303709,B&G Master Fund Plc,archive
PostNL N.V.,2018-09-13,0.78,NL0009739416,"BlackRock Institutional Trust Company, National Association",archive
Wereldhave N.V.,2018-09-13,0.69,NL0000289213,Capital Fund Management S.A.,archive
BE Semiconductor Industries N.V.,2018-09-13,0.81,NL0012866412,"Connor, Clark & Lunn Investment Management Ltd.",archive
BE Semiconductor Industries N.V.,2018-09-13,0.8,NL0012866412,Marshall Wace LLP,archive
Fugro N.V.,2018-09-13,3.01,NL0000352565,Marshall Wace LLP,archive
TomTom N.V.,2018-09-13,0.69,NL0000387058,Marshall Wace LLP,archive
Flow Traders Ltd.,2018-09-13,0.8,NL0011279492,Millennium International Management LP,archive
BE Semiconductor Industries N.V.,2018-09-13,1.1,NL0012866412,"WorldQuant, LLC",archive
Fugro N.V.,2018-09-13,0.62,NL0000352565,"WorldQuant, LLC",archive
Koninklijke BAM Groep N.V.,2018-09-13,0.62,NL0000337319,"WorldQuant, LLC",archive
Flow Traders Ltd.,2018-09-12,0.49,NL0011279492,Abaco Asset Management LLP,archive
AMG Critical Materials N.V.,2018-09-12,1.81,NL0000888691,AHL Partners LLP,archive
Fugro N.V.,2018-09-12,2.02,NL0000352565,Capital Fund Management S.A.,archive
Koninklijke BAM Groep N.V.,2018-09-12,0.54,NL0000337319,Citadel Advisors II LLC,archive
RHI Magnesita N.V.,2018-09-12,0.9,NL0012650360,"Goldman Sachs Group Inc., The",archive
Fugro N.V.,2018-09-12,1.35,NL0000352565,HBK Investments LP,archive
ASM International N.V.,2018-09-12,0.44,NL0000334118,Marshall Wace LLP,archive
BE Semiconductor Industries N.V.,2018-09-12,0.75,NL0012866412,Marshall Wace LLP,archive
BE Semiconductor Industries N.V.,2018-09-12,1.04,NL0012866412,"WorldQuant, LLC",archive
PostNL N.V.,2018-09-12,1.38,NL0009739416,"WorldQuant, LLC",archive
AMG Critical Materials N.V.,2018-09-11,1.73,NL0000888691,AHL Partners LLP,archive
Lakefront Biotherapeutics NV,2018-09-11,2.1,BE0003818359,"AQR Capital Management, LLC",archive
Wereldhave N.V.,2018-09-11,0.7,NL0000289213,Citadel Advisors II LLC,archive
Wereldhave N.V.,2018-09-11,0.69,NL0000289213,"D. E. Shaw & Co., L.P.",archive
RHI Magnesita N.V.,2018-09-11,0.89,NL0012650360,"Goldman Sachs Group Inc., The",archive
BE Semiconductor Industries N.V.,2018-09-11,0.8,NL0012866412,Marshall Wace LLP,archive
PostNL N.V.,2018-09-11,2.1,NL0009739416,Marshall Wace LLP,archive
TomTom N.V.,2018-09-11,0.77,NL0000387058,Marshall Wace LLP,archive
Fugro N.V.,2018-09-11,0.84,NL0000352565,RAM Active Investments SA,archive
Pharming Group N.V.,2018-09-11,1.33,NL0010391025,"WorldQuant, LLC",archive
Wereldhave N.V.,2018-09-11,0.69,NL0000289213,"WorldQuant, LLC",archive
Wereldhave N.V.,2018-09-10,0.71,NL0000289213,"D. E. Shaw & Co., L.P.",archive
Koninklijke BAM Groep N.V.,2018-09-10,1.03,NL0000337319,Gladstone Capital Management LLP,archive
Fugro N.V.,2018-09-10,1.45,NL0000352565,HBK Investments LP,archive
BE Semiconductor Industries N.V.,2018-09-10,0.72,NL0012866412,Marshall Wace LLP,archive
ASM International N.V.,2018-09-10,0.71,NL0000334118,"WorldQuant, LLC",archive
Flow Traders Ltd.,2018-09-07,0.5,NL0011279492,Abaco Asset Management LLP,archive
AMG Critical Materials N.V.,2018-09-07,1.61,NL0000888691,AHL Partners LLP,archive
Koninklijke BAM Groep N.V.,2018-09-07,0.42,NL0000337319,AHL Partners LLP,archive
PostNL N.V.,2018-09-07,1.41,NL0009739416,AHL Partners LLP,archive
Lakefront Biotherapeutics NV,2018-09-07,2.09,BE0003818359,"AQR Capital Management, LLC",archive
Fugro N.V.,2018-09-07,1.91,NL0000352565,Capital Fund Management S.A.,archive
BE Semiconductor Industries N.V.,2018-09-07,0.7,NL0012866412,"Connor, Clark & Lunn Investment Management Ltd.",archive
Wereldhave N.V.,2018-09-07,0.66,NL0000289213,"D. E. Shaw & Co., L.P.",archive
Fugro N.V.,2018-09-07,1.51,NL0000352565,HBK Investments LP,archive
ARCADIS N.V.,2018-09-07,2.7,NL0006237562,Marshall Wace LLP,archive
BE Semiconductor Industries N.V.,2018-09-07,0.66,NL0012866412,Marshall Wace LLP,archive
Fugro N.V.,2018-09-07,2.9,NL0000352565,Marshall Wace LLP,archive
Koninklijke BAM Groep N.V.,2018-09-07,0.44,NL0000337319,Marshall Wace LLP,archive
Wereldhave N.V.,2018-09-07,2.39,NL0000289213,Marshall Wace LLP,archive
PostNL N.V.,2018-09-07,0.58,NL0009739416,Systematica Investments Limited,archive
BE Semiconductor Industries N.V.,2018-09-07,0.92,NL0012866412,"WorldQuant, LLC",archive
Fugro N.V.,2018-09-07,0.52,NL0000352565,"WorldQuant, LLC",archive
Pharming Group N.V.,2018-09-07,1.22,NL0010391025,"WorldQuant, LLC",archive
AMG Critical Materials N.V.,2018-09-06,1.55,NL0000888691,AHL Partners LLP,archive
Koninklijke BAM Groep N.V.,2018-09-06,0.51,NL0000337319,AHL Partners LLP,archive
PostNL N.V.,2018-09-06,0.82,NL0009739416,"BlackRock Institutional Trust Company, National Association",archive
Flow Traders Ltd.,2018-09-06,0.99,NL0011279492,Capital Fund Management S.A.,archive
Fugro N.V.,2018-09-06,1.42,NL0000352565,HBK Investments LP,archive
ASM International N.V.,2018-09-06,0.51,NL0000334118,Marshall Wace LLP,archive
Fugro N.V.,2018-09-06,2.64,NL0000352565,Marshall Wace LLP,archive
Koninklijke BAM Groep N.V.,2018-09-06,0.5,NL0000337319,Marshall Wace LLP,archive
Pharming Group N.V.,2018-09-06,0.46,NL0010391025,Marshall Wace LLP,archive
TomTom N.V.,2018-09-06,0.86,NL0000387058,Marshall Wace LLP,archive
Wereldhave N.V.,2018-09-06,2.41,NL0000289213,Marshall Wace LLP,archive
Fugro N.V.,2018-09-06,1.21,NL0000352565,Systematica Investments Limited,archive
ASM International N.V.,2018-09-06,0.64,NL0000334118,"WorldQuant, LLC",archive
AMG Critical Materials N.V.,2018-09-05,1.45,NL0000888691,AHL Partners LLP,archive
Fugro N.V.,2018-09-05,1.3,NL0000352565,AHL Partners LLP,archive
Koninklijke BAM Groep N.V.,2018-09-05,0.62,NL0000337319,AHL Partners LLP,archive
PostNL N.V.,2018-09-05,1.33,NL0009739416,AHL Partners LLP,archive
Aperam S.A.,2018-09-05,1.2,LU0569974404,"Arrowstreet Capital, Limited Partnership",archive
Fugro N.V.,2018-09-05,0.55,NL0000352565,BlueCrest Capital Management Limited,archive
Fugro N.V.,2018-09-05,1.83,NL0000352565,Capital Fund Management S.A.,archive
PostNL N.V.,2018-09-05,1.16,NL0009739416,Capital Fund Management S.A.,archive
Wereldhave N.V.,2018-09-05,0.52,NL0000289213,"D. E. Shaw & Co., L.P.",archive
BE Semiconductor Industries N.V.,2018-09-05,0.52,NL0012866412,Marshall Wace LLP,archive
Fugro N.V.,2018-09-05,2.54,NL0000352565,Marshall Wace LLP,archive
PostNL N.V.,2018-09-05,2.09,NL0009739416,Marshall Wace LLP,archive
BE Semiconductor Industries N.V.,2018-09-05,0.8,NL0012866412,"WorldQuant, LLC",archive
Fugro N.V.,2018-09-05,0.49,NL0000352565,"WorldQuant, LLC",archive
Koninklijke BAM Groep N.V.,2018-09-05,0.5,NL0000337319,"WorldQuant, LLC",archive
Pharming Group N.V.,2018-09-05,1.11,NL0010391025,"WorldQuant, LLC",archive
AMG Critical Materials N.V.,2018-09-04,1.36,NL0000888691,AHL Partners LLP,archive
BE Semiconductor Industries N.V.,2018-09-04,0.47,NL0012866412,"BlackRock Institutional Trust Company, National Association",archive
PostNL N.V.,2018-09-04,1.2,NL0009739416,Capital Fund Management S.A.,archive
Koninklijke BAM Groep N.V.,2018-09-04,0.96,NL0000337319,Gladstone Capital Management LLP,archive
AMG Critical Materials N.V.,2018-09-04,0.59,NL0000888691,GLG Partners LP,archive
ARCADIS N.V.,2018-09-04,1.05,NL0006237562,Marshall Wace Asia Limited,archive
PostNL N.V.,2018-09-04,2.17,NL0009739416,Marshall Wace LLP,archive
Flow Traders Ltd.,2018-09-04,0.7,NL0011279492,Millennium International Management LP,archive
ARCADIS N.V.,2018-09-04,0.85,NL0006237562,TT International,archive
Pharming Group N.V.,2018-09-04,1.08,NL0010391025,"WorldQuant, LLC",archive
PostNL N.V.,2018-09-04,1.57,NL0009739416,"WorldQuant, LLC",archive
Koninklijke BAM Groep N.V.,2018-09-03,0.78,NL0000337319,AHL Partners LLP,archive
Wereldhave N.V.,2018-09-03,0.69,NL0000289213,GSA Capital Partners LLP,archive
Fugro N.V.,2018-09-03,2.31,NL0000352565,Marshall Wace LLP,archive
Pharming Group N.V.,2018-09-03,0.57,NL0010391025,Marshall Wace LLP,archive
Wereldhave N.V.,2018-09-03,2.3,NL0000289213,Marshall Wace LLP,archive
PostNL N.V.,2018-09-03,0.69,NL0009739416,Systematica Investments Limited,archive
Pharming Group N.V.,2018-09-03,1.12,NL0010391025,"WorldQuant, LLC",archive
Lakefront Biotherapeutics NV,2018-08-31,2.16,BE0003818359,"AQR Capital Management, LLC",archive
Fugro N.V.,2018-08-31,0.49,NL0000352565,Arrowgrass Capital Partners LLP,archive
Fugro N.V.,2018-08-31,0.65,NL0000352565,BlueCrest Capital Management Limited,archive
AMG Critical Materials N.V.,2018-08-31,0.61,NL0000888691,GLG Partners LP,archive
Fugro N.V.,2018-08-31,1.37,NL0000352565,HBK Investments LP,archive
ARCADIS N.V.,2018-08-31,0.5,NL0006237562,Lancaster Investment Management LLP,archive
Koninklijke BAM Groep N.V.,2018-08-31,0.48,NL0000337319,Marshall Wace LLP,archive
AMG Critical Materials N.V.,2018-08-31,0.71,NL0000888691,Millennium International Management LP,archive
ARCADIS N.V.,2018-08-31,1.31,NL0006237562,Pelham Capital Ltd.,archive
ARCADIS N.V.,2018-08-31,0.62,NL0006237562,TT International,archive
ASM International N.V.,2018-08-31,0.5,NL0000334118,"WorldQuant, LLC",archive
AMG Critical Materials N.V.,2018-08-30,1.2,NL0000888691,AHL Partners LLP,archive
Koninklijke Vopak N.V.,2018-08-30,1.89,NL0009432491,"AQR Capital Management, LLC",archive
OCI N.V.,2018-08-30,0.59,NL0010558797,Capital Fund Management S.A.,archive
RHI Magnesita N.V.,2018-08-30,0.91,NL0012650360,"Goldman Sachs Group Inc., The",archive
ARCADIS N.V.,2018-08-30,0.48,NL0006237562,GSA Capital Partners LLP,archive
Signify N.V.,2018-08-30,0.64,NL0011821392,Lansdowne Partners (UK) LLP,archive
Fugro N.V.,2018-08-30,2.23,NL0000352565,Marshall Wace LLP,archive
Pharming Group N.V.,2018-08-30,0.69,NL0010391025,Marshall Wace LLP,archive
PostNL N.V.,2018-08-30,2.45,NL0009739416,Marshall Wace LLP,archive
Pharming Group N.V.,2018-08-30,1.29,NL0010391025,"WorldQuant, LLC",archive
PostNL N.V.,2018-08-30,1.61,NL0009739416,"WorldQuant, LLC",archive
Koninklijke BAM Groep N.V.,2018-08-29,0.81,NL0000337319,AHL Partners LLP,archive
PostNL N.V.,2018-08-29,0.7,NL0009739416,"BlackRock Institutional Trust Company, National Association",archive
Koninklijke BAM Groep N.V.,2018-08-29,0.64,NL0000337319,Citadel Advisors II LLC,archive
BE Semiconductor Industries N.V.,2018-08-29,0.6,NL0012866412,"Connor, Clark & Lunn Investment Management Ltd.",archive
Koninklijke BAM Groep N.V.,2018-08-29,0.71,NL0000337319,Gladstone Capital Management LLP,archive
Fugro N.V.,2018-08-29,1.4,NL0000352565,HBK Investments LP,archive
Fugro N.V.,2018-08-29,2.15,NL0000352565,Marshall Wace LLP,archive
OCI N.V.,2018-08-29,0.49,NL0010558797,Marshall Wace LLP,archive
TomTom N.V.,2018-08-29,0.99,NL0000387058,Marshall Wace LLP,archive
Wereldhave N.V.,2018-08-29,2.28,NL0000289213,Marshall Wace LLP,archive
Koninklijke Heijmans N.V.,2018-08-29,0.46,NL0009269109,Voleon Capital Management LP,archive
BE Semiconductor Industries N.V.,2018-08-29,0.77,NL0012866412,"WorldQuant, LLC",archive
Flow Traders Ltd.,2018-08-28,1.01,NL0011279492,Capital Fund Management S.A.,archive
PostNL N.V.,2018-08-28,0.98,NL0009739416,Jupiter Investment Management Limited,archive
ARCADIS N.V.,2018-08-28,2.69,NL0006237562,Marshall Wace LLP,archive
Wereldhave N.V.,2018-08-28,2.37,NL0000289213,Marshall Wace LLP,archive
ARCADIS N.V.,2018-08-28,1.2,NL0006237562,Pelham Capital Ltd.,archive
PostNL N.V.,2018-08-28,0.76,NL0009739416,Systematica Investments Limited,archive
Pharming Group N.V.,2018-08-28,1.34,NL0010391025,"WorldQuant, LLC",archive
Aperam S.A.,2018-08-27,1.1,LU0569974404,"Arrowstreet Capital, Limited Partnership",archive
PostNL N.V.,2018-08-27,1.18,NL0009739416,Capital Fund Management S.A.,archive
Pharming Group N.V.,2018-08-27,0.74,NL0010391025,Kingdon Capital Management LLC,archive
Fugro N.V.,2018-08-27,2.0,NL0000352565,Marshall Wace LLP,archive
Pharming Group N.V.,2018-08-27,0.75,NL0010391025,Marshall Wace LLP,archive
ARCADIS N.V.,2018-08-27,1.14,NL0006237562,Pelham Capital Ltd.,archive
BE Semiconductor Industries N.V.,2018-08-27,0.83,NL0012866412,"WorldQuant, LLC",archive
Pharming Group N.V.,2018-08-27,1.47,NL0010391025,"WorldQuant, LLC",archive
BE Semiconductor Industries N.V.,2018-08-24,0.54,NL0012866412,"BlackRock Institutional Trust Company, National Association",archive
Koninklijke BAM Groep N.V.,2018-08-24,0.59,NL0000337319,Citadel Advisors II LLC,archive
Pharming Group N.V.,2018-08-24,0.57,NL0010391025,Kingdon Capital Management LLC,archive
Signify N.V.,2018-08-24,0.54,NL0011821392,Lansdowne Partners (UK) LLP,archive
Koninklijke BAM Groep N.V.,2018-08-24,0.58,NL0000337319,Marshall Wace LLP,archive
Pharming Group N.V.,2018-08-24,0.81,NL0010391025,Marshall Wace LLP,archive
AMG Critical Materials N.V.,2018-08-24,0.69,NL0000888691,Millennium International Management LP,archive
Flow Traders Ltd.,2018-08-24,0.6,NL0011279492,Millennium International Management LP,archive
Fugro N.V.,2018-08-24,0.73,NL0000352565,RAM Active Investments SA,archive
AEGON Ltd.,2018-08-24,0.48,NL0000303709,Viking Global Investors LP,archive
Pharming Group N.V.,2018-08-24,1.56,NL0010391025,"WorldQuant, LLC",archive
SBM Offshore N.V.,2018-08-23,2.49,NL0000360618,"AQR Capital Management, LLC",archive
BE Semiconductor Industries N.V.,2018-08-23,0.81,NL0012866412,"Davidson Kempner European Partners, LLP",archive
Koninklijke BAM Groep N.V.,2018-08-23,0.67,NL0000337319,Marshall Wace LLP,archive
PostNL N.V.,2018-08-23,2.5,NL0009739416,Marshall Wace LLP,archive
AMG Critical Materials N.V.,2018-08-23,0.44,NL0000888691,Millennium Capital Partners LLP,archive
Koninklijke BAM Groep N.V.,2018-08-23,0.31,NL0000337319,Susquehanna International Securities Limited,archive
