net_short_position,isin,position_holder,position_date,issuer_name,source
0.63,NL0012866412,Citadel Europe LLP,2019-08-13,BE Semiconductor Industries N.V.,archive
0.91,BE0003818359,"D. E. Shaw & Co., L.P.",2019-08-13,Lakefront Biotherapeutics NV,archive
0.55,NL0000337319,Dalton Strategic Partnership LLP,2019-08-13,Koninklijke BAM Groep N.V.,archive
1.46,NL0000352565,HBK Investments LP,2019-08-13,Fugro N.V.,archive
3.56,NL0000352565,Marshall Wace LLP,2019-08-13,Fugro N.V.,archive
3.17,NL0009739416,Marshall Wace LLP,2019-08-13,PostNL N.V.,archive
0.18,NL0011279492,"Philadelphia Financial Management of San Francisco, LLC",2019-08-13,Flow Traders Ltd.,archive
2.1,NL0000352565,Sculptor Capital Management Europe Limited,2019-08-13,Fugro N.V.,archive
0.67,NL0000888691,Susquehanna International Holdings LLC,2019-08-13,AMG Critical Materials N.V.,archive
0.89,NL0000352565,B&G Master Fund Plc,2019-08-12,Fugro N.V.,archive
0.6,NL0000888691,"D. E. Shaw & Co., L.P.",2019-08-12,AMG Critical Materials N.V.,archive
1.7,NL0012866412,Marshall Wace LLP,2019-08-12,BE Semiconductor Industries N.V.,archive
3.24,NL0009739416,Marshall Wace LLP,2019-08-12,PostNL N.V.,archive
0.6,NL0011821392,Marshall Wace LLP,2019-08-12,Signify N.V.,archive
1.5,NL0000289213,Marshall Wace LLP,2019-08-12,Wereldhave N.V.,archive
0.61,NL0011279492,"WorldQuant, LLC",2019-08-12,Flow Traders Ltd.,archive
0.81,NL0000352565,"WorldQuant, LLC",2019-08-12,Fugro N.V.,archive
1.76,NL0009739416,AHL Partners LLP,2019-08-09,PostNL N.V.,archive
1.6,NL0009432491,"AQR Capital Management, LLC",2019-08-09,Koninklijke Vopak N.V.,archive
0.8,NL0000352565,"Connor, Clark & Lunn Investment Management Ltd.",2019-08-09,Fugro N.V.,archive
0.58,NL0010391025,"Connor, Clark & Lunn Investment Management Ltd.",2019-08-09,Pharming Group N.V.,archive
0.98,NL0009739416,"Connor, Clark & Lunn Investment Management Ltd.",2019-08-09,PostNL N.V.,archive
1.5,NL0000352565,HBK Investments LP,2019-08-09,Fugro N.V.,archive
1.38,NL0012866412,Jupiter Investment Management Limited,2019-08-09,BE Semiconductor Industries N.V.,archive
3.31,NL0009739416,Marshall Wace LLP,2019-08-09,PostNL N.V.,archive
1.29,NL0000888691,"WorldQuant, LLC",2019-08-09,AMG Critical Materials N.V.,archive
0.58,NL0011279492,"WorldQuant, LLC",2019-08-09,Flow Traders Ltd.,archive
0.74,NL0000352565,"WorldQuant, LLC",2019-08-09,Fugro N.V.,archive
1.4,NL0000888691,"Arrowstreet Capital, Limited Partnership",2019-08-08,AMG Critical Materials N.V.,archive
1.48,NL0009739416,Capital Fund Management S.A.,2019-08-08,PostNL N.V.,archive
3.4,NL0009739416,Marshall Wace LLP,2019-08-08,PostNL N.V.,archive
0.71,NL0000888691,Susquehanna International Holdings LLC,2019-08-08,AMG Critical Materials N.V.,archive
0.5,NL0009739416,Systematica Investments Limited,2019-08-08,PostNL N.V.,archive
0.7,NL0000289213,Wellington Management Company LLP,2019-08-08,Wereldhave N.V.,archive
0.6,NL0011279492,"WorldQuant, LLC",2019-08-08,Flow Traders Ltd.,archive
0.63,NL0000352565,"WorldQuant, LLC",2019-08-08,Fugro N.V.,archive
0.97,NL0000352565,"BlackRock Institutional Trust Company, National Association",2019-08-07,Fugro N.V.,archive
0.8,BE0003818359,"D. E. Shaw & Co., L.P.",2019-08-07,Lakefront Biotherapeutics NV,archive
0.7,NL0000289213,"D. E. Shaw & Co., L.P.",2019-08-07,Wereldhave N.V.,archive
1.46,NL0000352565,HBK Investments LP,2019-08-07,Fugro N.V.,archive
0.77,NL0000888691,Marshall Wace LLP,2019-08-07,AMG Critical Materials N.V.,archive
3.55,NL0009739416,Marshall Wace LLP,2019-08-07,PostNL N.V.,archive
0.59,NL0011821392,Marshall Wace LLP,2019-08-07,Signify N.V.,archive
1.49,NL0000289213,Marshall Wace LLP,2019-08-07,Wereldhave N.V.,archive
0.52,NL0000289213,Wellington Management Company LLP,2019-08-07,Wereldhave N.V.,archive
1.36,NL0000888691,"WorldQuant, LLC",2019-08-07,AMG Critical Materials N.V.,archive
1.88,NL0009739416,AHL Partners LLP,2019-08-06,PostNL N.V.,archive
0.69,NL0010391025,"Connor, Clark & Lunn Investment Management Ltd.",2019-08-06,Pharming Group N.V.,archive
1.09,NL0009739416,"Connor, Clark & Lunn Investment Management Ltd.",2019-08-06,PostNL N.V.,archive
1.39,NL0000352565,HBK Investments LP,2019-08-06,Fugro N.V.,archive
1.6,NL0012866412,Marshall Wace LLP,2019-08-06,BE Semiconductor Industries N.V.,archive
3.41,NL0000352565,Marshall Wace LLP,2019-08-06,Fugro N.V.,archive
1.0,NL0000289213,Millennium International Management LP,2019-08-06,Wereldhave N.V.,archive
0.55,FR0013326246,Numeric Investors LLC,2019-08-06,Unibail-Rodamco-Westfield SE,archive
0.79,NL0000888691,"PDT Partners, LLC",2019-08-06,AMG Critical Materials N.V.,archive
0.37,NL0009739416,Voleon Capital Management LP,2019-08-06,PostNL N.V.,archive
1.18,NL0000888691,"WorldQuant, LLC",2019-08-06,AMG Critical Materials N.V.,archive
0.44,NL0009739416,"WorldQuant, LLC",2019-08-06,PostNL N.V.,archive
1.99,NL0009739416,AHL Partners LLP,2019-08-05,PostNL N.V.,archive
1.41,NL0000352565,HBK Investments LP,2019-08-05,Fugro N.V.,archive
1.46,NL0012866412,Jupiter Investment Management Limited,2019-08-05,BE Semiconductor Industries N.V.,archive
0.85,NL0000888691,Marshall Wace LLP,2019-08-05,AMG Critical Materials N.V.,archive
3.68,NL0009739416,Marshall Wace LLP,2019-08-05,PostNL N.V.,archive
2.27,NL0000888691,"Public Equity Partners Management, L.P.",2019-08-05,AMG Critical Materials N.V.,archive
0.49,LU0569974404,Renaissance Technologies LLC,2019-08-05,Aperam S.A.,archive
2.03,NL0000352565,Sculptor Capital Management Europe Limited,2019-08-05,Fugro N.V.,archive
1.07,NL0000888691,"WorldQuant, LLC",2019-08-05,AMG Critical Materials N.V.,archive
0.51,NL0011279492,"WorldQuant, LLC",2019-08-05,Flow Traders Ltd.,archive
2.01,NL0009739416,AHL Partners LLP,2019-08-02,PostNL N.V.,archive
1.3,NL0000888691,"Arrowstreet Capital, Limited Partnership",2019-08-02,AMG Critical Materials N.V.,archive
1.9,NL0011821392,BlackRock Investment Management (UK) Limited,2019-08-02,Signify N.V.,archive
0.5,NL0000888691,"D. E. Shaw & Co., L.P.",2019-08-02,AMG Critical Materials N.V.,archive
1.32,NL0000352565,HBK Investments LP,2019-08-02,Fugro N.V.,archive
0.92,NL0000888691,Marshall Wace LLP,2019-08-02,AMG Critical Materials N.V.,archive
0.81,NL0011279492,Marshall Wace LLP,2019-08-02,Flow Traders Ltd.,archive
0.68,NL0011821392,Marshall Wace LLP,2019-08-02,Signify N.V.,archive
1.57,NL0000289213,Marshall Wace LLP,2019-08-02,Wereldhave N.V.,archive
2.42,NL0000888691,"Public Equity Partners Management, L.P.",2019-08-02,AMG Critical Materials N.V.,archive
0.5,LU0569974404,Renaissance Technologies LLC,2019-08-02,Aperam S.A.,archive
3.51,NL0012866412,Scopia Capital Management LP,2019-08-02,BE Semiconductor Industries N.V.,archive
1.94,NL0000352565,Sculptor Capital Management Europe Limited,2019-08-02,Fugro N.V.,archive
0.85,NL0000888691,Susquehanna International Holdings LLC,2019-08-02,AMG Critical Materials N.V.,archive
0.85,NL0000888691,"WorldQuant, LLC",2019-08-02,AMG Critical Materials N.V.,archive
1.21,NL0000888691,"Arrowstreet Capital, Limited Partnership",2019-08-01,AMG Critical Materials N.V.,archive
1.06,NL0000352565,"BlackRock Institutional Trust Company, National Association",2019-08-01,Fugro N.V.,archive
0.57,NL0000289213,"Bloom Tree Partners, LLC",2019-08-01,Wereldhave N.V.,archive
1.59,NL0009739416,Capital Fund Management S.A.,2019-08-01,PostNL N.V.,archive
0.76,NL0000352565,"Connor, Clark & Lunn Investment Management Ltd.",2019-08-01,Fugro N.V.,archive
0.77,NL0010391025,"Connor, Clark & Lunn Investment Management Ltd.",2019-08-01,Pharming Group N.V.,archive
2.29,NL0000888691,Jupiter Investment Management Limited,2019-08-01,AMG Critical Materials N.V.,archive
0.81,NL0000337319,Lancaster Investment Management LLP,2019-08-01,Koninklijke BAM Groep N.V.,archive
1.07,NL0000888691,Marshall Wace LLP,2019-08-01,AMG Critical Materials N.V.,archive
2.6,NL0006237562,Marshall Wace LLP,2019-08-01,ARCADIS N.V.,archive
3.37,NL0000352565,Marshall Wace LLP,2019-08-01,Fugro N.V.,archive
0.72,NL0011821392,Marshall Wace LLP,2019-08-01,Signify N.V.,archive
1.6,NL0000289213,Marshall Wace LLP,2019-08-01,Wereldhave N.V.,archive
2.68,NL0000888691,"Public Equity Partners Management, L.P.",2019-08-01,AMG Critical Materials N.V.,archive
0.49,LU0569974404,Renaissance Technologies LLC,2019-08-01,Aperam S.A.,archive
3.44,NL0012866412,Scopia Capital Management LP,2019-08-01,BE Semiconductor Industries N.V.,archive
1.89,NL0000352565,Sculptor Capital Management Europe Limited,2019-08-01,Fugro N.V.,archive
0.97,NL0000888691,Susquehanna International Holdings LLC,2019-08-01,AMG Critical Materials N.V.,archive
2.26,NL0011821392,Tybourne Capital Management (HK) Limited,2019-08-01,Signify N.V.,archive
0.79,NL0009739416,"WorldQuant, LLC",2019-08-01,PostNL N.V.,archive
0.53,NL0012866412,Citadel Europe LLP,2019-07-31,BE Semiconductor Industries N.V.,archive
0.31,NL0000352565,GSA Capital Partners LLP,2019-07-31,Fugro N.V.,archive
1.25,NL0000352565,HBK Investments LP,2019-07-31,Fugro N.V.,archive
1.54,NL0012866412,Marshall Wace LLP,2019-07-31,BE Semiconductor Industries N.V.,archive
0.78,NL0011279492,Marshall Wace LLP,2019-07-31,Flow Traders Ltd.,archive
0.81,NL0011821392,Marshall Wace LLP,2019-07-31,Signify N.V.,archive
0.52,NL0011279492,"Philadelphia Financial Management of San Francisco, LLC",2019-07-31,Flow Traders Ltd.,archive
1.92,NL0000352565,Sculptor Capital Management Europe Limited,2019-07-31,Fugro N.V.,archive
2.05,NL0000289213,"Woodson Capital Master Fund, LP",2019-07-31,Wereldhave N.V.,archive
0.86,NL0010391025,"Connor, Clark & Lunn Investment Management Ltd.",2019-07-30,Pharming Group N.V.,archive
1.2,NL0000289213,"Connor, Clark & Lunn Investment Management Ltd.",2019-07-30,Wereldhave N.V.,archive
0.61,NL0000337319,Dalton Strategic Partnership LLP,2019-07-30,Koninklijke BAM Groep N.V.,archive
0.57,NL0000352565,GSA Capital Partners LLP,2019-07-30,Fugro N.V.,archive
3.87,NL0009739416,Marshall Wace LLP,2019-07-30,PostNL N.V.,archive
1.58,NL0000289213,Marshall Wace LLP,2019-07-30,Wereldhave N.V.,archive
0.81,NL0011821392,Millennium International Management LP,2019-07-30,Signify N.V.,archive
0.49,FR0013326246,Numeric Investors LLC,2019-07-30,Unibail-Rodamco-Westfield SE,archive
0.5,LU0569974404,Renaissance Technologies LLC,2019-07-30,Aperam S.A.,archive
0.5,NL0009739416,Voleon Capital Management LP,2019-07-30,PostNL N.V.,archive
1.94,NL0000289213,"Woodson Capital Master Fund, LP",2019-07-30,Wereldhave N.V.,archive
0.7,NL0000288876,Clearance Capital Limited,2019-07-29,Eurocommercial Properties N.V.,archive
0.92,NL0010391025,"Connor, Clark & Lunn Investment Management Ltd.",2019-07-29,Pharming Group N.V.,archive
0.72,NL0011821392,ENA Investment Capital LLP,2019-07-29,Signify N.V.,archive
1.64,NL0000352565,HBK Investments LP,2019-07-29,Fugro N.V.,archive
0.53,NL0000289213,"Lucerne Capital Management, L.P.",2019-07-29,Wereldhave N.V.,archive
1.11,NL0000888691,Marshall Wace LLP,2019-07-29,AMG Critical Materials N.V.,archive
1.44,NL0012866412,Marshall Wace LLP,2019-07-29,BE Semiconductor Industries N.V.,archive
0.93,NL0011821392,Marshall Wace LLP,2019-07-29,Signify N.V.,archive
0.91,NL0011821392,Millennium International Management LP,2019-07-29,Signify N.V.,archive
0.49,NL0011279492,"PDT Partners, LLC",2019-07-29,Flow Traders Ltd.,archive
2.0,NL0000352565,Sculptor Capital Management Europe Limited,2019-07-29,Fugro N.V.,archive
0.78,NL0000888691,"WorldQuant, LLC",2019-07-29,AMG Critical Materials N.V.,archive
0.48,NL0012866412,"WorldQuant, LLC",2019-07-29,BE Semiconductor Industries N.V.,archive
1.63,NL0000289213,Adelphi Capital LLP,2019-07-26,Wereldhave N.V.,archive
1.8,NL0011821392,BlackRock Investment Management (UK) Limited,2019-07-26,Signify N.V.,archive
0.62,NL0000288876,Clearance Capital Limited,2019-07-26,Eurocommercial Properties N.V.,archive
3.51,NL0000352565,Marshall Wace LLP,2019-07-26,Fugro N.V.,archive
3.96,NL0009739416,Marshall Wace LLP,2019-07-26,PostNL N.V.,archive
0.58,NL0013332471,Marshall Wace LLP,2019-07-26,TomTom N.V.,archive
1.6,NL0000289213,Marshall Wace LLP,2019-07-26,Wereldhave N.V.,archive
0.49,NL0011821392,Millennium Capital Partners LLP,2019-07-26,Signify N.V.,archive
1.0,NL0011821392,Millennium International Management LP,2019-07-26,Signify N.V.,archive
0.94,NL0000289213,Millennium International Management LP,2019-07-26,Wereldhave N.V.,archive
0.64,NL0011279492,"Philadelphia Financial Management of San Francisco, LLC",2019-07-26,Flow Traders Ltd.,archive
0.92,NL0000888691,"WorldQuant, LLC",2019-07-26,AMG Critical Materials N.V.,archive
0.0,NL0012866412,BlackRock Investment Management (UK) Limited,2019-07-25,BE Semiconductor Industries N.V.,archive
0.81,NL0006237562,Bodenholm Capital AB,2019-07-25,ARCADIS N.V.,archive
1.26,NL0012866412,"Davidson Kempner European Partners, LLP",2019-07-25,BE Semiconductor Industries N.V.,archive
1.02,NL0000888691,Marshall Wace LLP,2019-07-25,AMG Critical Materials N.V.,archive
1.39,NL0012866412,Marshall Wace LLP,2019-07-25,BE Semiconductor Industries N.V.,archive
4.01,NL0009739416,Marshall Wace LLP,2019-07-25,PostNL N.V.,archive
1.59,NL0000289213,Marshall Wace LLP,2019-07-25,Wereldhave N.V.,archive
0.64,NL0011821392,Millennium Capital Partners LLP,2019-07-25,Signify N.V.,archive
0.32,NL0006237562,Polar Capital LLP,2019-07-25,ARCADIS N.V.,archive
0.59,NL0000352565,"WorldQuant, LLC",2019-07-25,Fugro N.V.,archive
1.2,NL0010558797,"AQR Capital Management, LLC",2019-07-24,OCI N.V.,archive
1.11,NL0000888691,"Arrowstreet Capital, Limited Partnership",2019-07-24,AMG Critical Materials N.V.,archive
0.5,NL0000289213,Capital Fund Management S.A.,2019-07-24,Wereldhave N.V.,archive
0.7,BE0003818359,"D. E. Shaw & Co., L.P.",2019-07-24,Lakefront Biotherapeutics NV,archive
0.57,NL0000337319,Dalton Strategic Partnership LLP,2019-07-24,Koninklijke BAM Groep N.V.,archive
1.18,NL0012866412,"Davidson Kempner European Partners, LLP",2019-07-24,BE Semiconductor Industries N.V.,archive
1.0,NL0011821392,ENA Investment Capital LLP,2019-07-24,Signify N.V.,archive
0.91,NL0000888691,Marshall Wace LLP,2019-07-24,AMG Critical Materials N.V.,archive
4.12,NL0009739416,Marshall Wace LLP,2019-07-24,PostNL N.V.,archive
0.61,NL0013332471,Marshall Wace LLP,2019-07-24,TomTom N.V.,archive
0.81,NL0000888691,"PDT Partners, LLC",2019-07-24,AMG Critical Materials N.V.,archive
0.5,NL0011279492,"PDT Partners, LLC",2019-07-24,Flow Traders Ltd.,archive
0.77,NL0011279492,"Philadelphia Financial Management of San Francisco, LLC",2019-07-24,Flow Traders Ltd.,archive
1.99,NL0000352565,Sculptor Capital Management Europe Limited,2019-07-24,Fugro N.V.,archive
0.85,NL0009739416,"WorldQuant, LLC",2019-07-24,PostNL N.V.,archive
1.84,BE0003818359,"AQR Capital Management, LLC",2019-07-23,Lakefront Biotherapeutics NV,archive
0.91,NL0000352565,B&G Master Fund Plc,2019-07-23,Fugro N.V.,archive
1.17,NL0000352565,"BlackRock Institutional Trust Company, National Association",2019-07-23,Fugro N.V.,archive
0.53,NL0006237562,Bodenholm Capital AB,2019-07-23,ARCADIS N.V.,archive
1.57,NL0000352565,HBK Investments LP,2019-07-23,Fugro N.V.,archive
2.38,NL0000888691,Jupiter Investment Management Limited,2019-07-23,AMG Critical Materials N.V.,archive
0.76,NL0000888691,Marshall Wace LLP,2019-07-23,AMG Critical Materials N.V.,archive
1.47,NL0012866412,Marshall Wace LLP,2019-07-23,BE Semiconductor Industries N.V.,archive
1.09,NL0000337319,Marshall Wace LLP,2019-07-23,Koninklijke BAM Groep N.V.,archive
4.2,NL0009739416,Marshall Wace LLP,2019-07-23,PostNL N.V.,archive
1.0,NL0000289213,Millennium International Management LP,2019-07-23,Wereldhave N.V.,archive
0.7,NL0000352565,Systematica Investments Limited,2019-07-23,Fugro N.V.,archive
0.57,NL0012866412,"WorldQuant, LLC",2019-07-23,BE Semiconductor Industries N.V.,archive
0.6,BE0003818359,"D. E. Shaw & Co., L.P.",2019-07-22,Lakefront Biotherapeutics NV,archive
0.58,NL0011794037,Marshall Wace LLP,2019-07-22,Koninklijke Ahold Delhaize N.V.,archive
0.59,NL0013332471,Marshall Wace LLP,2019-07-22,TomTom N.V.,archive
0.38,NL0000888691,Millennium International Management LP,2019-07-22,AMG Critical Materials N.V.,archive
0.69,NL0009739416,"PDT Partners, LLC",2019-07-22,PostNL N.V.,archive
2.01,NL0000352565,Sculptor Capital Management Europe Limited,2019-07-22,Fugro N.V.,archive
1.83,NL0000289213,"Woodson Capital Master Fund, LP",2019-07-22,Wereldhave N.V.,archive
0.68,NL0000352565,"WorldQuant, LLC",2019-07-22,Fugro N.V.,archive
1.04,NL0000888691,"Arrowstreet Capital, Limited Partnership",2019-07-19,AMG Critical Materials N.V.,archive
1.11,NL0009739416,"Connor, Clark & Lunn Investment Management Ltd.",2019-07-19,PostNL N.V.,archive
1.21,NL0011821392,ENA Investment Capital LLP,2019-07-19,Signify N.V.,archive
1.55,NL0012866412,Marshall Wace LLP,2019-07-19,BE Semiconductor Industries N.V.,archive
0.89,NL0011279492,Marshall Wace LLP,2019-07-19,Flow Traders Ltd.,archive
0.56,BE0003818359,Marshall Wace LLP,2019-07-19,Lakefront Biotherapeutics NV,archive
4.37,NL0009739416,Marshall Wace LLP,2019-07-19,PostNL N.V.,archive
0.6,NL0013332471,Marshall Wace LLP,2019-07-19,TomTom N.V.,archive
0.7,NL0011821392,Millennium Capital Partners LLP,2019-07-19,Signify N.V.,archive
0.5,NL0000888691,Millennium International Management LP,2019-07-19,AMG Critical Materials N.V.,archive
1.13,NL0011821392,Millennium International Management LP,2019-07-19,Signify N.V.,archive
0.7,NL0009739416,"PDT Partners, LLC",2019-07-19,PostNL N.V.,archive
0.48,NL0009739416,Systematica Investments Limited,2019-07-19,PostNL N.V.,archive
1.0,NL0000888691,"WorldQuant, LLC",2019-07-19,AMG Critical Materials N.V.,archive
1.63,NL0000352565,HBK Investments LP,2019-07-18,Fugro N.V.,archive
0.75,NL0000337319,Lancaster Investment Management LLP,2019-07-18,Koninklijke BAM Groep N.V.,archive
0.91,NL0011279492,Marshall Wace LLP,2019-07-18,Flow Traders Ltd.,archive
0.59,NL0013332471,Marshall Wace LLP,2019-07-18,TomTom N.V.,archive
1.68,NL0000289213,Marshall Wace LLP,2019-07-18,Wereldhave N.V.,archive
0.62,NL0000888691,Millennium International Management LP,2019-07-18,AMG Critical Materials N.V.,archive
0.49,NL0009269109,Voleon Capital Management LP,2019-07-18,Koninklijke Heijmans N.V.,archive
0.94,NL0000888691,"Arrowstreet Capital, Limited Partnership",2019-07-17,AMG Critical Materials N.V.,archive
0.8,NL0000352565,B&G Master Fund Plc,2019-07-17,Fugro N.V.,archive
0.9,NL0009739416,Canada Pension Plan Investment Board,2019-07-17,PostNL N.V.,archive
1.59,NL0000352565,HBK Investments LP,2019-07-17,Fugro N.V.,archive
3.4,NL0000352565,Marshall Wace LLP,2019-07-17,Fugro N.V.,archive
0.66,NL0011794037,Marshall Wace LLP,2019-07-17,Koninklijke Ahold Delhaize N.V.,archive
1.11,NL0000337319,Marshall Wace LLP,2019-07-17,Koninklijke BAM Groep N.V.,archive
0.69,BE0003818359,Marshall Wace LLP,2019-07-17,Lakefront Biotherapeutics NV,archive
0.78,NL0000888691,Millennium International Management LP,2019-07-17,AMG Critical Materials N.V.,archive
0.56,NL0009739416,Systematica Investments Limited,2019-07-17,PostNL N.V.,archive
0.75,NL0000352565,"WorldQuant, LLC",2019-07-17,Fugro N.V.,archive
1.7,NL0011821392,BlackRock Investment Management (UK) Limited,2019-07-16,Signify N.V.,archive
1.68,NL0012866412,Marshall Wace LLP,2019-07-16,BE Semiconductor Industries N.V.,archive
0.83,NL0011279492,Marshall Wace LLP,2019-07-16,Flow Traders Ltd.,archive
0.59,NL0011794037,Marshall Wace LLP,2019-07-16,Koninklijke Ahold Delhaize N.V.,archive
4.49,NL0009739416,Marshall Wace LLP,2019-07-16,PostNL N.V.,archive
0.6,NL0013332471,Marshall Wace LLP,2019-07-16,TomTom N.V.,archive
0.86,NL0000888691,Millennium International Management LP,2019-07-16,AMG Critical Materials N.V.,archive
0.79,NL0000888691,"PDT Partners, LLC",2019-07-16,AMG Critical Materials N.V.,archive
0.73,NL0000352565,B&G Master Fund Plc,2019-07-15,Fugro N.V.,archive
0.82,NL0009739416,Canada Pension Plan Investment Board,2019-07-15,PostNL N.V.,archive
1.6,NL0000352565,HBK Investments LP,2019-07-15,Fugro N.V.,archive
0.91,NL0000337319,Lancaster Investment Management LLP,2019-07-15,Koninklijke BAM Groep N.V.,archive
0.71,BE0003818359,Marshall Wace LLP,2019-07-15,Lakefront Biotherapeutics NV,archive
4.58,NL0009739416,Marshall Wace LLP,2019-07-15,PostNL N.V.,archive
0.99,NL0000289213,Millennium International Management LP,2019-07-15,Wereldhave N.V.,archive
0.91,NL0000888691,"WorldQuant, LLC",2019-07-15,AMG Critical Materials N.V.,archive
0.69,NL0000352565,B&G Master Fund Plc,2019-07-12,Fugro N.V.,archive
0.72,NL0011279492,Marshall Wace LLP,2019-07-12,Flow Traders Ltd.,archive
1.07,NL0000337319,Marshall Wace LLP,2019-07-12,Koninklijke BAM Groep N.V.,archive
0.98,NL0000888691,Millennium International Management LP,2019-07-12,AMG Critical Materials N.V.,archive
0.87,NL0000352565,"WorldQuant, LLC",2019-07-12,Fugro N.V.,archive
0.9,NL0009739416,"WorldQuant, LLC",2019-07-12,PostNL N.V.,archive
0.84,NL0012866412,BlackRock Investment Management (UK) Limited,2019-07-11,BE Semiconductor Industries N.V.,archive
0.76,NL0000352565,Citadel Europe LLP,2019-07-11,Fugro N.V.,archive
1.52,NL0000352565,HBK Investments LP,2019-07-11,Fugro N.V.,archive
0.61,NL0000888691,Marshall Wace LLP,2019-07-11,AMG Critical Materials N.V.,archive
1.79,NL0012866412,Marshall Wace LLP,2019-07-11,BE Semiconductor Industries N.V.,archive
3.38,NL0000352565,Marshall Wace LLP,2019-07-11,Fugro N.V.,archive
0.44,NL0000888691,Millennium Capital Partners LLP,2019-07-11,AMG Critical Materials N.V.,archive
1.04,NL0000888691,Millennium International Management LP,2019-07-11,AMG Critical Materials N.V.,archive
0.83,NL0000888691,"PDT Partners, LLC",2019-07-11,AMG Critical Materials N.V.,archive
0.9,NL0011279492,"Philadelphia Financial Management of San Francisco, LLC",2019-07-11,Flow Traders Ltd.,archive
0.69,NL0012866412,"WorldQuant, LLC",2019-07-11,BE Semiconductor Industries N.V.,archive
1.72,NL0000360618,"AQR Capital Management, LLC",2019-07-10,SBM Offshore N.V.,archive
0.48,NL0009739416,"BlackRock Institutional Trust Company, National Association",2019-07-10,PostNL N.V.,archive
0.66,NL0012866412,BlackRock Investment Management (UK) Limited,2019-07-10,BE Semiconductor Industries N.V.,archive
1.81,NL0012866412,Marshall Wace LLP,2019-07-10,BE Semiconductor Industries N.V.,archive
0.69,NL0011279492,Marshall Wace LLP,2019-07-10,Flow Traders Ltd.,archive
3.43,NL0000352565,Marshall Wace LLP,2019-07-10,Fugro N.V.,archive
1.14,NL0000337319,Marshall Wace LLP,2019-07-10,Koninklijke BAM Groep N.V.,archive
1.79,NL0000289213,Marshall Wace LLP,2019-07-10,Wereldhave N.V.,archive
1.0,NL0011821392,Millennium International Management LP,2019-07-10,Signify N.V.,archive
1.49,NL0000888691,"Connor, Clark & Lunn Investment Management Ltd.",2019-07-09,AMG Critical Materials N.V.,archive
0.49,NL0012866412,CQS (UK) LLP,2019-07-09,BE Semiconductor Industries N.V.,archive
1.79,NL0000352565,HBK Investments LP,2019-07-09,Fugro N.V.,archive
0.49,NL0000337319,HBK Investments LP,2019-07-09,Koninklijke BAM Groep N.V.,archive
0.57,NL0011279492,Marshall Wace LLP,2019-07-09,Flow Traders Ltd.,archive
1.21,NL0000337319,Marshall Wace LLP,2019-07-09,Koninklijke BAM Groep N.V.,archive
0.51,NL0013332471,Marshall Wace LLP,2019-07-09,TomTom N.V.,archive
0.55,NL0000888691,Millennium Capital Partners LLP,2019-07-09,AMG Critical Materials N.V.,archive
1.17,NL0000888691,Millennium International Management LP,2019-07-09,AMG Critical Materials N.V.,archive
1.91,NL0000352565,Sculptor Capital Management Europe Limited,2019-07-09,Fugro N.V.,archive
0.94,NL0000352565,"WorldQuant, LLC",2019-07-09,Fugro N.V.,archive
0.7,NL0000352565,B&G Master Fund Plc,2019-07-08,Fugro N.V.,archive
1.11,NL0000289213,"Connor, Clark & Lunn Investment Management Ltd.",2019-07-08,Wereldhave N.V.,archive
0.44,NL0000337319,"Davidson Kempner European Partners, LLP",2019-07-08,Koninklijke BAM Groep N.V.,archive
0.5,NL0000337319,HBK Investments LP,2019-07-08,Koninklijke BAM Groep N.V.,archive
0.53,NL0000888691,Marshall Wace LLP,2019-07-08,AMG Critical Materials N.V.,archive
1.16,NL0000337319,Marshall Wace LLP,2019-07-08,Koninklijke BAM Groep N.V.,archive
4.67,NL0009739416,Marshall Wace LLP,2019-07-08,PostNL N.V.,archive
0.49,NL0013332471,Marshall Wace LLP,2019-07-08,TomTom N.V.,archive
0.89,NL0000352565,"WorldQuant, LLC",2019-07-08,Fugro N.V.,archive
0.82,NL0009739416,"WorldQuant, LLC",2019-07-08,PostNL N.V.,archive
0.45,NL0009739416,AXA Investment Managers Chorus Limited,2019-07-05,PostNL N.V.,archive
1.08,NL0000289213,"Connor, Clark & Lunn Investment Management Ltd.",2019-07-05,Wereldhave N.V.,archive
4.7,NL0009739416,Marshall Wace LLP,2019-07-05,PostNL N.V.,archive
1.96,NL0009739416,AHL Partners LLP,2019-07-04,PostNL N.V.,archive
0.68,NL0000352565,B&G Master Fund Plc,2019-07-04,Fugro N.V.,archive
0.49,BE0003818359,Citadel Advisors LLC,2019-07-04,Lakefront Biotherapeutics NV,archive
1.02,NL0009739416,"Connor, Clark & Lunn Investment Management Ltd.",2019-07-04,PostNL N.V.,archive
0.47,NL0011821392,Lansdowne Partners (UK) LLP,2019-07-04,Signify N.V.,archive
1.79,NL0012866412,Marshall Wace LLP,2019-07-04,BE Semiconductor Industries N.V.,archive
0.62,NL0011821392,Millennium Capital Partners LLP,2019-07-04,Signify N.V.,archive
0.91,NL0011821392,Millennium International Management LP,2019-07-04,Signify N.V.,archive
0.49,NL0009739416,Voleon Capital Management LP,2019-07-04,PostNL N.V.,archive
0.95,NL0000352565,"WorldQuant, LLC",2019-07-04,Fugro N.V.,archive
1.78,NL0000888691,AHL Partners LLP,2019-07-03,AMG Critical Materials N.V.,archive
0.56,NL0009739416,AXA Investment Managers Chorus Limited,2019-07-03,PostNL N.V.,archive
