position_holder,isin,net_short_position,issuer_name,position_date,source
Whitebox Advisors LLC,NL0000352565,1.69,Fugro N.V.,2020-07-16,archive
"AQR Capital Management, LLC",NL0010558797,1.69,OCI N.V.,2020-07-15,archive
Marshall Wace LLP,NL0011279492,1.39,Flow Traders Ltd.,2020-07-15,archive
Marshall Wace LLP,NL0000337319,0.96,Koninklijke BAM Groep N.V.,2020-07-15,archive
Millennium Capital Partners LLP,NL0011821392,0.37,Signify N.V.,2020-07-15,archive
Toscafund Asset Management LLP,NL0000289213,1.39,Wereldhave N.V.,2020-07-15,archive
Whitebox Advisors LLC,NL0000352565,1.59,Fugro N.V.,2020-07-15,archive
Citadel Advisors LLC,NL0010391025,0.84,Pharming Group N.V.,2020-07-14,archive
HBK Investments LP,NL0000352565,0.82,Fugro N.V.,2020-07-14,archive
Marshall Wace LLP,NL0000352565,2.67,Fugro N.V.,2020-07-14,archive
Sculptor Capital Management Europe Limited,NL0000352565,1.0,Fugro N.V.,2020-07-14,archive
Whitebox Advisors LLC,NL0000352565,1.46,Fugro N.V.,2020-07-14,archive
Citadel Advisors LLC,NL0000337319,1.11,Koninklijke BAM Groep N.V.,2020-07-13,archive
Citadel Europe LLP,LU0569974404,0.83,Aperam S.A.,2020-07-13,archive
"D. E. Shaw & Co., L.P.",BE0003818359,0.79,Galapagos NV,2020-07-13,archive
HBK Investments LP,NL0000352565,0.74,Fugro N.V.,2020-07-13,archive
Kintbury Capital LLP,FR0013326246,0.59,Unibail-Rodamco-Westfield SE,2020-07-13,archive
Marshall Wace LLP,NL0000352565,3.07,Fugro N.V.,2020-07-13,archive
Marshall Wace LLP,NL0000337319,0.88,Koninklijke BAM Groep N.V.,2020-07-13,archive
Marshall Wace LLP,FR0013326246,1.03,Unibail-Rodamco-Westfield SE,2020-07-13,archive
Susquehanna International Securities Limited,NL0000888691,0.35,AMG Critical Materials N.V.,2020-07-13,archive
Systematica Investments Limited,NL0000888691,1.3,AMG Critical Materials N.V.,2020-07-13,archive
"AQR Capital Management, LLC",NL0010558797,1.7,OCI N.V.,2020-07-10,archive
Citadel Advisors LLC,LU0569974404,0.5,Aperam S.A.,2020-07-10,archive
Citadel Advisors LLC,NL0011872650,0.51,Basic-Fit N.V.,2020-07-10,archive
Citadel Advisors LLC,NL0000337319,1.09,Koninklijke BAM Groep N.V.,2020-07-10,archive
Clearance Capital Limited,NL0000288876,0.5,Eurocommercial Properties N.V.,2020-07-10,archive
"D. E. Shaw & Co., L.P.",BE0003818359,0.8,Galapagos NV,2020-07-10,archive
HBK Investments LP,NL0000352565,0.64,Fugro N.V.,2020-07-10,archive
HBK Investments LP,NL0000337319,0.79,Koninklijke BAM Groep N.V.,2020-07-10,archive
JPMorgan Asset Management (UK) Ltd.,NL0011660485,0.62,Sif Holding N.V.,2020-07-10,archive
Marshall Wace LLP,NL0000352565,3.19,Fugro N.V.,2020-07-10,archive
Sculptor Capital Management Europe Limited,NL0000352565,1.22,Fugro N.V.,2020-07-10,archive
"WorldQuant, LLC",NL0000337319,1.54,Koninklijke BAM Groep N.V.,2020-07-10,archive
Citadel Advisors LLC,NL0000337319,1.1,Koninklijke BAM Groep N.V.,2020-07-09,archive
"Connor, Clark & Lunn Investment Management Ltd.",NL0000289213,1.06,Wereldhave N.V.,2020-07-09,archive
"D. E. Shaw & Co., L.P.",BE0003818359,0.79,Galapagos NV,2020-07-09,archive
GSA Capital Partners LLP,NL0000352565,0.51,Fugro N.V.,2020-07-09,archive
JPMorgan Asset Management (UK) Ltd.,NL0011660485,0.5,Sif Holding N.V.,2020-07-09,archive
Marshall Wace LLP,NL0000352565,3.26,Fugro N.V.,2020-07-09,archive
Millennium Capital Partners LLP,NL0011821392,0.51,Signify N.V.,2020-07-09,archive
"WorldQuant, LLC",NL0000337319,1.46,Koninklijke BAM Groep N.V.,2020-07-09,archive
"AQR Capital Management, LLC",NL0010558797,1.69,OCI N.V.,2020-07-08,archive
GSA Capital Partners LLP,NL0000337319,0.51,Koninklijke BAM Groep N.V.,2020-07-08,archive
HBK Investments LP,NL0000337319,0.81,Koninklijke BAM Groep N.V.,2020-07-08,archive
"Maverick Capital, Ltd.",FR0013326246,1.06,Unibail-Rodamco-Westfield SE,2020-07-08,archive
Susquehanna International Securities Limited,NL0000888691,0.5,AMG Critical Materials N.V.,2020-07-08,archive
Susquehanna International Securities Limited,NL0000352565,0.6,Fugro N.V.,2020-07-08,archive
"WorldQuant, LLC",NL0000337319,1.37,Koninklijke BAM Groep N.V.,2020-07-08,archive
"AQR Capital Management, LLC",NL0000360618,2.19,SBM Offshore N.V.,2020-07-07,archive
Citadel Advisors LLC,NL0010391025,0.71,Pharming Group N.V.,2020-07-07,archive
Citadel Europe LLP,NL0012866412,1.82,BE Semiconductor Industries N.V.,2020-07-07,archive
Marshall Wace LLP,NL0011279492,1.47,Flow Traders Ltd.,2020-07-07,archive
"WorldQuant, LLC",NL0000337319,1.26,Koninklijke BAM Groep N.V.,2020-07-07,archive
AKO Capital LLP,NL0006237562,1.54,ARCADIS N.V.,2020-07-06,archive
Citadel Advisors LLC,LU0569974404,0.49,Aperam S.A.,2020-07-06,archive
Citadel Advisors LLC,NL0010391025,0.69,Pharming Group N.V.,2020-07-06,archive
GSA Capital Partners LLP,NL0000337319,0.45,Koninklijke BAM Groep N.V.,2020-07-06,archive
HBK Investments LP,NL0000337319,0.77,Koninklijke BAM Groep N.V.,2020-07-06,archive
Marshall Wace LLP,NL0000352565,3.38,Fugro N.V.,2020-07-06,archive
Marshall Wace LLP,NL0000337319,0.92,Koninklijke BAM Groep N.V.,2020-07-06,archive
Marshall Wace LLP,FR0013326246,0.99,Unibail-Rodamco-Westfield SE,2020-07-06,archive
Viking Global Investors LP,FR0013326246,1.26,Unibail-Rodamco-Westfield SE,2020-07-06,archive
"WorldQuant, LLC",NL0000337319,1.16,Koninklijke BAM Groep N.V.,2020-07-06,archive
Citadel Advisors LLC,NL0000337319,1.09,Koninklijke BAM Groep N.V.,2020-07-03,archive
"D. E. Shaw & Co., L.P.",LU1598757687,0.49,ArcelorMittal S.A.,2020-07-03,archive
HBK Investments LP,NL0000337319,0.82,Koninklijke BAM Groep N.V.,2020-07-03,archive
Marshall Wace LLP,NL0000337319,0.81,Koninklijke BAM Groep N.V.,2020-07-03,archive
Marshall Wace LLP,FR0013326246,1.08,Unibail-Rodamco-Westfield SE,2020-07-03,archive
Susquehanna International Securities Limited,NL0000352565,0.57,Fugro N.V.,2020-07-03,archive
"WorldQuant, LLC",NL0000337319,1.04,Koninklijke BAM Groep N.V.,2020-07-03,archive
"AQR Capital Management, LLC",NL0009432491,0.48,Koninklijke Vopak N.V.,2020-07-02,archive
"Athanor Capital, LP",NL0000289213,1.0,Wereldhave N.V.,2020-07-02,archive
Citadel Advisors LLC,NL0000337319,1.12,Koninklijke BAM Groep N.V.,2020-07-02,archive
Citadel Europe LLP,NL0012866412,1.72,BE Semiconductor Industries N.V.,2020-07-02,archive
GSA Capital Partners LLP,NL0000337319,0.52,Koninklijke BAM Groep N.V.,2020-07-02,archive
HBK Investments LP,NL0000337319,0.78,Koninklijke BAM Groep N.V.,2020-07-02,archive
Marshall Wace LLP,NL0011279492,1.56,Flow Traders Ltd.,2020-07-02,archive
Marshall Wace LLP,NL0000352565,3.48,Fugro N.V.,2020-07-02,archive
Marshall Wace LLP,NL0000337319,0.75,Koninklijke BAM Groep N.V.,2020-07-02,archive
Susquehanna International Securities Limited,NL0000888691,0.48,AMG Critical Materials N.V.,2020-07-02,archive
Systematica Investments Limited,NL0000888691,1.2,AMG Critical Materials N.V.,2020-07-02,archive
"WorldQuant, LLC",NL0000337319,0.93,Koninklijke BAM Groep N.V.,2020-07-02,archive
Marshall Wace LLP,NL0011279492,1.62,Flow Traders Ltd.,2020-07-01,archive
Marshall Wace LLP,NL0000352565,3.54,Fugro N.V.,2020-07-01,archive
Marshall Wace LLP,FR0013326246,1.11,Unibail-Rodamco-Westfield SE,2020-07-01,archive
Millennium Capital Partners LLP,NL0011821392,0.48,Signify N.V.,2020-07-01,archive
Susquehanna International Securities Limited,NL0000888691,0.5,AMG Critical Materials N.V.,2020-07-01,archive
HBK Investments LP,NL0000352565,0.55,Fugro N.V.,2020-06-30,archive
HBK Investments LP,NL0000337319,0.58,Koninklijke BAM Groep N.V.,2020-06-30,archive
Marshall Wace LLP,NL0011279492,1.59,Flow Traders Ltd.,2020-06-30,archive
Marshall Wace LLP,NL0000337319,0.51,Koninklijke BAM Groep N.V.,2020-06-30,archive
Marshall Wace LLP,NL0000360618,1.4,SBM Offshore N.V.,2020-06-30,archive
Marshall Wace LLP,FR0013326246,1.01,Unibail-Rodamco-Westfield SE,2020-06-30,archive
Millennium Capital Partners LLP,NL0011821392,0.51,Signify N.V.,2020-06-30,archive
Scopia Capital Management LP,NL0012866412,1.19,BE Semiconductor Industries N.V.,2020-06-30,archive
"WorldQuant, LLC",NL0000337319,0.82,Koninklijke BAM Groep N.V.,2020-06-30,archive
HBK Investments LP,NL0000337319,0.61,Koninklijke BAM Groep N.V.,2020-06-29,archive
Marshall Wace LLP,FR0013326246,0.9,Unibail-Rodamco-Westfield SE,2020-06-29,archive
"Maverick Capital, Ltd.",FR0013326246,0.91,Unibail-Rodamco-Westfield SE,2020-06-29,archive
Susquehanna International Securities Limited,NL0000888691,0.45,AMG Critical Materials N.V.,2020-06-29,archive
Wellington Management Company LLP,NL0000289213,0.59,Wereldhave N.V.,2020-06-29,archive
"Athanor Capital, LP",NL0000289213,0.93,Wereldhave N.V.,2020-06-26,archive
Citadel Advisors LLC,NL0010391025,0.59,Pharming Group N.V.,2020-06-26,archive
HBK Investments LP,NL0000352565,0.62,Fugro N.V.,2020-06-26,archive
Marshall Wace LLP,NL0011279492,1.61,Flow Traders Ltd.,2020-06-26,archive
Marshall Wace LLP,NL0000337319,0.47,Koninklijke BAM Groep N.V.,2020-06-26,archive
"Maverick Capital, Ltd.",FR0013326246,0.86,Unibail-Rodamco-Westfield SE,2020-06-26,archive
Susquehanna International Securities Limited,NL0000888691,0.52,AMG Critical Materials N.V.,2020-06-26,archive
The Mangrove Partners Master Fund Limited,NL0000352565,0.95,Fugro N.V.,2020-06-26,archive
Citadel Advisors LLC,NL0000337319,0.89,Koninklijke BAM Groep N.V.,2020-06-25,archive
D1 Capital Partners LP,FR0013326246,3.72,Unibail-Rodamco-Westfield SE,2020-06-25,archive
HBK Investments LP,NL0000352565,0.59,Fugro N.V.,2020-06-25,archive
JPMorgan Asset Management (UK) Ltd.,NL0000888691,1.5,AMG Critical Materials N.V.,2020-06-25,archive
Marshall Wace LLP,NL0011279492,1.59,Flow Traders Ltd.,2020-06-25,archive
"Maverick Capital, Ltd.",FR0013326246,0.71,Unibail-Rodamco-Westfield SE,2020-06-25,archive
Susquehanna International Securities Limited,NL0000888691,0.49,AMG Critical Materials N.V.,2020-06-25,archive
"Woodson Capital Master Fund, LP",FR0013326246,0.82,Unibail-Rodamco-Westfield SE,2020-06-25,archive
"WorldQuant, LLC",NL0000337319,0.78,Koninklijke BAM Groep N.V.,2020-06-25,archive
"AQR Capital Management, LLC",NL0000360618,2.28,SBM Offshore N.V.,2020-06-24,archive
Citadel Advisors LLC,BE0003818359,0.5,Galapagos NV,2020-06-24,archive
Eleva Capital SAS,NL0000289213,0.81,Wereldhave N.V.,2020-06-24,archive
HBK Investments LP,NL0000352565,0.6,Fugro N.V.,2020-06-24,archive
Lone Pine Capital LLC,FR0013326246,1.21,Unibail-Rodamco-Westfield SE,2020-06-24,archive
Marshall Wace LLP,FR0013326246,0.81,Unibail-Rodamco-Westfield SE,2020-06-24,archive
Sculptor Capital Management Europe Limited,NL0000352565,1.7,Fugro N.V.,2020-06-24,archive
Susquehanna International Securities Limited,NL0000888691,0.5,AMG Critical Materials N.V.,2020-06-24,archive
Systematica Investments Limited,NL0000888691,1.11,AMG Critical Materials N.V.,2020-06-24,archive
Voleon Capital Management LP,NL0011279492,0.47,Flow Traders Ltd.,2020-06-24,archive
AKO Capital LLP,NL0006237562,1.41,ARCADIS N.V.,2020-06-23,archive
D1 Capital Partners LP,FR0013326246,3.63,Unibail-Rodamco-Westfield SE,2020-06-23,archive
Marshall Wace LLP,NL0011279492,1.67,Flow Traders Ltd.,2020-06-23,archive
"Samlyn Capital, LLC",NL0000303709,0.71,AEGON Ltd.,2020-06-23,archive
Citadel Advisors LLC,LU0569974404,0.59,Aperam S.A.,2020-06-22,archive
HBK Investments LP,NL0000337319,0.73,Koninklijke BAM Groep N.V.,2020-06-22,archive
Marshall Wace LLP,NL0011279492,1.7,Flow Traders Ltd.,2020-06-22,archive
Marshall Wace LLP,NL0000352565,3.61,Fugro N.V.,2020-06-22,archive
"Maverick Capital, Ltd.",FR0013326246,0.63,Unibail-Rodamco-Westfield SE,2020-06-22,archive
Susquehanna International Securities Limited,NL0000888691,0.47,AMG Critical Materials N.V.,2020-06-22,archive
AKO Capital LLP,NL0006237562,1.3,ARCADIS N.V.,2020-06-19,archive
"AQR Capital Management, LLC",NL0009432491,0.59,Koninklijke Vopak N.V.,2020-06-19,archive
"Athanor Capital, LP",NL0000289213,0.81,Wereldhave N.V.,2020-06-19,archive
Citadel Advisors LLC,NL0000337319,0.9,Koninklijke BAM Groep N.V.,2020-06-19,archive
Clearance Capital Limited,NL0000289213,0.21,Wereldhave N.V.,2020-06-19,archive
HBK Investments LP,NL0000337319,0.69,Koninklijke BAM Groep N.V.,2020-06-19,archive
Lone Pine Capital LLC,FR0013326246,1.09,Unibail-Rodamco-Westfield SE,2020-06-19,archive
Marshall Wace LLP,NL0000352565,3.58,Fugro N.V.,2020-06-19,archive
Millennium International Management LP,NL0012866412,0.22,BE Semiconductor Industries N.V.,2020-06-19,archive
Susquehanna International Securities Limited,NL0000888691,0.51,AMG Critical Materials N.V.,2020-06-19,archive
The Mangrove Partners Master Fund Limited,NL0000352565,0.81,Fugro N.V.,2020-06-19,archive
AKO Capital LLP,NL0013267909,0.48,Akzo Nobel N.V.,2020-06-18,archive
AKO Capital LLP,NL0006237562,1.12,ARCADIS N.V.,2020-06-18,archive
HBK Investments LP,NL0000337319,0.71,Koninklijke BAM Groep N.V.,2020-06-18,archive
JPMorgan Asset Management (UK) Ltd.,NL0000888691,1.49,AMG Critical Materials N.V.,2020-06-18,archive
Marshall Wace LLP,NL0000352565,3.48,Fugro N.V.,2020-06-18,archive
Marshall Wace LLP,NL0000360618,1.39,SBM Offshore N.V.,2020-06-18,archive
Millennium International Management LP,NL0012866412,1.28,BE Semiconductor Industries N.V.,2020-06-18,archive
Sculptor Capital Management Europe Limited,NL0000352565,1.6,Fugro N.V.,2020-06-18,archive
The Mangrove Partners Master Fund Limited,NL0000352565,0.7,Fugro N.V.,2020-06-18,archive
Viking Global Investors LP,FR0013326246,1.1,Unibail-Rodamco-Westfield SE,2020-06-18,archive
Voleon Capital Management LP,NL0011279492,0.59,Flow Traders Ltd.,2020-06-18,archive
"Woodson Capital Master Fund, LP",FR0013326246,0.72,Unibail-Rodamco-Westfield SE,2020-06-18,archive
"AQR Capital Management, LLC",LU1598757687,0.47,ArcelorMittal S.A.,2020-06-17,archive
B&G Master Fund Plc,LU1598757687,1.84,ArcelorMittal S.A.,2020-06-17,archive
HBK Investments LP,NL0000337319,0.69,Koninklijke BAM Groep N.V.,2020-06-17,archive
Marshall Wace LLP,NL0000352565,3.35,Fugro N.V.,2020-06-17,archive
Millennium International Management LP,NL0012866412,1.03,BE Semiconductor Industries N.V.,2020-06-17,archive
The Mangrove Partners Master Fund Limited,NL0000352565,0.66,Fugro N.V.,2020-06-17,archive
"WorldQuant, LLC",NL0000337319,0.89,Koninklijke BAM Groep N.V.,2020-06-17,archive
Citadel Advisors LLC,NL0000337319,0.89,Koninklijke BAM Groep N.V.,2020-06-16,archive
Citadel Advisors LLC,NL0010391025,0.6,Pharming Group N.V.,2020-06-16,archive
D1 Capital Partners LP,FR0013326246,3.55,Unibail-Rodamco-Westfield SE,2020-06-16,archive
"Lucerne Capital Management, L.P.",NL0000289213,0.31,Wereldhave N.V.,2020-06-16,archive
Marshall Wace LLP,NL0000352565,3.16,Fugro N.V.,2020-06-16,archive
Millennium International Management LP,NL0012866412,0.73,BE Semiconductor Industries N.V.,2020-06-16,archive
"WorldQuant, LLC",NL0000337319,0.94,Koninklijke BAM Groep N.V.,2020-06-16,archive
"AQR Capital Management, LLC",NL0010558797,1.78,OCI N.V.,2020-06-15,archive
"AQR Capital Management, LLC",NL0000360618,2.39,SBM Offshore N.V.,2020-06-15,archive
Citadel Advisors LLC,LU0569974404,0.61,Aperam S.A.,2020-06-15,archive
HBK Investments LP,NL0000352565,0.71,Fugro N.V.,2020-06-15,archive
Jupiter Investment Management Limited,NL0000888691,0.49,AMG Critical Materials N.V.,2020-06-15,archive
Marshall Wace LLP,NL0011279492,1.69,Flow Traders Ltd.,2020-06-15,archive
Marshall Wace LLP,FR0013326246,0.7,Unibail-Rodamco-Westfield SE,2020-06-15,archive
"Samlyn Capital, LLC",NL0000303709,0.62,AEGON Ltd.,2020-06-15,archive
Citadel Europe LLP,LU0569974404,0.7,Aperam S.A.,2020-06-12,archive
HBK Investments LP,NL0000352565,0.69,Fugro N.V.,2020-06-12,archive
Lone Pine Capital LLC,FR0013326246,0.98,Unibail-Rodamco-Westfield SE,2020-06-12,archive
B&G Master Fund Plc,NL0000352565,0.96,Fugro N.V.,2020-06-11,archive
HBK Investments LP,NL0000352565,0.7,Fugro N.V.,2020-06-11,archive
Linden Advisors LP,NL0010391025,1.18,Pharming Group N.V.,2020-06-11,archive
Marshall Wace LLP,BE0003818359,0.82,Galapagos NV,2020-06-11,archive
Marshall Wace LLP,NL0000360618,1.41,SBM Offshore N.V.,2020-06-11,archive
Marshall Wace LLP,FR0013326246,0.67,Unibail-Rodamco-Westfield SE,2020-06-11,archive
"Maverick Capital, Ltd.",FR0013326246,0.5,Unibail-Rodamco-Westfield SE,2020-06-11,archive
Sculptor Capital Management Europe Limited,NL0000352565,1.71,Fugro N.V.,2020-06-11,archive
Toscafund Asset Management LLP,NL0000289213,1.4,Wereldhave N.V.,2020-06-11,archive
Voleon Capital Management LP,NL0011279492,0.61,Flow Traders Ltd.,2020-06-11,archive
Canada Pension Plan Investment Board,NL0000888691,0.69,AMG Critical Materials N.V.,2020-06-10,archive
Citadel Advisors LLC,NL0000888691,0.47,AMG Critical Materials N.V.,2020-06-10,archive
HBK Investments LP,NL0000352565,0.6,Fugro N.V.,2020-06-10,archive
HBK Investments LP,NL0000337319,0.7,Koninklijke BAM Groep N.V.,2020-06-10,archive
Lansdowne Partners (UK) LLP,NL0006237562,1.88,ARCADIS N.V.,2020-06-10,archive
Marshall Wace LLP,NL0011279492,1.7,Flow Traders Ltd.,2020-06-10,archive
Sculptor Capital Management Europe Limited,NL0000352565,1.67,Fugro N.V.,2020-06-10,archive
"Woodson Capital Master Fund, LP",FR0013326246,0.61,Unibail-Rodamco-Westfield SE,2020-06-10,archive
"WorldQuant, LLC",NL0000337319,1.04,Koninklijke BAM Groep N.V.,2020-06-10,archive
"AQR Capital Management, LLC",NL0009432491,0.69,Koninklijke Vopak N.V.,2020-06-09,archive
"AQR Capital Management, LLC",NL0000360618,2.49,SBM Offshore N.V.,2020-06-09,archive
B&G Master Fund Plc,NL0000352565,0.82,Fugro N.V.,2020-06-09,archive
Citadel Advisors LLC,NL0010391025,0.53,Pharming Group N.V.,2020-06-09,archive
"Connor, Clark & Lunn Investment Management Ltd.",NL0000289213,1.18,Wereldhave N.V.,2020-06-09,archive
D1 Capital Partners LP,FR0013326246,3.42,Unibail-Rodamco-Westfield SE,2020-06-09,archive
Eleva Capital SAS,NL0000289213,0.72,Wereldhave N.V.,2020-06-09,archive
JPMorgan Asset Management (UK) Ltd.,NL0000888691,1.5,AMG Critical Materials N.V.,2020-06-09,archive
Marshall Wace LLP,FR0013326246,0.5,Unibail-Rodamco-Westfield SE,2020-06-09,archive
Toscafund Asset Management LLP,NL0000289213,1.21,Wereldhave N.V.,2020-06-09,archive
Viking Global Investors LP,FR0013326246,0.95,Unibail-Rodamco-Westfield SE,2020-06-09,archive
"WorldQuant, LLC",NL0000337319,1.1,Koninklijke BAM Groep N.V.,2020-06-09,archive
"AQR Capital Management, LLC",NL0009432491,0.7,Koninklijke Vopak N.V.,2020-06-08,archive
B&G Master Fund Plc,LU1598757687,1.64,ArcelorMittal S.A.,2020-06-08,archive
B&G Master Fund Plc,NL0000352565,0.73,Fugro N.V.,2020-06-08,archive
"Bloom Tree Partners, LLC",NL0000289213,0.0,Wereldhave N.V.,2020-06-08,archive
Canada Pension Plan Investment Board,NL0000888691,0.79,AMG Critical Materials N.V.,2020-06-08,archive
"D. E. Shaw & Co., L.P.",LU1598757687,0.51,ArcelorMittal S.A.,2020-06-08,archive
D1 Capital Partners LP,FR0013326246,3.35,Unibail-Rodamco-Westfield SE,2020-06-08,archive
GSA Capital Partners LLP,NL0000352565,0.18,Fugro N.V.,2020-06-08,archive
HBK Investments LP,NL0000352565,0.44,Fugro N.V.,2020-06-08,archive
Lone Pine Capital LLC,FR0013326246,0.81,Unibail-Rodamco-Westfield SE,2020-06-08,archive
"Lucerne Capital Management, L.P.",NL0000289213,0.62,Wereldhave N.V.,2020-06-08,archive
Marshall Wace LLP,NL0000352565,2.99,Fugro N.V.,2020-06-08,archive
Marshall Wace LLP,NL0000360618,1.38,SBM Offshore N.V.,2020-06-08,archive
Marshall Wace LLP,FR0013326246,0.45,Unibail-Rodamco-Westfield SE,2020-06-08,archive
"Samlyn Capital, LLC",NL0000303709,0.55,AEGON Ltd.,2020-06-08,archive
Sculptor Capital Management Europe Limited,NL0000352565,1.53,Fugro N.V.,2020-06-08,archive
Toscafund Asset Management LLP,NL0000289213,1.14,Wereldhave N.V.,2020-06-08,archive
Viking Global Investors LP,FR0013326246,0.76,Unibail-Rodamco-Westfield SE,2020-06-08,archive
Whitebox Advisors LLC,NL0000352565,1.11,Fugro N.V.,2020-06-08,archive
"Woodson Capital Master Fund, LP",FR0013326246,0.55,Unibail-Rodamco-Westfield SE,2020-06-08,archive
"WorldQuant, LLC",NL0012817175,0.48,Alfen N.V.,2020-06-08,archive
AKO Capital LLP,NL0006237562,1.04,ARCADIS N.V.,2020-06-05,archive
Citadel Advisors LLC,LU0569974404,0.59,Aperam S.A.,2020-06-05,archive
Citadel Advisors LLC,NL0000337319,0.98,Koninklijke BAM Groep N.V.,2020-06-05,archive
D1 Capital Partners LP,FR0013326246,3.28,Unibail-Rodamco-Westfield SE,2020-06-05,archive
GSA Capital Partners LLP,NL0000352565,0.56,Fugro N.V.,2020-06-05,archive
HBK Investments LP,NL0000352565,0.54,Fugro N.V.,2020-06-05,archive
HBK Investments LP,NL0000337319,0.64,Koninklijke BAM Groep N.V.,2020-06-05,archive
Marshall Wace LLP,NL0000337319,0.52,Koninklijke BAM Groep N.V.,2020-06-05,archive
Marshall Wace LLP,FR0013326246,0.58,Unibail-Rodamco-Westfield SE,2020-06-05,archive
Oceanwood Capital Management LLP,FR0013326246,0.42,Unibail-Rodamco-Westfield SE,2020-06-05,archive
Scopia Capital Management LP,NL0012866412,1.29,BE Semiconductor Industries N.V.,2020-06-05,archive
