isin,position_date,position_holder,net_short_position,issuer_name,source
NL0011540547,2021-03-22,Marshall Wace LLP,1.28,ABN AMRO Bank NV,archive
NL0010391025,2021-03-22,"PDT Partners, LLC",0.6,Pharming Group N.V.,archive
NL0000360618,2021-03-19,Marshall Wace Asia Limited,0.66,SBM Offshore N.V.,archive
NL0000360618,2021-03-19,Marshall Wace LLP,0.82,SBM Offshore N.V.,archive
NL0011821392,2021-03-19,Millennium Capital Partners LLP,0.63,Signify N.V.,archive
NL0011821392,2021-03-19,Millennium International Management LP,0.72,Signify N.V.,archive
NL0006237562,2021-03-18,Marshall Wace LLP,1.08,ARCADIS N.V.,archive
NL0010391025,2021-03-18,"WorldQuant, LLC",0.46,Pharming Group N.V.,archive
NL0006237562,2021-03-16,Marshall Wace Asia Limited,0.68,ARCADIS N.V.,archive
NL0011540547,2021-03-16,Marshall Wace LLP,1.32,ABN AMRO Bank NV,archive
NL0011821392,2021-03-16,Millennium Capital Partners LLP,0.58,Signify N.V.,archive
NL0011821392,2021-03-16,Millennium International Management LP,0.46,Signify N.V.,archive
NL0010391025,2021-03-16,"WorldQuant, LLC",0.58,Pharming Group N.V.,archive
NL0011540547,2021-03-15,Marshall Wace LLP,1.29,ABN AMRO Bank NV,archive
NL0000888691,2021-03-15,Systematica Investments Limited,0.79,AMG Critical Materials N.V.,archive
NL0011821392,2021-03-12,Millennium Capital Partners LLP,0.61,Signify N.V.,archive
NL0011821392,2021-03-12,Millennium International Management LP,0.52,Signify N.V.,archive
NL0010391025,2021-03-12,"WorldQuant, LLC",0.69,Pharming Group N.V.,archive
NL0011540547,2021-03-11,Marshall Wace LLP,1.35,ABN AMRO Bank NV,archive
NL0000337319,2021-03-11,Marshall Wace LLP,0.59,Koninklijke BAM Groep N.V.,archive
NL0011821392,2021-03-11,Millennium International Management LP,0.49,Signify N.V.,archive
NL0000009082,2021-03-10,"D. E. Shaw & Co. (London), LLP",0.53,Koninklijke KPN N.V.,archive
NL0006237562,2021-03-10,Marshall Wace Asia Limited,0.74,ARCADIS N.V.,archive
NL0006237562,2021-03-10,Marshall Wace LLP,1.19,ARCADIS N.V.,archive
NL0010391025,2021-03-10,"WorldQuant, LLC",0.72,Pharming Group N.V.,archive
NL0000888691,2021-03-09,JPMorgan Asset Management (UK) Ltd.,0.84,AMG Critical Materials N.V.,archive
BE0003818359,2021-03-09,"WorldQuant, LLC",0.47,Galapagos NV,archive
NL0006237562,2021-03-08,Marshall Wace Asia Limited,0.89,ARCADIS N.V.,archive
NL0006237562,2021-03-08,Marshall Wace LLP,1.37,ARCADIS N.V.,archive
NL0000337319,2021-03-08,Marshall Wace LLP,0.61,Koninklijke BAM Groep N.V.,archive
NL0011821392,2021-03-08,Millennium Capital Partners LLP,0.48,Signify N.V.,archive
NL0011540547,2021-03-08,"Samlyn Capital, LLC",0.43,ABN AMRO Bank NV,archive
LU0569974404,2021-03-05,Citadel Europe LLP,0.63,Aperam S.A.,archive
NL0010391025,2021-03-05,Pictet Asset Management Limited,1.51,Pharming Group N.V.,archive
NL0010391025,2021-03-05,Woodline Partners,0.45,Pharming Group N.V.,archive
NL0010391025,2021-03-05,"WorldQuant, LLC",0.6,Pharming Group N.V.,archive
LU0569974404,2021-03-04,Citadel Europe LLP,0.53,Aperam S.A.,archive
NL0006237562,2021-03-04,Marshall Wace Asia Limited,0.99,ARCADIS N.V.,archive
NL0011540547,2021-03-04,Marshall Wace LLP,1.45,ABN AMRO Bank NV,archive
NL0000337319,2021-03-04,Marshall Wace LLP,0.54,Koninklijke BAM Groep N.V.,archive
FR0013326246,2021-03-04,"Maverick Capital, Ltd.",0.47,Unibail-Rodamco-Westfield SE,archive
NL0000289213,2021-03-04,Toscafund Asset Management LLP,0.58,Wereldhave N.V.,archive
NL0010391025,2021-03-04,"WorldQuant, LLC",0.52,Pharming Group N.V.,archive
NL0000289213,2021-03-03,"Athanor Capital, LP",0.48,Wereldhave N.V.,archive
LU0569974404,2021-03-03,Citadel Europe LLP,0.43,Aperam S.A.,archive
NL0011540547,2021-03-03,Marshall Wace LLP,1.38,ABN AMRO Bank NV,archive
NL0006237562,2021-03-03,Marshall Wace LLP,1.49,ARCADIS N.V.,archive
NL0000360618,2021-03-03,Marshall Wace LLP,0.9,SBM Offshore N.V.,archive
NL0010391025,2021-03-03,"WorldQuant, LLC",0.63,Pharming Group N.V.,archive
BE0003818359,2021-03-02,Avidity Partners Management LP,0.61,Galapagos NV,archive
NL0000360618,2021-03-02,Marshall Wace LLP,0.89,SBM Offshore N.V.,archive
NL0011540547,2021-03-02,"Samlyn Capital, LLC",0.56,ABN AMRO Bank NV,archive
NL0000360618,2021-03-01,"AQR Capital Management, LLC",0.5,SBM Offshore N.V.,archive
LU0569974404,2021-03-01,Citadel Europe LLP,0.54,Aperam S.A.,archive
NL0012866412,2021-03-01,"Davidson Kempner European Partners, LLP",0.8,BE Semiconductor Industries N.V.,archive
FR0013326246,2021-03-01,"Maverick Capital, Ltd.",0.56,Unibail-Rodamco-Westfield SE,archive
NL0011821392,2021-03-01,Millennium International Management LP,0.59,Signify N.V.,archive
NL0010391025,2021-03-01,"WorldQuant, LLC",0.77,Pharming Group N.V.,archive
NL0011540547,2021-02-26,Marshall Wace LLP,1.4,ABN AMRO Bank NV,archive
NL0010391025,2021-02-26,"WorldQuant, LLC",0.8,Pharming Group N.V.,archive
NL0000888691,2021-02-25,Citadel Advisors LLC,0.42,AMG Critical Materials N.V.,archive
NL0011540547,2021-02-25,"Samlyn Capital, LLC",0.76,ABN AMRO Bank NV,archive
BE0003818359,2021-02-25,"WorldQuant, LLC",0.57,Galapagos NV,archive
NL0010391025,2021-02-24,"WorldQuant, LLC",0.7,Pharming Group N.V.,archive
NL0000888691,2021-02-23,Citadel Advisors LLC,0.55,AMG Critical Materials N.V.,archive
NL0011821392,2021-02-23,Millennium Capital Partners LLP,0.55,Signify N.V.,archive
NL0010391025,2021-02-23,"PDT Partners, LLC",0.58,Pharming Group N.V.,archive
NL0000289213,2021-02-22,"Athanor Capital, LP",0.59,Wereldhave N.V.,archive
LU0569974404,2021-02-22,Citadel Europe LLP,0.69,Aperam S.A.,archive
BE0003818359,2021-02-22,"D. E. Shaw & Co., L.P.",0.49,Galapagos NV,archive
NL0011821392,2021-02-22,Millennium International Management LP,0.63,Signify N.V.,archive
NL0012866412,2021-02-22,Scopia Capital Management LP,0.46,BE Semiconductor Industries N.V.,archive
BE0003818359,2021-02-22,"WorldQuant, LLC",0.65,Galapagos NV,archive
FR0013326246,2021-02-19,"WorldQuant, LLC",0.47,Unibail-Rodamco-Westfield SE,archive
BE0003818359,2021-02-18,"D. E. Shaw & Co., L.P.",0.5,Galapagos NV,archive
NL0011540547,2021-02-18,Marshall Wace LLP,1.35,ABN AMRO Bank NV,archive
NL0000289213,2021-02-18,Toscafund Asset Management LLP,0.69,Wereldhave N.V.,archive
BE0003818359,2021-02-18,"WorldQuant, LLC",0.52,Galapagos NV,archive
NL0010558797,2021-02-17,"AQR Capital Management, LLC",0.49,OCI N.V.,archive
NL0000289213,2021-02-17,"Athanor Capital, LP",0.68,Wereldhave N.V.,archive
LU0569974404,2021-02-17,Citadel Advisors LLC,0.46,Aperam S.A.,archive
LU0569974404,2021-02-17,Citadel Europe LLP,0.75,Aperam S.A.,archive
NL0000337319,2021-02-17,"Lucerne Capital Management, L.P.",0.32,Koninklijke BAM Groep N.V.,archive
NL0011872650,2021-02-17,Marshall Wace LLP,0.81,Basic-Fit N.V.,archive
NL0000289213,2021-02-17,Toscafund Asset Management LLP,0.77,Wereldhave N.V.,archive
NL00150004A7,2021-02-17,"WorldQuant, LLC",0.48,Fugro N.V.,archive
NL0010558797,2021-02-16,"AQR Capital Management, LLC",0.61,OCI N.V.,archive
NL0000360618,2021-02-16,"AQR Capital Management, LLC",0.46,SBM Offshore N.V.,archive
BE0003818359,2021-02-16,"D. E. Shaw & Co., L.P.",0.49,Galapagos NV,archive
NL0011821392,2021-02-16,Millennium Capital Partners LLP,0.61,Signify N.V.,archive
LU1598757687,2021-02-16,Polar Asset Management Partners Inc.,0.53,ArcelorMittal S.A.,archive
NL00150004A7,2021-02-16,"WorldQuant, LLC",0.59,Fugro N.V.,archive
NL0000289213,2021-02-15,"Athanor Capital, LP",0.76,Wereldhave N.V.,archive
NL00150004A7,2021-02-15,UBS AG,0.45,Fugro N.V.,archive
FR0013326246,2021-02-15,"WorldQuant, LLC",0.52,Unibail-Rodamco-Westfield SE,archive
BE0003818359,2021-02-12,"AQR Capital Management, LLC",0.36,Galapagos NV,archive
NL0010558797,2021-02-12,"AQR Capital Management, LLC",0.79,OCI N.V.,archive
NL0000360618,2021-02-12,"AQR Capital Management, LLC",0.69,SBM Offshore N.V.,archive
NL0000337319,2021-02-12,BlueCrest Capital Management Limited,0.05,Koninklijke BAM Groep N.V.,archive
NL0000888691,2021-02-12,Capital Fund Management S.A.,0.41,AMG Critical Materials N.V.,archive
LU0569974404,2021-02-12,Citadel Europe LLP,0.84,Aperam S.A.,archive
NL00150004A7,2021-02-12,UBS AG,0.53,Fugro N.V.,archive
NL0000289213,2021-02-12,UBS Asset Management (UK) Ltd.,0.42,Wereldhave N.V.,archive
NL0010391025,2021-02-12,Woodline Partners,0.52,Pharming Group N.V.,archive
NL0010391025,2021-02-12,"WorldQuant, LLC",0.6,Pharming Group N.V.,archive
BE0003818359,2021-02-11,"AQR Capital Management, LLC",0.5,Galapagos NV,archive
NL0000888691,2021-02-11,Capital Fund Management S.A.,0.51,AMG Critical Materials N.V.,archive
LU0569974404,2021-02-11,Citadel Advisors LLC,0.58,Aperam S.A.,archive
NL0012866412,2021-02-11,Citadel Europe LLP,2.05,BE Semiconductor Industries N.V.,archive
NL0011821392,2021-02-11,Millennium International Management LP,0.52,Signify N.V.,archive
NL00150004A7,2021-02-11,UBS AG,0.63,Fugro N.V.,archive
NL0000289213,2021-02-11,UBS Asset Management (UK) Ltd.,0.54,Wereldhave N.V.,archive
BE0003818359,2021-02-10,"AQR Capital Management, LLC",0.49,Galapagos NV,archive
NL0010558797,2021-02-10,"AQR Capital Management, LLC",0.99,OCI N.V.,archive
NL0000888691,2021-02-10,Capital Fund Management S.A.,0.61,AMG Critical Materials N.V.,archive
LU0569974404,2021-02-10,Citadel Europe LLP,0.93,Aperam S.A.,archive
NL0011821392,2021-02-10,Millennium International Management LP,0.49,Signify N.V.,archive
NL0010391025,2021-02-10,"PDT Partners, LLC",0.6,Pharming Group N.V.,archive
NL0011540547,2021-02-10,"Samlyn Capital, LLC",0.82,ABN AMRO Bank NV,archive
NL0010391025,2021-02-10,"WorldQuant, LLC",0.55,Pharming Group N.V.,archive
NL0000888691,2021-02-09,Capital Fund Management S.A.,0.71,AMG Critical Materials N.V.,archive
LU0569974404,2021-02-09,Citadel Advisors LLC,0.68,Aperam S.A.,archive
NL0006237562,2021-02-09,Marshall Wace LLP,1.59,ARCADIS N.V.,archive
NL0011821392,2021-02-09,Millennium Capital Partners LLP,0.58,Signify N.V.,archive
NL0010391025,2021-02-09,"WorldQuant, LLC",0.6,Pharming Group N.V.,archive
NL0000289213,2021-02-08,Adelphi Capital LLP,3.08,Wereldhave N.V.,archive
NL0000888691,2021-02-08,Capital Fund Management S.A.,0.82,AMG Critical Materials N.V.,archive
NL0000337319,2021-02-08,"Lucerne Capital Management, L.P.",0.65,Koninklijke BAM Groep N.V.,archive
NL0000360618,2021-02-08,Marshall Wace LLP,0.97,SBM Offshore N.V.,archive
NL0000888691,2021-02-05,Capital Fund Management S.A.,0.92,AMG Critical Materials N.V.,archive
NL0012866412,2021-02-05,Citadel Europe LLP,2.17,BE Semiconductor Industries N.V.,archive
NL0011540547,2021-02-05,Marshall Wace LLP,1.27,ABN AMRO Bank NV,archive
NL0000289213,2021-02-04,Adelphi Capital LLP,3.15,Wereldhave N.V.,archive
BE0003818359,2021-02-04,"AQR Capital Management, LLC",0.5,Galapagos NV,archive
NL0000360618,2021-02-04,"AQR Capital Management, LLC",0.99,SBM Offshore N.V.,archive
NL0012866412,2021-02-04,GLG Partners LP,0.74,BE Semiconductor Industries N.V.,archive
NL0006237562,2021-02-04,Marshall Wace Asia Limited,1.09,ARCADIS N.V.,archive
NL0011540547,2021-02-04,Marshall Wace LLP,1.31,ABN AMRO Bank NV,archive
NL0006237562,2021-02-04,Marshall Wace LLP,1.67,ARCADIS N.V.,archive
NL0011821392,2021-02-04,Millennium Capital Partners LLP,0.6,Signify N.V.,archive
NL0010391025,2021-02-04,"PDT Partners, LLC",0.5,Pharming Group N.V.,archive
NL0000303709,2021-02-04,Viking Global Investors LP,0.47,AEGON Ltd.,archive
NL0012866412,2021-02-03,"Davidson Kempner European Partners, LLP",0.71,BE Semiconductor Industries N.V.,archive
NL0006237562,2021-02-03,Marshall Wace Asia Limited,1.14,ARCADIS N.V.,archive
NL0006237562,2021-02-03,Marshall Wace LLP,1.74,ARCADIS N.V.,archive
FR0013326246,2021-02-03,"Maverick Capital, Ltd.",0.61,Unibail-Rodamco-Westfield SE,archive
NL0011821392,2021-02-03,Millennium International Management LP,0.59,Signify N.V.,archive
FR0013326246,2021-02-03,Tiger Global Management LLC,1.51,Unibail-Rodamco-Westfield SE,archive
NL0010391025,2021-02-03,"WorldQuant, LLC",0.57,Pharming Group N.V.,archive
BE0003818359,2021-02-02,"D. E. Shaw & Co., L.P.",0.59,Galapagos NV,archive
FR0013326246,2021-02-02,D1 Capital Partners LP,0.0,Unibail-Rodamco-Westfield SE,archive
NL0012866412,2021-02-02,"Davidson Kempner European Partners, LLP",1.01,BE Semiconductor Industries N.V.,archive
NL0011540547,2021-02-02,Marshall Wace LLP,1.45,ABN AMRO Bank NV,archive
NL0006237562,2021-02-02,Marshall Wace LLP,1.88,ARCADIS N.V.,archive
NL0013332471,2021-02-02,Marshall Wace LLP,0.48,TomTom N.V.,archive
NL0011821392,2021-02-02,Millennium Capital Partners LLP,0.71,Signify N.V.,archive
FR0013326246,2021-02-02,Tiger Global Management LLC,1.32,Unibail-Rodamco-Westfield SE,archive
NL0000289213,2021-02-01,Adelphi Capital LLP,3.33,Wereldhave N.V.,archive
NL0000289213,2021-02-01,"Athanor Capital, LP",0.82,Wereldhave N.V.,archive
FR0013326246,2021-02-01,D1 Capital Partners LP,0.54,Unibail-Rodamco-Westfield SE,archive
NL0012866412,2021-02-01,"ExodusPoint Capital Management, LP",0.49,BE Semiconductor Industries N.V.,archive
NL0006237562,2021-02-01,Marshall Wace Asia Limited,1.27,ARCADIS N.V.,archive
NL0000360618,2021-02-01,Marshall Wace Asia Limited,0.71,SBM Offshore N.V.,archive
NL0006237562,2021-02-01,Marshall Wace LLP,1.97,ARCADIS N.V.,archive
FR0013326246,2021-02-01,"Maverick Capital, Ltd.",0.56,Unibail-Rodamco-Westfield SE,archive
FR0013326246,2021-01-29,D1 Capital Partners LP,1.13,Unibail-Rodamco-Westfield SE,archive
NL0011821392,2021-01-29,Millennium Capital Partners LLP,0.87,Signify N.V.,archive
NL0000303709,2021-01-29,Viking Global Investors LP,0.57,AEGON Ltd.,archive
NL0000289213,2021-01-28,Adelphi Capital LLP,3.58,Wereldhave N.V.,archive
NL0000289213,2021-01-28,"Athanor Capital, LP",0.96,Wereldhave N.V.,archive
NL0012866412,2021-01-28,Citadel Europe LLP,2.23,BE Semiconductor Industries N.V.,archive
NL0000289213,2021-01-28,"Connor, Clark & Lunn Investment Management Ltd.",0.48,Wereldhave N.V.,archive
FR0013326246,2021-01-28,D1 Capital Partners LP,1.9,Unibail-Rodamco-Westfield SE,archive
NL0012866412,2021-01-28,"ExodusPoint Capital Management, LP",0.51,BE Semiconductor Industries N.V.,archive
FR0013326246,2021-01-28,Lone Pine Capital LLC,0.18,Unibail-Rodamco-Westfield SE,archive
NL0011540547,2021-01-28,Marshall Wace LLP,1.5,ABN AMRO Bank NV,archive
NL0010391025,2021-01-28,"WorldQuant, LLC",0.61,Pharming Group N.V.,archive
NL0000289213,2021-01-27,"Athanor Capital, LP",1.08,Wereldhave N.V.,archive
FR0013326246,2021-01-27,D1 Capital Partners LP,2.67,Unibail-Rodamco-Westfield SE,archive
NL0011821392,2021-01-27,"Farallon Capital Management, L.L.C.",0.57,Signify N.V.,archive
FR0013326246,2021-01-27,Lone Pine Capital LLC,0.67,Unibail-Rodamco-Westfield SE,archive
NL0006237562,2021-01-27,Marshall Wace Asia Limited,1.39,ARCADIS N.V.,archive
NL0011540547,2021-01-27,Marshall Wace LLP,1.49,ABN AMRO Bank NV,archive
NL0006237562,2021-01-27,Marshall Wace LLP,2.29,ARCADIS N.V.,archive
NL0000360618,2021-01-27,Marshall Wace LLP,1.09,SBM Offshore N.V.,archive
FR0013326246,2021-01-27,"Maverick Capital, Ltd.",0.49,Unibail-Rodamco-Westfield SE,archive
NL0000303709,2021-01-27,Viking Global Investors LP,0.68,AEGON Ltd.,archive
FR0013326246,2021-01-27,"Woodson Capital Master Fund, LP",0.35,Unibail-Rodamco-Westfield SE,archive
NL0010391025,2021-01-26,Citadel Advisors LLC,0.47,Pharming Group N.V.,archive
NL0011821392,2021-01-26,Millennium International Management LP,0.69,Signify N.V.,archive
FR0013326246,2021-01-26,"Woodson Capital Master Fund, LP",0.52,Unibail-Rodamco-Westfield SE,archive
NL0010391025,2021-01-26,"WorldQuant, LLC",0.59,Pharming Group N.V.,archive
NL0000289213,2021-01-25,"Athanor Capital, LP",1.19,Wereldhave N.V.,archive
FR0013326246,2021-01-25,D1 Capital Partners LP,3.27,Unibail-Rodamco-Westfield SE,archive
NL0012866412,2021-01-25,"Davidson Kempner European Partners, LLP",1.28,BE Semiconductor Industries N.V.,archive
NL0012866412,2021-01-22,Citadel Europe LLP,2.32,BE Semiconductor Industries N.V.,archive
NL0000888691,2021-01-22,"Connor, Clark & Lunn Investment Management Ltd.",1.09,AMG Critical Materials N.V.,archive
NL0000360618,2021-01-22,Marshall Wace LLP,1.1,SBM Offshore N.V.,archive
NL0010391025,2021-01-22,"WorldQuant, LLC",0.67,Pharming Group N.V.,archive
NL0000360618,2021-01-21,"AQR Capital Management, LLC",1.08,SBM Offshore N.V.,archive
NL0010391025,2021-01-21,"WorldQuant, LLC",0.7,Pharming Group N.V.,archive
NL0000289213,2021-01-21,"WorldQuant, LLC",0.49,Wereldhave N.V.,archive
NL0000337319,2021-01-20,BlueCrest Capital Management Limited,0.65,Koninklijke BAM Groep N.V.,archive
LU0569974404,2021-01-20,Citadel Europe LLP,1.03,Aperam S.A.,archive
NL0010391025,2021-01-20,Woodline Partners,0.49,Pharming Group N.V.,archive
NL0010391025,2021-01-20,"WorldQuant, LLC",0.69,Pharming Group N.V.,archive
NL0011821392,2021-01-19,Millennium Capital Partners LLP,0.98,Signify N.V.,archive
NL0011872650,2021-01-18,JPMorgan Asset Management (UK) Ltd.,0.61,Basic-Fit N.V.,archive
NL0010391025,2021-01-15,Citadel Advisors LLC,0.5,Pharming Group N.V.,archive
LU0569974404,2021-01-15,Citadel Europe LLP,1.1,Aperam S.A.,archive
NL0011872650,2021-01-15,JPMorgan Asset Management (UK) Ltd.,0.57,Basic-Fit N.V.,archive
NL0011540547,2021-01-15,Marshall Wace LLP,1.52,ABN AMRO Bank NV,archive
NL0011279492,2021-01-15,Marshall Wace LLP,0.49,Flow Traders Ltd.,archive
NL0000360618,2021-01-15,Marshall Wace LLP,1.09,SBM Offshore N.V.,archive
NL0011821392,2021-01-15,Millennium Capital Partners LLP,1.05,Signify N.V.,archive
FR0013326246,2021-01-15,Tiger Global Management LLC,1.15,Unibail-Rodamco-Westfield SE,archive
NL0010391025,2021-01-15,"WorldQuant, LLC",0.79,Pharming Group N.V.,archive
NL0000289213,2021-01-15,"WorldQuant, LLC",0.59,Wereldhave N.V.,archive
NL0012866412,2021-01-14,"Davidson Kempner European Partners, LLP",1.41,BE Semiconductor Industries N.V.,archive
NL0011872650,2021-01-14,Marshall Wace LLP,0.77,Basic-Fit N.V.,archive
NL0010391025,2021-01-14,"WorldQuant, LLC",0.87,Pharming Group N.V.,archive
BE0003818359,2021-01-13,Avidity Partners Management LP,0.53,Galapagos NV,archive
NL0010391025,2021-01-13,Citadel Advisors LLC,0.48,Pharming Group N.V.,archive
NL0006237562,2021-01-13,Lansdowne Partners (UK) LLP,0.99,ARCADIS N.V.,archive
LU0569974404,2021-01-13,Millennium Capital Partners LLP,0.47,Aperam S.A.,archive
NL0000888691,2021-01-13,Systematica Investments Limited,0.8,AMG Critical Materials N.V.,archive
NL0000289213,2021-01-13,Toscafund Asset Management LLP,0.83,Wereldhave N.V.,archive
NL0000303709,2021-01-13,Viking Global Investors LP,0.81,AEGON Ltd.,archive
NL0009739416,2021-01-13,"WorldQuant, LLC",0.49,PostNL N.V.,archive
NL0000289213,2021-01-13,"WorldQuant, LLC",0.67,Wereldhave N.V.,archive
LU0569974404,2021-01-12,Citadel Advisors LLC,0.79,Aperam S.A.,archive
NL0010391025,2021-01-12,Citadel Advisors LLC,0.51,Pharming Group N.V.,archive
NL0011540547,2021-01-12,Marshall Wace LLP,1.42,ABN AMRO Bank NV,archive
NL0011540547,2021-01-12,"Samlyn Capital, LLC",0.7,ABN AMRO Bank NV,archive
LU0569974404,2021-01-11,Citadel Advisors LLC,0.8,Aperam S.A.,archive
NL0010391025,2021-01-11,Citadel Advisors LLC,0.49,Pharming Group N.V.,archive
NL0011540547,2021-01-11,Marshall Wace LLP,1.39,ABN AMRO Bank NV,archive
NL0013332471,2021-01-11,Marshall Wace LLP,0.5,TomTom N.V.,archive
NL0006237562,2021-01-11,Pelham Capital Ltd.,0.73,ARCADIS N.V.,archive
NL0000289213,2021-01-11,Toscafund Asset Management LLP,0.9,Wereldhave N.V.,archive
NL0010391025,2021-01-08,Citadel Advisors LLC,0.51,Pharming Group N.V.,archive
NL0006237562,2021-01-08,Lansdowne Partners (UK) LLP,1.06,ARCADIS N.V.,archive
NL0011540547,2021-01-08,Marshall Wace LLP,1.2,ABN AMRO Bank NV,archive
NL0011821392,2021-01-08,Millennium Capital Partners LLP,0.99,Signify N.V.,archive
NL0006237562,2021-01-08,Pelham Capital Ltd.,0.89,ARCADIS N.V.,archive
NL0011540547,2021-01-07,Marshall Wace LLP,1.17,ABN AMRO Bank NV,archive
LU0569974404,2021-01-07,Millennium Capital Partners LLP,0.51,Aperam S.A.,archive
NL0012866412,2021-01-07,Scopia Capital Management LP,0.55,BE Semiconductor Industries N.V.,archive
NL0006237562,2021-01-06,Lansdowne Partners (UK) LLP,1.15,ARCADIS N.V.,archive
NL0010391025,2021-01-06,"WorldQuant, LLC",0.98,Pharming Group N.V.,archive
NL0010558797,2021-01-05,"AQR Capital Management, LLC",1.09,OCI N.V.,archive
NL0000360618,2021-01-05,"AQR Capital Management, LLC",1.19,SBM Offshore N.V.,archive
NL0013332471,2021-01-05,JPMorgan Asset Management (UK) Ltd.,0.49,TomTom N.V.,archive
NL0011540547,2021-01-05,Marshall Wace LLP,1.02,ABN AMRO Bank NV,archive
NL0012866412,2021-01-05,Scopia Capital Management LP,0.64,BE Semiconductor Industries N.V.,archive
LU0569974404,2021-01-04,Citadel Europe LLP,1.0,Aperam S.A.,archive
NL0011872650,2021-01-04,Marshall Wace LLP,0.86,Basic-Fit N.V.,archive
NL0000888691,2021-01-04,Systematica Investments Limited,0.7,AMG Critical Materials N.V.,archive
BE0003818359,2020-12-31,"D. E. Shaw & Co., L.P.",0.69,Galapagos NV,archive
NL0010391025,2020-12-31,"WorldQuant, LLC",0.86,Pharming Group N.V.,archive
NL0011821392,2020-12-30,Millennium International Management LP,0.71,Signify N.V.,archive
NL0010391025,2020-12-30,"WorldQuant, LLC",0.91,Pharming Group N.V.,archive
LU0569974404,2020-12-29,Citadel Advisors LLC,0.7,Aperam S.A.,archive
NL0010391025,2020-12-29,Citadel Advisors LLC,0.47,Pharming Group N.V.,archive
NL0011821392,2020-12-28,"Farallon Capital Management, L.L.C.",0.6,Signify N.V.,archive
NL0011540547,2020-12-28,"Samlyn Capital, LLC",0.6,ABN AMRO Bank NV,archive
NL0000289213,2020-12-28,Toscafund Asset Management LLP,1.02,Wereldhave N.V.,archive
LU1598757687,2020-12-24,Citadel Europe LLP,0.03,ArcelorMittal S.A.,archive
NL0010391025,2020-12-23,Citadel Advisors LLC,0.51,Pharming Group N.V.,archive
FR0013326246,2020-12-23,"Maverick Capital, Ltd.",1.13,Unibail-Rodamco-Westfield SE,archive
NL0011821392,2020-12-23,Millennium Capital Partners LLP,0.8,Signify N.V.,archive
NL0010391025,2020-12-23,"PDT Partners, LLC",0.48,Pharming Group N.V.,archive
NL0000888691,2020-12-23,Systematica Investments Limited,0.69,AMG Critical Materials N.V.,archive
NL0010391025,2020-12-23,Woodline Partners,0.52,Pharming Group N.V.,archive
NL0009739416,2020-12-23,"WorldQuant, LLC",0.51,PostNL N.V.,archive
NL0000360618,2020-12-22,Marshall Wace LLP,1.19,SBM Offshore N.V.,archive
FR0013326246,2020-12-22,"Maverick Capital, Ltd.",1.23,Unibail-Rodamco-Westfield SE,archive
NL0011821392,2020-12-22,Millennium International Management LP,0.64,Signify N.V.,archive
NL0010391025,2020-12-22,Woodline Partners,0.49,Pharming Group N.V.,archive
NL0012866412,2020-12-21,"Davidson Kempner European Partners, LLP",1.31,BE Semiconductor Industries N.V.,archive
NL0011821392,2020-12-21,"Farallon Capital Management, L.L.C.",0.51,Signify N.V.,archive
NL0011279492,2020-12-21,Marshall Wace LLP,0.5,Flow Traders Ltd.,archive
FR0013326246,2020-12-21,"Maverick Capital, Ltd.",1.33,Unibail-Rodamco-Westfield SE,archive
FR0013326246,2020-12-21,"Woodson Capital Master Fund, LP",0.6,Unibail-Rodamco-Westfield SE,archive
NL00150004A7,2020-12-21,"WorldQuant, LLC",0.6,Fugro N.V.,archive
NL0000289213,2020-12-21,"WorldQuant, LLC",0.72,Wereldhave N.V.,archive
NL0000352565,2020-12-20,"WorldQuant, LLC",0.0,Fugro N.V.,archive
NL0011279492,2020-12-18,"D. E. Shaw & Co., L.P.",0.49,Flow Traders Ltd.,archive
FR0013326246,2020-12-18,Kintbury Capital LLP,0.0,Unibail-Rodamco-Westfield SE,archive
NL0010391025,2020-12-18,"PDT Partners, LLC",0.53,Pharming Group N.V.,archive
NL0000888691,2020-12-18,Systematica Investments Limited,0.71,AMG Critical Materials N.V.,archive
NL0000352565,2020-12-18,"WorldQuant, LLC",1.2,Fugro N.V.,archive
NL0010391025,2020-12-18,"WorldQuant, LLC",1.0,Pharming Group N.V.,archive
NL0000289213,2020-12-17,"Connor, Clark & Lunn Investment Management Ltd.",0.59,Wereldhave N.V.,archive
FR0013326246,2020-12-17,"Long Pond Capital, LP",0.47,Unibail-Rodamco-Westfield SE,archive
NL0011540547,2020-12-17,Marshall Wace LLP,0.91,ABN AMRO Bank NV,archive
NL0011279492,2020-12-17,Marshall Wace LLP,0.49,Flow Traders Ltd.,archive
NL0011821392,2020-12-17,Millennium Capital Partners LLP,0.72,Signify N.V.,archive
NL0011821392,2020-12-17,Millennium International Management LP,0.5,Signify N.V.,archive
NL0011540547,2020-12-17,"Samlyn Capital, LLC",0.53,ABN AMRO Bank NV,archive
NL0000303709,2020-12-17,"Samlyn Capital, LLC",0.49,AEGON Ltd.,archive
NL0000888691,2020-12-17,Systematica Investments Limited,0.69,AMG Critical Materials N.V.,archive
NL0000289213,2020-12-17,Toscafund Asset Management LLP,1.12,Wereldhave N.V.,archive
NL0000360618,2020-12-16,"AQR Capital Management, LLC",1.29,SBM Offshore N.V.,archive
NL0000303709,2020-12-16,"Samlyn Capital, LLC",0.53,AEGON Ltd.,archive
FR0013326246,2020-12-16,Tiger Global Management LLC,1.01,Unibail-Rodamco-Westfield SE,archive
