isin,position_date,position_holder,net_short_position,issuer_name,source
NL0000352565,2020-12-16,Whitebox Advisors LLC,0.38,Fugro N.V.,archive
NL0010391025,2020-12-16,"WorldQuant, LLC",0.91,Pharming Group N.V.,archive
NL0000289213,2020-12-16,"WorldQuant, LLC",0.61,Wereldhave N.V.,archive
NL0000289213,2020-12-15,"Athanor Capital, LP",1.27,Wereldhave N.V.,archive
NL0000303709,2020-12-15,"Samlyn Capital, LLC",0.62,AEGON Ltd.,archive
NL0000888691,2020-12-15,Systematica Investments Limited,0.7,AMG Critical Materials N.V.,archive
NL0000352565,2020-12-15,Whitebox Advisors LLC,0.79,Fugro N.V.,archive
NL0010391025,2020-12-15,Woodline Partners,0.51,Pharming Group N.V.,archive
NL0000352565,2020-12-15,"WorldQuant, LLC",0.6,Fugro N.V.,archive
NL0010391025,2020-12-15,"WorldQuant, LLC",0.88,Pharming Group N.V.,archive
LU0569974404,2020-12-14,Citadel Advisors LLC,0.61,Aperam S.A.,archive
NL0000303709,2020-12-14,"Samlyn Capital, LLC",0.73,AEGON Ltd.,archive
NL0000352565,2020-12-14,Sculptor Capital Management Europe Limited,0.01,Fugro N.V.,archive
NL0000352565,2020-12-14,Susquehanna International Holdings LLC,0.0,Fugro N.V.,archive
NL0000289213,2020-12-14,Toscafund Asset Management LLP,1.21,Wereldhave N.V.,archive
NL0000289213,2020-12-14,"WorldQuant, LLC",0.58,Wereldhave N.V.,archive
NL0010558797,2020-12-11,"AQR Capital Management, LLC",1.19,OCI N.V.,archive
NL0000289213,2020-12-11,"Athanor Capital, LP",1.39,Wereldhave N.V.,archive
LU0569974404,2020-12-11,Citadel Advisors LLC,0.59,Aperam S.A.,archive
FR0013326246,2020-12-11,D1 Capital Partners LP,3.68,Unibail-Rodamco-Westfield SE,archive
NL0011540547,2020-12-11,Marshall Wace LLP,0.84,ABN AMRO Bank NV,archive
NL0011821392,2020-12-11,Millennium Capital Partners LLP,0.67,Signify N.V.,archive
NL0006237562,2020-12-11,Pelham Capital Ltd.,1.06,ARCADIS N.V.,archive
NL0000352565,2020-12-11,Susquehanna International Holdings LLC,0.73,Fugro N.V.,archive
NL0000289213,2020-12-11,"WorldQuant, LLC",0.6,Wereldhave N.V.,archive
FR0013326246,2020-12-10,D1 Capital Partners LP,3.89,Unibail-Rodamco-Westfield SE,archive
NL0000360618,2020-12-10,Marshall Wace LLP,1.29,SBM Offshore N.V.,archive
NL0000352565,2020-12-10,Sculptor Capital Management Europe Limited,0.97,Fugro N.V.,archive
NL0000303709,2020-12-10,Viking Global Investors LP,0.74,AEGON Ltd.,archive
NL0000352565,2020-12-10,"WorldQuant, LLC",1.09,Fugro N.V.,archive
NL0010391025,2020-12-10,"WorldQuant, LLC",0.9,Pharming Group N.V.,archive
NL0011872650,2020-12-09,Marshall Wace LLP,0.9,Basic-Fit N.V.,archive
NL0011821392,2020-12-09,Millennium Capital Partners LLP,0.74,Signify N.V.,archive
NL0000352565,2020-12-09,Susquehanna International Holdings LLC,0.95,Fugro N.V.,archive
NL0000303709,2020-12-09,Viking Global Investors LP,0.67,AEGON Ltd.,archive
NL0000352565,2020-12-09,Whitebox Advisors LLC,1.44,Fugro N.V.,archive
NL0010391025,2020-12-09,"WorldQuant, LLC",0.89,Pharming Group N.V.,archive
NL0000352565,2020-12-08,B&G Master Fund Plc,0.41,Fugro N.V.,archive
NL0011540547,2020-12-08,Marshall Wace LLP,0.61,ABN AMRO Bank NV,archive
NL0000303709,2020-12-08,"Samlyn Capital, LLC",0.89,AEGON Ltd.,archive
NL0000352565,2020-12-08,Sculptor Capital Management Europe Limited,1.03,Fugro N.V.,archive
NL0000352565,2020-12-08,Susquehanna International Holdings LLC,1.21,Fugro N.V.,archive
NL0000888691,2020-12-08,Systematica Investments Limited,0.61,AMG Critical Materials N.V.,archive
NL0000352565,2020-12-08,Whitebox Advisors LLC,1.0,Fugro N.V.,archive
NL0000352565,2020-12-08,"WorldQuant, LLC",1.16,Fugro N.V.,archive
NL0010391025,2020-12-08,"WorldQuant, LLC",0.9,Pharming Group N.V.,archive
NL0011821392,2020-12-07,"Atalan Capital Partners, LP",0.48,Signify N.V.,archive
NL0000352565,2020-12-07,B&G Master Fund Plc,0.51,Fugro N.V.,archive
LU0569974404,2020-12-07,Millennium Capital Partners LLP,0.49,Aperam S.A.,archive
NL0012866412,2020-12-07,Scopia Capital Management LP,0.74,BE Semiconductor Industries N.V.,archive
NL0000352565,2020-12-07,Sculptor Capital Management Europe Limited,0.96,Fugro N.V.,archive
NL0000352565,2020-12-07,Susquehanna International Holdings LLC,1.03,Fugro N.V.,archive
NL0012866412,2020-12-07,Verde Serviços Internacionais S.A.,0.02,BE Semiconductor Industries N.V.,archive
NL0000352565,2020-12-04,B&G Master Fund Plc,0.62,Fugro N.V.,archive
LU0569974404,2020-12-04,Millennium Capital Partners LLP,0.5,Aperam S.A.,archive
NL0012866412,2020-12-04,Scopia Capital Management LP,0.83,BE Semiconductor Industries N.V.,archive
FR0013326246,2020-12-04,"Woodson Capital Master Fund, LP",0.78,Unibail-Rodamco-Westfield SE,archive
NL0010391025,2020-12-03,Citadel Advisors LLC,0.49,Pharming Group N.V.,archive
NL0011540547,2020-12-03,Marshall Wace LLP,0.57,ABN AMRO Bank NV,archive
NL0011279492,2020-12-03,Marshall Wace LLP,0.58,Flow Traders Ltd.,archive
NL0000352565,2020-12-03,Sculptor Capital Management Europe Limited,0.56,Fugro N.V.,archive
NL0000352565,2020-12-03,Susquehanna International Holdings LLC,0.82,Fugro N.V.,archive
NL0010391025,2020-12-03,"WorldQuant, LLC",0.8,Pharming Group N.V.,archive
NL0000360618,2020-12-02,"AQR Capital Management, LLC",1.38,SBM Offshore N.V.,archive
NL0000352565,2020-12-02,B&G Master Fund Plc,0.79,Fugro N.V.,archive
NL0010391025,2020-12-02,Citadel Advisors LLC,0.5,Pharming Group N.V.,archive
LU0569974404,2020-12-02,Citadel Europe LLP,0.9,Aperam S.A.,archive
NL0010391025,2020-12-02,"Great Point Partners, LLC",1.86,Pharming Group N.V.,archive
NL0000352565,2020-12-02,Marshall Wace LLP,0.35,Fugro N.V.,archive
NL0000303709,2020-12-02,"Samlyn Capital, LLC",0.98,AEGON Ltd.,archive
NL0000352565,2020-12-02,Susquehanna International Holdings LLC,0.78,Fugro N.V.,archive
NL0000337319,2020-12-02,Voleon Capital Management LP,0.49,Koninklijke BAM Groep N.V.,archive
NL0000352565,2020-12-02,"WorldQuant, LLC",1.22,Fugro N.V.,archive
NL0006237562,2020-12-01,Lansdowne Partners (UK) LLP,1.29,ARCADIS N.V.,archive
NL0000352565,2020-12-01,Marshall Wace LLP,0.78,Fugro N.V.,archive
LU0569974404,2020-12-01,Millennium Capital Partners LLP,0.47,Aperam S.A.,archive
NL0000352565,2020-12-01,Susquehanna International Securities Limited,0.0,Fugro N.V.,archive
NL0010391025,2020-12-01,Woodline Partners,0.47,Pharming Group N.V.,archive
NL0010391025,2020-12-01,"WorldQuant, LLC",0.73,Pharming Group N.V.,archive
NL0010558797,2020-11-30,"AQR Capital Management, LLC",1.29,OCI N.V.,archive
NL0011279492,2020-11-30,Marshall Wace LLP,0.61,Flow Traders Ltd.,archive
NL0000352565,2020-11-30,Marshall Wace LLP,1.0,Fugro N.V.,archive
NL0000303709,2020-11-30,Viking Global Investors LP,0.72,AEGON Ltd.,archive
NL0000352565,2020-11-27,Marshall Wace LLP,1.53,Fugro N.V.,archive
NL0000360618,2020-11-27,Marshall Wace LLP,1.39,SBM Offshore N.V.,archive
FR0013326246,2020-11-27,Steadfast Capital Management LP,0.43,Unibail-Rodamco-Westfield SE,archive
NL0010391025,2020-11-27,"WorldQuant, LLC",0.62,Pharming Group N.V.,archive
FR0013326246,2020-11-26,Lone Pine Capital LLC,1.29,Unibail-Rodamco-Westfield SE,archive
NL0011540547,2020-11-26,Marshall Wace LLP,0.61,ABN AMRO Bank NV,archive
NL0000352565,2020-11-26,Marshall Wace LLP,1.65,Fugro N.V.,archive
NL0000337319,2020-11-26,Marshall Wace LLP,0.25,Koninklijke BAM Groep N.V.,archive
FR0013326246,2020-11-26,"SCGE Fund, LP",0.49,Unibail-Rodamco-Westfield SE,archive
NL0000352565,2020-11-26,Susquehanna International Securities Limited,0.76,Fugro N.V.,archive
NL0010391025,2020-11-26,Voleon Capital Management LP,0.18,Pharming Group N.V.,archive
NL0000289213,2020-11-26,"WorldQuant, LLC",0.59,Wereldhave N.V.,archive
NL0000888691,2020-11-25,Capital Fund Management S.A.,1.08,AMG Critical Materials N.V.,archive
FR0013326246,2020-11-25,Lone Pine Capital LLC,1.43,Unibail-Rodamco-Westfield SE,archive
NL0000352565,2020-11-25,Marshall Wace LLP,1.82,Fugro N.V.,archive
NL0000337319,2020-11-25,Marshall Wace LLP,0.5,Koninklijke BAM Groep N.V.,archive
NL0000303709,2020-11-25,"Samlyn Capital, LLC",1.04,AEGON Ltd.,archive
NL0000888691,2020-11-25,Systematica Investments Limited,0.58,AMG Critical Materials N.V.,archive
NL0010391025,2020-11-25,Voleon Capital Management LP,0.69,Pharming Group N.V.,archive
NL0000352565,2020-11-25,Whitebox Advisors LLC,0.84,Fugro N.V.,archive
FR0013326246,2020-11-24,Adelphi Capital LLP,0.47,Unibail-Rodamco-Westfield SE,archive
NL0011279492,2020-11-24,"D. E. Shaw & Co., L.P.",0.5,Flow Traders Ltd.,archive
NL0000337319,2020-11-24,GSA Capital Partners LLP,0.35,Koninklijke BAM Groep N.V.,archive
NL0006237562,2020-11-24,Lansdowne Partners (UK) LLP,1.33,ARCADIS N.V.,archive
FR0013326246,2020-11-24,Lone Pine Capital LLC,1.79,Unibail-Rodamco-Westfield SE,archive
NL0000337319,2020-11-24,"Lucerne Capital Management, L.P.",1.31,Koninklijke BAM Groep N.V.,archive
NL0000337319,2020-11-24,Marshall Wace LLP,1.18,Koninklijke BAM Groep N.V.,archive
NL0000352565,2020-11-24,Susquehanna International Securities Limited,0.83,Fugro N.V.,archive
NL0000289213,2020-11-24,Toscafund Asset Management LLP,1.36,Wereldhave N.V.,archive
NL0010391025,2020-11-24,Voleon Capital Management LP,0.78,Pharming Group N.V.,archive
NL0000352565,2020-11-24,Whitebox Advisors LLC,0.9,Fugro N.V.,archive
FR0013326246,2020-11-24,"Woodson Capital Master Fund, LP",0.82,Unibail-Rodamco-Westfield SE,archive
LU0569974404,2020-11-23,Citadel Europe LLP,0.89,Aperam S.A.,archive
NL0000289213,2020-11-23,"Connor, Clark & Lunn Investment Management Ltd.",0.69,Wereldhave N.V.,archive
NL0000337319,2020-11-23,GSA Capital Partners LLP,0.94,Koninklijke BAM Groep N.V.,archive
NL0011872650,2020-11-23,Marshall Wace LLP,0.81,Basic-Fit N.V.,archive
NL0000337319,2020-11-23,Voleon Capital Management LP,0.59,Koninklijke BAM Groep N.V.,archive
NL0010391025,2020-11-23,"WorldQuant, LLC",0.52,Pharming Group N.V.,archive
NL0006237562,2020-11-20,AKO Capital LLP,0.24,ARCADIS N.V.,archive
NL0012866412,2020-11-20,"Davidson Kempner European Partners, LLP",1.2,BE Semiconductor Industries N.V.,archive
NL0011540547,2020-11-20,Marshall Wace LLP,0.52,ABN AMRO Bank NV,archive
NL0000352565,2020-11-20,Systematica Investments Limited,0.47,Fugro N.V.,archive
NL0000360618,2020-11-19,"AQR Capital Management, LLC",1.49,SBM Offshore N.V.,archive
NL0000352565,2020-11-19,Marshall Wace LLP,2.15,Fugro N.V.,archive
LU0569974404,2020-11-19,Millennium Capital Partners LLP,0.5,Aperam S.A.,archive
NL0000888691,2020-11-19,Systematica Investments Limited,0.68,AMG Critical Materials N.V.,archive
NL0000352565,2020-11-19,Systematica Investments Limited,0.61,Fugro N.V.,archive
NL0000352565,2020-11-19,Voleon Capital Management LP,0.48,Fugro N.V.,archive
NL0000337319,2020-11-19,Voleon Capital Management LP,0.76,Koninklijke BAM Groep N.V.,archive
NL0006237562,2020-11-18,Lansdowne Partners (UK) LLP,1.49,ARCADIS N.V.,archive
FR0013326246,2020-11-18,Lone Pine Capital LLC,1.9,Unibail-Rodamco-Westfield SE,archive
FR0013326246,2020-11-18,"Long Pond Capital, LP",0.66,Unibail-Rodamco-Westfield SE,archive
NL0000352565,2020-11-18,Susquehanna International Securities Limited,0.7,Fugro N.V.,archive
NL0000352565,2020-11-18,Systematica Investments Limited,0.78,Fugro N.V.,archive
NL0000303709,2020-11-18,Viking Global Investors LP,0.8,AEGON Ltd.,archive
NL0010391025,2020-11-18,Voleon Capital Management LP,0.81,Pharming Group N.V.,archive
LU0569974404,2020-11-17,Citadel Advisors LLC,0.69,Aperam S.A.,archive
FR0013326246,2020-11-17,Gladstone Capital Management LLP,0.45,Unibail-Rodamco-Westfield SE,archive
FR0013326246,2020-11-17,Lone Pine Capital LLC,1.89,Unibail-Rodamco-Westfield SE,archive
NL0011872650,2020-11-17,Marshall Wace LLP,0.7,Basic-Fit N.V.,archive
NL0000352565,2020-11-17,Marshall Wace LLP,2.02,Fugro N.V.,archive
NL0000352565,2020-11-17,Systematica Investments Limited,0.96,Fugro N.V.,archive
FR0013326246,2020-11-17,Tiger Global Management LLC,0.92,Unibail-Rodamco-Westfield SE,archive
NL0000303709,2020-11-17,Viking Global Investors LP,0.74,AEGON Ltd.,archive
NL0000337319,2020-11-17,Voleon Capital Management LP,0.86,Koninklijke BAM Groep N.V.,archive
FR0013326246,2020-11-16,Gladstone Capital Management LLP,0.64,Unibail-Rodamco-Westfield SE,archive
FR0013326246,2020-11-16,"Long Pond Capital, LP",0.58,Unibail-Rodamco-Westfield SE,archive
NL0000352565,2020-11-16,Marshall Wace LLP,2.13,Fugro N.V.,archive
NL0011821392,2020-11-16,Millennium International Management LP,0.48,Signify N.V.,archive
FR0013326246,2020-11-16,"Samlyn Capital, LLC",0.29,Unibail-Rodamco-Westfield SE,archive
NL0000352565,2020-11-16,Systematica Investments Limited,1.14,Fugro N.V.,archive
FR0013326246,2020-11-16,Tiger Global Management LLC,0.76,Unibail-Rodamco-Westfield SE,archive
NL0000352565,2020-11-16,Voleon Capital Management LP,0.58,Fugro N.V.,archive
NL0000337319,2020-11-16,Voleon Capital Management LP,0.9,Koninklijke BAM Groep N.V.,archive
FR0013326246,2020-11-13,Gladstone Capital Management LLP,0.82,Unibail-Rodamco-Westfield SE,archive
NL0011279492,2020-11-13,Marshall Wace LLP,0.5,Flow Traders Ltd.,archive
NL0000888691,2020-11-13,Systematica Investments Limited,0.78,AMG Critical Materials N.V.,archive
NL0000352565,2020-11-13,Voleon Capital Management LP,0.68,Fugro N.V.,archive
NL0000289213,2020-11-13,"WorldQuant, LLC",0.69,Wereldhave N.V.,archive
NL0011279492,2020-11-12,"D. E. Shaw & Co., L.P.",0.46,Flow Traders Ltd.,archive
NL0006237562,2020-11-12,Lansdowne Partners (UK) LLP,1.58,ARCADIS N.V.,archive
NL0000352565,2020-11-12,Marshall Wace LLP,2.29,Fugro N.V.,archive
NL0000360618,2020-11-12,Marshall Wace LLP,1.48,SBM Offshore N.V.,archive
NL0000352565,2020-11-12,Systematica Investments Limited,1.29,Fugro N.V.,archive
NL0000352565,2020-11-12,Voleon Capital Management LP,0.75,Fugro N.V.,archive
NL0000337319,2020-11-12,Voleon Capital Management LP,1.09,Koninklijke BAM Groep N.V.,archive
NL0009739416,2020-11-12,Voleon Capital Management LP,0.44,PostNL N.V.,archive
NL0010558797,2020-11-11,"AQR Capital Management, LLC",1.39,OCI N.V.,archive
NL0000289213,2020-11-11,"Connor, Clark & Lunn Investment Management Ltd.",0.76,Wereldhave N.V.,archive
NL0011279492,2020-11-11,"D. E. Shaw & Co., L.P.",0.51,Flow Traders Ltd.,archive
FR0013326246,2020-11-11,Gladstone Capital Management LLP,0.92,Unibail-Rodamco-Westfield SE,archive
NL0011872650,2020-11-11,Marshall Wace LLP,0.65,Basic-Fit N.V.,archive
NL0000352565,2020-11-11,Susquehanna International Securities Limited,0.65,Fugro N.V.,archive
NL0000352565,2020-11-11,Voleon Capital Management LP,0.84,Fugro N.V.,archive
LU0569974404,2020-11-10,Citadel Advisors LLC,0.7,Aperam S.A.,archive
FR0013326246,2020-11-10,Gladstone Capital Management LLP,1.03,Unibail-Rodamco-Westfield SE,archive
NL0000337319,2020-11-10,GSA Capital Partners LLP,1.03,Koninklijke BAM Groep N.V.,archive
NL0000888691,2020-11-10,JPMorgan Asset Management (UK) Ltd.,1.19,AMG Critical Materials N.V.,archive
NL0011872650,2020-11-10,Marshall Wace LLP,0.56,Basic-Fit N.V.,archive
FR0013326246,2020-11-10,"Maverick Capital, Ltd.",1.47,Unibail-Rodamco-Westfield SE,archive
NL0000303709,2020-11-10,"Samlyn Capital, LLC",1.1,AEGON Ltd.,archive
FR0013326246,2020-11-10,"Samlyn Capital, LLC",0.8,Unibail-Rodamco-Westfield SE,archive
NL0000352565,2020-11-10,Susquehanna International Securities Limited,0.74,Fugro N.V.,archive
NL0000352565,2020-11-10,Systematica Investments Limited,1.39,Fugro N.V.,archive
FR0013326246,2020-11-10,Tiger Global Management LLC,0.6,Unibail-Rodamco-Westfield SE,archive
NL0000352565,2020-11-10,Voleon Capital Management LP,0.95,Fugro N.V.,archive
NL0000337319,2020-11-10,Voleon Capital Management LP,1.18,Koninklijke BAM Groep N.V.,archive
NL0010391025,2020-11-10,Voleon Capital Management LP,0.71,Pharming Group N.V.,archive
NL0009739416,2020-11-10,Voleon Capital Management LP,0.59,PostNL N.V.,archive
NL0000289213,2020-11-10,Wellington Management Company LLP,0.49,Wereldhave N.V.,archive
FR0013326246,2020-11-10,"Woodson Capital Master Fund, LP",0.93,Unibail-Rodamco-Westfield SE,archive
NL0011279492,2020-11-10,"WorldQuant, LLC",0.49,Flow Traders Ltd.,archive
NL0000289213,2020-11-10,"WorldQuant, LLC",0.7,Wereldhave N.V.,archive
NL0000337319,2020-11-09,Citadel Advisors LLC,0.4,Koninklijke BAM Groep N.V.,archive
FR0013326246,2020-11-09,D1 Capital Partners LP,4.17,Unibail-Rodamco-Westfield SE,archive
NL0000337319,2020-11-09,GSA Capital Partners LLP,1.1,Koninklijke BAM Groep N.V.,archive
NL0000337319,2020-11-09,HBK Investments LP,0.48,Koninklijke BAM Groep N.V.,archive
NL0011279492,2020-11-09,JPMorgan Asset Management (UK) Ltd.,0.48,Flow Traders Ltd.,archive
NL0006237562,2020-11-09,Lansdowne Partners (UK) LLP,1.69,ARCADIS N.V.,archive
FR0013326246,2020-11-09,Lone Pine Capital LLC,1.96,Unibail-Rodamco-Westfield SE,archive
LU0569974404,2020-11-09,"Luxor Capital Group, LP",0.25,Aperam S.A.,archive
NL0011872650,2020-11-09,Marshall Wace LLP,0.49,Basic-Fit N.V.,archive
NL0000226223,2020-11-09,Sculptor Capital Management Europe Limited,0.61,STMicroelectronics N.V.,archive
NL0000352565,2020-11-09,Voleon Capital Management LP,1.08,Fugro N.V.,archive
NL0009739416,2020-11-09,Voleon Capital Management LP,0.6,PostNL N.V.,archive
NL0000352565,2020-11-09,Whitebox Advisors LLC,1.0,Fugro N.V.,archive
NL0000289213,2020-11-09,"WorldQuant, LLC",0.62,Wereldhave N.V.,archive
NL0000337319,2020-11-06,Citadel Advisors LLC,0.54,Koninklijke BAM Groep N.V.,archive
NL0013332471,2020-11-06,JPMorgan Asset Management (UK) Ltd.,0.52,TomTom N.V.,archive
NL0000352565,2020-11-06,Marshall Wace LLP,2.3,Fugro N.V.,archive
NL0006237562,2020-11-06,Pelham Capital Ltd.,1.16,ARCADIS N.V.,archive
FR0013326246,2020-11-06,"Samlyn Capital, LLC",2.01,Unibail-Rodamco-Westfield SE,archive
NL0000352565,2020-11-06,Voleon Capital Management LP,1.27,Fugro N.V.,archive
NL0000289213,2020-11-06,"WorldQuant, LLC",0.54,Wereldhave N.V.,archive
FR0013326246,2020-11-05,D1 Capital Partners LP,4.4,Unibail-Rodamco-Westfield SE,archive
NL0000337319,2020-11-05,GSA Capital Partners LLP,1.07,Koninklijke BAM Groep N.V.,archive
NL0000337319,2020-11-05,HBK Investments LP,0.5,Koninklijke BAM Groep N.V.,archive
NL0000352565,2020-11-05,Voleon Capital Management LP,1.35,Fugro N.V.,archive
NL0000337319,2020-11-05,Voleon Capital Management LP,1.29,Koninklijke BAM Groep N.V.,archive
NL0009739416,2020-11-05,Voleon Capital Management LP,0.52,PostNL N.V.,archive
NL0011279492,2020-11-05,"WorldQuant, LLC",0.59,Flow Traders Ltd.,archive
NL0000360618,2020-11-04,"AQR Capital Management, LLC",1.59,SBM Offshore N.V.,archive
LU0569974404,2020-11-04,Citadel Advisors LLC,0.6,Aperam S.A.,archive
LU0569974404,2020-11-04,Citadel Europe LLP,0.95,Aperam S.A.,archive
FR0013326246,2020-11-04,D1 Capital Partners LP,4.68,Unibail-Rodamco-Westfield SE,archive
NL0000337319,2020-11-04,GSA Capital Partners LLP,0.91,Koninklijke BAM Groep N.V.,archive
NL0000337319,2020-11-04,HBK Investments LP,0.49,Koninklijke BAM Groep N.V.,archive
NL0000226223,2020-11-04,Sculptor Capital Management Europe Limited,0.59,STMicroelectronics N.V.,archive
NL0000352565,2020-11-04,Voleon Capital Management LP,1.43,Fugro N.V.,archive
NL0011279492,2020-11-04,"WorldQuant, LLC",0.6,Flow Traders Ltd.,archive
NL0006237562,2020-11-03,Lansdowne Partners (UK) LLP,1.79,ARCADIS N.V.,archive
FR0013326246,2020-11-03,"Samlyn Capital, LLC",1.9,Unibail-Rodamco-Westfield SE,archive
NL0000226223,2020-11-03,Sculptor Capital Management Europe Limited,0.6,STMicroelectronics N.V.,archive
NL0000352565,2020-11-03,Voleon Capital Management LP,1.55,Fugro N.V.,archive
NL0000352565,2020-11-03,"WorldQuant, LLC",1.48,Fugro N.V.,archive
BE0003818359,2020-11-02,"D. E. Shaw & Co., L.P.",0.79,Galapagos NV,archive
FR0013326246,2020-11-02,D1 Capital Partners LP,4.86,Unibail-Rodamco-Westfield SE,archive
FR0013326246,2020-11-02,Kintbury Capital LLP,0.61,Unibail-Rodamco-Westfield SE,archive
FR0013326246,2020-11-02,Lone Pine Capital LLC,2.0,Unibail-Rodamco-Westfield SE,archive
NL0000352565,2020-11-02,Marshall Wace LLP,2.2,Fugro N.V.,archive
NL0000352565,2020-11-02,Voleon Capital Management LP,1.68,Fugro N.V.,archive
NL0000337319,2020-11-02,Voleon Capital Management LP,1.35,Koninklijke BAM Groep N.V.,archive
NL0010391025,2020-11-02,Voleon Capital Management LP,0.67,Pharming Group N.V.,archive
NL0011279492,2020-11-02,"WorldQuant, LLC",0.5,Flow Traders Ltd.,archive
NL0011872650,2020-10-30,Marshall Wace LLP,0.82,Basic-Fit N.V.,archive
NL0000352565,2020-10-30,Marshall Wace LLP,2.16,Fugro N.V.,archive
NL0010391025,2020-10-30,Pictet Asset Management Limited,1.4,Pharming Group N.V.,archive
NL0000337319,2020-10-30,Voleon Capital Management LP,1.4,Koninklijke BAM Groep N.V.,archive
NL0006237562,2020-10-29,AKO Capital LLP,0.56,ARCADIS N.V.,archive
NL0011279492,2020-10-29,Citadel Advisors LLC,0.48,Flow Traders Ltd.,archive
FR0013326246,2020-10-29,D1 Capital Partners LP,5.04,Unibail-Rodamco-Westfield SE,archive
