isin,position_date,issuer_name,position_holder,net_short_position,source
NL0000303709,2020-08-06,AEGON Ltd.,"Samlyn Capital, LLC",0.62,archive
FR0013326246,2020-08-06,Unibail-Rodamco-Westfield SE,"Samlyn Capital, LLC",0.6,archive
NL0000289213,2020-08-06,Wereldhave N.V.,Toscafund Asset Management LLP,1.65,archive
NL0000852564,2020-08-06,Aalberts N.V.,Voleon Capital Management LP,0.48,archive
NL0010391025,2020-08-06,Pharming Group N.V.,"WorldQuant, LLC",0.95,archive
LU0569974404,2020-08-05,Aperam S.A.,Citadel Advisors LLC,0.7,archive
FR0013326246,2020-08-05,Unibail-Rodamco-Westfield SE,D1 Capital Partners LP,4.5,archive
NL0011279492,2020-08-05,Flow Traders Ltd.,Marshall Wace LLP,0.79,archive
NL0000352565,2020-08-05,Fugro N.V.,Marshall Wace LLP,1.46,archive
FR0013326246,2020-08-05,Unibail-Rodamco-Westfield SE,Marshall Wace LLP,1.11,archive
NL0006237562,2020-08-05,ARCADIS N.V.,SFM UK Management LLP,0.5,archive
NL0000337319,2020-08-05,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",1.67,archive
NL0010391025,2020-08-05,Pharming Group N.V.,"WorldQuant, LLC",1.02,archive
NL0011872650,2020-08-04,Basic-Fit N.V.,Citadel Advisors LLC,0.55,archive
NL0000289213,2020-08-04,Wereldhave N.V.,"Connor, Clark & Lunn Investment Management Ltd.",0.99,archive
FR0013326246,2020-08-04,Unibail-Rodamco-Westfield SE,D1 Capital Partners LP,4.29,archive
NL0000352565,2020-08-04,Fugro N.V.,Marshall Wace LLP,1.51,archive
NL0000352565,2020-08-04,Fugro N.V.,Susquehanna International Securities Limited,0.8,archive
NL0000352565,2020-08-04,Fugro N.V.,Voleon Capital Management LP,1.33,archive
NL0010391025,2020-08-04,Pharming Group N.V.,"WorldQuant, LLC",0.97,archive
NL0010391025,2020-08-03,Pharming Group N.V.,Citadel Advisors LLC,0.99,archive
FR0013326246,2020-08-03,Unibail-Rodamco-Westfield SE,D1 Capital Partners LP,4.13,archive
NL0013332471,2020-08-03,TomTom N.V.,JPMorgan Asset Management (UK) Ltd.,0.5,archive
FR0013326246,2020-08-03,Unibail-Rodamco-Westfield SE,Kintbury Capital LLP,0.68,archive
NL0006237562,2020-08-03,ARCADIS N.V.,Marshall Wace LLP,2.4,archive
NL0011279492,2020-08-03,Flow Traders Ltd.,Marshall Wace LLP,0.82,archive
NL0000352565,2020-08-03,Fugro N.V.,Marshall Wace LLP,1.63,archive
FR0013326246,2020-08-03,Unibail-Rodamco-Westfield SE,"Maverick Capital, Ltd.",1.7,archive
NL0000289213,2020-08-03,Wereldhave N.V.,Parian GP LLC,0.64,archive
FR0013326246,2020-08-03,Unibail-Rodamco-Westfield SE,"Samlyn Capital, LLC",0.57,archive
NL0006237562,2020-08-03,ARCADIS N.V.,SFM UK Management LLP,0.69,archive
NL0000352565,2020-08-03,Fugro N.V.,Susquehanna International Securities Limited,0.77,archive
NL0000352565,2020-08-03,Fugro N.V.,Systematica Investments Limited,1.1,archive
FR0013326246,2020-08-03,Unibail-Rodamco-Westfield SE,Viking Global Investors LP,0.86,archive
NL0000352565,2020-08-03,Fugro N.V.,Voleon Capital Management LP,1.15,archive
NL0010391025,2020-08-03,Pharming Group N.V.,Voleon Capital Management LP,0.53,archive
NL0010391025,2020-08-03,Pharming Group N.V.,"WorldQuant, LLC",0.79,archive
FR0013326246,2020-07-31,Unibail-Rodamco-Westfield SE,D1 Capital Partners LP,4.06,archive
FR0013326246,2020-07-31,Unibail-Rodamco-Westfield SE,Lone Pine Capital LLC,1.39,archive
NL0011279492,2020-07-31,Flow Traders Ltd.,Marshall Wace LLP,0.98,archive
NL0000352565,2020-07-31,Fugro N.V.,Marshall Wace LLP,1.73,archive
BE0003818359,2020-07-31,Galapagos NV,Marshall Wace LLP,0.78,archive
NL0000226223,2020-07-31,STMicroelectronics N.V.,Sculptor Capital Management Europe Limited,0.8,archive
NL0000352565,2020-07-31,Fugro N.V.,TFG Asset Management UK LLP,0.8,archive
NL0000352565,2020-07-31,Fugro N.V.,Voleon Capital Management LP,1.09,archive
NL0010391025,2020-07-31,Pharming Group N.V.,Woodline Partners,0.87,archive
NL0000337319,2020-07-31,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",1.78,archive
NL0010391025,2020-07-31,Pharming Group N.V.,"WorldQuant, LLC",0.63,archive
LU0569974404,2020-07-30,Aperam S.A.,Citadel Advisors LLC,0.6,archive
NL0010391025,2020-07-30,Pharming Group N.V.,Citadel Advisors LLC,1.03,archive
NL0010391025,2020-07-30,Pharming Group N.V.,Linden Advisors LP,1.05,archive
NL0000352565,2020-07-30,Fugro N.V.,Marshall Wace LLP,1.81,archive
BE0003818359,2020-07-30,Galapagos NV,Marshall Wace LLP,0.84,archive
FR0013326246,2020-07-30,Unibail-Rodamco-Westfield SE,Marshall Wace LLP,1.0,archive
FR0013326246,2020-07-30,Unibail-Rodamco-Westfield SE,"Maverick Capital, Ltd.",1.59,archive
NL0000226223,2020-07-30,STMicroelectronics N.V.,Sculptor Capital Management Europe Limited,0.76,archive
NL0000352565,2020-07-30,Fugro N.V.,TFG Asset Management UK LLP,0.79,archive
NL0000352565,2020-07-30,Fugro N.V.,The Mangrove Partners Master Fund Limited,0.38,archive
FR0013326246,2020-07-30,Unibail-Rodamco-Westfield SE,Viking Global Investors LP,0.94,archive
NL0000352565,2020-07-30,Fugro N.V.,Voleon Capital Management LP,0.93,archive
NL0010391025,2020-07-30,Pharming Group N.V.,Woodline Partners,0.79,archive
FR0013326246,2020-07-30,Unibail-Rodamco-Westfield SE,"Woodson Capital Master Fund, LP",0.95,archive
LU0569974404,2020-07-29,Aperam S.A.,Citadel Advisors LLC,0.58,archive
NL0010391025,2020-07-29,Pharming Group N.V.,Citadel Advisors LLC,0.9,archive
NL0012866412,2020-07-29,BE Semiconductor Industries N.V.,Citadel Europe LLP,2.08,archive
FR0013326246,2020-07-29,Unibail-Rodamco-Westfield SE,D1 Capital Partners LP,3.96,archive
NL0012866412,2020-07-29,BE Semiconductor Industries N.V.,"Davidson Kempner European Partners, LLP",1.02,archive
NL0000352565,2020-07-29,Fugro N.V.,GSA Capital Partners LLP,0.26,archive
NL0000337319,2020-07-29,Koninklijke BAM Groep N.V.,GSA Capital Partners LLP,0.47,archive
NL0000337319,2020-07-29,Koninklijke BAM Groep N.V.,"Lucerne Capital Management, L.P.",0.5,archive
NL0000352565,2020-07-29,Fugro N.V.,Marshall Wace LLP,1.95,archive
NL0000337319,2020-07-29,Koninklijke BAM Groep N.V.,Marshall Wace LLP,1.0,archive
FR0013326246,2020-07-29,Unibail-Rodamco-Westfield SE,"Maverick Capital, Ltd.",1.16,archive
NL0000226223,2020-07-29,STMicroelectronics N.V.,Sculptor Capital Management Europe Limited,0.55,archive
NL0000352565,2020-07-29,Fugro N.V.,Susquehanna International Securities Limited,0.86,archive
NL0000852564,2020-07-29,Aalberts N.V.,Voleon Capital Management LP,0.5,archive
NL0000352565,2020-07-29,Fugro N.V.,Voleon Capital Management LP,0.89,archive
NL0011279492,2020-07-28,Flow Traders Ltd.,Marshall Wace LLP,1.18,archive
BE0003818359,2020-07-28,Galapagos NV,Marshall Wace LLP,0.9,archive
NL0000352565,2020-07-28,Fugro N.V.,Voleon Capital Management LP,0.72,archive
NL0000337319,2020-07-27,Koninklijke BAM Groep N.V.,HBK Investments LP,0.61,archive
NL0000352565,2020-07-27,Fugro N.V.,Voleon Capital Management LP,0.5,archive
NL0010391025,2020-07-27,Pharming Group N.V.,Woodline Partners,0.6,archive
NL0000289213,2020-07-24,Wereldhave N.V.,"Athanor Capital, LP",1.2,archive
NL0000226223,2020-07-24,STMicroelectronics N.V.,BNP Paribas S.A.,0.53,archive
NL0010391025,2020-07-24,Pharming Group N.V.,Citadel Advisors LLC,0.81,archive
NL0000352565,2020-07-24,Fugro N.V.,GSA Capital Partners LLP,0.72,archive
NL0000352565,2020-07-24,Fugro N.V.,Sculptor Capital Management Europe Limited,0.25,archive
NL0000352565,2020-07-24,Fugro N.V.,Systematica Investments Limited,1.0,archive
NL0000337319,2020-07-24,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",1.82,archive
NL0010558797,2020-07-23,OCI N.V.,"AQR Capital Management, LLC",1.69,archive
NL0000888691,2020-07-23,AMG Critical Materials N.V.,Capital Fund Management S.A.,0.92,archive
NL0012169213,2020-07-23,Qiagen N.V.,Cigogne Management S.A.,0.53,archive
LU0569974404,2020-07-23,Aperam S.A.,Citadel Advisors LLC,0.62,archive
LU0569974404,2020-07-23,Aperam S.A.,Citadel Europe LLP,0.96,archive
NL0011279492,2020-07-23,Flow Traders Ltd.,Marshall Wace LLP,1.29,archive
NL0000289213,2020-07-23,Wereldhave N.V.,Parian GP LLC,0.54,archive
NL0000352565,2020-07-23,Fugro N.V.,Sculptor Capital Management Europe Limited,0.55,archive
NL0010558797,2020-07-22,OCI N.V.,"AQR Capital Management, LLC",1.7,archive
NL0000360618,2020-07-22,SBM Offshore N.V.,"AQR Capital Management, LLC",2.09,archive
NL0000289213,2020-07-22,Wereldhave N.V.,"Athanor Capital, LP",1.12,archive
NL0000352565,2020-07-22,Fugro N.V.,Sculptor Capital Management Europe Limited,0.66,archive
NL0000352565,2020-07-22,Fugro N.V.,The Mangrove Partners Master Fund Limited,0.79,archive
NL0000352565,2020-07-22,Fugro N.V.,Whitebox Advisors LLC,2.9,archive
NL0010558797,2020-07-21,OCI N.V.,"AQR Capital Management, LLC",1.69,archive
NL0000888691,2020-07-21,AMG Critical Materials N.V.,Capital Fund Management S.A.,0.8,archive
BE0003818359,2020-07-21,Galapagos NV,Citadel Advisors LLC,0.5,archive
FR0013326246,2020-07-21,Unibail-Rodamco-Westfield SE,D1 Capital Partners LP,3.84,archive
NL0000337319,2020-07-21,Koninklijke BAM Groep N.V.,HBK Investments LP,0.56,archive
NL0000352565,2020-07-21,Fugro N.V.,Marshall Wace LLP,2.27,archive
NL0000360618,2020-07-21,SBM Offshore N.V.,Marshall Wace LLP,1.39,archive
FR0013326246,2020-07-21,Unibail-Rodamco-Westfield SE,Marshall Wace LLP,0.96,archive
NL0000352565,2020-07-21,Fugro N.V.,Whitebox Advisors LLC,2.8,archive
NL0000888691,2020-07-20,AMG Critical Materials N.V.,Capital Fund Management S.A.,0.74,archive
BE0003818359,2020-07-20,Galapagos NV,Citadel Advisors LLC,0.49,archive
NL0010391025,2020-07-20,Pharming Group N.V.,Citadel Advisors LLC,0.79,archive
NL0000352565,2020-07-20,Fugro N.V.,Marshall Wace LLP,2.35,archive
NL0000352565,2020-07-20,Fugro N.V.,Sculptor Capital Management Europe Limited,0.71,archive
NL0000352565,2020-07-20,Fugro N.V.,Whitebox Advisors LLC,2.74,archive
NL0010391025,2020-07-20,Pharming Group N.V.,Woodline Partners,0.51,archive
NL0000337319,2020-07-20,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",1.71,archive
NL0000888691,2020-07-17,AMG Critical Materials N.V.,Capital Fund Management S.A.,0.66,archive
NL0000337319,2020-07-17,Koninklijke BAM Groep N.V.,Citadel Advisors LLC,1.08,archive
NL0000288876,2020-07-17,Eurocommercial Properties N.V.,Clearance Capital Limited,0.43,archive
NL0000352565,2020-07-17,Fugro N.V.,GSA Capital Partners LLP,0.65,archive
NL0000337319,2020-07-17,Koninklijke BAM Groep N.V.,HBK Investments LP,0.8,archive
NL0000352565,2020-07-17,Fugro N.V.,Marshall Wace LLP,2.41,archive
NL0000289213,2020-07-17,Wereldhave N.V.,Toscafund Asset Management LLP,1.52,archive
NL0000352565,2020-07-17,Fugro N.V.,Whitebox Advisors LLC,2.37,archive
NL0010558797,2020-07-16,OCI N.V.,"AQR Capital Management, LLC",1.7,archive
NL0000888691,2020-07-16,AMG Critical Materials N.V.,Capital Fund Management S.A.,0.56,archive
NL0011872650,2020-07-16,Basic-Fit N.V.,Citadel Advisors LLC,0.47,archive
NL0000352565,2020-07-16,Fugro N.V.,Marshall Wace LLP,2.53,archive
NL0010391025,2020-07-16,Pharming Group N.V.,Pictet Asset Management Limited,0.93,archive
NL0000352565,2020-07-16,Fugro N.V.,Whitebox Advisors LLC,1.69,archive
NL0010558797,2020-07-15,OCI N.V.,"AQR Capital Management, LLC",1.69,archive
NL0011279492,2020-07-15,Flow Traders Ltd.,Marshall Wace LLP,1.39,archive
NL0000337319,2020-07-15,Koninklijke BAM Groep N.V.,Marshall Wace LLP,0.96,archive
NL0011821392,2020-07-15,Signify N.V.,Millennium Capital Partners LLP,0.37,archive
NL0000289213,2020-07-15,Wereldhave N.V.,Toscafund Asset Management LLP,1.39,archive
NL0000352565,2020-07-15,Fugro N.V.,Whitebox Advisors LLC,1.59,archive
NL0010391025,2020-07-14,Pharming Group N.V.,Citadel Advisors LLC,0.84,archive
NL0000352565,2020-07-14,Fugro N.V.,HBK Investments LP,0.82,archive
NL0000352565,2020-07-14,Fugro N.V.,Marshall Wace LLP,2.67,archive
NL0000352565,2020-07-14,Fugro N.V.,Sculptor Capital Management Europe Limited,1.0,archive
NL0000352565,2020-07-14,Fugro N.V.,Whitebox Advisors LLC,1.46,archive
NL0000337319,2020-07-13,Koninklijke BAM Groep N.V.,Citadel Advisors LLC,1.11,archive
LU0569974404,2020-07-13,Aperam S.A.,Citadel Europe LLP,0.83,archive
BE0003818359,2020-07-13,Galapagos NV,"D. E. Shaw & Co., L.P.",0.79,archive
NL0000352565,2020-07-13,Fugro N.V.,HBK Investments LP,0.74,archive
FR0013326246,2020-07-13,Unibail-Rodamco-Westfield SE,Kintbury Capital LLP,0.59,archive
NL0000352565,2020-07-13,Fugro N.V.,Marshall Wace LLP,3.07,archive
NL0000337319,2020-07-13,Koninklijke BAM Groep N.V.,Marshall Wace LLP,0.88,archive
FR0013326246,2020-07-13,Unibail-Rodamco-Westfield SE,Marshall Wace LLP,1.03,archive
NL0000888691,2020-07-13,AMG Critical Materials N.V.,Susquehanna International Securities Limited,0.35,archive
NL0000888691,2020-07-13,AMG Critical Materials N.V.,Systematica Investments Limited,1.3,archive
NL0010558797,2020-07-10,OCI N.V.,"AQR Capital Management, LLC",1.7,archive
LU0569974404,2020-07-10,Aperam S.A.,Citadel Advisors LLC,0.5,archive
NL0011872650,2020-07-10,Basic-Fit N.V.,Citadel Advisors LLC,0.51,archive
NL0000337319,2020-07-10,Koninklijke BAM Groep N.V.,Citadel Advisors LLC,1.09,archive
NL0000288876,2020-07-10,Eurocommercial Properties N.V.,Clearance Capital Limited,0.5,archive
BE0003818359,2020-07-10,Galapagos NV,"D. E. Shaw & Co., L.P.",0.8,archive
NL0000352565,2020-07-10,Fugro N.V.,HBK Investments LP,0.64,archive
NL0000337319,2020-07-10,Koninklijke BAM Groep N.V.,HBK Investments LP,0.79,archive
NL0011660485,2020-07-10,Sif Holding N.V.,JPMorgan Asset Management (UK) Ltd.,0.62,archive
NL0000352565,2020-07-10,Fugro N.V.,Marshall Wace LLP,3.19,archive
NL0000352565,2020-07-10,Fugro N.V.,Sculptor Capital Management Europe Limited,1.22,archive
NL0000337319,2020-07-10,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",1.54,archive
NL0000337319,2020-07-09,Koninklijke BAM Groep N.V.,Citadel Advisors LLC,1.1,archive
NL0000289213,2020-07-09,Wereldhave N.V.,"Connor, Clark & Lunn Investment Management Ltd.",1.06,archive
BE0003818359,2020-07-09,Galapagos NV,"D. E. Shaw & Co., L.P.",0.79,archive
NL0000352565,2020-07-09,Fugro N.V.,GSA Capital Partners LLP,0.51,archive
NL0011660485,2020-07-09,Sif Holding N.V.,JPMorgan Asset Management (UK) Ltd.,0.5,archive
NL0000352565,2020-07-09,Fugro N.V.,Marshall Wace LLP,3.26,archive
NL0011821392,2020-07-09,Signify N.V.,Millennium Capital Partners LLP,0.51,archive
NL0000337319,2020-07-09,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",1.46,archive
NL0010558797,2020-07-08,OCI N.V.,"AQR Capital Management, LLC",1.69,archive
NL0000337319,2020-07-08,Koninklijke BAM Groep N.V.,GSA Capital Partners LLP,0.51,archive
NL0000337319,2020-07-08,Koninklijke BAM Groep N.V.,HBK Investments LP,0.81,archive
FR0013326246,2020-07-08,Unibail-Rodamco-Westfield SE,"Maverick Capital, Ltd.",1.06,archive
NL0000888691,2020-07-08,AMG Critical Materials N.V.,Susquehanna International Securities Limited,0.5,archive
NL0000352565,2020-07-08,Fugro N.V.,Susquehanna International Securities Limited,0.6,archive
NL0000337319,2020-07-08,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",1.37,archive
NL0000360618,2020-07-07,SBM Offshore N.V.,"AQR Capital Management, LLC",2.19,archive
NL0010391025,2020-07-07,Pharming Group N.V.,Citadel Advisors LLC,0.71,archive
NL0012866412,2020-07-07,BE Semiconductor Industries N.V.,Citadel Europe LLP,1.82,archive
NL0011279492,2020-07-07,Flow Traders Ltd.,Marshall Wace LLP,1.47,archive
NL0000337319,2020-07-07,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",1.26,archive
NL0006237562,2020-07-06,ARCADIS N.V.,AKO Capital LLP,1.54,archive
LU0569974404,2020-07-06,Aperam S.A.,Citadel Advisors LLC,0.49,archive
NL0010391025,2020-07-06,Pharming Group N.V.,Citadel Advisors LLC,0.69,archive
NL0000337319,2020-07-06,Koninklijke BAM Groep N.V.,GSA Capital Partners LLP,0.45,archive
NL0000337319,2020-07-06,Koninklijke BAM Groep N.V.,HBK Investments LP,0.77,archive
NL0000352565,2020-07-06,Fugro N.V.,Marshall Wace LLP,3.38,archive
NL0000337319,2020-07-06,Koninklijke BAM Groep N.V.,Marshall Wace LLP,0.92,archive
FR0013326246,2020-07-06,Unibail-Rodamco-Westfield SE,Marshall Wace LLP,0.99,archive
FR0013326246,2020-07-06,Unibail-Rodamco-Westfield SE,Viking Global Investors LP,1.26,archive
NL0000337319,2020-07-06,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",1.16,archive
NL0000337319,2020-07-03,Koninklijke BAM Groep N.V.,Citadel Advisors LLC,1.09,archive
LU1598757687,2020-07-03,ArcelorMittal S.A.,"D. E. Shaw & Co., L.P.",0.49,archive
NL0000337319,2020-07-03,Koninklijke BAM Groep N.V.,HBK Investments LP,0.82,archive
NL0000337319,2020-07-03,Koninklijke BAM Groep N.V.,Marshall Wace LLP,0.81,archive
FR0013326246,2020-07-03,Unibail-Rodamco-Westfield SE,Marshall Wace LLP,1.08,archive
NL0000352565,2020-07-03,Fugro N.V.,Susquehanna International Securities Limited,0.57,archive
NL0000337319,2020-07-03,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",1.04,archive
NL0009432491,2020-07-02,Koninklijke Vopak N.V.,"AQR Capital Management, LLC",0.48,archive
NL0000289213,2020-07-02,Wereldhave N.V.,"Athanor Capital, LP",1.0,archive
NL0000337319,2020-07-02,Koninklijke BAM Groep N.V.,Citadel Advisors LLC,1.12,archive
NL0012866412,2020-07-02,BE Semiconductor Industries N.V.,Citadel Europe LLP,1.72,archive
NL0000337319,2020-07-02,Koninklijke BAM Groep N.V.,GSA Capital Partners LLP,0.52,archive
NL0000337319,2020-07-02,Koninklijke BAM Groep N.V.,HBK Investments LP,0.78,archive
NL0011279492,2020-07-02,Flow Traders Ltd.,Marshall Wace LLP,1.56,archive
NL0000352565,2020-07-02,Fugro N.V.,Marshall Wace LLP,3.48,archive
NL0000337319,2020-07-02,Koninklijke BAM Groep N.V.,Marshall Wace LLP,0.75,archive
NL0000888691,2020-07-02,AMG Critical Materials N.V.,Susquehanna International Securities Limited,0.48,archive
NL0000888691,2020-07-02,AMG Critical Materials N.V.,Systematica Investments Limited,1.2,archive
NL0000337319,2020-07-02,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",0.93,archive
NL0011279492,2020-07-01,Flow Traders Ltd.,Marshall Wace LLP,1.62,archive
NL0000352565,2020-07-01,Fugro N.V.,Marshall Wace LLP,3.54,archive
FR0013326246,2020-07-01,Unibail-Rodamco-Westfield SE,Marshall Wace LLP,1.11,archive
NL0011821392,2020-07-01,Signify N.V.,Millennium Capital Partners LLP,0.48,archive
NL0000888691,2020-07-01,AMG Critical Materials N.V.,Susquehanna International Securities Limited,0.5,archive
NL0000352565,2020-06-30,Fugro N.V.,HBK Investments LP,0.55,archive
NL0000337319,2020-06-30,Koninklijke BAM Groep N.V.,HBK Investments LP,0.58,archive
NL0011279492,2020-06-30,Flow Traders Ltd.,Marshall Wace LLP,1.59,archive
NL0000337319,2020-06-30,Koninklijke BAM Groep N.V.,Marshall Wace LLP,0.51,archive
NL0000360618,2020-06-30,SBM Offshore N.V.,Marshall Wace LLP,1.4,archive
FR0013326246,2020-06-30,Unibail-Rodamco-Westfield SE,Marshall Wace LLP,1.01,archive
NL0011821392,2020-06-30,Signify N.V.,Millennium Capital Partners LLP,0.51,archive
NL0012866412,2020-06-30,BE Semiconductor Industries N.V.,Scopia Capital Management LP,1.19,archive
NL0000337319,2020-06-30,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",0.82,archive
NL0000337319,2020-06-29,Koninklijke BAM Groep N.V.,HBK Investments LP,0.61,archive
FR0013326246,2020-06-29,Unibail-Rodamco-Westfield SE,Marshall Wace LLP,0.9,archive
FR0013326246,2020-06-29,Unibail-Rodamco-Westfield SE,"Maverick Capital, Ltd.",0.91,archive
NL0000888691,2020-06-29,AMG Critical Materials N.V.,Susquehanna International Securities Limited,0.45,archive
NL0000289213,2020-06-29,Wereldhave N.V.,Wellington Management Company LLP,0.59,archive
NL0000289213,2020-06-26,Wereldhave N.V.,"Athanor Capital, LP",0.93,archive
NL0010391025,2020-06-26,Pharming Group N.V.,Citadel Advisors LLC,0.59,archive
NL0000352565,2020-06-26,Fugro N.V.,HBK Investments LP,0.62,archive
NL0011279492,2020-06-26,Flow Traders Ltd.,Marshall Wace LLP,1.61,archive
NL0000337319,2020-06-26,Koninklijke BAM Groep N.V.,Marshall Wace LLP,0.47,archive
FR0013326246,2020-06-26,Unibail-Rodamco-Westfield SE,"Maverick Capital, Ltd.",0.86,archive
NL0000888691,2020-06-26,AMG Critical Materials N.V.,Susquehanna International Securities Limited,0.52,archive
NL0000352565,2020-06-26,Fugro N.V.,The Mangrove Partners Master Fund Limited,0.95,archive
NL0000337319,2020-06-25,Koninklijke BAM Groep N.V.,Citadel Advisors LLC,0.89,archive
FR0013326246,2020-06-25,Unibail-Rodamco-Westfield SE,D1 Capital Partners LP,3.72,archive
NL0000352565,2020-06-25,Fugro N.V.,HBK Investments LP,0.59,archive
NL0000888691,2020-06-25,AMG Critical Materials N.V.,JPMorgan Asset Management (UK) Ltd.,1.5,archive
NL0011279492,2020-06-25,Flow Traders Ltd.,Marshall Wace LLP,1.59,archive
FR0013326246,2020-06-25,Unibail-Rodamco-Westfield SE,"Maverick Capital, Ltd.",0.71,archive
NL0000888691,2020-06-25,AMG Critical Materials N.V.,Susquehanna International Securities Limited,0.49,archive
FR0013326246,2020-06-25,Unibail-Rodamco-Westfield SE,"Woodson Capital Master Fund, LP",0.82,archive
NL0000337319,2020-06-25,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",0.78,archive
NL0000360618,2020-06-24,SBM Offshore N.V.,"AQR Capital Management, LLC",2.28,archive
BE0003818359,2020-06-24,Galapagos NV,Citadel Advisors LLC,0.5,archive
NL0000289213,2020-06-24,Wereldhave N.V.,Eleva Capital SAS,0.81,archive
NL0000352565,2020-06-24,Fugro N.V.,HBK Investments LP,0.6,archive
FR0013326246,2020-06-24,Unibail-Rodamco-Westfield SE,Lone Pine Capital LLC,1.21,archive
FR0013326246,2020-06-24,Unibail-Rodamco-Westfield SE,Marshall Wace LLP,0.81,archive
NL0000352565,2020-06-24,Fugro N.V.,Sculptor Capital Management Europe Limited,1.7,archive
NL0000888691,2020-06-24,AMG Critical Materials N.V.,Susquehanna International Securities Limited,0.5,archive
NL0000888691,2020-06-24,AMG Critical Materials N.V.,Systematica Investments Limited,1.11,archive
NL0011279492,2020-06-24,Flow Traders Ltd.,Voleon Capital Management LP,0.47,archive
NL0006237562,2020-06-23,ARCADIS N.V.,AKO Capital LLP,1.41,archive
FR0013326246,2020-06-23,Unibail-Rodamco-Westfield SE,D1 Capital Partners LP,3.63,archive
NL0011279492,2020-06-23,Flow Traders Ltd.,Marshall Wace LLP,1.67,archive
NL0000303709,2020-06-23,AEGON Ltd.,"Samlyn Capital, LLC",0.71,archive
LU0569974404,2020-06-22,Aperam S.A.,Citadel Advisors LLC,0.59,archive
NL0000337319,2020-06-22,Koninklijke BAM Groep N.V.,HBK Investments LP,0.73,archive
NL0011279492,2020-06-22,Flow Traders Ltd.,Marshall Wace LLP,1.7,archive
NL0000352565,2020-06-22,Fugro N.V.,Marshall Wace LLP,3.61,archive
FR0013326246,2020-06-22,Unibail-Rodamco-Westfield SE,"Maverick Capital, Ltd.",0.63,archive
NL0000888691,2020-06-22,AMG Critical Materials N.V.,Susquehanna International Securities Limited,0.47,archive
NL0006237562,2020-06-19,ARCADIS N.V.,AKO Capital LLP,1.3,archive
NL0009432491,2020-06-19,Koninklijke Vopak N.V.,"AQR Capital Management, LLC",0.59,archive
NL0000289213,2020-06-19,Wereldhave N.V.,"Athanor Capital, LP",0.81,archive
NL0000337319,2020-06-19,Koninklijke BAM Groep N.V.,Citadel Advisors LLC,0.9,archive
NL0000289213,2020-06-19,Wereldhave N.V.,Clearance Capital Limited,0.21,archive
NL0000337319,2020-06-19,Koninklijke BAM Groep N.V.,HBK Investments LP,0.69,archive
FR0013326246,2020-06-19,Unibail-Rodamco-Westfield SE,Lone Pine Capital LLC,1.09,archive
NL0000352565,2020-06-19,Fugro N.V.,Marshall Wace LLP,3.58,archive
NL0012866412,2020-06-19,BE Semiconductor Industries N.V.,Millennium International Management LP,0.22,archive
NL0000888691,2020-06-19,AMG Critical Materials N.V.,Susquehanna International Securities Limited,0.51,archive
NL0000352565,2020-06-19,Fugro N.V.,The Mangrove Partners Master Fund Limited,0.81,archive
NL0013267909,2020-06-18,Akzo Nobel N.V.,AKO Capital LLP,0.48,archive
NL0006237562,2020-06-18,ARCADIS N.V.,AKO Capital LLP,1.12,archive
NL0000337319,2020-06-18,Koninklijke BAM Groep N.V.,HBK Investments LP,0.71,archive
NL0000888691,2020-06-18,AMG Critical Materials N.V.,JPMorgan Asset Management (UK) Ltd.,1.49,archive
NL0000352565,2020-06-18,Fugro N.V.,Marshall Wace LLP,3.48,archive
NL0000360618,2020-06-18,SBM Offshore N.V.,Marshall Wace LLP,1.39,archive
NL0012866412,2020-06-18,BE Semiconductor Industries N.V.,Millennium International Management LP,1.28,archive
NL0000352565,2020-06-18,Fugro N.V.,Sculptor Capital Management Europe Limited,1.6,archive
NL0000352565,2020-06-18,Fugro N.V.,The Mangrove Partners Master Fund Limited,0.7,archive
FR0013326246,2020-06-18,Unibail-Rodamco-Westfield SE,Viking Global Investors LP,1.1,archive
NL0011279492,2020-06-18,Flow Traders Ltd.,Voleon Capital Management LP,0.59,archive
FR0013326246,2020-06-18,Unibail-Rodamco-Westfield SE,"Woodson Capital Master Fund, LP",0.72,archive
LU1598757687,2020-06-17,ArcelorMittal S.A.,"AQR Capital Management, LLC",0.47,archive
LU1598757687,2020-06-17,ArcelorMittal S.A.,B&G Master Fund Plc,1.84,archive
NL0000337319,2020-06-17,Koninklijke BAM Groep N.V.,HBK Investments LP,0.69,archive
NL0000352565,2020-06-17,Fugro N.V.,Marshall Wace LLP,3.35,archive
NL0012866412,2020-06-17,BE Semiconductor Industries N.V.,Millennium International Management LP,1.03,archive
NL0000352565,2020-06-17,Fugro N.V.,The Mangrove Partners Master Fund Limited,0.66,archive
