isin,position_date,issuer_name,position_holder,net_short_position,source
NL0000337319,2020-06-17,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",0.89,archive
NL0000337319,2020-06-16,Koninklijke BAM Groep N.V.,Citadel Advisors LLC,0.89,archive
NL0010391025,2020-06-16,Pharming Group N.V.,Citadel Advisors LLC,0.6,archive
FR0013326246,2020-06-16,Unibail-Rodamco-Westfield SE,D1 Capital Partners LP,3.55,archive
NL0000289213,2020-06-16,Wereldhave N.V.,"Lucerne Capital Management, L.P.",0.31,archive
NL0000352565,2020-06-16,Fugro N.V.,Marshall Wace LLP,3.16,archive
NL0012866412,2020-06-16,BE Semiconductor Industries N.V.,Millennium International Management LP,0.73,archive
NL0000337319,2020-06-16,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",0.94,archive
NL0010558797,2020-06-15,OCI N.V.,"AQR Capital Management, LLC",1.78,archive
NL0000360618,2020-06-15,SBM Offshore N.V.,"AQR Capital Management, LLC",2.39,archive
LU0569974404,2020-06-15,Aperam S.A.,Citadel Advisors LLC,0.61,archive
NL0000352565,2020-06-15,Fugro N.V.,HBK Investments LP,0.71,archive
NL0000888691,2020-06-15,AMG Critical Materials N.V.,Jupiter Investment Management Limited,0.49,archive
NL0011279492,2020-06-15,Flow Traders Ltd.,Marshall Wace LLP,1.69,archive
FR0013326246,2020-06-15,Unibail-Rodamco-Westfield SE,Marshall Wace LLP,0.7,archive
NL0000303709,2020-06-15,AEGON Ltd.,"Samlyn Capital, LLC",0.62,archive
LU0569974404,2020-06-12,Aperam S.A.,Citadel Europe LLP,0.7,archive
NL0000352565,2020-06-12,Fugro N.V.,HBK Investments LP,0.69,archive
FR0013326246,2020-06-12,Unibail-Rodamco-Westfield SE,Lone Pine Capital LLC,0.98,archive
NL0000352565,2020-06-11,Fugro N.V.,B&G Master Fund Plc,0.96,archive
NL0000352565,2020-06-11,Fugro N.V.,HBK Investments LP,0.7,archive
NL0010391025,2020-06-11,Pharming Group N.V.,Linden Advisors LP,1.18,archive
BE0003818359,2020-06-11,Galapagos NV,Marshall Wace LLP,0.82,archive
NL0000360618,2020-06-11,SBM Offshore N.V.,Marshall Wace LLP,1.41,archive
FR0013326246,2020-06-11,Unibail-Rodamco-Westfield SE,Marshall Wace LLP,0.67,archive
FR0013326246,2020-06-11,Unibail-Rodamco-Westfield SE,"Maverick Capital, Ltd.",0.5,archive
NL0000352565,2020-06-11,Fugro N.V.,Sculptor Capital Management Europe Limited,1.71,archive
NL0000289213,2020-06-11,Wereldhave N.V.,Toscafund Asset Management LLP,1.4,archive
NL0011279492,2020-06-11,Flow Traders Ltd.,Voleon Capital Management LP,0.61,archive
NL0000888691,2020-06-10,AMG Critical Materials N.V.,Canada Pension Plan Investment Board,0.69,archive
NL0000888691,2020-06-10,AMG Critical Materials N.V.,Citadel Advisors LLC,0.47,archive
NL0000352565,2020-06-10,Fugro N.V.,HBK Investments LP,0.6,archive
NL0000337319,2020-06-10,Koninklijke BAM Groep N.V.,HBK Investments LP,0.7,archive
NL0006237562,2020-06-10,ARCADIS N.V.,Lansdowne Partners (UK) LLP,1.88,archive
NL0011279492,2020-06-10,Flow Traders Ltd.,Marshall Wace LLP,1.7,archive
NL0000352565,2020-06-10,Fugro N.V.,Sculptor Capital Management Europe Limited,1.67,archive
FR0013326246,2020-06-10,Unibail-Rodamco-Westfield SE,"Woodson Capital Master Fund, LP",0.61,archive
NL0000337319,2020-06-10,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",1.04,archive
NL0009432491,2020-06-09,Koninklijke Vopak N.V.,"AQR Capital Management, LLC",0.69,archive
NL0000360618,2020-06-09,SBM Offshore N.V.,"AQR Capital Management, LLC",2.49,archive
NL0000352565,2020-06-09,Fugro N.V.,B&G Master Fund Plc,0.82,archive
NL0010391025,2020-06-09,Pharming Group N.V.,Citadel Advisors LLC,0.53,archive
NL0000289213,2020-06-09,Wereldhave N.V.,"Connor, Clark & Lunn Investment Management Ltd.",1.18,archive
FR0013326246,2020-06-09,Unibail-Rodamco-Westfield SE,D1 Capital Partners LP,3.42,archive
NL0000289213,2020-06-09,Wereldhave N.V.,Eleva Capital SAS,0.72,archive
NL0000888691,2020-06-09,AMG Critical Materials N.V.,JPMorgan Asset Management (UK) Ltd.,1.5,archive
FR0013326246,2020-06-09,Unibail-Rodamco-Westfield SE,Marshall Wace LLP,0.5,archive
NL0000289213,2020-06-09,Wereldhave N.V.,Toscafund Asset Management LLP,1.21,archive
FR0013326246,2020-06-09,Unibail-Rodamco-Westfield SE,Viking Global Investors LP,0.95,archive
NL0000337319,2020-06-09,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",1.1,archive
NL0009432491,2020-06-08,Koninklijke Vopak N.V.,"AQR Capital Management, LLC",0.7,archive
LU1598757687,2020-06-08,ArcelorMittal S.A.,B&G Master Fund Plc,1.64,archive
NL0000352565,2020-06-08,Fugro N.V.,B&G Master Fund Plc,0.73,archive
NL0000289213,2020-06-08,Wereldhave N.V.,"Bloom Tree Partners, LLC",0.0,archive
NL0000888691,2020-06-08,AMG Critical Materials N.V.,Canada Pension Plan Investment Board,0.79,archive
LU1598757687,2020-06-08,ArcelorMittal S.A.,"D. E. Shaw & Co., L.P.",0.51,archive
FR0013326246,2020-06-08,Unibail-Rodamco-Westfield SE,D1 Capital Partners LP,3.35,archive
NL0000352565,2020-06-08,Fugro N.V.,GSA Capital Partners LLP,0.18,archive
NL0000352565,2020-06-08,Fugro N.V.,HBK Investments LP,0.44,archive
FR0013326246,2020-06-08,Unibail-Rodamco-Westfield SE,Lone Pine Capital LLC,0.81,archive
NL0000289213,2020-06-08,Wereldhave N.V.,"Lucerne Capital Management, L.P.",0.62,archive
NL0000352565,2020-06-08,Fugro N.V.,Marshall Wace LLP,2.99,archive
NL0000360618,2020-06-08,SBM Offshore N.V.,Marshall Wace LLP,1.38,archive
FR0013326246,2020-06-08,Unibail-Rodamco-Westfield SE,Marshall Wace LLP,0.45,archive
NL0000303709,2020-06-08,AEGON Ltd.,"Samlyn Capital, LLC",0.55,archive
NL0000352565,2020-06-08,Fugro N.V.,Sculptor Capital Management Europe Limited,1.53,archive
NL0000289213,2020-06-08,Wereldhave N.V.,Toscafund Asset Management LLP,1.14,archive
FR0013326246,2020-06-08,Unibail-Rodamco-Westfield SE,Viking Global Investors LP,0.76,archive
NL0000352565,2020-06-08,Fugro N.V.,Whitebox Advisors LLC,1.11,archive
FR0013326246,2020-06-08,Unibail-Rodamco-Westfield SE,"Woodson Capital Master Fund, LP",0.55,archive
NL0012817175,2020-06-08,Alfen N.V.,"WorldQuant, LLC",0.48,archive
NL0006237562,2020-06-05,ARCADIS N.V.,AKO Capital LLP,1.04,archive
LU0569974404,2020-06-05,Aperam S.A.,Citadel Advisors LLC,0.59,archive
NL0000337319,2020-06-05,Koninklijke BAM Groep N.V.,Citadel Advisors LLC,0.98,archive
FR0013326246,2020-06-05,Unibail-Rodamco-Westfield SE,D1 Capital Partners LP,3.28,archive
NL0000352565,2020-06-05,Fugro N.V.,GSA Capital Partners LLP,0.56,archive
NL0000352565,2020-06-05,Fugro N.V.,HBK Investments LP,0.54,archive
NL0000337319,2020-06-05,Koninklijke BAM Groep N.V.,HBK Investments LP,0.64,archive
NL0000337319,2020-06-05,Koninklijke BAM Groep N.V.,Marshall Wace LLP,0.52,archive
FR0013326246,2020-06-05,Unibail-Rodamco-Westfield SE,Marshall Wace LLP,0.58,archive
FR0013326246,2020-06-05,Unibail-Rodamco-Westfield SE,Oceanwood Capital Management LLP,0.42,archive
NL0012866412,2020-06-05,BE Semiconductor Industries N.V.,Scopia Capital Management LP,1.29,archive
NL0000352565,2020-06-05,Fugro N.V.,Sculptor Capital Management Europe Limited,1.83,archive
FR0013326246,2020-06-05,Unibail-Rodamco-Westfield SE,Tiger Global Management LLC,0.67,archive
NL0000888691,2020-06-05,AMG Critical Materials N.V.,TT International Asset Management Limited,0.33,archive
FR0013326246,2020-06-05,Unibail-Rodamco-Westfield SE,"Woodson Capital Master Fund, LP",0.62,archive
NL0013267909,2020-06-04,Akzo Nobel N.V.,AKO Capital LLP,0.5,archive
NL0006237562,2020-06-04,ARCADIS N.V.,AKO Capital LLP,0.9,archive
NL0000888691,2020-06-04,AMG Critical Materials N.V.,Canada Pension Plan Investment Board,0.88,archive
FR0013326246,2020-06-04,Unibail-Rodamco-Westfield SE,Oceanwood Capital Management LLP,0.64,archive
NL0012866412,2020-06-04,BE Semiconductor Industries N.V.,Scopia Capital Management LP,1.13,archive
NL0000352565,2020-06-04,Fugro N.V.,Systematica Investments Limited,0.91,archive
NL0011279492,2020-06-04,Flow Traders Ltd.,Voleon Capital Management LP,0.59,archive
NL0000288876,2020-06-04,Eurocommercial Properties N.V.,"WorldQuant, LLC",0.48,archive
NL0000337319,2020-06-04,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",1.26,archive
NL0000888691,2020-06-03,AMG Critical Materials N.V.,Canada Pension Plan Investment Board,1.08,archive
NL0000289213,2020-06-03,Wereldhave N.V.,Carmignac Gestion SA,0.26,archive
NL0000888691,2020-06-03,AMG Critical Materials N.V.,Citadel Advisors LLC,0.5,archive
FR0013326246,2020-06-03,Unibail-Rodamco-Westfield SE,Oceanwood Capital Management LLP,0.51,archive
NL0000352565,2020-06-03,Fugro N.V.,TFG Asset Management UK LLP,0.51,archive
FR0013326246,2020-06-03,Unibail-Rodamco-Westfield SE,"Woodson Capital Master Fund, LP",0.75,archive
NL0012817175,2020-06-03,Alfen N.V.,"WorldQuant, LLC",0.58,archive
NL0006237562,2020-06-02,ARCADIS N.V.,AKO Capital LLP,0.87,archive
FR0013326246,2020-06-02,Unibail-Rodamco-Westfield SE,D1 Capital Partners LP,3.15,archive
NL0000289213,2020-06-02,Wereldhave N.V.,Eleva Capital SAS,0.66,archive
FR0013326246,2020-06-02,Unibail-Rodamco-Westfield SE,Lone Pine Capital LLC,0.99,archive
BE0003818359,2020-06-02,Galapagos NV,Marshall Wace LLP,0.72,archive
FR0013326246,2020-06-02,Unibail-Rodamco-Westfield SE,Marshall Wace LLP,0.67,archive
FR0013326246,2020-06-02,Unibail-Rodamco-Westfield SE,Oceanwood Capital Management LLP,0.41,archive
NL0009739416,2020-06-02,PostNL N.V.,"PDT Partners, LLC",0.49,archive
LU0569974404,2020-06-01,Aperam S.A.,Citadel Europe LLP,0.64,archive
FR0013326246,2020-06-01,Unibail-Rodamco-Westfield SE,D1 Capital Partners LP,2.76,archive
NL0000289213,2020-06-01,Wereldhave N.V.,Eleva Capital SAS,0.58,archive
NL0000352565,2020-06-01,Fugro N.V.,HBK Investments LP,0.65,archive
NL0000337319,2020-06-01,Koninklijke BAM Groep N.V.,HBK Investments LP,0.76,archive
FR0013326246,2020-06-01,Unibail-Rodamco-Westfield SE,Oceanwood Capital Management LLP,0.7,archive
NL0000888691,2020-06-01,AMG Critical Materials N.V.,TT International Asset Management Limited,0.58,archive
NL0000337319,2020-06-01,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",1.38,archive
NL0000337319,2020-05-29,Koninklijke BAM Groep N.V.,HBK Investments LP,0.8,archive
NL0000888691,2020-05-29,AMG Critical Materials N.V.,Jupiter Investment Management Limited,0.59,archive
FR0013326246,2020-05-29,Unibail-Rodamco-Westfield SE,Lone Pine Capital LLC,0.79,archive
NL0000352565,2020-05-29,Fugro N.V.,Marshall Wace LLP,3.49,archive
NL0000852531,2020-05-29,Kendrion N.V.,Millennium International Management LP,0.11,archive
FR0013326246,2020-05-29,Unibail-Rodamco-Westfield SE,Oceanwood Capital Management LLP,0.55,archive
NL0000352565,2020-05-29,Fugro N.V.,Sculptor Capital Management Europe Limited,1.96,archive
NL0000888691,2020-05-29,AMG Critical Materials N.V.,Systematica Investments Limited,1.0,archive
NL0012866412,2020-05-28,BE Semiconductor Industries N.V.,CQS (UK) LLP,0.7,archive
FR0013326246,2020-05-28,Unibail-Rodamco-Westfield SE,D1 Capital Partners LP,2.48,archive
NL0000337319,2020-05-28,Koninklijke BAM Groep N.V.,HBK Investments LP,0.79,archive
NL0011872650,2020-05-28,Basic-Fit N.V.,JPMorgan Asset Management (UK) Ltd.,0.43,archive
NL0000852531,2020-05-28,Kendrion N.V.,Millennium International Management LP,0.56,archive
FR0013326246,2020-05-28,Unibail-Rodamco-Westfield SE,Oceanwood Capital Management LLP,0.67,archive
NL0012866412,2020-05-28,BE Semiconductor Industries N.V.,Scopia Capital Management LP,1.08,archive
NL0000352565,2020-05-28,Fugro N.V.,Sculptor Capital Management Europe Limited,2.17,archive
NL0012817175,2020-05-28,Alfen N.V.,"WorldQuant, LLC",0.69,archive
NL0000288876,2020-05-28,Eurocommercial Properties N.V.,"WorldQuant, LLC",0.5,archive
NL0000337319,2020-05-28,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",1.47,archive
NL0011279492,2020-05-27,Flow Traders Ltd.,Capital Fund Management S.A.,0.48,archive
NL0000337319,2020-05-27,Koninklijke BAM Groep N.V.,Citadel Advisors LLC,1.08,archive
FR0013326246,2020-05-27,Unibail-Rodamco-Westfield SE,D1 Capital Partners LP,2.33,archive
NL0000352565,2020-05-27,Fugro N.V.,Marshall Wace LLP,3.69,archive
FR0013326246,2020-05-27,Unibail-Rodamco-Westfield SE,Marshall Wace LLP,0.78,archive
FR0013326246,2020-05-27,Unibail-Rodamco-Westfield SE,Oceanwood Capital Management LLP,0.82,archive
NL0000852523,2020-05-27,TKH Group N.V.,SFM UK Management LLP,0.27,archive
NL0009739416,2020-05-27,PostNL N.V.,Voleon Capital Management LP,0.47,archive
NL0012817175,2020-05-27,Alfen N.V.,"WorldQuant, LLC",0.73,archive
NL0000288876,2020-05-27,Eurocommercial Properties N.V.,"WorldQuant, LLC",0.49,archive
NL0000337319,2020-05-27,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",1.58,archive
NL0010558797,2020-05-26,OCI N.V.,"AQR Capital Management, LLC",1.89,archive
NL0000360618,2020-05-26,SBM Offshore N.V.,"AQR Capital Management, LLC",2.54,archive
LU1598757687,2020-05-26,ArcelorMittal S.A.,B&G Master Fund Plc,1.5,archive
NL0000888691,2020-05-26,AMG Critical Materials N.V.,Citadel Advisors LLC,0.45,archive
LU0569974404,2020-05-26,Aperam S.A.,Citadel Advisors LLC,0.68,archive
LU1598757687,2020-05-26,ArcelorMittal S.A.,Citadel Europe LLP,0.55,archive
FR0013326246,2020-05-26,Unibail-Rodamco-Westfield SE,D1 Capital Partners LP,2.16,archive
NL0011279492,2020-05-26,Flow Traders Ltd.,Marshall Wace LLP,1.69,archive
NL0000360618,2020-05-26,SBM Offshore N.V.,Marshall Wace LLP,1.49,archive
FR0013326246,2020-05-26,Unibail-Rodamco-Westfield SE,Oceanwood Capital Management LLP,0.79,archive
NL0000289213,2020-05-26,Wereldhave N.V.,Parian GP LLC,0.42,archive
NL0000352565,2020-05-26,Fugro N.V.,Sculptor Capital Management Europe Limited,2.36,archive
NL0000852523,2020-05-26,TKH Group N.V.,SFM UK Management LLP,0.54,archive
NL0011279492,2020-05-26,Flow Traders Ltd.,Voleon Capital Management LP,0.67,archive
NL0000337319,2020-05-26,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",1.68,archive
NL0009432491,2020-05-25,Koninklijke Vopak N.V.,"AQR Capital Management, LLC",0.68,archive
LU0569974404,2020-05-25,Aperam S.A.,Citadel Europe LLP,0.5,archive
FR0013326246,2020-05-25,Unibail-Rodamco-Westfield SE,D1 Capital Partners LP,1.83,archive
NL0000352565,2020-05-25,Fugro N.V.,Marshall Wace LLP,3.94,archive
FR0013326246,2020-05-25,Unibail-Rodamco-Westfield SE,Marshall Wace LLP,0.83,archive
FR0013326246,2020-05-25,Unibail-Rodamco-Westfield SE,Oceanwood Capital Management LLP,0.66,archive
NL0000337319,2020-05-25,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",1.76,archive
NL0000888691,2020-05-22,AMG Critical Materials N.V.,Citadel Advisors LLC,0.58,archive
NL0000289213,2020-05-22,Wereldhave N.V.,Clearance Capital Limited,0.56,archive
FR0013326246,2020-05-22,Unibail-Rodamco-Westfield SE,D1 Capital Partners LP,1.63,archive
FR0013326246,2020-05-22,Unibail-Rodamco-Westfield SE,Lone Pine Capital LLC,0.61,archive
NL0000352565,2020-05-22,Fugro N.V.,Marshall Wace LLP,3.88,archive
NL0000852523,2020-05-22,TKH Group N.V.,SFM UK Management LLP,0.63,archive
NL0009739416,2020-05-22,PostNL N.V.,Voleon Capital Management LP,0.56,archive
LU0569974404,2020-05-21,Aperam S.A.,Citadel Advisors LLC,0.71,archive
FR0013326246,2020-05-21,Unibail-Rodamco-Westfield SE,D1 Capital Partners LP,1.26,archive
NL0000888691,2020-05-21,AMG Critical Materials N.V.,Jupiter Investment Management Limited,0.68,archive
BE0003818359,2020-05-21,Galapagos NV,Marshall Wace LLP,0.69,archive
NL0000852523,2020-05-21,TKH Group N.V.,SFM UK Management LLP,0.77,archive
NL0011279492,2020-05-21,Flow Traders Ltd.,Voleon Capital Management LP,0.77,archive
NL0000288876,2020-05-21,Eurocommercial Properties N.V.,"WorldQuant, LLC",0.52,archive
NL0000337319,2020-05-21,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",1.86,archive
LU1598757687,2020-05-20,ArcelorMittal S.A.,"AQR Capital Management, LLC",0.59,archive
NL0000337319,2020-05-20,Koninklijke BAM Groep N.V.,BlueCrest Capital Management Limited,1.12,archive
NL0000888691,2020-05-20,AMG Critical Materials N.V.,Citadel Advisors LLC,0.68,archive
NL0000337319,2020-05-20,Koninklijke BAM Groep N.V.,Citadel Advisors LLC,1.18,archive
FR0013326246,2020-05-20,Unibail-Rodamco-Westfield SE,D1 Capital Partners LP,0.88,archive
NL0012866412,2020-05-20,BE Semiconductor Industries N.V.,"Davidson Kempner European Partners, LLP",0.81,archive
NL0000352565,2020-05-20,Fugro N.V.,Marshall Wace LLP,3.72,archive
NL0000852523,2020-05-20,TKH Group N.V.,SFM UK Management LLP,0.85,archive
NL0009739416,2020-05-20,PostNL N.V.,Voleon Capital Management LP,0.67,archive
NL0000289213,2020-05-20,Wereldhave N.V.,"Woodson Capital Master Fund, LP",4.31,archive
LU1598757687,2020-05-19,ArcelorMittal S.A.,B&G Master Fund Plc,1.44,archive
LU0569974404,2020-05-19,Aperam S.A.,Citadel Advisors LLC,0.66,archive
LU1598757687,2020-05-19,ArcelorMittal S.A.,Citadel Europe LLP,0.49,archive
FR0013326246,2020-05-19,Unibail-Rodamco-Westfield SE,D1 Capital Partners LP,0.78,archive
NL0012866412,2020-05-19,BE Semiconductor Industries N.V.,GLG Partners LP,0.51,archive
NL0000888691,2020-05-19,AMG Critical Materials N.V.,Jupiter Investment Management Limited,0.78,archive
NL0006237562,2020-05-19,ARCADIS N.V.,Lansdowne Partners (UK) LLP,1.99,archive
NL0011279492,2020-05-19,Flow Traders Ltd.,Marshall Wace LLP,1.71,archive
NL0000352565,2020-05-19,Fugro N.V.,Marshall Wace LLP,3.64,archive
NL0011821392,2020-05-19,Signify N.V.,Sandbar Assets Management LLP,0.43,archive
NL0000852523,2020-05-19,TKH Group N.V.,SFM UK Management LLP,0.95,archive
LU1598757687,2020-05-18,ArcelorMittal S.A.,B&G Master Fund Plc,1.35,archive
NL0000888691,2020-05-18,AMG Critical Materials N.V.,Citadel Advisors LLC,0.87,archive
NL0000337319,2020-05-18,Koninklijke BAM Groep N.V.,Citadel Advisors LLC,1.28,archive
LU1598757687,2020-05-18,ArcelorMittal S.A.,Citadel Europe LLP,0.54,archive
NL0000337319,2020-05-18,Koninklijke BAM Groep N.V.,HBK Investments LP,0.85,archive
NL0000352565,2020-05-18,Fugro N.V.,Marshall Wace LLP,3.52,archive
BE0003818359,2020-05-18,Galapagos NV,Marshall Wace LLP,0.57,archive
FR0013326246,2020-05-18,Unibail-Rodamco-Westfield SE,Oceanwood Capital Management LLP,0.52,archive
NL0000289213,2020-05-18,Wereldhave N.V.,Parian GP LLC,0.54,archive
NL0009739416,2020-05-18,PostNL N.V.,"PDT Partners, LLC",0.59,archive
NL0000352565,2020-05-18,Fugro N.V.,Sculptor Capital Management Europe Limited,2.67,archive
NL0011279492,2020-05-18,Flow Traders Ltd.,Voleon Capital Management LP,0.86,archive
FR0013326246,2020-05-18,Unibail-Rodamco-Westfield SE,"Woodson Capital Master Fund, LP",0.88,archive
NL0000337319,2020-05-18,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",1.93,archive
NL0000360618,2020-05-15,SBM Offshore N.V.,AHL Partners LLP,0.48,archive
NL0006237562,2020-05-15,ARCADIS N.V.,AKO Capital LLP,0.69,archive
NL0000888691,2020-05-15,AMG Critical Materials N.V.,Bogle Investment Management LP,0.48,archive
LU0569974404,2020-05-15,Aperam S.A.,Citadel Advisors LLC,0.54,archive
NL0000289213,2020-05-15,Wereldhave N.V.,Citadel Advisors LLC,0.48,archive
NL0012866412,2020-05-15,BE Semiconductor Industries N.V.,CQS (UK) LLP,0.68,archive
NL0000337319,2020-05-15,Koninklijke BAM Groep N.V.,HBK Investments LP,0.93,archive
NL0000888691,2020-05-15,AMG Critical Materials N.V.,Marshall Wace LLP,0.43,archive
NL0000352565,2020-05-15,Fugro N.V.,Marshall Wace LLP,3.39,archive
NL0009739416,2020-05-15,PostNL N.V.,"PDT Partners, LLC",0.6,archive
NL0011821392,2020-05-15,Signify N.V.,Sandbar Assets Management LLP,0.72,archive
NL0000337319,2020-05-15,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",1.83,archive
NL0006237562,2020-05-14,ARCADIS N.V.,AKO Capital LLP,0.73,archive
NL0000888691,2020-05-14,AMG Critical Materials N.V.,Marshall Wace LLP,0.54,archive
NL0000352565,2020-05-14,Fugro N.V.,Marshall Wace LLP,3.26,archive
NL0006237562,2020-05-14,ARCADIS N.V.,Oceanwood Capital Management LLP,0.74,archive
NL0000852523,2020-05-14,TKH Group N.V.,SFM UK Management LLP,1.0,archive
NL0009269109,2020-05-14,Koninklijke Heijmans N.V.,Susquehanna International Securities Limited,0.48,archive
FR0013326246,2020-05-14,Unibail-Rodamco-Westfield SE,"Woodson Capital Master Fund, LP",0.9,archive
NL0000337319,2020-05-14,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",1.74,archive
LU1598757687,2020-05-13,ArcelorMittal S.A.,B&G Master Fund Plc,1.21,archive
NL0000337319,2020-05-13,Koninklijke BAM Groep N.V.,Citadel Advisors LLC,1.35,archive
NL0000352565,2020-05-13,Fugro N.V.,GSA Capital Partners LLP,0.62,archive
NL0011872650,2020-05-13,Basic-Fit N.V.,JPMorgan Asset Management (UK) Ltd.,0.56,archive
NL0000888691,2020-05-13,AMG Critical Materials N.V.,Marshall Wace LLP,0.61,archive
NL0011279492,2020-05-13,Flow Traders Ltd.,Marshall Wace LLP,1.66,archive
NL0000352565,2020-05-13,Fugro N.V.,Marshall Wace LLP,3.18,archive
BE0003818359,2020-05-13,Galapagos NV,Marshall Wace LLP,0.68,archive
