isin,position_holder,position_date,net_short_position,issuer_name,source
NL0000352565,Marshall Wace LLP,2020-03-09,1.28,Fugro N.V.,archive
BE0003818359,Marshall Wace LLP,2020-03-09,1.4,Lakefront Biotherapeutics NV,archive
NL0009739416,Marshall Wace LLP,2020-03-09,0.86,PostNL N.V.,archive
NL0000289213,Marshall Wace LLP,2020-03-09,1.81,Wereldhave N.V.,archive
NL0000337319,"PDT Partners, LLC",2020-03-09,0.44,Koninklijke BAM Groep N.V.,archive
NL0000888691,"Public Equity Partners Management, L.P.",2020-03-09,1.56,AMG Critical Materials N.V.,archive
NL0000352565,Sculptor Capital Management Europe Limited,2020-03-09,2.71,Fugro N.V.,archive
NL0000352565,Systematica Investments Limited,2020-03-09,0.88,Fugro N.V.,archive
NL0011821392,Tybourne Capital Management (HK) Limited,2020-03-09,0.97,Signify N.V.,archive
NL0000888691,Voleon Capital Management LP,2020-03-09,1.25,AMG Critical Materials N.V.,archive
NL0009739416,Voleon Capital Management LP,2020-03-09,1.15,PostNL N.V.,archive
NL0000352565,Whitebox Advisors LLC,2020-03-09,0.55,Fugro N.V.,archive
NL0000888691,"WorldQuant, LLC",2020-03-09,0.96,AMG Critical Materials N.V.,archive
NL0000352565,"WorldQuant, LLC",2020-03-09,0.77,Fugro N.V.,archive
LU1598757687,Adage Capital Management L.P.,2020-03-06,0.81,ArcelorMittal S.A.,archive
NL0009739416,AHL Partners LLP,2020-03-06,0.41,PostNL N.V.,archive
NL0000888691,"Arrowstreet Capital, Limited Partnership",2020-03-06,1.02,AMG Critical Materials N.V.,archive
NL0011821392,BlackRock Investment Management (UK) Limited,2020-03-06,1.68,Signify N.V.,archive
NL0011279492,Citadel Advisors LLC,2020-03-06,0.52,Flow Traders Ltd.,archive
NL0000337319,Citadel Advisors LLC,2020-03-06,0.79,Koninklijke BAM Groep N.V.,archive
NL0000289213,Clearance Capital Limited,2020-03-06,0.42,Wereldhave N.V.,archive
NL0012866412,"Davidson Kempner European Partners, LLP",2020-03-06,0.78,BE Semiconductor Industries N.V.,archive
NL0000288876,Eleva Capital SAS,2020-03-06,0.49,Eurocommercial Properties N.V.,archive
NL0000888691,"Eminence Capital, LP",2020-03-06,0.0,AMG Critical Materials N.V.,archive
NL0000337319,HBK Investments LP,2020-03-06,0.63,Koninklijke BAM Groep N.V.,archive
NL0006237562,Kuvari Partners LLP,2020-03-06,0.98,ARCADIS N.V.,archive
NL0009739416,Kuvari Partners LLP,2020-03-06,0.3,PostNL N.V.,archive
NL0006237562,Marshall Wace LLP,2020-03-06,2.39,ARCADIS N.V.,archive
NL0011279492,Marshall Wace LLP,2020-03-06,1.3,Flow Traders Ltd.,archive
NL0000360618,Marshall Wace LLP,2020-03-06,1.42,SBM Offshore N.V.,archive
NL0000289213,Millennium International Management LP,2020-03-06,0.98,Wereldhave N.V.,archive
NL0010391025,Pictet Asset Management Limited,2020-03-06,1.19,Pharming Group N.V.,archive
NL0000852523,SFM UK Management LLP,2020-03-06,0.67,TKH Group N.V.,archive
NL0012817175,Voleon Capital Management LP,2020-03-06,0.47,Alfen N.V.,archive
NL0000888691,Voleon Capital Management LP,2020-03-06,1.18,AMG Critical Materials N.V.,archive
NL0011279492,Voleon Capital Management LP,2020-03-06,0.6,Flow Traders Ltd.,archive
NL0009739416,Voleon Capital Management LP,2020-03-06,0.9,PostNL N.V.,archive
NL0000888691,"WorldQuant, LLC",2020-03-06,0.88,AMG Critical Materials N.V.,archive
NL0011279492,"WorldQuant, LLC",2020-03-06,0.81,Flow Traders Ltd.,archive
NL0000352565,"WorldQuant, LLC",2020-03-06,0.65,Fugro N.V.,archive
NL0009739416,AHL Partners LLP,2020-03-05,0.56,PostNL N.V.,archive
LU1598757687,Citadel Europe LLP,2020-03-05,0.52,ArcelorMittal S.A.,archive
NL0000888691,"Eminence Capital, LP",2020-03-05,0.84,AMG Critical Materials N.V.,archive
NL0000888691,Jupiter Investment Management Limited,2020-03-05,1.29,AMG Critical Materials N.V.,archive
NL0006237562,Kuvari Partners LLP,2020-03-05,0.88,ARCADIS N.V.,archive
NL0010391025,Linden Advisors LP,2020-03-05,1.26,Pharming Group N.V.,archive
NL0011279492,Marshall Wace LLP,2020-03-05,1.14,Flow Traders Ltd.,archive
FR0013326246,Marshall Wace LLP,2020-03-05,0.58,Unibail-Rodamco-Westfield SE,archive
NL0009739416,"PDT Partners, LLC",2020-03-05,0.58,PostNL N.V.,archive
NL0011279492,Voleon Capital Management LP,2020-03-05,0.51,Flow Traders Ltd.,archive
NL0009739416,Voleon Capital Management LP,2020-03-05,0.72,PostNL N.V.,archive
NL0000888691,"WorldQuant, LLC",2020-03-05,0.91,AMG Critical Materials N.V.,archive
NL0009739416,AHL Partners LLP,2020-03-04,0.63,PostNL N.V.,archive
NL0006237562,AKO Capital LLP,2020-03-04,0.84,ARCADIS N.V.,archive
NL0010558797,"BlackRock Institutional Trust Company, National Association",2020-03-04,0.68,OCI N.V.,archive
NL0000352565,Marshall Wace LLP,2020-03-04,0.92,Fugro N.V.,archive
NL0000337319,Marshall Wace LLP,2020-03-04,0.48,Koninklijke BAM Groep N.V.,archive
NL0000337319,"PDT Partners, LLC",2020-03-04,0.59,Koninklijke BAM Groep N.V.,archive
NL0000888691,"Public Equity Partners Management, L.P.",2020-03-04,2.03,AMG Critical Materials N.V.,archive
NL0000888691,Systematica Investments Limited,2020-03-04,0.51,AMG Critical Materials N.V.,archive
NL0012817175,Voleon Capital Management LP,2020-03-04,0.5,Alfen N.V.,archive
NL0009739416,Voleon Capital Management LP,2020-03-04,0.57,PostNL N.V.,archive
NL0000888691,"WorldQuant, LLC",2020-03-04,0.82,AMG Critical Materials N.V.,archive
NL0011279492,"WorldQuant, LLC",2020-03-04,0.74,Flow Traders Ltd.,archive
NL0009739416,AHL Partners LLP,2020-03-03,0.78,PostNL N.V.,archive
NL0012969182,"AQR Capital Management, LLC",2020-03-03,0.5,Adyen N.V.,archive
NL0000009082,"AQR Capital Management, LLC",2020-03-03,0.51,Koninklijke KPN N.V.,archive
NL0000337319,Citadel Advisors LLC,2020-03-03,0.85,Koninklijke BAM Groep N.V.,archive
NL0009739416,Citadel Advisors LLC,2020-03-03,0.54,PostNL N.V.,archive
BE0003818359,"D. E. Shaw & Co., L.P.",2020-03-03,1.04,Lakefront Biotherapeutics NV,archive
NL0012866412,"Davidson Kempner European Partners, LLP",2020-03-03,0.8,BE Semiconductor Industries N.V.,archive
NL0000888691,Jupiter Investment Management Limited,2020-03-03,1.36,AMG Critical Materials N.V.,archive
NL0010391025,Linden Advisors LP,2020-03-03,1.32,Pharming Group N.V.,archive
NL0006237562,Marshall Wace LLP,2020-03-03,2.21,ARCADIS N.V.,archive
NL0000352565,Marshall Wace LLP,2020-03-03,0.79,Fugro N.V.,archive
NL0000337319,Marshall Wace LLP,2020-03-03,0.53,Koninklijke BAM Groep N.V.,archive
NL0009739416,Marshall Wace LLP,2020-03-03,1.07,PostNL N.V.,archive
NL0011821392,Millennium International Management LP,2020-03-03,0.96,Signify N.V.,archive
NL0012866412,Paloma Partners Management Company,2020-03-03,0.52,BE Semiconductor Industries N.V.,archive
NL0010391025,"Point72 Asset Management, L.P.",2020-03-03,1.02,Pharming Group N.V.,archive
NL0000888691,"Public Equity Partners Management, L.P.",2020-03-03,2.26,AMG Critical Materials N.V.,archive
NL0011821392,Sylebra Capital Limited,2020-03-03,0.6,Signify N.V.,archive
NL0000888691,Voleon Capital Management LP,2020-03-03,1.21,AMG Critical Materials N.V.,archive
NL0000352565,Voleon Capital Management LP,2020-03-03,0.74,Fugro N.V.,archive
NL0000888691,"WorldQuant, LLC",2020-03-03,0.73,AMG Critical Materials N.V.,archive
NL0011279492,"WorldQuant, LLC",2020-03-03,0.64,Flow Traders Ltd.,archive
NL0010558797,AHL Partners LLP,2020-03-02,0.59,OCI N.V.,archive
NL0009739416,AHL Partners LLP,2020-03-02,1.17,PostNL N.V.,archive
LU1598757687,"AQR Capital Management, LLC",2020-03-02,1.1,ArcelorMittal S.A.,archive
NL0000352565,Capital Fund Management S.A.,2020-03-02,0.48,Fugro N.V.,archive
NL0000337319,Citadel Advisors LLC,2020-03-02,0.75,Koninklijke BAM Groep N.V.,archive
NL0000352565,HBK Investments LP,2020-03-02,0.49,Fugro N.V.,archive
NL0000888691,Jupiter Investment Management Limited,2020-03-02,1.44,AMG Critical Materials N.V.,archive
NL0009739416,Kuvari Partners LLP,2020-03-02,0.52,PostNL N.V.,archive
NL0010391025,Linden Advisors LP,2020-03-02,1.26,Pharming Group N.V.,archive
NL0000360618,Marshall Wace Asia Limited,2020-03-02,0.6,SBM Offshore N.V.,archive
NL0000352565,Marshall Wace LLP,2020-03-02,0.84,Fugro N.V.,archive
BE0003818359,Marshall Wace LLP,2020-03-02,1.3,Lakefront Biotherapeutics NV,archive
NL0000360618,Marshall Wace LLP,2020-03-02,1.32,SBM Offshore N.V.,archive
NL0000289213,Marshall Wace LLP,2020-03-02,1.79,Wereldhave N.V.,archive
NL0011821392,Millennium Capital Partners LLP,2020-03-02,1.41,Signify N.V.,archive
NL0000888691,"Public Equity Partners Management, L.P.",2020-03-02,2.54,AMG Critical Materials N.V.,archive
NL0011821392,Sylebra Capital Limited,2020-03-02,0.54,Signify N.V.,archive
NL0000360618,AHL Partners LLP,2020-02-28,0.79,SBM Offshore N.V.,archive
NL0010558797,"AQR Capital Management, LLC",2020-02-28,1.9,OCI N.V.,archive
NL0000289213,Citadel Advisors LLC,2020-02-28,0.49,Wereldhave N.V.,archive
NL0000352565,Citadel Europe LLP,2020-02-28,0.51,Fugro N.V.,archive
BE0003818359,"D. E. Shaw & Co., L.P.",2020-02-28,0.96,Lakefront Biotherapeutics NV,archive
NL0012866412,"Davidson Kempner European Partners, LLP",2020-02-28,0.79,BE Semiconductor Industries N.V.,archive
NL0000888691,"Eminence Capital, LP",2020-02-28,1.5,AMG Critical Materials N.V.,archive
NL0000352565,HBK Investments LP,2020-02-28,0.5,Fugro N.V.,archive
NL0000337319,HBK Investments LP,2020-02-28,0.51,Koninklijke BAM Groep N.V.,archive
NL0006237562,Kuvari Partners LLP,2020-02-28,0.74,ARCADIS N.V.,archive
NL0009739416,Kuvari Partners LLP,2020-02-28,0.45,PostNL N.V.,archive
NL0000360618,Marshall Wace Asia Limited,2020-02-28,0.54,SBM Offshore N.V.,archive
NL0011279492,Marshall Wace LLP,2020-02-28,1.03,Flow Traders Ltd.,archive
NL0000352565,Marshall Wace LLP,2020-02-28,0.97,Fugro N.V.,archive
NL0000337319,Marshall Wace LLP,2020-02-28,0.67,Koninklijke BAM Groep N.V.,archive
BE0003818359,Marshall Wace LLP,2020-02-28,1.29,Lakefront Biotherapeutics NV,archive
NL0009739416,Marshall Wace LLP,2020-02-28,1.29,PostNL N.V.,archive
NL0000360618,Marshall Wace LLP,2020-02-28,1.26,SBM Offshore N.V.,archive
FR0013326246,Marshall Wace LLP,2020-02-28,0.67,Unibail-Rodamco-Westfield SE,archive
NL0011821392,Millennium Capital Partners LLP,2020-02-28,1.35,Signify N.V.,archive
NL0011821392,Millennium International Management LP,2020-02-28,1.01,Signify N.V.,archive
NL0000289213,Millennium International Management LP,2020-02-28,1.09,Wereldhave N.V.,archive
NL0000888691,"Public Equity Partners Management, L.P.",2020-02-28,2.77,AMG Critical Materials N.V.,archive
NL0000352565,Sculptor Capital Management Europe Limited,2020-02-28,2.43,Fugro N.V.,archive
NL0011821392,Tybourne Capital Management (HK) Limited,2020-02-28,0.86,Signify N.V.,archive
NL0000352565,Voleon Capital Management LP,2020-02-28,0.65,Fugro N.V.,archive
NL0000289213,"Woodson Capital Master Fund, LP",2020-02-28,3.49,Wereldhave N.V.,archive
NL0011279492,"WorldQuant, LLC",2020-02-28,0.55,Flow Traders Ltd.,archive
LU1598757687,Adage Capital Management L.P.,2020-02-27,0.71,ArcelorMittal S.A.,archive
NL0010558797,AHL Partners LLP,2020-02-27,0.61,OCI N.V.,archive
NL0009739416,AHL Partners LLP,2020-02-27,1.3,PostNL N.V.,archive
NL0000888691,"Arrowstreet Capital, Limited Partnership",2020-02-27,0.9,AMG Critical Materials N.V.,archive
NL0011279492,Citadel Advisors LLC,2020-02-27,0.48,Flow Traders Ltd.,archive
NL0000337319,Citadel Advisors LLC,2020-02-27,0.68,Koninklijke BAM Groep N.V.,archive
BE0003818359,Citadel Advisors LLC,2020-02-27,0.79,Lakefront Biotherapeutics NV,archive
NL0000352565,Citadel Europe LLP,2020-02-27,0.94,Fugro N.V.,archive
NL0000289213,"D. E. Shaw & Co., L.P.",2020-02-27,0.73,Wereldhave N.V.,archive
NL0000288876,Eleva Capital SAS,2020-02-27,0.52,Eurocommercial Properties N.V.,archive
NL0000888691,"Eminence Capital, LP",2020-02-27,1.68,AMG Critical Materials N.V.,archive
NL0000888691,JPMorgan Asset Management (UK) Ltd.,2020-02-27,1.36,AMG Critical Materials N.V.,archive
NL0006237562,Kuvari Partners LLP,2020-02-27,0.81,ARCADIS N.V.,archive
NL0000337319,Lancaster Investment Management LLP,2020-02-27,0.0,Koninklijke BAM Groep N.V.,archive
NL0011279492,Marshall Wace LLP,2020-02-27,0.91,Flow Traders Ltd.,archive
NL0000352565,Marshall Wace LLP,2020-02-27,1.2,Fugro N.V.,archive
NL0000337319,Marshall Wace LLP,2020-02-27,0.74,Koninklijke BAM Groep N.V.,archive
NL0009739416,Marshall Wace LLP,2020-02-27,1.38,PostNL N.V.,archive
NL0000360618,Marshall Wace LLP,2020-02-27,1.19,SBM Offshore N.V.,archive
FR0013326246,Marshall Wace LLP,2020-02-27,0.52,Unibail-Rodamco-Westfield SE,archive
NL0010391025,"Point72 Asset Management, L.P.",2020-02-27,0.96,Pharming Group N.V.,archive
NL0012866412,Scopia Capital Management LP,2020-02-27,1.08,BE Semiconductor Industries N.V.,archive
NL0000352565,Sculptor Capital Management Europe Limited,2020-02-27,2.23,Fugro N.V.,archive
NL0000888691,Voleon Capital Management LP,2020-02-27,1.1,AMG Critical Materials N.V.,archive
NL0000352565,Voleon Capital Management LP,2020-02-27,0.55,Fugro N.V.,archive
LU1598757687,Adage Capital Management L.P.,2020-02-26,0.62,ArcelorMittal S.A.,archive
BE0003818359,Citadel Advisors LLC,2020-02-26,0.88,Lakefront Biotherapeutics NV,archive
NL0000352565,Citadel Europe LLP,2020-02-26,0.89,Fugro N.V.,archive
NL0000888691,"Eminence Capital, LP",2020-02-26,1.85,AMG Critical Materials N.V.,archive
NL0011821392,ENA Investment Capital LLP,2020-02-26,0.42,Signify N.V.,archive
NL0000337319,HBK Investments LP,2020-02-26,0.46,Koninklijke BAM Groep N.V.,archive
NL0006237562,Kuvari Partners LLP,2020-02-26,0.93,ARCADIS N.V.,archive
NL0000337319,Lancaster Investment Management LLP,2020-02-26,0.7,Koninklijke BAM Groep N.V.,archive
NL0010391025,Linden Advisors LP,2020-02-26,1.32,Pharming Group N.V.,archive
NL0011279492,Marshall Wace LLP,2020-02-26,0.85,Flow Traders Ltd.,archive
NL0000337319,Marshall Wace LLP,2020-02-26,0.87,Koninklijke BAM Groep N.V.,archive
BE0003818359,Marshall Wace LLP,2020-02-26,1.31,Lakefront Biotherapeutics NV,archive
NL0009739416,Marshall Wace LLP,2020-02-26,1.4,PostNL N.V.,archive
NL0011821392,Millennium International Management LP,2020-02-26,0.92,Signify N.V.,archive
NL0000888691,Voleon Capital Management LP,2020-02-26,0.93,AMG Critical Materials N.V.,archive
NL0010391025,Woodline Partners,2020-02-26,1.1,Pharming Group N.V.,archive
NL0000289213,"WorldQuant, LLC",2020-02-26,0.69,Wereldhave N.V.,archive
LU1598757687,Adage Capital Management L.P.,2020-02-25,0.52,ArcelorMittal S.A.,archive
NL0000888691,"Eminence Capital, LP",2020-02-25,2.18,AMG Critical Materials N.V.,archive
NL0000888691,Jupiter Investment Management Limited,2020-02-25,1.57,AMG Critical Materials N.V.,archive
NL0011279492,Marshall Wace LLP,2020-02-25,0.76,Flow Traders Ltd.,archive
NL0000352565,Marshall Wace LLP,2020-02-25,1.33,Fugro N.V.,archive
NL0000337319,Marshall Wace LLP,2020-02-25,1.04,Koninklijke BAM Groep N.V.,archive
NL0009739416,Marshall Wace LLP,2020-02-25,1.38,PostNL N.V.,archive
NL0011821392,Millennium Capital Partners LLP,2020-02-25,1.12,Signify N.V.,archive
NL0000289213,Millennium International Management LP,2020-02-25,1.18,Wereldhave N.V.,archive
BE0003818359,Numeric Investors LLC,2020-02-25,0.39,Lakefront Biotherapeutics NV,archive
NL0010391025,"Point72 Asset Management, L.P.",2020-02-25,1.0,Pharming Group N.V.,archive
NL0000352565,Sculptor Capital Management Europe Limited,2020-02-25,2.0,Fugro N.V.,archive
NL0000352565,Systematica Investments Limited,2020-02-25,0.91,Fugro N.V.,archive
NL0000888691,Voleon Capital Management LP,2020-02-25,0.87,AMG Critical Materials N.V.,archive
NL0011279492,Citadel Advisors LLC,2020-02-24,0.5,Flow Traders Ltd.,archive
NL0000337319,Citadel Advisors LLC,2020-02-24,0.75,Koninklijke BAM Groep N.V.,archive
BE0003818359,Citadel Advisors LLC,2020-02-24,0.96,Lakefront Biotherapeutics NV,archive
NL0000352565,Citadel Europe LLP,2020-02-24,0.71,Fugro N.V.,archive
NL0009269109,Citadel Securities GCS (Ireland) Limited,2020-02-24,0.4,Koninklijke Heijmans N.V.,archive
NL0000888691,"Eminence Capital, LP",2020-02-24,2.44,AMG Critical Materials N.V.,archive
NL0011279492,Marshall Wace LLP,2020-02-24,0.68,Flow Traders Ltd.,archive
NL0000352565,Marshall Wace LLP,2020-02-24,1.42,Fugro N.V.,archive
NL0000337319,Marshall Wace LLP,2020-02-24,1.24,Koninklijke BAM Groep N.V.,archive
NL0009739416,Marshall Wace LLP,2020-02-24,1.41,PostNL N.V.,archive
NL0000289213,Marshall Wace LLP,2020-02-24,1.86,Wereldhave N.V.,archive
NL0000352565,Sculptor Capital Management Europe Limited,2020-02-24,1.94,Fugro N.V.,archive
NL0000888691,Voleon Capital Management LP,2020-02-24,0.76,AMG Critical Materials N.V.,archive
NL0009739416,AHL Partners LLP,2020-02-21,1.22,PostNL N.V.,archive
NL0011279492,Citadel Advisors LLC,2020-02-21,0.49,Flow Traders Ltd.,archive
NL0000352565,Citadel Europe LLP,2020-02-21,0.66,Fugro N.V.,archive
NL0009269109,Citadel Securities GCS (Ireland) Limited,2020-02-21,0.75,Koninklijke Heijmans N.V.,archive
NL0000888691,"Connor, Clark & Lunn Investment Management Ltd.",2020-02-21,1.24,AMG Critical Materials N.V.,archive
NL0000337319,HBK Investments LP,2020-02-21,0.54,Koninklijke BAM Groep N.V.,archive
NL0000888691,Jupiter Investment Management Limited,2020-02-21,1.67,AMG Critical Materials N.V.,archive
NL0006237562,Lansdowne Partners (UK) LLP,2020-02-21,2.08,ARCADIS N.V.,archive
NL0000352565,Marshall Wace LLP,2020-02-21,1.65,Fugro N.V.,archive
NL0000337319,Marshall Wace LLP,2020-02-21,1.36,Koninklijke BAM Groep N.V.,archive
NL0011821392,Millennium Capital Partners LLP,2020-02-21,1.06,Signify N.V.,archive
NL0011821392,Millennium International Management LP,2020-02-21,0.8,Signify N.V.,archive
NL0000337319,"PDT Partners, LLC",2020-02-21,0.63,Koninklijke BAM Groep N.V.,archive
NL0000352565,Sculptor Capital Management Europe Limited,2020-02-21,1.76,Fugro N.V.,archive
NL0009739416,UBS Asset Management (UK) Ltd.,2020-02-21,0.82,PostNL N.V.,archive
NL0000352565,BlueCrest Capital Management Limited,2020-02-20,0.0,Fugro N.V.,archive
NL0000352565,Citadel Europe LLP,2020-02-20,0.57,Fugro N.V.,archive
NL0000352565,HBK Investments LP,2020-02-20,0.0,Fugro N.V.,archive
NL0000337319,HBK Investments LP,2020-02-20,0.47,Koninklijke BAM Groep N.V.,archive
NL0011660485,JPMorgan Asset Management (UK) Ltd.,2020-02-20,0.41,Sif Holding N.V.,archive
NL0000352565,Marshall Wace LLP,2020-02-20,2.03,Fugro N.V.,archive
NL0009739416,Marshall Wace LLP,2020-02-20,1.33,PostNL N.V.,archive
NL0000289213,Millennium International Management LP,2020-02-20,1.39,Wereldhave N.V.,archive
NL0000352565,Sculptor Capital Management Europe Limited,2020-02-20,1.85,Fugro N.V.,archive
NL0010391025,Woodline Partners,2020-02-20,1.01,Pharming Group N.V.,archive
LU1598757687,"AQR Capital Management, LLC",2020-02-19,1.09,ArcelorMittal S.A.,archive
NL0009432491,"AQR Capital Management, LLC",2020-02-19,1.09,Koninklijke Vopak N.V.,archive
NL0000888691,"Arrowstreet Capital, Limited Partnership",2020-02-19,0.83,AMG Critical Materials N.V.,archive
NL0009269109,Citadel Securities GCS (Ireland) Limited,2020-02-19,0.41,Koninklijke Heijmans N.V.,archive
NL0000352565,JPMorgan Asset Management (UK) Ltd.,2020-02-19,0.36,Fugro N.V.,archive
NL0006237562,Lansdowne Partners (UK) LLP,2020-02-19,2.15,ARCADIS N.V.,archive
NL0000352565,Marshall Wace LLP,2020-02-19,2.14,Fugro N.V.,archive
BE0003818359,Marshall Wace LLP,2020-02-19,1.2,Lakefront Biotherapeutics NV,archive
NL0009739416,UBS Asset Management (UK) Ltd.,2020-02-19,0.7,PostNL N.V.,archive
NL0000352565,Whitebox Advisors LLC,2020-02-19,0.31,Fugro N.V.,archive
NL0011279492,Citadel Advisors LLC,2020-02-18,0.56,Flow Traders Ltd.,archive
NL0009269109,Citadel Securities GCS (Ireland) Limited,2020-02-18,0.5,Koninklijke Heijmans N.V.,archive
NL0012866412,CQS (UK) LLP,2020-02-18,0.84,BE Semiconductor Industries N.V.,archive
NL0000337319,HBK Investments LP,2020-02-18,0.5,Koninklijke BAM Groep N.V.,archive
NL0000352565,JPMorgan Asset Management (UK) Ltd.,2020-02-18,0.72,Fugro N.V.,archive
NL0000352565,Marshall Wace LLP,2020-02-18,2.25,Fugro N.V.,archive
NL0000360618,Marshall Wace LLP,2020-02-18,1.2,SBM Offshore N.V.,archive
NL0000289213,Marshall Wace LLP,2020-02-18,1.79,Wereldhave N.V.,archive
NL0011821392,Millennium Capital Partners LLP,2020-02-18,1.11,Signify N.V.,archive
NL0000289213,Millennium International Management LP,2020-02-18,1.47,Wereldhave N.V.,archive
NL0010391025,Woodline Partners,2020-02-18,0.96,Pharming Group N.V.,archive
NL0006237562,AKO Capital LLP,2020-02-17,0.71,ARCADIS N.V.,archive
NL0000289213,"Athanor Capital, LP",2020-02-17,0.54,Wereldhave N.V.,archive
NL0000337319,Citadel Advisors LLC,2020-02-17,0.83,Koninklijke BAM Groep N.V.,archive
BE0003818359,"D. E. Shaw & Co., L.P.",2020-02-17,1.0,Lakefront Biotherapeutics NV,archive
NL0009739416,Marshall Wace LLP,2020-02-17,1.21,PostNL N.V.,archive
NL0000289213,Millennium International Management LP,2020-02-17,1.54,Wereldhave N.V.,archive
NL0000337319,"PDT Partners, LLC",2020-02-17,0.47,Koninklijke BAM Groep N.V.,archive
NL0010558797,"AQR Capital Management, LLC",2020-02-14,1.8,OCI N.V.,archive
NL0000289213,Citadel Advisors LLC,2020-02-14,0.53,Wereldhave N.V.,archive
NL0000289213,Clearance Capital Limited,2020-02-14,0.53,Wereldhave N.V.,archive
NL0000289213,"D. E. Shaw & Co., L.P.",2020-02-14,0.69,Wereldhave N.V.,archive
NL0000888691,JPMorgan Asset Management (UK) Ltd.,2020-02-14,1.45,AMG Critical Materials N.V.,archive
NL0006237562,Lansdowne Partners (UK) LLP,2020-02-14,2.2,ARCADIS N.V.,archive
NL0011821392,Millennium Capital Partners LLP,2020-02-14,1.08,Signify N.V.,archive
NL0000352565,Sculptor Capital Management Europe Limited,2020-02-14,1.93,Fugro N.V.,archive
NL0000352565,UBS Asset Management (UK) Ltd.,2020-02-14,0.47,Fugro N.V.,archive
NL0000888691,Voleon Capital Management LP,2020-02-14,0.69,AMG Critical Materials N.V.,archive
NL0000360618,AHL Partners LLP,2020-02-13,0.83,SBM Offshore N.V.,archive
NL0000289213,"D. E. Shaw & Co., L.P.",2020-02-13,0.71,Wereldhave N.V.,archive
NL0006237562,Kuvari Partners LLP,2020-02-13,1.01,ARCADIS N.V.,archive
NL0000337319,Lancaster Investment Management LLP,2020-02-13,0.95,Koninklijke BAM Groep N.V.,archive
NL0006237562,Lansdowne Partners (UK) LLP,2020-02-13,2.3,ARCADIS N.V.,archive
NL0009739416,Marshall Wace LLP,2020-02-13,1.13,PostNL N.V.,archive
NL0011821392,Millennium International Management LP,2020-02-13,0.79,Signify N.V.,archive
NL0000289213,Millennium International Management LP,2020-02-13,1.61,Wereldhave N.V.,archive
NL0000352565,Sculptor Capital Management Europe Limited,2020-02-13,1.89,Fugro N.V.,archive
NL0000888691,Voleon Capital Management LP,2020-02-13,0.7,AMG Critical Materials N.V.,archive
NL0000289213,"WorldQuant, LLC",2020-02-13,0.71,Wereldhave N.V.,archive
NL0009739416,AHL Partners LLP,2020-02-12,1.1,PostNL N.V.,archive
NL0000888691,"Arrowstreet Capital, Limited Partnership",2020-02-12,0.72,AMG Critical Materials N.V.,archive
NL0000289213,"D. E. Shaw & Co., L.P.",2020-02-12,0.69,Wereldhave N.V.,archive
NL0000352565,HBK Investments LP,2020-02-12,0.79,Fugro N.V.,archive
NL0000289213,Marshall Wace LLP,2020-02-12,1.88,Wereldhave N.V.,archive
NL0011279492,Citadel Advisors LLC,2020-02-11,0.65,Flow Traders Ltd.,archive
NL0000337319,HBK Investments LP,2020-02-11,0.47,Koninklijke BAM Groep N.V.,archive
NL0006237562,Kuvari Partners LLP,2020-02-11,0.93,ARCADIS N.V.,archive
NL0000289213,Marshall Wace LLP,2020-02-11,1.9,Wereldhave N.V.,archive
NL0000289213,Millennium International Management LP,2020-02-11,1.52,Wereldhave N.V.,archive
NL0011279492,"Philadelphia Financial Management of San Francisco, LLC",2020-02-11,0.29,Flow Traders Ltd.,archive
NL0010391025,Woodline Partners,2020-02-11,0.8,Pharming Group N.V.,archive
NL0000289213,"WorldQuant, LLC",2020-02-11,0.64,Wereldhave N.V.,archive
NL0000288876,Adelphi Capital LLP,2020-02-10,1.83,Eurocommercial Properties N.V.,archive
NL0000352565,HBK Investments LP,2020-02-10,0.88,Fugro N.V.,archive
NL0000337319,Marshall Wace LLP,2020-02-10,1.58,Koninklijke BAM Groep N.V.,archive
NL0000289213,Marshall Wace LLP,2020-02-10,1.89,Wereldhave N.V.,archive
NL0000289213,Millennium International Management LP,2020-02-10,1.48,Wereldhave N.V.,archive
NL0011279492,"PDT Partners, LLC",2020-02-10,0.46,Flow Traders Ltd.,archive
NL0000352565,Sculptor Capital Management Europe Limited,2020-02-10,1.94,Fugro N.V.,archive
NL0000289213,"Woodson Capital Master Fund, LP",2020-02-10,3.67,Wereldhave N.V.,archive
NL0000289213,"WorldQuant, LLC",2020-02-10,0.55,Wereldhave N.V.,archive
NL0000288876,Adelphi Capital LLP,2020-02-07,1.76,Eurocommercial Properties N.V.,archive
NL0000289213,Adelphi Capital LLP,2020-02-07,3.6,Wereldhave N.V.,archive
NL0000289213,Carmignac Gestion SA,2020-02-07,0.28,Wereldhave N.V.,archive
NL0000289213,Citadel Advisors LLC,2020-02-07,0.66,Wereldhave N.V.,archive
NL0000289213,"D. E. Shaw & Co., L.P.",2020-02-07,0.78,Wereldhave N.V.,archive
NL0000289213,Eleva Capital SAS,2020-02-07,0.67,Wereldhave N.V.,archive
NL0000352565,HBK Investments LP,2020-02-07,0.9,Fugro N.V.,archive
NL0000337319,HBK Investments LP,2020-02-07,0.51,Koninklijke BAM Groep N.V.,archive
NL0000352565,Marshall Wace LLP,2020-02-07,2.39,Fugro N.V.,archive
NL0000360618,Marshall Wace LLP,2020-02-07,1.12,SBM Offshore N.V.,archive
