isin,position_holder,position_date,net_short_position,issuer_name,source
LU0569974404,"ExodusPoint Capital Management, LP",2024-01-15,0.5,Aperam S.A.,archive
NL0012817175,Millennium International Management LP,2024-01-15,1.1,Alfen N.V.,archive
NL0010391025,Millennium International Management LP,2024-01-15,0.51,Pharming Group N.V.,archive
NL00150003E1,Balyasny Asset Management (UK) LLP,2024-01-12,0.71,Fugro N.V.,archive
NL0010558797,Citadel Advisors LLC,2024-01-12,0.5,OCI N.V.,archive
NL0012817175,Marshall Wace LLP,2024-01-12,0.73,Alfen N.V.,archive
NL0012817175,Millennium International Management LP,2024-01-12,1.07,Alfen N.V.,archive
NL0012866412,"Point72 Asset Management, L.P.",2024-01-12,1.19,BE Semiconductor Industries N.V.,archive
NL0011821202,Marshall Wace LLP,2024-01-11,0.63,ING Groep N.V.,archive
NL0009739416,Marshall Wace LLP,2024-01-11,0.99,PostNL N.V.,archive
NL0013332471,Marshall Wace LLP,2024-01-11,0.7,TomTom N.V.,archive
NL0013332471,Otus Capital Management Ltd.,2024-01-11,1.03,TomTom N.V.,archive
NL0000009082,Syquant Capital,2024-01-11,0.7,Koninklijke KPN N.V.,archive
NL0000009538,Citadel Advisors LLC,2024-01-10,0.58,Koninklijke Philips N.V.,archive
LU0569974404,"ExodusPoint Capital Management, LP",2024-01-10,0.47,Aperam S.A.,archive
NL0012817175,Millennium International Management LP,2024-01-10,0.95,Alfen N.V.,archive
NL0012817175,"PDT Partners, LLC",2024-01-10,0.5,Alfen N.V.,archive
NL0000009538,Viking Global Investors LP,2024-01-10,0.7,Koninklijke Philips N.V.,archive
NL00150002Q7,Adage Capital Management L.P.,2024-01-09,0.54,Vivoryon Therapeutics N.V.,archive
NL00150003E1,Balyasny Asset Management (UK) LLP,2024-01-09,0.63,Fugro N.V.,archive
NL0012817175,Citadel Advisors LLC,2024-01-09,0.62,Alfen N.V.,archive
NL0013332471,Citadel Advisors LLC,2024-01-09,0.5,TomTom N.V.,archive
NL0000888691,"D. E. Shaw & Co., L.P.",2024-01-09,1.01,AMG Critical Materials N.V.,archive
NL00150002Q7,Janus Henderson Investors UK Limited,2024-01-09,1.9,Vivoryon Therapeutics N.V.,archive
NL0012817175,Marshall Wace LLP,2024-01-09,0.65,Alfen N.V.,archive
NL0012817175,Millennium International Management LP,2024-01-09,1.05,Alfen N.V.,archive
NL0011821392,AKO Capital LLP,2024-01-08,0.83,Signify N.V.,archive
NL0000009538,Citadel Advisors LLC,2024-01-08,0.6,Koninklijke Philips N.V.,archive
LU0569974404,"ExodusPoint Capital Management, LP",2024-01-08,0.5,Aperam S.A.,archive
NL0012817175,Voleon Capital Management LP,2024-01-08,1.19,Alfen N.V.,archive
NL0011821392,AKO Capital LLP,2024-01-05,0.71,Signify N.V.,archive
NL00150003E1,Balyasny Asset Management (UK) LLP,2024-01-05,0.51,Fugro N.V.,archive
NL0000009538,Citadel Advisors LLC,2024-01-05,0.59,Koninklijke Philips N.V.,archive
NL0013332471,Citadel Advisors LLC,2024-01-05,0.49,TomTom N.V.,archive
LU0569974404,"ExodusPoint Capital Management, LP",2024-01-05,0.49,Aperam S.A.,archive
NL0000888691,Marshall Wace LLP,2024-01-05,1.11,AMG Critical Materials N.V.,archive
NL0012866412,Millennium International Management LP,2024-01-05,0.49,BE Semiconductor Industries N.V.,archive
NL0015000D50,Otus Capital Management Ltd.,2024-01-05,0.71,NX Filtration N.V.,archive
NL0000009538,Marshall Wace LLP,2024-01-04,0.49,Koninklijke Philips N.V.,archive
NL0013332471,Marshall Wace LLP,2024-01-04,0.61,TomTom N.V.,archive
NL0012817175,Qube Research & Technologies Ltd.,2024-01-04,2.16,Alfen N.V.,archive
NL0000009082,Syquant Capital,2024-01-04,0.65,Koninklijke KPN N.V.,archive
NL0012817175,Voleon Capital Management LP,2024-01-04,1.2,Alfen N.V.,archive
NL0011821392,AKO Capital LLP,2024-01-03,0.53,Signify N.V.,archive
NL0011872650,BlackRock Investment Management (UK) Limited,2024-01-03,2.59,Basic-Fit N.V.,archive
NL0012817175,Capital Fund Management S.A.,2024-01-03,0.4,Alfen N.V.,archive
NL0012817175,Citadel Advisors LLC,2024-01-03,0.72,Alfen N.V.,archive
NL0000888691,"D. E. Shaw & Co., L.P.",2024-01-03,0.95,AMG Critical Materials N.V.,archive
NL0011821202,Marshall Wace LLP,2024-01-03,0.51,ING Groep N.V.,archive
NL0012817175,Millennium International Management LP,2024-01-03,1.13,Alfen N.V.,archive
NL0012817175,"PDT Partners, LLC",2024-01-03,0.48,Alfen N.V.,archive
NL0012817175,Qube Research & Technologies Ltd.,2024-01-03,2.26,Alfen N.V.,archive
NL0012817175,Voleon Capital Management LP,2024-01-03,1.19,Alfen N.V.,archive
NL0012817175,Capital Fund Management S.A.,2024-01-02,0.52,Alfen N.V.,archive
NL0000888691,"D. E. Shaw & Co., L.P.",2024-01-02,0.89,AMG Critical Materials N.V.,archive
NL0013267909,Marshall Wace LLP,2024-01-02,0.61,Akzo Nobel N.V.,archive
NL0012817175,Millennium International Management LP,2024-01-02,1.02,Alfen N.V.,archive
NL0012817175,Qube Research & Technologies Ltd.,2024-01-02,2.3,Alfen N.V.,archive
LU0569974404,Qube Research & Technologies Ltd.,2024-01-02,0.49,Aperam S.A.,archive
NL0012817175,Voleon Capital Management LP,2024-01-02,1.21,Alfen N.V.,archive
NL0000360618,"AQR Capital Management, LLC",2023-12-29,0.5,SBM Offshore N.V.,archive
NL0010391025,"Arrowstreet Capital, Limited Partnership",2023-12-29,0.46,Pharming Group N.V.,archive
NL0000360618,Balyasny Asset Management (UK) LLP,2023-12-29,0.61,SBM Offshore N.V.,archive
NL0012817175,Voleon Capital Management LP,2023-12-29,1.36,Alfen N.V.,archive
NL0000888691,"D. E. Shaw & Co., L.P.",2023-12-28,0.9,AMG Critical Materials N.V.,archive
NL0010391025,Marshall Wace LLP,2023-12-28,0.49,Pharming Group N.V.,archive
NL0012817175,"PDT Partners, LLC",2023-12-28,0.51,Alfen N.V.,archive
NL0010558797,Qube Research & Technologies Ltd.,2023-12-28,0.81,OCI N.V.,archive
NL0012817175,Citadel Advisors LLC,2023-12-27,0.58,Alfen N.V.,archive
NL0013332471,Citadel Advisors LLC,2023-12-27,0.5,TomTom N.V.,archive
NL0000888691,"D. E. Shaw & Co., L.P.",2023-12-27,0.88,AMG Critical Materials N.V.,archive
NL0000009538,Greenvale Capital LLP,2023-12-27,0.81,Koninklijke Philips N.V.,archive
NL00150002Q7,Janus Henderson Investors UK Limited,2023-12-27,1.8,Vivoryon Therapeutics N.V.,archive
NL0010558797,Qube Research & Technologies Ltd.,2023-12-27,0.79,OCI N.V.,archive
NL0009739416,"WorldQuant, LLC",2023-12-27,0.48,PostNL N.V.,archive
NL0000360618,Balyasny Asset Management (UK) LLP,2023-12-22,0.5,SBM Offshore N.V.,archive
NL0012817175,Citadel Advisors LLC,2023-12-22,0.6,Alfen N.V.,archive
NL0013332471,Marshall Wace LLP,2023-12-22,0.5,TomTom N.V.,archive
NL0000888691,Marshall Wace LLP,2023-12-21,1.07,AMG Critical Materials N.V.,archive
NL0012866412,Millennium International Management LP,2023-12-21,0.57,BE Semiconductor Industries N.V.,archive
NL0000009082,Syquant Capital,2023-12-21,0.51,Koninklijke KPN N.V.,archive
NL0015000D50,Otus Capital Management Ltd.,2023-12-20,0.61,NX Filtration N.V.,archive
NL0012866412,"Point72 Asset Management, L.P.",2023-12-20,1.29,BE Semiconductor Industries N.V.,archive
NL0010558797,Qube Research & Technologies Ltd.,2023-12-20,0.81,OCI N.V.,archive
CH1216478797,"AQR Capital Management, LLC",2023-12-19,0.59,DSM-Firmenich AG,archive
NL0000888691,"D. E. Shaw & Co., L.P.",2023-12-19,0.96,AMG Critical Materials N.V.,archive
NL0000888691,Marshall Wace LLP,2023-12-19,1.19,AMG Critical Materials N.V.,archive
NL0010391025,Marshall Wace LLP,2023-12-19,0.59,Pharming Group N.V.,archive
NL0012817175,Millennium International Management LP,2023-12-19,0.8,Alfen N.V.,archive
NL0011872643,Qube Research & Technologies Ltd.,2023-12-19,0.48,ASR Nederland N.V.,archive
NL0012817175,Citadel Advisors LLC,2023-12-18,0.5,Alfen N.V.,archive
NL0000888691,Marshall Wace LLP,2023-12-18,1.28,AMG Critical Materials N.V.,archive
NL0009739416,Marshall Wace LLP,2023-12-18,1.01,PostNL N.V.,archive
NL0013332471,Otus Capital Management Ltd.,2023-12-18,0.9,TomTom N.V.,archive
NL0010558797,Qube Research & Technologies Ltd.,2023-12-18,0.75,OCI N.V.,archive
NL0000009538,Citadel Advisors LLC,2023-12-15,0.64,Koninklijke Philips N.V.,archive
NL0000009538,Marshall Wace LLP,2023-12-15,0.54,Koninklijke Philips N.V.,archive
NL0012866412,Millennium Capital Management France SAS,2023-12-15,0.63,BE Semiconductor Industries N.V.,archive
NL0012817175,Millennium International Management LP,2023-12-15,0.74,Alfen N.V.,archive
NL0012866412,Millennium International Management LP,2023-12-15,0.62,BE Semiconductor Industries N.V.,archive
NL0013332471,Otus Capital Management Ltd.,2023-12-15,0.88,TomTom N.V.,archive
NL0012817175,Qube Research & Technologies Ltd.,2023-12-15,2.21,Alfen N.V.,archive
NL0011872643,Qube Research & Technologies Ltd.,2023-12-15,0.58,ASR Nederland N.V.,archive
NL0010558797,Qube Research & Technologies Ltd.,2023-12-15,0.69,OCI N.V.,archive
NL0000009082,Syquant Capital,2023-12-15,0.48,Koninklijke KPN N.V.,archive
NL0012817175,Voleon Capital Management LP,2023-12-15,1.4,Alfen N.V.,archive
CH1216478797,"AQR Capital Management, LLC",2023-12-14,0.6,DSM-Firmenich AG,archive
NL0000888691,"D. E. Shaw & Co., L.P.",2023-12-14,1.01,AMG Critical Materials N.V.,archive
NL0000888691,Marshall Wace LLP,2023-12-14,1.39,AMG Critical Materials N.V.,archive
NL0010391025,Marshall Wace LLP,2023-12-14,0.66,Pharming Group N.V.,archive
NL0009739416,Marshall Wace LLP,2023-12-14,0.93,PostNL N.V.,archive
NL0012866412,Millennium Capital Management France SAS,2023-12-14,0.4,BE Semiconductor Industries N.V.,archive
NL0012817175,Millennium International Management LP,2023-12-14,0.65,Alfen N.V.,archive
NL0011872643,Qube Research & Technologies Ltd.,2023-12-14,0.67,ASR Nederland N.V.,archive
NL0000009082,Syquant Capital,2023-12-14,0.51,Koninklijke KPN N.V.,archive
LU0569974404,"ExodusPoint Capital Management, LP",2023-12-13,0.57,Aperam S.A.,archive
NL0012817175,"PDT Partners, LLC",2023-12-13,0.47,Alfen N.V.,archive
NL0012817175,Qube Research & Technologies Ltd.,2023-12-13,2.12,Alfen N.V.,archive
NL0011872643,Qube Research & Technologies Ltd.,2023-12-13,0.79,ASR Nederland N.V.,archive
NL0009739416,Marshall Wace LLP,2023-12-12,0.81,PostNL N.V.,archive
NL0012866412,Millennium Capital Management France SAS,2023-12-12,0.69,BE Semiconductor Industries N.V.,archive
NL0012817175,Millennium International Management LP,2023-12-12,0.79,Alfen N.V.,archive
NL0012866412,Millennium International Management LP,2023-12-12,0.57,BE Semiconductor Industries N.V.,archive
NL0015000D50,Otus Capital Management Ltd.,2023-12-12,0.5,NX Filtration N.V.,archive
NL0010558797,Qube Research & Technologies Ltd.,2023-12-12,0.5,OCI N.V.,archive
NL0000888691,"D. E. Shaw & Co., L.P.",2023-12-11,1.1,AMG Critical Materials N.V.,archive
NL0000888691,Marshall Wace LLP,2023-12-11,1.56,AMG Critical Materials N.V.,archive
NL0009739416,Marshall Wace LLP,2023-12-11,0.78,PostNL N.V.,archive
NL0012817175,Millennium International Management LP,2023-12-11,0.91,Alfen N.V.,archive
NL0012817175,Qube Research & Technologies Ltd.,2023-12-11,2.05,Alfen N.V.,archive
NL0011872643,Qube Research & Technologies Ltd.,2023-12-11,0.81,ASR Nederland N.V.,archive
NL0012817175,Voleon Capital Management LP,2023-12-11,1.3,Alfen N.V.,archive
NL0000009538,Citadel Advisors LLC,2023-12-08,0.78,Koninklijke Philips N.V.,archive
NL0000888691,"D. E. Shaw & Co., L.P.",2023-12-08,1.08,AMG Critical Materials N.V.,archive
NL0000888691,Marshall Wace LLP,2023-12-08,1.6,AMG Critical Materials N.V.,archive
NL0000337319,Marshall Wace LLP,2023-12-08,0.49,Koninklijke BAM Groep N.V.,archive
NL0012817175,Millennium International Management LP,2023-12-08,1.11,Alfen N.V.,archive
NL0012817175,Qube Research & Technologies Ltd.,2023-12-08,1.99,Alfen N.V.,archive
NL0000009082,Syquant Capital,2023-12-08,0.48,Koninklijke KPN N.V.,archive
NL0009739416,"WorldQuant, LLC",2023-12-08,0.51,PostNL N.V.,archive
NL0000888691,"D. E. Shaw & Co., L.P.",2023-12-07,1.19,AMG Critical Materials N.V.,archive
NL0012817175,JPMorgan Asset Management (UK) Ltd.,2023-12-07,0.78,Alfen N.V.,archive
NL0000888691,Marshall Wace LLP,2023-12-07,1.58,AMG Critical Materials N.V.,archive
NL0000009082,Syquant Capital,2023-12-07,0.5,Koninklijke KPN N.V.,archive
NL0000289213,Toscafund Asset Management LLP,2023-12-07,0.0,Wereldhave N.V.,archive
NL0000888691,Citadel Advisors LLC,2023-12-06,0.46,AMG Critical Materials N.V.,archive
NL0012817175,"D. E. Shaw & Co., L.P.",2023-12-06,0.47,Alfen N.V.,archive
NL0012866412,GLG Partners LP,2023-12-06,0.66,BE Semiconductor Industries N.V.,archive
NL0011872650,JPMorgan Asset Management (UK) Ltd.,2023-12-06,0.62,Basic-Fit N.V.,archive
NL0009739416,Marshall Wace LLP,2023-12-06,0.61,PostNL N.V.,archive
NL0000379121,AKO Capital LLP,2023-12-05,0.63,Randstad N.V.,archive
NL0012817175,"D. E. Shaw & Co., L.P.",2023-12-05,0.5,Alfen N.V.,archive
NL0000888691,Marshall Wace LLP,2023-12-05,1.69,AMG Critical Materials N.V.,archive
NL0009739416,Marshall Wace LLP,2023-12-05,0.57,PostNL N.V.,archive
NL0012817175,Millennium International Management LP,2023-12-05,1.02,Alfen N.V.,archive
NL0012817175,"PDT Partners, LLC",2023-12-05,0.59,Alfen N.V.,archive
NL0012817175,Qube Research & Technologies Ltd.,2023-12-05,2.04,Alfen N.V.,archive
NL0000289213,Toscafund Asset Management LLP,2023-12-05,0.66,Wereldhave N.V.,archive
NL0010801007,"AQR Capital Management, LLC",2023-12-04,0.59,IMCD N.V.,archive
NL0000888691,"D. E. Shaw & Co., L.P.",2023-12-04,1.23,AMG Critical Materials N.V.,archive
NL0013267909,Marshall Wace LLP,2023-12-04,0.5,Akzo Nobel N.V.,archive
NL0006237562,Marshall Wace LLP,2023-12-04,0.49,ARCADIS N.V.,archive
NL0000852523,Marshall Wace LLP,2023-12-04,0.5,TKH Group N.V.,archive
NL0012817175,Millennium International Management LP,2023-12-04,0.89,Alfen N.V.,archive
NL0012817175,"PDT Partners, LLC",2023-12-04,0.6,Alfen N.V.,archive
NL0011872643,Qube Research & Technologies Ltd.,2023-12-04,0.71,ASR Nederland N.V.,archive
NL0000009082,Syquant Capital,2023-12-04,0.47,Koninklijke KPN N.V.,archive
NL0012817175,Citadel Advisors LLC,2023-12-01,0.49,Alfen N.V.,archive
NL0000888691,Marshall Wace LLP,2023-12-01,1.73,AMG Critical Materials N.V.,archive
NL0012866412,"Point72 Asset Management, L.P.",2023-12-01,1.37,BE Semiconductor Industries N.V.,archive
NL0011821392,BlackRock Investment Management (UK) Limited,2023-11-30,1.04,Signify N.V.,archive
NL0010801007,Citadel Advisors Europe Limited,2023-11-30,0.47,IMCD N.V.,archive
NL0012817175,"D. E. Shaw & Co., L.P.",2023-11-30,0.47,Alfen N.V.,archive
NL0000888691,"D. E. Shaw & Co., L.P.",2023-11-30,1.19,AMG Critical Materials N.V.,archive
NL0012817175,Marshall Wace LLP,2023-11-30,0.53,Alfen N.V.,archive
NL0000337319,Marshall Wace LLP,2023-11-30,0.57,Koninklijke BAM Groep N.V.,archive
NL0000009538,Marshall Wace LLP,2023-11-30,0.61,Koninklijke Philips N.V.,archive
NL0012817175,Millennium International Management LP,2023-11-30,0.7,Alfen N.V.,archive
NL0012866412,Millennium International Management LP,2023-11-30,0.66,BE Semiconductor Industries N.V.,archive
NL0000009538,Millennium International Management LP,2023-11-30,0.16,Koninklijke Philips N.V.,archive
NL0012817175,Qube Research & Technologies Ltd.,2023-11-30,1.92,Alfen N.V.,archive
LU0569974404,Qube Research & Technologies Ltd.,2023-11-30,0.52,Aperam S.A.,archive
NL0011872643,Qube Research & Technologies Ltd.,2023-11-30,0.62,ASR Nederland N.V.,archive
NL0000289213,Toscafund Asset Management LLP,2023-11-30,0.76,Wereldhave N.V.,archive
NL0010801007,Citadel Advisors Europe Limited,2023-11-29,0.5,IMCD N.V.,archive
NL0012817175,Citadel Advisors LLC,2023-11-29,0.59,Alfen N.V.,archive
NL0000009538,Citadel Advisors LLC,2023-11-29,0.86,Koninklijke Philips N.V.,archive
NL0012817175,"D. E. Shaw & Co., L.P.",2023-11-29,0.5,Alfen N.V.,archive
NL0012817175,JPMorgan Asset Management (UK) Ltd.,2023-11-29,0.88,Alfen N.V.,archive
NL0012817175,Jupiter Investment Management Limited,2023-11-29,0.6,Alfen N.V.,archive
NL0000009082,Syquant Capital,2023-11-29,0.58,Koninklijke KPN N.V.,archive
NL0012817175,Citadel Advisors LLC,2023-11-28,0.62,Alfen N.V.,archive
NL0000009538,Citadel Advisors LLC,2023-11-28,0.9,Koninklijke Philips N.V.,archive
NL0011872650,"D. E. Shaw & Co. (London), LLP",2023-11-28,0.34,Basic-Fit N.V.,archive
NL0012817175,"D. E. Shaw & Co., L.P.",2023-11-28,0.48,Alfen N.V.,archive
NL0012817175,JPMorgan Asset Management (UK) Ltd.,2023-11-28,0.96,Alfen N.V.,archive
NL0012866412,Millennium International Management LP,2023-11-28,0.49,BE Semiconductor Industries N.V.,archive
NL0000009538,Millennium International Management LP,2023-11-28,0.62,Koninklijke Philips N.V.,archive
NL0012817175,"PDT Partners, LLC",2023-11-28,0.58,Alfen N.V.,archive
NL0000009082,Syquant Capital,2023-11-28,0.6,Koninklijke KPN N.V.,archive
NL0010801007,"AQR Capital Management, LLC",2023-11-27,0.6,IMCD N.V.,archive
NL0000888691,Citadel Advisors LLC,2023-11-27,0.53,AMG Critical Materials N.V.,archive
NL0012866412,"Point72 Asset Management, L.P.",2023-11-27,1.49,BE Semiconductor Industries N.V.,archive
BMG3602E1084,Marshall Wace LLP,2023-11-24,0.69,Flow Traders Ltd.,archive
NL0012866412,"Point72 Asset Management, L.P.",2023-11-24,1.5,BE Semiconductor Industries N.V.,archive
NL0000888691,Marshall Wace LLP,2023-11-23,1.89,AMG Critical Materials N.V.,archive
NL0000009538,Marshall Wace LLP,2023-11-23,0.5,Koninklijke Philips N.V.,archive
NL0012866412,Millennium International Management LP,2023-11-23,0.58,BE Semiconductor Industries N.V.,archive
NL0012817175,Qube Research & Technologies Ltd.,2023-11-23,1.88,Alfen N.V.,archive
NL0000888691,Capital Fund Management S.A.,2023-11-22,0.48,AMG Critical Materials N.V.,archive
NL0000337319,Marshall Wace LLP,2023-11-22,0.61,Koninklijke BAM Groep N.V.,archive
NL0012866412,Millennium Capital Management France SAS,2023-11-22,0.71,BE Semiconductor Industries N.V.,archive
NL0012817175,Millennium International Management LP,2023-11-22,0.6,Alfen N.V.,archive
NL0000009538,Millennium International Management LP,2023-11-22,0.51,Koninklijke Philips N.V.,archive
NL0000289213,Toscafund Asset Management LLP,2023-11-22,0.88,Wereldhave N.V.,archive
NL0012817175,AHL Partners LLP,2023-11-21,0.48,Alfen N.V.,archive
NL0010391025,"Arrowstreet Capital, Limited Partnership",2023-11-21,0.51,Pharming Group N.V.,archive
NL0012817175,Citadel Advisors LLC,2023-11-21,0.56,Alfen N.V.,archive
NL0012817175,"D. E. Shaw & Co., L.P.",2023-11-21,0.51,Alfen N.V.,archive
NL0000888691,"D. E. Shaw & Co., L.P.",2023-11-21,1.26,AMG Critical Materials N.V.,archive
NL0000888691,Marshall Wace LLP,2023-11-21,1.93,AMG Critical Materials N.V.,archive
NL0010391025,Marshall Wace LLP,2023-11-21,0.79,Pharming Group N.V.,archive
NL0015000CZ2,Otus Capital Management Ltd.,2023-11-21,0.44,Ebusco Holding N.V.,archive
NL0012817175,Qube Research & Technologies Ltd.,2023-11-21,1.9,Alfen N.V.,archive
NL0000289213,Toscafund Asset Management LLP,2023-11-21,0.94,Wereldhave N.V.,archive
NL0012817175,Voleon Capital Management LP,2023-11-21,1.2,Alfen N.V.,archive
NL0012817175,Walleye Capital LLC,2023-11-21,0.61,Alfen N.V.,archive
NL0012817175,AHL Partners LLP,2023-11-20,0.54,Alfen N.V.,archive
NL0000888691,"D. E. Shaw & Co., L.P.",2023-11-20,1.18,AMG Critical Materials N.V.,archive
NL0000888691,Marshall Wace LLP,2023-11-20,1.83,AMG Critical Materials N.V.,archive
NL0012817175,Millennium International Management LP,2023-11-20,0.54,Alfen N.V.,archive
NL0000888691,Capital Fund Management S.A.,2023-11-17,0.54,AMG Critical Materials N.V.,archive
NL0000888691,Marshall Wace LLP,2023-11-17,1.76,AMG Critical Materials N.V.,archive
NL0006237562,Marshall Wace LLP,2023-11-17,0.52,ARCADIS N.V.,archive
NL0012866412,Millennium International Management LP,2023-11-17,0.69,BE Semiconductor Industries N.V.,archive
NL0015000CZ2,Otus Capital Management Ltd.,2023-11-17,0.54,Ebusco Holding N.V.,archive
NL0012817175,Qube Research & Technologies Ltd.,2023-11-17,1.81,Alfen N.V.,archive
NL0012817175,Walleye Capital LLC,2023-11-17,0.53,Alfen N.V.,archive
NL0012817175,AHL Partners LLP,2023-11-16,0.68,Alfen N.V.,archive
NL0000888691,Citadel Advisors LLC,2023-11-16,0.41,AMG Critical Materials N.V.,archive
NL0000888691,Marshall Wace LLP,2023-11-16,1.62,AMG Critical Materials N.V.,archive
NL0015000CZ2,Otus Capital Management Ltd.,2023-11-16,0.69,Ebusco Holding N.V.,archive
NL0012969182,Qube Research & Technologies Ltd.,2023-11-16,0.49,Adyen N.V.,archive
BE0003818359,Qube Research & Technologies Ltd.,2023-11-16,0.49,Lakefront Biotherapeutics NV,archive
NL0012817175,AHL Partners LLP,2023-11-15,0.74,Alfen N.V.,archive
NL0012969182,"AQR Capital Management, LLC",2023-11-15,0.48,Adyen N.V.,archive
