issuer_name,isin,net_short_position,position_holder,position_date,source
InPost S.A.,LU2290522684,0.53,Marshall Wace LLP,2022-03-28,archive
Koninklijke Philips N.V.,NL0000009538,0.61,Marshall Wace LLP,2022-03-28,archive
PostNL N.V.,NL0009739416,1.37,Marshall Wace LLP,2022-03-28,archive
Unibail-Rodamco-Westfield SE,FR0013326246,0.5,Marshall Wace LLP,2022-03-28,archive
Wereldhave N.V.,NL0000289213,3.39,"Woodson Capital Master Fund, LP",2022-03-28,archive
Alfen N.V.,NL0012817175,1.0,"Arrowstreet Capital, Limited Partnership",2022-03-25,archive
Basic-Fit N.V.,NL0011872650,1.17,Citadel Advisors Europe Limited,2022-03-25,archive
Alfen N.V.,NL0012817175,0.76,Marshall Wace LLP,2022-03-25,archive
Alfen N.V.,NL0012817175,0.58,Voleon Capital Management LP,2022-03-25,archive
Flow Traders Ltd.,NL0011279492,0.58,"WorldQuant, LLC",2022-03-25,archive
Koninklijke BAM Groep N.V.,NL0000337319,0.61,"WorldQuant, LLC",2022-03-25,archive
Koninklijke BAM Groep N.V.,NL0000337319,0.31,Citadel Advisors LLC,2022-03-24,archive
Alfen N.V.,NL0012817175,0.87,Marshall Wace LLP,2022-03-24,archive
Aperam S.A.,LU0569974404,0.69,Millennium Capital Partners LLP,2022-03-24,archive
TomTom N.V.,NL0013332471,0.69,"WorldQuant, LLC",2022-03-24,archive
Galapagos NV,BE0003818359,0.49,"AQR Capital Management, LLC",2022-03-23,archive
Basic-Fit N.V.,NL0011872650,0.44,Canada Pension Plan Investment Board,2022-03-23,archive
Koninklijke BAM Groep N.V.,NL0000337319,0.5,Citadel Advisors LLC,2022-03-23,archive
Wereldhave N.V.,NL0000289213,0.53,Franklin Templeton Investment Management Limited,2022-03-23,archive
CM.com N.V.,NL0012747059,0.84,Highbridge Capital Management LLC,2022-03-23,archive
InPost S.A.,LU2290522684,0.6,Marshall Wace LLP,2022-03-23,archive
PostNL N.V.,NL0009739416,1.48,Marshall Wace LLP,2022-03-23,archive
Aperam S.A.,LU0569974404,0.79,Millennium Capital Partners LLP,2022-03-23,archive
Pharming Group N.V.,NL0010391025,1.06,Pictet Asset Management Limited,2022-03-23,archive
Flow Traders Ltd.,NL0011279492,0.67,"WorldQuant, LLC",2022-03-23,archive
Basic-Fit N.V.,NL0011872650,0.71,CapeView Capital LLP,2022-03-22,archive
Basic-Fit N.V.,NL0011872650,1.23,Citadel Advisors Europe Limited,2022-03-22,archive
BE Semiconductor Industries N.V.,NL0012866412,1.2,"Davidson Kempner European Partners, LLP",2022-03-22,archive
TomTom N.V.,NL0013332471,0.49,Marshall Wace LLP,2022-03-22,archive
Wereldhave N.V.,NL0000289213,3.47,"Woodson Capital Master Fund, LP",2022-03-22,archive
Pharming Group N.V.,NL0010391025,0.52,Citadel Advisors LLC,2022-03-21,archive
ABN AMRO Bank NV,NL0011540547,0.8,Marshall Wace LLP,2022-03-21,archive
PostNL N.V.,NL0009739416,0.61,Millennium Capital Partners LLP,2022-03-21,archive
Basic-Fit N.V.,NL0011872650,0.59,Canada Pension Plan Investment Board,2022-03-18,archive
InPost S.A.,LU2290522684,0.42,Kuvari Partners LLP,2022-03-18,archive
Aperam S.A.,LU0569974404,0.42,Millennium International Management LP,2022-03-18,archive
PostNL N.V.,NL0009739416,0.32,Millennium International Management LP,2022-03-18,archive
Alfen N.V.,NL0012817175,0.69,Voleon Capital Management LP,2022-03-18,archive
Flow Traders Ltd.,NL0011279492,0.79,"WorldQuant, LLC",2022-03-18,archive
Koninklijke BAM Groep N.V.,NL0000337319,0.79,"WorldQuant, LLC",2022-03-18,archive
ABN AMRO Bank NV,NL0011540547,0.79,Marshall Wace LLP,2022-03-17,archive
InPost S.A.,LU2290522684,0.52,Marshall Wace LLP,2022-03-17,archive
Aperam S.A.,LU0569974404,0.82,Millennium International Management LP,2022-03-17,archive
Pharming Group N.V.,NL0010391025,1.19,Pictet Asset Management Limited,2022-03-17,archive
Signify N.V.,NL0011821392,0.61,Sandbar Assets Management LLP,2022-03-17,archive
AMG Critical Materials N.V.,NL0000888691,0.78,Systematica Investments Limited,2022-03-17,archive
Flow Traders Ltd.,NL0011279492,0.84,"WorldQuant, LLC",2022-03-17,archive
Galapagos NV,BE0003818359,0.5,"AQR Capital Management, LLC",2022-03-16,archive
IMCD N.V.,NL0010801007,0.49,"AQR Capital Management, LLC",2022-03-16,archive
Basic-Fit N.V.,NL0011872650,0.69,CapeView Capital LLP,2022-03-16,archive
Koninklijke BAM Groep N.V.,NL0000337319,0.47,Citadel Advisors LLC,2022-03-16,archive
ABN AMRO Bank NV,NL0011540547,0.81,Marshall Wace LLP,2022-03-16,archive
Koninklijke Philips N.V.,NL0000009538,0.51,Marshall Wace LLP,2022-03-16,archive
Aperam S.A.,LU0569974404,0.89,Millennium Capital Partners LLP,2022-03-16,archive
Alfen N.V.,NL0012817175,0.68,Rye Bay Capital LLP,2022-03-16,archive
ABN AMRO Bank NV,NL0011540547,0.48,"WorldQuant, LLC",2022-03-16,archive
Basic-Fit N.V.,NL0011872650,0.68,Canada Pension Plan Investment Board,2022-03-15,archive
Basic-Fit N.V.,NL0011872650,0.7,CapeView Capital LLP,2022-03-15,archive
Basic-Fit N.V.,NL0011872650,1.12,Citadel Advisors Europe Limited,2022-03-15,archive
Koninklijke BAM Groep N.V.,NL0000337319,0.53,Citadel Advisors LLC,2022-03-15,archive
BE Semiconductor Industries N.V.,NL0012866412,0.51,"D. E. Shaw & Co., L.P.",2022-03-15,archive
Unibail-Rodamco-Westfield SE,FR0013326246,0.5,Kintbury Capital LLP,2022-03-15,archive
Aperam S.A.,LU0569974404,0.94,Millennium Capital Partners LLP,2022-03-15,archive
Aperam S.A.,LU0569974404,0.7,Millennium International Management LP,2022-03-15,archive
PostNL N.V.,NL0009739416,0.5,Millennium International Management LP,2022-03-15,archive
Flow Traders Ltd.,NL0011279492,0.97,"WorldQuant, LLC",2022-03-15,archive
Aperam S.A.,LU0569974404,0.66,Millennium International Management LP,2022-03-14,archive
Flow Traders Ltd.,NL0011279492,1.02,"WorldQuant, LLC",2022-03-14,archive
Koninklijke BAM Groep N.V.,NL0000337319,0.85,"WorldQuant, LLC",2022-03-14,archive
Alfen N.V.,NL0012817175,0.47,AllianceBernstein L.P.,2022-03-11,archive
ABN AMRO Bank NV,NL0011540547,0.72,Marshall Wace LLP,2022-03-11,archive
Alfen N.V.,NL0012817175,0.98,Marshall Wace LLP,2022-03-11,archive
PostNL N.V.,NL0009739416,1.57,Marshall Wace LLP,2022-03-11,archive
Aperam S.A.,LU0569974404,1.06,Millennium Capital Partners LLP,2022-03-11,archive
Aperam S.A.,LU0569974404,0.59,Millennium International Management LP,2022-03-11,archive
ABN AMRO Bank NV,NL0011540547,0.51,"WorldQuant, LLC",2022-03-11,archive
Flow Traders Ltd.,NL0011279492,1.12,"WorldQuant, LLC",2022-03-11,archive
Koninklijke BAM Groep N.V.,NL0000337319,0.78,"WorldQuant, LLC",2022-03-11,archive
AMG Critical Materials N.V.,NL0000888691,0.87,Capital Fund Management S.A.,2022-03-10,archive
Basic-Fit N.V.,NL0011872650,1.09,Citadel Advisors Europe Limited,2022-03-10,archive
BE Semiconductor Industries N.V.,NL0012866412,0.49,"D. E. Shaw & Co., L.P.",2022-03-10,archive
Aperam S.A.,LU0569974404,1.2,Millennium Capital Partners LLP,2022-03-10,archive
Aperam S.A.,LU0569974404,0.61,Millennium International Management LP,2022-03-10,archive
AMG Critical Materials N.V.,NL0000888691,0.92,Capital Fund Management S.A.,2022-03-09,archive
ABN AMRO Bank NV,NL0011540547,0.68,Marshall Wace LLP,2022-03-09,archive
Alfen N.V.,NL0012817175,0.53,AllianceBernstein L.P.,2022-03-08,archive
Wereldhave N.V.,NL0000289213,0.65,Franklin Templeton Investment Management Limited,2022-03-08,archive
InPost S.A.,LU2290522684,0.53,Kuvari Partners LLP,2022-03-08,archive
Alfen N.V.,NL0012817175,1.0,Marshall Wace LLP,2022-03-08,archive
Alfen N.V.,NL0012817175,0.42,Millennium Capital Partners LLP,2022-03-08,archive
Aperam S.A.,LU0569974404,1.15,Millennium Capital Partners LLP,2022-03-08,archive
PostNL N.V.,NL0009739416,0.52,Millennium Capital Partners LLP,2022-03-08,archive
Ebusco Holding N.V.,NL0015000CZ2,0.48,Otus Capital Management Ltd.,2022-03-08,archive
Alfen N.V.,NL0012817175,0.79,Voleon Capital Management LP,2022-03-08,archive
CM.com N.V.,NL0012747059,0.78,Highbridge Capital Management LLC,2022-03-07,archive
ABN AMRO Bank NV,NL0011540547,0.75,Marshall Wace LLP,2022-03-07,archive
PostNL N.V.,NL0009739416,1.6,Marshall Wace LLP,2022-03-07,archive
Alfen N.V.,NL0012817175,0.51,Millennium Capital Partners LLP,2022-03-07,archive
PostNL N.V.,NL0009739416,0.48,Millennium Capital Partners LLP,2022-03-07,archive
Koninklijke BAM Groep N.V.,NL0000337319,0.65,"WorldQuant, LLC",2022-03-07,archive
Basic-Fit N.V.,NL0011872650,1.17,Citadel Advisors Europe Limited,2022-03-04,archive
ABN AMRO Bank NV,NL0011540547,0.87,Marshall Wace LLP,2022-03-04,archive
Alfen N.V.,NL0012817175,0.93,Marshall Wace LLP,2022-03-04,archive
Galapagos NV,BE0003818359,0.69,Marshall Wace LLP,2022-03-04,archive
Alfen N.V.,NL0012817175,0.62,Millennium Capital Partners LLP,2022-03-04,archive
Aperam S.A.,LU0569974404,1.04,Millennium Capital Partners LLP,2022-03-04,archive
Aperam S.A.,LU0569974404,0.56,Millennium International Management LP,2022-03-04,archive
BE Semiconductor Industries N.V.,NL0012866412,0.46,"Point72 Europe (London), LLP",2022-03-04,archive
BE Semiconductor Industries N.V.,NL0012866412,0.49,Renaissance Technologies LLC,2022-03-04,archive
Signify N.V.,NL0011821392,0.53,Sandbar Assets Management LLP,2022-03-04,archive
Alfen N.V.,NL0012817175,0.86,Voleon Capital Management LP,2022-03-04,archive
PostNL N.V.,NL0009739416,0.4,"WorldQuant, LLC",2022-03-04,archive
Wereldhave N.V.,NL0000289213,0.4,Adelphi Capital LLP,2022-03-03,archive
Alfen N.V.,NL0012817175,0.61,AllianceBernstein L.P.,2022-03-03,archive
IMCD N.V.,NL0010801007,0.5,"AQR Capital Management, LLC",2022-03-03,archive
Alfen N.V.,NL0012817175,0.8,Marshall Wace LLP,2022-03-03,archive
Alfen N.V.,NL0012817175,0.71,Millennium Capital Partners LLP,2022-03-03,archive
Aperam S.A.,LU0569974404,0.96,Millennium Capital Partners LLP,2022-03-03,archive
BE Semiconductor Industries N.V.,NL0012866412,0.5,Renaissance Technologies LLC,2022-03-03,archive
Alfen N.V.,NL0012817175,0.9,Voleon Capital Management LP,2022-03-03,archive
Flow Traders Ltd.,NL0011279492,1.2,"WorldQuant, LLC",2022-03-03,archive
Koninklijke BAM Groep N.V.,NL0000337319,0.53,"WorldQuant, LLC",2022-03-03,archive
PostNL N.V.,NL0009739416,0.51,"WorldQuant, LLC",2022-03-03,archive
Wereldhave N.V.,NL0000289213,0.67,Adelphi Capital LLP,2022-03-02,archive
Alfen N.V.,NL0012817175,0.98,"Arrowstreet Capital, Limited Partnership",2022-03-02,archive
Koninklijke BAM Groep N.V.,NL0000337319,0.49,Citadel Advisors LLC,2022-03-02,archive
Wereldhave N.V.,NL0000289213,0.5,Franklin Templeton Investment Management Limited,2022-03-02,archive
ABN AMRO Bank NV,NL0011540547,0.95,Marshall Wace LLP,2022-03-02,archive
BE Semiconductor Industries N.V.,NL0012866412,0.69,"Point72 Europe (London), LLP",2022-03-02,archive
Alfen N.V.,NL0012817175,0.89,Voleon Capital Management LP,2022-03-02,archive
Wereldhave N.V.,NL0000289213,3.77,"Woodson Capital Master Fund, LP",2022-03-02,archive
Alfen N.V.,NL0012817175,0.47,"BlackRock Institutional Trust Company, National Association",2022-03-01,archive
Basic-Fit N.V.,NL0011872650,0.64,CapeView Capital LLP,2022-03-01,archive
PostNL N.V.,NL0009739416,1.59,Marshall Wace LLP,2022-03-01,archive
Alfen N.V.,NL0012817175,0.67,Millennium Capital Partners LLP,2022-03-01,archive
PostNL N.V.,NL0009739416,0.53,Millennium Capital Partners LLP,2022-03-01,archive
PostNL N.V.,NL0009739416,0.49,Millennium International Management LP,2022-03-01,archive
BE Semiconductor Industries N.V.,NL0012866412,0.78,"Point72 Europe (London), LLP",2022-03-01,archive
AMG Critical Materials N.V.,NL0000888691,0.89,Capital Fund Management S.A.,2022-02-28,archive
Basic-Fit N.V.,NL0011872650,1.21,Citadel Advisors Europe Limited,2022-02-28,archive
Flow Traders Ltd.,NL0011279492,0.48,"D. E. Shaw & Co., L.P.",2022-02-28,archive
InPost S.A.,LU2290522684,0.27,Kuvari Partners LLP,2022-02-28,archive
ABN AMRO Bank NV,NL0011540547,1.06,Marshall Wace LLP,2022-02-28,archive
Alfen N.V.,NL0012817175,0.73,Marshall Wace LLP,2022-02-28,archive
Galapagos NV,BE0003818359,0.49,Qube Research & Technologies Ltd.,2022-02-28,archive
Koninklijke BAM Groep N.V.,NL0000337319,0.56,Citadel Advisors LLC,2022-02-25,archive
InPost S.A.,LU2290522684,0.5,Kuvari Partners LLP,2022-02-25,archive
Koninklijke Philips N.V.,NL0000009538,0.49,Marshall Wace LLP,2022-02-25,archive
PostNL N.V.,NL0009739416,0.67,Millennium Capital Partners LLP,2022-02-25,archive
Alfen N.V.,NL0012817175,0.8,Rye Bay Capital LLP,2022-02-25,archive
Basic-Fit N.V.,NL0011872650,1.19,Citadel Advisors Europe Limited,2022-02-24,archive
ABN AMRO Bank NV,NL0011540547,1.15,Marshall Wace LLP,2022-02-24,archive
PostNL N.V.,NL0009739416,1.67,Marshall Wace LLP,2022-02-24,archive
TomTom N.V.,NL0013332471,0.59,Marshall Wace LLP,2022-02-24,archive
PostNL N.V.,NL0009739416,0.51,Millennium International Management LP,2022-02-24,archive
BE Semiconductor Industries N.V.,NL0012866412,0.49,Renaissance Technologies LLC,2022-02-24,archive
Alfen N.V.,NL0012817175,0.91,Voleon Capital Management LP,2022-02-24,archive
CM.com N.V.,NL0012747059,0.67,Whitebox Advisors LLC,2022-02-24,archive
Wereldhave N.V.,NL0000289213,0.74,Adelphi Capital LLP,2022-02-23,archive
Flow Traders Ltd.,NL0011279492,0.5,"D. E. Shaw & Co., L.P.",2022-02-23,archive
Galapagos NV,BE0003818359,0.71,Marshall Wace LLP,2022-02-23,archive
Koninklijke Philips N.V.,NL0000009538,0.59,Marshall Wace LLP,2022-02-23,archive
Alfen N.V.,NL0012817175,0.5,Millennium Capital Partners LLP,2022-02-23,archive
PostNL N.V.,NL0009739416,0.7,Millennium Capital Partners LLP,2022-02-23,archive
BE Semiconductor Industries N.V.,NL0012866412,0.63,"Point72 Europe (London), LLP",2022-02-23,archive
BE Semiconductor Industries N.V.,NL0012866412,0.5,Renaissance Technologies LLC,2022-02-23,archive
Wereldhave N.V.,NL0000289213,3.89,"Woodson Capital Master Fund, LP",2022-02-23,archive
Wereldhave N.V.,NL0000289213,0.89,Adelphi Capital LLP,2022-02-22,archive
Alfen N.V.,NL0012817175,0.51,"BlackRock Institutional Trust Company, National Association",2022-02-22,archive
AMG Critical Materials N.V.,NL0000888691,0.93,Capital Fund Management S.A.,2022-02-22,archive
BE Semiconductor Industries N.V.,NL0012866412,0.58,"Point72 Europe (London), LLP",2022-02-22,archive
BE Semiconductor Industries N.V.,NL0012866412,0.49,Renaissance Technologies LLC,2022-02-22,archive
Alfen N.V.,NL0012817175,0.83,Voleon Capital Management LP,2022-02-22,archive
Flow Traders Ltd.,NL0011279492,1.12,"WorldQuant, LLC",2022-02-22,archive
PostNL N.V.,NL0009739416,0.68,"WorldQuant, LLC",2022-02-22,archive
TomTom N.V.,NL0013332471,0.72,"WorldQuant, LLC",2022-02-22,archive
Wereldhave N.V.,NL0000289213,0.99,Adelphi Capital LLP,2022-02-21,archive
BE Semiconductor Industries N.V.,NL0012866412,0.5,"D. E. Shaw & Co., L.P.",2022-02-21,archive
PostNL N.V.,NL0009739416,1.78,Marshall Wace LLP,2022-02-21,archive
Aperam S.A.,LU0569974404,0.88,Millennium Capital Partners LLP,2022-02-21,archive
PostNL N.V.,NL0009739416,0.67,Millennium Capital Partners LLP,2022-02-21,archive
BE Semiconductor Industries N.V.,NL0012866412,0.64,"Point72 Europe (London), LLP",2022-02-21,archive
AMG Critical Materials N.V.,NL0000888691,0.39,Qube Research & Technologies Ltd.,2022-02-21,archive
Alfen N.V.,NL0012817175,0.79,Voleon Capital Management LP,2022-02-21,archive
Wereldhave N.V.,NL0000289213,1.15,Adelphi Capital LLP,2022-02-18,archive
SBM Offshore N.V.,NL0000360618,0.98,Marshall Wace LLP,2022-02-18,archive
PostNL N.V.,NL0009739416,0.7,Millennium Capital Partners LLP,2022-02-18,archive
BE Semiconductor Industries N.V.,NL0012866412,0.7,"Point72 Europe (London), LLP",2022-02-18,archive
BE Semiconductor Industries N.V.,NL0012866412,0.5,Renaissance Technologies LLC,2022-02-18,archive
Alfen N.V.,NL0012817175,0.62,Voleon Capital Management LP,2022-02-18,archive
Wereldhave N.V.,NL0000289213,1.3,Adelphi Capital LLP,2022-02-17,archive
Koninklijke BAM Groep N.V.,NL0000337319,0.67,Citadel Advisors LLC,2022-02-17,archive
Alfen N.V.,NL0012817175,0.46,"D. E. Shaw & Co., L.P.",2022-02-17,archive
Koninklijke Philips N.V.,NL0000009538,0.6,Marshall Wace LLP,2022-02-17,archive
PostNL N.V.,NL0009739416,1.85,Marshall Wace LLP,2022-02-17,archive
PostNL N.V.,NL0009739416,0.69,Millennium Capital Partners LLP,2022-02-17,archive
Aperam S.A.,LU0569974404,0.48,Millennium International Management LP,2022-02-17,archive
BE Semiconductor Industries N.V.,NL0012866412,0.57,"Point72 Europe (London), LLP",2022-02-17,archive
Fugro N.V.,NL00150003E1,0.49,"WorldQuant, LLC",2022-02-17,archive
Wereldhave N.V.,NL0000289213,1.48,Adelphi Capital LLP,2022-02-16,archive
AMG Critical Materials N.V.,NL0000888691,0.88,Capital Fund Management S.A.,2022-02-16,archive
Koninklijke BAM Groep N.V.,NL0000337319,0.45,Citadel Advisors LLC,2022-02-16,archive
ABN AMRO Bank NV,NL0011540547,1.2,Marshall Wace LLP,2022-02-16,archive
Alfen N.V.,NL0012817175,0.67,Marshall Wace LLP,2022-02-16,archive
Aperam S.A.,LU0569974404,0.98,Millennium Capital Partners LLP,2022-02-16,archive
Wereldhave N.V.,NL0000289213,3.92,"Woodson Capital Master Fund, LP",2022-02-16,archive
Flow Traders Ltd.,NL0011279492,1.01,"WorldQuant, LLC",2022-02-16,archive
PostNL N.V.,NL0009739416,0.74,"WorldQuant, LLC",2022-02-16,archive
Wereldhave N.V.,NL0000289213,1.63,Adelphi Capital LLP,2022-02-15,archive
Koninklijke BAM Groep N.V.,NL0000337319,0.5,Citadel Advisors LLC,2022-02-15,archive
AMG Critical Materials N.V.,NL0000888691,0.49,"Connor, Clark & Lunn Investment Management Ltd.",2022-02-15,archive
TomTom N.V.,NL0013332471,0.68,"WorldQuant, LLC",2022-02-15,archive
Wereldhave N.V.,NL0000289213,1.72,Adelphi Capital LLP,2022-02-14,archive
ASR Nederland N.V.,NL0011872643,0.35,Citadel Advisors LLC,2022-02-14,archive
TomTom N.V.,NL0013332471,0.65,Marshall Wace LLP,2022-02-14,archive
Aperam S.A.,LU0569974404,1.05,Millennium Capital Partners LLP,2022-02-14,archive
BE Semiconductor Industries N.V.,NL0012866412,0.66,"Point72 Europe (London), LLP",2022-02-14,archive
AMG Critical Materials N.V.,NL0000888691,0.53,Qube Research & Technologies Ltd.,2022-02-14,archive
Alfen N.V.,NL0012817175,0.94,Rye Bay Capital LLP,2022-02-14,archive
Flow Traders Ltd.,NL0011279492,0.91,"WorldQuant, LLC",2022-02-14,archive
PostNL N.V.,NL0009739416,0.88,"WorldQuant, LLC",2022-02-14,archive
TomTom N.V.,NL0013332471,0.7,"WorldQuant, LLC",2022-02-14,archive
Eurocommercial Properties N.V.,NL0015000K93,0.44,Adelphi Capital LLP,2022-02-11,archive
Basic-Fit N.V.,NL0011872650,0.52,CapeView Capital LLP,2022-02-11,archive
ABN AMRO Bank NV,NL0011540547,1.11,Marshall Wace LLP,2022-02-11,archive
PostNL N.V.,NL0009739416,1.98,Marshall Wace LLP,2022-02-11,archive
Aperam S.A.,LU0569974404,0.89,Millennium Capital Partners LLP,2022-02-11,archive
Eurocommercial Properties N.V.,NL0015000K93,0.76,Adelphi Capital LLP,2022-02-10,archive
Wereldhave N.V.,NL0000289213,1.83,Adelphi Capital LLP,2022-02-10,archive
ABN AMRO Bank NV,NL0011540547,1.05,Marshall Wace LLP,2022-02-10,archive
Alfen N.V.,NL0012817175,0.88,Marshall Wace LLP,2022-02-10,archive
Galapagos NV,BE0003818359,0.63,Marshall Wace LLP,2022-02-10,archive
SBM Offshore N.V.,NL0000360618,1.02,Marshall Wace LLP,2022-02-10,archive
Alfen N.V.,NL0012817175,0.75,Rye Bay Capital LLP,2022-02-10,archive
Wereldhave N.V.,NL0000289213,4.04,"Woodson Capital Master Fund, LP",2022-02-10,archive
Flow Traders Ltd.,NL0011279492,0.82,"WorldQuant, LLC",2022-02-10,archive
PostNL N.V.,NL0009739416,0.92,"WorldQuant, LLC",2022-02-10,archive
TomTom N.V.,NL0013332471,0.69,"WorldQuant, LLC",2022-02-10,archive
Wereldhave N.V.,NL0000289213,2.02,Adelphi Capital LLP,2022-02-09,archive
IMCD N.V.,NL0010801007,0.49,"AQR Capital Management, LLC",2022-02-09,archive
TomTom N.V.,NL0013332471,0.49,Citadel Advisors LLC,2022-02-09,archive
ABN AMRO Bank NV,NL0011540547,0.89,Marshall Wace LLP,2022-02-09,archive
TomTom N.V.,NL0013332471,0.74,Marshall Wace LLP,2022-02-09,archive
Alfen N.V.,NL0012817175,0.56,Rye Bay Capital LLP,2022-02-09,archive
PostNL N.V.,NL0009739416,1.0,"WorldQuant, LLC",2022-02-09,archive
Eurocommercial Properties N.V.,NL0015000K93,0.97,Adelphi Capital LLP,2022-02-08,archive
CM.com N.V.,NL0012747059,0.84,Highbridge Capital Management LLC,2022-02-08,archive
Koninklijke Philips N.V.,NL0000009538,0.52,Marshall Wace LLP,2022-02-08,archive
Flow Traders Ltd.,NL0011279492,0.7,"WorldQuant, LLC",2022-02-08,archive
AMG Critical Materials N.V.,NL0000888691,0.91,Capital Fund Management S.A.,2022-02-07,archive
TomTom N.V.,NL0013332471,0.54,Citadel Advisors LLC,2022-02-07,archive
Alfen N.V.,NL0012817175,0.99,Marshall Wace LLP,2022-02-07,archive
Galapagos NV,BE0003818359,0.51,Marshall Wace LLP,2022-02-07,archive
PostNL N.V.,NL0009739416,2.0,Marshall Wace LLP,2022-02-07,archive
TomTom N.V.,NL0013332471,0.86,Marshall Wace LLP,2022-02-07,archive
PostNL N.V.,NL0009739416,0.71,Millennium Capital Partners LLP,2022-02-07,archive
BE Semiconductor Industries N.V.,NL0012866412,0.92,"Point72 Europe (London), LLP",2022-02-07,archive
PostNL N.V.,NL0009739416,1.16,"WorldQuant, LLC",2022-02-07,archive
TomTom N.V.,NL0013332471,0.72,"WorldQuant, LLC",2022-02-07,archive
Eurocommercial Properties N.V.,NL0015000K93,1.02,Adelphi Capital LLP,2022-02-04,archive
Wereldhave N.V.,NL0000289213,2.25,Adelphi Capital LLP,2022-02-04,archive
TomTom N.V.,NL0013332471,0.72,Citadel Advisors LLC,2022-02-04,archive
TomTom N.V.,NL0013332471,0.97,Marshall Wace LLP,2022-02-04,archive
Aperam S.A.,LU0569974404,0.99,Millennium Capital Partners LLP,2022-02-04,archive
PostNL N.V.,NL0009739416,0.69,Millennium Capital Partners LLP,2022-02-04,archive
BE Semiconductor Industries N.V.,NL0012866412,0.88,"Point72 Europe (London), LLP",2022-02-04,archive
Fugro N.V.,NL00150003E1,0.59,"WorldQuant, LLC",2022-02-04,archive
TomTom N.V.,NL0013332471,0.62,"WorldQuant, LLC",2022-02-04,archive
Eurocommercial Properties N.V.,NL0015000K93,1.58,Adelphi Capital LLP,2022-02-03,archive
Wereldhave N.V.,NL0000289213,2.47,Adelphi Capital LLP,2022-02-03,archive
Alfen N.V.,NL0012817175,0.83,AllianceBernstein L.P.,2022-02-03,archive
AMG Critical Materials N.V.,NL0000888691,0.86,Capital Fund Management S.A.,2022-02-03,archive
ABN AMRO Bank NV,NL0011540547,0.92,Marshall Wace LLP,2022-02-03,archive
Alfen N.V.,NL0012817175,1.0,Marshall Wace LLP,2022-02-03,archive
PostNL N.V.,NL0009739416,1.9,Marshall Wace LLP,2022-02-03,archive
PostNL N.V.,NL0009739416,0.72,Millennium Capital Partners LLP,2022-02-03,archive
Aperam S.A.,LU0569974404,0.52,Millennium International Management LP,2022-02-03,archive
Ebusco Holding N.V.,NL0015000CZ2,0.5,Otus Capital Management Ltd.,2022-02-03,archive
Galapagos NV,BE0003818359,0.53,Qube Research & Technologies Ltd.,2022-02-03,archive
Flow Traders Ltd.,NL0011279492,0.61,"WorldQuant, LLC",2022-02-03,archive
PostNL N.V.,NL0009739416,1.29,"WorldQuant, LLC",2022-02-03,archive
Eurocommercial Properties N.V.,NL0015000K93,1.65,Adelphi Capital LLP,2022-02-02,archive
Wereldhave N.V.,NL0000289213,2.65,Adelphi Capital LLP,2022-02-02,archive
Alfen N.V.,NL0012817175,0.78,AllianceBernstein L.P.,2022-02-02,archive
ArcelorMittal S.A.,LU1598757687,0.5,"D. E. Shaw & Co. (London), LLP",2022-02-01,archive
Alfen N.V.,NL0012817175,0.99,Marshall Wace LLP,2022-02-01,archive
TomTom N.V.,NL0013332471,1.11,Marshall Wace LLP,2022-02-01,archive
PostNL N.V.,NL0009739416,0.67,Millennium Capital Partners LLP,2022-02-01,archive
PostNL N.V.,NL0009739416,0.49,Millennium International Management LP,2022-02-01,archive
BE Semiconductor Industries N.V.,NL0012866412,0.9,"Point72 Europe (London), LLP",2022-02-01,archive
Galapagos NV,BE0003818359,0.45,Qube Research & Technologies Ltd.,2022-02-01,archive
Eurocommercial Properties N.V.,NL0015000K93,1.88,Adelphi Capital LLP,2022-01-31,archive
PostNL N.V.,NL0009739416,0.71,Millennium Capital Partners LLP,2022-01-31,archive
Galapagos NV,BE0003818359,0.7,Qube Research & Technologies Ltd.,2022-01-31,archive
TomTom N.V.,NL0013332471,0.58,"WorldQuant, LLC",2022-01-31,archive
ASR Nederland N.V.,NL0011872643,0.53,Citadel Advisors LLC,2022-01-28,archive
ABN AMRO Bank NV,NL0011540547,0.8,Marshall Wace LLP,2022-01-28,archive
TomTom N.V.,NL0013332471,1.02,Marshall Wace LLP,2022-01-28,archive
PostNL N.V.,NL0009739416,0.5,Millennium International Management LP,2022-01-28,archive
BE Semiconductor Industries N.V.,NL0012866412,0.83,"Point72 Europe (London), LLP",2022-01-28,archive
Fugro N.V.,NL00150003E1,0.6,"WorldQuant, LLC",2022-01-28,archive
PostNL N.V.,NL0009739416,1.38,"WorldQuant, LLC",2022-01-28,archive
Eurocommercial Properties N.V.,NL0015000K93,1.93,Adelphi Capital LLP,2022-01-27,archive
Galapagos NV,BE0003818359,0.44,Canada Pension Plan Investment Board,2022-01-27,archive
Unibail-Rodamco-Westfield SE,FR0013326246,0.46,Kintbury Capital LLP,2022-01-27,archive
ARCADIS N.V.,NL0006237562,0.47,Pelham Capital Ltd.,2022-01-27,archive
Galapagos NV,BE0003818359,0.69,Qube Research & Technologies Ltd.,2022-01-27,archive
AMG Critical Materials N.V.,NL0000888691,0.89,Systematica Investments Limited,2022-01-27,archive
Flow Traders Ltd.,NL0011279492,0.59,"WorldQuant, LLC",2022-01-27,archive
AMG Critical Materials N.V.,NL0000888691,0.43,Citadel Advisors LLC,2022-01-26,archive
