issuer_name,isin,net_short_position,position_holder,position_date,source
Fugro N.V.,NL0000352565,0.82,Marshall Wace LLP,2018-06-19,archive
PostNL N.V.,NL0009739416,0.79,Marshall Wace LLP,2018-06-19,archive
Pharming Group N.V.,NL0010391025,0.46,"PDT Partners, LLC",2018-06-19,archive
Fugro N.V.,NL0000352565,1.2,AHL Partners LLP,2018-06-18,archive
NN Group N.V.,NL0010773842,0.68,B&G Master Fund Plc,2018-06-18,archive
Fugro N.V.,NL0000352565,1.12,Jupiter Investment Management Limited,2018-06-18,archive
ARCADIS N.V.,NL0006237562,2.01,Lansdowne Partners (UK) LLP,2018-06-18,archive
PostNL N.V.,NL0009739416,0.81,Marshall Wace LLP,2018-06-18,archive
TomTom N.V.,NL0000387058,0.7,Marshall Wace LLP,2018-06-18,archive
Wereldhave N.V.,NL0000289213,2.58,Marshall Wace LLP,2018-06-18,archive
AMG Critical Materials N.V.,NL0000888691,0.88,Millennium International Management LP,2018-06-18,archive
Pharming Group N.V.,NL0010391025,0.53,"PDT Partners, LLC",2018-06-18,archive
Galapagos NV,BE0003818359,0.59,"WorldQuant, LLC",2018-06-18,archive
Galapagos NV,BE0003818359,2.49,"AQR Capital Management, LLC",2018-06-15,archive
TomTom N.V.,NL0000387058,0.69,"Arrowstreet Capital, Limited Partnership",2018-06-15,archive
PostNL N.V.,NL0009739416,0.82,Jupiter Investment Management Limited,2018-06-15,archive
ARCADIS N.V.,NL0006237562,1.92,Lansdowne Partners (UK) LLP,2018-06-15,archive
Fugro N.V.,NL0000352565,0.74,Marshall Wace LLP,2018-06-15,archive
PostNL N.V.,NL0009739416,0.72,Marshall Wace LLP,2018-06-15,archive
AMG Critical Materials N.V.,NL0000888691,0.5,Millennium Capital Partners LLP,2018-06-15,archive
AMG Critical Materials N.V.,NL0000888691,0.9,Millennium International Management LP,2018-06-15,archive
Pharming Group N.V.,NL0010391025,0.6,"PDT Partners, LLC",2018-06-15,archive
PostNL N.V.,NL0009739416,0.86,"WorldQuant, LLC",2018-06-15,archive
Fugro N.V.,NL0000352565,1.79,Capital Fund Management S.A.,2018-06-14,archive
OCI N.V.,NL0010558797,0.69,Capital Fund Management S.A.,2018-06-14,archive
ARCADIS N.V.,NL0006237562,0.5,GSA Capital Partners LLP,2018-06-14,archive
Wereldhave N.V.,NL0000289213,0.59,GSA Capital Partners LLP,2018-06-14,archive
AMG Critical Materials N.V.,NL0000888691,0.55,Millennium International Management LP,2018-06-14,archive
Unibail-Rodamco-Westfield SE,FR0013326246,0.06,Omni Partners LLP,2018-06-14,archive
Pharming Group N.V.,NL0010391025,0.73,"PDT Partners, LLC",2018-06-14,archive
BE Semiconductor Industries N.V.,NL0012866412,3.35,Scopia Capital Management LP,2018-06-14,archive
Koninklijke BAM Groep N.V.,NL0000337319,0.81,"WorldQuant, LLC",2018-06-14,archive
Galapagos NV,BE0003818359,2.5,"AQR Capital Management, LLC",2018-06-13,archive
Fugro N.V.,NL0000352565,0.8,Citadel Europe LLP,2018-06-13,archive
Fugro N.V.,NL0000352565,1.0,Jupiter Investment Management Limited,2018-06-13,archive
AMG Critical Materials N.V.,NL0000888691,0.65,Millennium International Management LP,2018-06-13,archive
Pharming Group N.V.,NL0010391025,0.81,"PDT Partners, LLC",2018-06-13,archive
BE Semiconductor Industries N.V.,NL0012866412,3.1,Scopia Capital Management LP,2018-06-13,archive
Galapagos NV,BE0003818359,2.49,"AQR Capital Management, LLC",2018-06-12,archive
Koninklijke Vopak N.V.,NL0009432491,2.19,"AQR Capital Management, LLC",2018-06-12,archive
BE Semiconductor Industries N.V.,NL0012866412,0.91,CQS (UK) LLP,2018-06-12,archive
PostNL N.V.,NL0009739416,0.7,Jupiter Investment Management Limited,2018-06-12,archive
PostNL N.V.,NL0009739416,0.61,Marshall Wace LLP,2018-06-12,archive
TomTom N.V.,NL0000387058,0.61,Marshall Wace LLP,2018-06-12,archive
AMG Critical Materials N.V.,NL0000888691,0.74,Millennium International Management LP,2018-06-12,archive
Fugro N.V.,NL0000352565,0.47,RAM Active Investments SA,2018-06-12,archive
BE Semiconductor Industries N.V.,NL0012866412,2.95,Scopia Capital Management LP,2018-06-12,archive
PostNL N.V.,NL0009739416,0.5,Systematica Investments Limited,2018-06-12,archive
AEGON Ltd.,NL0000303709,0.89,Viking Global Investors LP,2018-06-12,archive
Fugro N.V.,NL0000352565,1.81,Capital Fund Management S.A.,2018-06-11,archive
OCI N.V.,NL0010558797,0.7,Capital Fund Management S.A.,2018-06-11,archive
ARCADIS N.V.,NL0006237562,1.7,Marshall Wace LLP,2018-06-11,archive
AMG Critical Materials N.V.,NL0000888691,0.49,Millennium Capital Partners LLP,2018-06-11,archive
BE Semiconductor Industries N.V.,NL0012866412,2.88,Scopia Capital Management LP,2018-06-11,archive
Fugro N.V.,NL0000352565,1.19,AHL Partners LLP,2018-06-08,archive
Galapagos NV,BE0003818359,2.5,"AQR Capital Management, LLC",2018-06-08,archive
SBM Offshore N.V.,NL0000360618,2.21,"AQR Capital Management, LLC",2018-06-08,archive
Fugro N.V.,NL0000352565,0.51,BlackRock Investment Management (UK) Limited,2018-06-08,archive
PostNL N.V.,NL0009739416,0.62,Jupiter Investment Management Limited,2018-06-08,archive
Koninklijke BAM Groep N.V.,NL0000337319,0.58,Linden Advisors LP,2018-06-08,archive
Koninklijke BAM Groep N.V.,NL0000337319,1.46,Marshall Wace LLP,2018-06-08,archive
PostNL N.V.,NL0009739416,0.52,Marshall Wace LLP,2018-06-08,archive
AMG Critical Materials N.V.,NL0000888691,0.89,Millennium International Management LP,2018-06-08,archive
Pharming Group N.V.,NL0010391025,0.99,"PDT Partners, LLC",2018-06-08,archive
BE Semiconductor Industries N.V.,NL0012866412,0.54,Pictet Asset Management S.A.,2018-06-08,archive
Koninklijke BAM Groep N.V.,NL0000337319,0.71,"WorldQuant, LLC",2018-06-08,archive
Galapagos NV,BE0003818359,2.49,"AQR Capital Management, LLC",2018-06-07,archive
Fugro N.V.,NL0000352565,1.79,Capital Fund Management S.A.,2018-06-07,archive
OCI N.V.,NL0010558797,0.69,Capital Fund Management S.A.,2018-06-07,archive
Koninklijke BAM Groep N.V.,NL0000337319,0.86,Citadel Advisors II LLC,2018-06-07,archive
Fugro N.V.,NL0000352565,0.62,Marshall Wace LLP,2018-06-07,archive
TomTom N.V.,NL0000387058,0.53,Marshall Wace LLP,2018-06-07,archive
Fugro N.V.,NL0000352565,0.8,Systematica Investments Limited,2018-06-07,archive
AEGON Ltd.,NL0000303709,0.99,Viking Global Investors LP,2018-06-07,archive
Koninklijke BAM Groep N.V.,NL0000337319,0.67,"WorldQuant, LLC",2018-06-07,archive
TomTom N.V.,NL0000387058,0.7,"Arrowstreet Capital, Limited Partnership",2018-06-06,archive
PostNL N.V.,NL0009739416,0.8,Capital Fund Management S.A.,2018-06-06,archive
Koninklijke BAM Groep N.V.,NL0000337319,0.91,Citadel Advisors II LLC,2018-06-06,archive
Signify N.V.,NL0011821392,1.4,Lone Pine Capital LLC,2018-06-06,archive
Pharming Group N.V.,NL0010391025,1.02,"PDT Partners, LLC",2018-06-06,archive
Koninklijke BAM Groep N.V.,NL0000337319,0.57,"WorldQuant, LLC",2018-06-06,archive
PostNL N.V.,NL0009739416,0.97,"WorldQuant, LLC",2018-06-06,archive
Galapagos NV,BE0003818359,0.59,AHL Partners LLP,2018-06-05,archive
Koninklijke KPN N.V.,NL0000009082,1.2,"AQR Capital Management, LLC",2018-06-05,archive
TomTom N.V.,NL0000387058,0.69,"Arrowstreet Capital, Limited Partnership",2018-06-05,archive
PostNL N.V.,NL0009739416,0.49,"BlueMountain Capital Management, LLC",2018-06-05,archive
Koninklijke BAM Groep N.V.,NL0000337319,0.86,Citadel Advisors II LLC,2018-06-05,archive
Wereldhave N.V.,NL0000289213,0.48,"D. E. Shaw & Co., L.P.",2018-06-05,archive
Fugro N.V.,NL0000352565,0.59,Lazard Asset Management LLC,2018-06-05,archive
Signify N.V.,NL0011821392,1.03,Lone Pine Capital LLC,2018-06-05,archive
Fugro N.V.,NL0000352565,0.55,Marshall Wace LLP,2018-06-05,archive
Wereldhave N.V.,NL0000289213,0.47,Odey Asset Management LLP,2018-06-05,archive
Unibail-Rodamco-Westfield SE,FR0013326246,0.52,Omni Partners LLP,2018-06-05,archive
Pharming Group N.V.,NL0010391025,0.99,"PDT Partners, LLC",2018-06-05,archive
PostNL N.V.,NL0009739416,0.57,"BlueMountain Capital Management, LLC",2018-06-04,archive
Wereldhave N.V.,NL0000289213,0.58,Citadel Advisors II LLC,2018-06-04,archive
PostNL N.V.,NL0009739416,0.53,Jupiter Investment Management Limited,2018-06-04,archive
AMG Critical Materials N.V.,NL0000888691,0.97,Millennium International Management LP,2018-06-04,archive
Wereldhave N.V.,NL0000289213,1.0,Millennium International Management LP,2018-06-04,archive
Wereldhave N.V.,NL0000289213,0.52,"WorldQuant, LLC",2018-06-04,archive
AEGON Ltd.,NL0000303709,0.78,B&G Master Fund Plc,2018-06-01,archive
PostNL N.V.,NL0009739416,0.64,"BlueMountain Capital Management, LLC",2018-06-01,archive
Wereldhave N.V.,NL0000289213,0.61,Citadel Advisors II LLC,2018-06-01,archive
BE Semiconductor Industries N.V.,NL0012866412,2.72,Scopia Capital Management LP,2018-06-01,archive
Signify N.V.,NL0011821392,2.16,Scopia Capital Management LP,2018-06-01,archive
Galapagos NV,BE0003818359,0.69,"WorldQuant, LLC",2018-06-01,archive
Wereldhave N.V.,NL0000289213,0.49,"WorldQuant, LLC",2018-06-01,archive
AEGON Ltd.,NL0000303709,0.8,B&G Master Fund Plc,2018-05-31,archive
PostNL N.V.,NL0009739416,0.72,"BlueMountain Capital Management, LLC",2018-05-31,archive
Wereldhave N.V.,NL0000289213,0.51,"D. E. Shaw & Co., L.P.",2018-05-31,archive
Wereldhave N.V.,NL0000289213,2.67,Marshall Wace LLP,2018-05-31,archive
AMG Critical Materials N.V.,NL0000888691,1.0,Millennium International Management LP,2018-05-31,archive
Galapagos NV,BE0003818359,0.46,Millennium International Management LP,2018-05-31,archive
Pharming Group N.V.,NL0010391025,1.06,"PDT Partners, LLC",2018-05-31,archive
Wereldhave N.V.,NL0000289213,0.49,"D. E. Shaw & Co., L.P.",2018-05-30,archive
BE Semiconductor Industries N.V.,NL0012866412,0.99,"Davidson Kempner European Partners, LLP",2018-05-30,archive
Wereldhave N.V.,NL0000289213,0.92,Millennium International Management LP,2018-05-30,archive
Fugro N.V.,NL0000352565,1.12,"WorldQuant, LLC",2018-05-30,archive
Galapagos NV,BE0003818359,0.72,"WorldQuant, LLC",2018-05-30,archive
Galapagos NV,BE0003818359,0.68,AHL Partners LLP,2018-05-29,archive
Fugro N.V.,NL0000352565,0.59,BlueCrest Capital Management Limited,2018-05-29,archive
Wereldhave N.V.,NL0000289213,0.72,"Clinton Group, Inc",2018-05-29,archive
Wereldhave N.V.,NL0000289213,0.51,"D. E. Shaw & Co., L.P.",2018-05-29,archive
RHI Magnesita N.V.,NL0012650360,0.88,"Goldman Sachs Group Inc., The",2018-05-29,archive
Koninklijke BAM Groep N.V.,NL0000337319,1.59,Marshall Wace LLP,2018-05-29,archive
Koninklijke BAM Groep N.V.,NL0000337319,0.51,Oxford Asset Management,2018-05-29,archive
Fugro N.V.,NL0000352565,0.71,Systematica Investments Limited,2018-05-29,archive
Wereldhave N.V.,NL0000289213,0.5,"WorldQuant, LLC",2018-05-29,archive
Flow Traders Ltd.,NL0011279492,0.69,Capital Fund Management S.A.,2018-05-28,archive
PostNL N.V.,NL0009739416,0.7,Capital Fund Management S.A.,2018-05-28,archive
ARCADIS N.V.,NL0006237562,1.61,Marshall Wace LLP,2018-05-28,archive
Wereldhave N.V.,NL0000289213,2.75,Marshall Wace LLP,2018-05-28,archive
Fugro N.V.,NL0000352565,1.04,"WorldQuant, LLC",2018-05-28,archive
Koninklijke KPN N.V.,NL0000009082,1.1,"AQR Capital Management, LLC",2018-05-25,archive
ARCADIS N.V.,NL0006237562,1.59,Marshall Wace LLP,2018-05-25,archive
Wereldhave N.V.,NL0000289213,2.85,Marshall Wace LLP,2018-05-25,archive
Galapagos NV,BE0003818359,0.49,Oxford Asset Management,2018-05-25,archive
Fugro N.V.,NL0000352565,0.61,RAM Active Investments SA,2018-05-25,archive
Fugro N.V.,NL0000352565,0.69,Systematica Investments Limited,2018-05-25,archive
SBM Offshore N.V.,NL0000360618,2.1,"AQR Capital Management, LLC",2018-05-24,archive
TomTom N.V.,NL0000387058,0.79,"Arrowstreet Capital, Limited Partnership",2018-05-24,archive
Wereldhave N.V.,NL0000289213,0.69,GSA Capital Partners LLP,2018-05-24,archive
Fugro N.V.,NL0000352565,1.21,HBK Investments LP,2018-05-24,archive
Signify N.V.,NL0011821392,0.39,Kintbury Capital LLP,2018-05-24,archive
Wereldhave N.V.,NL0000289213,2.97,Marshall Wace LLP,2018-05-24,archive
AMG Critical Materials N.V.,NL0000888691,0.5,Millennium Capital Partners LLP,2018-05-24,archive
AMG Critical Materials N.V.,NL0000888691,0.91,Millennium International Management LP,2018-05-24,archive
Wereldhave N.V.,NL0000289213,0.81,Millennium International Management LP,2018-05-24,archive
Galapagos NV,BE0003818359,0.5,Oxford Asset Management,2018-05-24,archive
Fugro N.V.,NL0000352565,0.9,"WorldQuant, LLC",2018-05-24,archive
Koninklijke BAM Groep N.V.,NL0000337319,0.49,"WorldQuant, LLC",2018-05-24,archive
PostNL N.V.,NL0009739416,1.03,"WorldQuant, LLC",2018-05-24,archive
Fugro N.V.,NL0000352565,0.6,BlueCrest Capital Management Limited,2018-05-23,archive
PostNL N.V.,NL0009739416,0.8,"BlueMountain Capital Management, LLC",2018-05-23,archive
Flow Traders Ltd.,NL0011279492,0.7,Capital Fund Management S.A.,2018-05-23,archive
BE Semiconductor Industries N.V.,NL0012866412,1.0,"Davidson Kempner European Partners, LLP",2018-05-23,archive
ARCADIS N.V.,NL0006237562,1.61,Marshall Wace LLP,2018-05-23,archive
Galapagos NV,BE0003818359,0.49,Oxford Asset Management,2018-05-23,archive
Pharming Group N.V.,NL0010391025,0.53,Oxford Asset Management,2018-05-23,archive
Fugro N.V.,NL0000352565,0.83,"WorldQuant, LLC",2018-05-23,archive
Koninklijke BAM Groep N.V.,NL0000337319,0.78,Citadel Advisors II LLC,2018-05-22,archive
OCI N.V.,NL0010558797,0.6,Marshall Wace LLP,2018-05-22,archive
Galapagos NV,BE0003818359,0.57,Millennium International Management LP,2018-05-22,archive
Pharming Group N.V.,NL0010391025,1.16,"PDT Partners, LLC",2018-05-22,archive
PostNL N.V.,NL0009739416,0.98,"WorldQuant, LLC",2018-05-22,archive
SBM Offshore N.V.,NL0000360618,2.09,"AQR Capital Management, LLC",2018-05-21,archive
ARCADIS N.V.,NL0006237562,1.86,Lansdowne Partners (UK) LLP,2018-05-21,archive
ARCADIS N.V.,NL0006237562,1.58,Marshall Wace LLP,2018-05-21,archive
Galapagos NV,BE0003818359,0.61,Millennium International Management LP,2018-05-21,archive
Pharming Group N.V.,NL0010391025,1.09,"PDT Partners, LLC",2018-05-21,archive
Signify N.V.,NL0011821392,1.66,Tybourne Capital Management (HK) Limited,2018-05-21,archive
SBM Offshore N.V.,NL0000360618,2.1,"AQR Capital Management, LLC",2018-05-18,archive
OCI N.V.,NL0010558797,0.47,"Arrowstreet Capital, Limited Partnership",2018-05-18,archive
Wereldhave N.V.,NL0000289213,0.5,Citadel Advisors II LLC,2018-05-18,archive
Wereldhave N.V.,NL0000289213,3.0,Marshall Wace LLP,2018-05-18,archive
Pharming Group N.V.,NL0010391025,1.13,"PDT Partners, LLC",2018-05-18,archive
Fugro N.V.,NL0000352565,0.79,Systematica Investments Limited,2018-05-18,archive
Signify N.V.,NL0011821392,1.74,Tybourne Capital Management (HK) Limited,2018-05-18,archive
Koninklijke BAM Groep N.V.,NL0000337319,0.59,"WorldQuant, LLC",2018-05-18,archive
Galapagos NV,BE0003818359,0.7,AHL Partners LLP,2018-05-17,archive
Koninklijke Vopak N.V.,NL0009432491,2.29,"AQR Capital Management, LLC",2018-05-17,archive
RHI Magnesita N.V.,NL0012650360,0.9,"Goldman Sachs Group Inc., The",2018-05-17,archive
Pharming Group N.V.,NL0010391025,0.49,Marshall Wace LLP,2018-05-17,archive
BE Semiconductor Industries N.V.,NL0012866412,0.48,"PDT Partners, LLC",2018-05-17,archive
Pharming Group N.V.,NL0010391025,1.27,"PDT Partners, LLC",2018-05-17,archive
Signify N.V.,NL0011821392,2.17,Tybourne Capital Management (HK) Limited,2018-05-17,archive
Koninklijke KPN N.V.,NL0000009082,1.01,"AQR Capital Management, LLC",2018-05-16,archive
Aperam S.A.,LU0569974404,0.49,"Arrowstreet Capital, Limited Partnership",2018-05-16,archive
Wereldhave N.V.,NL0000289213,0.77,GSA Capital Partners LLP,2018-05-16,archive
ARCADIS N.V.,NL0006237562,1.7,Lansdowne Partners (UK) LLP,2018-05-16,archive
Pharming Group N.V.,NL0010391025,0.63,Marshall Wace LLP,2018-05-16,archive
Wereldhave N.V.,NL0000289213,2.92,Marshall Wace LLP,2018-05-16,archive
AMG Critical Materials N.V.,NL0000888691,0.89,Millennium International Management LP,2018-05-16,archive
Wereldhave N.V.,NL0000289213,0.5,Odey Asset Management LLP,2018-05-16,archive
Pharming Group N.V.,NL0010391025,1.16,"PDT Partners, LLC",2018-05-16,archive
Flow Traders Ltd.,NL0011279492,0.75,"Philadelphia Financial Management of San Francisco, LLC",2018-05-16,archive
Fugro N.V.,NL0000352565,1.28,AHL Partners LLP,2018-05-15,archive
Koninklijke KPN N.V.,NL0000009082,0.99,"AQR Capital Management, LLC",2018-05-15,archive
PostNL N.V.,NL0009739416,0.79,"BlueMountain Capital Management, LLC",2018-05-15,archive
OCI N.V.,NL0010558797,0.79,Capital Fund Management S.A.,2018-05-15,archive
Fugro N.V.,NL0000352565,1.18,HBK Investments LP,2018-05-15,archive
Fugro N.V.,NL0000352565,0.46,Marshall Wace LLP,2018-05-15,archive
Wereldhave N.V.,NL0000289213,2.75,Marshall Wace LLP,2018-05-15,archive
AMG Critical Materials N.V.,NL0000888691,0.9,Millennium International Management LP,2018-05-15,archive
Fugro N.V.,NL0000352565,0.58,Arrowgrass Capital Partners LLP,2018-05-14,archive
Fugro N.V.,NL0000352565,1.31,HBK Investments LP,2018-05-14,archive
OCI N.V.,NL0010558797,0.59,Marshall Wace LLP,2018-05-14,archive
Pharming Group N.V.,NL0010391025,0.84,Marshall Wace LLP,2018-05-14,archive
AMG Critical Materials N.V.,NL0000888691,0.89,Millennium International Management LP,2018-05-14,archive
Pharming Group N.V.,NL0010391025,1.25,"PDT Partners, LLC",2018-05-14,archive
Koninklijke BAM Groep N.V.,NL0000337319,0.48,Systematica Investments Limited,2018-05-14,archive
ARCADIS N.V.,NL0006237562,1.31,AKO Capital LLP,2018-05-11,archive
Koninklijke KPN N.V.,NL0000009082,1.0,"AQR Capital Management, LLC",2018-05-11,archive
RHI Magnesita N.V.,NL0012650360,0.87,"Goldman Sachs Group Inc., The",2018-05-11,archive
Fugro N.V.,NL0000352565,0.5,Marshall Wace LLP,2018-05-11,archive
OCI N.V.,NL0010558797,0.6,Marshall Wace LLP,2018-05-11,archive
OCI N.V.,NL0010558797,1.19,"AQR Capital Management, LLC",2018-05-10,archive
Flow Traders Ltd.,NL0011279492,0.6,Capital Fund Management S.A.,2018-05-10,archive
Fugro N.V.,NL0000352565,1.21,HBK Investments LP,2018-05-10,archive
Fugro N.V.,NL0000352565,0.6,Lazard Asset Management LLC,2018-05-10,archive
ARCADIS N.V.,NL0006237562,1.68,Marshall Wace LLP,2018-05-10,archive
Koninklijke BAM Groep N.V.,NL0000337319,1.6,Marshall Wace LLP,2018-05-10,archive
AMG Critical Materials N.V.,NL0000888691,0.9,Millennium International Management LP,2018-05-10,archive
Galapagos NV,BE0003818359,0.59,Millennium International Management LP,2018-05-10,archive
Fugro N.V.,NL0000352565,1.31,Oxford Asset Management,2018-05-10,archive
Pharming Group N.V.,NL0010391025,1.36,"PDT Partners, LLC",2018-05-10,archive
SBM Offshore N.V.,NL0000360618,2.09,"AQR Capital Management, LLC",2018-05-09,archive
Fugro N.V.,NL0000352565,0.79,Canada Pension Plan Investment Board,2018-05-09,archive
Pharming Group N.V.,NL0010391025,1.09,Marshall Wace LLP,2018-05-09,archive
Wereldhave N.V.,NL0000289213,2.61,Marshall Wace LLP,2018-05-09,archive
Galapagos NV,BE0003818359,0.6,Millennium International Management LP,2018-05-09,archive
AEGON Ltd.,NL0000303709,1.01,Viking Global Investors LP,2018-05-09,archive
Fugro N.V.,NL0000352565,0.78,"WorldQuant, LLC",2018-05-09,archive
Fugro N.V.,NL0000352565,0.54,BlueCrest Capital Management Limited,2018-05-08,archive
PostNL N.V.,NL0009739416,0.88,"BlueMountain Capital Management, LLC",2018-05-08,archive
Signify N.V.,NL0011821392,0.57,Kintbury Capital LLP,2018-05-08,archive
Pharming Group N.V.,NL0010391025,1.27,Marshall Wace LLP,2018-05-08,archive
Fugro N.V.,NL0000352565,0.48,Myriad Opportunities Master Fund Limited,2018-05-08,archive
BE Semiconductor Industries N.V.,NL0012866412,0.57,"PDT Partners, LLC",2018-05-08,archive
Fugro N.V.,NL0000352565,0.89,Systematica Investments Limited,2018-05-08,archive
PostNL N.V.,NL0009739416,1.09,"WorldQuant, LLC",2018-05-08,archive
Fugro N.V.,NL0000352565,0.61,BlueCrest Capital Management Limited,2018-05-07,archive
PostNL N.V.,NL0009739416,0.6,Capital Fund Management S.A.,2018-05-07,archive
Pharming Group N.V.,NL0010391025,1.39,Marshall Wace LLP,2018-05-07,archive
Wereldhave N.V.,NL0000289213,2.5,Marshall Wace LLP,2018-05-07,archive
AEGON Ltd.,NL0000303709,0.93,Viking Global Investors LP,2018-05-07,archive
Galapagos NV,BE0003818359,0.6,"WorldQuant, LLC",2018-05-07,archive
BE Semiconductor Industries N.V.,NL0012866412,1.01,CQS (UK) LLP,2018-05-05,archive
BE Semiconductor Industries N.V.,NL0012866412,0.81,"Davidson Kempner European Partners, LLP",2018-05-05,archive
BE Semiconductor Industries N.V.,NL0012866412,2.82,Scopia Capital Management LP,2018-05-05,archive
TomTom N.V.,NL0000387058,0.8,"Arrowstreet Capital, Limited Partnership",2018-05-04,archive
Brunel International N.V.,NL0010776944,0.35,BlackRock Investment Management (UK) Limited,2018-05-04,archive
BE Semiconductor Industries N.V.,NL0000339760,0.0,CQS (UK) LLP,2018-05-04,archive
BE Semiconductor Industries N.V.,NL0000339760,0.0,"Davidson Kempner European Partners, LLP",2018-05-04,archive
RHI Magnesita N.V.,NL0012650360,0.9,"Goldman Sachs Group Inc., The",2018-05-04,archive
ARCADIS N.V.,NL0006237562,1.73,Marshall Wace LLP,2018-05-04,archive
Koninklijke Ahold Delhaize N.V.,NL0011794037,0.8,Marshall Wace LLP,2018-05-04,archive
