issuer_name,position_holder,net_short_position,isin,position_date,source
PostNL N.V.,Marshall Wace LLP,3.22,NL0009739416,2019-05-13,archive
Signify N.V.,Millennium Capital Partners LLP,0.59,NL0011821392,2019-05-13,archive
Wereldhave N.V.,Millennium International Management LP,0.8,NL0000289213,2019-05-13,archive
AMG Critical Materials N.V.,"PDT Partners, LLC",1.41,NL0000888691,2019-05-13,archive
BE Semiconductor Industries N.V.,Scopia Capital Management LP,3.01,NL0012866412,2019-05-13,archive
Koninklijke Heijmans N.V.,Susquehanna International Holdings LLC,0.54,NL0009269109,2019-05-13,archive
Pharming Group N.V.,Voleon Capital Management LP,0.51,NL0010391025,2019-05-13,archive
BE Semiconductor Industries N.V.,"WorldQuant, LLC",0.9,NL0012866412,2019-05-13,archive
Fugro N.V.,"WorldQuant, LLC",0.97,NL0000352565,2019-05-13,archive
argenx SE,AHL Partners LLP,0.48,NL0010832176,2019-05-10,archive
AMG Critical Materials N.V.,"Connor, Clark & Lunn Investment Management Ltd.",1.02,NL0000888691,2019-05-10,archive
AMG Critical Materials N.V.,"Hound Partners, LLC",4.68,NL0000888691,2019-05-10,archive
AMG Critical Materials N.V.,Jupiter Investment Management Limited,2.16,NL0000888691,2019-05-10,archive
Wereldhave N.V.,Millennium International Management LP,0.79,NL0000289213,2019-05-10,archive
AMG Critical Materials N.V.,AHL Partners LLP,2.04,NL0000888691,2019-05-09,archive
Fugro N.V.,AHL Partners LLP,1.55,NL0000352565,2019-05-09,archive
PostNL N.V.,AHL Partners LLP,1.61,NL0009739416,2019-05-09,archive
Koninklijke BAM Groep N.V.,AKO Capital LLP,1.1,NL0000337319,2019-05-09,archive
SBM Offshore N.V.,"AQR Capital Management, LLC",1.4,NL0000360618,2019-05-09,archive
AMG Critical Materials N.V.,"Connor, Clark & Lunn Investment Management Ltd.",0.97,NL0000888691,2019-05-09,archive
Fugro N.V.,"Connor, Clark & Lunn Investment Management Ltd.",0.6,NL0000352565,2019-05-09,archive
ARCADIS N.V.,Dalton Strategic Partnership LLP,0.47,NL0006237562,2019-05-09,archive
AMG Critical Materials N.V.,"Hound Partners, LLC",5.0,NL0000888691,2019-05-09,archive
AMG Critical Materials N.V.,Jupiter Investment Management Limited,2.01,NL0000888691,2019-05-09,archive
Fugro N.V.,Marshall Wace LLP,4.25,NL0000352565,2019-05-09,archive
Koninklijke BAM Groep N.V.,Marshall Wace LLP,0.49,NL0000337319,2019-05-09,archive
PostNL N.V.,Marshall Wace LLP,2.89,NL0009739416,2019-05-09,archive
Fugro N.V.,AHL Partners LLP,1.77,NL0000352565,2019-05-08,archive
PostNL N.V.,AHL Partners LLP,1.57,NL0009739416,2019-05-08,archive
Signify N.V.,BlackRock Investment Management (UK) Limited,1.66,NL0011821392,2019-05-08,archive
Fugro N.V.,Citadel Advisors LLC,0.81,NL0000352565,2019-05-08,archive
Fugro N.V.,Citadel Europe LLP,2.46,NL0000352565,2019-05-08,archive
Wereldhave N.V.,"D. E. Shaw & Co., L.P.",0.8,NL0000289213,2019-05-08,archive
ARCADIS N.V.,Dalton Strategic Partnership LLP,0.51,NL0006237562,2019-05-08,archive
Fugro N.V.,HBK Investments LP,1.7,NL0000352565,2019-05-08,archive
AMG Critical Materials N.V.,"Hound Partners, LLC",5.69,NL0000888691,2019-05-08,archive
AMG Critical Materials N.V.,Jupiter Investment Management Limited,1.87,NL0000888691,2019-05-08,archive
BE Semiconductor Industries N.V.,Marshall Wace LLP,0.8,NL0012866412,2019-05-08,archive
Fugro N.V.,Marshall Wace LLP,4.16,NL0000352565,2019-05-08,archive
PostNL N.V.,Marshall Wace LLP,2.76,NL0009739416,2019-05-08,archive
Signify N.V.,Millennium Capital Partners LLP,0.6,NL0011821392,2019-05-08,archive
Signify N.V.,Millennium International Management LP,0.6,NL0011821392,2019-05-08,archive
PostNL N.V.,"PDT Partners, LLC",0.73,NL0009739416,2019-05-08,archive
PostNL N.V.,RAM Active Investments SA,0.52,NL0009739416,2019-05-08,archive
AMG Critical Materials N.V.,AHL Partners LLP,1.9,NL0000888691,2019-05-07,archive
Fugro N.V.,"BlackRock Institutional Trust Company, National Association",0.71,NL0000352565,2019-05-07,archive
AMG Critical Materials N.V.,"Connor, Clark & Lunn Investment Management Ltd.",0.86,NL0000888691,2019-05-07,archive
BE Semiconductor Industries N.V.,CQS (UK) LLP,0.74,NL0012866412,2019-05-07,archive
Fugro N.V.,HBK Investments LP,1.83,NL0000352565,2019-05-07,archive
AMG Critical Materials N.V.,Jupiter Investment Management Limited,1.74,NL0000888691,2019-05-07,archive
BE Semiconductor Industries N.V.,Jupiter Investment Management Limited,1.68,NL0012866412,2019-05-07,archive
Fugro N.V.,Marshall Wace LLP,4.07,NL0000352565,2019-05-07,archive
Koninklijke BAM Groep N.V.,Marshall Wace LLP,0.51,NL0000337319,2019-05-07,archive
PostNL N.V.,Marshall Wace LLP,2.36,NL0009739416,2019-05-07,archive
AMG Critical Materials N.V.,Millennium International Management LP,0.5,NL0000888691,2019-05-07,archive
AMG Critical Materials N.V.,"PDT Partners, LLC",1.31,NL0000888691,2019-05-07,archive
PostNL N.V.,"PDT Partners, LLC",0.61,NL0009739416,2019-05-07,archive
BE Semiconductor Industries N.V.,"WorldQuant, LLC",0.8,NL0012866412,2019-05-07,archive
Signify N.V.,BlackRock Investment Management (UK) Limited,1.51,NL0011821392,2019-05-06,archive
BE Semiconductor Industries N.V.,"Davidson Kempner European Partners, LLP",0.96,NL0012866412,2019-05-06,archive
Fugro N.V.,HBK Investments LP,1.72,NL0000352565,2019-05-06,archive
AMG Critical Materials N.V.,Millennium International Management LP,0.49,NL0000888691,2019-05-06,archive
AMG Critical Materials N.V.,"PDT Partners, LLC",1.19,NL0000888691,2019-05-06,archive
BE Semiconductor Industries N.V.,"WorldQuant, LLC",0.71,NL0012866412,2019-05-06,archive
AMG Critical Materials N.V.,AHL Partners LLP,1.81,NL0000888691,2019-05-03,archive
Fugro N.V.,Capital Fund Management S.A.,1.18,NL0000352565,2019-05-03,archive
AMG Critical Materials N.V.,"Connor, Clark & Lunn Investment Management Ltd.",0.75,NL0000888691,2019-05-03,archive
Pharming Group N.V.,"Connor, Clark & Lunn Investment Management Ltd.",0.9,NL0010391025,2019-05-03,archive
Wereldhave N.V.,"Connor, Clark & Lunn Investment Management Ltd.",0.9,NL0000289213,2019-05-03,archive
Wereldhave N.V.,GSA Capital Partners LLP,0.4,NL0000289213,2019-05-03,archive
Fugro N.V.,HBK Investments LP,1.66,NL0000352565,2019-05-03,archive
AMG Critical Materials N.V.,Jupiter Investment Management Limited,1.62,NL0000888691,2019-05-03,archive
Fugro N.V.,Marshall Wace LLP,3.94,NL0000352565,2019-05-03,archive
AMG Critical Materials N.V.,Millennium International Management LP,0.54,NL0000888691,2019-05-03,archive
AMG Critical Materials N.V.,"PDT Partners, LLC",1.09,NL0000888691,2019-05-03,archive
AMG Critical Materials N.V.,Susquehanna International Holdings LLC,0.25,NL0000888691,2019-05-03,archive
Fugro N.V.,Voleon Capital Management LP,0.43,NL0000352565,2019-05-03,archive
Wereldhave N.V.,"Woodson Capital Master Fund, LP",1.72,NL0000289213,2019-05-03,archive
Fugro N.V.,"WorldQuant, LLC",1.04,NL0000352565,2019-05-03,archive
AMG Critical Materials N.V.,AHL Partners LLP,1.66,NL0000888691,2019-05-02,archive
PostNL N.V.,AHL Partners LLP,1.48,NL0009739416,2019-05-02,archive
Fugro N.V.,"BlackRock Institutional Trust Company, National Association",0.62,NL0000352565,2019-05-02,archive
Signify N.V.,BlackRock Investment Management (UK) Limited,1.41,NL0011821392,2019-05-02,archive
PostNL N.V.,Capital Fund Management S.A.,1.6,NL0009739416,2019-05-02,archive
Fugro N.V.,"Connor, Clark & Lunn Investment Management Ltd.",0.51,NL0000352565,2019-05-02,archive
Wereldhave N.V.,"D. E. Shaw & Co., L.P.",0.78,NL0000289213,2019-05-02,archive
AMG Critical Materials N.V.,"Eminence Capital, LP",3.85,NL0000888691,2019-05-02,archive
Fugro N.V.,HBK Investments LP,1.76,NL0000352565,2019-05-02,archive
AMG Critical Materials N.V.,Jupiter Investment Management Limited,1.51,NL0000888691,2019-05-02,archive
Fugro N.V.,Marshall Wace LLP,3.85,NL0000352565,2019-05-02,archive
Wereldhave N.V.,Marshall Wace LLP,1.77,NL0000289213,2019-05-02,archive
Signify N.V.,Millennium Capital Partners LLP,0.55,NL0011821392,2019-05-02,archive
Signify N.V.,Millennium International Management LP,0.52,NL0011821392,2019-05-02,archive
AMG Critical Materials N.V.,"PDT Partners, LLC",1.2,NL0000888691,2019-05-02,archive
Fugro N.V.,Sculptor Capital Management Europe Limited,1.73,NL0000352565,2019-05-02,archive
AMG Critical Materials N.V.,Susquehanna International Holdings LLC,1.81,NL0000888691,2019-05-02,archive
BE Semiconductor Industries N.V.,"WorldQuant, LLC",0.69,NL0012866412,2019-05-02,archive
Fugro N.V.,"WorldQuant, LLC",0.99,NL0000352565,2019-05-02,archive
Signify N.V.,BlackRock Investment Management (UK) Limited,1.35,NL0011821392,2019-04-30,archive
AMG Critical Materials N.V.,"Connor, Clark & Lunn Investment Management Ltd.",0.6,NL0000888691,2019-04-30,archive
Wereldhave N.V.,"D. E. Shaw & Co., L.P.",0.8,NL0000289213,2019-04-30,archive
Signify N.V.,ENA Investment Capital LLP,1.24,NL0011821392,2019-04-30,archive
AMG Critical Materials N.V.,"Hound Partners, LLC",5.72,NL0000888691,2019-04-30,archive
AMG Critical Materials N.V.,Jupiter Investment Management Limited,1.43,NL0000888691,2019-04-30,archive
Flow Traders Ltd.,Marshall Wace LLP,0.6,NL0011279492,2019-04-30,archive
Fugro N.V.,Marshall Wace LLP,3.76,NL0000352565,2019-04-30,archive
Fugro N.V.,Systematica Investments Limited,1.2,NL0000352565,2019-04-30,archive
Fugro N.V.,"WorldQuant, LLC",1.0,NL0000352565,2019-04-30,archive
Eurocommercial Properties N.V.,Adelphi Capital LLP,0.74,NL0000288876,2019-04-29,archive
SBM Offshore N.V.,"AQR Capital Management, LLC",1.39,NL0000360618,2019-04-29,archive
Fugro N.V.,"BlackRock Institutional Trust Company, National Association",0.54,NL0000352565,2019-04-29,archive
Signify N.V.,BlackRock Investment Management (UK) Limited,1.28,NL0011821392,2019-04-29,archive
Wereldhave N.V.,"D. E. Shaw & Co., L.P.",0.76,NL0000289213,2019-04-29,archive
Signify N.V.,ENA Investment Capital LLP,0.94,NL0011821392,2019-04-29,archive
ARCADIS N.V.,Engadine Partners LLP,0.69,NL0006237562,2019-04-29,archive
Fugro N.V.,HBK Investments LP,1.6,NL0000352565,2019-04-29,archive
AMG Critical Materials N.V.,"Hound Partners, LLC",5.33,NL0000888691,2019-04-29,archive
AMG Critical Materials N.V.,Jupiter Investment Management Limited,1.35,NL0000888691,2019-04-29,archive
Koninklijke Ahold Delhaize N.V.,Lansdowne Partners (UK) LLP,0.68,NL0011794037,2019-04-29,archive
Fugro N.V.,Lazard Asset Management LLC,0.47,NL0000352565,2019-04-29,archive
BE Semiconductor Industries N.V.,Marshall Wace LLP,0.7,NL0012866412,2019-04-29,archive
Fugro N.V.,Marshall Wace LLP,3.67,NL0000352565,2019-04-29,archive
PostNL N.V.,Marshall Wace LLP,2.2,NL0009739416,2019-04-29,archive
AMG Critical Materials N.V.,Millennium International Management LP,0.75,NL0000888691,2019-04-29,archive
Wereldhave N.V.,Wellington Management Company LLP,0.81,NL0000289213,2019-04-29,archive
BE Semiconductor Industries N.V.,"WorldQuant, LLC",0.75,NL0012866412,2019-04-29,archive
Wereldhave N.V.,Adelphi Capital LLP,1.12,NL0000289213,2019-04-26,archive
Fugro N.V.,AHL Partners LLP,2.04,NL0000352565,2019-04-26,archive
Signify N.V.,BlackRock Investment Management (UK) Limited,1.14,NL0011821392,2019-04-26,archive
Wereldhave N.V.,"D. E. Shaw & Co., L.P.",0.8,NL0000289213,2019-04-26,archive
Koninklijke BAM Groep N.V.,Gladstone Capital Management LLP,0.46,NL0000337319,2019-04-26,archive
AMG Critical Materials N.V.,Jupiter Investment Management Limited,1.27,NL0000888691,2019-04-26,archive
BE Semiconductor Industries N.V.,Marshall Wace LLP,0.6,NL0012866412,2019-04-26,archive
Flow Traders Ltd.,Marshall Wace LLP,0.59,NL0011279492,2019-04-26,archive
Fugro N.V.,Marshall Wace LLP,3.55,NL0000352565,2019-04-26,archive
Wereldhave N.V.,Marshall Wace LLP,1.83,NL0000289213,2019-04-26,archive
AMG Critical Materials N.V.,Millennium International Management LP,0.63,NL0000888691,2019-04-26,archive
Fugro N.V.,Sculptor Capital Management Europe Limited,1.64,NL0000352565,2019-04-26,archive
Fugro N.V.,Systematica Investments Limited,1.16,NL0000352565,2019-04-26,archive
Wereldhave N.V.,"Woodson Capital Master Fund, LP",1.6,NL0000289213,2019-04-26,archive
Wereldhave N.V.,Adelphi Capital LLP,0.9,NL0000289213,2019-04-25,archive
Fugro N.V.,AHL Partners LLP,2.19,NL0000352565,2019-04-25,archive
Galapagos NV,"AQR Capital Management, LLC",1.8,BE0003818359,2019-04-25,archive
SBM Offshore N.V.,"AQR Capital Management, LLC",1.45,NL0000360618,2019-04-25,archive
AMG Critical Materials N.V.,"Connor, Clark & Lunn Investment Management Ltd.",0.5,NL0000888691,2019-04-25,archive
BE Semiconductor Industries N.V.,"Connor, Clark & Lunn Investment Management Ltd.",0.69,NL0012866412,2019-04-25,archive
Koninklijke BAM Groep N.V.,Gladstone Capital Management LLP,0.52,NL0000337319,2019-04-25,archive
Fugro N.V.,HBK Investments LP,1.5,NL0000352565,2019-04-25,archive
AMG Critical Materials N.V.,Jupiter Investment Management Limited,1.17,NL0000888691,2019-04-25,archive
BE Semiconductor Industries N.V.,Marshall Wace LLP,0.51,NL0012866412,2019-04-25,archive
BE Semiconductor Industries N.V.,Scopia Capital Management LP,2.87,NL0012866412,2019-04-25,archive
Fugro N.V.,"WorldQuant, LLC",0.91,NL0000352565,2019-04-25,archive
Wereldhave N.V.,Adelphi Capital LLP,0.76,NL0000289213,2019-04-24,archive
Koninklijke Vopak N.V.,"AQR Capital Management, LLC",1.02,NL0009432491,2019-04-24,archive
SBM Offshore N.V.,"AQR Capital Management, LLC",1.5,NL0000360618,2019-04-24,archive
Fugro N.V.,HBK Investments LP,1.48,NL0000352565,2019-04-24,archive
AMG Critical Materials N.V.,"Hound Partners, LLC",5.21,NL0000888691,2019-04-24,archive
AMG Critical Materials N.V.,Jupiter Investment Management Limited,1.07,NL0000888691,2019-04-24,archive
AMG Critical Materials N.V.,"PDT Partners, LLC",0.72,NL0000888691,2019-04-24,archive
AMG Critical Materials N.V.,"Public Equity Partners Management, L.P.",2.94,NL0000888691,2019-04-24,archive
BE Semiconductor Industries N.V.,Scopia Capital Management LP,2.99,NL0012866412,2019-04-24,archive
Fugro N.V.,"WorldQuant, LLC",0.89,NL0000352565,2019-04-24,archive
Eurocommercial Properties N.V.,Adelphi Capital LLP,0.58,NL0000288876,2019-04-23,archive
Fugro N.V.,AHL Partners LLP,2.27,NL0000352565,2019-04-23,archive
SBM Offshore N.V.,"AQR Capital Management, LLC",1.48,NL0000360618,2019-04-23,archive
Signify N.V.,ENA Investment Capital LLP,0.74,NL0011821392,2019-04-23,archive
Fugro N.V.,Marshall Wace LLP,3.1,NL0000352565,2019-04-23,archive
AMG Critical Materials N.V.,"Public Equity Partners Management, L.P.",2.83,NL0000888691,2019-04-23,archive
BE Semiconductor Industries N.V.,Scopia Capital Management LP,3.15,NL0012866412,2019-04-23,archive
argenx SE,AHL Partners LLP,0.52,NL0010832176,2019-04-18,archive
Fugro N.V.,AHL Partners LLP,2.37,NL0000352565,2019-04-18,archive
Wereldhave N.V.,"Connor, Clark & Lunn Investment Management Ltd.",0.8,NL0000289213,2019-04-18,archive
ARCADIS N.V.,Engadine Partners LLP,0.87,NL0006237562,2019-04-18,archive
AMG Critical Materials N.V.,"Hound Partners, LLC",5.12,NL0000888691,2019-04-18,archive
AMG Critical Materials N.V.,Jupiter Investment Management Limited,0.91,NL0000888691,2019-04-18,archive
Signify N.V.,Lansdowne Partners (UK) LLP,0.45,NL0011821392,2019-04-18,archive
ARCADIS N.V.,Marshall Wace LLP,2.53,NL0006237562,2019-04-18,archive
Flow Traders Ltd.,Marshall Wace LLP,0.68,NL0011279492,2019-04-18,archive
Fugro N.V.,Marshall Wace LLP,2.95,NL0000352565,2019-04-18,archive
AMG Critical Materials N.V.,Millennium International Management LP,0.53,NL0000888691,2019-04-18,archive
ARCADIS N.V.,Polar Capital LLP,0.94,NL0006237562,2019-04-18,archive
AMG Critical Materials N.V.,"Public Equity Partners Management, L.P.",2.6,NL0000888691,2019-04-18,archive
BE Semiconductor Industries N.V.,Scopia Capital Management LP,3.24,NL0012866412,2019-04-18,archive
Koninklijke BAM Groep N.V.,Canada Pension Plan Investment Board,0.56,NL0000337319,2019-04-17,archive
Galapagos NV,Citadel Advisors LLC,0.82,BE0003818359,2019-04-17,archive
Koninklijke BAM Groep N.V.,Gladstone Capital Management LLP,0.68,NL0000337319,2019-04-17,archive
AMG Critical Materials N.V.,"Hound Partners, LLC",5.08,NL0000888691,2019-04-17,archive
AMG Critical Materials N.V.,Jupiter Investment Management Limited,0.85,NL0000888691,2019-04-17,archive
Fugro N.V.,Marshall Wace LLP,2.86,NL0000352565,2019-04-17,archive
Unibail-Rodamco-Westfield SE,Numeric Investors LLC,0.5,FR0013326246,2019-04-17,archive
Flow Traders Ltd.,"Philadelphia Financial Management of San Francisco, LLC",0.72,NL0011279492,2019-04-17,archive
AMG Critical Materials N.V.,"Public Equity Partners Management, L.P.",2.45,NL0000888691,2019-04-17,archive
BE Semiconductor Industries N.V.,Scopia Capital Management LP,3.34,NL0012866412,2019-04-17,archive
Fugro N.V.,Voleon Capital Management LP,0.59,NL0000352565,2019-04-17,archive
Fugro N.V.,"WorldQuant, LLC",0.93,NL0000352565,2019-04-17,archive
PostNL N.V.,AHL Partners LLP,1.51,NL0009739416,2019-04-16,archive
OCI N.V.,"AQR Capital Management, LLC",0.8,NL0010558797,2019-04-16,archive
Wereldhave N.V.,Capital Fund Management S.A.,0.5,NL0000289213,2019-04-16,archive
Pharming Group N.V.,"Connor, Clark & Lunn Investment Management Ltd.",0.82,NL0010391025,2019-04-16,archive
BE Semiconductor Industries N.V.,CQS (UK) LLP,0.8,NL0012866412,2019-04-16,archive
AMG Critical Materials N.V.,"Eminence Capital, LP",3.77,NL0000888691,2019-04-16,archive
Signify N.V.,Engadine Partners LLP,0.47,NL0011821392,2019-04-16,archive
Wereldhave N.V.,GSA Capital Partners LLP,0.5,NL0000289213,2019-04-16,archive
AMG Critical Materials N.V.,"Hound Partners, LLC",4.92,NL0000888691,2019-04-16,archive
Signify N.V.,Marshall Wace LLP,0.78,NL0011821392,2019-04-16,archive
AMG Critical Materials N.V.,"Public Equity Partners Management, L.P.",2.3,NL0000888691,2019-04-16,archive
Fugro N.V.,Sculptor Capital Management Europe Limited,1.59,NL0000352565,2019-04-16,archive
Fugro N.V.,Systematica Investments Limited,1.2,NL0000352565,2019-04-16,archive
Koninklijke Heijmans N.V.,Voleon Capital Management LP,0.75,NL0009269109,2019-04-16,archive
PostNL N.V.,AHL Partners LLP,1.49,NL0009739416,2019-04-15,archive
Galapagos NV,"AQR Capital Management, LLC",1.76,BE0003818359,2019-04-15,archive
BE Semiconductor Industries N.V.,"Davidson Kempner European Partners, LLP",1.02,NL0012866412,2019-04-15,archive
AMG Critical Materials N.V.,Jupiter Investment Management Limited,0.77,NL0000888691,2019-04-15,archive
Signify N.V.,Lansdowne Partners (UK) LLP,0.57,NL0011821392,2019-04-15,archive
Fugro N.V.,Marshall Wace LLP,2.72,NL0000352565,2019-04-15,archive
AMG Critical Materials N.V.,"Public Equity Partners Management, L.P.",2.14,NL0000888691,2019-04-15,archive
BE Semiconductor Industries N.V.,Scopia Capital Management LP,3.47,NL0012866412,2019-04-15,archive
Pharming Group N.V.,TT International,0.65,NL0010391025,2019-04-15,archive
BE Semiconductor Industries N.V.,"WorldQuant, LLC",0.81,NL0012866412,2019-04-15,archive
Koninklijke BAM Groep N.V.,Canada Pension Plan Investment Board,0.89,NL0000337319,2019-04-12,archive
Wereldhave N.V.,"D. E. Shaw & Co., L.P.",0.79,NL0000289213,2019-04-12,archive
AMG Critical Materials N.V.,Jupiter Investment Management Limited,0.68,NL0000888691,2019-04-12,archive
Fugro N.V.,Marshall Wace LLP,2.61,NL0000352565,2019-04-12,archive
Wereldhave N.V.,Marshall Wace LLP,1.67,NL0000289213,2019-04-12,archive
AMG Critical Materials N.V.,"Public Equity Partners Management, L.P.",2.06,NL0000888691,2019-04-12,archive
BE Semiconductor Industries N.V.,Scopia Capital Management LP,3.54,NL0012866412,2019-04-12,archive
Fugro N.V.,"WorldQuant, LLC",0.82,NL0000352565,2019-04-12,archive
Wereldhave N.V.,Adelphi Capital LLP,0.6,NL0000289213,2019-04-11,archive
Fugro N.V.,AHL Partners LLP,2.41,NL0000352565,2019-04-11,archive
Koninklijke Vopak N.V.,"AQR Capital Management, LLC",0.99,NL0009432491,2019-04-11,archive
SBM Offshore N.V.,"AQR Capital Management, LLC",1.57,NL0000360618,2019-04-11,archive
ARCADIS N.V.,Marshall Wace LLP,2.47,NL0006237562,2019-04-11,archive
Fugro N.V.,Marshall Wace LLP,2.51,NL0000352565,2019-04-11,archive
PostNL N.V.,Marshall Wace LLP,2.19,NL0009739416,2019-04-11,archive
Signify N.V.,Marshall Wace LLP,0.89,NL0011821392,2019-04-11,archive
AMG Critical Materials N.V.,"Public Equity Partners Management, L.P.",1.87,NL0000888691,2019-04-11,archive
Fugro N.V.,Sculptor Capital Management Europe Limited,1.6,NL0000352565,2019-04-11,archive
Signify N.V.,Tower House Partners LLP,0.71,NL0011821392,2019-04-11,archive
Wereldhave N.V.,Adelphi Capital LLP,0.53,NL0000289213,2019-04-10,archive
PostNL N.V.,AHL Partners LLP,1.5,NL0009739416,2019-04-10,archive
Koninklijke BAM Groep N.V.,Canada Pension Plan Investment Board,0.99,NL0000337319,2019-04-10,archive
AMG Critical Materials N.V.,"Eminence Capital, LP",3.52,NL0000888691,2019-04-10,archive
Koninklijke BAM Groep N.V.,Gladstone Capital Management LLP,0.87,NL0000337319,2019-04-10,archive
Wereldhave N.V.,GSA Capital Partners LLP,0.49,NL0000289213,2019-04-10,archive
AMG Critical Materials N.V.,"Hound Partners, LLC",4.63,NL0000888691,2019-04-10,archive
Fugro N.V.,Marshall Wace LLP,2.42,NL0000352565,2019-04-10,archive
AMG Critical Materials N.V.,"Public Equity Partners Management, L.P.",1.75,NL0000888691,2019-04-10,archive
AMG Critical Materials N.V.,"Eminence Capital, LP",3.36,NL0000888691,2019-04-09,archive
AMG Critical Materials N.V.,"Hound Partners, LLC",4.49,NL0000888691,2019-04-09,archive
Fugro N.V.,Marshall Wace LLP,2.35,NL0000352565,2019-04-09,archive
Signify N.V.,Marshall Wace LLP,0.97,NL0011821392,2019-04-09,archive
Wereldhave N.V.,Marshall Wace LLP,1.78,NL0000289213,2019-04-09,archive
AMG Critical Materials N.V.,Millennium International Management LP,0.49,NL0000888691,2019-04-09,archive
AMG Critical Materials N.V.,"PDT Partners, LLC",0.62,NL0000888691,2019-04-09,archive
AMG Critical Materials N.V.,"Public Equity Partners Management, L.P.",1.55,NL0000888691,2019-04-09,archive
Fugro N.V.,Voleon Capital Management LP,0.69,NL0000352565,2019-04-09,archive
PostNL N.V.,AHL Partners LLP,1.49,NL0009739416,2019-04-08,archive
Galapagos NV,"AQR Capital Management, LLC",1.69,BE0003818359,2019-04-08,archive
AMG Critical Materials N.V.,"Hound Partners, LLC",4.12,NL0000888691,2019-04-08,archive
AMG Critical Materials N.V.,"Public Equity Partners Management, L.P.",1.24,NL0000888691,2019-04-08,archive
PostNL N.V.,AHL Partners LLP,1.5,NL0009739416,2019-04-05,archive
PostNL N.V.,Capital Fund Management S.A.,1.51,NL0009739416,2019-04-05,archive
Galapagos NV,Citadel Advisors LLC,0.78,BE0003818359,2019-04-05,archive
Koninklijke BAM Groep N.V.,Gladstone Capital Management LLP,0.97,NL0000337319,2019-04-05,archive
Fugro N.V.,HBK Investments LP,1.57,NL0000352565,2019-04-05,archive
AMG Critical Materials N.V.,"Hound Partners, LLC",4.0,NL0000888691,2019-04-05,archive
Flow Traders Ltd.,Marshall Wace LLP,0.73,NL0011279492,2019-04-05,archive
Fugro N.V.,Marshall Wace LLP,2.2,NL0000352565,2019-04-05,archive
AMG Critical Materials N.V.,"Public Equity Partners Management, L.P.",0.97,NL0000888691,2019-04-05,archive
Wereldhave N.V.,"Woodson Capital Master Fund, LP",1.22,NL0000289213,2019-04-05,archive
SBM Offshore N.V.,"AQR Capital Management, LLC",1.69,NL0000360618,2019-04-04,archive
AMG Critical Materials N.V.,"Hound Partners, LLC",3.92,NL0000888691,2019-04-04,archive
Signify N.V.,Marshall Wace LLP,1.07,NL0011821392,2019-04-04,archive
Wereldhave N.V.,Marshall Wace LLP,1.89,NL0000289213,2019-04-04,archive
AMG Critical Materials N.V.,Millennium International Management LP,0.53,NL0000888691,2019-04-04,archive
AMG Critical Materials N.V.,"Public Equity Partners Management, L.P.",0.78,NL0000888691,2019-04-04,archive
Koninklijke BAM Groep N.V.,SFM UK Management LLP,0.19,NL0000337319,2019-04-04,archive
PostNL N.V.,AHL Partners LLP,1.49,NL0009739416,2019-04-03,archive
Koninklijke BAM Groep N.V.,AKO Capital LLP,1.0,NL0000337319,2019-04-03,archive
Galapagos NV,Citadel Advisors LLC,0.8,BE0003818359,2019-04-03,archive
BE Semiconductor Industries N.V.,"Connor, Clark & Lunn Investment Management Ltd.",0.79,NL0012866412,2019-04-03,archive
BE Semiconductor Industries N.V.,"Davidson Kempner European Partners, LLP",0.95,NL0012866412,2019-04-03,archive
AMG Critical Materials N.V.,"Hound Partners, LLC",3.8,NL0000888691,2019-04-03,archive
Fugro N.V.,Marshall Wace LLP,2.1,NL0000352565,2019-04-03,archive
AMG Critical Materials N.V.,Millennium International Management LP,0.48,NL0000888691,2019-04-03,archive
AMG Critical Materials N.V.,"Public Equity Partners Management, L.P.",0.65,NL0000888691,2019-04-03,archive
Fugro N.V.,Sculptor Capital Management Europe Limited,1.58,NL0000352565,2019-04-03,archive
Fugro N.V.,Voleon Capital Management LP,0.78,NL0000352565,2019-04-03,archive
PostNL N.V.,AHL Partners LLP,1.51,NL0009739416,2019-04-02,archive
Koninklijke BAM Groep N.V.,AKO Capital LLP,0.75,NL0000337319,2019-04-02,archive
AMG Critical Materials N.V.,"Hound Partners, LLC",3.21,NL0000888691,2019-04-02,archive
AMG Critical Materials N.V.,Jupiter Investment Management Limited,0.56,NL0000888691,2019-04-02,archive
Flow Traders Ltd.,Marshall Wace LLP,0.66,NL0011279492,2019-04-02,archive
Fugro N.V.,Marshall Wace LLP,2.03,NL0000352565,2019-04-02,archive
PostNL N.V.,Marshall Wace LLP,2.28,NL0009739416,2019-04-02,archive
AMG Critical Materials N.V.,Millennium International Management LP,0.55,NL0000888691,2019-04-02,archive
Fugro N.V.,"WorldQuant, LLC",0.78,NL0000352565,2019-04-02,archive
Fugro N.V.,AHL Partners LLP,2.32,NL0000352565,2019-04-01,archive
Wereldhave N.V.,"D. E. Shaw & Co., L.P.",0.89,NL0000289213,2019-04-01,archive
Fugro N.V.,HBK Investments LP,1.66,NL0000352565,2019-04-01,archive
AMG Critical Materials N.V.,"Hound Partners, LLC",3.08,NL0000888691,2019-04-01,archive
Fugro N.V.,Marshall Wace LLP,1.96,NL0000352565,2019-04-01,archive
PostNL N.V.,Marshall Wace LLP,2.3,NL0009739416,2019-04-01,archive
AMG Critical Materials N.V.,Millennium Capital Partners LLP,0.46,NL0000888691,2019-04-01,archive
