issuer_name,position_holder,net_short_position,isin,position_date,source
TomTom N.V.,"BlueMountain Capital Management, LLC",1.59,NL0000387058,2014-10-21,archive
TomTom N.V.,"Hound Partners, LLC",0.78,NL0000387058,2014-10-21,archive
Koninklijke BAM Groep N.V.,Marshall Wace LLP,1.83,NL0000337319,2014-10-21,archive
ArcelorMittal S.A.,Odey Asset Management LLP,0.49,LU0323134006,2014-10-21,archive
Aperam S.A.,TT International,0.65,LU0569974404,2014-10-21,archive
Aperam S.A.,Adage Capital Management L.P.,2.99,LU0569974404,2014-10-20,archive
Fugro N.V.,BlackRock Investment Management (UK) Limited,0.58,NL0000352565,2014-10-20,archive
TomTom N.V.,"BlueMountain Capital Management, LLC",1.49,NL0000387058,2014-10-20,archive
TomTom N.V.,"Hound Partners, LLC",0.52,NL0000387058,2014-10-20,archive
SBM Offshore N.V.,Man Investments Limited,0.48,NL0000360618,2014-10-20,archive
Aperam S.A.,Marshall Wace LLP,0.55,LU0569974404,2014-10-20,archive
SBM Offshore N.V.,Marshall Wace LLP,0.77,NL0000360618,2014-10-20,archive
ArcelorMittal S.A.,Odey Asset Management LLP,0.51,LU0323134006,2014-10-20,archive
Koninklijke BAM Groep N.V.,"WorldQuant, LLC",0.82,NL0000337319,2014-10-20,archive
TomTom N.V.,"BlueMountain Capital Management, LLC",1.32,NL0000387058,2014-10-17,archive
SBM Offshore N.V.,Egerton Capital (UK) LLP,0.35,NL0000360618,2014-10-17,archive
SBM Offshore N.V.,Marshall Wace LLP,0.84,NL0000360618,2014-10-17,archive
Koninklijke BAM Groep N.V.,"WorldQuant, LLC",0.73,NL0000337319,2014-10-17,archive
Fugro N.V.,"AQR Capital Management, LLC",1.53,NL0000352565,2014-10-16,archive
TomTom N.V.,"BlueMountain Capital Management, LLC",1.13,NL0000387058,2014-10-16,archive
Aperam S.A.,BNP Paribas S.A.,0.65,LU0569974404,2014-10-16,archive
Fugro N.V.,GAM Investment Management Lugano SA,0.7,NL0000352565,2014-10-16,archive
SBM Offshore N.V.,Man Investments Limited,0.57,NL0000360618,2014-10-16,archive
Aperam S.A.,Marshall Wace LLP,0.62,LU0569974404,2014-10-16,archive
Aperam S.A.,TT International,0.87,LU0569974404,2014-10-16,archive
Koninklijke BAM Groep N.V.,"WorldQuant, LLC",0.66,NL0000337319,2014-10-16,archive
Fugro N.V.,"AQR Capital Management, LLC",1.45,NL0000352565,2014-10-15,archive
SBM Offshore N.V.,"AQR Capital Management, LLC",1.91,NL0000360618,2014-10-15,archive
Fugro N.V.,"BlackRock Institutional Trust Company, National Association",0.68,NL0000352565,2014-10-15,archive
TomTom N.V.,"BlueMountain Capital Management, LLC",0.91,NL0000387058,2014-10-15,archive
Aperam S.A.,BNP Paribas S.A.,0.58,LU0569974404,2014-10-15,archive
Aperam S.A.,CQS (UK) LLP,1.26,LU0569974404,2014-10-15,archive
Fugro N.V.,Marshall Wace LLP,1.15,NL0000352565,2014-10-15,archive
Koninklijke BAM Groep N.V.,"WorldQuant, LLC",0.57,NL0000337319,2014-10-15,archive
SBM Offshore N.V.,"BlackRock Institutional Trust Company, National Association",0.5,NL0000360618,2014-10-14,archive
TomTom N.V.,"BlueMountain Capital Management, LLC",0.84,NL0000387058,2014-10-14,archive
TomTom N.V.,"BlueMountain Capital Management, LLC",0.69,NL0000387058,2014-10-13,archive
Aperam S.A.,BNP Paribas S.A.,0.61,LU0569974404,2014-10-13,archive
Fugro N.V.,Marshall Wace LLP,1.09,NL0000352565,2014-10-13,archive
ArcelorMittal S.A.,Odey Asset Management LLP,0.49,LU0323134006,2014-10-13,archive
Aperam S.A.,"BlackRock Institutional Trust Company, National Association",0.51,LU0569974404,2014-10-10,archive
TomTom N.V.,"BlueMountain Capital Management, LLC",0.7,NL0000387058,2014-10-10,archive
Fugro N.V.,Lansdowne Partners (UK) LLP,0.58,NL0000352565,2014-10-10,archive
Aperam S.A.,Marshall Wace LLP,0.72,LU0569974404,2014-10-10,archive
Fugro N.V.,Marshall Wace LLP,1.1,NL0000352565,2014-10-10,archive
Aperam S.A.,TT International,0.76,LU0569974404,2014-10-10,archive
Koninklijke BAM Groep N.V.,BlackRock Investment Management (UK) Limited,0.32,NL0000337319,2014-10-09,archive
Koninklijke BAM Groep N.V.,Oxford Asset Management,0.94,NL0000337319,2014-10-09,archive
Aperam S.A.,TT International,0.54,LU0569974404,2014-10-09,archive
Koninklijke BAM Groep N.V.,BlackRock Investment Management (UK) Limited,0.52,NL0000337319,2014-10-08,archive
Fugro N.V.,Oxford Asset Management,0.5,NL0000352565,2014-10-08,archive
Fugro N.V.,"WorldQuant, LLC",0.42,NL0000352565,2014-10-08,archive
Aperam S.A.,Marshall Wace LLP,0.6,LU0569974404,2014-10-07,archive
Fugro N.V.,Marshall Wace LLP,1.05,NL0000352565,2014-10-07,archive
Fugro N.V.,"WorldQuant, LLC",0.5,NL0000352565,2014-10-07,archive
ArcelorMittal S.A.,"AQR Capital Management, LLC",0.59,LU0323134006,2014-10-06,archive
SBM Offshore N.V.,"AQR Capital Management, LLC",1.8,NL0000360618,2014-10-06,archive
Aperam S.A.,Marshall Wace LLP,0.51,LU0569974404,2014-10-06,archive
Fugro N.V.,Marshall Wace LLP,0.98,NL0000352565,2014-10-06,archive
Koninklijke BAM Groep N.V.,Marshall Wace LLP,1.96,NL0000337319,2014-10-06,archive
Koninklijke BAM Groep N.V.,Oxford Asset Management,0.83,NL0000337319,2014-10-06,archive
Aperam S.A.,TT International,0.33,LU0569974404,2014-10-06,archive
Aperam S.A.,"BlackRock Institutional Trust Company, National Association",0.49,LU0569974404,2014-10-03,archive
SBM Offshore N.V.,Man Investments Limited,0.63,NL0000360618,2014-10-03,archive
Koninklijke BAM Groep N.V.,Marshall Wace LLP,2.06,NL0000337319,2014-10-03,archive
Aperam S.A.,TT International,0.53,LU0569974404,2014-10-03,archive
Koninklijke Vopak N.V.,Adelphi Capital LLP,0.55,NL0009432491,2014-10-02,archive
Fugro N.V.,"AQR Capital Management, LLC",1.37,NL0000352565,2014-10-02,archive
Aperam S.A.,CQS (UK) LLP,1.39,LU0569974404,2014-10-02,archive
TomTom N.V.,"BlueMountain Capital Management, LLC",0.62,NL0000387058,2014-10-01,archive
Aperam S.A.,CQS (UK) LLP,1.66,LU0569974404,2014-10-01,archive
SBM Offshore N.V.,Man Investments Limited,0.53,NL0000360618,2014-10-01,archive
Koninklijke BAM Groep N.V.,Marshall Wace LLP,2.17,NL0000337319,2014-10-01,archive
Aperam S.A.,TT International,0.73,LU0569974404,2014-10-01,archive
SBM Offshore N.V.,Egerton Capital (UK) LLP,0.64,NL0000360618,2014-09-30,archive
Fugro N.V.,Marshall Wace LLP,0.89,NL0000352565,2014-09-30,archive
Koninklijke BAM Groep N.V.,Marshall Wace LLP,2.23,NL0000337319,2014-09-30,archive
Aperam S.A.,Adage Capital Management L.P.,3.76,LU0569974404,2014-09-29,archive
Aperam S.A.,"BlackRock Institutional Trust Company, National Association",0.52,LU0569974404,2014-09-29,archive
TomTom N.V.,"BlueMountain Capital Management, LLC",0.55,NL0000387058,2014-09-29,archive
SBM Offshore N.V.,Egerton Capital (UK) LLP,0.77,NL0000360618,2014-09-29,archive
Koninklijke Vopak N.V.,Fil Investment Services (UK) Limited,0.49,NL0009432491,2014-09-29,archive
Koninklijke BAM Groep N.V.,Marshall Wace LLP,2.31,NL0000337319,2014-09-29,archive
Koninklijke BAM Groep N.V.,Oxford Asset Management,0.73,NL0000337319,2014-09-29,archive
Aperam S.A.,TT International,0.67,LU0569974404,2014-09-29,archive
Fugro N.V.,"BlackRock Institutional Trust Company, National Association",0.71,NL0000352565,2014-09-26,archive
Aperam S.A.,BNP Paribas S.A.,0.53,LU0569974404,2014-09-26,archive
Koninklijke BAM Groep N.V.,Marshall Wace LLP,2.46,NL0000337319,2014-09-26,archive
SBM Offshore N.V.,Marshall Wace LLP,0.97,NL0000360618,2014-09-26,archive
Aperam S.A.,Millennium International Management LP,0.48,LU0569974404,2014-09-26,archive
Fugro N.V.,Lansdowne Partners (UK) LLP,0.66,NL0000352565,2014-09-25,archive
Koninklijke BAM Groep N.V.,Marshall Wace LLP,2.51,NL0000337319,2014-09-25,archive
SBM Offshore N.V.,Marshall Wace LLP,1.06,NL0000360618,2014-09-25,archive
Aperam S.A.,Millennium International Management LP,0.53,LU0569974404,2014-09-25,archive
Fugro N.V.,"BlackRock Institutional Trust Company, National Association",0.63,NL0000352565,2014-09-23,archive
Fugro N.V.,BlackRock Investment Management (UK) Limited,0.6,NL0000352565,2014-09-23,archive
Koninklijke BAM Groep N.V.,Marshall Wace LLP,2.67,NL0000337319,2014-09-23,archive
SBM Offshore N.V.,Marshall Wace LLP,1.1,NL0000360618,2014-09-23,archive
Koninklijke Heijmans N.V.,"BlackRock Institutional Trust Company, National Association",0.49,NL0009269109,2014-09-22,archive
SBM Offshore N.V.,Egerton Capital (UK) LLP,0.91,NL0000360618,2014-09-22,archive
Fugro N.V.,Marshall Wace LLP,0.99,NL0000352565,2014-09-22,archive
Koninklijke BAM Groep N.V.,Marshall Wace LLP,2.74,NL0000337319,2014-09-22,archive
SBM Offshore N.V.,Marshall Wace LLP,1.09,NL0000360618,2014-09-22,archive
ArcelorMittal S.A.,Odey Asset Management LLP,0.54,LU0323134006,2014-09-22,archive
Aperam S.A.,TT International,0.5,LU0569974404,2014-09-22,archive
SBM Offshore N.V.,Marshall Wace LLP,1.1,NL0000360618,2014-09-19,archive
Fugro N.V.,"AQR Capital Management, LLC",1.29,NL0000352565,2014-09-18,archive
SBM Offshore N.V.,Marshall Wace LLP,1.04,NL0000360618,2014-09-18,archive
Fugro N.V.,"AQR Capital Management, LLC",1.3,NL0000352565,2014-09-17,archive
SBM Offshore N.V.,"AQR Capital Management, LLC",1.74,NL0000360618,2014-09-17,archive
Aperam S.A.,Adage Capital Management L.P.,3.12,LU0569974404,2014-09-16,archive
SBM Offshore N.V.,Egerton Capital (UK) LLP,0.73,NL0000360618,2014-09-15,archive
SBM Offshore N.V.,Marshall Wace LLP,0.9,NL0000360618,2014-09-15,archive
Aperam S.A.,BNP Paribas S.A.,0.47,LU0569974404,2014-09-12,archive
SBM Offshore N.V.,"AQR Capital Management, LLC",1.62,NL0000360618,2014-09-11,archive
Koninklijke BAM Groep N.V.,TT International,0.43,NL0000337319,2014-09-10,archive
Koninklijke BAM Groep N.V.,Marshall Wace LLP,2.81,NL0000337319,2014-09-09,archive
SBM Offshore N.V.,Marshall Wace LLP,0.85,NL0000360618,2014-09-09,archive
ArcelorMittal S.A.,Odey Asset Management LLP,0.49,LU0323134006,2014-09-08,archive
Fugro N.V.,"AQR Capital Management, LLC",1.24,NL0000352565,2014-09-03,archive
SBM Offshore N.V.,"AQR Capital Management, LLC",1.53,NL0000360618,2014-09-03,archive
Aperam S.A.,BNP Paribas S.A.,0.5,LU0569974404,2014-09-03,archive
Koninklijke BAM Groep N.V.,"Lucerne Capital Management, L.P.",0.51,NL0000337319,2014-09-03,archive
Fugro N.V.,Marshall Wace LLP,1.0,NL0000352565,2014-09-02,archive
SBM Offshore N.V.,Marshall Wace LLP,0.72,NL0000360618,2014-09-02,archive
Fugro N.V.,"AQR Capital Management, LLC",1.19,NL0000352565,2014-08-29,archive
Fugro N.V.,"BlackRock Institutional Trust Company, National Association",0.5,NL0000352565,2014-08-29,archive
Koninklijke Vopak N.V.,Fil Investment Services (UK) Limited,0.59,NL0009432491,2014-08-29,archive
Koninklijke BAM Groep N.V.,"Lucerne Capital Management, L.P.",0.65,NL0000337319,2014-08-28,archive
Koninklijke BAM Groep N.V.,Marshall Wace LLP,2.73,NL0000337319,2014-08-28,archive
SBM Offshore N.V.,Marshall Wace LLP,0.61,NL0000360618,2014-08-28,archive
SBM Offshore N.V.,Marshall Wace LLP,0.59,NL0000360618,2014-08-26,archive
SBM Offshore N.V.,Marshall Wace LLP,0.6,NL0000360618,2014-08-25,archive
Aperam S.A.,CQS (UK) LLP,1.72,LU0569974404,2014-08-22,archive
SBM Offshore N.V.,AKO Capital LLP,1.41,NL0000360618,2014-08-21,archive
SBM Offshore N.V.,Marshall Wace LLP,0.53,NL0000360618,2014-08-21,archive
SBM Offshore N.V.,AKO Capital LLP,1.08,NL0000360618,2014-08-20,archive
Aperam S.A.,BNP Paribas S.A.,0.49,LU0569974404,2014-08-20,archive
SBM Offshore N.V.,Marshall Wace LLP,0.63,NL0000360618,2014-08-20,archive
Koninklijke BAM Groep N.V.,TT International,0.51,NL0000337319,2014-08-20,archive
SBM Offshore N.V.,"AQR Capital Management, LLC",1.48,NL0000360618,2014-08-18,archive
SBM Offshore N.V.,"AQR Capital Management, LLC",1.5,NL0000360618,2014-08-15,archive
Fugro N.V.,Marshall Wace LLP,0.99,NL0000352565,2014-08-15,archive
Koninklijke BAM Groep N.V.,Marshall Wace LLP,2.6,NL0000337319,2014-08-15,archive
SBM Offshore N.V.,Marshall Wace LLP,0.54,NL0000360618,2014-08-15,archive
SBM Offshore N.V.,Egerton Capital (UK) LLP,0.57,NL0000360618,2014-08-14,archive
Koninklijke BAM Groep N.V.,Marshall Wace LLP,2.59,NL0000337319,2014-08-14,archive
Fugro N.V.,Adelphi Capital LLP,0.39,NL0000352565,2014-08-13,archive
Koninklijke BAM Groep N.V.,TT International,0.42,NL0000337319,2014-08-13,archive
Koninklijke BAM Groep N.V.,"WorldQuant, LLC",0.38,NL0000337319,2014-08-13,archive
Koninklijke BAM Groep N.V.,"Lucerne Capital Management, L.P.",0.54,NL0000337319,2014-08-12,archive
Fugro N.V.,Marshall Wace LLP,1.0,NL0000352565,2014-08-12,archive
Koninklijke BAM Groep N.V.,Marshall Wace LLP,2.64,NL0000337319,2014-08-12,archive
Koninklijke BAM Groep N.V.,"WorldQuant, LLC",0.55,NL0000337319,2014-08-12,archive
Aperam S.A.,CQS (UK) LLP,1.82,LU0569974404,2014-08-11,archive
Fugro N.V.,GAM Investment Management Lugano SA,0.6,NL0000352565,2014-08-11,archive
Koninklijke BAM Groep N.V.,"Lucerne Capital Management, L.P.",0.38,NL0000337319,2014-08-11,archive
Koninklijke BAM Groep N.V.,Marshall Wace LLP,2.54,NL0000337319,2014-08-11,archive
Koninklijke BAM Groep N.V.,"WorldQuant, LLC",0.67,NL0000337319,2014-08-11,archive
Koninklijke Vopak N.V.,Adelphi Capital LLP,0.6,NL0009432491,2014-08-08,archive
SBM Offshore N.V.,AKO Capital LLP,0.91,NL0000360618,2014-08-08,archive
Aperam S.A.,CQS (UK) LLP,1.75,LU0569974404,2014-08-08,archive
Koninklijke BAM Groep N.V.,"Lucerne Capital Management, L.P.",0.5,NL0000337319,2014-08-08,archive
Koninklijke BAM Groep N.V.,Marshall Wace LLP,2.19,NL0000337319,2014-08-08,archive
Koninklijke BAM Groep N.V.,"WorldQuant, LLC",0.8,NL0000337319,2014-08-08,archive
Fugro N.V.,"AQR Capital Management, LLC",1.29,NL0000352565,2014-08-07,archive
TomTom N.V.,"Discovery Capital Management, LLC",0.79,NL0000387058,2014-08-07,archive
Koninklijke BAM Groep N.V.,Marshall Wace LLP,1.8,NL0000337319,2014-08-07,archive
ArcelorMittal S.A.,Odey Asset Management LLP,0.5,LU0323134006,2014-08-07,archive
Koninklijke BAM Groep N.V.,Oxford Asset Management,0.62,NL0000337319,2014-08-06,archive
Koninklijke BAM Groep N.V.,"WorldQuant, LLC",0.72,NL0000337319,2014-08-06,archive
Koninklijke Vopak N.V.,Adelphi Capital LLP,0.51,NL0009432491,2014-08-05,archive
Fugro N.V.,GAM Investment Management Lugano SA,0.56,NL0000352565,2014-08-05,archive
ArcelorMittal S.A.,"Discovery Capital Management, LLC",0.46,LU0323134006,2014-08-04,archive
Koninklijke BAM Groep N.V.,"WorldQuant, LLC",0.62,NL0000337319,2014-08-04,archive
SBM Offshore N.V.,AKO Capital LLP,0.82,NL0000360618,2014-08-01,archive
Fugro N.V.,Marshall Wace LLP,0.9,NL0000352565,2014-08-01,archive
Koninklijke BAM Groep N.V.,Marshall Wace LLP,1.6,NL0000337319,2014-08-01,archive
SBM Offshore N.V.,AKO Capital LLP,0.74,NL0000360618,2014-07-31,archive
SBM Offshore N.V.,"AQR Capital Management, LLC",1.4,NL0000360618,2014-07-31,archive
Fugro N.V.,BlackRock Investment Management (UK) Limited,0.59,NL0000352565,2014-07-31,archive
Fugro N.V.,Marshall Wace LLP,0.86,NL0000352565,2014-07-31,archive
Koninklijke BAM Groep N.V.,Marshall Wace LLP,1.55,NL0000337319,2014-07-31,archive
Koninklijke BAM Groep N.V.,"WorldQuant, LLC",0.53,NL0000337319,2014-07-31,archive
Fugro N.V.,BlackRock Investment Management (UK) Limited,0.6,NL0000352565,2014-07-30,archive
Fugro N.V.,Marshall Wace LLP,0.79,NL0000352565,2014-07-30,archive
Koninklijke BAM Groep N.V.,Marshall Wace LLP,1.46,NL0000337319,2014-07-30,archive
Aperam S.A.,Adage Capital Management L.P.,2.72,LU0569974404,2014-07-25,archive
Aperam S.A.,BNP Paribas S.A.,0.57,LU0569974404,2014-07-25,archive
Aperam S.A.,CQS (UK) LLP,1.82,LU0569974404,2014-07-25,archive
Koninklijke BAM Groep N.V.,Marshall Wace LLP,1.31,NL0000337319,2014-07-25,archive
Aperam S.A.,BNP Paribas S.A.,0.62,LU0569974404,2014-07-24,archive
ArcelorMittal S.A.,"Discovery Capital Management, LLC",0.5,LU0323134006,2014-07-24,archive
SBM Offshore N.V.,"AQR Capital Management, LLC",1.32,NL0000360618,2014-07-23,archive
Fugro N.V.,BlackRock Investment Management (UK) Limited,0.84,NL0000352565,2014-07-23,archive
Koninklijke BAM Groep N.V.,Marshall Wace LLP,1.22,NL0000337319,2014-07-23,archive
Fugro N.V.,"AQR Capital Management, LLC",1.32,NL0000352565,2014-07-22,archive
Koninklijke BAM Groep N.V.,Marshall Wace LLP,1.1,NL0000337319,2014-07-22,archive
Koninklijke BAM Groep N.V.,TT International,0.72,NL0000337319,2014-07-22,archive
Koninklijke BAM Groep N.V.,"WorldQuant, LLC",0.44,NL0000337319,2014-07-22,archive
SBM Offshore N.V.,"AQR Capital Management, LLC",1.23,NL0000360618,2014-07-21,archive
Fugro N.V.,AKO Capital LLP,0.26,NL0000352565,2014-07-18,archive
Koninklijke BAM Groep N.V.,Marshall Wace LLP,1.08,NL0000337319,2014-07-18,archive
Koninklijke BAM Groep N.V.,"WorldQuant, LLC",0.55,NL0000337319,2014-07-18,archive
Aperam S.A.,BNP Paribas S.A.,0.51,LU0569974404,2014-07-16,archive
Koninklijke BAM Groep N.V.,Marshall Wace LLP,1.19,NL0000337319,2014-07-16,archive
Fugro N.V.,AKO Capital LLP,0.5,NL0000352565,2014-07-15,archive
SBM Offshore N.V.,AKO Capital LLP,0.65,NL0000360618,2014-07-15,archive
Fugro N.V.,Marshall Wace LLP,0.82,NL0000352565,2014-07-15,archive
Koninklijke BAM Groep N.V.,Marshall Wace LLP,1.23,NL0000337319,2014-07-15,archive
Fugro N.V.,AKO Capital LLP,0.7,NL0000352565,2014-07-14,archive
SBM Offshore N.V.,AKO Capital LLP,0.57,NL0000360618,2014-07-14,archive
Koninklijke BAM Groep N.V.,Marshall Wace LLP,1.08,NL0000337319,2014-07-14,archive
Koninklijke BAM Groep N.V.,"WorldQuant, LLC",0.62,NL0000337319,2014-07-14,archive
Fugro N.V.,AKO Capital LLP,0.82,NL0000352565,2014-07-11,archive
Fugro N.V.,Marshall Wace LLP,0.72,NL0000352565,2014-07-11,archive
Koninklijke BAM Groep N.V.,Marshall Wace LLP,0.99,NL0000337319,2014-07-11,archive
Koninklijke BAM Groep N.V.,"WorldQuant, LLC",0.51,NL0000337319,2014-07-11,archive
Fugro N.V.,Adelphi Capital LLP,0.63,NL0000352565,2014-07-10,archive
Fugro N.V.,AKO Capital LLP,1.05,NL0000352565,2014-07-10,archive
Koninklijke BAM Groep N.V.,AKO Capital LLP,0.29,NL0000337319,2014-07-10,archive
Fugro N.V.,"AQR Capital Management, LLC",1.29,NL0000352565,2014-07-10,archive
Fugro N.V.,BlackRock Investment Management (UK) Limited,0.91,NL0000352565,2014-07-10,archive
Fugro N.V.,Citadel Europe LLP,0.36,NL0000352565,2014-07-10,archive
Fugro N.V.,Marshall Wace LLP,0.64,NL0000352565,2014-07-10,archive
Koninklijke BAM Groep N.V.,Marshall Wace LLP,0.89,NL0000337319,2014-07-10,archive
Fugro N.V.,"AQR Capital Management, LLC",1.37,NL0000352565,2014-07-09,archive
Koninklijke BAM Groep N.V.,Marshall Wace LLP,0.74,NL0000337319,2014-07-09,archive
Fugro N.V.,"AQR Capital Management, LLC",1.46,NL0000352565,2014-07-08,archive
Koninklijke BAM Groep N.V.,Marshall Wace LLP,0.58,NL0000337319,2014-07-08,archive
Koninklijke BAM Groep N.V.,TT International,0.53,NL0000337319,2014-07-07,archive
Koninklijke Heijmans N.V.,"BlackRock Institutional Trust Company, National Association",0.57,NL0009269109,2014-07-03,archive
Fugro N.V.,AKO Capital LLP,1.45,NL0000352565,2014-07-01,archive
Aperam S.A.,CQS (UK) LLP,1.77,LU0569974404,2014-07-01,archive
Fugro N.V.,Lansdowne Partners (UK) LLP,0.76,NL0000352565,2014-07-01,archive
Fugro N.V.,Lansdowne Partners Limited,0.0,NL0000352565,2014-07-01,archive
ArcelorMittal S.A.,Odey Asset Management LLP,0.52,LU0323134006,2014-07-01,archive
Fugro N.V.,BlackRock Investment Management (UK) Limited,0.8,NL0000352565,2014-06-27,archive
Koninklijke Heijmans N.V.,BlackRock Investment Management (UK) Limited,0.48,NL0009269109,2014-06-27,archive
SBM Offshore N.V.,"AQR Capital Management, LLC",1.0,NL0000360618,2014-06-24,archive
Koninklijke Heijmans N.V.,"BlackRock Institutional Trust Company, National Association",0.68,NL0009269109,2014-06-20,archive
Aperam S.A.,CQS (UK) LLP,1.52,LU0569974404,2014-06-18,archive
Aperam S.A.,CQS (UK) LLP,1.42,LU0569974404,2014-06-17,archive
Fugro N.V.,Marshall Wace LLP,0.39,NL0000352565,2014-06-17,archive
SBM Offshore N.V.,"AQR Capital Management, LLC",0.9,NL0000360618,2014-06-16,archive
Aperam S.A.,CQS (UK) LLP,1.27,LU0569974404,2014-06-13,archive
Fugro N.V.,BlackRock Investment Management (UK) Limited,0.7,NL0000352565,2014-06-12,archive
Fugro N.V.,Citadel Europe LLP,0.79,NL0000352565,2014-06-11,archive
Fugro N.V.,BlackRock Investment Management (UK) Limited,0.69,NL0000352565,2014-06-10,archive
Aperam S.A.,CQS (UK) LLP,1.3,LU0569974404,2014-06-10,archive
Fugro N.V.,Marshall Wace LLP,0.58,NL0000352565,2014-06-10,archive
TomTom N.V.,TT International,0.48,NL0000387058,2014-06-10,archive
SBM Offshore N.V.,"AQR Capital Management, LLC",0.81,NL0000360618,2014-06-09,archive
Aperam S.A.,BNP Paribas S.A.,0.35,LU0569974404,2014-06-09,archive
Aperam S.A.,CQS (UK) LLP,1.2,LU0569974404,2014-06-09,archive
Fugro N.V.,BlackRock Investment Management (UK) Limited,0.7,NL0000352565,2014-06-06,archive
Fugro N.V.,Citadel Europe LLP,0.8,NL0000352565,2014-06-06,archive
Aperam S.A.,CQS (UK) LLP,1.06,LU0569974404,2014-06-06,archive
Fugro N.V.,UBS Global Asset Management (UK) Ltd.,0.32,NL0000352565,2014-06-06,archive
