issuer_name,net_short_position,position_date,isin,position_holder,source
PostNL N.V.,1.77,2016-01-04,NL0009739416,Marshall Wace LLP,archive
TomTom N.V.,1.4,2016-01-04,NL0000387058,Marshall Wace LLP,archive
SBM Offshore N.V.,0.5,2016-01-04,NL0000360618,"WorldQuant, LLC",archive
SBM Offshore N.V.,0.6,2015-12-31,NL0000360618,"Sophos Capital Management, L.P.",archive
Koninklijke Heijmans N.V.,0.57,2015-12-30,NL0009269109,Rotella Acrospire LLC,archive
SBM Offshore N.V.,0.58,2015-12-29,NL0000360618,Man Investments Limited,archive
Fugro N.V.,1.73,2015-12-29,NL0000352565,Marshall Wace LLP,archive
PostNL N.V.,1.84,2015-12-29,NL0009739416,Marshall Wace LLP,archive
PostNL N.V.,1.91,2015-12-28,NL0009739416,Marshall Wace LLP,archive
Wolters Kluwer N.V.,0.49,2015-12-28,NL0000395903,Marshall Wace LLP,archive
PostNL N.V.,1.17,2015-12-24,NL0009739416,"WorldQuant, LLC",archive
ArcelorMittal S.A.,0.52,2015-12-23,LU0323134006,Adage Capital Management L.P.,archive
Ease2pay N.V.,0.0,2015-12-23,NL0000345627,Crédit Industriel et Commercial,archive
ArcelorMittal S.A.,0.56,2015-12-23,LU0323134006,"Luminus Management, LLC",archive
Wolters Kluwer N.V.,0.5,2015-12-23,NL0000395903,Marshall Wace LLP,archive
PostNL N.V.,0.76,2015-12-23,NL0009739416,Oxford Asset Management,archive
Koninklijke Heijmans N.V.,0.66,2015-12-23,NL0009269109,Rotella Acrospire LLC,archive
PostNL N.V.,0.6,2015-12-22,NL0009739416,Capital Fund Management S.A.,archive
PostNL N.V.,2.19,2015-12-22,NL0009739416,Marshall Wace LLP,archive
PostNL N.V.,1.2,2015-12-22,NL0009739416,"WorldQuant, LLC",archive
Ease2pay N.V.,0.85,2015-12-21,NL0000345627,Crédit Industriel et Commercial,archive
ArcelorMittal S.A.,2.1,2015-12-18,LU0323134006,"AQR Capital Management, LLC",archive
SBM Offshore N.V.,0.5,2015-12-18,NL0000360618,Capital Fund Management S.A.,archive
Koninklijke Heijmans N.V.,0.46,2015-12-18,NL0009269109,Macquarie Funds Management Hong Kong Limited,archive
Fugro N.V.,1.65,2015-12-18,NL0000352565,Marshall Wace LLP,archive
TomTom N.V.,1.52,2015-12-18,NL0000387058,Marshall Wace LLP,archive
Wereldhave N.V.,0.46,2015-12-18,NL0000289213,Millennium International Management LP,archive
ArcelorMittal S.A.,1.44,2015-12-18,LU0323134006,Odey Asset Management LLP,archive
PostNL N.V.,1.18,2015-12-18,NL0009739416,"WorldQuant, LLC",archive
Aperam S.A.,4.4,2015-12-17,LU0569974404,Adage Capital Management L.P.,archive
ArcelorMittal S.A.,2.19,2015-12-17,LU0323134006,"AQR Capital Management, LLC",archive
SBM Offshore N.V.,1.52,2015-12-17,NL0000360618,"D.E. Shaw & Co., L.P.",archive
SBM Offshore N.V.,1.33,2015-12-17,NL0000360618,Marshall Wace LLP,archive
ArcelorMittal S.A.,1.32,2015-12-17,LU0323134006,Odey Asset Management LLP,archive
Galapagos NV,0.48,2015-12-17,BE0003818359,Oxford Asset Management,archive
Galapagos NV,0.58,2015-12-17,BE0003818359,"WorldQuant, LLC",archive
Fugro N.V.,2.59,2015-12-16,NL0000352565,"AQR Capital Management, LLC",archive
Koninklijke Vopak N.V.,0.59,2015-12-16,NL0009432491,"AQR Capital Management, LLC",archive
SBM Offshore N.V.,0.49,2015-12-16,NL0000360618,Capital Fund Management S.A.,archive
ArcelorMittal S.A.,1.25,2015-12-16,LU0323134006,Odey Asset Management LLP,archive
ARCADIS N.V.,0.41,2015-12-15,NL0006237562,AKO Capital LLP,archive
Koninklijke Vopak N.V.,0.6,2015-12-15,NL0009432491,"AQR Capital Management, LLC",archive
ArcelorMittal S.A.,0.72,2015-12-15,LU0323134006,Capital Fund Management S.A.,archive
PostNL N.V.,0.5,2015-12-15,NL0009739416,Capital Fund Management S.A.,archive
SBM Offshore N.V.,0.5,2015-12-15,NL0000360618,Capital Fund Management S.A.,archive
ArcelorMittal S.A.,1.01,2015-12-15,LU0323134006,Marshall Wace LLP,archive
Koninklijke Heijmans N.V.,0.68,2015-12-15,NL0009269109,Oxford Asset Management,archive
ARCADIS N.V.,0.62,2015-12-14,NL0006237562,AKO Capital LLP,archive
Koninklijke Ahold Delhaize N.V.,1.58,2015-12-14,NL0010672325,"Davidson Kempner European Partners, LLP",archive
ArcelorMittal S.A.,0.86,2015-12-14,LU0323134006,Marshall Wace LLP,archive
Koninklijke Heijmans N.V.,0.7,2015-12-14,NL0009269109,Oxford Asset Management,archive
Fugro N.V.,0.97,2015-12-14,NL0000352565,UBS Asset Management (UK) Ltd.,archive
ArcelorMittal S.A.,0.61,2015-12-11,LU0323134006,Capital Fund Management S.A.,archive
Koninklijke Heijmans N.V.,0.51,2015-12-11,NL0009269109,Macquarie Funds Management Hong Kong Limited,archive
PostNL N.V.,2.29,2015-12-11,NL0009739416,Marshall Wace LLP,archive
SBM Offshore N.V.,1.21,2015-12-11,NL0000360618,Marshall Wace LLP,archive
ArcelorMittal S.A.,0.43,2015-12-11,LU0323134006,Millennium International Management LP,archive
ArcelorMittal S.A.,1.08,2015-12-11,LU0323134006,Odey Asset Management LLP,archive
ArcelorMittal S.A.,0.54,2015-12-11,LU0323134006,Sculptor Capital LP,archive
PostNL N.V.,1.2,2015-12-11,NL0009739416,"WorldQuant, LLC",archive
ArcelorMittal S.A.,0.49,2015-12-10,LU0323134006,Adage Capital Management L.P.,archive
ArcelorMittal S.A.,0.54,2015-12-10,LU0323134006,Capital Fund Management S.A.,archive
Fugro N.V.,0.6,2015-12-10,NL0000352565,Capital Fund Management S.A.,archive
Fugro N.V.,1.51,2015-12-10,NL0000352565,Marshall Wace LLP,archive
ArcelorMittal S.A.,0.53,2015-12-10,LU0323134006,Millennium International Management LP,archive
Galapagos NV,0.69,2015-12-10,BE0003818359,"WorldQuant, LLC",archive
TomTom N.V.,0.49,2015-12-10,NL0000387058,"WorldQuant, LLC",archive
Aperam S.A.,4.34,2015-12-09,LU0569974404,Adage Capital Management L.P.,archive
ArcelorMittal S.A.,0.52,2015-12-09,LU0323134006,Adage Capital Management L.P.,archive
SBM Offshore N.V.,2.29,2015-12-09,NL0000360618,"AQR Capital Management, LLC",archive
SBM Offshore N.V.,1.61,2015-12-09,NL0000360618,"D.E. Shaw & Co., L.P.",archive
ArcelorMittal S.A.,0.73,2015-12-09,LU0323134006,Marshall Wace LLP,archive
TomTom N.V.,1.44,2015-12-09,NL0000387058,Marshall Wace LLP,archive
ArcelorMittal S.A.,0.64,2015-12-09,LU0323134006,Millennium International Management LP,archive
ArcelorMittal S.A.,0.66,2015-12-08,LU0323134006,Adage Capital Management L.P.,archive
ArcelorMittal S.A.,0.66,2015-12-08,LU0323134006,Marshall Wace LLP,archive
PostNL N.V.,2.37,2015-12-08,NL0009739416,Marshall Wace LLP,archive
SBM Offshore N.V.,1.12,2015-12-08,NL0000360618,Marshall Wace LLP,archive
TomTom N.V.,1.27,2015-12-08,NL0000387058,Marshall Wace LLP,archive
ArcelorMittal S.A.,0.5,2015-12-08,LU0323134006,Oxford Asset Management,archive
PostNL N.V.,1.1,2015-12-08,NL0009739416,"WorldQuant, LLC",archive
ArcelorMittal S.A.,0.76,2015-12-07,LU0323134006,Adage Capital Management L.P.,archive
ArcelorMittal S.A.,0.79,2015-12-07,LU0323134006,Millennium International Management LP,archive
TomTom N.V.,0.5,2015-12-07,NL0000387058,"WorldQuant, LLC",archive
ArcelorMittal S.A.,0.94,2015-12-04,LU0323134006,Adage Capital Management L.P.,archive
ArcelorMittal S.A.,2.24,2015-12-04,LU0323134006,"AQR Capital Management, LLC",archive
Fugro N.V.,1.4,2015-12-04,NL0000352565,Marshall Wace LLP,archive
SBM Offshore N.V.,1.03,2015-12-04,NL0000360618,Marshall Wace LLP,archive
TomTom N.V.,1.13,2015-12-04,NL0000387058,Marshall Wace LLP,archive
SBM Offshore N.V.,0.59,2015-12-04,NL0000360618,"Sophos Capital Management, L.P.",archive
Fugro N.V.,1.34,2015-12-03,NL0000352565,Marshall Wace LLP,archive
PostNL N.V.,2.43,2015-12-03,NL0009739416,Marshall Wace LLP,archive
Koninklijke Ahold Delhaize N.V.,1.69,2015-12-02,NL0010672325,"Davidson Kempner European Partners, LLP",archive
ArcelorMittal S.A.,0.93,2015-12-02,LU0323134006,Odey Asset Management LLP,archive
Koninklijke Heijmans N.V.,0.71,2015-12-02,NL0009269109,Rotella Acrospire LLC,archive
ArcelorMittal S.A.,2.15,2015-12-01,LU0323134006,"AQR Capital Management, LLC",archive
ArcelorMittal S.A.,0.5,2015-12-01,LU0323134006,Marshall Wace LLP,archive
Koninklijke Heijmans N.V.,0.4,2015-12-01,NL0009269109,"WorldQuant, LLC",archive
TomTom N.V.,1.01,2015-11-30,NL0000387058,Marshall Wace LLP,archive
Koninklijke Heijmans N.V.,0.53,2015-11-30,NL0009269109,"WorldQuant, LLC",archive
PostNL N.V.,1.06,2015-11-30,NL0009739416,"WorldQuant, LLC",archive
ArcelorMittal S.A.,0.69,2015-11-27,LU0323134006,Odey Asset Management LLP,archive
Koninklijke Heijmans N.V.,0.69,2015-11-27,NL0009269109,Rotella Acrospire LLC,archive
Koninklijke Heijmans N.V.,0.63,2015-11-27,NL0009269109,"WorldQuant, LLC",archive
SBM Offshore N.V.,1.59,2015-11-26,NL0000360618,"D.E. Shaw & Co., L.P.",archive
Koninklijke Ahold Delhaize N.V.,1.77,2015-11-26,NL0010672325,"Davidson Kempner European Partners, LLP",archive
SBM Offshore N.V.,0.6,2015-11-26,NL0000360618,Man Investments Limited,archive
PostNL N.V.,2.31,2015-11-26,NL0009739416,Marshall Wace LLP,archive
ArcelorMittal S.A.,0.7,2015-11-26,LU0323134006,Odey Asset Management LLP,archive
Koninklijke Heijmans N.V.,0.85,2015-11-26,NL0009269109,"WorldQuant, LLC",archive
ArcelorMittal S.A.,1.02,2015-11-25,LU0323134006,Adage Capital Management L.P.,archive
TKH Group N.V.,0.94,2015-11-25,NL0000852523,AKO Capital LLP,archive
SBM Offshore N.V.,1.6,2015-11-25,NL0000360618,"D.E. Shaw & Co., L.P.",archive
ArcelorMittal S.A.,0.44,2015-11-25,LU0323134006,Marshall Wace LLP,archive
ArcelorMittal S.A.,0.8,2015-11-25,LU0323134006,Odey Asset Management LLP,archive
PostNL N.V.,0.8,2015-11-25,NL0009739416,Oxford Asset Management,archive
TKH Group N.V.,0.7,2015-11-24,NL0000852523,AKO Capital LLP,archive
Koninklijke Ahold Delhaize N.V.,1.8,2015-11-24,NL0010672325,"Davidson Kempner European Partners, LLP",archive
Fugro N.V.,2.69,2015-11-23,NL0000352565,"AQR Capital Management, LLC",archive
ArcelorMittal S.A.,1.17,2015-11-20,LU0323134006,Adage Capital Management L.P.,archive
ArcelorMittal S.A.,0.5,2015-11-20,LU0323134006,Marshall Wace LLP,archive
ArcelorMittal S.A.,0.8,2015-11-20,LU0323134006,Millennium International Management LP,archive
Koninklijke Heijmans N.V.,0.6,2015-11-20,NL0009269109,Oxford Asset Management,archive
PostNL N.V.,0.71,2015-11-20,NL0009739416,Oxford Asset Management,archive
Koninklijke Heijmans N.V.,0.91,2015-11-20,NL0009269109,"WorldQuant, LLC",archive
TKH Group N.V.,0.5,2015-11-19,NL0000852523,AKO Capital LLP,archive
SBM Offshore N.V.,1.59,2015-11-19,NL0000360618,"D.E. Shaw & Co., L.P.",archive
ArcelorMittal S.A.,0.79,2015-11-19,LU0323134006,Millennium International Management LP,archive
PostNL N.V.,0.65,2015-11-19,NL0009739416,Oxford Asset Management,archive
SBM Offshore N.V.,0.6,2015-11-18,NL0000360618,"BlackRock Institutional Trust Company, National Association",archive
Brunel International N.V.,0.49,2015-11-18,NL0010776944,BlackRock Investment Management (UK) Limited,archive
SBM Offshore N.V.,1.6,2015-11-18,NL0000360618,"D.E. Shaw & Co., L.P.",archive
PostNL N.V.,2.2,2015-11-18,NL0009739416,Marshall Wace LLP,archive
ArcelorMittal S.A.,0.8,2015-11-18,LU0323134006,Millennium International Management LP,archive
ArcelorMittal S.A.,1.09,2015-11-17,LU0323134006,Adage Capital Management L.P.,archive
ArcelorMittal S.A.,2.11,2015-11-17,LU0323134006,"AQR Capital Management, LLC",archive
PostNL N.V.,2.12,2015-11-17,NL0009739416,Marshall Wace LLP,archive
Koninklijke Heijmans N.V.,0.82,2015-11-17,NL0009269109,"WorldQuant, LLC",archive
PostNL N.V.,2.06,2015-11-16,NL0009739416,Marshall Wace LLP,archive
Wereldhave N.V.,0.51,2015-11-16,NL0000289213,Millennium International Management LP,archive
Koninklijke Heijmans N.V.,0.5,2015-11-16,NL0009269109,Oxford Asset Management,archive
PostNL N.V.,0.5,2015-11-16,NL0009739416,Oxford Asset Management,archive
PostNL N.V.,1.11,2015-11-16,NL0009739416,"WorldQuant, LLC",archive
Fugro N.V.,2.78,2015-11-13,NL0000352565,"AQR Capital Management, LLC",archive
SBM Offshore N.V.,2.38,2015-11-13,NL0000360618,"AQR Capital Management, LLC",archive
PostNL N.V.,1.98,2015-11-13,NL0009739416,Marshall Wace LLP,archive
ArcelorMittal S.A.,0.75,2015-11-13,LU0323134006,Millennium International Management LP,archive
Galapagos NV,0.59,2015-11-13,BE0003818359,Oxford Asset Management,archive
Koninklijke Heijmans N.V.,0.73,2015-11-13,NL0009269109,"WorldQuant, LLC",archive
PostNL N.V.,1.02,2015-11-13,NL0009739416,"WorldQuant, LLC",archive
ArcelorMittal S.A.,1.15,2015-11-12,LU0323134006,Adage Capital Management L.P.,archive
SBM Offshore N.V.,0.51,2015-11-12,NL0000360618,Man Investments Limited,archive
ArcelorMittal S.A.,0.64,2015-11-12,LU0323134006,Millennium International Management LP,archive
Koninklijke Heijmans N.V.,0.7,2015-11-12,NL0009269109,Rotella Acrospire LLC,archive
PostNL N.V.,0.92,2015-11-12,NL0009739416,"WorldQuant, LLC",archive
ArcelorMittal S.A.,1.05,2015-11-11,LU0323134006,Adage Capital Management L.P.,archive
SBM Offshore N.V.,0.57,2015-11-11,NL0000360618,"BlackRock Institutional Trust Company, National Association",archive
SBM Offshore N.V.,1.59,2015-11-11,NL0000360618,"D.E. Shaw & Co., L.P.",archive
Galapagos NV,0.28,2015-11-11,BE0003818359,Millennium International Management LP,archive
Galapagos NV,0.7,2015-11-11,BE0003818359,"WorldQuant, LLC",archive
Koninklijke Heijmans N.V.,0.6,2015-11-11,NL0009269109,"WorldQuant, LLC",archive
PostNL N.V.,0.81,2015-11-11,NL0009739416,"WorldQuant, LLC",archive
ArcelorMittal S.A.,0.91,2015-11-10,LU0323134006,Adage Capital Management L.P.,archive
PostNL N.V.,1.81,2015-11-10,NL0009739416,Marshall Wace LLP,archive
ArcelorMittal S.A.,0.54,2015-11-10,LU0323134006,Millennium International Management LP,archive
Galapagos NV,0.53,2015-11-10,BE0003818359,Millennium International Management LP,archive
PostNL N.V.,0.69,2015-11-10,NL0009739416,"WorldQuant, LLC",archive
Fugro N.V.,2.89,2015-11-09,NL0000352565,"AQR Capital Management, LLC",archive
Koninklijke Heijmans N.V.,0.51,2015-11-09,NL0009269109,"WorldQuant, LLC",archive
PostNL N.V.,0.53,2015-11-09,NL0009739416,"WorldQuant, LLC",archive
Fugro N.V.,1.24,2015-11-06,NL0000352565,Marshall Wace LLP,archive
PostNL N.V.,1.71,2015-11-06,NL0009739416,Marshall Wace LLP,archive
Aperam S.A.,4.21,2015-11-05,LU0569974404,Adage Capital Management L.P.,archive
ArcelorMittal S.A.,0.7,2015-11-05,LU0323134006,Adage Capital Management L.P.,archive
PostNL N.V.,1.62,2015-11-05,NL0009739416,Marshall Wace LLP,archive
PostNL N.V.,0.39,2015-11-05,NL0009739416,"PDT Partners, LLC",archive
ArcelorMittal S.A.,0.66,2015-11-04,LU0323134006,Adage Capital Management L.P.,archive
PostNL N.V.,1.54,2015-11-04,NL0009739416,Marshall Wace LLP,archive
ArcelorMittal S.A.,0.72,2015-11-03,LU0323134006,Adage Capital Management L.P.,archive
BE Semiconductor Industries N.V.,0.47,2015-11-03,NL0000339760,BlackRock Investment Management (UK) Limited,archive
Koninklijke BAM Groep N.V.,0.49,2015-11-03,NL0000337319,Man Investments Limited,archive
PostNL N.V.,1.44,2015-11-03,NL0009739416,Marshall Wace LLP,archive
SBM Offshore N.V.,0.97,2015-11-03,NL0000360618,Marshall Wace LLP,archive
PostNL N.V.,0.51,2015-11-03,NL0009739416,"PDT Partners, LLC",archive
BE Semiconductor Industries N.V.,0.46,2015-11-03,NL0000339760,"WorldQuant, LLC",archive
BE Semiconductor Industries N.V.,0.5,2015-11-02,NL0000339760,BlackRock Investment Management (UK) Limited,archive
Aperam S.A.,0.53,2015-11-02,LU0569974404,CQS (UK) LLP,archive
SBM Offshore N.V.,1.0,2015-11-02,NL0000360618,Marshall Wace LLP,archive
Galapagos NV,0.69,2015-11-02,BE0003818359,Millennium International Management LP,archive
BE Semiconductor Industries N.V.,0.58,2015-11-02,NL0000339760,"WorldQuant, LLC",archive
Aperam S.A.,4.14,2015-10-30,LU0569974404,Adage Capital Management L.P.,archive
SBM Offshore N.V.,0.63,2015-10-30,NL0000360618,"BlackRock Institutional Trust Company, National Association",archive
Fugro N.V.,1.35,2015-10-30,NL0000352565,Marshall Wace LLP,archive
SBM Offshore N.V.,0.99,2015-10-30,NL0000360618,Marshall Wace LLP,archive
Wereldhave N.V.,0.48,2015-10-30,NL0000289213,Millennium International Management LP,archive
Fugro N.V.,1.18,2015-10-30,NL0000352565,UBS Asset Management (UK) Ltd.,archive
Fugro N.V.,0.0,2015-10-30,NL0000352565,UBS Global Asset Management (UK) Ltd.,archive
BE Semiconductor Industries N.V.,0.68,2015-10-30,NL0000339760,"WorldQuant, LLC",archive
ArcelorMittal S.A.,0.67,2015-10-29,LU0323134006,Adage Capital Management L.P.,archive
ArcelorMittal S.A.,2.11,2015-10-29,LU0323134006,"AQR Capital Management, LLC",archive
Corbion N.V.,0.48,2015-10-29,NL0010583399,BlackRock Investment Management (UK) Limited,archive
Koninklijke Vopak N.V.,0.51,2015-10-29,NL0009432491,"GAM Investment Management (Switzerland) AG, Zurich",archive
Koninklijke BAM Groep N.V.,0.58,2015-10-29,NL0000337319,Man Investments Limited,archive
ArcelorMittal S.A.,0.7,2015-10-28,LU0323134006,Adage Capital Management L.P.,archive
Fugro N.V.,2.99,2015-10-28,NL0000352565,"AQR Capital Management, LLC",archive
Brunel International N.V.,0.59,2015-10-28,NL0010776944,BlackRock Investment Management (UK) Limited,archive
ArcelorMittal S.A.,0.46,2015-10-28,LU0323134006,Millennium International Management LP,archive
Wereldhave N.V.,0.5,2015-10-28,NL0000289213,Millennium International Management LP,archive
Koninklijke Heijmans N.V.,0.6,2015-10-28,NL0009269109,Rotella Acrospire LLC,archive
Fugro N.V.,1.18,2015-10-28,NL0000352565,UBS Global Asset Management (UK) Ltd.,archive
BE Semiconductor Industries N.V.,0.78,2015-10-28,NL0000339760,"WorldQuant, LLC",archive
Fugro N.V.,1.41,2015-10-27,NL0000352565,Marshall Wace LLP,archive
ArcelorMittal S.A.,0.5,2015-10-27,LU0323134006,Millennium International Management LP,archive
Galapagos NV,0.79,2015-10-27,BE0003818359,Millennium International Management LP,archive
Wereldhave N.V.,0.46,2015-10-27,NL0000289213,Millennium International Management LP,archive
BE Semiconductor Industries N.V.,0.67,2015-10-26,NL0000339760,BlackRock Investment Management (UK) Limited,archive
Koninklijke Heijmans N.V.,0.52,2015-10-26,NL0009269109,Rotella Acrospire LLC,archive
BE Semiconductor Industries N.V.,0.83,2015-10-26,NL0000339760,"WorldQuant, LLC",archive
Aperam S.A.,4.27,2015-10-23,LU0569974404,Adage Capital Management L.P.,archive
SBM Offshore N.V.,0.5,2015-10-23,NL0000360618,"BlackRock Institutional Trust Company, National Association",archive
BE Semiconductor Industries N.V.,0.72,2015-10-23,NL0000339760,BlackRock Investment Management (UK) Limited,archive
Aperam S.A.,0.65,2015-10-23,LU0569974404,CQS (UK) LLP,archive
Fugro N.V.,1.33,2015-10-23,NL0000352565,Marshall Wace LLP,archive
TomTom N.V.,0.9,2015-10-23,NL0000387058,Marshall Wace LLP,archive
BE Semiconductor Industries N.V.,0.93,2015-10-23,NL0000339760,"WorldQuant, LLC",archive
BE Semiconductor Industries N.V.,0.49,2015-10-22,NL0000339760,Capital Fund Management S.A.,archive
BE Semiconductor Industries N.V.,0.49,2015-10-22,NL0000339760,"Hutchin Hill Capital, LP",archive
SBM Offshore N.V.,1.01,2015-10-22,NL0000360618,Marshall Wace LLP,archive
Wolters Kluwer N.V.,0.49,2015-10-22,NL0000395903,Marshall Wace LLP,archive
BE Semiconductor Industries N.V.,1.07,2015-10-22,NL0000339760,"WorldQuant, LLC",archive
Galapagos NV,0.6,2015-10-22,BE0003818359,"WorldQuant, LLC",archive
ArcelorMittal S.A.,0.7,2015-10-21,LU0323134006,HBK Investments LP,archive
Galapagos NV,0.49,2015-10-21,BE0003818359,Marshall Wace LLP,archive
BE Semiconductor Industries N.V.,1.29,2015-10-21,NL0000339760,"WorldQuant, LLC",archive
SBM Offshore N.V.,2.49,2015-10-20,NL0000360618,"AQR Capital Management, LLC",archive
PostNL N.V.,0.57,2015-10-20,NL0009739416,Marshall Wace LLP,archive
Wolters Kluwer N.V.,0.5,2015-10-20,NL0000395903,Marshall Wace LLP,archive
ArcelorMittal S.A.,0.62,2015-10-19,LU0323134006,Adage Capital Management L.P.,archive
BE Semiconductor Industries N.V.,0.58,2015-10-19,NL0000339760,Capital Fund Management S.A.,archive
PostNL N.V.,0.49,2015-10-19,NL0009739416,Capital Fund Management S.A.,archive
ARCADIS N.V.,0.87,2015-10-16,NL0006237562,AKO Capital LLP,archive
Galapagos NV,0.89,2015-10-16,BE0003818359,Millennium International Management LP,archive
BE Semiconductor Industries N.V.,1.39,2015-10-16,NL0000339760,"WorldQuant, LLC",archive
ArcelorMittal S.A.,0.53,2015-10-15,LU0323134006,Adage Capital Management L.P.,archive
Fugro N.V.,3.09,2015-10-15,NL0000352565,"AQR Capital Management, LLC",archive
ArcelorMittal S.A.,0.78,2015-10-15,LU0323134006,Odey Asset Management LLP,archive
ArcelorMittal S.A.,0.96,2015-10-14,LU0323134006,Odey Asset Management LLP,archive
ARCADIS N.V.,0.49,2015-10-13,NL0006237562,BlackRock Investment Management (UK) Limited,archive
BE Semiconductor Industries N.V.,0.66,2015-10-13,NL0000339760,Capital Fund Management S.A.,archive
SBM Offshore N.V.,1.67,2015-10-13,NL0000360618,"D.E. Shaw & Co., L.P.",archive
SBM Offshore N.V.,0.91,2015-10-13,NL0000360618,Marshall Wace LLP,archive
