issuer_name,position_date,isin,position_holder,net_short_position,source
Corbion N.V.,2014-02-03,NL0010583399,Susquehanna International Holdings LLC,0.9,archive
Koninklijke Vopak N.V.,2014-01-31,NL0009432491,Fil Investment Services (UK) Limited,0.54,archive
Corbion N.V.,2014-01-30,NL0010583399,Susquehanna International Holdings LLC,0.89,archive
Aperam S.A.,2014-01-29,LU0569974404,Adage Capital Management L.P.,3.25,archive
Fugro N.V.,2014-01-29,NL0000352565,Citadel Europe LLP,0.83,archive
Fugro N.V.,2014-01-29,NL0000352565,Egerton Capital (UK) LLP,0.4,archive
Koninklijke Vopak N.V.,2014-01-29,NL0009432491,Scopia Capital Management LP,0.49,archive
Koninklijke Vopak N.V.,2014-01-28,NL0009432491,Scopia Capital Management LP,0.58,archive
Koninklijke BAM Groep N.V.,2014-01-27,NL0000337319,JPMorgan Asset Management (UK) Ltd.,0.54,archive
Fugro N.V.,2014-01-24,NL0000352565,Adelphi Capital LLP,0.58,archive
Pharming Group N.V.,2014-01-24,NL0010391025,Susquehanna International Holdings LLC,0.16,archive
Fugro N.V.,2014-01-23,NL0000352565,BlackRock Investment Management (UK) Limited,0.68,archive
Corbion N.V.,2014-01-23,NL0010583399,Susquehanna International Holdings LLC,0.96,archive
Pharming Group N.V.,2014-01-23,NL0010391025,Susquehanna International Holdings LLC,0.5,archive
Koninklijke Heijmans N.V.,2014-01-20,NL0009269109,"BlackRock Institutional Trust Company, National Association",1.09,archive
Fugro N.V.,2014-01-17,NL0000352565,Egerton Capital (UK) LLP,0.58,archive
Koninklijke Heijmans N.V.,2014-01-15,NL0009269109,BlackRock Advisors (UK) Limited,0.59,archive
Fugro N.V.,2014-01-15,NL0000352565,BlackRock Investment Management (UK) Limited,0.7,archive
Corbion N.V.,2014-01-15,NL0010583399,Susquehanna International Holdings LLC,1.04,archive
Fugro N.V.,2014-01-14,NL0000352565,BlackRock Investment Management (UK) Limited,0.69,archive
TomTom N.V.,2014-01-14,NL0000387058,"Cadian Capital Management GP, LLC",0.85,archive
TomTom N.V.,2014-01-10,NL0000387058,"Cadian Capital Management GP, LLC",0.73,archive
Koninklijke BAM Groep N.V.,2014-01-10,NL0000337319,Saemor Capital B.V.,0.49,archive
Fugro N.V.,2014-01-09,NL0000352565,"AQR Capital Management, LLC",1.5,archive
SBM Offshore N.V.,2014-01-09,NL0000360618,Marshall Wace LLP,0.44,archive
Aperam S.A.,2014-01-08,LU0569974404,Adage Capital Management L.P.,2.93,archive
SBM Offshore N.V.,2014-01-08,NL0000360618,Marshall Wace LLP,0.57,archive
Fugro N.V.,2014-01-07,NL0000352565,AKO Capital LLP,2.54,archive
Fugro N.V.,2014-01-07,NL0000352565,Egerton Capital (UK) LLP,0.76,archive
Corbion N.V.,2014-01-07,NL0010583399,Susquehanna International Holdings LLC,0.99,archive
Aperam S.A.,2014-01-06,LU0569974404,Adage Capital Management L.P.,2.8,archive
SBM Offshore N.V.,2014-01-06,NL0000360618,Marshall Wace LLP,0.69,archive
SBM Offshore N.V.,2014-01-03,NL0000360618,Marshall Wace LLP,0.72,archive
Corbion N.V.,2014-01-03,NL0010583399,Susquehanna International Holdings LLC,1.09,archive
TomTom N.V.,2014-01-02,NL0000387058,"Discovery Capital Management, LLC",0.8,archive
Corbion N.V.,2013-12-31,NL0010583399,Susquehanna International Holdings LLC,1.1,archive
TomTom N.V.,2013-12-30,NL0000387058,"Cadian Capital Management GP, LLC",0.6,archive
SBM Offshore N.V.,2013-12-30,NL0000360618,Marshall Wace LLP,0.64,archive
TomTom N.V.,2013-12-27,NL0000387058,"Cadian Capital Management GP, LLC",0.53,archive
Koninklijke BAM Groep N.V.,2013-12-27,NL0000337319,Saemor Capital B.V.,0.52,archive
Fugro N.V.,2013-12-20,NL0000352565,BlackRock Investment Management (UK) Limited,0.7,archive
SBM Offshore N.V.,2013-12-20,NL0000360618,Marshall Wace LLP,0.5,archive
Aperam S.A.,2013-12-19,LU0569974404,Adage Capital Management L.P.,2.64,archive
AMG Critical Materials N.V.,2013-12-18,NL0000888691,Elliott Management Corporation,0.0,archive
Fugro N.V.,2013-12-18,NL0000352565,TT International,0.51,archive
Fugro N.V.,2013-12-17,NL0000352565,BlackRock Investment Management (UK) Limited,0.64,archive
Fugro N.V.,2013-12-17,NL0000352565,Egerton Capital (UK) LLP,0.65,archive
Wolters Kluwer N.V.,2013-12-17,NL0000395903,GLG Partners LP,0.4,archive
Corbion N.V.,2013-12-16,NL0010583399,Susquehanna International Holdings LLC,1.29,archive
TomTom N.V.,2013-12-11,NL0000387058,AKO Capital LLP,2.52,archive
TomTom N.V.,2013-12-10,NL0000387058,AKO Capital LLP,2.46,archive
Corbion N.V.,2013-12-10,NL0010583399,Susquehanna International Holdings LLC,1.33,archive
Aperam S.A.,2013-12-06,LU0569974404,Adage Capital Management L.P.,3.03,archive
TomTom N.V.,2013-12-06,NL0000387058,AKO Capital LLP,2.33,archive
Eurocommercial Properties N.V.,2013-12-04,NL0000288876,Wellington Management Company LLP,0.8,archive
Eurocommercial Properties N.V.,2013-12-03,NL0000288876,Wellington Management Company LLP,0.79,archive
Wolters Kluwer N.V.,2013-12-02,NL0000395903,GLG Partners LP,0.5,archive
Wereldhave N.V.,2013-11-29,NL0000289213,"BlackRock Institutional Trust Company, National Association",0.79,archive
Fugro N.V.,2013-11-29,NL0000352565,BlackRock Investment Management (UK) Limited,0.46,archive
Corbion N.V.,2013-11-28,NL0010583399,Susquehanna International Holdings LLC,1.48,archive
Corbion N.V.,2013-11-27,NL0010583399,Susquehanna International Holdings LLC,1.39,archive
Corbion N.V.,2013-11-26,NL0010583399,Susquehanna International Holdings LLC,1.48,archive
Corbion N.V.,2013-11-22,NL0010583399,Susquehanna International Holdings LLC,1.59,archive
Aperam S.A.,2013-11-19,LU0569974404,Adage Capital Management L.P.,2.83,archive
Corbion N.V.,2013-11-19,NL0010583399,Susquehanna International Holdings LLC,1.67,archive
Fugro N.V.,2013-11-15,NL0000352565,"AQR Capital Management, LLC",1.4,archive
Koninklijke Heijmans N.V.,2013-11-14,NL0009269109,BlackRock Investment Management (UK) Limited,0.7,archive
Corbion N.V.,2013-11-14,NL0010583399,Susquehanna International Holdings LLC,1.88,archive
Fugro N.V.,2013-11-12,NL0000352565,Citadel Europe LLP,0.7,archive
Fugro N.V.,2013-11-08,NL0000352565,BlackRock Investment Management (UK) Limited,0.51,archive
Fugro N.V.,2013-11-08,NL0000352565,Citadel Europe LLP,0.63,archive
PostNL N.V.,2013-11-06,NL0009739416,"AQR Capital Management, LLC",0.44,archive
Koninklijke Heijmans N.V.,2013-11-06,NL0009269109,"Lucerne Capital Management, L.P.",0.0,archive
Fugro N.V.,2013-11-06,NL0000352565,Marshall Wace LLP,0.49,archive
Koninklijke Heijmans N.V.,2013-11-04,NL0009269109,BlackRock Advisors (UK) Limited,0.61,archive
Fugro N.V.,2013-11-04,NL0000352565,Marshall Wace LLP,0.57,archive
Aperam S.A.,2013-11-01,LU0569974404,Adage Capital Management L.P.,2.79,archive
NSI N.V.,2013-10-31,NL0000292324,Carlson Capital UK LLP,0.41,archive
Fugro N.V.,2013-10-31,NL0000352565,Marshall Wace LLP,0.66,archive
Koninklijke Vopak N.V.,2013-10-31,NL0009432491,Scopia Capital Management LP,0.6,archive
NSI N.V.,2013-10-30,NL0000292324,Carlson Capital UK LLP,0.5,archive
Wereldhave N.V.,2013-10-29,NL0000289213,"BlackRock Institutional Trust Company, National Association",0.88,archive
Fugro N.V.,2013-10-29,NL0000352565,Citadel Europe LLP,0.5,archive
Fugro N.V.,2013-10-29,NL0000352565,Marshall Wace LLP,0.79,archive
Koninklijke BAM Groep N.V.,2013-10-29,NL0000337319,Marshall Wace LLP,0.49,archive
TomTom N.V.,2013-10-28,NL0000387058,AKO Capital LLP,2.22,archive
Koninklijke Heijmans N.V.,2013-10-28,NL0009269109,BlackRock Investment Management (UK) Limited,0.6,archive
Fugro N.V.,2013-10-28,NL0000352565,Marshall Wace LLP,0.8,archive
Fugro N.V.,2013-10-25,NL0000352565,AKO Capital LLP,2.43,archive
TomTom N.V.,2013-10-25,NL0000387058,AKO Capital LLP,2.47,archive
Fugro N.V.,2013-10-25,NL0000352565,Marshall Wace LLP,0.79,archive
Koninklijke Vopak N.V.,2013-10-25,NL0009432491,Scopia Capital Management LP,0.53,archive
TomTom N.V.,2013-10-24,NL0000387058,AKO Capital LLP,2.61,archive
TomTom N.V.,2013-10-23,NL0000387058,AKO Capital LLP,2.75,archive
Koninklijke Heijmans N.V.,2013-10-23,NL0009269109,BlackRock Advisors (UK) Limited,0.59,archive
Fugro N.V.,2013-10-22,NL0000352565,AKO Capital LLP,2.32,archive
TomTom N.V.,2013-10-22,NL0000387058,"Marble Arch Investments, LP",1.27,archive
Aperam S.A.,2013-10-21,LU0569974404,Adage Capital Management L.P.,2.56,archive
TomTom N.V.,2013-10-21,NL0000387058,AKO Capital LLP,2.88,archive
TomTom N.V.,2013-10-18,NL0000387058,AKO Capital LLP,2.94,archive
TomTom N.V.,2013-10-18,NL0000387058,"Marble Arch Investments, LP",1.35,archive
Koninklijke BAM Groep N.V.,2013-10-18,NL0000337319,Marshall Wace LLP,0.59,archive
Fugro N.V.,2013-10-17,NL0000352565,"AQR Capital Management, LLC",1.31,archive
PostNL N.V.,2013-10-17,NL0009739416,"AQR Capital Management, LLC",0.59,archive
Fugro N.V.,2013-10-17,NL0000352565,"Arrowstreet Capital, Limited Partnership",0.49,archive
Koninklijke BAM Groep N.V.,2013-10-17,NL0000337319,Marshall Wace LLP,0.6,archive
Aperam S.A.,2013-10-16,LU0569974404,Adage Capital Management L.P.,2.36,archive
Koninklijke Heijmans N.V.,2013-10-16,NL0009269109,BlackRock Advisors (UK) Limited,0.61,archive
Fugro N.V.,2013-10-16,NL0000352565,Marshall Wace LLP,0.83,archive
Aperam S.A.,2013-10-15,LU0569974404,Adage Capital Management L.P.,2.23,archive
NSI N.V.,2013-10-15,NL0000292324,Thames River Capital LLP,0.49,archive
Fugro N.V.,2013-10-14,NL0000352565,AKO Capital LLP,2.2,archive
TomTom N.V.,2013-10-14,NL0000387058,AKO Capital LLP,3.06,archive
Koninklijke BAM Groep N.V.,2013-10-14,NL0000337319,Marshall Wace LLP,0.56,archive
Koninklijke BAM Groep N.V.,2013-10-11,NL0000337319,Marshall Wace LLP,0.6,archive
NSI N.V.,2013-10-11,NL0000292324,Thames River Capital LLP,0.5,archive
Aperam S.A.,2013-10-10,LU0569974404,Adage Capital Management L.P.,1.98,archive
TomTom N.V.,2013-10-10,NL0000387058,AKO Capital LLP,3.11,archive
TomTom N.V.,2013-10-09,NL0000387058,AKO Capital LLP,3.25,archive
Aperam S.A.,2013-10-07,LU0569974404,Adage Capital Management L.P.,1.81,archive
TomTom N.V.,2013-10-07,NL0000387058,AKO Capital LLP,3.39,archive
Fugro N.V.,2013-10-07,NL0000352565,"Arrowstreet Capital, Limited Partnership",0.59,archive
TomTom N.V.,2013-10-03,NL0000387058,AKO Capital LLP,3.49,archive
Koninklijke BAM Groep N.V.,2013-10-03,NL0000337319,Marshall Wace LLP,0.57,archive
Fugro N.V.,2013-10-02,NL0000352565,"AQR Capital Management, LLC",1.23,archive
PostNL N.V.,2013-10-02,NL0009739416,"AQR Capital Management, LLC",0.66,archive
Koninklijke BAM Groep N.V.,2013-10-02,NL0000337319,"WorldQuant, LLC",0.37,archive
Koninklijke BAM Groep N.V.,2013-10-01,NL0000337319,JPMorgan Asset Management (UK) Ltd.,0.67,archive
Fugro N.V.,2013-09-30,NL0000352565,Marshall Wace LLP,0.72,archive
Koninklijke BAM Groep N.V.,2013-09-24,NL0000337319,Marshall Wace LLP,0.68,archive
Koninklijke Heijmans N.V.,2013-09-23,NL0009269109,BlackRock Investment Management (UK) Limited,0.59,archive
Fugro N.V.,2013-09-23,NL0000352565,Marshall Wace LLP,0.62,archive
Fugro N.V.,2013-09-20,NL0000352565,"AQR Capital Management, LLC",1.19,archive
TomTom N.V.,2013-09-18,NL0000387058,AKO Capital LLP,3.59,archive
Koninklijke BAM Groep N.V.,2013-09-18,NL0000337319,Marshall Wace LLP,0.7,archive
TomTom N.V.,2013-09-17,NL0000387058,AKO Capital LLP,3.62,archive
PostNL N.V.,2013-09-17,NL0009739416,"AQR Capital Management, LLC",0.79,archive
TomTom N.V.,2013-09-16,NL0000387058,AKO Capital LLP,3.71,archive
TomTom N.V.,2013-09-13,NL0000387058,AKO Capital LLP,3.93,archive
Fugro N.V.,2013-09-13,NL0000352565,Marshall Wace LLP,0.49,archive
TomTom N.V.,2013-09-12,NL0000387058,AKO Capital LLP,4.14,archive
Koninklijke Heijmans N.V.,2013-09-11,NL0009269109,BlackRock Investment Management (UK) Limited,0.69,archive
Koninklijke BAM Groep N.V.,2013-09-10,NL0000337319,Marshall Wace LLP,0.63,archive
PostNL N.V.,2013-09-10,NL0009739416,Oxford Asset Management,0.47,archive
Koninklijke BAM Groep N.V.,2013-09-09,NL0000337319,"WorldQuant, LLC",0.5,archive
Fugro N.V.,2013-09-06,NL0000352565,AKO Capital LLP,2.16,archive
PostNL N.V.,2013-09-06,NL0009739416,"AQR Capital Management, LLC",0.87,archive
Fugro N.V.,2013-09-04,NL0000352565,"AQR Capital Management, LLC",1.21,archive
Wolters Kluwer N.V.,2013-09-04,NL0000395903,GLG Partners LP,0.48,archive
PostNL N.V.,2013-09-04,NL0009739416,Oxford Asset Management,0.58,archive
Koninklijke Vopak N.V.,2013-09-04,NL0009432491,Scopia Capital Management LP,0.47,archive
Wolters Kluwer N.V.,2013-09-03,NL0000395903,GLG Partners LP,0.5,archive
Koninklijke BAM Groep N.V.,2013-09-03,NL0000337319,Marshall Wace LLP,0.5,archive
Fugro N.V.,2013-08-30,NL0000352565,"AQR Capital Management, LLC",1.19,archive
PostNL N.V.,2013-08-30,NL0009739416,Oxford Asset Management,0.67,archive
Koninklijke Heijmans N.V.,2013-08-27,NL0009269109,"BlackRock Institutional Trust Company, National Association",1.16,archive
Fugro N.V.,2013-08-27,NL0000352565,Marshall Wace LLP,0.59,archive
PostNL N.V.,2013-08-27,NL0009739416,Oxford Asset Management,0.77,archive
Fugro N.V.,2013-08-26,NL0000352565,Marshall Wace LLP,0.67,archive
PostNL N.V.,2013-08-22,NL0009739416,Oxford Asset Management,0.85,archive
SBM Offshore N.V.,2013-08-21,NL0000360618,"AQR Capital Management, LLC",0.49,archive
Fugro N.V.,2013-08-21,NL0000352565,"Arrowstreet Capital, Limited Partnership",0.6,archive
PostNL N.V.,2013-08-21,NL0009739416,Highbridge Capital Management LLC,0.46,archive
PostNL N.V.,2013-08-20,NL0009739416,Highbridge Capital Management LLC,0.54,archive
Fugro N.V.,2013-08-19,NL0000352565,AKO Capital LLP,2.24,archive
PostNL N.V.,2013-08-19,NL0009739416,Highbridge Capital Management LLC,0.64,archive
Aperam S.A.,2013-08-16,LU0569974404,Adage Capital Management L.P.,1.3,archive
Fugro N.V.,2013-08-16,NL0000352565,"AQR Capital Management, LLC",1.23,archive
Wereldhave N.V.,2013-08-16,NL0000289213,"BlackRock Institutional Trust Company, National Association",0.9,archive
PostNL N.V.,2013-08-16,NL0009739416,Oxford Asset Management,0.98,archive
Fugro N.V.,2013-08-15,NL0000352565,Marshall Wace LLP,0.7,archive
Fugro N.V.,2013-08-14,NL0000352565,Marshall Wace LLP,0.68,archive
